"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Klaudiusz BALCERZAK";"Robert Jarosław PALUCH";"Wadim TYSZKIEWICZ"
"6de1-bae2-eb7f-a2b5-2b21-13da-4606-ac43";"080401";"22";"1";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Kasprowicza 8, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1859";"2007";"639";"1220";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"1";"1219";"10";"2";"8";"0";"1209";"266";"56";"887"
"a04e-c214-0a1b-82d4-c0f6-b7ee-6204-30c0";"080401";"22";"2";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Kasprowicza 8, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1855";"2010";"466";"1389";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1390";"1";"0";"1390";"8";"8";"0";"0";"1382";"265";"46";"1071"
"5acf-d59a-ec06-fdd9-035f-98cd-ffa4-42c8";"080401";"22";"3";"miasto";"stały";"Szkoła Podstawowa nr 8, Matejki 29, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1661";"1802";"425";"1236";"3";"7";"2";"2";"1";"0";"0";"0";"1";"1229";"1";"0";"1229";"15";"5";"10";"0";"1214";"295";"31";"888"
"77b7-6e0f-ff46-4fe6-d613-6e87-13d2-fa09";"080401";"22";"4";"miasto";"stały";"Publiczne Przedszkole Nr 12, Osiedle Konstytucji 3 Maja 12H, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1459";"1558";"382";"1077";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"7";"5";"2";"0";"1070";"231";"49";"790"
"06aa-9f92-0576-7e8d-9e09-7658-7191-d583";"080401";"22";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, Botaniczna 22, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1840";"2000";"542";"1298";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1297";"0";"0";"1297";"14";"8";"6";"0";"1283";"332";"40";"911"
"1346-9b00-ca10-3f64-618a-9d04-c6ca-6a8c";"080401";"22";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Botaniczna 22, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"929";"1024";"310";"619";"0";"6";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"2";"2";"0";"0";"617";"170";"16";"431"
"e6ff-8a04-8810-b5ac-37af-c585-4d3b-50f2";"080401";"22";"7";"miasto";"stały";"Nowosolski Dom Kultury, Piłsudskiego 49, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1886";"2065";"725";"1161";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1159";"0";"0";"1159";"11";"5";"6";"0";"1148";"259";"40";"849"
"c696-74e6-4047-b11f-6237-9d37-d6c3-e942";"080401";"22";"8";"miasto";"stały";"Publiczne Przedszkole Nr 11, Matejki 28, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1668";"1797";"448";"1220";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"16";"8";"8";"0";"1204";"239";"34";"931"
"885d-77c4-3cbc-5105-11e0-39a5-6b59-7c54";"080401";"22";"9";"miasto";"stały";"Szkoła Podstawowa nr 8, Matejki 29, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1771";"1933";"464";"1307";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1308";"1";"0";"1308";"8";"1";"7";"0";"1300";"277";"43";"980"
"6e42-a824-f817-358b-118e-2a3a-303c-4627";"080401";"22";"10";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Młodych 2, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1940";"2113";"578";"1362";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1362";"0";"0";"1362";"24";"9";"15";"0";"1338";"323";"56";"959"
"8e32-8ded-6c65-661e-fc26-c062-1ddb-12c3";"080401";"22";"11";"miasto";"stały";"Publiczne Przedszkole Nr 9, ul. Wrocławska 35B, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1750";"1875";"687";"1063";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"8";"4";"4";"0";"1055";"214";"42";"799"
"70b7-945b-6826-f4c3-512f-9045-01bb-b7b4";"080401";"22";"12";"miasto";"stały";"Szkoła Podstawowa nr 6, Kościuszki 26, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"640";"691";"230";"410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"4";"1";"3";"0";"406";"90";"22";"294"
"aed1-8985-e9da-a07e-ca20-1bf7-1bc5-e4bb";"080401";"22";"13";"miasto";"stały";"Szkoła Podstawowa Nr 2, Gimnazjalna 11, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1355";"1468";"568";"787";"3";"1";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"0";"0";"0";"0";"787";"153";"22";"612"
"3021-7b1f-fa1f-b444-dfc6-61a8-2057-a2a0";"080401";"22";"14";"miasto";"stały";"Szkoła Podstawowa Nr 1, Parafialna 6, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1640";"1780";"788";"852";"1";"2";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"17";"2";"15";"0";"833";"200";"32";"601"
"1f27-a581-74b6-cd6a-3855-13c4-bf70-57a3";"080401";"22";"15";"miasto";"stały";"Szkoła Podstawowa Nr 1, Szkolna 1, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1538";"1673";"712";"826";"0";"6";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"13";"2";"11";"0";"813";"190";"24";"599"
"25b4-70b4-7918-b212-ea14-cfd7-0e5e-2a84";"080401";"22";"16";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, Św. Barbary 2, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1452";"1571";"487";"965";"4";"4";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"16";"4";"12";"0";"949";"201";"33";"715"
"921b-abe1-2696-c263-38e9-8e99-d6ff-4d31";"080401";"22";"17";"miasto";"stały";"Publiczne Przedszkole Nr 6, Kasprzaka 3, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"1499";"1615";"559";"940";"2";"3";"1";"1";"0";"0";"0";"0";"1";"941";"1";"0";"941";"19";"5";"14";"0";"922";"207";"32";"683"
"1754-27e4-1006-6461-044c-02c7-32e5-d178";"080401";"22";"18";"miasto";"zakład leczniczy";"Szpital, Chałubińskiego 7, 67-100 Nowa Sól";"m. Nowa Sól";"nowosolski";"lubuskie";"300";"221";"201";"99";"0";"23";"0";"0";"0";"0";"0";"0";"0";"99";"0";"0";"99";"5";"5";"0";"0";"94";"26";"18";"50"
"aa6e-8b24-51df-4c23-87ff-e1c0-19c5-e7c2";"080402";"22";"1";"miasto";"stały";"Szkoła Podstawowa w Bytomiu Odrzańskim, ul. Kościelna 9, 67-115 Bytom Odrzański";"gm. Bytom Odrzański";"nowosolski";"lubuskie";"1890";"2042";"701";"1189";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"23";"3";"20";"0";"1165";"297";"91";"777"
"2c81-b626-935b-b52a-0cc2-ce1c-749d-d958";"080402";"22";"2";"miasto i wieś";"stały";"Szkoła Podstawowa w Bytomiu Odrzańskim, ul. Kożuchowska 15, 67-115 Bytom Odrzański";"gm. Bytom Odrzański";"nowosolski";"lubuskie";"1980";"2147";"928";"1052";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1053";"1";"0";"1053";"25";"10";"15";"0";"1028";"296";"76";"656"
"e21e-8ad0-40f3-572b-568c-1309-fd8e-e795";"080403";"22";"1";"wieś";"stały";"Gminny Dom Kultury w Kolsku, ul. Piastowska 39, ul. Piastowska 39, 67-415 Kolsko";"gm. Kolsko";"nowosolski";"lubuskie";"1430";"1616";"571";"859";"1";"40";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"16";"3";"13";"0";"842";"248";"76";"518"
"232e-c1d8-fccf-9b40-2488-97dd-1e1f-7148";"080403";"22";"2";"wieś";"stały";"Zespól Edukacyjny w Konotopie, Plac Powstańców Wlkp. 7, Plac Powstańców Wlkp. 7, 67-416 Konotop";"gm. Kolsko";"nowosolski";"lubuskie";"990";"1077";"480";"510";"0";"10";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"5";"1";"4";"0";"505";"114";"67";"324"
"52e0-1a32-3233-d828-23e4-cb15-3b7c-6662";"080404";"22";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Kożuchowie, ul. 22 Lipca 1807 12, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"700";"754";"292";"408";"2";"0";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"7";"3";"4";"0";"401";"103";"30";"268"
"fb4a-b284-67ed-8dbf-ce4c-d99c-3424-9c5c";"080404";"22";"2";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych Nr 5 w Kożuchowie, ul. 22 Lipca 1807 5, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"1460";"1574";"505";"953";"0";"2";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"13";"2";"11";"0";"940";"249";"77";"614"
"0f6b-8c87-2e14-bfa9-ac16-9b27-d8ed-cd01";"080404";"22";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Kożuchowie, ul. Szprotawska 2, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"1550";"1669";"667";"883";"1";"4";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"10";"3";"7";"0";"873";"234";"71";"568"
"fe43-ed29-91d8-d97f-5364-3bc5-4d28-6343";"080404";"22";"4";"miasto";"stały";"Centrum Kultury ""Zamek"" w Kożuchowie, ul. Klasztorna 14, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"1452";"1623";"614";"838";"0";"6";"0";"0";"0";"0";"0";"0";"0";"838";"0";"0";"838";"10";"7";"3";"0";"828";"215";"71";"542"
"f59f-c1b0-6a6a-db56-4929-6264-f1db-fec5";"080404";"22";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Kożuchowie, ul. Anny Haller 1, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"2120";"2307";"752";"1368";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1368";"0";"0";"1368";"18";"9";"9";"0";"1350";"318";"94";"938"
"51fa-257c-c06b-10ad-831d-61d4-c258-cb23";"080404";"22";"6";"miasto";"stały";"Dom Pomocy Społecznej w Kożuchowie, ul. Szprotawska 19, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"80";"95";"49";"31";"0";"2";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"3";"2";"1";"0";"28";"14";"5";"9"
"e9f3-c721-5e66-b2bf-5ed6-5cc5-231f-0610";"080404";"22";"7";"wieś";"stały";"Świetlica Wiejska w Stypułowie, Stypułów 69A, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"740";"819";"366";"374";"1";"2";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"2";"0";"2";"0";"372";"119";"43";"210"
"8dfc-d7ef-3095-d109-d116-6273-720b-67e6";"080404";"22";"8";"wieś";"stały";"Świetlica Wiejska w Broniszowie, Broniszów 45A, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"570";"624";"258";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"3";"0";"3";"0";"309";"111";"36";"162"
"878e-525c-dcb6-8475-767f-ba6b-9e24-137c";"080404";"22";"9";"wieś";"stały";"Świetlica Wiejska w Studzieńcu, Studzieniec 6, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"780";"861";"410";"370";"0";"1";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"2";"2";"0";"0";"368";"110";"55";"203"
"62dc-dd10-c6b6-91c9-7076-b342-cee5-e7f6";"080404";"22";"10";"wieś";"stały";"Szkoła Podstawowa w Mirocinie Dolnym, Mirocin Dolny 28, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"860";"944";"423";"437";"0";"5";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"6";"1";"5";"0";"431";"141";"38";"252"
"cac2-1c1f-bd58-e04b-9822-9aa5-17b7-02ae";"080404";"22";"11";"wieś";"stały";"Świetlica Wiejska w Czciradzu, Czciradz 34, 67-120 Kożuchów";"gm. Kożuchów";"nowosolski";"lubuskie";"910";"998";"494";"416";"1";"0";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"6";"2";"4";"0";"409";"100";"41";"268"
"a88e-8174-ee63-3e86-874c-1285-3ff7-56de";"080405";"22";"1";"wieś";"stały";"Budynek Sali Wiejskiej, Nowe Żabno 3C, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"440";"485";"159";"280";"0";"1";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"2";"0";"2";"0";"279";"68";"64";"147"
"612b-a416-2415-4ef7-35d0-9da5-2d2e-84b6";"080405";"22";"2";"wieś";"stały";"budynek sali wiejskiej, Kiełcz ul. Odrzańska 12, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"560";"605";"227";"333";"0";"0";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"1";"1";"0";"0";"332";"112";"37";"183"
"2f3f-b948-690f-0680-236f-3057-f69d-9d5e";"080405";"22";"3";"wieś";"stały";"Zespół Szkół w Przyborowie, Przyborów ul. Szkolna 16, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"940";"1030";"368";"571";"0";"1";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"8";"5";"3";"0";"563";"127";"92";"344"
"74f7-e273-27d7-5682-d196-5daf-1926-c40f";"080405";"22";"4";"wieś";"stały";"Szkoła Podstawowa w Lubieszowie, Lubieszów 53, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"910";"1015";"317";"593";"0";"1";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"9";"5";"4";"0";"584";"97";"68";"419"
"4ab6-0d85-efaa-56f3-a30c-8e4d-5311-ed67";"080405";"22";"5";"wieś";"stały";"Budynek Sali Wiejskiej, Rudno Dębowa 37, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"450";"495";"106";"344";"0";"2";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"2";"1";"1";"0";"342";"62";"18";"262"
"d79e-b0b4-1d14-79c1-12a3-6bad-00fa-03dd";"080405";"22";"6";"wieś";"stały";"budynek sali wiejskiej, Lipiny 77, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"530";"579";"239";"291";"0";"1";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"2";"0";"2";"0";"289";"49";"75";"165"
"ea96-c419-2347-e08b-dc6d-bd18-e0df-1d67";"080405";"22";"7";"wieś";"stały";"Zespół Szkół, Lubięcin 82, 67-100 Nowa Sól";"gm. Nowa Sól";"nowosolski";"lubuskie";"1130";"1252";"487";"642";"0";"7";"0";"0";"0";"0";"0";"0";"0";"642";"0";"0";"642";"9";"1";"8";"0";"633";"100";"157";"376"
"5b8b-0e28-0e8f-1f99-871f-ca83-2242-a249";"080406";"22";"1";"miasto";"stały";"Świetlica szkolna Zespół Szkół nr 1, Szkolna, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"1090";"1171";"400";"690";"3";"0";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"7";"5";"2";"0";"683";"174";"74";"435"
"7d0d-1aa9-e902-1cea-7f02-1af0-4bb7-8b83";"080406";"22";"2";"miasto";"stały";"Centrum Ratownictwa Pożarniczego w Nowym Miasteczku, Głogowska 13, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"900";"991";"389";"511";"2";"0";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"8";"5";"3";"0";"503";"135";"64";"304"
"01f3-7497-315f-d2ce-db62-39a0-29ad-a317";"080406";"22";"3";"miasto";"stały";"Gminny Ośrodek Kultury w Nowym Miasteczku, Kościuszki 2, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"710";"781";"343";"367";"0";"2";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"5";"2";"3";"0";"362";"127";"38";"197"
"7ec4-873d-9082-af7b-a527-e55d-b0b5-009a";"080406";"22";"4";"wieś";"stały";"Dom Strażaka w Borowie Wielkim, Borów Wielki 43, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"450";"497";"227";"223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"3";"0";"3";"0";"220";"82";"25";"113"
"e116-b15a-891f-a46f-5911-ccab-7806-6a44";"080406";"22";"5";"wieś";"stały";"Dom Gościa w Miłakowie, Miłaków, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"230";"242";"108";"122";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"3";"1";"2";"0";"119";"52";"13";"54"
"9ebf-f7e4-1664-6fc7-75bd-2c60-0b9e-7111";"080406";"22";"6";"wieś";"stały";"Świetlica Wiejska w Popęszycach, Popęszyce 29, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"260";"282";"134";"126";"0";"1";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"4";"1";"3";"0";"122";"21";"17";"84"
"7e97-c253-3ffd-285f-939a-3a99-6103-8504";"080406";"22";"7";"wieś";"stały";"Świetlica wiejska w Żukowie, Żuków 8, 67-124 Nowe Miasteczko";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";"260";"203";"144";"116";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"1";"0";"1";"0";"115";"42";"18";"55"
"c67e-b23c-0d42-e0c6-e465-85da-fbee-0433";"080407";"22";"1";"miasto i wieś";"stały";"Zespół Szkolno-Przedszkolny z Oddziałami Integracyjnymi w Otyniu, ul. Żeromskiego 3, 67-106 Otyń";"gm. Otyń";"nowosolski";"lubuskie";"1637";"1795";"661";"976";"0";"0";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"17";"8";"9";"0";"959";"213";"64";"682"
"6289-ab9c-5c28-2b9a-99b3-867a-27b8-cb8f";"080407";"22";"2";"wieś";"stały";"Lokal w budynku Stowarzyszeń w Modrzycy, Modrzyca ul. Kowalskiej 2, 67-106 Otyń";"gm. Otyń";"nowosolski";"lubuskie";"1350";"1471";"411";"939";"1";"0";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"13";"4";"9";"0";"925";"234";"50";"641"
"c68d-f632-4ca6-21df-a3a0-b25a-5dc8-e247";"080407";"22";"3";"wieś";"stały";"Świetlica Wiejska w Zakęciu, Zakęcie 52, 67-106 Otyń";"gm. Otyń";"nowosolski";"lubuskie";"860";"960";"324";"536";"0";"5";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"7";"3";"4";"0";"529";"119";"36";"374"
"b972-5e07-a2c1-05ad-90c9-42eb-377d-de32";"080407";"22";"4";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza w Niedoradzu, Niedoradz ul. Markiewiczowej 7, 67-106 Otyń";"gm. Otyń";"nowosolski";"lubuskie";"1030";"1133";"402";"628";"2";"2";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"13";"3";"10";"0";"615";"148";"50";"417"
"8112-a008-2e8a-ea16-d44f-def2-d420-485a";"080408";"22";"1";"wieś";"stały";"Szkoła Podstawowa, Bielawy 17, 67-112 Siedlisko";"gm. Siedlisko";"nowosolski";"lubuskie";"800";"892";"425";"375";"3";"0";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"4";"1";"3";"0";"371";"115";"47";"209"
"8e46-653e-b13a-5212-4159-a0e2-b215-936b";"080408";"22";"2";"wieś";"stały";"Publiczne Przedszkole, Głogowska 37, 67-112 Siedlisko";"gm. Siedlisko";"nowosolski";"lubuskie";"1640";"1850";"727";"913";"2";"0";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"8";"2";"6";"0";"905";"265";"73";"567"
"28c2-8df6-451e-d4b0-b8f7-e640-c5a9-1c8c";"081001";"22";"1";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Wojska Polskiego 5, 68-130 Gozdnica";"m. Gozdnica";"żagański";"lubuskie";"790";"843";"411";"379";"0";"4";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"7";"1";"6";"0";"372";"126";"99";"147"
"5efb-48c4-27c0-c6f7-796d-b290-bd79-a183";"081001";"22";"2";"miasto";"stały";"Urząd Miejski, ul. Ceramików 2, 68-130 Gozdnica";"m. Gozdnica";"żagański";"lubuskie";"770";"826";"380";"390";"1";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"11";"1";"10";"0";"379";"143";"83";"153"
"74d1-8aab-21bb-1535-0abf-135f-f8a1-ee98";"081001";"22";"3";"miasto";"stały";"Dom Kultury, ul. Ceramików 25, 68-130 Gozdnica";"m. Gozdnica";"żagański";"lubuskie";"700";"747";"366";"334";"0";"3";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"11";"3";"8";"0";"323";"111";"76";"136"
"b753-9e07-5a16-9254-c93b-8086-05ac-f61d";"081002";"22";"1";"miasto";"stały";"Ośrodek Pomocy Społecznej, Włókniarzy 3, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"2070";"2234";"836";"1234";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"15";"2";"13";"0";"1218";"323";"224";"671"
"b0fd-77cd-1214-13a3-24a2-4efd-b671-cee3";"081002";"22";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 7 - sala lekcyjna nr 01, Żarska 1, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1010";"1090";"327";"683";"1";"4";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"15";"5";"10";"0";"668";"153";"117";"398"
"f5cc-5ce3-47be-fc17-f862-01e4-686b-6a23";"081002";"22";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 7 - stołówka, Żarska 1, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1750";"1877";"667";"1083";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1083";"0";"0";"1083";"20";"3";"17";"0";"1063";"304";"183";"576"
"e7c5-8d3b-82fc-08e5-e818-467e-ef8f-0d18";"081002";"22";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 7 - sala nr 27, Żarska 1, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1470";"1583";"477";"993";"1";"5";"0";"0";"0";"0";"0";"0";"0";"993";"0";"0";"993";"20";"7";"13";"0";"973";"260";"155";"558"
"1b40-ae5a-7f14-e034-8801-7756-360e-8f0b";"081002";"22";"5";"miasto";"stały";"Liceum Ogólnokształcące, pl. Orląt Lwowskich 4, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1399";"1530";"565";"834";"0";"3";"1";"1";"0";"0";"0";"0";"1";"835";"1";"0";"835";"17";"0";"17";"0";"818";"227";"140";"451"
"b0d7-b44b-a41e-f4b0-398e-61db-1203-c850";"081002";"22";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 4, Wesoła 38, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"620";"679";"234";"386";"0";"4";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"5";"2";"3";"0";"381";"125";"74";"182"
"511a-4dd2-1740-22c1-31aa-723b-3bd3-aa83";"081002";"22";"7";"miasto";"stały";"Zakład Gospodarki Mieszkaniowej /świetlica, Miodowa 23, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1820";"1970";"660";"1160";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"0";"1160";"10";"8";"2";"0";"1150";"331";"213";"606"
"fccf-4554-57b4-b308-11ab-d1fc-bc9e-ea29";"081002";"22";"8";"miasto";"stały";"Centrum Kultury, Jana Pawła II 7, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1280";"1391";"497";"783";"0";"9";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"13";"3";"10";"0";"770";"175";"116";"479"
"148f-4206-4fd4-dbcc-a2c8-a2ef-fcf8-6fde";"081002";"22";"9";"miasto";"stały";"Miejskie Przedszkole Nr 3, Skarbowa 24, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"710";"767";"283";"427";"0";"2";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"8";"1";"7";"0";"419";"117";"87";"215"
"556d-5d04-ab98-b152-e90c-e588-072e-7115";"081002";"22";"10";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 5 - sala nr 112, Nocznickiego 18, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"2019";"2119";"567";"1452";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1452";"0";"0";"1452";"29";"8";"21";"0";"1423";"346";"208";"869"
"a8bb-eee9-a920-27f3-31aa-9597-6aad-cdf9";"081002";"22";"11";"miasto";"stały";"Miejska Biblioteka Publiczna-sala nr 176 (Oddział dla Dzieci i Młodzieży), Szprotawska 4, 68-100 Żagań";"m. Żagań";"żagański";"lubuskie";"1420";"1539";"551";"869";"1";"3";"1";"1";"0";"0";"0";"0";"1";"870";"1";"0";"870";"17";"3";"14";"0";"853";"214";"161";"478"
