"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Klaudiusz BALCERZAK";"Robert Jarosław PALUCH";"Wadim TYSZKIEWICZ"
"b653-c502-ee7a-eb48-25aa-0a09-c3f2-e291";"081106";"22";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Strzelecka 1, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"1010";"1157";"342";"668";"0";"0";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"14";"3";"11";"0";"654";"178";"161";"315"
"d7f1-ec4f-7446-232e-c6c8-976e-f9cc-7f3c";"081106";"22";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Bohaterów 6, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"1550";"1666";"662";"888";"2";"2";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"21";"5";"16";"0";"867";"221";"217";"429"
"4aee-caef-4e5e-d7ee-9208-0a61-827e-0bbd";"081106";"22";"7";"miasto";"stały";"Lubski Dom Kultury, ul. Plac Jana Pawła II 1, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"1580";"1715";"629";"951";"1";"4";"1";"1";"0";"0";"0";"0";"1";"950";"1";"0";"950";"24";"5";"19";"0";"926";"259";"198";"469"
"f526-ec6b-623c-f3a9-fc3e-d9b3-83f7-64d4";"081106";"22";"8";"wieś";"stały";"Świetlica wiejska, Mierków 49, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"840";"913";"406";"434";"0";"0";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"4";"1";"3";"0";"430";"162";"120";"148"
"0c80-6325-72ba-3116-97c5-7415-523b-7b4e";"081106";"22";"9";"wieś";"stały";"Szkoła Podstawowa, Górzyn 1, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"1540";"1670";"824";"716";"0";"3";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"13";"2";"11";"0";"703";"228";"199";"276"
"5b22-74f2-6ff0-9803-0164-f098-2695-3082";"081106";"22";"10";"wieś";"stały";"OSP, Stara Woda 29, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"890";"963";"412";"478";"0";"2";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"17";"3";"14";"0";"461";"159";"162";"140"
"4eb0-b9f9-9fc1-9f0c-ce22-f0f5-ae84-00c6";"081106";"22";"11";"miasto";"stały";"Dom Pomocy Społecznej, ul. Zamkowa 27, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"120";"128";"85";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"2";"0";"2";"0";"33";"21";"7";"5"
"f8b3-af58-9202-6da4-bdc2-2aa7-ab29-3868";"081106";"22";"12";"miasto";"areszt śledczy";"Oddział Zewnętrzny w Lubsku, Nowa 2, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"85";"87";"10";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"3";"1";"2";"0";"71";"19";"16";"36"
"dcbc-df3a-2a0f-3940-197d-6298-2408-4894";"081106";"22";"13";"miasto";"zakład leczniczy";"Zakład Pielęgnacyjno-Opiekuńczy, Poznańska 2, 68-300 Lubsko";"gm. Lubsko";"żarski";"lubuskie";"55";"50";"52";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"3";"2";"0";"1"
"5fac-4bb9-12d1-9b5c-c126-f4df-a4f0-42be";"081107";"22";"1";"wieś";"stały";"Szkoła Podstawowa, Lipna 103, 68-132 Przewóz";"gm. Przewóz";"żarski";"lubuskie";"610";"670";"245";"365";"0";"1";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"15";"4";"11";"0";"349";"189";"88";"72"
"17b9-09bc-5bee-a632-b103-f93e-3e8e-697d";"081107";"22";"2";"wieś";"stały";"Sala Sportowa, ul. Pocztowa 5, 68-132 Przewóz";"gm. Przewóz";"żarski";"lubuskie";"930";"1022";"431";"499";"1";"2";"1";"1";"0";"0";"0";"0";"1";"500";"1";"0";"500";"10";"3";"7";"0";"490";"168";"139";"183"
"4055-53de-0224-ffe0-a42c-1cac-7d60-870e";"081107";"22";"3";"wieś";"stały";"Świetlica Wiejska, Piotrów 49A, 68-132 Przewóz";"gm. Przewóz";"żarski";"lubuskie";"730";"795";"344";"386";"0";"0";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"12";"5";"7";"0";"374";"172";"101";"101"
"f38e-a3fa-a0f4-c730-6be7-fc25-ab35-7127";"081108";"22";"1";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego w Trzebielu, ul. Szkolna 5, 68-212 Trzebiel";"gm. Trzebiel";"żarski";"lubuskie";"1520";"1675";"638";"882";"2";"7";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"39";"13";"26";"0";"843";"274";"269";"300"
"5072-22ec-9f20-de95-8813-2fed-ad12-93d8";"081108";"22";"2";"wieś";"stały";"Świetlica wiejska, Dębinka 57, 68-212 Trzebiel";"gm. Trzebiel";"żarski";"lubuskie";"340";"371";"193";"147";"1";"1";"0";"0";"0";"0";"0";"0";"0";"147";"0";"0";"147";"5";"1";"4";"0";"142";"66";"47";"29"
"4d2c-7165-4e25-e1c1-09ee-318c-3e17-2559";"081108";"22";"3";"wieś";"stały";"Szkoła Podstawowa im Jana Pawła II w Niwicy, Niwica 17, 68-210 Nowe Czaple";"gm. Trzebiel";"żarski";"lubuskie";"850";"927";"433";"417";"0";"0";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"18";"5";"13";"0";"399";"162";"128";"109"
"3552-da1c-6e1a-aa39-b853-86f8-0e40-b739";"081108";"22";"4";"wieś";"stały";"Szkoła Podstawowa im. Łuku Mużakowa w Nowych Czaplach, Wolności 6a, 68-210 Nowe Czaple";"gm. Trzebiel";"żarski";"lubuskie";"850";"931";"407";"443";"1";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"11";"2";"9";"0";"432";"146";"125";"161"
"7d51-311a-3424-d772-18ed-5b7f-14c4-fc68";"081108";"22";"5";"wieś";"stały";"Szkoła Podstawowa im Orląt Lwowskich w Żarkach Wielkich, Żarki Wielkie ul. Kościelna 25, 68-210 Nowe Czaple";"gm. Trzebiel";"żarski";"lubuskie";"550";"596";"209";"341";"0";"3";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"12";"2";"10";"0";"329";"132";"93";"104"
"d968-aefc-90b0-e6dc-f179-3e11-efc3-698c";"081109";"22";"1";"wieś";"stały";"Ośrodek Pomocy Społecznej w Tuplicach, Parkowa 17, 68-219 Tuplice";"gm. Tuplice";"żarski";"lubuskie";"1640";"1789";"720";"920";"0";"8";"0";"0";"0";"0";"0";"0";"0";"920";"0";"0";"920";"35";"5";"30";"0";"885";"225";"266";"394"
"116b-00d2-a63e-4e11-4ef8-eb9e-86a2-c34e";"081109";"22";"2";"wieś";"stały";"Świetlica Środowiskowa, Drzeniów 22, 68-300 Lubsko";"gm. Tuplice";"żarski";"lubuskie";"580";"640";"328";"252";"0";"3";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"10";"2";"8";"0";"242";"77";"76";"89"
"fd28-024d-f078-2722-c908-b31d-baf8-b92f";"081110";"22";"1";"wieś";"stały";"Remiza Strażacka, Bieniów Górna 2B, 68-200 Żary";"gm. Żary";"żarski";"lubuskie";"1010";"1118";"465";"545";"0";"6";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"30";"3";"27";"0";"515";"225";"115";"175"
"0045-3705-fb16-1153-6f0d-aacf-888b-68a4";"081110";"22";"2";"wieś";"stały";"Szkoła Podstawowa, Lubanice 20, 68-200 Żary";"gm. Żary";"żarski";"lubuskie";"1000";"1095";"431";"569";"0";"2";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"16";"5";"11";"0";"553";"209";"130";"214"
"8947-2b53-1ead-da3c-cfb8-d5bb-c548-f713";"081110";"22";"3";"wieś";"stały";"Świetlica Wiejska, Mirostowice Dolne Plac Kościelny 19, 68-206 Żary";"gm. Żary";"żarski";"lubuskie";"1320";"1442";"570";"750";"0";"6";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"18";"5";"13";"0";"732";"266";"198";"268"
"2f4a-e2b7-70a0-e3d9-6da9-1848-8934-3a48";"081110";"22";"4";"wieś";"stały";"Szkoła Podstawowa, Olbrachtów 40, 68-200 Żary";"gm. Żary";"żarski";"lubuskie";"1670";"1824";"777";"893";"0";"7";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"26";"10";"16";"0";"867";"227";"297";"343"
"e6d4-405e-ce0c-0647-4de8-17db-bd0e-bf30";"081110";"22";"5";"wieś";"stały";"Szkoła Podstawowa, Sieniawa Żarska 40, 68-213 Lipinki Łużyckie";"gm. Żary";"żarski";"lubuskie";"820";"899";"318";"502";"1";"4";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"11";"1";"10";"0";"491";"190";"111";"190"
"687d-cfd5-f482-224c-dd9b-7d4c-db61-b7b2";"081110";"22";"6";"wieś";"stały";"Szkoła Podstawowa, Złotnik 14, 68-200 Żary";"gm. Żary";"żarski";"lubuskie";"1320";"1446";"637";"683";"1";"3";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"29";"4";"25";"0";"654";"293";"164";"197"
"c18c-6a0c-592b-b860-3ff6-a26f-4d60-9ebe";"081110";"22";"7";"wieś";"stały";"Świetlica Wiejska, Marszów 35, 68-200 Żary";"gm. Żary";"żarski";"lubuskie";"810";"879";"350";"460";"0";"4";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"11";"0";"11";"0";"449";"157";"104";"188"
"764d-f13b-6e87-2f40-4259-0f36-fc8a-36d7";"081110";"22";"8";"wieś";"stały";"Zespół Szkół w Grabiku, Grabik 102, 68-200 Żary";"gm. Żary";"żarski";"lubuskie";"740";"814";"236";"504";"3";"2";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"20";"6";"14";"0";"484";"158";"130";"196"
"b343-d929-83e9-4a84-fa6b-83b6-d7ca-dd6f";"081201";"22";"1";"miasto";"stały";"Szkoła Podstawowa im. Franciszka Niewidziajły, ul. Odrodzonego Wojska Polskiego 16, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"1920";"2070";"582";"1338";"2";"25";"0";"0";"0";"0";"0";"0";"0";"1338";"0";"0";"1338";"21";"2";"19";"0";"1317";"477";"111";"729"
"67bf-84fd-9e03-7c6f-40ef-0e14-58e0-a20f";"081201";"22";"2";"miasto";"stały";"Dom Kultury, ul. Głogowska 5, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"1120";"1228";"418";"702";"1";"12";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"14";"1";"13";"0";"688";"235";"86";"367"
"bc76-7835-fea9-1d84-0ab9-dbc3-062b-6777";"081201";"22";"3";"wieś";"stały";"Świetlica Wiejska, Lubogoszcz 6, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"510";"570";"158";"352";"1";"6";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"3";"0";"3";"0";"349";"154";"35";"160"
"ea9a-a736-4b06-f62b-3241-9837-09e3-114b";"081201";"22";"4";"wieś";"stały";"Sala Wiejska, Stare Strącze 191, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"1040";"1142";"516";"524";"1";"1";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"11";"1";"10";"0";"513";"225";"74";"214"
"5818-65e6-f9fd-e0b3-05d4-c5a9-7308-7e1b";"081201";"22";"5";"wieś";"stały";"Sala Wiejska, Krzepielów 136A, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"500";"550";"251";"249";"0";"4";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"6";"4";"2";"0";"243";"101";"49";"93"
"af67-b59e-d7d2-251f-02a1-a4a4-b0b3-8647";"081201";"22";"6";"wieś";"stały";"Dom Kultury, Ciosaniec 19, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"720";"791";"376";"344";"0";"3";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"16";"1";"15";"0";"328";"139";"46";"143"
"3863-c331-7f92-22bb-5088-0cf5-eb1c-ea38";"081201";"22";"7";"wieś";"stały";"Remiza OSP, Łupice Szkolna 13, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"670";"741";"338";"332";"0";"0";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"5";"1";"4";"0";"327";"162";"53";"112"
"623d-59dc-8902-503a-0303-3984-463c-2ba4";"081201";"22";"8";"wieś";"stały";"Sala Wiejska, Lipinki 53, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"450";"491";"225";"225";"1";"3";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"5";"1";"4";"0";"220";"98";"17";"105"
"8034-72b4-f7a3-6092-334e-7ba8-0f80-81af";"081201";"22";"9";"wieś";"stały";"Dom Kultury, Śmieszkowo 20, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"630";"684";"249";"381";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"6";"1";"5";"0";"375";"205";"44";"126"
"949a-8f7a-abde-0c4f-c5bb-0059-074a-09b2";"081201";"22";"10";"wieś";"stały";"Świetlica Wiejska, Krążkowo 94, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"370";"408";"183";"187";"0";"2";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"7";"3";"4";"0";"180";"86";"32";"62"
"c5ab-6b90-4cbf-d4f1-6a3a-51a9-1857-6544";"081201";"22";"11";"wieś";"stały";"Świetlica Wiejska, Przybyszów 65a, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"290";"314";"151";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"5";"3";"2";"0";"134";"70";"14";"50"
"a202-08f8-2b7d-1e82-b965-0a56-7c00-30ba";"081201";"22";"12";"wieś";"stały";"Sala Wiejska, Kuźnica Głogowska 1B, 67-410 Sława";"gm. Sława";"wschowski";"lubuskie";"700";"821";"186";"514";"2";"13";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"4";"2";"2";"0";"510";"151";"57";"302"
"2c73-c077-d12d-20c6-a418-7b4d-7111-4066";"081202";"22";"1";"miasto";"stały";"Świetlica Miejska, Głogowska 1, 67-407 Szlichtyngowa";"gm. Szlichtyngowa";"wschowski";"lubuskie";"930";"1010";"314";"616";"2";"4";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"25";"13";"12";"0";"589";"295";"144";"150"
"be6e-3828-ba88-b46a-ea10-911d-2358-0533";"081202";"22";"2";"wieś";"stały";"Szkoła Podstawowa, Stare Drzewce 55, 67-407 Szlichtyngowa";"gm. Szlichtyngowa";"wschowski";"lubuskie";"1040";"1126";"490";"550";"0";"2";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"16";"7";"9";"0";"534";"277";"115";"142"
"a6fa-e995-acc6-f111-dea0-6d30-105a-053f";"081202";"22";"3";"wieś";"stały";"Szkoła Podstawowa Jędrzychowice, Kowalewo 62 a, 67-407 Szlichtyngowa";"gm. Szlichtyngowa";"wschowski";"lubuskie";"660";"722";"349";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"19";"4";"15";"0";"292";"167";"65";"60"
"3d90-c33c-b4ce-2964-04d4-f1e9-ea99-9a2b";"081202";"22";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Daszyńskiego 16, 67-407 Szlichtyngowa";"gm. Szlichtyngowa";"wschowski";"lubuskie";"990";"1064";"423";"567";"1";"0";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"13";"4";"9";"0";"554";"301";"121";"132"
"b95e-b9d8-e39e-8433-fedd-306f-812c-7de2";"081203";"22";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. K. Wielkiego 10, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"1583";"1729";"698";"885";"1";"2";"0";"0";"0";"0";"0";"0";"0";"885";"0";"0";"885";"25";"8";"17";"0";"860";"353";"145";"362"
"fe0a-0b33-9e78-14ef-fed3-38a2-6f3c-e65d";"081203";"22";"2";"miasto";"stały";"Biblioteka Publiczna, ul. Plac Farny 3, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"1509";"1649";"695";"814";"1";"8";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"15";"8";"7";"0";"799";"363";"137";"299"
"f467-f573-1a9b-da60-490e-e062-7675-7f87";"081203";"22";"3";"miasto";"stały";"Budynek po Gimnazjum Nr 1, ul. Kopernika 7, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"1830";"1994";"721";"1109";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1109";"0";"0";"1109";"36";"7";"29";"0";"1073";"444";"170";"459"
"b561-faa7-d81f-4747-0f0e-9a46-11f9-9771";"081203";"22";"4";"miasto";"stały";"Centrum Kultury i Rekreacji, ul. Daszyńskiego 2, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"1120";"1228";"501";"619";"2";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"5";"4";"1";"0";"614";"259";"105";"250"
"b952-d718-840e-534b-0c66-c71e-638a-56ac";"081203";"22";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Wolsztyńska 4, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"1680";"1831";"662";"1018";"2";"5";"1";"1";"0";"0";"0";"0";"1";"1019";"1";"0";"1019";"27";"6";"21";"0";"992";"404";"145";"443"
"4f44-026d-bcc4-be56-a33e-19f1-ca9f-4684";"081203";"22";"6";"miasto";"stały";"Przedszkole Nr 5, ul. Targowa 8, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"660";"705";"215";"445";"0";"2";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"8";"1";"7";"0";"437";"167";"64";"206"
"a14f-4218-942c-9ab4-eab0-cac8-3321-5f28";"081203";"22";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Zacisze 1, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"1510";"1649";"545";"965";"0";"11";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"22";"6";"16";"0";"942";"371";"145";"426"
"a53e-0b4e-cb0a-463a-96a9-32a1-9f7e-01c9";"081203";"22";"8";"wieś";"stały";"Sala Wiejska, Przyczyna Górna 51, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"420";"466";"155";"265";"1";"1";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"9";"1";"8";"0";"256";"152";"36";"68"
"242c-3cfd-e000-37c7-dd5c-3a05-c6b0-ade0";"081203";"22";"9";"wieś";"stały";"Szkoła Podstawowa, Łysiny 2, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"740";"807";"347";"393";"0";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"9";"1";"8";"0";"384";"175";"63";"146"
"7265-5890-6518-0fb7-3e23-7f2d-78f1-5a58";"081203";"22";"10";"wieś";"stały";"Sala Wiejska, Hetmanice, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"730";"816";"282";"448";"0";"6";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"5";"0";"5";"0";"443";"226";"78";"139"
"cc9c-a338-5b11-0cfd-f6b3-598e-6d4d-9d5f";"081203";"22";"11";"wieś";"stały";"Szkoła Podstawowa, Osowa Sień 45 f, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"770";"850";"369";"401";"0";"0";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"7";"1";"6";"0";"394";"205";"76";"113"
"929d-dfc6-c94a-6532-d7f2-a137-dca7-2557";"081203";"22";"12";"wieś";"stały";"Centrum Animacji Kultury, Dębowa Łęka 18, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"460";"502";"222";"238";"0";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"7";"0";"7";"0";"231";"132";"42";"57"
"d4b2-b0a3-0aee-a3b4-976a-dabe-fdee-d3a7";"081203";"22";"13";"wieś";"stały";"Sala Wiejska, Olbrachcice, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"650";"725";"279";"371";"0";"2";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"12";"5";"7";"0";"359";"144";"75";"140"
"22a5-2da3-f64d-f05e-a11f-989c-ed72-745e";"081203";"22";"14";"wieś";"stały";"Szkoła Podstawowa, Siedlnica 133, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"600";"666";"272";"328";"1";"1";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"6";"0";"6";"0";"322";"175";"74";"73"
"eaca-6920-b630-8428-26f2-df7b-886d-5b69";"081203";"22";"15";"wieś";"stały";"Sala Wiejska, Konradowo, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"738";"814";"358";"380";"0";"2";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"18";"1";"17";"0";"362";"218";"70";"74"
"557e-a5a6-7043-8d14-82ec-ab25-676f-ddca";"081203";"22";"16";"miasto";"zakład leczniczy";"Nowy Szpital we Wschowie, Księdza A. Kostki 33, 67-400 Wschowa";"gm. Wschowa";"wschowski";"lubuskie";"70";"59";"53";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"1";"0";"1";"0";"16";"10";"0";"6"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
