"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Stefan BOROWSKI";"Cezary Andrzej JURKIEWICZ"
"ea39-9041-9f4b-af71-0142-f876-c04d-06cb";"146507";"42";"453";"miasto";"stały";"Szkoła Podstawowa nr 168, Praga-Południe ul. Zwycięzców 44, 03-913 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1522";"1703";"223";"1299";"2";"20";"0";"0";"0";"0";"0";"0";"0";"1295";"0";"1";"1294";"40";"10";"30";"0";"1254";"825";"429"
"6262-ed8a-d391-43c6-457f-179b-d428-a5ff";"146507";"42";"454";"miasto";"stały";"Przedszkole nr 162 (wejście od ul. Francuskiej 34), Praga-Południe ul. Dąbrówki 3, 03-914 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1000";"1175";"90";"910";"2";"38";"0";"0";"0";"0";"0";"0";"0";"910";"0";"0";"910";"29";"8";"21";"0";"881";"625";"256"
"fd9e-78d4-9d99-b4f8-fce6-5bd5-16bb-59ad";"146507";"42";"455";"miasto";"stały";"IV Liceum Ogólnokształcące im. Adama Mickiewicza, Praga-Południe ul. Saska 59, 03-914 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1646";"1853";"184";"1462";"0";"28";"1";"1";"0";"0";"0";"0";"1";"1462";"1";"0";"1462";"31";"13";"18";"0";"1431";"1043";"388"
"095c-660a-5f72-f855-019c-72a2-330b-d511";"146507";"42";"456";"miasto";"stały";"IV Liceum Ogólnokształcące im. Adama Mickiewicza, Praga-Południe ul. Saska 59, 03-936 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1440";"1564";"275";"1165";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1165";"0";"0";"1165";"26";"6";"20";"0";"1139";"770";"369"
"9bb6-fb63-7325-119f-0787-5921-0a4c-369b";"146507";"42";"457";"miasto";"stały";"Szkoła Podstawowa nr 143, Praga-Południe al. Stanów Zjednoczonych 27, 03-936 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1000";"1125";"207";"793";"0";"14";"0";"0";"0";"0";"0";"0";"0";"793";"0";"0";"793";"22";"7";"15";"0";"771";"456";"315"
"1c24-d0b9-610a-faad-5da8-f207-fc4c-c593";"146507";"42";"458";"miasto";"stały";"Prom Kultury Saska Kępa, Praga-Południe ul. Brukselska 23, 03-938 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1988";"2224";"240";"1748";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1748";"0";"0";"1748";"46";"17";"29";"0";"1702";"1234";"468"
"5f9e-f97b-683d-da80-91d1-7633-a426-4a70";"146507";"42";"459";"miasto";"stały";"Szkoła Podstawowa nr 397, Praga-Południe ul. Afrykańska 11, 03-938 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1439";"1672";"138";"1301";"3";"20";"2";"2";"0";"0";"0";"0";"2";"1301";"2";"0";"1301";"32";"10";"22";"0";"1269";"833";"436"
"d48b-1415-56fe-ef3f-fbda-83b0-c7be-e60c";"146507";"42";"460";"miasto";"stały";"Zespół Szkół nr 37, Praga-Południe al. Stanów Zjednoczonych 24, 03-909 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1703";"1939";"160";"1543";"0";"26";"0";"0";"0";"0";"0";"0";"0";"1543";"0";"0";"1543";"28";"13";"15";"0";"1515";"1008";"507"
"e651-54eb-fd27-2d7f-1f1e-3c59-cc5a-d9ac";"146507";"42";"461";"miasto";"stały";"Szkoła Podstawowa nr 397, Praga-Południe ul. Afrykańska 11, 03-914 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1627";"1862";"17";"1610";"0";"23";"0";"0";"0";"0";"0";"0";"0";"1610";"0";"0";"1610";"36";"21";"15";"0";"1574";"1301";"273"
"89ba-8011-10c7-6f49-52cc-d3ad-abcf-896f";"146507";"42";"462";"miasto";"stały";"Przedszkole nr 295, Praga-Południe ul. Afrykańska 9, 03-914 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1610";"1678";"350";"1260";"3";"24";"0";"0";"0";"0";"0";"0";"0";"1260";"0";"0";"1260";"46";"5";"41";"0";"1214";"807";"407"
"d053-3c0a-acf5-3fd1-20f3-8134-7cbb-11bb";"146507";"42";"463";"miasto";"stały";"Dom Pomocy Społecznej im. Matysiaków, Praga-Południe ul. Arabska 3, 03-947 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1401";"1452";"150";"1251";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1250";"0";"0";"1250";"36";"7";"29";"0";"1214";"872";"342"
"3086-8318-2ac8-5160-29b6-2db2-c38c-f24d";"146507";"42";"464";"miasto";"stały";"Żłobek nr 45, Praga-Południe ul. Pawlikowskiego 2, 03-973 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1937";"2156";"204";"1733";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1733";"0";"0";"1733";"37";"10";"27";"0";"1696";"1135";"561"
"b636-330f-f689-9b29-8a4c-dc6d-4da6-b9cc";"146507";"42";"465";"miasto";"stały";"Przedszkole nr 384, Praga-Południe ul. J. Meissnera 8B, 03-966 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1660";"1743";"277";"1383";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1383";"0";"0";"1383";"38";"12";"26";"0";"1345";"917";"428"
"94f7-3d83-7392-7958-8368-2309-855a-5baf";"146507";"42";"466";"miasto";"stały";"Szkoła Podstawowa nr 185, Praga-Południe ul. gen. T. Bora-Komorowskiego 31, 03-964 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1827";"2082";"168";"1659";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1658";"0";"0";"1658";"58";"15";"43";"0";"1600";"1119";"481"
"d073-8c50-5455-2219-174b-7aaf-a2b9-57c5";"146507";"42";"467";"miasto";"stały";"Szkoła Podstawowa nr 135, Praga-Południe ul. G. Przemyka 5, 03-966 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1156";"1349";"137";"1019";"2";"20";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"32";"9";"23";"0";"987";"758";"229"
"0104-d401-8047-2b01-0b82-13ec-ce9e-e9bc";"146507";"42";"468";"miasto";"stały";"Przedszkole nr 198, Praga-Południe ul. G. Przemyka 5, 03-966 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1445";"1478";"230";"1215";"0";"12";"1";"1";"0";"0";"0";"0";"1";"1216";"1";"0";"1216";"28";"7";"21";"0";"1188";"785";"403"
"8f71-c45c-25bf-c512-e781-6e01-0bfb-c949";"146507";"42";"469";"miasto";"stały";"Klub Kultury Gocław, filia Centrum Promocji Kultury, Praga-Południe ul. gen. R. Abrahama 10, 03-977 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1140";"1292";"111";"1029";"3";"14";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"26";"8";"18";"0";"1002";"684";"318"
"4067-87b9-5468-fe39-5d70-d945-631a-deb4";"146507";"42";"470";"miasto";"stały";"oddział zamiejscowy Przedszkola nr 198, Praga-Południe ul. gen. R. Abrahama 10, 03-983 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1580";"1724";"201";"1379";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1379";"0";"0";"1379";"39";"19";"20";"0";"1340";"951";"389"
"e73f-8826-197e-e629-1f7b-6fcc-3779-5028";"146507";"42";"471";"miasto";"stały";"Szkoła Podstawowa nr 375, Praga-Południe ul. gen. A. Abrahama 10, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1302";"1445";"186";"1116";"2";"17";"1";"1";"0";"0";"0";"0";"1";"1117";"1";"0";"1117";"25";"13";"12";"0";"1092";"716";"376"
"80a6-dbe3-82f0-42de-d260-fdfc-81a6-ed9e";"146507";"42";"472";"miasto";"stały";"Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 12, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1749";"1967";"191";"1558";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1547";"0";"0";"1547";"41";"10";"31";"0";"1506";"1041";"465"
"17e5-8169-3fbb-30d5-26cb-9659-bed2-444f";"146507";"42";"473";"miasto";"stały";"Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 12, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1715";"1962";"133";"1582";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1578";"0";"0";"1578";"50";"16";"34";"0";"1528";"1055";"473"
"912e-46d3-0493-7fb0-489e-7277-8f4d-ddc2";"146507";"42";"474";"miasto";"stały";"Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 12, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1725";"1923";"170";"1555";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1555";"0";"0";"1555";"41";"9";"32";"0";"1514";"1093";"421"
"2397-b83e-c216-8e2b-e47c-0960-254f-f1d6";"146507";"42";"475";"miasto";"stały";"Przedszkole nr 425, Praga-Południe ul. T. Rechniewskiego 11A, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1765";"1865";"200";"1561";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1564";"0";"0";"1564";"46";"11";"35";"0";"1518";"1181";"337"
"a036-e9c8-3372-a5de-077a-a5cc-ee7d-1d92";"146507";"42";"476";"miasto";"stały";"Przedszkole nr 218, Praga-Południe ul. T. Rechniewskiego 5B, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1350";"1512";"203";"1146";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1146";"0";"0";"1146";"41";"11";"30";"0";"1105";"721";"384"
"1d0f-49a5-3e8e-90a9-ea57-e4c9-5cf1-b212";"146507";"42";"477";"miasto";"stały";"Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 11, 03-982 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1496";"1533";"269";"1227";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1227";"0";"0";"1227";"25";"18";"7";"0";"1202";"723";"479"
"39de-cfa1-c20c-398d-fa83-9aa3-d6a2-980b";"146507";"42";"478";"miasto";"stały";"Szkoła Podstawowa nr 312, Praga-Południe ul. W. Umińskiego 11, 03-984 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1485";"1569";"222";"1263";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1263";"0";"0";"1263";"36";"8";"28";"0";"1227";"936";"291"
"f697-7477-668a-db7f-1eb9-b481-469d-d31c";"146507";"42";"479";"miasto";"stały";"Żłobek nr 33, Praga-Południe ul. W. Umińskiego 9, 03-984 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1853";"2210";"63";"1790";"2";"22";"0";"0";"0";"0";"0";"0";"0";"1790";"0";"0";"1790";"48";"16";"32";"0";"1742";"1401";"341"
"984a-6560-48ff-5e0e-3d9c-b460-cde2-6241";"146507";"42";"480";"miasto";"stały";"Przedszkole Nr 380, Praga-Południe ul. gen. T. Bora-Komorowskiego 10A, 03-984 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"1720";"1868";"312";"1408";"0";"12";"2";"2";"0";"0";"0";"0";"2";"1410";"2";"0";"1410";"32";"10";"22";"0";"1378";"985";"393"
"a0db-035b-82f6-9422-2cb8-a99c-b4c4-cfe1";"146507";"42";"481";"miasto";"stały";"Biblioteka Publiczna im. Zygmunta Jana Rumla w Dzielnicy Praga – Południe m. st. Warszawy, Praga-Południe ul. J. Meissnera 5, 03-984 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"2391";"2665";"254";"2137";"1";"39";"0";"0";"0";"0";"0";"0";"0";"2135";"0";"0";"2135";"43";"9";"34";"0";"2092";"1450";"642"
"9236-fef3-cbc2-5a8c-52a2-6cd6-69f8-c714";"146507";"42";"1131";"miasto";"areszt śledczy";"Areszt Śledczy Warszawa Grochów, Praga-Południe ul. J. Chłopickiego 71A, 04-275 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"563";"577";"186";"377";"0";"0";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"15";"1";"14";"0";"362";"291";"71"
"a4f9-558a-9714-95c9-5be0-9ae4-8a48-9a66";"146507";"42";"1132";"miasto";"zakład leczniczy";"Wojskowy Instytut Medyczny, Praga-Południe ul. Szaserów 128, 04-349 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"862";"772";"558";"304";"0";"19";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"9";"3";"6";"0";"295";"146";"149"
"8751-f46d-7f3d-b129-9506-69bd-5cfa-2116";"146507";"42";"1133";"miasto";"zakład leczniczy";"Szpital Grochowski im. dr med. Rafała Masztaka sp. zo. o, Praga-Południe ul. Grenadierów 51/59, 04-073 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"274";"155";"195";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"2";"0";"2";"0";"77";"43";"34"
"51cc-ae58-35b4-1a45-cc84-b654-5f8f-6899";"146507";"42";"1134";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Matysiaków, Praga-Południe ul. Arabska 3, 03-977 Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";"97";"97";"34";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"63";"0";"0";"63";"2";"1";"1";"0";"61";"26";"35"
"efdb-42aa-0035-cbb8-2824-4f06-ba0e-2766";"146508";"42";"361";"miasto";"stały";"(ZGN), Praga-Północ ul. Jagiellońska 61, 03-301 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1388";"1582";"327";"1061";"0";"30";"1";"1";"0";"0";"0";"0";"1";"1062";"1";"0";"1062";"23";"8";"15";"0";"1039";"641";"398"
"3800-7c8d-8289-6877-ad05-8c59-c722-ad42";"146508";"42";"362";"miasto";"stały";"Zespół Szkół nr 73, Praga-Północ ul. W. Burdzińskiego 4, 03-480 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"2115";"2380";"410";"1705";"0";"23";"0";"0";"0";"0";"0";"0";"0";"1704";"0";"1";"1703";"52";"12";"40";"0";"1651";"1022";"629"
"785b-c24b-d926-7f9e-499f-4dda-cc62-e720";"146508";"42";"363";"miasto";"stały";"Zespół Szkół nr 14, Praga-Północ ul. J. Szanajcy 5, 03-481 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1755";"2000";"289";"1466";"7";"16";"0";"0";"0";"0";"0";"0";"0";"1465";"0";"0";"1465";"38";"9";"29";"0";"1427";"886";"541"
"f6bc-840b-9174-0f62-5cbf-935b-7c1b-28ec";"146508";"42";"364";"miasto";"stały";"Zespół Szkół nr 14, Praga-Północ ul. J. Szanajcy 17/19, 03-481 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1969";"2254";"347";"1622";"4";"17";"0";"0";"0";"0";"0";"0";"0";"1622";"0";"0";"1622";"46";"6";"40";"0";"1576";"1008";"568"
"9739-b6dd-1bfa-1557-45d4-4075-225d-2f69";"146508";"42";"365";"miasto";"stały";"Szkoła Muzyczna nr 2, Praga-Północ ul. Namysłowska 4, 03-454 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1210";"1376";"119";"1091";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1091";"0";"0";"1091";"25";"12";"13";"0";"1066";"735";"331"
"eb51-afe5-5636-55ea-4b45-ebb0-90d6-6dd6";"146508";"42";"366";"miasto";"stały";"filia Szkoły Podstawowej nr 258, Praga-Północ ul. Namysłowska 1, 03-454 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1040";"1166";"170";"870";"0";"11";"1";"1";"0";"0";"0";"0";"1";"871";"1";"0";"871";"28";"6";"22";"0";"843";"544";"299"
"8d25-febb-ef91-b62a-8793-1b41-8418-b6a6";"146508";"42";"367";"miasto";"stały";"Szkoła Podstawowa nr 127, Praga-Północ ul. Kowieńska 12/20, 03-438 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1239";"1448";"222";"1017";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"14";"1002";"31";"9";"22";"0";"971";"642";"329"
"21a3-4a5a-cc75-94ac-1f0c-f385-e5e1-6757";"146508";"42";"368";"miasto";"stały";"Szkoła Podstawowa nr 127, Praga-Północ ul. Kowieńska 12/20, 03-438 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1400";"1616";"344";"1056";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1056";"0";"0";"1056";"45";"16";"29";"0";"1011";"621";"390"
"08e8-a4e2-b493-ff06-13a9-59c8-3018-80cc";"146508";"42";"369";"miasto";"stały";"LXXVI Liceum Ogólnokształcące, Praga-Północ ul. Kowelska 1, 03-432 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1299";"1478";"321";"978";"1";"12";"0";"0";"0";"0";"0";"0";"0";"976";"0";"2";"974";"33";"8";"25";"0";"941";"576";"365"
"6255-6496-e996-228e-e958-d6bb-9025-ecd0";"146508";"42";"370";"miasto";"stały";"fila Szkoły Podstawowej nr 258, Praga-Północ ul. Namysłowska 1, 03-454 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1420";"1598";"425";"995";"1";"18";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"35";"8";"27";"0";"960";"578";"382"
"715c-efd5-3148-4224-e344-7e63-e6e5-e325";"146508";"42";"371";"miasto";"stały";"Szkoła Podstawowa nr 258, Praga-Północ ul. B. Brechta 8, 03-472 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1350";"1258";"412";"938";"0";"20";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"20";"3";"17";"0";"919";"571";"348"
"2e75-b02f-5dbe-f938-cae1-1fd7-ee52-965f";"146508";"42";"372";"miasto";"stały";"Zespół Szkół nr 11, Praga-Północ ul. Ratuszowa 13, 03-450 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1280";"1476";"254";"1026";"0";"29";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"25";"9";"16";"0";"1001";"614";"387"
"1346-c832-a71f-e3bd-8e1f-e131-a334-1a26";"146508";"42";"373";"miasto";"stały";"Dom Kultury „Praga”, Praga-Północ ul. Dąbrowszczaków 2, 03-474 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1031";"1200";"328";"703";"3";"10";"1";"1";"0";"0";"0";"0";"1";"704";"1";"0";"704";"20";"4";"16";"0";"684";"396";"288"
"ab70-af81-f71e-99fc-c4e0-bc67-474f-25e4";"146508";"42";"374";"miasto";"stały";"Budynek PKP PLK S. A., Praga-Północ ul. Targowa 74, 03-734 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1233";"1467";"320";"913";"0";"35";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"23";"5";"18";"0";"890";"534";"356"
"7c70-840f-a79f-add2-2b01-68d3-126f-9c70";"146508";"42";"375";"miasto";"stały";"Szkoła Podstawowa nr 127, Praga-Północ ul. Kowieńska 12/20, 03-438 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1340";"1471";"461";"879";"0";"5";"1";"1";"0";"0";"0";"0";"1";"878";"1";"0";"878";"26";"6";"20";"0";"852";"508";"344"
"126f-a33c-8f97-d717-5deb-3a8c-ee83-a5ae";"146508";"42";"376";"miasto";"stały";"Przedszkole nr 171, Praga-Północ ul. Równa 2, 03-418 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1348";"1610";"268";"1080";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"40";"7";"33";"0";"1039";"642";"397"
"907b-63c5-58c6-1dbb-be18-15b8-3e1c-a4bc";"146508";"42";"377";"miasto";"stały";"A. O. M. nr 3 ZGN, Praga-Północ ul. Tarchomińska 14, 03-746 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1980";"2266";"293";"1687";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1687";"0";"0";"1687";"28";"12";"16";"0";"1659";"1017";"642"
"4bdf-9365-b95f-9455-7a88-fce8-4363-0545";"146508";"42";"378";"miasto";"stały";"Przedszkole nr 183, Praga-Północ ul. Wrzesińska 10, 03-713 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1481";"1791";"171";"1310";"5";"34";"0";"0";"0";"0";"0";"0";"0";"1310";"0";"1";"1309";"32";"8";"24";"0";"1277";"823";"454"
"28a2-2259-c05a-f664-4164-8405-7886-9f8f";"146508";"42";"379";"miasto";"stały";"(ZGN), Praga-Północ ul. Jagiellońska 23, 03-719 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1090";"1269";"200";"890";"1";"44";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"33";"10";"23";"0";"857";"565";"292"
"e9ca-1e40-d8d1-aa48-398b-f2a1-8a1d-9eeb";"146508";"42";"380";"miasto";"stały";"Szkoła Podstawowa nr 50, Praga-Północ ul. Jagiellońska 7, 03-721 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1325";"1530";"156";"1169";"0";"42";"0";"0";"0";"0";"0";"0";"0";"1169";"0";"0";"1169";"33";"11";"22";"0";"1136";"791";"345"
"32ca-6390-0b39-fd77-a5fc-5243-448e-37ec";"146508";"42";"381";"miasto";"stały";"Szkoła Podstawowa nr 50, Praga-Północ ul. Jagiellońska 7, 03-721 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1499";"1647";"261";"1238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1237";"0";"0";"1237";"35";"11";"24";"0";"1202";"876";"326"
"9680-4087-fa11-9758-d484-44b9-9f86-9d27";"146508";"42";"382";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, Praga-Północ ul. Tarchomińska 4, 03-746 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"2269";"2611";"381";"1888";"1";"30";"1";"1";"0";"0";"0";"0";"1";"1887";"1";"0";"1887";"71";"34";"37";"0";"1816";"1113";"703"
"1bc0-3062-930a-a236-8e07-9c51-8ba4-2713";"146508";"42";"383";"miasto";"stały";"Szkoła Podstawowa nr 30, Praga-Północ ul. Kawęczyńska 2, 03-772 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1452";"1625";"327";"1125";"0";"22";"0";"0";"0";"0";"0";"0";"0";"1125";"0";"0";"1125";"28";"8";"20";"0";"1097";"651";"446"
"b96f-58f9-6147-bee6-d492-8a56-2e74-824a";"146508";"42";"384";"miasto";"stały";"Szkoła Muzyczna, Praga-Północ ul. Kawęczyńska 23/25, 03-775 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1429";"1630";"489";"940";"0";"10";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"21";"5";"16";"0";"919";"525";"394"
"debb-4671-9c08-b9ab-6c10-a5a6-1aa8-4a98";"146508";"42";"385";"miasto";"stały";"A. O. M. nr 3 ZGN, Praga-Północ ul. Tarchomińska 14, 03-746 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1100";"1258";"228";"872";"1";"18";"0";"0";"0";"0";"0";"0";"0";"872";"0";"0";"872";"16";"5";"11";"0";"856";"534";"322"
"eccd-514f-d7f4-d509-e01f-1a02-08d1-2009";"146508";"42";"386";"miasto";"stały";"Szkoła Podstawowa nr 354, Praga-Północ ul. Otwocka 3, 03-759 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1190";"1324";"382";"808";"0";"10";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"15";"3";"12";"0";"793";"433";"360"
"29d2-b926-2764-fa4a-22ef-db59-591d-c544";"146508";"42";"387";"miasto";"stały";"Szkoła Podstawowa nr 354, Praga-Północ ul. Otwocka 3, 03-759 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1460";"1657";"441";"1019";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"30";"10";"20";"0";"989";"590";"399"
"d15c-6ee7-ecd9-dd9b-15a3-ed0c-f645-df32";"146508";"42";"388";"miasto";"stały";"Szkoła Muzyczna, Praga-Północ ul. Kawęczyńska 23/25, 03-775 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1227";"1388";"312";"915";"2";"15";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"25";"2";"23";"0";"890";"515";"375"
"5a91-5c75-5d46-0b99-15f1-7ca5-ac90-0725";"146508";"42";"389";"miasto";"stały";"Szkoła Podstawowa nr 73, Praga-Północ ul. Białostocka 10/18, 03-741 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1580";"1797";"346";"1234";"0";"65";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"2";"1231";"51";"17";"34";"0";"1180";"725";"455"
"4685-ebde-5ee1-2549-cd5b-4e7a-e692-5253";"146508";"42";"390";"miasto";"stały";"Muzeum Warszawskiej Pragi, Praga-Północ ul. Targowa 50/52, 03-733 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"1845";"2120";"511";"1334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1335";"0";"0";"1335";"36";"12";"24";"0";"1299";"782";"517"
"9080-c014-225b-1ebd-a47e-c50d-7e3d-1bb1";"146508";"42";"1130";"miasto";"zakład leczniczy";"Szpital Praski pod wezwaniem Przemienienia Pańskiego sp. z o. o., Aleja „Solidarności” 67, 03-401 Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";"249";"221";"173";"76";"0";"10";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"76";"2";"0";"2";"0";"74";"36";"38"
"629e-9338-feaf-43d8-b68e-d9e5-8ddc-a2a6";"146509";"42";"971";"miasto";"stały";"Przedszkole nr 160, ul. Niepołomicka 26, 04-243 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1280";"1408";"203";"1076";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"33";"12";"21";"0";"1042";"589";"453"
