"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Stefan BOROWSKI";"Cezary Andrzej JURKIEWICZ"
"27aa-8930-f29a-3bd2-e799-64dd-3b10-fc58";"146509";"42";"972";"miasto";"stały";"Państwowy Młodzieżowy Ośrodek Wychowawczy, ul. Strażacka 57/59, 04-408 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"700";"799";"118";"582";"2";"4";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"21";"15";"6";"0";"561";"304";"257"
"2069-bf27-9a03-77c4-8eee-bde8-85b5-a1dd";"146509";"42";"973";"miasto";"stały";"Szkoła Podstawowa Nr 217, Ignacego Paderewskiego 45, 04-450 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1000";"1138";"131";"869";"1";"13";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"23";"5";"18";"0";"845";"533";"312"
"1c65-bd8a-70b1-6f1e-e288-3eb3-d5c6-e0e9";"146509";"42";"974";"miasto";"stały";"Przedszkole Nr 423, ul. Kadrowa 9, 04-421 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1220";"1370";"178";"1042";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1042";"0";"0";"1042";"12";"2";"10";"0";"1030";"605";"425"
"1806-78eb-b392-736f-9489-8531-f72e-3744";"146509";"42";"975";"miasto";"stały";"Szkoła Podstawowa Nr 217, Ignacego Paderewskiego 45, 04-450 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1900";"2138";"235";"1665";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1663";"0";"0";"1663";"42";"14";"28";"0";"1621";"1087";"534"
"1182-b865-f40a-8051-fb92-30eb-f84a-3dc9";"146509";"42";"976";"miasto";"stały";"LI Liceum Ogólnokształcące, Kadrowa 9, 04-421 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1990";"2223";"254";"1736";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1736";"0";"0";"1736";"51";"23";"28";"0";"1685";"1095";"590"
"c8e6-69b4-41b3-bec5-18ed-8bd0-1d1c-bf8f";"146509";"42";"977";"miasto";"stały";"Przedszkole Nr 376, Admiralska 17, 00-910 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1368";"1480";"164";"1204";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1204";"0";"0";"1204";"25";"7";"18";"0";"1179";"906";"273"
"051c-e160-4d7a-df74-1a78-07b8-9abf-48f2";"146509";"42";"978";"miasto";"stały";"Szkoła Podstawowa nr 376, Ziemskiego ""Wachnowskiego"" 22, 04-408 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1629";"1838";"241";"1388";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1387";"0";"0";"1387";"53";"19";"34";"0";"1334";"968";"366"
"1caf-5f36-edc9-a5a6-59e2-819d-f5a2-02f0";"146509";"42";"979";"miasto";"stały";"Ośrodek Pomocy Społecznej Dzielnicy Rembertów m. st. Warszawy, Plutonowych 10, 04-404 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"743";"806";"133";"610";"0";"4";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"20";"3";"17";"0";"590";"383";"207"
"6ed7-9f5b-1b6a-0eff-31c0-a7f2-eedb-3ce3";"146509";"42";"980";"miasto";"stały";"Biblioteka Publiczna, ul. Gawędziarzy 6, 04-401 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"769";"861";"134";"635";"0";"12";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"14";"2";"12";"0";"621";"329";"292"
"dc8a-5007-9815-c9a8-69a5-f033-5c82-517a";"146509";"42";"981";"miasto";"stały";"Dom Kultury Rembertów, al. Komandosów 8, 04-485 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1269";"1429";"220";"1049";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"18";"6";"12";"0";"1031";"622";"409"
"037c-4c95-f9fd-006f-ddab-1e01-f3d1-cda0";"146509";"42";"982";"miasto";"stały";"Zespół Szkół nr 76, Dwóch Mieczy 5, 04-491 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1400";"1533";"270";"1130";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1130";"0";"0";"1130";"26";"6";"20";"0";"1104";"706";"398"
"5509-c9dc-e98e-9689-755e-16a9-9d78-7ae9";"146509";"42";"983";"miasto";"stały";"Przedszkole nr 158, Dwóch Mieczy 30/36, 04-491 Warszawa";"Rembertów";"Warszawa";"mazowieckie";"1033";"1086";"236";"809";"0";"4";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"24";"9";"15";"0";"773";"412";"361"
"884d-9cde-83a0-716c-9d77-a1b1-0116-2357";"146511";"42";"901";"miasto";"stały";"Szkoła Podstawowa nr 52 im. Macieja Aleksego, Targówek ul. Samarytanka 11A, 03-592 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2781";"2718";"603";"2178";"3";"12";"0";"0";"0";"0";"0";"0";"0";"2166";"0";"0";"2166";"58";"14";"44";"0";"2108";"1357";"751"
"8294-af1e-7f1d-3039-c7c8-024d-3b25-29c1";"146511";"42";"902";"miasto";"stały";"Dom Kultury ""Zacisze"" w Dzielnicy Targówek m. st. Warszawy, Targówek ul. Blokowa 1, 03-641 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2300";"2504";"283";"2017";"2";"30";"0";"0";"0";"0";"0";"0";"0";"2017";"0";"0";"2017";"55";"13";"42";"0";"1962";"1326";"636"
"9e8e-6eb2-33f1-8236-47f5-4607-76f6-f25c";"146511";"42";"903";"miasto";"stały";"Szkoła Podstawowa nr 84 im. Waleriana Łukasińskiego, Targówek ul. Radzymińska 227, 03-611 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2201";"2420";"401";"1800";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1800";"0";"0";"1800";"45";"10";"35";"0";"1755";"987";"768"
"33d6-7ea6-1858-454f-fd77-90c0-cb76-393a";"146511";"42";"904";"miasto";"stały";"Szkoła Podstawowa Nr 84 im. Waleriana Łukasińskiego, Targówek ul. Radzymińska 227, 03-611 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2619";"2990";"271";"2348";"1";"32";"0";"0";"0";"0";"0";"0";"0";"2347";"0";"0";"2347";"45";"13";"32";"0";"2302";"1497";"805"
"3fbf-2d84-d834-419b-3cce-1e7e-cddf-9f19";"146511";"42";"905";"miasto";"stały";"Szkoła Podstawowa Nr 58 im. Tadeusza Gajcego, Targówek ul. Mieszka I 7, 03-886 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2820";"2903";"656";"2164";"0";"36";"1";"1";"0";"0";"0";"0";"1";"2165";"1";"0";"2165";"63";"20";"43";"0";"2102";"1428";"674"
"c6ea-a880-982b-c6b1-c695-0714-5a2f-8a68";"146511";"42";"906";"miasto";"stały";"Szkoła Podstawowa Nr 84 im. Waleriana Łukasińskiego, Targówek ul. Radzymińska 227, 03-611 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1119";"1248";"137";"982";"2";"20";"0";"0";"0";"0";"0";"0";"0";"982";"0";"1";"981";"30";"12";"18";"0";"951";"542";"409"
"d926-e5bd-cb33-0f1c-c528-e322-4fdf-6599";"146511";"42";"907";"miasto";"stały";"Szkoła Podstawowa Nr 52 im. Macieja Aleksego, Targówek ul. Samarytanka 11A, 03-592 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2819";"3355";"113";"2706";"1";"17";"0";"0";"0";"0";"0";"0";"0";"2706";"0";"0";"2706";"59";"23";"36";"0";"2647";"1692";"955"
"347e-75a7-bb37-1f3b-4773-9335-82fb-1ca7";"146511";"42";"908";"miasto";"stały";"Szkoła Podstawowa Nr 377 im. mjr. Henryka Dobrzańskiego ""Hubala"", Targówek ul. Trocka 4, 03-563 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2040";"2277";"349";"1691";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1677";"0";"0";"1677";"39";"5";"34";"0";"1638";"680";"958"
"c9db-bd6d-316c-79c4-c978-8e24-9247-422d";"146511";"42";"909";"miasto";"stały";"Szkoła Podstawowa Nr 377 im. mjr. Henryka Dobrzyńskiego""Hubala"", Targówek ul. Trocka 4, 03-563 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2449";"2798";"500";"1999";"2";"34";"0";"0";"0";"0";"0";"0";"0";"1997";"0";"0";"1997";"53";"21";"32";"0";"1944";"1214";"730"
"e114-b053-a348-aea3-9f7a-b569-509c-a0fe";"146511";"42";"910";"miasto";"stały";"Szkoła Podstawowa Nr 28 im. Stefana Żeromskiego, Targówek ul. Gościeradowska 18/20, 03-535 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2432";"2751";"387";"2045";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2041";"0";"0";"2041";"60";"47";"13";"0";"1981";"1361";"620"
"6da2-6d6b-8026-bb19-0b0a-98e6-f692-a157";"146511";"42";"911";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 114 im. Jędrzeja Cierniaka, Targówek ul. Remiszewska 40, 03-550 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1937";"2174";"258";"1679";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1679";"0";"0";"1679";"45";"40";"5";"0";"1634";"1013";"621"
"af21-d40c-1d40-9348-5f40-5333-7b1d-c885";"146511";"42";"912";"miasto";"stały";"CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana, Targówek ul. Olgierda 35/41, 03-536 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2567";"2850";"476";"2091";"0";"11";"0";"0";"0";"0";"0";"0";"0";"2097";"0";"0";"2097";"65";"24";"41";"0";"2032";"1273";"759"
"2646-c89f-6149-0655-5c69-43e6-c988-0c41";"146511";"42";"913";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 114 im, Jędrzeja Cierniaka, Targówek ul. Remiszewska 40, 03-550 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2600";"2887";"536";"2064";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2064";"0";"0";"2064";"61";"54";"7";"0";"2003";"1249";"754"
"ff85-2541-498e-6400-6d5b-993d-8cce-24df";"146511";"42";"914";"miasto";"stały";"XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa Kuli, Targówek ul. Oszmiańska 23/25, 03-503 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2400";"2658";"580";"1820";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1820";"0";"0";"1820";"41";"6";"35";"0";"1779";"1079";"700"
"7f60-453a-7089-b2dd-3c49-d380-7442-6710";"146511";"42";"915";"miasto";"stały";"XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa Kuli, Targówek ul. Oszmiańska 23/25, 03-503 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1632";"1837";"352";"1280";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1280";"0";"0";"1280";"53";"31";"22";"0";"1227";"838";"389"
"b7d4-16b4-0531-6321-6a37-217f-30c0-f937";"146511";"42";"916";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 114 im. Jędrzeja Cierniaka, Targówek ul. Remiszewska 40, 03-550 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1489";"1625";"303";"1186";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"29";"21";"8";"0";"1157";"725";"432"
"67a5-5055-a269-2183-2b76-944f-d309-a2cb";"146511";"42";"917";"miasto";"stały";"Zespół Szkół nr 41, Targówek ul. Bartnicza 2, 03-358 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2543";"2792";"506";"2037";"2";"10";"0";"0";"0";"0";"0";"0";"0";"2037";"0";"0";"2037";"60";"19";"41";"0";"1977";"1146";"831"
"22a9-cd41-f3f8-a99a-15c3-747f-83ff-9f66";"146511";"42";"918";"miasto";"stały";"Szkoła Podstawowa Nr 378 im. Ignacego Jana Paderewskiego, Targówek ul. Bartnicza 8, 03-358 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2198";"2410";"514";"1684";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1684";"0";"0";"1684";"49";"41";"8";"0";"1635";"932";"703"
"ea47-f382-3d27-6ffc-ae28-65ef-03f3-0a54";"146511";"42";"919";"miasto";"stały";"Szkoła Podstawowa Nr 298 im. Jana Kasprowicza, Targówek ul. Krakusa 2, 03-390 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2100";"2303";"511";"1589";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1589";"0";"0";"1589";"49";"14";"35";"0";"1540";"840";"700"
"87f7-44df-baa5-f8ef-6ba4-1b58-a3aa-1f67";"146511";"42";"920";"miasto";"stały";"Dom Kultury ""Świt"" w Dzielnicy Targówek m. st. Warszawy, Targówek ul. P. Wysockiego 11, 03-371 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1557";"1718";"258";"1299";"0";"20";"1";"1";"0";"0";"0";"0";"1";"1300";"1";"0";"1300";"29";"11";"18";"0";"1271";"692";"579"
"0706-2491-6fa5-758a-c3db-c2ea-cac5-bdb4";"146511";"42";"921";"miasto";"stały";"Zespół Szkół Nr 41, Targówek ul. Bartnicza 2, 03-358 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1638";"1882";"237";"1401";"3";"23";"0";"0";"0";"0";"0";"0";"0";"1401";"0";"0";"1401";"35";"10";"25";"0";"1366";"803";"563"
"890f-a0f9-5415-9c5e-e46c-30dc-29ea-1320";"146511";"42";"922";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 275 im. Artura Oppmana, Targówek ul. Św. Hieronima 2, 03-243 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2613";"2864";"620";"1993";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1993";"0";"0";"1993";"60";"11";"49";"0";"1933";"1063";"870"
"6cf5-1680-7019-a51c-204c-a680-1135-c258";"146511";"42";"923";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 275 im. Artura Oppmana, Targówek ul. Św. Hieronima 2, 03-243 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1670";"1844";"322";"1348";"2";"18";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"24";"3";"21";"0";"1324";"766";"558"
"29de-a7e9-5b49-43f2-7c86-e68e-4c35-b4c9";"146511";"42";"924";"miasto";"stały";"Szkoła Podstawowa Nr 378 im. Ignacego Jana Paderewskiego, Targówek ul. Bartnicza 8, 03-358 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1492";"1647";"273";"1219";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1218";"0";"0";"1218";"35";"26";"9";"0";"1183";"743";"440"
"1501-763e-bec5-a5c4-ddd5-788b-0157-14d4";"146511";"42";"925";"miasto";"stały";"Szkoła Podstawowa Nr 380 im. Jana Pawła II, Targówek ul. Krasiczyńska 4/6, 03-379 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2000";"2107";"293";"1707";"0";"19";"1";"1";"0";"0";"0";"0";"1";"1773";"1";"71";"1702";"52";"15";"37";"0";"1650";"1124";"526"
"8ab2-9450-b28d-3645-1272-4c8e-4d49-4b06";"146511";"42";"926";"miasto";"stały";"Szkoła Podstawowa Nr 298 im. Jana Kasprowicza, Targówek ul. Krakusa 2, 03-390 Warszawa";"Targówek";"Warszawa";"mazowieckie";"725";"798";"146";"579";"2";"5";"2";"2";"0";"0";"0";"0";"2";"581";"2";"0";"581";"2";"2";"0";"0";"579";"358";"221"
"dd0c-2db1-ed20-2629-97d0-a1bc-8b33-6cc5";"146511";"42";"927";"miasto";"stały";"Szkoła Podstawowa Nr 378 im. Ignacego Jana Paderewskiego, Targówek ul. Bartnicza 8, 03-358 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2007";"2314";"213";"1794";"2";"32";"0";"0";"0";"0";"0";"0";"0";"1794";"0";"2";"1792";"52";"17";"35";"0";"1740";"1092";"648"
"dfbb-3e90-fc5c-d38f-47e9-6e5c-3be1-93ce";"146511";"42";"928";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 42 im. K. I. Gałczyńskiego, Targówek ul. Balkonowa 4, 03-329 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1440";"1596";"296";"1144";"2";"6";"1";"1";"0";"0";"0";"0";"1";"1145";"1";"0";"1145";"20";"0";"20";"0";"1125";"673";"452"
"9ba0-d98f-a433-99a6-264f-98d4-0929-d5ba";"146511";"42";"929";"miasto";"stały";"Ośrodek Pomocy Społecznej, Targówek ul. Św. Wincentego 87, 03-291 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2010";"2198";"581";"1429";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1429";"0";"0";"1429";"49";"16";"33";"0";"1380";"776";"604"
"484a-7659-e7e1-aecb-8efb-d283-9974-4292";"146511";"42";"930";"miasto";"stały";"Przychodnia Rehabilitacyjna dla Dzieci i Młodzieży, Targówek ul. Balkonowa 4, 03-329 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1541";"1805";"172";"1369";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1369";"0";"0";"1369";"30";"12";"18";"0";"1339";"805";"534"
"5349-6d33-2488-bed0-386d-4aa3-c6c1-65ef";"146511";"42";"931";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 42 im. K. I. Gałczyńskiego, Targówek ul. Balkonowa 4, 03-329 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1690";"1854";"364";"1326";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1322";"0";"0";"1322";"27";"5";"22";"0";"1295";"726";"569"
"ed20-b1d4-aff1-d5ce-e5b3-b441-7d16-3c9f";"146511";"42";"932";"miasto";"stały";"XLVI LiceumOgólnokształcącez Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego, Targówek ul. Żuromińska 4, 03-341 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1460";"1723";"286";"1174";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"27";"8";"19";"0";"1147";"707";"440"
"7abb-dd65-7b13-744b-714f-9c28-75f8-a52f";"146511";"42";"933";"miasto";"stały";"Szkoła Podstawowa Nr 380 im. Jana Pawła II, Targówek ul. Krasiczyńska 4/6, 03-379 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2870";"3232";"532";"2338";"3";"27";"0";"0";"0";"0";"0";"0";"0";"2227";"0";"0";"2227";"63";"19";"44";"0";"2164";"1261";"903"
"2c80-52de-ecdd-feba-23dc-873b-9255-34fc";"146511";"42";"934";"miasto";"stały";"XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego, Targówek ul. Żuromińska 4, 03-341 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1990";"1718";"543";"1446";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1446";"0";"1";"1445";"81";"55";"26";"0";"1364";"1104";"260"
"d266-b8ea-3ded-8fca-4ad7-a608-c9ee-9c35";"146511";"42";"935";"miasto";"stały";"Szkoła Podstawowa Nr 380 im. Jana Pawła II, Targówek ul. Krasiczyńska 4/6, 03-379 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2285";"2712";"97";"2188";"0";"19";"0";"0";"0";"0";"0";"0";"0";"2185";"0";"0";"2185";"58";"26";"32";"0";"2127";"1486";"641"
"747f-c72d-d1c1-41dc-e7d4-bf10-5b3f-b76a";"146511";"42";"936";"miasto";"stały";"Ośrodek Sportu i Rekreacji m. st. Warszawy w Dzielnicy Targówek, Targówek ul. Łabiszyńska 20 A, 03-397 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1566";"1685";"429";"1137";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1132";"0";"0";"1132";"32";"10";"22";"0";"1100";"619";"481"
"2067-4ecb-76b5-560b-b467-8fd9-fa27-8ce5";"146511";"42";"937";"miasto";"stały";"Szkoła Podstawowa Nr 277 im. Elizy Orzeszkowej, Targówek ul. Suwalska 29, 03-252 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1620";"1798";"299";"1321";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1319";"0";"0";"1319";"46";"10";"36";"0";"1273";"729";"544"
"fde5-2197-f30a-ef39-2c12-f7aa-5e80-c42e";"146511";"42";"938";"miasto";"stały";"Szkoła Podstawowa Nr 285 im. Jana Marcina Szancera, Targówek ul. Turmoncka 20, 03-254 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1810";"1976";"377";"1433";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1433";"0";"0";"1433";"38";"20";"18";"0";"1395";"845";"550"
"c84c-92db-b26e-4fc8-fe7f-ed36-63f1-1fea";"146511";"42";"939";"miasto";"stały";"Szkoła Podstawowa Nr 285 im. Jana Marcina Szancera, Targówek ul. Turmoncka 20, 03-254 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2250";"2462";"419";"1831";"2";"17";"1";"1";"1";"0";"0";"0";"1";"1830";"0";"0";"1830";"57";"19";"38";"0";"1773";"1050";"723"
"0253-f328-17be-d3bd-be9b-d172-7465-cdb8";"146511";"42";"940";"miasto";"stały";"Szkoła Podstawowa Nr 285 im. Jana Marcina Szancera, Targówek ul. Turmoncka 20, 03-254 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1530";"1708";"233";"1296";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1295";"0";"0";"1295";"41";"9";"32";"0";"1254";"711";"543"
"71dc-4c18-1930-263f-8cd1-8cc3-e453-55b7";"146511";"42";"941";"miasto";"stały";"Szkoła Podstawowa Nr 379 im. Szarych Szeregów, Targówek ul. Turmoncka 2, 03-254 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2277";"2525";"527";"1750";"6";"22";"0";"0";"0";"0";"0";"0";"0";"1750";"0";"0";"1750";"54";"22";"32";"0";"1696";"972";"724"
"6c18-f34e-c0a7-6341-53fd-48f2-08ec-261f";"146511";"42";"942";"miasto";"stały";"Szkoła Podstawowa Nr 277 im. Elizy Orzeszkowej, Targówek ul. Suwalska 29, 03-252 Warszawa";"Targówek";"Warszawa";"mazowieckie";"2824";"3100";"609";"2215";"2";"15";"1";"1";"0";"0";"0";"0";"1";"2216";"1";"0";"2216";"66";"20";"46";"0";"2150";"1254";"896"
"d521-ec34-a928-d09e-ee7f-2c56-8f7d-65f7";"146511";"42";"943";"miasto";"stały";"Ośrodek Sportu i Rekreacji m. st. Warszawy w Dzielnicy Targówek, Targówek ul. Łabiszyńska 20 A, 03-397 Warszawa";"Targówek";"Warszawa";"mazowieckie";"1749";"1950";"261";"1487";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1489";"1";"0";"1489";"43";"9";"34";"0";"1446";"895";"551"
"3424-34ad-e0d2-28d0-a2e8-7c17-5b95-4ea5";"146511";"42";"1151";"miasto";"zakład leczniczy";"Mazowiecki Szpital Bródnowski w Warszawie Sp. z o. o, L. Kondratowicza 8, 00-983 Warszawa";"Targówek";"Warszawa";"mazowieckie";"701";"506";"538";"163";"0";"7";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"1";"1";"0";"0";"162";"102";"60"
"8df5-9020-14e5-9e02-c1b1-869e-1a7b-58df";"146515";"42";"1001";"miasto";"stały";"Szkoła Podstawowa nr 174, Wesoła Plac Wojska Polskiego 28, 05-075 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"1260";"1379";"207";"1053";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1053";"0";"0";"1053";"25";"8";"17";"0";"1028";"747";"281"
"0306-20bd-0352-8479-d06b-cd1f-a2d4-0589";"146515";"42";"1002";"miasto";"stały";"Przedszkole nr 262, Wesoła ul. A. P. Łaguny 3, 05-075 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"1821";"2047";"235";"1586";"1";"15";"1";"1";"1";"0";"0";"0";"0";"1586";"0";"0";"1586";"39";"9";"30";"0";"1547";"965";"582"
"f8dc-3999-f9a4-4a6c-cb8e-2bc4-edbc-fd86";"146515";"42";"1003";"miasto";"stały";"Szkoła Podstawowa nr 171, Wesoła Armii Krajowej 39, 05-075 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"1570";"1754";"192";"1378";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"38";"6";"32";"0";"1340";"790";"550"
"5b39-37d5-4a18-4de3-5bac-7c53-8d94-4d80";"146515";"42";"1004";"miasto";"stały";"Ośrodek Kultury w Dzielnicy Wesoła m. st. Warszawy, Wesoła ul. S. Starzyńskiego 21, 05-075 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"1239";"1372";"123";"1116";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"0";"1116";"29";"6";"23";"0";"1087";"598";"489"
"1da4-7d89-3b7c-d1b2-7345-ff88-f828-809f";"146515";"42";"1005";"miasto";"stały";"Szkoła Podstawowa nr 172, Wesoła ul. Brata Alberta 46, 05-075 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"1931";"2117";"294";"1637";"5";"17";"0";"0";"0";"0";"0";"0";"0";"1637";"0";"0";"1637";"50";"12";"38";"0";"1587";"928";"659"
"7a32-022a-36f6-eb85-fd62-4b7e-8b49-0f80";"146515";"42";"1006";"miasto";"stały";"Urząd Dzielnicy Wesoła m. st. Warszawy, Wesoła ul. 1 Praskiego Pułku WP 33, 05-075 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"1060";"1176";"166";"894";"0";"7";"1";"1";"0";"0";"0";"0";"1";"895";"1";"0";"895";"10";"0";"10";"0";"885";"562";"323"
"280c-3249-39aa-a640-07bc-b83d-55d7-6894";"146515";"42";"1007";"miasto";"stały";"Szkoła Podstawowa nr 173, Wesoła Trakt Brzeski 18, 05-077 Warszawa";"Wesoła";"Warszawa";"mazowieckie";"2130";"2364";"150";"1980";"3";"32";"0";"0";"0";"0";"0";"0";"0";"1980";"0";"0";"1980";"58";"18";"40";"0";"1922";"1328";"594"
