"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maciej Przemysław MASŁOWSKI";"Stanisław OŻÓG"
"b1ce-69a6-4baf-8380-cad9-822b-6744-be54";"181607";"56";"5";"wieś";"stały";"Szkoła Podstawowa im. Św. Jana Kantego, Grzegorzówka 173, 36-025 Dylągówka";"gm. Hyżne";"rzeszowski";"podkarpackie";"400";"436";"112";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"9";"2";"7";"0";"279";"68";"211"
"2c2d-6c38-f1a9-ed3d-afd2-aa50-13d8-1116";"181607";"56";"6";"wieś";"stały";"Szkoła Podstawowa, Wólka Hyżneńska 28, 36-025 Dylągówka";"gm. Hyżne";"rzeszowski";"podkarpackie";"520";"571";"158";"362";"0";"0";"1";"1";"0";"0";"0";"0";"1";"363";"1";"0";"363";"4";"2";"2";"0";"359";"62";"297"
"6eb2-1e64-44d4-c317-3b69-377e-67a9-3a96";"181607";"56";"7";"wieś";"stały";"Budynek ""GOSIR"", Dylągówka 279, 36-025 Dylągówka";"gm. Hyżne";"rzeszowski";"podkarpackie";"770";"846";"208";"562";"0";"0";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"9";"2";"7";"0";"553";"139";"414"
"3523-a519-ce05-ca63-8e18-3724-51a9-f44e";"181607";"56";"8";"wieś";"stały";"Szkoła Podstawowa, Szklary 148, 36-025 Dylągówka";"gm. Hyżne";"rzeszowski";"podkarpackie";"657";"728";"223";"434";"0";"3";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"5";"1";"4";"0";"429";"77";"352"
"0cb9-464a-b506-d55d-0966-b4c7-a929-baba";"181608";"56";"1";"wieś";"stały";"Środowiskowy Dom Samopomocy w Kamieniu, Kamień 376, 36-053 Kamień";"gm. Kamień";"rzeszowski";"podkarpackie";"916";"986";"357";"559";"4";"0";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"8";"0";"8";"0";"551";"160";"391"
"9415-02d9-38d9-ca78-7970-730f-9a0e-e446";"181608";"56";"2";"wieś";"stały";"Zespół Szkół im. Jana Pawła II w Łowisku, Łowisko 181, 36-053 Kamień";"gm. Kamień";"rzeszowski";"podkarpackie";"1036";"1146";"285";"751";"1";"9";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"10";"4";"6";"0";"741";"69";"672"
"89ac-896d-73db-6b37-f5d6-83df-821e-6424";"181608";"56";"3";"wieś";"stały";"Szkoła Podstawowa w Kamieniu Krzywej Wsi, Krzywa Wieś 127, 36-053 Kamień";"gm. Kamień";"rzeszowski";"podkarpackie";"567";"630";"158";"409";"1";"0";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"9";"1";"8";"0";"400";"97";"303"
"a133-da82-8e7b-3e9c-7f37-1ae0-f4c4-4a8a";"181608";"56";"4";"wieś";"stały";"Szkoła Podstawowa im. św. Floriana w Kamieniu Podlesiu, Podlesie 151, 36-053 Kamień";"gm. Kamień";"rzeszowski";"podkarpackie";"597";"651";"217";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"11";"0";"11";"0";"369";"75";"294"
"3426-20a6-b450-e13a-f4fa-da8f-b4c7-f6c9";"181608";"56";"5";"wieś";"stały";"Szkoła Podstawowa im. św. Jadwigi Królowej w Kamieniu Prusinie, Kamień 119, 36-053 Kamień";"gm. Kamień";"rzeszowski";"podkarpackie";"1247";"1361";"527";"720";"3";"1";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"15";"4";"11";"0";"705";"133";"572"
"19c0-27fe-1f73-4858-d545-55f8-e014-2061";"181608";"56";"6";"wieś";"stały";"Zespół Szkół im. św. Stanisława Kostki w Kamieniu, Nowy Kamień 26, 36-053 Kamień";"gm. Kamień";"rzeszowski";"podkarpackie";"708";"772";"250";"458";"2";"4";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"7";"0";"7";"0";"451";"115";"336"
"694d-939d-ae31-46ca-4abf-ec39-cdca-19fb";"181609";"56";"1";"wieś";"stały";"Gminne Przedszkole w Krasnem, Krasne 741, 36-007 Krasne";"gm. Krasne";"rzeszowski";"podkarpackie";"1603";"1764";"511";"1092";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1092";"0";"0";"1092";"9";"2";"7";"0";"1083";"484";"599"
"bb18-0824-fdc9-5bcf-40b1-ca7f-df8b-f6d4";"181609";"56";"2";"wieś";"stały";"Szkoła Podstawowa w Krasnem, Krasne 742, 36-007 Krasne";"gm. Krasne";"rzeszowski";"podkarpackie";"1774";"1958";"428";"1346";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1346";"0";"0";"1346";"21";"1";"20";"0";"1325";"575";"750"
"da0c-5a28-23bc-9278-f712-9e9f-fb2b-1d00";"181609";"56";"3";"wieś";"stały";"Zespół Szkół w Malawie, Malawa 199 A, 36-007 Krasne";"gm. Krasne";"rzeszowski";"podkarpackie";"1405";"1569";"327";"1078";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1078";"0";"0";"1078";"21";"6";"15";"0";"1057";"353";"704"
"86fb-3964-f5d6-d188-f65d-610b-30fe-80fc";"181609";"56";"4";"wieś";"stały";"Gminne Przedszkole w Malawie, Malawa 199 B, 36-007 Krasne";"gm. Krasne";"rzeszowski";"podkarpackie";"1122";"1189";"374";"748";"0";"0";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"10";"1";"9";"0";"738";"254";"484"
"4374-7087-9636-8770-0357-41fa-3d32-df0f";"181609";"56";"5";"wieś";"stały";"Zespół Szkół w Strażowie, Strażów 270A, 36-073 Strażów";"gm. Krasne";"rzeszowski";"podkarpackie";"1452";"1494";"498";"954";"0";"6";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"25";"4";"21";"0";"929";"396";"533"
"0405-2a95-462e-0f67-eba5-07ed-400d-b213";"181609";"56";"6";"wieś";"stały";"Szkoła Podstawowa w Palikówce, Palikówka 271, 36-073 Strażów";"gm. Krasne";"rzeszowski";"podkarpackie";"1010";"999";"320";"690";"0";"4";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"9";"4";"5";"0";"676";"255";"421"
"c9ea-ff09-d316-2ddc-5569-f1ea-7b43-9363";"181610";"56";"1";"wieś";"stały";"Urząd Gminy, Lubenia 131, 36-042 Lubenia";"gm. Lubenia";"rzeszowski";"podkarpackie";"1756";"1925";"537";"1219";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"23";"4";"19";"0";"1196";"340";"856"
"f7bf-8a36-1183-af51-ac04-c6e1-3463-a282";"181610";"56";"2";"wieś";"stały";"Dom Kultury, Siedliska 124, 36-042 Lubenia";"gm. Lubenia";"rzeszowski";"podkarpackie";"1287";"1406";"332";"955";"2";"5";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"16";"3";"13";"0";"939";"270";"669"
"5430-4c73-9999-3113-a451-30d3-3d71-7d6d";"181610";"56";"3";"wieś";"stały";"Szkoła Podstawowa w Straszydlu, Straszydle 155, 36-043 Lubenia";"gm. Lubenia";"rzeszowski";"podkarpackie";"1361";"1500";"448";"913";"2";"1";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"15";"3";"12";"0";"898";"195";"703"
"9018-3331-4106-aefb-bdfd-d3eb-8693-f1bd";"181610";"56";"4";"wieś";"stały";"Dom Kultury, Sołonka 26, 36-043 Lubenia";"gm. Lubenia";"rzeszowski";"podkarpackie";"335";"368";"100";"235";"1";"2";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"3";"1";"2";"0";"232";"58";"174"
"27c7-5193-1052-1164-4a4f-e5a5-8329-5294";"181611";"56";"1";"miasto";"stały";"Miejsko Gminny Ośrodek Kultury Sportu i Rekreacji, Lubelska 5, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"1369";"1666";"322";"1047";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"24";"12";"12";"0";"1023";"414";"609"
"4161-ac38-e695-b144-4688-39a3-e729-ce6a";"181611";"56";"2";"miasto";"stały";"Zespół Szkół im. Jana Pawła II, Lubelska 41, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"1398";"1649";"344";"1054";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"21";"7";"14";"0";"1033";"356";"677"
"9934-dcad-56c9-ede5-9a37-ff52-201f-7d85";"181611";"56";"3";"wieś";"stały";"Świetlica Wiejska, Markowizna 34, 36-051 Górno";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"271";"323";"95";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"3";"2";"1";"0";"173";"34";"139"
"0278-1533-2603-beb8-533c-ed31-6e82-d723";"181611";"56";"4";"wieś";"stały";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej ""Sanatorium"", Rzeszowska 5, 36-051 Górno";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"354";"446";"185";"169";"0";"4";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"3";"0";"3";"0";"166";"34";"132"
"e6e3-b661-0e89-48f5-808b-5855-2f05-ba0b";"181611";"56";"5";"wieś";"stały";"Zespół Szkół im. ks. M. Lachora, Centralna 14, 36-051 Górno";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"1069";"1307";"246";"823";"0";"4";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"15";"2";"13";"0";"808";"164";"644"
"6d1b-a1c1-d922-52c1-88c1-3e91-6653-4268";"181611";"56";"6";"wieś";"stały";"Zespół Szkół im. Bł. Bronisława Markiewicza, Trzeboś, Trzeboś Górna Kościelna 1, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"1421";"1702";"364";"1057";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"16";"5";"11";"0";"1041";"157";"884"
"adf8-cbef-aefd-2e6b-2006-c265-282b-a7a5";"181611";"56";"7";"wieś";"stały";"Ochotnicza Straż Pożarna, Nienadówka 712, 36-052 Nienadówka";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"1820";"2194";"430";"1391";"1";"1390";"0";"0";"0";"0";"0";"0";"0";"1390";"0";"0";"1390";"37";"9";"28";"0";"1353";"283";"1070"
"9d57-a9f2-4726-9c6b-e0d1-6bb5-d47a-591d";"181611";"56";"8";"wieś";"stały";"Zespół Szkół im. Królowej Jadwigi, Trzebuska 196, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"757";"912";"206";"551";"0";"0";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"5";"0";"5";"0";"546";"115";"431"
"aa95-4111-1a64-ab25-1128-e9b0-5720-f3bb";"181611";"56";"9";"wieś";"stały";"Dom Kultury, Wólka Niedźwiedzka 264, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"1230";"1473";"390";"840";"1";"3";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"7";"1";"6";"0";"833";"136";"697"
"7f02-e404-bc3f-bd2e-ad3c-834b-f9a8-d1c1";"181611";"56";"10";"wieś";"stały";"Świetlica Wiejska, Wólka Sokołowska 109, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"467";"570";"135";"332";"0";"1";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"0";"0";"0";"0";"332";"61";"271"
"0481-dd7c-b459-5360-cf95-d663-e09b-c893";"181611";"56";"11";"wieś";"stały";"Szkoła Podstawowa im. Św. St. Kostki, Trzeboś-Podlas Podlas 29, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"219";"268";"89";"130";"0";"0";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"130";"1";"0";"1";"0";"129";"22";"107"
"b949-1ced-d216-4858-dbca-96f9-335e-c0f5";"181611";"56";"12";"wieś";"stały";"Zespół Szkół w Sokołowie Młp., Lubelska 37, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"419";"511";"109";"310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"5";"5";"0";"0";"305";"60";"245"
"4450-4e5e-1bee-eb00-d9e7-c657-ce61-296c";"181611";"56";"13";"wieś";"stały";"Świetlica Wiejska, Kąty Trzebuskie 107, 36-050 Sokołów Małopolski";"gm. Sokołów Małopolski";"rzeszowski";"podkarpackie";"367";"455";"97";"270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"7";"2";"5";"0";"263";"36";"227"
"3e67-d517-81e4-3c34-8571-8ad2-ff4b-331e";"181612";"56";"1";"wieś";"stały";"Szkoła Podstawowa w Świlczy, Świlcza 336, 36-072 Świlcza";"gm. Świlcza";"rzeszowski";"podkarpackie";"836";"913";"282";"554";"1";"2";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"4";"3";"1";"0";"550";"189";"361"
"9dfd-b435-a33b-c8be-2708-9fb3-5669-f7e9";"181612";"56";"2";"wieś";"stały";"Dom Strażaka w Świlczy, Świlcza 151, 36-072 Świlcza";"gm. Świlcza";"rzeszowski";"podkarpackie";"1666";"1838";"466";"1200";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1200";"0";"0";"1200";"16";"3";"13";"0";"1184";"478";"706"
"2b41-a011-7a14-942a-eb30-cc51-1be3-9c8b";"181612";"56";"3";"wieś";"stały";"Dom Strażaka w Mrowli, Mrowla 83A, 36-054 Mrowla";"gm. Świlcza";"rzeszowski";"podkarpackie";"1063";"1189";"275";"788";"2";"7";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"20";"2";"18";"0";"768";"272";"496"
"4fbb-ce09-1a4b-5307-e1b6-867d-5a38-952a";"181612";"56";"4";"wieś";"stały";"Szkoła Podstawowa w Rudnej Wielkiej, Rudna Wielka 60, 36-054 Mrowla";"gm. Świlcza";"rzeszowski";"podkarpackie";"1030";"1230";"165";"865";"2";"1";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"16";"6";"10";"0";"849";"366";"483"
"2891-07b1-f5d4-13f1-e560-639e-e354-40ef";"181612";"56";"5";"wieś";"stały";"Środowiskowy Dom Samopomocy w Woliczce, Woliczka 64, 36-071 Trzciana";"gm. Świlcza";"rzeszowski";"podkarpackie";"419";"463";"109";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"7";"2";"5";"0";"303";"112";"191"
"1092-d6d1-3b57-70e1-b89a-b25e-43b3-99be";"181612";"56";"6";"wieś";"stały";"Dom Ludowy w Błędowej Zgłobieńskiej, Błędowa Zgłobieńska 110A, 36-071 Trzciana";"gm. Świlcza";"rzeszowski";"podkarpackie";"409";"444";"159";"250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"3";"0";"3";"0";"247";"83";"164"
"6457-6834-ffa2-0f17-0134-72ed-0195-0c8f";"181612";"56";"7";"wieś";"stały";"Dom Ludowy w Dąbrowie, Dąbrowa 36A, 36-071 Trzciana";"gm. Świlcza";"rzeszowski";"podkarpackie";"808";"883";"283";"525";"0";"1";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"12";"3";"9";"0";"513";"195";"318"
"88fc-83cd-c171-a819-dc84-7dfa-0e1f-34bf";"181612";"56";"8";"wieś";"stały";"Szkoła Podstawowa w Trzcianie, Trzciana 168, 36-071 Trzciana";"gm. Świlcza";"rzeszowski";"podkarpackie";"1858";"2025";"589";"1269";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1269";"0";"0";"1269";"30";"9";"21";"0";"1239";"487";"752"
"1167-4075-be22-8006-7d9a-660e-6116-fbf9";"181612";"56";"9";"wieś";"stały";"Szkoła Podstawowa w Bratkowicach, Bratkowice 398, 36-055 Bratkowice";"gm. Świlcza";"rzeszowski";"podkarpackie";"1579";"1732";"502";"1077";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"22";"1";"21";"0";"1055";"309";"746"
"62bd-76d5-7396-6f06-1d1c-29e9-ef15-1606";"181612";"56";"10";"wieś";"stały";"Szkoła Podstawowa w Bratkowicach, Bratkowice 398, 36-055 Bratkowice";"gm. Świlcza";"rzeszowski";"podkarpackie";"1565";"1700";"512";"1053";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1053";"0";"0";"1053";"21";"2";"19";"0";"1032";"300";"732"
"fc21-c59e-1f7c-8880-291b-afaa-ec0c-e66f";"181613";"56";"1";"wieś";"stały";"Przedszkole w Trzebownisku, Trzebownisko 968, 36-001 Trzebownisko";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"2608";"2818";"818";"1790";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1790";"0";"0";"1790";"22";"5";"17";"0";"1768";"696";"1072"
"a1d9-a860-d5fd-fa21-ad89-93ff-8894-e3fe";"181613";"56";"2";"wieś";"stały";"Zespół Szkół w Zaczerniu im. Armii Krajowej, Zaczernie 249A, 36-062 Zaczernie";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"2589";"2849";"580";"2008";"1";"11";"0";"0";"0";"0";"0";"0";"0";"2007";"0";"0";"2007";"35";"23";"12";"0";"1972";"765";"1207"
"e35c-b7fe-b6c6-a5b8-17b8-48ba-9c6f-358e";"181613";"56";"3";"wieś";"stały";"Zespół Szkół w Nowej Wsi, Nowa Wieś 200, 36-001 Trzebownisko";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"995";"1076";"227";"768";"1";"5";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"17";"1";"16";"0";"751";"267";"484"
"dc98-adee-1cb7-f22c-c3e0-24e5-769e-8908";"181613";"56";"4";"wieś";"stały";"Dom Ludowy w Tajęcinie, Tajęcina 39, 36-002 Jasionka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"380";"413";"121";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"1";"0";"1";"0";"258";"126";"132"
"d8a5-9ac0-2645-89e2-a9af-656f-92ea-0604";"181613";"56";"5";"wieś";"stały";"Zespół Szkół w Jasionce im. Jana Pawła II, Jasionka 301, 36-002 Jasionka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"1770";"1948";"501";"1269";"2";"4";"1";"1";"0";"0";"0";"0";"1";"1270";"1";"0";"1270";"26";"1";"25";"0";"1244";"511";"733"
"16b4-4980-255c-9d2a-7d42-bd6f-db19-690d";"181613";"56";"6";"wieś";"stały";"Zespół Szkół nr 1 w Stobiernej, Stobierna 357, 36-002 Jasionka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"1550";"1714";"522";"1028";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"13";"0";"13";"0";"1015";"351";"664"
"00e4-25ba-77ed-7c1a-380c-600d-eda6-8488";"181613";"56";"7";"wieś";"stały";"Szkoła podstawowa Nr 2 im. Ludwika Nabielaka w Stobiernej, Stobierna 954, 36-002 Jasionka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"759";"842";"268";"491";"0";"0";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"7";"3";"4";"0";"484";"148";"336"
"e58b-cc5c-6988-c865-814e-a922-bcf9-fd97";"181613";"56";"8";"wieś";"stały";"Zespół Szkół w Wólce Podleśnej, Wólka Podleśna 438, 36-002 Jasionka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"1170";"1240";"359";"811";"1";"3";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"17";"2";"15";"0";"793";"247";"546"
"95a0-8f8d-4ab8-c5dd-27aa-79cd-a1d3-9dc8";"181613";"56";"9";"wieś";"stały";"Dom Strażaka Łukawcu, Łukawiec 426, 36-004 Łąka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"1710";"1878";"495";"1215";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1215";"0";"1";"1214";"15";"4";"11";"0";"1199";"309";"890"
"12cb-b76c-4343-d424-0888-d682-7fe4-a478";"181613";"56";"10";"wieś";"stały";"Zespół Szkół w Łące, Łąka 224B, 36-004 Łąka";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"1429";"1562";"467";"962";"1";"0";"0";"0";"0";"0";"0";"0";"0";"962";"0";"1";"961";"17";"6";"11";"0";"944";"338";"606"
"dc88-2d24-4128-74b1-f4dd-6ad9-f31e-b4d0";"181613";"56";"11";"wieś";"stały";"Szkoła Podstawowa w Trzebownisku im. bpa Wojciecha Tomaki Szkoła filialna w Terliczce, Terliczka 213, 36-001 Trzebownisko";"gm. Trzebownisko";"rzeszowski";"podkarpackie";"410";"465";"108";"302";"0";"7";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"1";"0";"1";"0";"301";"100";"201"
"9dbc-e3b3-09e6-6743-02ca-4fc5-e48c-82f2";"181614";"56";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury w Tyczynie (holl), ul. Mickiewicza 1, 36-020 Tyczyn";"gm. Tyczyn";"rzeszowski";"podkarpackie";"1030";"1122";"257";"773";"0";"7";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"15";"3";"12";"0";"758";"344";"414"
"e299-86a4-1f84-6e05-98e0-f4b9-eac2-28c8";"181614";"56";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury w Tyczynie (sala widowiskowa), ul. Mickiewicza 1, 36-020 Tyczyn";"gm. Tyczyn";"rzeszowski";"podkarpackie";"1670";"1839";"451";"1219";"8";"8";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"19";"5";"14";"0";"1200";"521";"679"
"37f9-98ea-58f2-c6fe-d8fd-2bd1-6cc8-e3b2";"181614";"56";"3";"wieś";"stały";"Dom Ludowy w Kielnarowej, Kielnarowa 57, 36-020 Tyczyn";"gm. Tyczyn";"rzeszowski";"podkarpackie";"1363";"1524";"419";"944";"0";"7";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"14";"4";"10";"0";"930";"319";"611"
"f832-9b0d-ed5e-6978-00eb-fd0b-cd4c-220b";"181614";"56";"4";"wieś";"stały";"Dom Ludowy w Borku Starym, Borek Stary 84, 36-020 Tyczyn";"gm. Tyczyn";"rzeszowski";"podkarpackie";"1309";"1437";"379";"930";"1";"5";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"16";"7";"9";"0";"914";"264";"650"
"b5a7-5e00-5883-5d3e-0e5b-2ca4-c12e-af09";"181614";"56";"5";"wieś";"stały";"Dom Ludowy w Hermanowej, Hermanowa 225, 36-020 Tyczyn";"gm. Tyczyn";"rzeszowski";"podkarpackie";"1030";"1129";"310";"720";"2";"2";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"17";"2";"15";"0";"703";"202";"501"
"19ff-4b30-1354-b7c5-6bae-ff8b-69b3-d8cc";"181614";"56";"6";"wieś";"stały";"Szkoła Podstawowa w Hermanowej, Hermanowa 212, 36-020 Tyczyn";"gm. Tyczyn";"rzeszowski";"podkarpackie";"907";"1004";"314";"593";"2";"1";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"20";"4";"16";"0";"573";"159";"414"
"4e28-309e-a5b3-b0c3-6690-bca6-b49e-f8eb";"186301";"56";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Bernardyńska 4, 35-069 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1563";"1794";"581";"982";"2";"40";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"18";"5";"13";"0";"964";"511";"453"
"6a40-d316-dd15-3f98-a6bd-c076-5eb7-d4e6";"186301";"56";"2";"miasto";"stały";"IX Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Orzeszkowej 8a, 35-006 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1460";"1652";"541";"919";"2";"3";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"19";"3";"16";"0";"899";"475";"424"
"11a7-a39a-81ea-9fbf-8d93-e9be-dcc7-20bb";"186301";"56";"3";"miasto";"stały";"Zespół Szkół Muzycznych nr 1, ul. Szopena 32, 35-055 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1369";"1560";"410";"959";"1";"14";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"20";"9";"11";"0";"936";"535";"401"
"b3d6-dfe5-08af-a103-f8b1-9467-db7a-b2c5";"186301";"56";"4";"miasto";"stały";"I Liceum Ogólnokształcące, ul. 3 Maja 15, 35-030 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"832";"973";"236";"596";"4";"38";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"15";"5";"10";"0";"580";"356";"224"
"d512-05c9-eb6b-37f9-8d85-072e-0360-6d87";"186301";"56";"5";"miasto";"stały";"Przedszkole Publiczne nr 7, ul. Pułaskiego 3a, 35-011 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1835";"2089";"440";"1395";"2";"16";"0";"0";"0";"0";"0";"0";"0";"1393";"0";"0";"1393";"27";"11";"16";"0";"1366";"807";"559"
"90e0-2518-ed71-ce0e-8a4f-7043-5e33-c495";"186301";"56";"6";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Hoffmanowej 13, 35-016 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1589";"1795";"517";"1072";"0";"7";"2";"2";"0";"0";"0";"0";"2";"1075";"2";"0";"1075";"24";"7";"17";"0";"1051";"642";"409"
"6009-864f-3a10-d414-4e27-b6c8-fe01-1a31";"186301";"56";"7";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Bulwarowa 3, 35-051 Rzeszów";"m. Rzeszów";"Rzeszów";"podkarpackie";"1042";"1168";"280";"762";"1";"2";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"11";"0";"11";"0";"751";"474";"277"
