"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zbigniew ADAMCZYK";"Ryszard Jakub BOBER";"Andrzej Tadeusz MIODUSZEWSKI";"Marek NOWAK";"Robert ZADURA"
"0850-d041-b47d-2dd4-6b79-6629-99dc-a1f3";"041206";"12";"1";"wieś";"stały";"Szkoła Podstawowa w Radzikach Dużych, Radziki Duże 9B, 87-337 Wąpielsk";"gm. Wąpielsk";"rypiński";"kujawsko-pomorskie";"583";"648";"243";"340";"0";"3";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"7";"2";"5";"0";"333";"21";"133";"149";"13";"17"
"7330-4436-4477-7084-4235-520b-799c-7946";"041206";"12";"2";"wieś";"stały";"Szkoła Podstawowa w Radzikach Dużych, Radziki Duże 9B, 87-337 Wąpielsk";"gm. Wąpielsk";"rypiński";"kujawsko-pomorskie";"330";"366";"190";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"6";"1";"5";"0";"133";"5";"51";"53";"12";"12"
"7d53-8495-c509-2fc7-4f0a-4e15-5078-8426";"041206";"12";"3";"wieś";"stały";"Szkoła Podstawowa w Wąpielsku, Wąpielsk 114, 87-337 Wąpielsk";"gm. Wąpielsk";"rypiński";"kujawsko-pomorskie";"551";"613";"262";"289";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"1";"0";"1";"0";"288";"20";"87";"146";"16";"19"
"ae6e-4672-93f5-3a21-5f0e-32d2-2997-d583";"041206";"12";"4";"wieś";"stały";"Szkoła Podstawowa w Wąpielsku, Wąpielsk 114, 87-337 Wąpielsk";"gm. Wąpielsk";"rypiński";"kujawsko-pomorskie";"550";"605";"301";"249";"1";"0";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"7";"0";"7";"0";"242";"16";"86";"127";"8";"5"
"dbc5-285a-474e-ba5c-6ba9-9bb6-c8f3-1f23";"041206";"12";"5";"wieś";"stały";"Szkoła Podstawowa w Półwiesku Małym, Półwiesk Mały 37, 87-337 Wąpielsk";"gm. Wąpielsk";"rypiński";"kujawsko-pomorskie";"361";"411";"178";"183";"1";"1";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"3";"1";"2";"0";"180";"9";"61";"93";"8";"9"
"2ce3-3c15-dbb4-9887-68c9-ebff-dc6b-1cd4";"041206";"12";"6";"wieś";"stały";"Szkoła Podstawowa w Długiem, Długie 70, 87-337 Wąpielsk";"gm. Wąpielsk";"rypiński";"kujawsko-pomorskie";"529";"585";"255";"274";"0";"2";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"4";"0";"4";"0";"270";"22";"91";"114";"20";"23"
"7306-c40c-ebdb-ad40-4b9a-dc6e-7069-f974";"041701";"12";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Jana Pawła II, ul. Wolności 30, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"639";"697";"284";"355";"2";"1";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"5";"1";"4";"0";"350";"21";"174";"84";"28";"43"
"ffd0-9886-667b-905e-d078-e1a6-a0a8-c860";"041701";"12";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Edmunda Wojnowskiego, ul. Tysiąclecia 1, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"1347";"1465";"500";"847";"0";"6";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"19";"7";"12";"0";"828";"50";"392";"222";"80";"84"
"17a5-7e50-4b65-280d-4f4e-d556-921e-f941";"041701";"12";"3";"miasto";"stały";"Przedszkole Miejskie ""Bajka"", ul. Tysiąclecia 2a, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"611";"669";"140";"471";"2";"2";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"13";"0";"13";"0";"458";"26";"259";"88";"50";"35"
"02a9-f02c-4e32-ed57-5015-4d5c-3e50-4ef5";"041701";"12";"4";"miasto";"stały";"Miejski Zakład Energetyki Cieplnej, Wodociągów i Kanalizacji Sp. z o. o., ul. Tysiąclecia 8A, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"1313";"1441";"502";"811";"1";"2";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"12";"5";"7";"0";"799";"59";"360";"218";"79";"83"
"198d-7279-f2de-b1fe-7077-1d4e-3a92-064c";"041701";"12";"5";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Pawła II (dawny budynek Gimnazjum Nr 1), ul. Wolności 30, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"529";"578";"275";"254";"1";"2";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"5";"0";"5";"0";"248";"19";"118";"68";"17";"26"
"309a-e676-ece9-ed6f-07e4-047b-9ef5-e2d7";"041701";"12";"6";"miasto";"stały";"Wąbrzeski Dom Kultury, ul. Wolności 47, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"1159";"1264";"408";"751";"1";"5";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"20";"5";"15";"0";"731";"58";"370";"176";"60";"67"
"1dc9-09bf-7920-c9ae-e540-632d-65a8-ae23";"041701";"12";"7";"miasto";"stały";"Miejska i Powiatowa Biblioteka Publiczna im. Witalisa Szlachcikowskiego, ul. Matejki 11B, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"590";"665";"267";"323";"0";"1";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"2";"0";"2";"0";"321";"15";"154";"95";"25";"32"
"1679-fa06-17cf-4fd8-7211-4512-d231-4849";"041701";"12";"8";"miasto";"stały";"Centrum Kształcenia Praktycznego i Ustawicznego, ul. Staszica 2, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"1280";"1396";"556";"724";"2";"2";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"19";"4";"15";"0";"705";"45";"338";"188";"80";"54"
"ea97-4f02-8b6c-7cd5-5f36-705c-40d1-dbae";"041701";"12";"9";"miasto";"stały";"Przedszkole Miejskie ""Bajka"", ul. Żeromskiego 11, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"1272";"1385";"540";"732";"1";"3";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"19";"4";"15";"0";"711";"59";"337";"193";"72";"50"
"e58d-6846-1aef-7891-1aed-6088-7bc6-0c8f";"041701";"12";"10";"miasto";"stały";"Komenda Powiatowa Państwowej Straży Pożarnej, ul. św. Floriana 6, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"581";"632";"168";"413";"1";"2";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"2";"2";"0";"0";"411";"27";"197";"129";"31";"27"
"3817-c6c2-9971-b888-9ed8-47d5-9ee3-2b14";"041701";"12";"11";"miasto";"zakład leczniczy";"Nowy Szpital Sp. z o. o., ul. Wolności 27, 87-200 Wąbrzeźno";"m. Wąbrzeźno";"wąbrzeski";"kujawsko-pomorskie";"131";"61";"117";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"1";"1";"0";"0";"13";"0";"1";"8";"4";"0"
"72f7-3794-cbea-05e0-64c4-8eb0-8ca9-92e0";"041702";"12";"1";"wieś";"stały";"Szkoła Podstawowa, Dębowa Łąka 127, 87-207 Dębowa Łąka";"gm. Dębowa Łąka";"wąbrzeski";"kujawsko-pomorskie";"811";"892";"361";"450";"0";"1";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"11";"2";"9";"0";"439";"21";"179";"168";"33";"38"
"da69-43e5-d9c0-c352-e0c2-85ef-7fd8-d42b";"041702";"12";"2";"wieś";"stały";"Szkoła Podstawowa, Łobdowo 6, 87-207 Dębowa Łąka";"gm. Dębowa Łąka";"wąbrzeski";"kujawsko-pomorskie";"658";"727";"327";"331";"0";"0";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"6";"0";"6";"0";"325";"25";"112";"145";"20";"23"
"90cf-a485-c1c8-0dcf-cf4d-b43b-4256-4746";"041702";"12";"3";"wieś";"stały";"Szkoła Podstawowa, Wielkie Radowiska 2, 87-207 Dębowa Łąka";"gm. Dębowa Łąka";"wąbrzeski";"kujawsko-pomorskie";"811";"902";"389";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"9";"0";"9";"0";"413";"32";"153";"173";"31";"24"
"aeb5-b328-bf02-2562-7bd2-36ab-bbe9-afde";"041703";"12";"1";"wieś";"stały";"Gminny Ośrodek Kultury, Szkolna 4, 87-222 Książki";"gm. Książki";"wąbrzeski";"kujawsko-pomorskie";"880";"964";"369";"511";"0";"3";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"11";"2";"9";"0";"500";"22";"226";"184";"32";"36"
"335f-1c33-08c2-d479-b4a9-60f7-3ae5-985a";"041703";"12";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 6, 87-222 Książki";"gm. Książki";"wąbrzeski";"kujawsko-pomorskie";"882";"973";"404";"478";"0";"0";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"9";"2";"7";"0";"469";"22";"178";"177";"55";"37"
"ffc9-6cfb-17c4-e25a-e71c-3d97-d5fc-f1c1";"041703";"12";"3";"wieś";"stały";"Świetlica Wiejska, Łopatki 42, 87-222 Książki";"gm. Książki";"wąbrzeski";"kujawsko-pomorskie";"660";"731";"336";"324";"0";"2";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"5";"0";"5";"0";"319";"13";"118";"138";"20";"30"
"9d29-6d5b-8e4c-08b1-1264-b4b3-518d-a3e5";"041703";"12";"4";"wieś";"stały";"Świetlica Wiejska, Osieczek 187a, 87-222 Książki";"gm. Książki";"wąbrzeski";"kujawsko-pomorskie";"560";"625";"284";"276";"1";"2";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"4";"1";"3";"0";"272";"23";"75";"117";"24";"33"
"6a21-0c1b-7b5f-fa3d-ce0b-5a45-7a0f-7779";"041704";"12";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Płużnica 43, 87-214 Płużnica";"gm. Płużnica";"wąbrzeski";"kujawsko-pomorskie";"689";"763";"277";"412";"3";"3";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"16";"2";"14";"0";"396";"17";"151";"141";"45";"42"
"962a-f0d5-e663-84ab-024e-a1f4-a1b0-e296";"041704";"12";"2";"wieś";"stały";"Sala Gimnastyczna, Płużnica 37a, 87-214 Płużnica";"gm. Płużnica";"wąbrzeski";"kujawsko-pomorskie";"669";"751";"299";"370";"1";"0";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"12";"1";"11";"0";"358";"19";"140";"141";"36";"22"
"840c-0d50-9173-6e5a-8f37-681a-55bd-e342";"041704";"12";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny budynek w Nowej Wsi Królewskiej, Nowa Wieś Królewska 25, 87-214 Płużnica";"gm. Płużnica";"wąbrzeski";"kujawsko-pomorskie";"1099";"1170";"562";"537";"2";"0";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"22";"1";"21";"0";"515";"33";"200";"197";"55";"30"
"6df9-f23a-e1ce-71de-a400-afdb-bae1-8a97";"041704";"12";"4";"wieś";"stały";"Remizo-świetlica, Błędowo 67, 87-214 Płużnica";"gm. Płużnica";"wąbrzeski";"kujawsko-pomorskie";"969";"1064";"507";"462";"0";"2";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"14";"2";"12";"0";"448";"34";"182";"161";"40";"31"
"99a0-5366-3cc3-2b93-3544-b247-e259-8336";"041705";"12";"1";"wieś";"stały";"Szkoła Podstawowa, Jarantowice 84C, 87-200 Wąbrzeźno";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"734";"817";"317";"417";"0";"1";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"0";"0";"0";"0";"417";"18";"185";"159";"31";"24"
"3bae-cf91-e7af-2d1d-04c7-d702-8d55-0a20";"041705";"12";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 4, 87-213 Ryńsk";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"1598";"1736";"755";"843";"0";"0";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"23";"4";"19";"0";"818";"45";"341";"329";"65";"38"
"495c-fc81-edcc-5512-9174-c225-fe07-69b8";"041705";"12";"3";"wieś";"stały";"Świetlica, Łabędź 1, 87-200 Wąbrzeźno";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"890";"988";"465";"425";"0";"5";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"11";"5";"6";"0";"414";"33";"173";"136";"25";"47"
"f71c-a6ca-3d2b-b3f4-044b-ad0a-6c64-9022";"041705";"12";"4";"wieś";"stały";"Świetlica, Wałycz ul. Lecha Mączyńskiego 17, 87-200 Wąbrzeźno";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"713";"778";"280";"433";"0";"0";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"10";"2";"8";"0";"423";"27";"178";"154";"27";"37"
"0610-0739-d3c8-9b9c-3105-6d12-08df-f352";"041705";"12";"5";"wieś";"stały";"Szkoła Podstawowa, Zieleń 56, 87-200 Wąbrzeźno";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"1049";"1161";"522";"527";"0";"1";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"17";"4";"13";"0";"510";"38";"189";"224";"29";"30"
"81dc-045f-3dd0-f591-5c56-1889-6bb0-aa48";"041705";"12";"6";"wieś";"stały";"Szkoła Podstawowa, Myśliwiec 3, 87-200 Wąbrzeźno";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"638";"724";"322";"316";"0";"1";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"5";"1";"4";"0";"311";"26";"113";"129";"29";"14"
"185b-d75a-6d39-23f2-663d-2e4f-32ea-e4cf";"041705";"12";"7";"wieś";"stały";"Świetlica, Czystochleb 11, 87-200 Wąbrzeźno";"gm. Ryńsk";"wąbrzeski";"kujawsko-pomorskie";"461";"517";"241";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"220";"0";"0";"220";"6";"1";"5";"0";"214";"31";"79";"61";"18";"25"
"cd1a-f953-3a7e-4dc8-c6c0-c827-d3f7-95d7";"046201";"12";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Jaśminowa 2, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1190";"1316";"400";"790";"1";"3";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"23";"1";"22";"0";"766";"55";"308";"218";"137";"48"
"9b19-3c74-8fd1-c789-e2a3-0e5d-c041-333b";"046201";"12";"2";"miasto";"stały";"Zespół Szkół Rolniczych, ul. Lipowa 33, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1879";"2032";"581";"1298";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1298";"0";"0";"1298";"31";"8";"23";"0";"1267";"105";"476";"407";"195";"84"
"8a7c-cdb9-e0e6-7d4f-9ccf-cd3c-05eb-f7fd";"046201";"12";"3";"miasto";"stały";"Budynek po byłym Gimnazjum Nr 9, ul. I. Paderewskiego 10, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1697";"1873";"599";"1098";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1098";"0";"0";"1098";"23";"5";"18";"0";"1075";"85";"359";"359";"209";"63"
"b8fd-78e6-64f4-efc9-745c-a079-043d-73eb";"046201";"12";"4";"miasto";"stały";"Przedszkole Miejskie ""TARPNO"", ul. Dąbrówki 6, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"833";"898";"377";"456";"0";"4";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"15";"7";"8";"0";"441";"40";"145";"159";"82";"15"
"68d1-3d77-3885-b8ce-fe61-ebac-98b7-2ef8";"046201";"12";"5";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Dąbrówki 7, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"895";"959";"361";"534";"0";"0";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"16";"6";"10";"0";"518";"36";"189";"169";"93";"31"
"ce72-305c-7567-a354-fd7f-f818-8d82-2e02";"046201";"12";"6";"miasto";"stały";"Miejski Ośrodek Rekreacji i Wypoczynku, ul. Za Basenem 2, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1546";"1590";"599";"947";"1";"4";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"22";"9";"13";"0";"925";"71";"306";"340";"155";"53"
"d231-3ea7-8f4e-94c7-719b-0232-e5b2-b048";"046201";"12";"7";"miasto";"stały";"Dom Dziennego Pobytu, ul. marsz. J. Piłsudskiego 111, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"880";"968";"349";"531";"0";"2";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"6";"4";"2";"0";"525";"32";"187";"188";"87";"31"
"7e2f-5538-a65f-c6f0-b852-a06b-9992-8f5d";"046201";"12";"8";"miasto";"stały";"Klub Centrum Szkolenia Logistyki, ul. A. Walentynowicz 6, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"999";"1088";"384";"615";"1";"2";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"14";"1";"13";"0";"601";"33";"262";"192";"85";"29"
"22fc-cce6-6a49-b4d3-052a-2404-37a5-cbe9";"046201";"12";"9";"miasto";"stały";"Biblioteka Miejska, ul. Legionów 28, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1300";"1393";"616";"684";"0";"2";"2";"2";"0";"0";"0";"0";"2";"686";"2";"0";"686";"10";"7";"3";"0";"676";"50";"242";"218";"129";"37"
"8121-f745-6f10-5c22-7535-d300-f9e2-3f80";"046201";"12";"10";"miasto";"stały";"Szkoła Podstawowa Nr 9 (sala gimnastyczna), ul. Forteczna 29, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1632";"1678";"864";"768";"1";"1";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"14";"4";"10";"0";"754";"44";"281";"262";"125";"42"
"b3e7-0c01-7caa-1631-7b40-d5f0-df26-81c7";"046201";"12";"11";"miasto";"stały";"Centrum Kształcenia Ustawicznego, ul. Legionów 2, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1061";"1147";"533";"528";"0";"7";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"20";"4";"16";"0";"508";"46";"171";"162";"103";"26"
"dfd9-b5a5-27cf-2eb9-0855-face-12eb-786e";"046201";"12";"12";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Sienkiewicza 24, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"460";"503";"198";"262";"0";"4";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"6";"0";"6";"0";"256";"17";"99";"73";"48";"19"
"8074-0396-eac0-8748-62b7-419f-04d9-8efd";"046201";"12";"13";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. gen. Sikorskiego 42, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"630";"686";"252";"378";"0";"3";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"7";"3";"4";"0";"371";"32";"125";"125";"71";"18"
"2d51-dcaa-b29f-73d4-1ff0-6bf1-4414-a314";"046201";"12";"14";"miasto";"stały";"Szkoła Podstawowa Nr 16, ul. Kochanowskiego 19, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1866";"2000";"661";"1205";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1206";"1";"0";"1206";"22";"5";"17";"0";"1184";"102";"451";"366";"190";"75"
"308a-2de5-8748-0100-4acd-56b4-e871-e09f";"046201";"12";"15";"miasto";"stały";"Zespół Szkół Budowlanych i Plastycznych Liceum Plastyczne, ul. L. Waryńskiego 78, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"778";"859";"248";"530";"1";"0";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"12";"3";"9";"0";"518";"39";"176";"170";"100";"33"
"44a9-1c9d-714b-f815-c54b-4545-7c4e-c5d0";"046201";"12";"16";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Mikołaja z Ryńska 6, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"678";"764";"206";"472";"2";"0";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"14";"0";"14";"0";"458";"33";"153";"176";"58";"38"
"d52c-887c-107a-7fe8-8968-1e82-2645-2f1c";"046201";"12";"17";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Moniuszki 14, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1620";"1736";"599";"1021";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"19";"10";"9";"0";"1002";"68";"378";"305";"181";"70"
"d45b-5fa2-9e03-bf2d-e0a5-4832-0842-fb30";"046201";"12";"18";"miasto";"stały";"Centrum Kultury TEATR, ul. Teatralna 1, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1430";"1559";"608";"822";"0";"8";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"19";"4";"15";"0";"803";"57";"278";"251";"170";"47"
"d839-71c8-b968-9909-c42c-f045-ab7b-fcb3";"046201";"12";"19";"miasto";"stały";"Klub AKCENT, ul. J. Wybickiego 38, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1070";"1162";"580";"490";"0";"2";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"8";"8";"0";"0";"482";"43";"141";"182";"89";"27"
"7a8b-c9c0-e740-0bb6-cdeb-de36-0154-d474";"046201";"12";"20";"miasto";"stały";"Zespół Szkół Gastronomiczno-Hotelarskich, ul. Curie-Skłodowskiej 22/24, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"842";"934";"426";"416";"1";"6";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"10";"2";"8";"0";"406";"37";"155";"133";"59";"22"
"6ba4-c342-707f-34da-a75c-29c9-28af-0622";"046201";"12";"21";"miasto";"stały";"Urząd Miejski, ul. Ratuszowa 1, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"578";"644";"286";"292";"1";"6";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"6";"0";"6";"0";"284";"25";"97";"89";"48";"25"
"5b76-90c4-8d68-83de-72dc-4a02-983f-4bc8";"046201";"12";"22";"miasto";"stały";"Szkoła Podstawowa Nr 17, ul. Al. 23 Stycznia 30, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"549";"597";"298";"251";"1";"3";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"6";"1";"5";"0";"245";"16";"88";"83";"46";"12"
"bd9b-4588-1cd8-9a6f-0cbd-4040-c854-884d";"046201";"12";"23";"miasto";"stały";"MARINA, ul. Portowa 8, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"730";"786";"420";"310";"1";"3";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"6";"2";"4";"0";"304";"21";"96";"126";"46";"15"
"a789-82fd-fa3f-1180-1a04-c759-4b01-e95b";"046201";"12";"24";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Narutowicza 6, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"840";"922";"397";"443";"0";"2";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"3";"0";"3";"0";"440";"33";"141";"132";"102";"32"
"5b9c-32d1-cd08-53d4-eabd-b6cd-3ac7-1d94";"046201";"12";"25";"miasto";"stały";"Zespół Placówek Młodzieżowych ""Bursa"", ul. gen. J. Hallera 37, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1299";"1440";"469";"830";"0";"10";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"23";"7";"16";"0";"807";"76";"297";"241";"151";"42"
"239c-cad8-b34b-dcff-ddfc-7ae9-9272-9701";"046201";"12";"26";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Konarskiego 39, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1310";"1406";"548";"762";"4";"2";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"16";"6";"10";"0";"746";"64";"241";"250";"138";"53"
"6963-7641-e464-15bf-761e-4f99-2c28-79bd";"046201";"12";"27";"miasto";"stały";"Zespół Placówek Edukacyjno-Rewalidacyjnych, ul. Parkowa 25, 86-300 Grudziądz";"m. Grudziądz";"Grudziądz";"kujawsko-pomorskie";"1200";"1240";"545";"655";"0";"1";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"18";"9";"9";"0";"637";"46";"249";"184";"120";"38"
