"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Zbigniew ZIEJEWSKI - nr na liście 1";"Piotr ŻUCHOWSKI - nr na liście 2";"Dariusz FREJNIK - nr na liście 3";"Edward Mieczysław PIETRULEWICZ - nr na liście 4";"Paweł SZAKIEWICZ - nr na liście 5";"Małgorzata Dorota SOWICKA - nr na liście 6";"Monika Barbara MARCHALEWSKA - nr na liście 7";"Robert Jan HUSZCZA - nr na liście 8";"Katarzyna GRANACKA - nr na liście 9";"Andrzej Janusz WIŚNIEWSKI - nr na liście 10";"Anetta Krystyna SŁOMCZYŃSKA-KĄDZIOŁKA - nr na liście 11";"Wioletta JASKÓLSKA - nr na liście 12";"Adam Jacek ŻYLIŃSKI - nr na liście 13";"Ewa NISIEWICZ - nr na liście 14";"Krzysztof GROBLEWSKI - nr na liście 15";"Stanisław ŻELICHOWSKI - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Leonard Seweryn KRASULSKI - nr na liście 1";"Jerzy Zbigniew WILK - nr na liście 2";"Zbigniew BABALSKI - nr na liście 3";"Marcin KAZIMIERCZUK - nr na liście 4";"Monika Anna MODZELEWSKA-KOZIOŁ - nr na liście 5";"Damian Jan GODZIŃSKI - nr na liście 6";"Paweł Andrzej KOWSZYŃSKI - nr na liście 7";"Adam OŁDAKOWSKI - nr na liście 8";"Anna WĘGŁOWSKA - nr na liście 9";"Karolina Ewa GOIK - nr na liście 10";"Anna PIĄTEK - nr na liście 11";"Grażyna KAMIŃSKA - nr na liście 12";"Jolanta Wiesława ANDRUSZKIEWICZ - nr na liście 13";"Robert GONTARZ - nr na liście 14";"Grzegorz KIEROZALSKI - nr na liście 15";"Jacek Roman PAWLIK - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Monika Walentyna FALEJ - nr na liście 1";"Andrzej Jan ZIELONKA - nr na liście 2";"Emilia BARTKOWSKA - nr na liście 3";"Ryszard KLIM - nr na liście 4";"Daniel Adrian ZDANOWSKI - nr na liście 5";"Sylwia PIEKART - nr na liście 6";"Janusz PASJAK - nr na liście 7";"Jakub Przemysław GIEREJ - nr na liście 8";"Robert KOLIŃSKI - nr na liście 9";"Milena FALKOWSKA-HOJAN - nr na liście 10";"Piotr PACYNO - nr na liście 11";"Urszula Klara PĄGOWSKA - nr na liście 12";"Wincenty Marian PRZYBOROWSKI - nr na liście 13";"Mirosław Józef SZULC - nr na liście 14";"Paweł WÓJCIK - nr na liście 15";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Andrzej Piotr WYRĘBEK - nr na liście 1";"Kaja Ewelina SZYNKIELEWSKA - nr na liście 2";"Krystian Maciej ŁOŻYŃSKI - nr na liście 3";"Tomasz Jacek KACZKOWSKI - nr na liście 4";"Marek HUL - nr na liście 5";"Agnieszka Maria POŁEĆ - nr na liście 6";"Teresa Genowefa RUKSZTEŁŁO - nr na liście 7";"Marika ZENOWICZ - nr na liście 8";"Genowefa Grażyna SZCZEPAŃSKA - nr na liście 9";"Marek CHRAPAN - nr na liście 10";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Jacek PROTAS - nr na liście 1";"Bernadeta Justyna HORDEJUK - nr na liście 2";"Elżbieta Kazimiera GELERT - nr na liście 3";"Piotr CIEŚLIŃSKI - nr na liście 4";"Ewa Barbara DEMBEK - nr na liście 5";"Katarzyna KRÓLAK - nr na liście 6";"Marian JANICKI - nr na liście 7";"Leszek Jan DZIĄG - nr na liście 8";"Elżbieta ZABŁOCKA - nr na liście 9";"Antoni CZYŻYK - nr na liście 10";"Ryszard KOWALSKI - nr na liście 11";"Krystyna JANCZEWSKA - nr na liście 12";"Marek BORKOWSKI - nr na liście 13";"Angelika Jolanta DOMAŃSKA - nr na liście 14";"Łukasz PIŚKIEWICZ - nr na liście 15";"Miron SYCZ - nr na liście 16";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Wojciech Adam PENKALSKI - nr na liście 1";"Agnieszka FALKOWSKA - nr na liście 2";"Stanisław Czesław JASINA - nr na liście 3";"Agnieszka Anna KUCIŃSKA - nr na liście 4";"Krzysztof KĘPIŃSKI - nr na liście 5";"Anita KOWALSKA - nr na liście 6";"Tomasz ORŁOWSKI - nr na liście 7";"Monika Marcjanna LEWANDOWSKA - nr na liście 8";"Jarosław DREWA - nr na liście 9";"Jolanta KWAŚNIEWSKA - nr na liście 10";"Piotr Roman BANACH - nr na liście 11";"Ryszard NAŁĘCZ - nr na liście 12";"Anna ŁOŻYŃSKA - nr na liście 13";"Mariusz Wojciech ZAORSKI - nr na liście 14";"Anna SYCZ - nr na liście 15"
"9a04-9293-d3ac-8dcf-96ba-220e-efcd-f199";"280103";"34";"8";"wieś";"stały";"Dom Kultury w Wojciechach, Wojciechy 68, 11-200 Bartoszyce";"gm. Bartoszyce";"bartoszycki";"warmińsko-mazurskie";"570";"621";"278";"292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"12";"9";"3";"0";"280";"32";"1";"2";"0";"1";"1";"1";"0";"23";"0";"1";"0";"0";"0";"0";"1";"1";"156";"30";"2";"5";"6";"3";"0";"0";"55";"0";"0";"3";"3";"43";"0";"0";"6";"20";"7";"2";"2";"0";"0";"0";"0";"1";"0";"2";"1";"2";"0";"2";"1";"15";"6";"2";"1";"0";"0";"2";"0";"1";"2";"1";"52";"8";"0";"3";"4";"1";"0";"0";"0";"7";"0";"0";"0";"1";"1";"0";"27";"5";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1"
"27e7-48d3-45ca-5b67-5747-bcc7-7ee9-3fc1";"280103";"34";"9";"wieś";"stały";"Szkoła Podstawowa w Żydowie, Żydowo 2, 11-200 Bartoszyce";"gm. Bartoszyce";"bartoszycki";"warmińsko-mazurskie";"490";"534";"223";"267";"0";"5";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"3";"2";"1";"0";"264";"27";"0";"1";"0";"0";"1";"3";"1";"13";"0";"1";"0";"5";"0";"0";"0";"2";"145";"13";"8";"4";"13";"1";"0";"0";"72";"2";"0";"0";"0";"27";"0";"0";"5";"17";"3";"2";"2";"1";"2";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1";"20";"12";"3";"0";"2";"0";"1";"1";"0";"1";"0";"46";"17";"1";"0";"6";"1";"1";"0";"0";"4";"0";"0";"0";"2";"0";"0";"14";"9";"1";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"1";"0";"0";"4"
"4c4f-ade2-9d97-0691-7bfe-0db5-841c-693d";"280104";"34";"1";"miasto";"stały";"Ośrodek Kultury i Aktywności Lokalnej w Bisztynku, ul. Ogrodowa 2, 11-230 Bisztynek";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";"857";"916";"446";"411";"0";"4";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"17";"15";"2";"0";"394";"37";"4";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"29";"0";"0";"0";"1";"153";"24";"12";"11";"13";"3";"0";"2";"43";"5";"0";"5";"4";"12";"3";"2";"14";"81";"9";"4";"6";"0";"0";"1";"0";"0";"0";"5";"1";"2";"0";"0";"53";"33";"18";"3";"5";"1";"2";"1";"0";"0";"0";"3";"80";"43";"1";"1";"1";"2";"1";"0";"0";"3";"1";"1";"0";"2";"2";"0";"22";"10";"0";"1";"0";"0";"0";"1";"0";"2";"0";"2";"0";"1";"0";"0";"3"
"d01e-1d97-acd8-1786-e9b0-3f94-55df-17ed";"280104";"34";"2";"miasto";"stały";"Ośrodek Kultury i Aktywności Lokalnej w Bisztynku, ul. Ogrodowa 2, 11-230 Bisztynek";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";"920";"949";"387";"533";"0";"3";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"11";"9";"2";"0";"522";"61";"9";"4";"0";"4";"2";"0";"0";"2";"1";"0";"1";"35";"1";"0";"0";"2";"176";"18";"7";"9";"25";"2";"0";"2";"66";"3";"0";"2";"6";"20";"0";"0";"16";"110";"25";"7";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"73";"38";"18";"3";"0";"8";"4";"2";"0";"2";"0";"1";"131";"78";"6";"2";"4";"1";"2";"0";"1";"6";"0";"0";"1";"1";"1";"0";"28";"6";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"1"
"1bd9-9e48-a022-5762-bed0-4295-79b3-8241";"280104";"34";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bisztynku, ul. Kolejowa 5, 11-230 Bisztynek";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";"702";"762";"419";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"12";"12";"0";"0";"271";"29";"8";"4";"1";"1";"2";"1";"0";"0";"3";"2";"0";"7";"0";"0";"0";"0";"109";"7";"7";"11";"11";"4";"1";"1";"36";"0";"0";"2";"0";"22";"0";"0";"7";"60";"11";"3";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"2";"40";"12";"5";"4";"0";"0";"0";"2";"0";"0";"1";"0";"52";"25";"0";"1";"4";"2";"2";"0";"0";"1";"1";"0";"0";"0";"1";"0";"15";"9";"6";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"0"
"f722-cdc0-507d-a27e-5b82-a81b-2cf2-2c9a";"280104";"34";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bisztynku, ul. Kolejowa 5, 11-230 Bisztynek";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";"631";"681";"386";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"6";"3";"3";"0";"239";"22";"1";"3";"3";"0";"0";"1";"1";"2";"0";"0";"0";"6";"0";"0";"2";"3";"133";"12";"7";"6";"14";"1";"0";"0";"51";"2";"0";"4";"2";"17";"0";"0";"17";"30";"8";"1";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"16";"20";"15";"1";"0";"0";"0";"2";"0";"1";"0";"1";"25";"16";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"4";"9";"1";"1";"0";"1";"2";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0"
"3c7a-d7c2-d520-8cab-214e-9430-0da3-e098";"280104";"34";"5";"wieś";"stały";"Szkoła Podstawowa w Sątopach, Sątopy 1, 11-230 Bisztynek";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";"920";"1004";"588";"332";"0";"7";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"12";"12";"0";"0";"320";"31";"4";"1";"1";"1";"3";"1";"2";"1";"1";"0";"1";"12";"0";"0";"0";"3";"171";"15";"12";"13";"21";"11";"3";"3";"62";"3";"1";"4";"1";"15";"0";"0";"7";"66";"7";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"56";"13";"8";"1";"0";"1";"0";"2";"0";"0";"1";"0";"32";"10";"3";"2";"3";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"13";"7";"1";"0";"1";"1";"0";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0"
"f252-23f0-79e2-9323-eb79-a4fd-6f8c-21f2";"280104";"34";"6";"wieś";"stały";"Świetlica Sątopy-Samulewo, Sątopy-Samulewo 20B/2, 11-230 Bisztynek";"gm. Bisztynek";"bartoszycki";"warmińsko-mazurskie";"631";"683";"308";"323";"1";"0";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"9";"7";"2";"0";"314";"20";"4";"2";"0";"0";"3";"0";"0";"0";"0";"1";"2";"7";"0";"0";"0";"1";"131";"19";"4";"8";"6";"1";"2";"2";"41";"9";"0";"4";"4";"20";"0";"1";"10";"103";"11";"3";"2";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"84";"6";"1";"1";"0";"0";"0";"3";"1";"0";"0";"0";"50";"25";"0";"0";"3";"4";"1";"1";"1";"0";"0";"1";"0";"3";"2";"0";"9";"4";"1";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"3221-8d59-6609-f8d1-8cb1-b99c-822a-665c";"280105";"34";"1";"wieś";"stały";"Zespół Szkół z Ukraińskim Językiem Nauczania w Górowie Iławeckim, ul. Szkolna 6, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"1089";"1192";"682";"407";"0";"9";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"9";"7";"2";"0";"398";"40";"6";"5";"1";"2";"3";"1";"1";"12";"1";"2";"1";"2";"0";"0";"0";"3";"170";"24";"15";"14";"21";"4";"5";"0";"44";"2";"0";"8";"7";"14";"0";"1";"11";"22";"10";"1";"4";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"4";"13";"9";"3";"0";"1";"0";"0";"0";"0";"0";"0";"145";"31";"1";"0";"7";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"104";"8";"3";"1";"0";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"1"
"b9c3-27b2-c163-4c3a-7d1e-8a88-92c6-c434";"280105";"34";"2";"wieś";"stały";"Dom Pomocy Społecznej ""Senior"", Kamińsk ul. Topolowa 8a, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"958";"1033";"507";"451";"0";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"3";"3";"0";"0";"448";"41";"9";"2";"1";"2";"4";"2";"1";"1";"0";"1";"1";"4";"1";"4";"3";"5";"148";"20";"17";"9";"12";"7";"1";"1";"42";"3";"3";"2";"9";"15";"1";"0";"6";"51";"19";"6";"1";"1";"1";"1";"3";"0";"1";"0";"0";"0";"1";"0";"17";"15";"9";"0";"1";"3";"0";"1";"0";"1";"0";"0";"180";"51";"2";"2";"8";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"114";"13";"1";"0";"0";"0";"0";"1";"2";"0";"0";"2";"2";"1";"0";"1";"3"
"7e62-9daa-2c52-22c8-91e1-ecf0-c2e2-2e79";"280105";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Kandytach, Kandyty 77, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"1051";"1140";"656";"395";"1";"2";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"13";"10";"3";"0";"382";"20";"3";"0";"1";"3";"0";"1";"1";"4";"0";"0";"1";"0";"0";"0";"1";"5";"160";"27";"22";"16";"14";"5";"2";"6";"36";"1";"3";"7";"6";"10";"2";"0";"3";"28";"11";"2";"0";"1";"1";"0";"1";"1";"0";"1";"0";"0";"0";"1";"9";"20";"16";"1";"1";"1";"1";"0";"0";"0";"0";"0";"132";"22";"0";"1";"1";"0";"0";"1";"0";"4";"0";"0";"0";"0";"0";"0";"103";"22";"3";"1";"0";"0";"1";"0";"1";"2";"0";"0";"11";"0";"1";"0";"2"
"db96-ce0d-c76f-844b-6b1b-f2be-c0b0-c738";"280105";"34";"4";"wieś";"stały";"Szkoła Filialna w Pieszkowie, Pieszkowo 38, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"750";"817";"419";"331";"0";"1";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"15";"9";"6";"0";"316";"17";"2";"0";"1";"1";"1";"1";"1";"6";"0";"0";"0";"1";"1";"0";"0";"2";"163";"17";"25";"11";"41";"1";"1";"2";"30";"1";"0";"3";"3";"17";"1";"0";"10";"17";"12";"0";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"0";"10";"9";"0";"1";"0";"0";"0";"0";"0";"0";"0";"102";"45";"0";"2";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"47";"7";"3";"2";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"3455-4b35-6e27-36ef-17ab-86c4-9d14-ba1e";"280105";"34";"5";"wieś";"stały";"Świetlica, Gałajny 9/1, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"661";"723";"412";"249";"0";"2";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"7";"5";"2";"0";"242";"20";"5";"1";"0";"1";"2";"3";"1";"2";"1";"0";"0";"1";"0";"1";"0";"2";"80";"19";"4";"4";"0";"4";"0";"1";"20";"0";"1";"7";"3";"9";"1";"0";"7";"10";"4";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"14";"7";"2";"0";"1";"1";"1";"0";"0";"1";"1";"110";"19";"0";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"86";"8";"2";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"0"
"a781-c4aa-e0b6-c506-ad26-81b3-a3ba-b458";"280105";"34";"6";"wieś";"stały";"Świetlica, Bukowiec 41, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"390";"421";"233";"157";"1";"0";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"4";"2";"2";"0";"153";"16";"2";"3";"0";"0";"1";"1";"0";"3";"0";"1";"1";"2";"1";"0";"0";"1";"82";"9";"7";"5";"2";"9";"0";"2";"28";"2";"1";"2";"8";"3";"0";"0";"4";"8";"2";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"3";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"43";"17";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"4621-1943-3494-9ff6-ebd4-983a-4c0d-1afb";"280105";"34";"7";"wieś";"zakład karny";"Zakład Karny, Kamińsk ul. Obrońców Westerplatte 1, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"1002";"1034";"686";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"15";"8";"7";"0";"301";"20";"3";"5";"1";"1";"2";"2";"0";"1";"2";"0";"0";"1";"1";"0";"0";"1";"43";"16";"6";"0";"1";"0";"1";"0";"0";"2";"0";"11";"3";"2";"0";"0";"1";"44";"18";"2";"7";"1";"2";"4";"0";"0";"0";"2";"0";"1";"0";"1";"6";"16";"12";"1";"0";"0";"0";"0";"0";"2";"0";"1";"162";"71";"7";"10";"5";"8";"11";"1";"0";"12";"2";"4";"10";"6";"9";"1";"5";"16";"11";"2";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"d028-88d7-1f3c-e2f0-96de-f0b3-80df-e4ef";"280105";"34";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Kamińsk ul. Obrońców Westerplatte 10, 11-220 Górowo Iławeckie";"gm. Górowo Iławeckie";"bartoszycki";"warmińsko-mazurskie";"28";"28";"10";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"2";"1";"1";"0";"16";"4";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"7";"1";"0";"0";"3";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"a643-e85c-0c02-ff31-02f8-0a65-558e-2543";"280106";"34";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Sępopolu, al. Wojska Polskiego 8, 11-210 Sępopol";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";"1481";"1589";"733";"748";"1";"28";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"17";"11";"6";"0";"731";"45";"7";"4";"1";"1";"6";"4";"1";"5";"0";"0";"3";"2";"1";"0";"1";"9";"325";"29";"10";"13";"11";"3";"1";"2";"193";"8";"0";"5";"4";"41";"1";"0";"4";"71";"20";"13";"5";"1";"3";"4";"4";"0";"3";"1";"0";"1";"0";"0";"16";"28";"13";"5";"0";"1";"1";"2";"0";"1";"4";"1";"232";"71";"4";"13";"12";"3";"0";"3";"0";"18";"0";"0";"3";"0";"2";"0";"103";"30";"3";"2";"0";"1";"0";"0";"1";"4";"2";"3";"0";"6";"0";"0";"8"
"703c-ae0c-71e8-9b87-c42e-ace9-058b-768d";"280106";"34";"2";"wieś";"stały";"Miejsko Gminny Ośrodek Kultury w Sępopolu, ul. Mostowa 3, 11-210 Sępopol";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";"631";"687";"364";"267";"0";"7";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"5";"2";"3";"0";"262";"20";"10";"2";"0";"1";"1";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"2";"131";"11";"9";"5";"1";"1";"0";"0";"77";"1";"0";"7";"1";"11";"1";"0";"6";"23";"9";"4";"3";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"3";"11";"7";"1";"0";"0";"1";"0";"1";"0";"1";"0";"74";"7";"1";"0";"2";"1";"1";"0";"0";"5";"0";"0";"0";"1";"2";"0";"54";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1"
"d20b-0ac5-e641-1718-902e-3c7f-9b6f-a5d2";"280106";"34";"3";"wieś";"stały";"Świetlica Wiejska w Wodukajmach, Wodukajmy 20, 11-210 Sępopol";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";"668";"715";"440";"228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"12";"10";"2";"0";"216";"23";"8";"2";"2";"1";"0";"1";"1";"4";"0";"1";"0";"0";"2";"1";"0";"0";"116";"14";"8";"11";"6";"2";"3";"2";"50";"3";"1";"3";"0";"10";"1";"0";"2";"21";"9";"2";"3";"0";"1";"2";"3";"0";"0";"0";"0";"0";"0";"1";"0";"4";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"47";"12";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"30";"5";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"2"
"5d46-758b-0706-942c-f199-c75a-497b-281b";"280106";"34";"4";"wieś";"stały";"Szkoła Podstawowa w Dzietrzychowie, Dzietrzychowo 10, 11-210 Sępopol";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";"656";"705";"410";"246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"2";"1";"1";"0";"244";"12";"5";"2";"0";"0";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"0";"1";"144";"5";"6";"4";"6";"3";"0";"2";"100";"0";"0";"1";"0";"16";"0";"0";"1";"20";"8";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"7";"11";"8";"1";"0";"0";"1";"0";"0";"0";"1";"0";"54";"9";"3";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"40";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2"
"dcf2-7681-aa8a-e35d-3864-2b92-6525-9ce0";"280106";"34";"5";"wieś";"stały";"Szkoła Podstawowa w Wiatrowcu, Wiatrowiec 2, 11-210 Sępopol";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";"504";"552";"278";"226";"1";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"9";"9";"0";"0";"217";"29";"3";"0";"1";"0";"1";"6";"1";"10";"1";"0";"0";"2";"0";"0";"0";"4";"128";"8";"7";"4";"0";"0";"0";"0";"84";"4";"1";"3";"2";"14";"1";"0";"0";"12";"7";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"5";"1";"0";"1";"0";"0";"2";"0";"0";"0";"1";"37";"11";"0";"0";"1";"0";"0";"0";"0";"7";"1";"0";"0";"0";"0";"0";"17";"6";"0";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2"
"e7c7-46fa-ea01-173e-9def-25bb-5f79-cbd0";"280106";"34";"6";"wieś";"stały";"Świetlica Wiejska w Smolance, Smolanka 20, 11-210 Sępopol";"gm. Sępopol";"bartoszycki";"warmińsko-mazurskie";"626";"688";"342";"284";"0";"2";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"8";"6";"2";"0";"276";"25";"6";"2";"0";"1";"1";"3";"1";"5";"1";"1";"0";"0";"2";"1";"0";"1";"135";"14";"5";"2";"10";"3";"0";"0";"75";"2";"0";"4";"3";"15";"1";"0";"1";"30";"10";"1";"3";"1";"2";"1";"0";"0";"0";"0";"1";"0";"0";"2";"9";"18";"10";"1";"1";"2";"2";"1";"0";"0";"1";"0";"62";"17";"0";"1";"1";"0";"2";"0";"1";"7";"1";"0";"0";"0";"0";"0";"32";"6";"1";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"0";"0";"0"
