"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maria Zofia KOC";"Mirosław KRUSIEWICZ";"Krzysztof Paweł PROKOPCZYK";"Leszek Bogdan SZYMAŃSKI"
"2d22-ed63-2766-7d3b-82f4-ef9e-7372-4fd1";"140301";"47";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, Aleja Żwirki i Wigury 16, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"819";"893";"181";"638";"0";"8";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"9";"2";"7";"0";"629";"335";"233";"24";"37"
"22cf-5d63-638a-05a4-3878-ff97-b5de-e4e1";"140301";"47";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, Aleja Żwirki i Wigury 16, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"707";"780";"244";"463";"0";"0";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"9";"2";"7";"0";"454";"263";"143";"19";"29"
"185d-e70a-ec5b-13e1-4b49-0425-6ec5-de2f";"140301";"47";"3";"miasto";"stały";"Centrum Sportu i Kultury, Nadwodna 1, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"532";"588";"110";"422";"1";"9";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"4";"1";"3";"0";"418";"242";"128";"30";"18"
"dbd9-f65a-0e31-3c45-309c-74c8-72f4-3dd6";"140301";"47";"4";"miasto";"stały";"Centrum Sportu i Kultury, Nadwodna 1, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"770";"842";"222";"548";"0";"5";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"4";"4";"0";"0";"544";"279";"201";"34";"30"
"db93-574f-d670-ca82-a913-8417-98ec-e3d7";"140301";"47";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Aleja Legionów 21, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"977";"1071";"200";"777";"0";"0";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"11";"3";"8";"0";"765";"452";"256";"34";"23"
"b366-298a-4e48-c43b-779a-26b9-0829-980c";"140301";"47";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Aleja Legionów 21, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"937";"1023";"275";"662";"2";"1";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"11";"6";"5";"0";"651";"363";"222";"37";"29"
"a80b-af1f-2719-bb3f-7fef-0306-ff92-5776";"140301";"47";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Aleja Legionów 21, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"856";"943";"244";"612";"2";"6";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"8";"4";"4";"0";"604";"346";"194";"27";"37"
"df73-bcf5-3c7b-d3cd-ae43-7e58-45fd-8756";"140301";"47";"8";"miasto";"stały";"I Liceum Ogólnokształcące, Długa 35, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"1080";"1181";"254";"826";"0";"0";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"8";"4";"4";"0";"818";"447";"264";"53";"54"
"0093-0742-e92d-584a-5d32-e00e-b4b9-d54d";"140301";"47";"9";"miasto";"stały";"I Liceum Ogólnokształcące, Długa 35, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"800";"878";"168";"632";"2";"4";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"16";"7";"9";"0";"615";"351";"217";"25";"22"
"a11a-8d7d-175d-feae-feef-4d26-5815-269b";"140301";"47";"10";"miasto";"stały";"I Liceum Ogólnokształcące, Długa 35, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"861";"943";"213";"648";"1";"6";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"18";"6";"12";"0";"630";"352";"214";"41";"23"
"eda5-71b0-3e8e-e417-d984-7292-f183-5c88";"140301";"47";"11";"miasto";"stały";"Zespół Szkół Nr 2, Żołnierzy II Armii Wojska Polskiego 20, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"507";"562";"99";"408";"0";"0";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"7";"1";"6";"0";"401";"238";"120";"20";"23"
"1562-1fe7-e23c-8490-a706-a187-e827-d0fe";"140301";"47";"12";"miasto";"stały";"Zespół Szkół Nr 2, Żołnierzy II Armii Wojska Polskiego 20, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"861";"938";"240";"621";"1";"0";"0";"0";"0";"0";"0";"0";"0";"621";"0";"0";"621";"10";"4";"6";"0";"611";"343";"205";"18";"45"
"b486-cb2d-05b6-6326-8a42-610d-0909-59cf";"140301";"47";"13";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, Janusza Korczaka 10, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"682";"732";"184";"498";"0";"4";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"7";"3";"4";"0";"491";"294";"152";"22";"23"
"b122-8171-7918-8c05-4afa-a1f7-3197-9b9a";"140301";"47";"14";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, Janusza Korczaka 10, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"936";"1025";"233";"703";"1";"2";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"17";"8";"9";"0";"684";"384";"225";"37";"38"
"e7a0-4ed0-73e3-73d5-0a24-e132-c625-e3d8";"140301";"47";"15";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, Janusza Korczaka 10, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"747";"827";"155";"592";"0";"2";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"9";"5";"4";"0";"583";"272";"242";"28";"41"
"f7f2-cc00-f81e-f68e-c670-4d94-ebd9-963c";"140301";"47";"16";"miasto";"zakład leczniczy";"Szpital Powiatowy SP ZOZ, ul. Lubelska 50, 08-400 Garwolin";"m. Garwolin";"garwoliński";"mazowieckie";"100";"40";"80";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"14";"3";"2";"1"
"9d00-ab2c-e2e9-56c4-1f3c-e7f7-f17e-f43d";"140302";"47";"1";"miasto";"stały";"Zespół Szkół Nr 1 w Łaskarzewie, ul. Alejowa 23, 08-450 Łaskarzew";"m. Łaskarzew";"garwoliński";"mazowieckie";"757";"815";"242";"515";"2";"5";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"6";"1";"5";"0";"509";"321";"149";"21";"18"
"9ea8-e261-a2d1-9069-1ae4-f961-bdc8-70c1";"140302";"47";"2";"miasto";"stały";"Zespół Szkół Nr 2 w Łaskarzewie, ul. Kolejowa 13, 08-450 Łaskarzew";"m. Łaskarzew";"garwoliński";"mazowieckie";"1005";"1091";"317";"688";"1";"0";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"21";"3";"18";"0";"667";"471";"157";"15";"24"
"724b-a86d-81cb-730b-35a8-92a8-0a0a-fec2";"140302";"47";"3";"miasto";"stały";"Zespół Szkół Nr 1 w Łaskarzewie, ul. Alejowa 23, 08-450 Łaskarzew";"m. Łaskarzew";"garwoliński";"mazowieckie";"949";"1076";"288";"661";"0";"1";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"15";"8";"7";"0";"646";"400";"183";"32";"31"
"18a4-2689-d4cd-118f-91bb-3ad9-9807-76e5";"140302";"47";"4";"miasto";"stały";"Dom Pracy Twórczej ""Bajka"", ul. Alejowa 13, 08-450 Łaskarzew";"m. Łaskarzew";"garwoliński";"mazowieckie";"831";"885";"283";"548";"2";"3";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"12";"2";"10";"0";"536";"359";"115";"29";"33"
"bff6-88bd-0e57-ded6-8836-2e5b-2516-28f7";"140303";"47";"1";"wieś";"stały";"Zespół Oświatowy w Borowiu (hala sportowa), ul. al. Sasimowskiego 3, 08-412 Borowie";"gm. Borowie";"garwoliński";"mazowieckie";"808";"905";"308";"500";"0";"3";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"7";"4";"3";"0";"493";"392";"63";"20";"18"
"b607-fdfa-cd5f-715f-8fa7-edfa-687e-e3cd";"140303";"47";"2";"wieś";"stały";"Świetlica Wiejska w Gościewiczu, Gościewicz 52, 08-412 Borowie";"gm. Borowie";"garwoliński";"mazowieckie";"549";"607";"171";"378";"0";"1";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"1";"0";"1";"0";"377";"276";"77";"10";"14"
"640f-8ce5-f48f-7bfc-23e6-6867-ba64-f1f7";"140303";"47";"3";"wieś";"stały";"Zespół Szkół w Głoskowie, Głosków 29, 08-412 Borowie";"gm. Borowie";"garwoliński";"mazowieckie";"989";"1081";"367";"622";"0";"0";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"10";"3";"7";"0";"612";"475";"98";"17";"22"
"0f3d-d31c-1d2c-c6d4-8193-ed9f-47ba-ad64";"140303";"47";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Iwowem, Iwowe 140, 08-412 Borowie";"gm. Borowie";"garwoliński";"mazowieckie";"590";"644";"183";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"7";"2";"5";"0";"400";"321";"46";"17";"16"
"54b4-4488-fa9c-d0b7-5214-3687-0fe0-464b";"140303";"47";"5";"wieś";"stały";"Zespół Oświatowy w Borowiu, ul. al. Sasimowskiego 3, 08-412 Borowie";"gm. Borowie";"garwoliński";"mazowieckie";"841";"931";"182";"659";"1";"1";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"9";"3";"6";"0";"650";"489";"97";"33";"31"
"25d7-ec4c-f877-41df-f9f4-e7a8-5aa1-dceb";"140304";"47";"1";"wieś";"stały";"Szkoła Podstawowa im. ks. Bronisława Markiewicza w Rudzie Talubskiej, Ruda Talubska ul. Akacjowa 10, 08-400 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"681";"755";"219";"462";"0";"3";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"17";"7";"10";"0";"445";"309";"88";"23";"25"
"0182-e2fc-53d6-d15c-c1d5-a52f-f98d-0692";"140304";"47";"2";"wieś";"stały";"Świetlica OSP w Izdebniku, Izdebnik 16, 08-410 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"570";"630";"176";"394";"0";"1";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"9";"1";"8";"0";"385";"279";"63";"17";"26"
"177f-6919-6129-8fc1-6639-b438-3e1c-ebd4";"140304";"47";"3";"wieś";"stały";"Szkoła Podstawowa im. Marii Wójcik w Wilkowyi, Wilkowyja 48, 08-410 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"511";"584";"147";"364";"3";"8";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"5";"2";"3";"0";"359";"252";"76";"15";"16"
"224d-f31c-0e49-e11b-0af5-bf49-430d-be1e";"140304";"47";"4";"wieś";"stały";"Świetlica wiejska w Niecieplinie, Niecieplin 30A, 08-400 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"658";"730";"165";"493";"0";"2";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"9";"1";"8";"0";"484";"346";"92";"28";"18"
"93e1-dd6a-136c-f511-e7e4-af1b-8b95-7146";"140304";"47";"5";"wieś";"stały";"Urząd Gminy w Garwolinie, ul. Mazowiecka 16, 08-400 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"571";"627";"141";"430";"1";"2";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"6";"1";"5";"0";"424";"285";"98";"28";"13"
"7a26-91be-cb5a-f8ec-c1eb-2884-0e25-bf08";"140304";"47";"6";"wieś";"stały";"Świetlica wiejska w Jagodnem, Jagodne 57A, 08-400 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"857";"946";"259";"598";"0";"4";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"15";"7";"8";"0";"583";"373";"154";"27";"29"
"1ccf-f2a6-3298-a0b1-6474-8c5a-7738-36c8";"140304";"47";"7";"wieś";"stały";"Szkoła Podstawowa w Woli Władysławowskiej, Wola Władysławowska 27, 08-410 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"468";"526";"166";"302";"0";"0";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"5";"1";"4";"0";"297";"220";"41";"13";"23"
"a283-7db6-ffa0-8b60-1c9e-dd5c-da8d-351b";"140304";"47";"8";"wieś";"stały";"Szkoła Podstawowa w Woli Rębkowskiej, Wola Rębkowska ul. Długa 90, 08-410 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"1032";"1128";"288";"744";"1";"0";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"9";"4";"5";"0";"735";"499";"178";"28";"30"
"9e2a-0cfc-e1c8-2834-b667-8536-b2e3-2e2b";"140304";"47";"9";"wieś";"stały";"Szkoła Filialna w Krystynie, Krystyna 78A, 08-410 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"458";"506";"191";"267";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"0";"0";"0";"0";"267";"215";"22";"8";"22"
"cf9c-7381-320f-a966-3ac3-5d7c-6a9c-1cae";"140304";"47";"10";"wieś";"stały";"Świetlica OSP w Sulbinach, Sulbiny Wspólna 46, 08-400 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"1179";"1302";"302";"877";"4";"5";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"17";"10";"7";"0";"859";"553";"200";"53";"53"
"2599-a32f-8397-64b0-603a-a873-3e72-624f";"140304";"47";"11";"wieś";"stały";"Szkoła Podstawowa im. Armii Krajowej w Rębkowie, Rębków Starowiejska 8, 08-410 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"809";"894";"248";"561";"0";"4";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"9";"1";"8";"0";"552";"324";"170";"25";"33"
"6e24-a68e-2a3f-a925-e5ff-1105-3b1d-eb6f";"140304";"47";"12";"wieś";"stały";"Świetlica OSP w Miętnem, Miętne ul. Główna 118, 08-400 Garwolin";"gm. Garwolin";"garwoliński";"mazowieckie";"1239";"1359";"340";"899";"0";"3";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"22";"2";"20";"0";"877";"547";"244";"44";"42"
"d71a-81ef-3e5c-354d-20b4-30a6-33b9-5af9";"140305";"47";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Uninie, Unin 86, 08-400 Garwolin";"gm. Górzno";"garwoliński";"mazowieckie";"870";"965";"290";"580";"0";"1";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"8";"2";"6";"0";"572";"443";"81";"29";"19"
"b69a-8657-da92-298d-577a-1be4-010c-87e5";"140305";"47";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Łąkach, Łąki 78, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"621";"682";"221";"400";"0";"0";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"6";"1";"5";"0";"394";"316";"49";"14";"15"
"f8a8-ffd4-57ca-b397-cb5c-7c7d-5fc1-28e1";"140305";"47";"3";"wieś";"stały";"Budynek po Publicznej Szkole Podstawowej w Górznie Filia w Wólce Ostrożeńskiej, Wólka Ostrożeńska 23a, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"532";"587";"134";"398";"0";"1";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"8";"8";"0";"0";"390";"345";"24";"13";"8"
"705a-0318-27d0-6b41-d59e-1829-d19e-d0a8";"140305";"47";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Samorządkach, Samorządki 44a, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"420";"460";"96";"324";"0";"2";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"4";"1";"3";"0";"320";"250";"46";"13";"11"
"4c21-bdfa-cc45-e7b0-27b8-044d-2f32-9098";"140305";"47";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Górznie, ul. Długa 6, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"643";"699";"147";"496";"0";"2";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"7";"1";"6";"0";"489";"399";"52";"15";"23"
"7d6b-41ca-f50e-9aef-f21b-9456-0056-d0c8";"140305";"47";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Górznie, ul. Długa 6, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"979";"1082";"287";"692";"0";"2";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"16";"5";"11";"0";"676";"523";"97";"30";"26"
"1037-5847-ec64-ee14-979a-7bc2-99dc-7507";"140305";"47";"7";"wieś";"stały";"Publiczne Przedszkole w Górznie z siedzibą w Reducinie, Reducin 20a, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"499";"555";"151";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"7";"4";"3";"0";"341";"256";"54";"17";"14"
"0eef-4710-0bbc-91b5-ac48-bbd2-f141-21fb";"140305";"47";"8";"wieś";"zakład leczniczy";"Dom opieki i klinika rehabilitacyjna OSTROWIA, Wólka Ostrożeńska 15a, 08-404 Górzno";"gm. Górzno";"garwoliński";"mazowieckie";"92";"64";"78";"14";"0";"3";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"0";"0";"0";"0";"14";"13";"1";"0";"0"
"5a63-e614-b3c6-2f1f-cdb6-085a-ae4a-b8f8";"140306";"47";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Dąbrowie z siedzibą w Woli Łaskarzewskiej, Wola Łaskarzewska 88, 08-450 Łaskarzew";"gm. Łaskarzew";"garwoliński";"mazowieckie";"951";"1025";"288";"663";"0";"1";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"15";"4";"11";"0";"648";"470";"112";"27";"39"
"4102-6190-4e18-0d98-03fb-0762-b55c-dcbc";"140306";"47";"2";"wieś";"stały";"Zespół Szkół w Izdebnie, Izdebno 1, 08-450 Łaskarzew";"gm. Łaskarzew";"garwoliński";"mazowieckie";"462";"503";"185";"277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"6";"1";"5";"0";"271";"212";"35";"13";"11"
"8442-416f-ccfa-12b5-e6bd-696e-198b-72b5";"140306";"47";"3";"wieś";"stały";"Zespół Szkół w Starym Pilczynie, Stary Pilczyn 34, 08-450 Łaskarzew";"gm. Łaskarzew";"garwoliński";"mazowieckie";"1400";"1536";"406";"994";"2";"3";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"11";"2";"9";"0";"983";"711";"186";"58";"28"
"5ea4-c4fc-08da-471b-607e-4028-1a56-9614";"140306";"47";"4";"wieś";"stały";"Dom Kultury w Starym Helenowie, Stary Helenów 30, 08-450  Łaskarzew";"gm. Łaskarzew";"garwoliński";"mazowieckie";"531";"572";"219";"312";"0";"1";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"1";"0";"1";"0";"311";"248";"32";"14";"17"
"1a66-e925-2a22-9760-8a41-d72f-425e-af32";"140306";"47";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Krzywdzie, Krzywda 27A, 08-450 Łaskarzew";"gm. Łaskarzew";"garwoliński";"mazowieckie";"532";"595";"189";"343";"1";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"1";"0";"1";"0";"342";"270";"40";"21";"11"
"bf31-a4c1-4ed9-dc03-82e5-2c6d-0191-2838";"140307";"47";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Maciejowicach (świetlica), ul. Tadeusza Kościuszki 19, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"1080";"1187";"317";"763";"2";"5";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"14";"8";"6";"0";"749";"515";"174";"30";"30"
"5ec2-19d4-287b-8195-0e28-27a1-5508-f24e";"140307";"47";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Maciejowicach (sala gimnastyczna), ul. Tadeusza Kościuszki 19, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"1419";"1560";"574";"845";"0";"5";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"11";"1";"10";"0";"834";"650";"115";"32";"37"
"e87a-795d-9191-b36c-66ff-bfaa-8263-f2bd";"140307";"47";"3";"wieś";"stały";"Budynek po dawnej Publicznej Szkole Podstawowej w Strychu, Strych 12, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"319";"350";"129";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"10";"1";"9";"0";"180";"154";"14";"7";"5"
"7824-9c4a-42ba-ae15-fd65-164d-5e16-1cc9";"140307";"47";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Antoniówce Świerżowskiej, Antoniówka Świerżowska 24a, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"352";"378";"155";"197";"0";"1";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"7";"2";"5";"0";"190";"162";"16";"7";"5"
"e7b4-8719-538c-58e4-c115-2b44-4cf0-a0bb";"140307";"47";"5";"wieś";"stały";"Świetlica wiejska w Domaszewie, Domaszew 77, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"241";"268";"97";"144";"0";"3";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"2";"1";"1";"0";"142";"122";"13";"0";"7"
"c415-a761-4797-00f2-6db0-324a-c546-7eaa";"140307";"47";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Samogoszczy, Samogoszcz 2, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"1038";"1141";"321";"717";"0";"11";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"10";"3";"7";"0";"707";"595";"78";"18";"16"
"8fc2-f8f2-e43f-da9f-e3b5-3617-3064-b955";"140307";"47";"7";"wieś";"stały";"Budynek po dawnej Publicznej Szkole Podstawowej we Wróblach-Wargocinie, Wróble-Wargocin 6, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"411";"443";"163";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"6";"0";"6";"0";"242";"211";"18";"6";"7"
"57d8-1e26-fe5f-db40-5b5c-fb26-3e49-9af3";"140307";"47";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa w Oronnem, Oronne 8, 08-480 Maciejowice";"gm. Maciejowice";"garwoliński";"mazowieckie";"320";"348";"116";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"2";"0";"2";"0";"202";"166";"24";"7";"5"
"53b8-cd04-2cf5-4b7d-c0ad-7bfb-798b-c67b";"140308";"47";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Miastkowie Kościelnym, Szkolna 8, 08-420 Miastków Kościelny";"gm. Miastków Kościelny";"garwoliński";"mazowieckie";"878";"966";"242";"636";"0";"2";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"20";"5";"15";"0";"616";"449";"110";"30";"27"
"40eb-082b-85c3-7623-7466-ea50-81bf-2b69";"140308";"47";"2";"wieś";"stały";"Budynek należący do Gminy Miastków Kościelny, Brzegi 124, 08-420 Miastków Kościelny";"gm. Miastków Kościelny";"garwoliński";"mazowieckie";"451";"488";"148";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"2";"0";"2";"0";"301";"262";"23";"5";"11"
"77e4-551b-128d-5b2c-0446-8369-7f68-c3c5";"140308";"47";"3";"wieś";"stały";"Świetlica Wiejska, Oziemkówka 26A, 08-420 Miastków Kościelny";"gm. Miastków Kościelny";"garwoliński";"mazowieckie";"460";"499";"147";"313";"0";"2";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"4";"1";"3";"0";"309";"222";"63";"8";"16"
"f59c-69b8-714b-c912-f1b6-fd26-b082-38a1";"140308";"47";"4";"wieś";"stały";"Świetlica Wiejska, Zabruzdy 37, 08-420 Miastków Kościelny";"gm. Miastków Kościelny";"garwoliński";"mazowieckie";"519";"572";"183";"336";"1";"1";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"3";"0";"3";"0";"333";"273";"41";"6";"13"
"b69f-1206-632f-3b82-7a24-58f3-68e2-ff73";"140308";"47";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zwoli, Zwola 45, 08-420 Miastków Kościelny";"gm. Miastków Kościelny";"garwoliński";"mazowieckie";"541";"589";"186";"355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"11";"5";"6";"0";"344";"272";"51";"13";"8"
"8dea-f362-fd1d-c876-720a-c9b1-ceee-2524";"140308";"47";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zgórzu, Zgórze 30, 08-420 Miastków Kościelny";"gm. Miastków Kościelny";"garwoliński";"mazowieckie";"610";"661";"195";"415";"0";"2";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"9";"3";"6";"0";"406";"299";"74";"17";"16"
"b9c5-f365-ba7c-24e0-56a5-80e0-2f24-3f22";"140309";"47";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Parysowie, ul. Książęca 11, 08-441 Parysów";"gm. Parysów";"garwoliński";"mazowieckie";"780";"846";"259";"521";"2";"2";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"13";"0";"13";"0";"508";"351";"89";"24";"44"
