"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Przemysław Józef ALEXANDROWICZ";"Marcin Rafał BOSACKI"
"1740-d2f4-daa3-d572-0659-dbd8-b841-fb27";"306401";"91";"189";"miasto";"stały";"Szkoła Podstawowa nr 57 im. Józefa Kostrzewskiego, ul. Leśnowolska 35, 60-452 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1999";"2201";"247";"1752";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1752";"0";"0";"1752";"56";"15";"41";"0";"1696";"426";"1270"
"4d48-29ae-f347-274e-ca55-9dc0-184f-ffce";"306401";"91";"190";"miasto";"stały";"Szkoła Podstawowa nr 57 im. Józefa Kostrzewskiego, ul. Leśnowolska 35, 60-452 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1860";"2083";"295";"1565";"0";"13";"1";"1";"0";"0";"0";"0";"1";"1564";"1";"0";"1564";"54";"14";"40";"0";"1510";"494";"1016"
"6312-56f9-85b9-22b0-d6c7-a7e6-9999-cb86";"306401";"91";"191";"miasto";"stały";"Szkoła Podstawowa nr 57 im. Józefa Kostrzewskiego, ul. Leśnowolska 35, 60-452 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1850";"2050";"348";"1502";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1502";"0";"0";"1502";"54";"12";"42";"0";"1448";"406";"1042"
"082c-e416-af08-dc15-7fcd-5798-3576-8cd9";"306401";"91";"192";"miasto";"stały";"Niepubliczne Szkolne Schronisko Młodzieżowe „Hanka”, ul. Biskupińska 27, 60-463 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1916";"2131";"181";"1735";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1735";"0";"0";"1735";"45";"8";"37";"0";"1690";"409";"1281"
"0213-db0a-c672-3561-dfd5-5286-bbe3-07f5";"306401";"91";"193";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Hezjoda 15, 60-461 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1528";"1789";"39";"1489";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1489";"0";"0";"1489";"29";"5";"24";"0";"1460";"332";"1128"
"89ca-2579-f76e-452b-5ca3-6b69-29d6-e1c3";"306401";"91";"194";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Hezjoda 15, 60-461 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1930";"2095";"167";"1762";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1762";"0";"0";"1762";"44";"16";"28";"0";"1718";"386";"1332"
"d54c-bed1-3998-22d3-c185-5737-ea7c-6e94";"306401";"91";"195";"miasto";"stały";"Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka, ul. Druskienicka 32, 60-476 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1680";"1798";"183";"1497";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1496";"0";"0";"1496";"39";"12";"27";"0";"1457";"357";"1100"
"a6a6-dbbe-2f27-9be3-6272-91c8-702b-884b";"306401";"91";"196";"miasto";"stały";"Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka, ul. Druskienicka 32, 60-476 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"720";"813";"28";"692";"0";"11";"0";"0";"0";"0";"0";"0";"0";"690";"0";"2";"688";"24";"13";"11";"0";"664";"135";"529"
"c933-1fd5-fe8d-16a2-798a-29f5-7d06-1647";"306401";"91";"197";"miasto";"stały";"Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka, ul. Druskienicka 32, 60-476 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1780";"1953";"344";"1434";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1431";"0";"1";"1430";"46";"6";"40";"0";"1384";"361";"1023"
"e1fb-c84b-b207-dc1f-62a8-0d39-e798-5bb6";"306401";"91";"198";"miasto";"stały";"Szkoła Podstawowa nr 62 im. gen. Stanisława Taczaka, ul. Druskienicka 32, 60-476 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1720";"1925";"175";"1545";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1545";"0";"0";"1545";"43";"14";"29";"0";"1502";"330";"1172"
"732f-102e-ec7d-6393-3629-97d5-9b5c-69f6";"306401";"91";"199";"miasto";"stały";"Piątkowska Szkoła Społeczna Szkoła Podstawowa im. dr Wandy Błeńskiej, ul. Franciszka Stróżyńskiego 16, 60-688 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"2028";"2336";"133";"1895";"0";"42";"0";"0";"0";"0";"0";"0";"0";"1895";"0";"4";"1891";"57";"19";"38";"0";"1834";"390";"1444"
"e907-e0b4-2327-31b0-9649-826e-153c-d9a3";"306401";"91";"200";"miasto";"stały";"Przedszkole nr 148 „Mali Europejczycy”, os. Bolesława Chrobrego 121, 60-681 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1919";"2234";"242";"1677";"0";"23";"0";"0";"0";"0";"0";"0";"0";"1677";"0";"0";"1677";"46";"7";"39";"0";"1631";"474";"1157"
"154b-1195-b014-205b-36a5-909e-0819-5b67";"306401";"91";"201";"miasto";"stały";"XV Liceum Ogólnokształcące im. prof. Wiktora Degi, os. Bolesława Chrobrego 107, 60-681 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1586";"1816";"160";"1426";"0";"11";"1";"1";"0";"0";"0";"0";"1";"1427";"1";"0";"1427";"62";"18";"44";"0";"1365";"360";"1005"
"2f33-ed8e-8349-dc99-3841-f02d-f3e7-8204";"306401";"91";"202";"miasto";"stały";"Przedszkole nr 189, os. Bolesława Śmiałego 105, 60-682 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1840";"2304";"152";"1688";"2";"32";"0";"0";"0";"0";"0";"0";"0";"1687";"0";"0";"1687";"49";"18";"31";"0";"1638";"405";"1233"
"bcc4-b768-9373-5907-c708-3512-63fa-169c";"306401";"91";"203";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 8, os. Bolesława Śmiałego 107, 60-682 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1725";"1967";"200";"1524";"1";"29";"0";"0";"0";"0";"0";"0";"0";"1524";"0";"1";"1523";"72";"9";"63";"0";"1451";"379";"1072"
"a14c-dbb1-578d-8f21-10e6-0389-8f73-793d";"306401";"91";"204";"miasto";"stały";"XV Liceum Ogólnokształcące im. prof. Wiktora Degi, os. Bolesława Chrobrego 107, 60-681 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1756";"2009";"220";"1536";"0";"31";"0";"0";"0";"0";"0";"0";"0";"1536";"0";"0";"1536";"53";"9";"44";"0";"1483";"390";"1093"
"7f4a-e94b-3e8f-4e9c-bf4b-a656-5aaf-193b";"306401";"91";"205";"miasto";"stały";"Przedszkole nr 163 „Baśniowy Zamek”, os. Bolesława Chrobrego 106, 60-681 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1967";"2265";"164";"1803";"2";"21";"0";"0";"0";"0";"0";"0";"0";"1803";"0";"0";"1803";"66";"18";"48";"0";"1737";"390";"1347"
"0f40-e5f9-e429-565c-295a-5d9b-0fb7-d1ee";"306401";"91";"206";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 11, os. Bolesława Chrobrego 105, 60-681 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1710";"1918";"230";"1480";"0";"13";"1";"1";"0";"0";"0";"0";"1";"1480";"1";"0";"1480";"49";"15";"34";"0";"1431";"317";"1114"
"e726-5642-2eda-efca-640b-0fb1-d0d2-97b8";"306401";"91";"207";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 11, os. Bolesława Chrobrego 105, 60-681 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1714";"1945";"164";"1550";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1550";"0";"0";"1550";"56";"18";"38";"0";"1494";"347";"1147"
"31bc-eb08-97bf-f463-98e1-37d0-2d87-9732";"306401";"91";"208";"miasto";"stały";"Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia, os. Stefana Batorego 101, 60-687 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1735";"2051";"79";"1656";"1";"52";"0";"0";"0";"0";"0";"0";"0";"1654";"0";"0";"1654";"50";"32";"18";"0";"1604";"376";"1228"
"3ff7-1a96-ac43-33c4-73de-81c4-4e34-6553";"306401";"91";"209";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 8, os. Bolesława Śmiałego 107, 60-682 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1847";"1840";"386";"1461";"2";"7";"1";"1";"0";"0";"0";"0";"1";"1462";"1";"0";"1462";"58";"14";"44";"0";"1404";"378";"1026"
"cbec-24b6-a502-28d5-1079-5617-043a-22c1";"306401";"91";"210";"miasto";"stały";"Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia, os. Stefana Batorego 101, 60-687 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1706";"1921";"231";"1475";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1475";"0";"0";"1475";"48";"15";"33";"0";"1427";"393";"1034"
"22fa-026c-c8ab-d3c6-a343-1fcb-721a-8650";"306401";"91";"211";"miasto";"stały";"Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia, os. Stefana Batorego 101, 60-687 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1508";"1759";"57";"1451";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1451";"0";"0";"1451";"37";"7";"30";"0";"1414";"314";"1100"
"1f55-e553-df7c-a100-7124-aeb3-6e2c-93ed";"306401";"91";"212";"miasto";"stały";"Szkoła Podstawowa nr 67 z Oddziałami Dwujęzycznymi i Sportowymi im. Jacka Kuronia, os. Stefana Batorego 101, 60-687 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1976";"2256";"80";"1896";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1895";"0";"0";"1895";"57";"20";"37";"0";"1838";"335";"1503"
"b98d-06dc-7115-75d4-79e9-2902-ec5f-f587";"306401";"91";"213";"miasto";"stały";"Zespół Szkół Zakonu Pijarów im. św. Józefa Kalasancjusza, os. Jana III Sobieskiego 114, 60-688 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1699";"1897";"284";"1415";"1";"26";"1";"1";"0";"0";"0";"0";"1";"1413";"1";"0";"1413";"38";"8";"30";"0";"1375";"377";"998"
"382c-3542-8554-d486-5d98-e715-a67e-4564";"306401";"91";"214";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 6, os. Jana III Sobieskiego 105, 60-688 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1773";"1983";"181";"1592";"3";"17";"1";"1";"0";"0";"0";"0";"1";"1592";"1";"0";"1592";"27";"9";"18";"0";"1565";"337";"1228"
"26de-422a-6fc3-958d-5672-e489-a986-ac6f";"306401";"91";"215";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 6, os. Jana III Sobieskiego 105, 60-688 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1678";"1871";"275";"1403";"1";"15";"1";"1";"0";"0";"0";"0";"1";"1396";"1";"0";"1396";"57";"9";"48";"0";"1339";"347";"992"
"41db-11cf-224e-5578-318f-6f68-6259-449c";"306401";"91";"216";"miasto";"stały";"Zespół Szkół Zakonu Pijarów im. św. Józefa Kalasancjusza, os. Jana III Sobieskiego 114, 60-688 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1607";"1799";"304";"1303";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1303";"0";"0";"1303";"17";"2";"15";"0";"1286";"398";"888"
"c09a-0dc6-4bf6-0805-7146-0dc2-5426-eac4";"306401";"91";"217";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, os. Władysława Łokietka 104, 61-616 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1820";"2142";"111";"1709";"0";"29";"0";"0";"0";"0";"0";"0";"0";"1709";"0";"0";"1709";"43";"11";"32";"0";"1666";"362";"1304"
"def7-ab45-987f-b9e3-0078-94eb-d175-36ce";"306401";"91";"218";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, os. Władysława Łokietka 104, 61-616 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1678";"1829";"263";"1415";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1415";"0";"0";"1415";"59";"13";"46";"0";"1356";"989";"367"
"f59a-e2a0-b4bd-028b-ab48-cb2c-7deb-c74c";"306401";"91";"219";"miasto";"stały";"Szkoła Podstawowa nr 48 im. gen. Oswalda Franka, ul. Sarmacka 105, 61-616 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1467";"1653";"230";"1237";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1236";"0";"1";"1235";"45";"12";"33";"0";"1190";"345";"845"
"8815-6587-f638-6511-27b6-674a-3181-8335";"306401";"91";"220";"miasto";"stały";"Szkoła Podstawowa nr 48 im. gen. Oswalda Franka, ul. Sarmacka 105, 61-616 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1554";"1706";"317";"1237";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1236";"0";"0";"1236";"34";"4";"30";"0";"1202";"384";"818"
"3b97-aa56-8760-fb48-3fc5-9ecb-84de-9678";"306401";"91";"221";"miasto";"stały";"Szkoła Podstawowa nr 48 im. gen. Oswalda Franka, ul. Sarmacka 105, 61-616 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1240";"1326";"126";"1114";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"33";"14";"19";"0";"1081";"159";"922"
"f02f-b1bc-5679-4e08-7f33-b29d-e276-9704";"306401";"91";"222";"miasto";"stały";"Szkoła Podstawowa nr 48 im. gen. Oswalda Franka, ul. Sarmacka 105, 61-616 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"920";"1032";"51";"869";"0";"5";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"32";"6";"26";"0";"837";"172";"665"
"5831-399c-f995-8d9f-f312-674e-62fd-53a1";"306401";"91";"223";"miasto";"stały";"Szkoła Podstawowa nr 60 im. Wojciecha Bogusławskiego, ul. Boranta 2, 61-608 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1918";"2243";"176";"1742";"1";"38";"2";"2";"0";"0";"0";"0";"2";"1744";"2";"0";"1744";"46";"12";"34";"0";"1698";"402";"1296"
"ce2e-be82-a4f6-c0c8-e97f-4187-5287-a5c6";"306401";"91";"224";"miasto";"stały";"Szkoła Podstawowa nr 60 im. Wojciecha Bogusławskiego, ul. Boranta 2, 61-608 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1779";"1887";"151";"1628";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1628";"0";"0";"1628";"28";"12";"16";"0";"1600";"236";"1364"
"1723-12b1-61f1-f389-d2c4-f3e8-827a-cc75";"306401";"91";"225";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 9, ul. Umultowska 114, 61-614 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1309";"1458";"185";"1124";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"1124";"39";"7";"32";"0";"1085";"252";"833"
"366f-bb47-aae7-c378-8519-5d0a-3c9c-dac8";"306401";"91";"226";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 9, ul. Umultowska 114, 61-614 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1809";"1963";"153";"1656";"0";"20";"0";"0";"0";"0";"0";"0";"0";"1656";"0";"0";"1656";"33";"12";"21";"0";"1623";"415";"1208"
"5e4d-abeb-330f-6359-9870-7ba8-23f4-644f";"306401";"91";"227";"miasto";"stały";"Siedziba Rady Osiedla Morasko-Radojewo, ul. Morasko 57, 61-680 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"1860";"2009";"328";"1530";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1530";"0";"0";"1530";"38";"8";"30";"0";"1492";"396";"1096"
"219a-12ea-203c-42cb-065a-a5ea-7e8e-ca25";"306401";"91";"228";"miasto";"zakład leczniczy";"Centrum Medyczne HCP Sp. z o. o., ul. 28 Czerwca 1956 r. 194, 61-485 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"366";"451";"221";"145";"0";"5";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"9";"0";"9";"0";"136";"53";"83"
"cd80-2509-3a56-f476-234d-0c16-2f1c-7600";"306401";"91";"229";"miasto";"zakład leczniczy";"Ortopedyczno-Rehabilitacyjny Szpital Kliniczny im. Wiktora Degi Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu, ul. 28 Czerwca 1956 r. 135/147, 61-545 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"151";"161";"32";"119";"0";"3";"0";"0";"0";"0";"0";"0";"0";"119";"0";"0";"119";"10";"4";"6";"0";"109";"41";"68"
"38ad-389e-13ee-d7e1-cf52-409c-6b6e-1eb1";"306401";"91";"230";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. bł. Edmunda Bojanowskiego w Poznaniu, ul. Mieczysława Niedziałkowskiego 22, 61-578 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"38";"30";"25";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"2";"0";"2";"0";"11";"8";"3"
"4234-62a9-0103-8aa3-3aba-d647-4b6f-d201";"306401";"91";"231";"miasto";"zakład leczniczy";"Szpital Św. Rodziny Specjalistycznego Zespołu Opieki Zdrowotnej nad Matką i Dzieckiem w Poznaniu, ul. Kazimierza Jarochowskiego 18, 60-235 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"52";"28";"24";"28";"0";"2";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"11";"17"
"b169-8fe9-1f5d-a208-dda4-5a0c-d03a-0175";"306401";"91";"232";"miasto";"zakład leczniczy";"Szpital Kliniczny im. Heliodora Święcickiego Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu, ul. Grunwaldzka 16/18, 60-780 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"173";"153";"109";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"3";"0";"3";"0";"61";"23";"38"
"c728-f54c-15ab-2c20-a126-f19a-6f7e-77d4";"306401";"91";"233";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy Wielospecjalistycznego Szpitala Miejskiego im. Józefa Strusia w Poznaniu, ul. Grunwaldzka 16/18, 60-780 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"26";"29";"23";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"3";"2";"1"
"e6e1-a90a-c734-5851-20f6-be03-c946-52f7";"306401";"91";"234";"miasto";"zespół domów studenckich";"Dom Studencki „Eskulap” Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu, ul. Stanisława Przybyszewskiego 39, 60-356 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"224";"225";"12";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"8";"3";"5";"0";"203";"55";"148"
"5c4c-eecf-1e32-df35-fca9-162c-2291-ad87";"306401";"91";"235";"miasto";"zakład leczniczy";"Ginekologiczno-Położniczy Szpital Kliniczny Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu, ul. Polna 33, 60-535 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"162";"165";"64";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"2";"0";"2";"0";"96";"27";"69"
"0a99-6d29-f789-6d42-461e-7357-8149-5724";"306401";"91";"236";"miasto";"zakład leczniczy";"Szpital Miejski im. Franciszka Raszei w Poznaniu, ul. Adama Mickiewicza 2, 60-834 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"175";"115";"113";"62";"0";"4";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"62";"2";"1";"1";"0";"60";"16";"44"
"29fb-d624-7e74-d988-499f-5bf6-4c1a-7f99";"306401";"91";"237";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Poznaniu, ul. Bukowska 27/29, 60-501 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"95";"96";"50";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"3";"0";"3";"0";"42";"30";"12"
"294e-5877-fea4-7724-e225-a493-d2b2-d84f";"306401";"91";"238";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Poznaniu, ul. Ugory 18/20, 61-623 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"122";"123";"44";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78";"0";"0";"78";"8";"0";"8";"0";"70";"45";"25"
"96fb-ce61-dec8-2bba-7251-c0b1-3ea6-015d";"306401";"91";"239";"miasto";"zakład leczniczy";"Szpital Wojewódzki w Poznaniu, ul. Juraszów 7/19, 60-479 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"403";"439";"240";"163";"0";"5";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"6";"2";"4";"0";"157";"62";"95"
"2c78-2482-2295-fbbb-0417-7c07-e590-2ffb";"306401";"91";"240";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych i Administracji w Poznaniu im. prof. Ludwika Bierkowskiego, ul. Dojazd 34, 60-631 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"146";"73";"92";"54";"0";"2";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"0";"0";"0";"0";"54";"26";"28"
"a1d8-7f81-4462-1963-d753-9764-571b-5814";"306401";"91";"241";"miasto";"zespół domów studenckich";"Dom Studencki „Zbyszko” Uniwersytetu im. Adama Mickiewicza w Poznaniu, ul. Piątkowska 80, 60-649 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"214";"55";"163";"51";"0";"7";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"51";"5";"3";"2";"0";"46";"10";"36"
"5615-64ea-ad44-fae7-873e-4c4c-b6fa-a89b";"306401";"91";"242";"miasto";"zakład leczniczy";"Szpital Kliniczny Przemienienia Pańskiego Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu, ul. Długa 1/2, 61-848 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"206";"157";"118";"88";"0";"3";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"88";"9";"1";"8";"0";"79";"35";"44"
"24c4-fae5-f5a1-589e-eb85-023a-7235-2a8e";"306401";"91";"243";"miasto";"zakład leczniczy";"Wielkopolskie Centrum Onkologii im. Marii Skłodowskiej-Curie, ul. Garbary 15, 61-866 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"199";"170";"98";"101";"0";"0";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"101";"3";"0";"3";"0";"98";"46";"52"
"de27-1393-b097-3cb7-ed72-7ad3-4f55-e4b4";"306401";"91";"244";"miasto";"areszt śledczy";"Areszt Śledczy w Poznaniu, ul. Młyńska 1, 61-729 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"645";"675";"229";"416";"0";"0";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"12";"4";"8";"0";"404";"74";"330"
"a2b8-6201-2977-c899-b21e-c01d-00b4-ee0c";"306401";"91";"245";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Poznaniu, ul. Stanisława Konarskiego 11/13, 61-114 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"82";"95";"27";"55";"0";"0";"0";"0";"0";"0";"0";"0";"0";"55";"0";"0";"55";"5";"0";"5";"0";"50";"34";"16"
"cc47-6a44-87e5-92fa-fef4-cdd8-4340-6e32";"306401";"91";"246";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy i Rehabilitacji Medycznej Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Mogileńska 42, 61-044 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"146";"128";"58";"88";"0";"1";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"88";"5";"1";"4";"0";"83";"29";"54"
"230b-20d3-778d-f4ff-c3b8-6701-5fe4-6133";"306401";"91";"247";"miasto";"zakład leczniczy";"Wielospecjalistyczny Szpital Miejski im. Józefa Strusia z Zakładem Opiekuńczo-Leczniczym Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Szwajcarska 3, 61-285 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"386";"333";"203";"183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"8";"1";"7";"0";"175";"76";"99"
"29c0-6068-2eb7-9bc5-dbc1-d385-c908-0e4b";"306401";"91";"248";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Poznaniu, ul. Mińska 14, 61-049 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"71";"76";"18";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"0";"0";"0";"0";"53";"49";"4"
"eb01-bed9-25fd-64cb-c263-307e-ad15-00ed";"306401";"91";"249";"miasto";"zakład leczniczy";"Hospicjum Palium Szpitala Klinicznego Przemienienia Pańskiego Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu, os. Rusa 25a, 61-245 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"46";"36";"35";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"5";"6"
"536d-7738-4c6d-884e-f6db-7034-0aa6-6ea2";"306401";"91";"250";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Poznaniu, ul. Pokrzywno 1, 61-315 Poznań";"m. Poznań";"Poznań";"wielkopolskie";"49";"49";"0";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"49";"2";"0";"2";"0";"47";"47";"0"
