"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Piotr BIELECKI";"Stanisław Andrzej GORCZYCA";"Bogusława ORZECHOWSKA";"Łukasz TULWIŃSKI"
"b7f9-28d7-309f-70a7-612e-8f03-f353-ab87";"281205";"85";"5";"wieś";"stały";"Szkoła Podstawowa w Radomnie, Radomno 17, 13-304 Radomno";"gm. Nowe Miasto Lubawskie";"nowomiejski";"warmińsko-mazurskie";"873";"959";"406";"467";"0";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"11";"2";"9";"0";"456";"66";"103";"246";"41"
"5942-7a7f-d1bd-2630-bd36-cb2e-0094-58b1";"281205";"85";"6";"wieś";"stały";"Gminne Centrum Kultury w Mszanowie, Mszanowo Podleśna 1, 13-300 Nowe Miasto Lubawskie";"gm. Nowe Miasto Lubawskie";"nowomiejski";"warmińsko-mazurskie";"692";"757";"267";"425";"0";"0";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"9";"0";"9";"0";"416";"57";"163";"162";"34"
"b0ba-46f6-f5a2-7381-c2c0-2165-4b1f-6f0d";"281205";"85";"7";"wieś";"stały";"Szkoła Podstawowa im. ks. Kazimierza Wróblewskiego w Gwiździnach, Gwiździny 58, 13-300 Nowe Miasto Lubawskie";"gm. Nowe Miasto Lubawskie";"nowomiejski";"warmińsko-mazurskie";"543";"586";"249";"294";"2";"1";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"6";"1";"5";"0";"288";"28";"69";"157";"34"
"5140-1064-7050-1ff4-41eb-247e-7930-5105";"281205";"85";"8";"wieś";"stały";"Świetlica Wiejska w Tylicach, Tylice 49c, 13-300 Nowe MIasto Lubawskie";"gm. Nowe Miasto Lubawskie";"nowomiejski";"warmińsko-mazurskie";"415";"458";"173";"242";"0";"2";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"9";"0";"9";"0";"233";"42";"59";"115";"17"
"35ba-459f-3845-3f54-09d1-e9e1-37b2-5e8f";"281501";"85";"1";"miasto";"stały";"Budynek Oratorium, Parkowa 30, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1054";"1128";"319";"735";"0";"8";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"12";"12";"0";"0";"723";"94";"351";"210";"68"
"25d2-72ad-4c93-325b-cadc-8f8a-705f-386f";"281501";"85";"2";"miasto";"stały";"Budynek Stadionu, 3 Maja 19A, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1159";"1238";"379";"780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"12";"1";"11";"0";"768";"79";"387";"240";"62"
"cc85-3409-3931-8df1-023c-0733-eebb-c3c7";"281501";"85";"3";"miasto";"stały";"Zespół Szkolno-Przedszkolny, Plebiscytowa 50, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1516";"1652";"490";"1026";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"14";"2";"12";"0";"1012";"133";"462";"330";"87"
"f2ec-69a8-a4be-4939-79e9-62aa-70dc-a945";"281501";"85";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, Olsztyńska 7, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1002";"1079";"640";"362";"0";"8";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"10";"2";"8";"0";"352";"34";"129";"146";"43"
"39af-7156-bf25-493f-e6a2-f7c1-1ffb-4efd";"281501";"85";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2, Olsztyńska 7, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1322";"1412";"549";"773";"2";"9";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"4";"1";"3";"0";"769";"80";"354";"269";"66"
"6a4e-e39c-b1a8-9258-5f17-3770-ab7c-38ed";"281501";"85";"6";"miasto";"stały";"Budynek Polskiego Stowarzyszenia Na Rzecz Osób z Niepełnosprawnością Intelektualną, Ostroda Grunwaldzka 19A, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1478";"1595";"611";"867";"1";"19";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"21";"6";"15";"0";"846";"86";"383";"308";"69"
"a52f-0ec6-0b74-38d4-d589-c3bc-8d39-2858";"281501";"85";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3 (w byłym budynku Gimnazjum Nr1), Marszałka Piłsudskiego 4, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1503";"1584";"515";"988";"3";"6";"1";"1";"0";"1";"0";"0";"0";"988";"0";"0";"988";"22";"5";"17";"0";"966";"117";"497";"279";"73"
"42f4-939a-e2e6-cc56-3675-788e-8332-bc88";"281501";"85";"8";"miasto";"stały";"Przedszkole Niepubliczne ""Radość"", Armii Krajowej 5, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1669";"1798";"635";"1034";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1034";"0";"0";"1034";"15";"3";"12";"0";"1019";"127";"474";"341";"77"
"25d7-3217-ee15-7873-8164-9f4d-3c67-d2de";"281501";"85";"9";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, Tadeusza Kościuszki 14, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1761";"1903";"754";"1007";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"12";"2";"10";"0";"995";"114";"486";"334";"61"
"8f40-fc44-96db-9745-a90c-9d67-4aad-4131";"281501";"85";"10";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4 (w byłym budynku Gimnazjum Nr2), Tadeusza Kościuszki 22, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1392";"1493";"444";"948";"1";"14";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"9";"6";"3";"0";"938";"100";"492";"247";"99"
"7a02-f6d7-8835-32a0-d21f-13a5-7201-7296";"281501";"85";"11";"miasto";"stały";"Szkoła Podstawowa Nr 6, Osiedle Młodych 8, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"835";"904";"282";"553";"0";"2";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"5";"1";"4";"0";"548";"73";"243";"194";"38"
"22ae-e7b2-ef62-276c-f610-cfa7-cd6f-09ed";"281501";"85";"12";"miasto";"stały";"Szkoła Podstawowa Nr 6, Osiedle Młodych 8, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1210";"1310";"450";"760";"0";"3";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"10";"2";"8";"0";"750";"78";"305";"315";"52"
"e7d4-be58-5945-b834-53a5-5629-025a-13ff";"281501";"85";"13";"miasto";"stały";"Szkoła Podstawowa Nr 1, Seweryna Pieniężnego 30 A, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1232";"1284";"402";"830";"0";"6";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"14";"6";"8";"0";"816";"89";"423";"231";"73"
"74f7-cd89-94e7-9498-ccd0-5ab9-8bdc-5307";"281501";"85";"14";"miasto";"stały";"Szkoła Podstawowa Nr 1, Seweryna Pieniężnego 30A, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"995";"1064";"297";"698";"0";"5";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"9";"2";"7";"0";"689";"71";"327";"244";"47"
"c04d-e167-4934-376a-4fef-e0be-8548-9324";"281501";"85";"15";"miasto";"stały";"Przedszkole Niepubliczne ""Promyczek"", Przedszkolna 1, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1687";"1797";"612";"1075";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"19";"7";"12";"0";"1056";"117";"499";"362";"78"
"98c2-1dea-fbbd-d3c0-d295-e262-1c8c-a312";"281501";"85";"16";"miasto";"stały";"Przedszkole Nr 1, Bolesława Chrobrego 3, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1110";"1201";"368";"742";"0";"1";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"5";"2";"3";"0";"737";"79";"375";"227";"56"
"34f2-ee3e-7bd6-5fe4-2e7b-931b-7daf-6cad";"281501";"85";"17";"miasto";"stały";"Szkoła Podstawowa Nr 3, Rycerska 5, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1399";"1495";"364";"1035";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"11";"4";"7";"0";"1024";"95";"525";"338";"66"
"dfef-951a-c047-9d86-bb3e-1fc6-b20e-6c86";"281501";"85";"18";"miasto";"stały";"Szkoła Podstawowa Nr 3, Rycerska 5, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"1325";"1423";"384";"941";"0";"0";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"12";"1";"11";"0";"929";"105";"497";"257";"70"
"293c-0f4d-a013-476e-7efb-aff2-7597-f9bf";"281501";"85";"19";"miasto";"zakład leczniczy";"Szpital w Ostródzie S. A., Władysława Jagiełły 1, 14-100 Ostróda";"m. Ostróda";"ostródzki";"warmińsko-mazurskie";"40";"41";"12";"28";"0";"1";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"2";"9";"14";"3"
"e88d-0ca3-297c-5def-b5d7-fc5a-777f-e793";"281502";"85";"1";"wieś";"stały";"GMINNE CENTRUM KULTURALNO-BIBLIOTECZNE, Dąbrówno KOŚCIUSZKI 11C, 14-120 DĄBRÓWNO";"gm. Dąbrówno";"ostródzki";"warmińsko-mazurskie";"1338";"1440";"611";"728";"0";"11";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"16";"0";"16";"0";"711";"70";"276";"304";"61"
"bc6d-f167-a2b6-59da-56a0-363c-577f-3daa";"281502";"85";"2";"wieś";"stały";"ŚWIETLICA WIEJSKA, Gardyny 27, 14-120 DĄBRÓWNO";"gm. Dąbrówno";"ostródzki";"warmińsko-mazurskie";"250";"277";"157";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93";"0";"0";"93";"6";"1";"5";"0";"87";"10";"32";"41";"4"
"c5b2-567f-6c51-565b-0f43-25a3-b87a-0a9f";"281502";"85";"3";"wieś";"stały";"PUBLICZNA SZKOŁA PODSTAWOWA, Marwałd 32, 14-120 DĄBRÓWNO";"gm. Dąbrówno";"ostródzki";"warmińsko-mazurskie";"921";"1003";"567";"354";"0";"3";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"9";"3";"6";"0";"345";"48";"81";"179";"37"
"cef2-b1da-a476-b145-3118-cd2f-4133-0587";"281502";"85";"4";"wieś";"stały";"ŚWIETLICA WIEJSKA, Samin 13, 14-120 DĄBRÓWNO";"gm. Dąbrówno";"ostródzki";"warmińsko-mazurskie";"507";"599";"253";"254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"6";"0";"6";"0";"248";"20";"56";"150";"22"
"1aa7-492c-2478-e23f-866d-43ff-b0f1-502e";"281503";"85";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Gierzwałdzie, Gierzwałd 7, 14-107 Gierzwałd";"gm. Grunwald";"ostródzki";"warmińsko-mazurskie";"1288";"1432";"762";"526";"2";"7";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"7";"1";"6";"0";"519";"60";"189";"240";"30"
"840f-9b82-e146-d22c-48ec-d194-4b76-5a14";"281503";"85";"2";"wieś";"stały";"Szkoła Podstawowa w Stębarku, Stębark 57, 14-107 Gierzwałd";"gm. Grunwald";"ostródzki";"warmińsko-mazurskie";"1266";"1377";"721";"545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"15";"3";"12";"0";"530";"58";"156";"260";"56"
"92c4-7238-30c0-e969-7ae1-6edc-71bc-65ea";"281503";"85";"3";"wieś";"stały";"Szkoła Podstawowa w Szczepankowie, Szczepankowo 31, 141-107 Gierzwałd";"gm. Grunwald";"ostródzki";"warmińsko-mazurskie";"795";"878";"445";"350";"0";"3";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"4";"0";"4";"0";"346";"44";"102";"183";"17"
"d179-5378-0760-fb98-25f9-f482-40a0-2c87";"281503";"85";"4";"wieś";"stały";"Szkoła Podstawowa we Frygnowie, Frygnowo 17, 14-107 Gierzwałd";"gm. Grunwald";"ostródzki";"warmińsko-mazurskie";"558";"618";"307";"251";"0";"1";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"4";"0";"4";"0";"247";"27";"82";"118";"20"
"de6b-90cf-3a3d-5c38-a21e-4155-4c60-add3";"281504";"85";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Łukcie, Kościelna 2B, 14-105 Łukta";"gm. Łukta";"ostródzki";"warmińsko-mazurskie";"2099";"2320";"997";"1102";"1";"28";"0";"0";"0";"0";"0";"0";"0";"1102";"0";"0";"1102";"12";"2";"10";"0";"1090";"126";"501";"359";"104"
"159e-afc9-02ff-55a5-4574-8be1-5391-eb4f";"281504";"85";"2";"wieś";"stały";"Punkt Filialny Szkoły Podstawowej w Łukcie z siedzibą w Mostkowie, Mostkowo 25, 14-105 Łukta";"gm. Łukta";"ostródzki";"warmińsko-mazurskie";"772";"851";"464";"308";"0";"1";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"7";"1";"6";"0";"301";"28";"117";"130";"26"
"bfcb-03ed-6f04-b377-24f7-67d9-ac8c-8a3b";"281504";"85";"3";"wieś";"stały";"Świetlica wiejska we Florczakach, Florczaki 36, 14-105 Łukta";"gm. Łukta";"ostródzki";"warmińsko-mazurskie";"389";"429";"162";"227";"0";"6";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"4";"1";"3";"0";"223";"23";"110";"68";"22"
"3855-1b5f-93bd-fbfa-e4e7-fec1-8cdf-6c31";"281505";"85";"1";"wieś";"stały";"Przedszkole Samorządowe w Dobrocinie, Dobrocin 49 A, 14-330 Małdyty";"gm. Małdyty";"ostródzki";"warmińsko-mazurskie";"723";"768";"310";"413";"1";"1";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"8";"0";"8";"0";"405";"50";"198";"129";"28"
"0b3f-e0c7-1338-650a-3f28-f5f3-69a7-eea6";"281505";"85";"2";"wieś";"stały";"Szkoła Podstawowa w Małdytach, ul. Kopernika 13 c, 14-330 Małdyty";"gm. Małdyty";"ostródzki";"warmińsko-mazurskie";"1922";"2083";"994";"928";"1";"10";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"14";"3";"11";"0";"914";"94";"386";"363";"71"
"9110-9b6e-1992-5c72-f98c-6ec4-ca7b-dd7d";"281505";"85";"3";"wieś";"stały";"Szkoła Podstawowa w Szymonowie, Szymonowo 15, 14-330 Małdyty";"gm. Małdyty";"ostródzki";"warmińsko-mazurskie";"824";"882";"498";"326";"0";"4";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"4";"0";"4";"0";"322";"32";"98";"158";"34"
"5aa5-5542-a907-40a0-0209-a77a-7192-fced";"281505";"85";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Wielkim Dworze, Wielki Dwór 9/1, 14-330 Małdyty";"gm. Małdyty";"ostródzki";"warmińsko-mazurskie";"1058";"1146";"646";"412";"0";"4";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"4";"5";"0";"403";"39";"149";"174";"41"
"0931-3df9-5f09-cfa9-0b71-b039-c7e7-cb21";"281506";"85";"1";"miasto";"stały";"Miłakowski Dom Kultury w Miłakowie, ul. O. Władysława Włodyki 20, 14-310 Miłakowo";"gm. Miłakowo";"ostródzki";"warmińsko-mazurskie";"1871";"2023";"769";"1102";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1102";"0";"0";"1102";"9";"3";"6";"0";"1093";"114";"415";"489";"75"
"b0d9-9f04-7b9e-ae4d-bcb7-b951-fef4-a17c";"281506";"85";"2";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Miłakowie im. Jana Pawła II, ul. Olsztyńska 9A, 14-310 Miłakowo";"gm. Miłakowo";"ostródzki";"warmińsko-mazurskie";"1032";"1136";"654";"378";"2";"4";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"5";"1";"4";"0";"373";"51";"104";"189";"29"
"8d55-1589-1cc7-70a1-bc38-3cea-92eb-0cb2";"281506";"85";"3";"wieś";"stały";"Filia Zespołu Szkolno-Przedszkolnego im. Jana Pawła II w Miłakowie, Szkoła Podstawowa w Boguchwałach, Boguchwały 47A, 14-310 Miłakowo";"gm. Miłakowo";"ostródzki";"warmińsko-mazurskie";"516";"576";"320";"196";"1";"9";"0";"0";"0";"0";"0";"0";"0";"196";"0";"1";"195";"7";"1";"6";"0";"188";"24";"81";"67";"16"
"655d-a776-231d-992a-37d9-f395-8251-d61b";"281506";"85";"4";"wieś";"stały";"Świetlica Wiejska w Trokajnach, Trokajny 8, 14-310 Miłakowo";"gm. Miłakowo";"ostródzki";"warmińsko-mazurskie";"293";"320";"165";"128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"128";"2";"0";"2";"0";"126";"12";"33";"67";"14"
"4ffa-2856-6416-9bc0-41dd-511d-33a0-b143";"281506";"85";"5";"wieś";"stały";"Świetlica wiejska, Książnik 42, 14-310 Miłakowo";"gm. Miłakowo";"ostródzki";"warmińsko-mazurskie";"202";"220";"123";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"0";"0";"0";"0";"79";"11";"21";"38";"9"
"59c8-94b9-0067-259b-6547-dfc8-de39-8bea";"281507";"85";"1";"miasto";"stały";"Szkoła Podstawowa w Miłomłynie, Pasłęcka 15, 14-140 Miłomłyn";"gm. Miłomłyn";"ostródzki";"warmińsko-mazurskie";"1813";"1996";"767";"1046";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"24";"7";"17";"0";"1020";"156";"453";"333";"78"
"d944-d508-e3d7-9a91-bf98-ba0b-f545-4687";"281507";"85";"2";"wieś";"stały";"Szkoła Podstawowa w Liwie, Liwa Długa 30, 14-140 Miłomłyn";"gm. Miłomłyn";"ostródzki";"warmińsko-mazurskie";"816";"901";"440";"376";"0";"13";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"8";"0";"8";"0";"368";"37";"156";"144";"31"
"8265-9179-79ab-8927-e140-dbf7-45c8-0e9c";"281507";"85";"3";"wieś";"stały";"Świetlica Wiejska w Liksajnach, Liksajny 15A, 14-140 Miłomłyn";"gm. Miłomłyn";"ostródzki";"warmińsko-mazurskie";"256";"287";"108";"148";"0";"5";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"5";"3";"2";"0";"143";"20";"60";"56";"7"
"587b-1971-d8f4-f713-e0f2-46b2-0219-c0e9";"281507";"85";"4";"wieś";"stały";"Szkoła Podstawowa w Bynowie, Bynowo 7, 14-140 Miłomłyn";"gm. Miłomłyn";"ostródzki";"warmińsko-mazurskie";"460";"506";"258";"202";"0";"1";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"6";"1";"5";"0";"196";"27";"83";"73";"13"
"6d9e-edaf-2234-bda7-6a12-7f71-9411-e429";"281507";"85";"5";"wieś";"stały";"Świetlica Wiejska w Majdanach Wielkich, Majdany Wielkie 28B, 14-140 Miłomłyn";"gm. Miłomłyn";"ostródzki";"warmińsko-mazurskie";"256";"289";"113";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"5";"1";"4";"0";"138";"13";"59";"58";"8"
"fcc8-36b8-37b2-0959-47ae-0ee6-1c7c-b75c";"281508";"85";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Morągu, ul. Żeromskiego 26, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"1049";"1140";"433";"616";"0";"9";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"22";"9";"13";"0";"594";"76";"271";"177";"70"
"f1bc-e1e9-7d85-ff4f-8e67-6799-f7be-c000";"281508";"85";"2";"miasto i wieś";"stały";"Miejskie Przedsiębiorstwo Zarządzania Nieruchomościami Sp. z o. o. w Morągu, ul. Wenecka 1, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"751";"819";"240";"511";"0";"1";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"12";"1";"11";"0";"499";"58";"256";"150";"35"
"b761-bdb0-cd79-34ed-fe83-efed-a586-8cf8";"281508";"85";"3";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Morągu, ul. Kajki 2, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"766";"831";"282";"484";"0";"1";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"12";"5";"7";"0";"472";"71";"250";"119";"32"
"7c94-351d-c24d-fc4b-a5b8-c486-1a37-eb39";"281508";"85";"4";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Morągu, ul. Kajki 2, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"880";"958";"341";"539";"0";"4";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"8";"5";"3";"0";"531";"59";"264";"164";"44"
"d9fa-8217-5f70-489e-480b-aaad-c065-d5a5";"281508";"85";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Morągu, ul. Mickiewicza 25, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"639";"673";"280";"359";"0";"1";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"7";"3";"4";"0";"352";"30";"185";"111";"26"
"03d3-2563-8852-35dc-ebf4-a030-39b0-e2b7";"281508";"85";"6";"miasto";"stały";"Zespół Szkól Licealnych w Morągu, ul. 11 Listopada 7A, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"715";"780";"320";"395";"1";"2";"1";"1";"0";"0";"0";"0";"1";"396";"1";"0";"396";"4";"0";"4";"0";"392";"34";"198";"125";"35"
"b082-4e3a-8aee-5bbd-a749-cade-d660-73d2";"281508";"85";"7";"miasto";"stały";"Ratusz w Morągu, ul. Plac Jana Pawła II 1, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"750";"810";"347";"403";"1";"6";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"11";"0";"11";"0";"392";"27";"165";"162";"38"
"3080-98aa-8aef-e45e-95c6-64b2-e527-690f";"281508";"85";"8";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Morągu, ul. Krzywa 2, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"916";"1001";"377";"539";"0";"5";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"14";"3";"11";"0";"525";"55";"270";"167";"33"
"51c5-a5a1-5018-54d5-816f-c7c8-9c64-d2be";"281508";"85";"9";"miasto";"stały";"Przedszkole Nr 2 w Morągu, Armii Krajowej 15, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"621";"659";"214";"407";"0";"2";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"8";"1";"7";"0";"399";"31";"216";"127";"25"
"ba94-e793-89fd-957b-7416-db72-118b-e41f";"281508";"85";"10";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej ""Narie"" w Morągu, ul. Leśna 22, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"731";"789";"211";"520";"2";"2";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"13";"0";"13";"0";"507";"45";"251";"165";"46"
"ccfb-f316-f024-534b-7497-260e-f33e-7e3c";"281508";"85";"11";"miasto i wieś";"stały";"Przedszkole Nr 6 w Morągu, ul. Pomorska 23, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"1022";"1075";"360";"662";"2";"1";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"8";"1";"7";"0";"654";"83";"328";"182";"61"
"421b-30e0-be51-a760-33d9-d349-61df-0816";"281508";"85";"12";"miasto i wieś";"stały";"Szkoła Podstawowa Nr 3 w Morągu, ul. Zygmunta Wróblewskiego 17, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"1400";"1563";"418";"982";"2";"2";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"12";"5";"7";"0";"970";"77";"556";"275";"62"
"5aa9-5a6a-13e8-ebf2-63f0-4ae9-f44a-4b52";"281508";"85";"13";"wieś";"stały";"Szkoła Podstawowa w Żabim Rogu, Żabi Róg 115A, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"932";"1019";"422";"510";"0";"15";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"9";"3";"6";"0";"501";"68";"209";"188";"36"
"5225-ff6a-9982-1a77-5b76-4000-fa4e-6bff";"281508";"85";"14";"wieś";"stały";"Świetlica w Zawrotach, Zawroty 17A, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"646";"709";"334";"312";"0";"4";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"13";"5";"8";"0";"299";"32";"104";"136";"27"
"ba33-b20a-6c9f-bdb8-bbcd-fd0a-23b8-938a";"281508";"85";"15";"wieś";"stały";"Świetlica w Bramce, Bramka 66, 14-300 Morąg";"gm. Morąg";"ostródzki";"warmińsko-mazurskie";"613";"669";"251";"362";"0";"3";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"11";"0";"11";"0";"351";"40";"111";"180";"20"
