"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Piotr BIELECKI";"Stanisław Andrzej GORCZYCA";"Bogusława ORZECHOWSKA";"Łukasz TULWIŃSKI"
"3a24-a68c-62b7-6f0b-2f14-8027-032f-aa47";"280301";"85";"1";"miasto";"stały";"Zespół Szkół Nr 2 w Działdowie, Polna 11, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1843";"2007";"553";"1290";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1290";"0";"0";"1290";"30";"11";"19";"0";"1260";"213";"509";"455";"83"
"56a9-fce0-7a30-167c-bc88-1b32-7c4f-76bf";"280301";"85";"2";"miasto";"stały";"Przedszkole Nr 4 w Działdowie ul. Mrongowiusza 7, Mrongowiusza 7, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"995";"1075";"336";"659";"2";"0";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"10";"4";"6";"0";"649";"94";"262";"243";"50"
"f4a9-5a67-dd9e-44a1-8732-9afc-df77-e79a";"280301";"85";"3";"miasto";"stały";"Zespół Szkół Nr 1 (Sala Sportowa) w Działdowie ul. Grunwaldzka 4, Grunwaldzka 4, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1014";"1103";"388";"626";"0";"0";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"4";"0";"4";"0";"622";"90";"257";"220";"55"
"ee80-8a41-e484-c457-abdd-cf3a-0e3d-6570";"280301";"85";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 (Sala Sportowa) w Działdowie ul. Władysława Jagiełły 33, Władysława Jagiełły 33, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"782";"815";"358";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"10";"1";"9";"0";"414";"50";"174";"165";"25"
"87ab-6d70-bd8d-6ecf-ffed-cb46-ae7a-b1a7";"280301";"85";"5";"miasto";"stały";"Zespół Szkół Zawodowych Nr 1 (Sala Sportowa) w Działdowie ul. Pocztowa 6, Pocztowa 6, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1633";"1797";"742";"892";"3";"3";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"16";"1";"15";"0";"874";"128";"317";"358";"71"
"e92b-bedb-4fa9-61c0-0f7b-0b34-09d3-276a";"280301";"85";"6";"miasto";"stały";"Miejska Biblioteka Publiczna w Działdowie ul. Wolności 64 a, Wolności 64 a, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1153";"1217";"455";"698";"1";"3";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"11";"6";"5";"0";"687";"84";"290";"273";"40"
"b897-4b41-c02d-215a-a6a2-4cdc-95f9-0203";"280301";"85";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Działdowie ul. Lenartowicza 1, Lenartowicza 1, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"2167";"2313";"832";"1335";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1335";"0";"0";"1335";"23";"7";"16";"0";"1312";"170";"504";"541";"97"
"6217-f457-201d-2321-7f9f-a015-c069-38c9";"280301";"85";"8";"miasto";"stały";"Spółdzielnia Mieszkaniowa w Działdowie ul. Nidzicka 17, Nidzicka 17, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1421";"1499";"684";"737";"0";"2";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"15";"1";"14";"0";"722";"98";"275";"299";"50"
"e978-9fe3-3fc0-bd90-75fb-7434-8869-2b6b";"280301";"85";"9";"miasto";"stały";"Przedsiębiorstwo Ciepłownicze Spółka z o. o. w Działdowie, ul. Marii Zientary-Malewskiej 1b, Marii Zientary-Malewskiej 1b, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"860";"944";"253";"607";"0";"6";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"8";"0";"8";"0";"599";"80";"248";"218";"53"
"f7cd-41cd-a819-2800-1d97-49be-11bd-ad6b";"280301";"85";"10";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji w Działdowie, ul. Robotnicza 10, Robotnicza 10, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1219";"1344";"491";"728";"0";"2";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"10";"3";"7";"0";"718";"93";"236";"327";"62"
"36db-1431-aa7c-bfe3-321b-4ccd-9108-6655";"280301";"85";"11";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Działdowie, ul. Sportowa 1, Sportowa 1, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"966";"1027";"318";"648";"0";"6";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"3";"0";"3";"0";"645";"96";"293";"214";"42"
"b864-3e09-334c-6c6b-9ec9-71df-b3d8-1c7f";"280301";"85";"12";"miasto";"stały";"Hala Sportowa przy Szkole Podstawowej Nr 2 w Działdowie ul. Sportowa 1, Sportowa 1, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"1183";"1272";"484";"699";"0";"1";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"11";"1";"10";"0";"688";"103";"248";"291";"46"
"4b6f-6735-0095-ccd1-1b8c-623a-9e1a-6f50";"280301";"85";"13";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Działdowie, ul. Leśna 1, 13 - 200 Działdowo, Leśna 1, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"250";"170";"184";"66";"0";"2";"0";"0";"0";"0";"0";"0";"0";"66";"0";"0";"66";"1";"0";"1";"0";"65";"8";"17";"36";"4"
"daf1-0ee7-6da7-f859-2d8c-112e-5a32-879e";"280301";"85";"14";"miasto";"oddział zewnętrzny zakładu karnego";"Zakład Karny w Iławie Oddział Zewnętrzny w Działdowie, ul. Władysława Jagiełły 31A, 13 - 200 Działdowo, Wł. Jagiełly 31A, 13-200 Działdowo";"m. Działdowo";"działdowski";"warmińsko-mazurskie";"150";"88";"96";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"2";"0";"2";"0";"52";"12";"20";"16";"4"
"603b-006c-7aeb-2d2d-aa22-bd97-5371-bfa8";"280302";"85";"1";"wieś";"stały";"Szkoła Podstawowa w Klęczkowie, Klęczkowo 13, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"595";"649";"364";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"5";"1";"4";"0";"226";"44";"60";"106";"16"
"3474-ef77-cc4c-5003-5c39-742f-53f3-f983";"280302";"85";"2";"wieś";"stały";"Świetlica Wiejska w Kurkach, Kurki 59, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"312";"346";"148";"164";"0";"2";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"3";"0";"3";"0";"161";"32";"37";"70";"22"
"410a-b782-8585-78d5-b959-c3a0-36f3-5e51";"280302";"85";"3";"wieś";"stały";"Szkoła Podstawowa w Petrykozach, Petrykozy 59, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"697";"768";"361";"336";"0";"1";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"7";"2";"5";"0";"329";"44";"49";"212";"24"
"ec6a-6fd0-a7d4-c92d-7731-70db-eb14-df88";"280302";"85";"4";"wieś";"stały";"Świetlica Wiejska w Księżym Dworze, Księży Dwór 55, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"569";"625";"255";"314";"1";"0";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"5";"0";"5";"0";"309";"40";"68";"177";"24"
"72c5-2306-bc59-d101-9fe3-4f02-db12-cdca";"280302";"85";"5";"wieś";"stały";"Szkoła Podstawowa w Uzdowie, Uzdowo 75, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"666";"843";"269";"397";"0";"1";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"11";"0";"11";"0";"386";"52";"99";"212";"23"
"9e3f-61b8-a69e-a846-cdec-9fc6-50c2-26af";"280302";"85";"6";"wieś";"stały";"Szkoła Podstawowa w Ruszkowie, Ruszkowo 64, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"1174";"1267";"726";"448";"0";"0";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"7";"1";"6";"0";"441";"48";"85";"282";"26"
"46b8-684f-4ce2-6e18-d9ba-e9fe-dd1d-cdb8";"280302";"85";"7";"wieś";"stały";"Świetlica Wiejska w Wysokiej, Wysoka 62, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"538";"585";"313";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"5";"2";"3";"0";"220";"18";"75";"104";"23"
"9db7-420d-35b8-25ca-11e5-903e-db25-ba71";"280302";"85";"8";"wieś";"stały";"Szkoła Podstawowa w Burkacie, Burkat 46, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"689";"729";"279";"410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"9";"0";"9";"0";"401";"74";"141";"149";"37"
"5a5b-f26b-6674-ee9d-1fe1-df62-235c-478d";"280302";"85";"9";"wieś";"stały";"Szkoła Podstawowa w Turzy Wielkiej, Turza Wielka 57A, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"460";"489";"219";"241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"6";"1";"5";"0";"235";"33";"64";"105";"33"
"69e4-94b0-d65e-495f-7473-e0ac-a4cc-cd9b";"280302";"85";"10";"wieś";"stały";"Świetlica Wiejska w Kisinach, Kisiny 38, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"495";"543";"222";"273";"0";"0";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"1";"0";"1";"0";"272";"46";"73";"131";"22"
"5e1d-c9c0-5bcf-e285-54fc-73ec-3150-b828";"280302";"85";"11";"wieś";"stały";"Świetlica Wiejska w Grzybinach, Grzybiny 31, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"395";"430";"251";"144";"0";"0";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"6";"0";"6";"0";"138";"19";"41";"68";"10"
"66bc-ec26-3398-ba23-2ff6-e83d-44ab-3d78";"280302";"85";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Uzdowie, Uzdowo 18/19, 13-200 Działdowo";"gm. Działdowo";"działdowski";"warmińsko-mazurskie";"63";"62";"29";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"4";"2";"2";"0";"30";"11";"7";"12";"0"
"e791-00fe-7aac-3707-6ef0-1d18-6156-2b88";"280303";"85";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Iłowie-Osadzie, ul. Staszica 1, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"718";"780";"247";"471";"0";"6";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"7";"2";"5";"0";"464";"75";"160";"194";"35"
"82c2-256d-d7bb-3caf-ac05-edd2-9cca-66df";"280303";"85";"2";"wieś";"stały";"Zespół Szkół Technicznych i Ogólnokształcących w Iłowie-Osadzie, ul. Leśna 10A, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"1469";"1610";"624";"845";"1";"2";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"19";"2";"17";"0";"825";"108";"262";"390";"65"
"4eb7-4477-1ed3-8ca7-3911-b4d3-1621-bf82";"280303";"85";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Iłowie-Wsi, Iłowo-Wieś ul. Wiejska 4A, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"544";"604";"263";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"9";"0";"9";"0";"272";"46";"76";"123";"27"
"3779-08c2-cce0-2645-a9e7-be60-6566-14ad";"280303";"85";"4";"wieś";"stały";"Szkoła Podstawowa w Białutach, Białuty 1, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"669";"738";"349";"320";"0";"1";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"8";"2";"6";"0";"312";"39";"55";"182";"36"
"8122-ea4f-007b-5533-85f6-9ade-ce3c-853d";"280303";"85";"5";"wieś";"stały";"Zespół Szkół Nr 2 w Narzymiu, Narzym ul. Kościelna 14, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"1680";"1829";"886";"794";"1";"1";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"23";"5";"18";"0";"771";"113";"185";"398";"75"
"f711-9c6f-17e4-74c3-8913-b30b-3df6-a4b2";"280304";"85";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 z oddziałami dwujęzycznymi i sportowymi im. Szarych Szeregów, Nowa 10, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1363";"1480";"547";"816";"0";"7";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"14";"3";"11";"0";"802";"245";"219";"295";"43"
"7a03-4293-6eb3-e4af-8c67-fc7f-af82-caa3";"280304";"85";"2";"miasto";"stały";"Żłobek Miejski, Zieluńska 7, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1483";"1591";"619";"864";"0";"1";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"10";"3";"7";"0";"854";"288";"176";"309";"81"
"9b18-c61f-a43d-e69b-2e22-9802-4db5-0010";"280304";"85";"3";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, Jeleńska 26, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1312";"1407";"591";"721";"1";"4";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"15";"3";"12";"0";"705";"277";"131";"261";"36"
"2779-b84a-6b8e-7ec2-40ac-3789-5fd6-7d72";"280304";"85";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, Sądowa 23, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1542";"1676";"740";"802";"3";"7";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"12";"1";"11";"0";"790";"302";"142";"308";"38"
"b7db-448a-b766-65a4-a835-ea53-4242-0c89";"280304";"85";"5";"miasto";"stały";"Budynek przy ul. Działdowska 10A, Działdowska 10A, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1340";"1459";"664";"676";"0";"5";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"7";"1";"6";"0";"669";"265";"112";"246";"46"
"e966-79ce-cdb7-3090-0d18-c920-3d07-433d";"280304";"85";"6";"wieś";"stały";"Szkoła Podstawowa, Słup 41, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"736";"796";"370";"366";"0";"6";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"4";"1";"3";"0";"362";"152";"35";"141";"34"
"5318-38e8-783b-2410-cc01-07ea-d488-6a6d";"280304";"85";"7";"wieś";"stały";"Niepubliczna Szkoła Podstawowa im. Wincentego Witosa, Wąpiersk 31, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"689";"770";"290";"399";"1";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"11";"2";"9";"0";"388";"164";"40";"157";"27"
"2703-4038-1176-25c4-d5be-8b57-2eb9-0528";"280304";"85";"8";"wieś";"stały";"Szkoła Podstawowa, Bryńsk 71, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"634";"691";"324";"310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"4";"2";"2";"0";"306";"135";"45";"101";"25"
"51a8-7c20-e9c8-a833-e7a7-859c-4da2-91d3";"280304";"85";"9";"wieś";"stały";"Świetlica Wiejska, Nowy Dwór 16, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"376";"413";"159";"217";"0";"1";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"2";"0";"2";"0";"215";"93";"30";"87";"5"
"3ec2-cc40-bf6d-a82f-cc3e-6bd4-161f-514f";"280304";"85";"10";"wieś";"stały";"Szkoła Podstawowa, Długa 61, 13-203 Stare Dłutowo";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"884";"966";"433";"451";"0";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"9";"7";"2";"0";"442";"183";"84";"150";"25"
"a3d1-0a62-d468-20dd-57b4-075c-47a2-f4d0";"280305";"85";"1";"wieś";"stały";"Szkoła Podstawowa, Lipowa 5, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"1247";"1346";"588";"659";"1";"3";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"19";"4";"15";"0";"640";"144";"127";"305";"64"
"7861-2591-9b34-d77f-f6df-2f7e-62a6-4964";"280305";"85";"2";"wieś";"stały";"Remiza OSP, Gródki 59, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"820";"883";"381";"439";"0";"4";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"12";"0";"12";"0";"427";"94";"128";"170";"35"
"45ee-4d36-09fc-5ec6-8dc3-4da8-5eee-a722";"280305";"85";"3";"wieś";"stały";"Świetlica Wiejska, Skurpie 12, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"482";"524";"269";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"3";"0";"3";"0";"210";"34";"42";"119";"15"
"c62f-10f5-4bf5-d5a5-0fb8-932c-47ab-50c6";"280305";"85";"4";"wieś";"stały";"Szkoła Podstawowa, Niechłonin 92, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"1072";"1177";"452";"620";"0";"0";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"15";"3";"12";"0";"605";"111";"116";"341";"37"
"e970-f476-80e7-1913-5bb4-2f0c-7731-1b67";"280305";"85";"5";"wieś";"stały";"Szkoła Podstawowa, Wielki Łęck 92, 13-230 Lidzbark";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"545";"600";"279";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"4";"0";"4";"0";"262";"64";"49";"132";"17"
"077f-c456-f342-1ac8-5971-fbff-056a-eeb1";"280306";"85";"1";"wieś";"stały";"Szkoła Podstawowa w Rumianie, Rumian 12, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"372";"417";"135";"237";"0";"5";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"8";"1";"7";"0";"229";"37";"41";"136";"15"
"c957-24f1-9517-46bf-4d70-08cb-db28-79e3";"280306";"85";"2";"wieś";"stały";"Szkoła Podstawowa w Hartowcu, Hartowiec 40, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"480";"536";"187";"293";"1";"2";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"9";"1";"8";"0";"284";"48";"44";"172";"20"
"3d35-d470-ab8c-f25a-af47-32ec-9d8f-fac4";"280306";"85";"3";"wieś";"stały";"Szkoła Podstawowa w Żabinach, Żabiny 26, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"664";"735";"312";"352";"0";"3";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"12";"0";"12";"0";"340";"60";"84";"170";"26"
"899f-e035-57a1-4523-4f24-7e22-c85b-497d";"280306";"85";"4";"wieś";"stały";"Świetlica Wiejska w Koszelewach, Koszelewy 85, 13-206 Płośnica";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"404";"452";"211";"193";"0";"2";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"9";"6";"3";"0";"184";"31";"32";"104";"17"
"d7b2-c03f-9086-dfa1-9814-3d94-b196-250d";"280306";"85";"5";"wieś";"stały";"Sala Konferencyjna w Urzędzie Gminy Rybno, ul. Lubawska 15, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"1037";"1152";"365";"672";"2";"6";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"15";"1";"14";"0";"657";"118";"167";"320";"52"
"0cee-0962-1d80-ae1c-77f9-09f5-71cd-fbe0";"280306";"85";"6";"wieś";"stały";"Świetlica Wiejska w Tuczkach, Tuczki 38, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"499";"551";"238";"261";"1";"0";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"8";"4";"4";"0";"253";"50";"51";"134";"18"
"7ff2-7853-9827-941f-6d32-f8fb-83ae-06d2";"280306";"85";"7";"wieś";"stały";"Remiza OSP w Dębieniu, Dębień 9, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"425";"474";"157";"268";"0";"2";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"4";"0";"4";"0";"264";"42";"31";"167";"24"
"72e2-f1f5-4ca5-16f7-16f5-2acc-0805-953a";"280306";"85";"8";"wieś";"stały";"Sala OSP w Rybnie, Lubawska 15, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"1022";"1131";"379";"643";"0";"12";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"20";"2";"18";"0";"623";"123";"177";"274";"49"
"9168-b3a5-9908-6212-30aa-17f2-56d4-4425";"280306";"85";"9";"wieś";"stały";"Budynek po byłej Szkole Podstawowej, Jeglia 11, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"283";"314";"132";"151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"10";"1";"9";"0";"141";"32";"23";"72";"14"
"f8b5-9787-633d-45ed-480c-e6ed-8460-6a85";"280701";"85";"1";"miasto";"stały";"Przedszkole Miejskie Nr 3, ul. Kościuszki 22A, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"1438";"1602";"377";"1061";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1062";"1";"0";"1062";"10";"1";"9";"0";"1052";"164";"469";"311";"108"
"03d5-54ee-53b8-82a7-a4c5-2f99-e79f-f4e6";"280701";"85";"2";"miasto";"stały";"Zajazd Wielka Żuława, ul. Ostródzka 3, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"1369";"1500";"557";"812";"0";"15";"1";"1";"0";"0";"0";"0";"1";"813";"1";"0";"813";"16";"5";"11";"0";"797";"102";"309";"319";"67"
"0e46-7d2d-9efb-8033-5043-9221-15b9-d01f";"280701";"85";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Mikołaja Kopernika, ul. Kościuszki 2A, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"1420";"1558";"498";"922";"3";"0";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"11";"4";"7";"0";"911";"102";"397";"330";"82"
"6118-97d9-943b-545a-df66-5a64-dbca-19d2";"280701";"85";"4";"miasto";"stały";"Szkoła Podstawowa nr 3 z Oddziałami Integracyjnymi im. Polskich Olimpijczyków, ul. Niepodległości 11A, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"1385";"1518";"516";"869";"3";"18";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"21";"1";"20";"0";"848";"114";"346";"316";"72"
"4d1c-4e13-4bec-1f82-802f-42ee-569b-ee7e";"280701";"85";"5";"miasto";"stały";"Iławskie Przedsiębiorstwo Budowlane, ul. Lubawska 3, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"2078";"2305";"695";"1383";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1383";"0";"0";"1383";"25";"12";"13";"0";"1358";"200";"511";"539";"108"
"ea6a-3064-38ae-eb58-ec81-1a71-ecaf-2b1c";"280701";"85";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 z Oddziałami Intergracyjnymi im. Polskich Olimpijczyków, ul. Niepdłegłości 11A, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"775";"856";"247";"528";"0";"0";"1";"1";"0";"0";"0";"0";"1";"529";"1";"0";"529";"12";"1";"11";"0";"517";"82";"194";"201";"40"
"e248-e6bd-c4a9-f624-e4f6-ccc5-7981-8d4d";"280701";"85";"7";"miasto";"stały";"Ośrodek Psychoedukacji, Profilaktyki Uzależnień i Pomocy Rodzinie, ul. Chełmińska 1, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"1441";"1565";"447";"994";"0";"4";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"12";"4";"8";"0";"982";"138";"379";"381";"84"
"10d1-b72b-5bc3-65f2-67d2-12ec-77e5-6b2e";"280701";"85";"8";"miasto";"stały";"Przedszkole Miejskie Nr 4 im. Kubusia Puchatka, ul. Dąbrowskiego 17B, 14-200 Iława";"m. Iława";"iławski";"warmińsko-mazurskie";"1585";"1744";"396";"1189";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"9";"2";"7";"0";"1180";"162";"557";"390";"71"
