"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Stanisław Adam ŻUK - nr na liście 1";"Tadeusz SAMBORSKI - nr na liście 2";"Mariola SZCZĘSNA - nr na liście 3";"Andrzej ROJEK - nr na liście 4";"Stanisław LASKOWSKI - nr na liście 5";"Artur Andrzej JURKOWSKI - nr na liście 6";"Zofia RAK - nr na liście 7";"Wiktor Marian PIOTROWSKI - nr na liście 8";"Bożena Maria BRZOZOWSKA - nr na liście 9";"Olga BURDYNA - nr na liście 10";"Maria WRONA - nr na liście 11";"Cecylia Ewa STANKIEWICZ - nr na liście 12";"Roman Edward SADOWSKI - nr na liście 13";"Stanisław GRZYB - nr na liście 14";"Waldemar Andrzej MATYS - nr na liście 15";"Romuald Piotr SALATA - nr na liście 16";"Marcin Karol KRASOWSKI - nr na liście 17";"Kazimiera Zofia TUCHOWSKA - nr na liście 18";"Mariusz Janusz IMIELSKI - nr na liście 19";"Bartosz ŁASICA - nr na liście 20";"Barbara OTROCIUK - nr na liście 21";"Eugenia BUKAT - nr na liście 22";"Stanisław GNAT - nr na liście 23";"Leszek Józef SUPIERZ - nr na liście 24";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Adam Józef LIPIŃSKI - nr na liście 1";"Elżbieta Barbara WITEK - nr na liście 2";"Marzena Anna MACHAŁEK - nr na liście 3";"Krzysztof Jan KUBÓW - nr na liście 4";"Wojciech Michał ZUBOWSKI - nr na liście 5";"Ewa Zofia SZYMAŃSKA - nr na liście 6";"Teresa ZEMBIK - nr na liście 7";"Adam BABUŚKA - nr na liście 8";"Józef RYPIŃSKI - nr na liście 9";"Szymon Marek POGODA - nr na liście 10";"Wojciech MARCINIAK - nr na liście 11";"Jacek KARWAN - nr na liście 12";"Andrzej KREDKOWSKI - nr na liście 13";"Jadwiga Barbara BUCIUTO - nr na liście 14";"Dagmara Helena GĘBORYS - nr na liście 15";"Kamila Dorota BRZOZOWSKA - nr na liście 16";"Agnieszka Ewa BADZIŃSKA - nr na liście 17";"Aurelia Barbara SADOWSKA-KOWALSKA - nr na liście 18";"Eurydyka Maria CZYRKO - nr na liście 19";"Ewa KWIATKOWSKA - nr na liście 20";"Łukasz Franciszek URBANOWICZ - nr na liście 21";"Dawid Łukasz SARBAK - nr na liście 22";"Dorota BOJAKOWSKA - nr na liście 23";"Wojciech Paweł LESZCZYK - nr na liście 24";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Helena SEKUŁA-SZMAJDZIŃSKA - nr na liście 1";"Robert Marcin OBAZ - nr na liście 2";"Kaja FILACZYŃSKA - nr na liście 3";"Ryszard ZBRZYZNY - nr na liście 4";"Damian PIĄTEK - nr na liście 5";"Krystyna Anna BURAKOWSKA - nr na liście 6";"Piotr Jerzy PACZÓSKI - nr na liście 7";"Joanna Magdalena ORZECHOWSKA - nr na liście 8";"Paweł GRYĆ - nr na liście 9";"Rafał MIARA - nr na liście 10";"Magdalena JANKOWSKA - nr na liście 11";"Dominika KRÓLEWIECKA-WALA - nr na liście 12";"Przemysław Mikołaj MAJEWICZ - nr na liście 13";"Mikołaj Adam BIDNYK - nr na liście 14";"Piotr Rafał KOHLMAN - nr na liście 15";"Rafał Krzysztof GŁUSZKO - nr na liście 16";"Paweł Adam BACZMAŃSKI - nr na liście 17";"Edyta Katarzyna PŁANETA-SIEWIERSKA - nr na liście 18";"Leszek Kazimierz GRZYB - nr na liście 19";"Alicja RAKSZEWSKA - nr na liście 20";"Magdalena JÓŹWIK - nr na liście 21";"Inez Jolanta BRYCZKOWSKA - nr na liście 22";"Daniel Radosław KOKO - nr na liście 23";"Sławomir Adam GADEK - nr na liście 24";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Waldemar Arkadiusz UTECHT - nr na liście 1";"Krzysztof Piotr JASIŃSKI - nr na liście 2";"Anna Dorota POTOCKA-KACZYK - nr na liście 3";"Krzysztof Norbert MISTOŃ - nr na liście 4";"Dominik Sławomir GUDOWSKI - nr na liście 5";"Marcin Jerzy BUSTOWSKI - nr na liście 6";"Krystian Piotr SOSIŃSKI - nr na liście 7";"Remigiusz Konrad BURDZIŃSKI - nr na liście 8";"Kacper Mikołaj KORWIN-MIKKE - nr na liście 9";"Paweł Stefan PASZYN - nr na liście 10";"Jakub Edward MALICKI - nr na liście 11";"Andrzej GRYF-TOMASZEWSKI - nr na liście 12";"Małgorzata Agnieszka ŚWIERZOWSKA - nr na liście 13";"Sabina Iwona KARPIEJ - nr na liście 14";"Emilia Patrycja SOLAREK-STRUMIŃSKA - nr na liście 15";"Sebastian Jacek SPRYSAK - nr na liście 16";"Regina Elżbieta WINNICKA - nr na liście 17";"Małgorzata Olga BURDZIŃSKA - nr na liście 18";"Jarosław HOSZOWSKI - nr na liście 19";"Agnieszka Katarzyna PASZYN - nr na liście 20";"Joanna NICIEJEWSKA - nr na liście 21";"Paweł MAJEWICZ - nr na liście 22";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr BORYS - nr na liście 1";"Zofia CZERNOW - nr na liście 2";"Robert KROPIWNICKI - nr na liście 3";"Iwona Małgorzata KRAWCZYK - nr na liście 4";"Ewa DROZD - nr na liście 5";"Jarosław Ryszard DUDKOWIAK - nr na liście 6";"Dorota BARANOWSKA - nr na liście 7";"Michał BANDER - nr na liście 8";"Konrad Jerzy SIKORA - nr na liście 9";"Konrad Antoni ROWIŃSKI - nr na liście 10";"Anna Eugenia PICHAŁA - nr na liście 11";"Ksenia Anna DOWHAŃ-DOMAŃSKA - nr na liście 12";"Beata Edyta ROLSKA - nr na liście 13";"Zbigniew GRZEŚKÓW - nr na liście 14";"Krystyna Henryka BARCIK - nr na liście 15";"Urszula MAGRYŚ - nr na liście 16";"Jakub Krzysztof JAGIEŁŁO - nr na liście 17";"Barbara Anna SKÓRZEWSKA - nr na liście 18";"Joanna Dorota STRĄCZEK - nr na liście 19";"Małgorzata Joanna SURWIŁO - nr na liście 20";"Anna BROK - nr na liście 21";"Grzegorz ZIELIŃSKI - nr na liście 22";"Mirosław GRAF - nr na liście 23";"Włodzimierz BARTKOWIAK - nr na liście 24";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Adam Stanisław MYRDA - nr na liście 1";"Tomasz Andrzej GABRYSIAK - nr na liście 2";"Jacek KIEŁB - nr na liście 3";"Piotr Jan MIEDZIŃSKI - nr na liście 4";"Kazimierz JANIK - nr na liście 5";"Beata CASTAÑEDA TRUJILLO - nr na liście 6";"Piotr Kazimierz WANDYCZ - nr na liście 7";"Irena Ewa SZEFFS - nr na liście 8";"Rafał Krzysztof SALA - nr na liście 9";"Krzysztof Mirosław LEWICKI - nr na liście 10";"Aleksandra Marta TOBIASZ - nr na liście 11";"Maciej Jan CIEŚLA - nr na liście 12";"Emilia Janina SOBIESKA - nr na liście 13";"Artur Waldemar ZIELIŃSKI - nr na liście 14";"Dariusz Andrzej CZAJA - nr na liście 15";"Justyna Magdalena FOREMNA - nr na liście 16";"Bartosz Seweryn KUŚWIK - nr na liście 17";"Katarzyna Aneta GRZELAK - nr na liście 18";"Krzysztof Walery WITKOWSKI - nr na liście 19";"Jolanta Elżbieta KUSTROWSKA - nr na liście 20";"Stefan Adam ZAWIERUCHA - nr na liście 21";"Katarzyna Paula TYMIŃSKA - nr na liście 22";"Jadwiga Wacława SAŁADUCHA - nr na liście 23";"Kamil Norbert POLAK-SALOMON - nr na liście 24"
"6a18-a07e-c240-e60e-2b2c-d9ee-4b6f-30b6";"020101";"1";"1";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Ceramiczna 5, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1400";"1522";"512";"888";"0";"2";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"6";"1";"5";"0";"882";"46";"18";"5";"6";"1";"1";"0";"1";"1";"2";"4";"1";"1";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"368";"85";"50";"30";"22";"0";"29";"8";"2";"0";"86";"7";"3";"17";"1";"3";"2";"5";"1";"0";"8";"2";"3";"2";"2";"145";"109";"9";"8";"3";"6";"0";"2";"0";"1";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"2";"0";"0";"1";"0";"72";"20";"12";"5";"0";"2";"0";"2";"2";"17";"0";"5";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"202";"86";"32";"41";"6";"6";"1";"5";"0";"1";"3";"3";"0";"1";"1";"0";"7";"0";"2";"1";"0";"2";"2";"0";"2";"49";"4";"36";"0";"0";"1";"0";"0";"0";"0";"0";"1";"2";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0"
"87e0-d41a-ce4f-cde5-c934-67c7-4577-0bdd";"020101";"1";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Ceramiczna 5, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1200";"1338";"323";"877";"0";"3";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"7";"5";"2";"0";"870";"41";"11";"7";"6";"4";"0";"0";"3";"1";"0";"6";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"307";"57";"54";"21";"12";"3";"25";"4";"1";"3";"73";"1";"2";"25";"1";"0";"2";"0";"3";"2";"10";"2";"1";"1";"4";"196";"153";"5";"10";"7";"2";"1";"0";"3";"0";"0";"2";"0";"0";"0";"1";"5";"0";"0";"1";"1";"1";"0";"4";"0";"57";"18";"3";"6";"0";"1";"1";"2";"1";"13";"0";"0";"0";"3";"2";"1";"0";"0";"0";"0";"1";"2";"3";"223";"104";"32";"45";"5";"3";"0";"6";"1";"1";"2";"1";"1";"0";"1";"0";"8";"1";"0";"0";"0";"4";"1";"0";"7";"46";"1";"21";"0";"0";"1";"2";"0";"1";"2";"1";"2";"5";"2";"2";"0";"2";"0";"2";"1";"0";"0";"0";"0";"1"
"ec4f-7f57-b0eb-d14d-85b3-0095-8b38-265c";"020101";"1";"3";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Dolne Młyny 60, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1300";"1432";"397";"903";"0";"4";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"10";"7";"3";"0";"893";"52";"17";"5";"3";"2";"1";"4";"5";"0";"3";"6";"3";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"331";"86";"70";"17";"13";"3";"17";"1";"1";"2";"80";"4";"1";"11";"0";"1";"0";"3";"0";"0";"6";"0";"7";"4";"4";"194";"150";"1";"6";"6";"3";"2";"2";"1";"2";"0";"1";"0";"0";"0";"0";"9";"1";"4";"0";"0";"1";"1";"1";"3";"55";"15";"6";"6";"1";"2";"0";"4";"2";"5";"0";"2";"0";"0";"1";"0";"0";"3";"0";"1";"3";"1";"3";"193";"91";"14";"14";"4";"16";"1";"11";"4";"1";"1";"2";"3";"2";"10";"1";"8";"1";"1";"1";"0";"0";"3";"0";"4";"68";"2";"39";"2";"1";"1";"0";"1";"2";"1";"2";"0";"4";"2";"2";"0";"5";"1";"2";"0";"1";"0";"0";"0";"0"
"5440-a0cd-5860-fdab-0a77-7c24-e35d-da10";"020101";"1";"4";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Dolne Młyny 60, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1300";"1439";"347";"953";"0";"8";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"6";"4";"2";"0";"945";"53";"24";"2";"6";"5";"2";"2";"0";"1";"4";"4";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"355";"83";"51";"20";"4";"3";"13";"2";"4";"3";"136";"3";"2";"16";"0";"0";"3";"1";"1";"1";"2";"2";"1";"1";"3";"191";"134";"9";"11";"6";"3";"1";"1";"0";"0";"2";"2";"0";"2";"0";"1";"13";"0";"2";"0";"0";"1";"0";"0";"3";"65";"25";"8";"1";"0";"1";"0";"2";"1";"18";"0";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"2";"3";"234";"115";"14";"26";"12";"13";"3";"11";"2";"1";"4";"0";"1";"0";"2";"1";"18";"2";"0";"0";"0";"0";"1";"0";"8";"47";"2";"31";"0";"0";"1";"0";"1";"1";"0";"2";"0";"2";"1";"1";"0";"3";"0";"1";"0";"0";"0";"0";"0";"1"
"1ff9-1ec2-d664-fc91-5eee-71b7-d300-904e";"020101";"1";"5";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Dolne Młyny 60, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1300";"1384";"469";"831";"1";"7";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"12";"5";"7";"0";"819";"54";"17";"1";"9";"5";"1";"0";"2";"2";"1";"10";"1";"0";"1";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"288";"81";"49";"25";"3";"5";"12";"0";"0";"2";"79";"3";"1";"12";"1";"1";"3";"0";"0";"3";"4";"3";"0";"0";"1";"176";"131";"0";"3";"7";"7";"2";"2";"4";"0";"0";"3";"1";"1";"1";"0";"8";"1";"2";"2";"1";"0";"0";"0";"0";"33";"12";"3";"3";"0";"0";"0";"0";"0";"9";"1";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"1";"0";"215";"100";"18";"21";"12";"11";"0";"12";"0";"1";"2";"3";"1";"0";"6";"2";"10";"8";"0";"2";"0";"0";"3";"0";"3";"53";"4";"24";"0";"1";"0";"2";"0";"4";"0";"0";"0";"4";"2";"2";"0";"5";"0";"1";"0";"0";"0";"2";"1";"1"
"9b86-97d7-7785-87ee-564e-72df-8e49-6623";"020101";"1";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Juliusza Słowackiego 2, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1199";"1304";"555";"644";"1";"4";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"20";"11";"9";"0";"624";"45";"10";"3";"6";"5";"0";"1";"4";"1";"5";"4";"0";"1";"1";"0";"0";"0";"0";"0";"0";"3";"0";"1";"0";"0";"243";"60";"48";"10";"7";"3";"26";"4";"2";"5";"61";"1";"1";"4";"0";"0";"1";"1";"1";"1";"3";"0";"1";"1";"2";"136";"102";"3";"6";"2";"5";"0";"0";"2";"1";"0";"3";"1";"0";"0";"0";"3";"0";"5";"1";"0";"0";"0";"2";"0";"31";"4";"5";"1";"0";"0";"2";"1";"2";"9";"0";"1";"1";"0";"2";"0";"0";"0";"1";"0";"0";"1";"1";"126";"57";"11";"13";"1";"7";"0";"9";"3";"2";"0";"2";"4";"0";"3";"3";"5";"0";"0";"0";"1";"1";"1";"0";"3";"43";"7";"12";"1";"2";"0";"1";"0";"3";"0";"2";"1";"1";"0";"3";"2";"2";"0";"3";"0";"1";"0";"0";"0";"2"
"bd9b-6fa6-8202-a10b-73dc-b3c0-0116-1c25";"020101";"1";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Jana Pawła II 38c, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1196";"1352";"303";"893";"0";"11";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"12";"6";"6";"0";"881";"35";"14";"2";"5";"2";"0";"0";"3";"0";"0";"4";"0";"1";"1";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"309";"78";"82";"20";"13";"1";"17";"4";"2";"3";"54";"4";"3";"3";"0";"0";"1";"1";"0";"0";"0";"1";"18";"2";"2";"216";"170";"2";"6";"5";"2";"2";"2";"1";"3";"2";"1";"0";"1";"0";"1";"12";"0";"1";"2";"1";"1";"0";"1";"0";"37";"8";"3";"4";"0";"1";"0";"1";"3";"8";"0";"1";"0";"0";"0";"0";"0";"3";"2";"1";"1";"0";"1";"219";"120";"26";"21";"3";"4";"2";"5";"1";"3";"1";"2";"1";"1";"3";"1";"10";"1";"0";"0";"0";"2";"3";"1";"8";"65";"2";"43";"2";"1";"1";"3";"0";"2";"0";"0";"3";"3";"2";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0"
"6d4e-9db8-11ff-e061-e722-a052-a5fb-986b";"020101";"1";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Jana Pawła II 38c, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1301";"1360";"359";"942";"1";"8";"0";"0";"0";"0";"0";"0";"0";"942";"0";"0";"942";"8";"4";"4";"0";"934";"61";"23";"6";"7";"4";"2";"0";"3";"1";"3";"7";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"349";"91";"75";"25";"8";"1";"22";"0";"1";"7";"65";"0";"4";"13";"2";"0";"2";"2";"1";"1";"5";"1";"20";"0";"3";"196";"151";"4";"6";"6";"5";"2";"2";"2";"3";"1";"0";"1";"0";"0";"0";"2";"0";"6";"0";"2";"0";"1";"2";"0";"59";"9";"5";"10";"0";"2";"3";"2";"1";"10";"2";"0";"0";"2";"3";"1";"0";"7";"1";"1";"0";"0";"0";"202";"90";"33";"31";"5";"8";"3";"6";"0";"2";"3";"1";"2";"3";"0";"0";"6";"0";"0";"0";"0";"0";"2";"2";"5";"67";"6";"38";"1";"0";"2";"2";"0";"0";"0";"0";"0";"3";"2";"0";"0";"4";"0";"1";"0";"0";"1";"2";"2";"3"
"559e-dcef-df28-04be-601e-c7eb-e0e8-e537";"020101";"1";"9";"miasto";"stały";"Miejskie Przedszkole Publiczne Nr 6, ul. Piotra i Pawła 2, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1299";"1411";"436";"863";"2";"2";"1";"1";"0";"0";"0";"0";"1";"863";"1";"0";"863";"7";"5";"2";"0";"856";"42";"16";"5";"3";"4";"0";"0";"1";"1";"0";"3";"2";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"298";"56";"58";"8";"13";"2";"17";"2";"0";"4";"92";"1";"0";"8";"1";"0";"1";"1";"0";"2";"3";"1";"25";"3";"0";"205";"149";"5";"5";"7";"6";"0";"1";"2";"0";"2";"4";"3";"1";"1";"0";"7";"1";"4";"1";"1";"0";"0";"2";"3";"39";"10";"2";"4";"0";"1";"2";"0";"1";"14";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"3";"218";"128";"17";"24";"8";"9";"1";"2";"3";"0";"0";"1";"0";"1";"1";"1";"6";"2";"0";"1";"0";"2";"1";"0";"10";"54";"4";"31";"0";"0";"0";"1";"0";"4";"1";"0";"0";"2";"2";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"4"
"49b7-93ae-a838-a030-5ae5-0763-3a97-80d8";"020101";"1";"10";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Juliusza Słowackiego 2, 59-700 Bolesławiec";"m. Bolesławiec";"bolesławiecki";"dolnośląskie";"1199";"1309";"441";"758";"0";"4";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"14";"7";"7";"0";"744";"32";"16";"0";"3";"1";"0";"1";"2";"0";"1";"2";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"296";"58";"63";"16";"7";"3";"21";"3";"2";"4";"90";"2";"0";"7";"2";"1";"2";"3";"0";"0";"7";"1";"4";"0";"0";"174";"115";"8";"10";"3";"2";"1";"1";"2";"2";"3";"1";"0";"0";"0";"0";"14";"0";"2";"2";"1";"1";"1";"1";"4";"40";"13";"6";"1";"0";"3";"1";"0";"2";"10";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2";"141";"79";"14";"10";"2";"3";"2";"6";"2";"1";"0";"0";"1";"2";"1";"0";"9";"1";"0";"0";"0";"1";"4";"1";"2";"61";"5";"32";"1";"1";"1";"3";"0";"1";"1";"0";"1";"4";"1";"1";"0";"3";"1";"2";"0";"0";"0";"2";"0";"1"
