"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Lidia BŁĄDEK";"Marzena KARDASIŃSKA";"Janina Zofia SAGATOWSKA"
"09a3-3b9a-7e15-459b-4550-7857-7d63-eb10";"180801";"54";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Grunwaldzka 1, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1448";"1528";"545";"903";"4";"2";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"25";"10";"15";"0";"878";"271";"90";"517"
"6fbd-8d0e-3d71-6304-c3bf-9aa7-d925-2d5e";"180801";"54";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Grunwaldzka 1, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1469";"1561";"573";"896";"3";"2";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"13";"3";"10";"0";"882";"287";"83";"512"
"946e-3711-37a7-afd4-abf4-e361-8b55-392b";"180801";"54";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Mickiewicza 51, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1298";"1375";"547";"751";"1";"5";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"14";"4";"10";"0";"737";"236";"72";"429"
"b3b6-76b9-f21d-1a41-ac16-0356-17a9-a688";"180801";"54";"4";"miasto";"stały";"Miejskie Centrum Kultury, ul. Mickiewicza 61, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1229";"1306";"512";"717";"3";"10";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"14";"5";"9";"0";"703";"267";"65";"371"
"dd4e-47c9-d934-a6e1-69ad-af67-6940-733c";"180801";"54";"5";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2 (dawne Gimnazjum Miejskie), ul. M. C. Skłodowskiej 8, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1252";"1329";"522";"730";"0";"3";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"15";"7";"8";"0";"715";"222";"58";"435"
"9326-7e40-91e5-cd43-0bad-5f4a-424c-9db3";"180801";"54";"6";"miasto";"stały";"Zespół Szkół Technicznych im. Tadeusza Kościuszki, ul. Mickiewicza 67, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1445";"1557";"500";"945";"0";"5";"0";"0";"0";"0";"0";"0";"0";"944";"0";"1";"943";"23";"15";"8";"0";"920";"297";"73";"550"
"5f25-1b71-5e46-bb9a-7000-a170-6437-c677";"180801";"54";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Stefana Wyszyńskiego, ul. 11 - go Listopada 8, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"1462";"1580";"549";"913";"4";"24";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"24";"4";"20";"0";"889";"207";"107";"575"
"758f-265b-8faf-cfdb-d47e-ef56-3d02-3c88";"180801";"54";"8";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Stefana Wyszyńskiego, ul. 11 - go Listopada 8, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"800";"853";"227";"573";"14";"8";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"9";"0";"9";"0";"564";"154";"59";"351"
"fd6f-1e6a-212d-6434-f3b4-77aa-7191-637f";"180801";"54";"9";"miasto";"zakład leczniczy";"Szpital Powiatowy w Leżajsku, ul. Leśna 22, 37-300 Leżajsk";"m. Leżajsk";"leżajski";"podkarpackie";"200";"85";"143";"57";"0";"1";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"1";"0";"1";"0";"56";"10";"3";"43"
"602b-008f-1683-6ea9-0283-2f09-c733-e114";"180802";"54";"1";"wieś";"stały";"Zespół Szkół im. Jana Pawła II w Grodzisku Dolnym, Grodzisko Dolne 150, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"1217";"1335";"408";"809";"3";"5";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"21";"3";"18";"0";"786";"119";"60";"607"
"e0af-693a-c841-1dfb-b6be-fab9-92e6-5647";"180802";"54";"2";"wieś";"stały";"Dom Wiejski w Grodzisku Nowym, Grodzisko Nowe 274, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"579";"632";"203";"376";"1";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"9";"3";"6";"0";"367";"35";"28";"304"
"8516-8134-5a0d-ecb8-ee19-daef-853a-d585";"180802";"54";"3";"wieś";"stały";"Szkoła Podstawowa w Chodaczowie, Chodaczów 59A, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"709";"750";"304";"405";"2";"3";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"12";"2";"10";"0";"393";"52";"29";"312"
"220b-c682-7839-5796-c99b-dfb8-95c4-ce3c";"180802";"54";"4";"wieś";"stały";"Szkoła Podstawowa w Opaleniskach, Opaleniska 82A, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"880";"959";"336";"544";"0";"1";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"5";"1";"4";"0";"539";"72";"50";"417"
"2608-ac84-2061-7240-3dd9-34a3-6869-c9b6";"180802";"54";"5";"wieś";"stały";"Szkoła Podstawowa w Wólce Grodziskiej, Wólka Grodziska 116B, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"548";"610";"212";"336";"1";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"9";"6";"3";"0";"327";"36";"26";"265"
"0983-d45d-e08e-b693-90db-1b54-ec72-7843";"180802";"54";"6";"wieś";"stały";"Zespół Szkół im. prof. Franciszka Leji w Grodzisku Górnym, Grodzisko Górne 503, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"1387";"1502";"578";"809";"2";"1";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"17";"0";"17";"0";"792";"96";"51";"645"
"4230-f5ed-cd7f-6d83-f1e5-1c7c-f28c-9bf3";"180802";"54";"7";"wieś";"stały";"Ośrodek Kultury w Grodzisku Dolnym, Grodzisko Dolne, Miasto 332, 37-306 Grodzisko Dolne";"gm. Grodzisko Dolne";"leżajski";"podkarpackie";"599";"649";"187";"412";"3";"3";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"20";"10";"10";"0";"392";"85";"25";"282"
"219b-40bc-1ad0-115c-b0b7-bfa1-133a-caba";"180803";"54";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Kuryłówce, Kuryłówka 527, 37-303 Kuryłówka";"gm. Kuryłówka";"leżajski";"podkarpackie";"1697";"1848";"751";"946";"6";"4";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"24";"6";"18";"0";"922";"204";"86";"632"
"840e-e95d-c8ac-561f-5b5a-1e1e-9c94-4cac";"180803";"54";"2";"wieś";"stały";"Szkoła Podstawowa w Brzyskiej Woli, Brzyska Wola 169, 37-304 Brzyska Wola";"gm. Kuryłówka";"leżajski";"podkarpackie";"1141";"1254";"412";"729";"2";"11";"0";"0";"0";"0";"0";"0";"0";"729";"0";"0";"729";"9";"6";"3";"0";"720";"81";"56";"583"
"841d-44a0-33c1-91ba-d62d-e0d4-0adb-ba9f";"180803";"54";"3";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Jastrzębcu, Jastrzębiec 47, 37-304 Brzyska Wola";"gm. Kuryłówka";"leżajski";"podkarpackie";"219";"218";"81";"137";"0";"0";"0";"0";"0";"0";"0";"0";"0";"137";"0";"0";"137";"2";"0";"2";"0";"135";"24";"10";"101"
"2c33-9508-b79d-8e48-21ec-369a-6446-e5f8";"180803";"54";"4";"wieś";"stały";"Szkoła Podstawowa w Dąbrowicy, Dąbrowica 6a, 37-303 Kuryłówka";"gm. Kuryłówka";"leżajski";"podkarpackie";"436";"475";"196";"240";"0";"1";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"5";"0";"5";"0";"235";"29";"26";"180"
"2c03-890a-ce75-630d-3e93-3fa4-f763-f6e3";"180803";"54";"5";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Kulnie, Kulno 104, 37-303 Kuryłówka";"gm. Kuryłówka";"leżajski";"podkarpackie";"398";"442";"168";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"5";"0";"5";"0";"225";"25";"13";"187"
"e340-b925-2aad-a3e9-81c5-0a37-3bf0-7b7a";"180803";"54";"6";"wieś";"stały";"Wiejski Dom Kultury w Kolonii Polskiej, Kolonia Polska 21, 37-303 Kuryłówka";"gm. Kuryłówka";"leżajski";"podkarpackie";"298";"337";"132";"166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"4";"0";"4";"0";"162";"32";"24";"106"
"8a3d-6f10-bc4e-c14b-064d-a788-c004-e8ee";"180804";"54";"1";"wieś";"stały";"Zespół Szkół w Wierzawicach, Wierzawice 396, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"1319";"1429";"485";"834";"0";"4";"0";"0";"0";"0";"0";"0";"0";"834";"0";"2";"832";"17";"4";"13";"0";"815";"122";"67";"626"
"f5b2-5acd-168d-c6d6-714e-93e8-2d7d-3d87";"180804";"54";"2";"wieś";"stały";"Zespół Szkół w Wierzawicach, Wierzawice 396, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"1190";"1292";"487";"703";"2";"3";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"14";"3";"11";"0";"689";"72";"46";"571"
"4340-3f93-20ed-dff0-6442-cea2-5c07-f675";"180804";"54";"3";"wieś";"stały";"Zespół Szkół w Dębnie, Dębno 200A, 37-305 Dębno";"gm. Leżajsk";"leżajski";"podkarpackie";"978";"1058";"392";"586";"2";"1";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"8";"3";"5";"0";"578";"117";"39";"422"
"f166-306f-5ce8-ee01-2e0c-516d-76e0-5602";"180804";"54";"4";"wieś";"stały";"Zespół Szkół w Giedlarowej, Giedlarowa 320, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"1538";"1639";"647";"891";"0";"1";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"33";"10";"23";"0";"858";"141";"58";"659"
"4df5-65d2-7e09-ba56-fbbe-6e87-e2d4-753d";"180804";"54";"5";"wieś";"stały";"Zespół Szkół w Giedlarowej, Giedlarowa 320, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"1500";"1613";"489";"1011";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"23";"9";"14";"0";"988";"156";"78";"754"
"1cef-9c15-57ea-7b1c-2eea-d635-a431-e871";"180804";"54";"6";"wieś";"stały";"Zespół Szkół w Brzózie Królewskiej, Brzóza Królewska 484, 37-307 Brzóza Królewska";"gm. Leżajsk";"leżajski";"podkarpackie";"1359";"1488";"407";"952";"0";"2";"0";"0";"0";"0";"0";"0";"0";"952";"0";"0";"952";"19";"4";"15";"0";"933";"104";"57";"772"
"e2d5-ad44-f3b7-e3d6-9f9d-7d25-6cd5-1d3a";"180804";"54";"7";"wieś";"stały";"Zespół Szkół w Brzózie Królewskiej, Brzóza Królewska 484, 37-307 Brzóza Królewska";"gm. Leżajsk";"leżajski";"podkarpackie";"1170";"1277";"385";"785";"1";"5";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"18";"8";"10";"0";"767";"125";"59";"583"
"fcc1-ac7b-dcde-3eb8-a0ab-2d33-c036-7214";"180804";"54";"8";"wieś";"stały";"Szkoła Podstawowa w Hucisku, Hucisko 153, 37-311 Wola Zarczycka";"gm. Leżajsk";"leżajski";"podkarpackie";"572";"621";"181";"391";"0";"0";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"2";"0";"2";"0";"389";"23";"24";"342"
"376a-41a8-27d8-39d9-f105-54d8-4c06-5a62";"180804";"54";"9";"wieś";"stały";"Szkoła Podstawowa w Maleniskach, Maleniska 75, 37-307 Brzóza Królewska";"gm. Leżajsk";"leżajski";"podkarpackie";"240";"264";"63";"177";"2";"2";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"0";"0";"0";"0";"177";"27";"14";"136"
"9218-7ec5-5a39-ccf1-0bbe-51fb-09e6-7294";"180804";"54";"10";"wieś";"stały";"Szkoła Podstawowa w Przychojcu, Przychojec 159, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"690";"747";"320";"370";"0";"1";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"14";"1";"13";"0";"356";"74";"32";"250"
"9f35-b19a-05e3-0780-780a-1220-ca16-8367";"180804";"54";"11";"wieś";"stały";"Szkoła Podstawowa w Starym Mieście, Stare Miasto 177a, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"1226";"1334";"516";"710";"1";"0";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"14";"2";"12";"0";"696";"116";"64";"516"
"3c77-9079-6e32-7ca3-e2a4-89fa-7eae-20fb";"180804";"54";"12";"wieś";"stały";"Szkoła Podstawowa w Chałupkach Dębniańskich, Chałupki Dębniańskie 105, 37-305 Dębno";"gm. Leżajsk";"leżajski";"podkarpackie";"624";"701";"218";"406";"0";"1";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"5";"5";"0";"0";"401";"88";"20";"293"
"6ce2-655c-8f38-f367-b856-2b51-ea30-331e";"180804";"54";"13";"wieś";"stały";"Szkoła Podstawowa w Piskorowicach, Piskorowice 106, 37-300 Leżajsk";"gm. Leżajsk";"leżajski";"podkarpackie";"1100";"1196";"555";"545";"2";"1";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"10";"4";"6";"0";"535";"113";"47";"375"
"2279-c623-8343-b185-01f2-59ce-b25d-9d5c";"180804";"54";"14";"wieś";"stały";"Szkoła Podstawowa w Biedaczowie, Biedaczów 72, 37-110 Żołynia";"gm. Leżajsk";"leżajski";"podkarpackie";"1010";"1107";"331";"679";"0";"3";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"6";"3";"3";"0";"673";"48";"44";"581"
"d2c2-1957-9071-3df8-f563-ffd0-5bfc-30e9";"180804";"54";"15";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Józefa Żurawia w Brzózie Królewskiej 678, Brzóza Królewska 678, 37-307 Brzóza Królewska";"gm. Leżajsk";"leżajski";"podkarpackie";"66";"65";"40";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"0";"0";"0";"0";"26";"3";"5";"18"
"bb18-8734-3ae8-074f-73e5-f50e-1b97-2a1b";"180805";"54";"1";"miasto";"stały";"Miejska i Gminna Biblioteka Publiczna w Nowej Sarzynie, ul. Jana Matejki 5, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1489";"1580";"627";"862";"5";"4";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"26";"8";"18";"0";"836";"271";"73";"492"
"bc77-c6b9-51da-acf9-eaa2-b03d-96d5-7f37";"180805";"54";"2";"miasto";"stały";"Zespół Szkół w Nowej Sarzynie, ul. Komisji Edukacji Narodowej 5, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1406";"1496";"554";"852";"1";"4";"0";"0";"0";"0";"0";"0";"0";"852";"0";"0";"852";"17";"6";"11";"0";"835";"252";"63";"520"
"1395-a59e-6148-67a1-b749-aad6-6b61-12c4";"180805";"54";"3";"miasto";"stały";"Zespół Szkół w Nowej Sarzynie, ul. Komisji Edukacji Narodowej 5, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"767";"801";"315";"452";"0";"3";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"12";"3";"9";"0";"440";"126";"35";"279"
"8e19-6669-ed05-523e-6f84-551a-9fd1-099e";"180805";"54";"4";"miasto";"stały";"Ośrodek Kultury w Nowej Sarzynie, ul. 1 Maja 1, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"617";"647";"236";"381";"1";"5";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"16";"3";"13";"0";"365";"106";"24";"235"
"f3d5-76a1-377b-3c5c-132f-d416-0358-ee2f";"180805";"54";"5";"wieś";"stały";"Szkoła Podstawowa im. ks. Stefana Kardynała Wyszyńskiego w Sarzynie, Sarzyna 1265, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1518";"1619";"585";"933";"2";"2";"1";"1";"0";"0";"0";"0";"1";"933";"1";"0";"933";"17";"4";"13";"0";"916";"79";"47";"790"
"3cf1-ba7d-485f-9b0a-8607-2ce3-7898-3cd4";"180805";"54";"6";"wieś";"stały";"Szkoła Podstawowa im. ks. Stefana Kardynała Wyszyńskiego w Sarzynie, Sarzyna 1265, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1361";"1466";"558";"803";"2";"2";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"15";"2";"13";"0";"788";"114";"56";"618"
"f629-8d0e-992b-fb92-f247-a9ef-a069-bf21";"180805";"54";"7";"wieś";"stały";"Szkoła Podstawowa w Rudzie Łańcuckiej, Ruda Łańcucka 99, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"650";"706";"210";"440";"0";"0";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"14";"4";"10";"0";"426";"52";"36";"338"
"a5d1-ad09-1fba-2954-05dd-33e6-ffa7-825e";"180805";"54";"8";"wieś";"stały";"Dom Strażaka w Łukowej, Łukowa 93, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"490";"526";"177";"313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"10";"0";"10";"0";"303";"37";"26";"240"
"b2d6-bf20-67d2-29c5-8463-0dda-a333-9517";"180805";"54";"9";"wieś";"stały";"Szkoła Podstawowa im. św. Franciszka z Asyżu w Jelnej, Jelna 142 a, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1214";"1291";"419";"795";"0";"2";"0";"0";"0";"0";"0";"0";"0";"795";"0";"0";"795";"14";"1";"13";"0";"781";"104";"52";"625"
"5ed8-3612-91b4-4a39-89dc-5dd1-b527-969d";"180805";"54";"10";"wieś";"stały";"Filia Ośrodka Kultury w sołectwie Judaszówka, Jelna 328, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"340";"343";"102";"238";"0";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"4";"3";"1";"0";"234";"39";"11";"184"
"7be3-4934-2914-a567-f59c-bd3d-0e97-0d2f";"180805";"54";"11";"wieś";"stały";"Szkoła Podstawowa im. Prymasa Tysiąclecia w Woli Zarczyckiej, Wola Zarczycka 128, 37-311 Wola Zarczycka";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1266";"1370";"387";"879";"3";"2";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"14";"0";"14";"0";"865";"74";"55";"736"
"2ac9-50e4-9878-8981-e5c8-4b0a-5e16-fdd2";"180805";"54";"12";"wieś";"stały";"Szkoła Podstawowa im. Prymasa Tysiąclecia w Woli Zarczyckiej, Wola Zarczycka 128, 37-311 Wola Zarczycka";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1464";"1615";"413";"1051";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"27";"8";"19";"0";"1023";"84";"50";"889"
"f786-8855-6413-7791-8066-63ed-e147-aa06";"180805";"54";"13";"wieś";"stały";"Szkoła Podstawowa w Wólce Łętowskiej, Wólka Łętowska 4, 37-312 Łętownia";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"431";"447";"136";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"4";"0";"4";"0";"291";"27";"10";"254"
"a929-5708-0c90-71fb-6fc3-b73d-30c0-c669";"180805";"54";"14";"wieś";"stały";"Szkoła Podstawowa im. św. Jana Pawła II w Łętowni, Łętownia 286, 37-312 Łętownia";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"1064";"1165";"304";"760";"2";"1";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"10";"1";"9";"0";"750";"63";"22";"665"
"7cea-54ed-b2ff-987e-e233-0d81-74ec-f8f1";"180805";"54";"15";"wieś";"stały";"Szkoła Podstawowa im. św. Jana Pawła II w Łętowni, Łętownia 118, 37-312 Łętownia";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"510";"556";"136";"374";"0";"0";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"6";"2";"4";"0";"368";"21";"11";"336"
"b267-bad9-b88f-fa0e-0f06-ac72-6273-2570";"180805";"54";"16";"wieś";"stały";"Filia Ośrodka Kultury w sołectwie Gościniec, Łętownia 510 a, 37-312 Łętownia";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"431";"467";"131";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"1";"0";"1";"0";"299";"20";"6";"273"
"0ad3-d549-4c22-b454-a4a4-b7bc-8f19-7375";"180805";"54";"17";"wieś";"stały";"Szkoła Podstawowa w Tarnogórze, Tarnogóra 212, 37-310 Nowa Sarzyna";"gm. Nowa Sarzyna";"leżajski";"podkarpackie";"640";"694";"203";"437";"1";"0";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"5";"5";"0";"0";"432";"39";"18";"375"
"4a0a-65d9-2ca3-88c8-7f13-abac-d96d-3843";"181201";"54";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Harasiukach, Harasiuki 106, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"619";"674";"313";"306";"1";"2";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"13";"1";"12";"0";"293";"93";"25";"175"
"235b-763d-8af0-b7e5-67c9-ec52-8cc2-373d";"181201";"54";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Hucisku, Hucisko 76 A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"390";"422";"185";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"3";"0";"3";"0";"202";"48";"21";"133"
"331d-7b55-be4e-27c7-ea09-d20c-0e28-5432";"181201";"54";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Hucie Krzeszowskiej, Huta Krzeszowska ul. Długa 6, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"360";"389";"141";"219";"0";"0";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"4";"2";"2";"0";"215";"43";"23";"149"
"b2f5-761b-b183-6290-a0b7-dff7-8e8c-89ed";"181201";"54";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Krzeszowie Górnym, Krzeszów Górny 109, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"559";"612";"270";"289";"1";"3";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"12";"7";"5";"0";"277";"83";"28";"166"
"2664-1de6-7f12-5f3c-7290-6c06-b18b-ff37";"181201";"54";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Goździe, Gózd 46 A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"629";"677";"234";"395";"1";"0";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"6";"1";"5";"0";"389";"75";"32";"282"
"5c06-f6d7-9cbe-bbd3-5a4a-b53e-8566-7365";"181201";"54";"6";"wieś";"stały";"Świetlica w Łazorach I, Łazory 97 A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"530";"577";"204";"326";"0";"2";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"10";"3";"7";"0";"316";"85";"26";"205"
"3b26-a126-799c-9869-df7d-5c83-7050-4f5d";"181201";"54";"7";"wieś";"stały";"Świetlica w Hucie Nowej, Huta Nowa 18A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"250";"274";"93";"157";"0";"2";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"4";"1";"3";"0";"153";"18";"7";"128"
"402b-26e6-164d-bec2-e85a-6762-1094-d59e";"181201";"54";"8";"wieś";"stały";"Świetlica w Sierakowie, Sieraków 35A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"270";"292";"106";"164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"3";"0";"3";"0";"161";"38";"14";"109"
"1437-795b-5014-90a1-99b4-9fc7-69b5-260c";"181201";"54";"9";"wieś";"stały";"Świetlica w Wólce, Wólka 28A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"271";"294";"100";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"5";"1";"4";"0";"166";"30";"19";"117"
"b266-1301-d65f-4deb-a245-805f-c6f2-86fe";"181201";"54";"10";"wieś";"stały";"Świetlica w Hucie Podgórnej, Huta Podgórna 36A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"220";"234";"96";"124";"1";"0";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"3";"0";"3";"0";"121";"18";"4";"99"
"b12d-a4c0-3ad7-1b5e-fd4e-702d-2afc-d3a4";"181201";"54";"11";"wieś";"stały";"Świetlica w Hucie Starej, Huta Stara 30A, 37-413 Harasiuki";"gm. Harasiuki";"niżański";"podkarpackie";"260";"283";"113";"147";"0";"1";"0";"0";"0";"0";"0";"0";"0";"147";"0";"0";"147";"4";"0";"4";"0";"143";"30";"16";"97"
