"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Lidia BŁĄDEK";"Marzena KARDASIŃSKA";"Janina Zofia SAGATOWSKA"
"d116-a842-202b-c92a-c2d6-43c0-dc57-0489";"182002";"54";"1";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. Jana Pawła II w Gorzycach, ul. Edukacji Narodowej 3, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1268";"1398";"516";"752";"1";"1";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"15";"6";"9";"0";"737";"225";"85";"427"
"20bd-ba87-a5ab-9dd2-d593-6dba-d3cf-1d36";"182002";"54";"2";"wieś";"stały";"Środowiskowy Dom Kultury w Gorzycach, Plac Erazma Mieszczańskiego 10, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1210";"1327";"463";"747";"1";"1";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"17";"8";"9";"0";"730";"227";"80";"423"
"b557-6433-81d0-c8e8-ea59-d501-b0bc-a1ce";"182002";"54";"3";"wieś";"stały";"Budynek administracyjno-biurowy, ul. 3 Maja 4, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1318";"1459";"544";"774";"0";"4";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"9";"2";"7";"0";"765";"286";"77";"402"
"6cdc-545c-d398-bb2e-963a-14a4-9637-28e2";"182002";"54";"4";"wieś";"stały";"Świetlica Wiejska, ul. Pańska 1, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1061";"1158";"418";"643";"1";"0";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"16";"7";"9";"0";"627";"219";"60";"348"
"09a6-dc9b-eedb-2f0d-3e07-635c-78ee-e895";"182002";"54";"5";"wieś";"stały";"Dom Ludowy w Motyczu Poduchownym, Motycze Poduchowne 88, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"250";"282";"88";"162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"2";"0";"2";"0";"160";"49";"17";"94"
"908c-b451-7c32-86f6-ee1d-eeff-8df9-45af";"182002";"54";"6";"wieś";"stały";"Świetlica w Zalesiu Gorzyckim, Zalesie Gorzyckie 74, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"140";"157";"50";"90";"0";"0";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"0";"0";"0";"0";"90";"25";"9";"56"
"70cb-2f1f-913b-37a1-af48-a1e2-827e-6180";"182002";"54";"7";"wieś";"stały";"Dom Kultury we Wrzawach, Wrzawy 486, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1151";"1263";"430";"721";"1";"2";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"37";"6";"31";"0";"684";"180";"63";"441"
"8525-0482-d4b1-3307-85a9-28c7-3a28-4023";"182002";"54";"8";"wieś";"stały";"Remiza OSP w Trześni, Trześń ul. Błonie 4, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1139";"1260";"440";"699";"1";"3";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"21";"2";"19";"0";"678";"171";"64";"443"
"e174-17fa-f895-7967-6d82-a0a6-3cc7-1dc0";"182002";"54";"9";"wieś";"stały";"Dom Kultury w Sokolnikach, Sokolniki ul. Sandomierska 84, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"1369";"1512";"592";"777";"4";"0";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"13";"7";"6";"0";"764";"207";"69";"488"
"831e-ad7e-aafd-1d2e-5d7b-7cd8-62a8-89f4";"182002";"54";"10";"wieś";"stały";"Remiza OSP w Orliskach, Orliska 65, 39-432 Gorzyce";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"170";"192";"58";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"112";"0";"0";"112";"0";"0";"0";"0";"112";"19";"10";"83"
"7930-e7f2-dc33-4afc-688d-73f3-b128-25e3";"182002";"54";"11";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Jachowicza w Furmanach, Furmany ul. Kościelna 2, 39-400 Tarnobrzeg";"gm. Gorzyce";"tarnobrzeski";"podkarpackie";"540";"594";"236";"304";"0";"1";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"11";"1";"10";"0";"293";"83";"25";"185"
"5790-e8bf-d3a0-74bc-3577-da5a-7270-8e7a";"182003";"54";"1";"wieś";"stały";"Zespół Szkół Ogólnokształcących w Grębowie, ul. Rynek 9, 39-410 Grębów";"gm. Grębów";"tarnobrzeski";"podkarpackie";"1872";"2058";"727";"1145";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"20";"9";"11";"0";"1125";"254";"130";"741"
"d5aa-7576-fa42-17e5-a948-2ad4-46a7-dac1";"182003";"54";"2";"wieś";"stały";"Filia Szkoły Podstawowej w Zapoledniku, Grębów, Zapolednik ul. Dolańskich 170, 39-410 Grębów";"gm. Grębów";"tarnobrzeski";"podkarpackie";"350";"384";"149";"201";"1";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"6";"1";"5";"0";"195";"33";"12";"150"
"bfaf-093f-50c9-ccc6-1bc7-285f-bd96-6a18";"182003";"54";"3";"wieś";"stały";"Filia Szkoły Podstawowej w Jamnicy, Jamnica 135, 39-410 Grębów";"gm. Grębów";"tarnobrzeski";"podkarpackie";"540";"592";"181";"359";"3";"2";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"4";"0";"4";"0";"355";"78";"20";"257"
"51d7-6426-fa25-12f2-aff2-4cf5-6c7c-4b65";"182003";"54";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zabrniu, Zabrnie 582, 39-410 Grębów";"gm. Grębów";"tarnobrzeski";"podkarpackie";"971";"1056";"478";"493";"2";"0";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"10";"6";"4";"0";"483";"115";"59";"309"
"6885-07d8-2634-683a-64bc-1180-6e07-0061";"182003";"54";"5";"wieś";"stały";"Zespół Szkół w Stalach, Stale ul. Tarnobrzeska 5, 39-400 Tarnobrzeg";"gm. Grębów";"tarnobrzeski";"podkarpackie";"1490";"1622";"590";"900";"1";"3";"0";"0";"0";"0";"0";"0";"0";"900";"0";"0";"900";"13";"2";"11";"0";"887";"137";"95";"655"
"aba2-e5d9-bd9f-e857-f5c3-2b9f-3229-8766";"182003";"54";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Żupawie, Żupawa 41, 39-400 Tarnobrzeg";"gm. Grębów";"tarnobrzeski";"podkarpackie";"638";"702";"247";"391";"0";"2";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"13";"3";"10";"0";"378";"45";"23";"310"
"2695-646b-ac75-c711-da95-5e83-ccb3-26d7";"182003";"54";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Krawcach, Krawce 167, 39-410 Grębów";"gm. Grębów";"tarnobrzeski";"podkarpackie";"574";"621";"249";"325";"1";"1";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"4";"2";"2";"0";"321";"55";"29";"237"
"6e0e-c9c4-e38b-692f-e164-b1ee-fda5-3f46";"182003";"54";"8";"wieś";"stały";"Zespół Szkoła Podstawowa i Przedszkole w Wydrzy, Wydrza 383, 39-410 Grębów";"gm. Grębów";"tarnobrzeski";"podkarpackie";"914";"1001";"410";"504";"4";"0";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"13";"0";"13";"0";"491";"98";"32";"361"
"1965-a3d1-cee3-d2fa-1543-2307-ae93-1caa";"182004";"54";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Leśna 40, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1190";"1264";"630";"560";"0";"3";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"16";"6";"10";"0";"544";"170";"63";"311"
"0972-826f-6b71-f3d1-a131-792f-44bb-38d9";"182004";"54";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej, ul. Mikołaja Reja 3, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1301";"1346";"600";"701";"3";"0";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"11";"4";"7";"0";"690";"238";"63";"389"
"2fdb-f5c5-8d13-2800-f34f-59ba-a846-569a";"182004";"54";"3";"miasto";"stały";"Samorządowy Ośrodek Kultury, ul. Stefana Żeromskiego 2, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"731";"773";"349";"382";"0";"4";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"12";"0";"12";"0";"370";"125";"26";"219"
"c876-da3c-4adb-eb2e-32d1-89be-b49a-5755";"182004";"54";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Mikołaja Reja 7, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1116";"1159";"477";"638";"0";"1";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"13";"5";"8";"0";"625";"222";"45";"358"
"69d2-3d5e-ec34-2e1a-0fc5-223e-f6cb-2ab1";"182004";"54";"5";"miasto";"stały";"Zespół Szkół Nr 1, ul. Mikołaja Reja 7, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1086";"1157";"436";"650";"0";"2";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"16";"6";"10";"0";"634";"206";"54";"374"
"8139-e1d0-f045-78c6-5f1d-ff08-d473-3b4c";"182004";"54";"6";"miasto";"stały";"Zespół Placówek Oświatowych, ul. Bronisława Zybury 4, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1377";"1567";"439";"938";"0";"19";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"13";"5";"8";"0";"925";"270";"106";"549"
"d64e-f81d-df11-d8b3-eae7-5c67-e440-a613";"182004";"54";"7";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej, ul. Strażacka 3, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1450";"1564";"632";"818";"0";"0";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"14";"8";"6";"0";"804";"228";"55";"521"
"2ab2-88ae-d721-6a16-6636-3850-3fe3-4812";"182004";"54";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa, Alfredówka 192, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"588";"631";"226";"362";"3";"4";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"5";"1";"4";"0";"357";"71";"29";"257"
"a7f3-2be2-a00e-5141-7196-90ce-3c3f-7591";"182004";"54";"9";"wieś";"stały";"Szkoła Podstawowa, ul. Kolejowa 6, 39-442 Chmielów";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1486";"1612";"579";"907";"1";"7";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"18";"7";"11";"0";"889";"206";"67";"616"
"c7ff-ca02-6742-6c39-d546-358a-71ee-2ba6";"182004";"54";"10";"wieś";"stały";"Szkoła Podstawowa, Cygany 70, 39-442 Chmielów";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"807";"897";"301";"506";"0";"0";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"15";"5";"10";"0";"491";"81";"55";"355"
"3059-3fff-879a-671b-12b0-394f-ca4a-e4e6";"182004";"54";"11";"wieś";"stały";"Szkoła Podstawowa, Jadachy 1, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"1148";"1243";"436";"712";"1";"1";"0";"0";"0";"0";"0";"0";"0";"712";"0";"0";"712";"8";"5";"3";"0";"704";"94";"56";"554"
"e1d3-a17a-4613-1d4d-4f60-16b6-b15f-e220";"182004";"54";"12";"wieś";"stały";"Wiejskie Centrum Aktywności, Rozalin 185, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"499";"544";"220";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"1";"0";"1";"0";"278";"33";"7";"238"
"94a9-5e79-00d2-fbd8-2361-0c14-de5c-1178";"182004";"54";"13";"wieś";"stały";"Wiejskie Centrum Aktywności, Tarnowska Wola 240, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"640";"687";"231";"409";"0";"1";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"7";"2";"5";"0";"402";"58";"18";"326"
"3605-bf38-adcc-b717-a885-bcd7-199c-4c75";"182004";"54";"14";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Jana Pawła II 7, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"51";"49";"13";"38";"0";"5";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"38";"2";"0";"2";"0";"36";"5";"0";"31"
"6df0-a4e6-79e3-7709-3c84-1f23-d033-0f40";"182004";"54";"15";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej, ul. Marii Curie-Skłodowskiej 1A, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"127";"78";"99";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"1";"0";"1";"0";"27";"7";"5";"15"
"8835-1a19-4805-56a7-164c-5abf-3254-1cce";"182004";"54";"16";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej, ul. Tadeusza Kościuszki 1C, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"55";"16";"46";"9";"0";"1";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"9";"2";"0";"2";"0";"7";"0";"1";"6"
"c951-efb1-ba32-20b4-b39d-a81b-6bd9-eabd";"182004";"54";"17";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej, ul. Rzeszowska 8, 39-460 Nowa Dęba";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"51";"46";"39";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"0";"0";"0";"0";"12";"2";"0";"10"
"6978-6e61-e569-c311-a135-53a4-59e3-d16a";"182004";"54";"18";"wieś";"oddział zewnętrzny zakładu karnego";"Oddział Zewnętrzny w Chmielowie Zakładu Karnego w Dębicy, ul. Zaciszna 4, 39-442 Chmielów";"gm. Nowa Dęba";"tarnobrzeski";"podkarpackie";"200";"148";"143";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"2";"1";"1";"0";"55";"18";"4";"33"
"29b0-3a09-e2b7-a2b8-f82e-340a-6ed0-6164";"186401";"54";"1";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji im. Alfreda Freyera, Aleja Niepodległości 2, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1432";"1537";"589";"843";"5";"1";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"22";"12";"10";"0";"821";"389";"68";"364"
"2de0-a3a1-36d0-f3a4-6580-8409-1777-d440";"186401";"54";"2";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji im. Alfreda Freyera, Aleja Niepodległości 2, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1613";"1725";"654";"959";"1";"8";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"20";"8";"12";"0";"939";"419";"94";"426"
"2965-2435-2e2f-8022-7afd-022e-1990-b49c";"186401";"54";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Jana Kochanowskiego 1, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1058";"1134";"455";"603";"2";"1";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"14";"7";"7";"0";"589";"253";"48";"288"
"997e-c14e-cab1-2eba-0440-d038-b715-b779";"186401";"54";"4";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. M. Dąbrowskiej 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1306";"1419";"464";"842";"0";"0";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"15";"9";"6";"0";"827";"335";"107";"385"
"6820-adb1-00af-9a47-b0f5-708d-65f9-272d";"186401";"54";"5";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. M. Dąbrowskiej 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1464";"1556";"517";"947";"0";"5";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"21";"3";"18";"0";"926";"422";"93";"411"
"362d-af60-945e-9914-8382-7d2c-8383-9e13";"186401";"54";"6";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. M. Dąbrowskiej 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1440";"1546";"583";"857";"0";"3";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"14";"5";"9";"0";"842";"345";"93";"404"
"db1e-9534-c4e4-e2c8-ae34-0964-2242-278f";"186401";"54";"7";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. M. Dąbrowskiej 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1478";"1647";"542";"936";"3";"1";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"19";"5";"14";"0";"917";"363";"98";"456"
"5d41-a2e8-210e-7a17-2b4d-d028-4d8e-16e2";"186401";"54";"8";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. M. Dąbrowskiej 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1510";"1594";"567";"943";"1";"0";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"25";"8";"17";"0";"918";"389";"96";"433"
"47c7-db7f-d7a7-6cd5-4636-8f56-12ac-efac";"186401";"54";"9";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. M. Dąbrowskiej 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1387";"1492";"567";"820";"1";"0";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"16";"8";"8";"0";"802";"400";"78";"324"
"33ec-9f3d-c478-c626-11c3-e397-2681-eaad";"186401";"54";"10";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa, ul. Kardynała Stefana Wyszyńskiego 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"639";"676";"258";"381";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"10";"5";"5";"0";"371";"196";"32";"143"
"a69e-9bc0-39b2-10c2-b33c-8719-99da-af7b";"186401";"54";"11";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa, ul. Henryka Sienkiewicza 50, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"452";"486";"159";"293";"0";"2";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"1";"0";"1";"0";"292";"166";"38";"88"
"8774-bb31-5910-7550-9797-5bb9-0322-a404";"186401";"54";"12";"miasto";"stały";"Zespół Szkół, ul. Kopernika 1, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1152";"1231";"391";"761";"1";"5";"0";"0";"0";"0";"0";"0";"0";"761";"0";"0";"761";"24";"6";"18";"0";"737";"375";"64";"298"
"b6e9-e68f-b13f-cc7e-4eac-395e-466b-0ff9";"186401";"54";"13";"miasto";"stały";"Zespół Szkół Nr 3, ul. Świętej Barbary 1B, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1246";"1339";"440";"806";"1";"1";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"11";"7";"4";"0";"795";"345";"82";"368"
"d833-69b6-7056-32ed-f35a-56d2-f718-5021";"186401";"54";"14";"miasto";"stały";"Zespół Szkół Specjalnych, ul. Kopernika 18, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1349";"1442";"510";"839";"0";"1";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"25";"11";"14";"0";"814";"363";"96";"355"
"2399-1da0-c620-4588-a643-d3b8-cafd-a707";"186401";"54";"15";"miasto";"stały";"Dom Osiedlowy, ul. Krzywa 2, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"919";"986";"241";"678";"0";"5";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"21";"3";"18";"0";"657";"317";"79";"261"
"6695-2679-dcd6-e4ed-3a2d-2e7a-819e-66c8";"186401";"54";"16";"miasto";"stały";"Dom Osiedlowy, ul. Nadwiślańska 16, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"130";"144";"23";"107";"0";"10";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"1";"0";"1";"0";"106";"39";"17";"50"
"2d28-7230-764d-ce22-ddf9-c42d-2eac-9ae5";"186401";"54";"17";"miasto";"stały";"Ochotnicza Straż Pożarna, ul. Ocicka 89, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"390";"435";"110";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"4";"2";"2";"0";"276";"83";"32";"161"
"bec7-50fc-a49e-1335-e6bb-53b9-8c6c-5bf3";"186401";"54";"18";"miasto";"stały";"Budynek po Gimnazjum Nr 3, ul. Hieronima Dekutowskiego 17, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1716";"1853";"607";"1109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1109";"0";"0";"1109";"24";"16";"8";"0";"1085";"456";"115";"514"
"a1d0-a3e8-324b-d0ac-72d3-7060-d626-5faa";"186401";"54";"19";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Stanisława Wyspiańskiego 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1520";"1622";"589";"931";"1";"7";"0";"0";"0";"0";"0";"0";"0";"931";"0";"0";"931";"12";"7";"5";"0";"919";"418";"99";"402"
"c913-5fc7-0743-7ba8-0266-b573-9c0c-4948";"186401";"54";"20";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Stanisława Wyspiańskiego 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1640";"1751";"645";"995";"2";"6";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"31";"14";"17";"0";"964";"432";"106";"426"
"0aa2-5969-9966-4320-8cf2-6c87-ea20-9ccc";"186401";"54";"21";"miasto";"stały";"Zespół Szkół Nr 2, ul. Stanisława Jachowicza 4, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"340";"362";"133";"207";"0";"4";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"6";"1";"5";"0";"201";"89";"21";"91"
"97b1-beae-45c6-2736-3248-44b0-fa45-aefd";"186401";"54";"22";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa, ul. Kardynała Stefana Wyszyńskiego 10, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"781";"841";"252";"529";"2";"7";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"20";"12";"8";"0";"509";"241";"40";"228"
"2730-7697-7669-9663-69dc-ba00-c222-bd50";"186401";"54";"23";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Wiejska 4, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1221";"1305";"474";"747";"0";"10";"1";"1";"0";"0";"0";"0";"1";"748";"1";"0";"748";"10";"5";"5";"0";"738";"309";"98";"331"
"4fd4-b9c5-b419-2824-575c-a8b4-d109-389d";"186401";"54";"24";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Wiejska 4, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"971";"1027";"312";"659";"0";"1";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"11";"5";"6";"0";"648";"307";"77";"264"
"c89e-8cfd-079c-7ef4-f8f8-2074-ad03-17e8";"186401";"54";"25";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Wiejska 4, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1081";"1157";"301";"780";"1";"13";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"8";"5";"3";"0";"772";"417";"86";"269"
"a018-f1f7-0181-f83a-7318-5cd4-6e8a-417d";"186401";"54";"26";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Sienkiewicza 215, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1670";"1820";"616";"1054";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"21";"4";"17";"0";"1033";"306";"114";"613"
"3239-4917-eee3-17c4-a53b-3c11-1779-d285";"186401";"54";"27";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Piętaka 53, 39-400 Tarnobrzeg";"m. Tarnobrzeg";"Tarnobrzeg";"podkarpackie";"1170";"1265";"399";"771";"1";"4";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"14";"3";"11";"0";"756";"214";"83";"459"
