"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Rafał Michał AMBROZIK";"Artur Jan BAGIEŃSKI"
"894f-9c6e-cd28-1845-944e-7df5-3921-c283";"101601";"29";"16";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2 Szkoła Podstawowa nr 12, ul. Wiejska 29/31, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1930";"2096";"568";"1362";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1362";"0";"0";"1362";"45";"10";"35";"0";"1317";"591";"726"
"31e5-9346-0c1a-f897-6d1e-1b7b-8145-2fc8";"101601";"29";"17";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 9 Szkoła Podstawowa nr 9, ul. Jałowcowa 8, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1912";"2077";"619";"1293";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1293";"0";"0";"1293";"50";"11";"39";"0";"1243";"568";"675"
"fe4a-2900-d3ba-0470-bda4-e65f-5a9a-8408";"101601";"29";"18";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 6 Szkoła Podstawowa nr 14, ul. Juliusza Słowackiego 32/42, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"2101";"2251";"621";"1480";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1480";"0";"0";"1480";"62";"38";"24";"0";"1418";"639";"779"
"1ecd-0c30-8800-6489-a1c4-6dbc-e01d-3280";"101601";"29";"19";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4 Szkoła Podstawowa nr 1, ul. Leona Witolda May'a 11/13, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1765";"1904";"466";"1299";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1299";"0";"1";"1298";"46";"14";"32";"0";"1252";"567";"685"
"9bf9-b76b-570d-60dc-3843-1162-4df3-630d";"101601";"29";"20";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4 Przedszkole nr 20, ul. Gen. Władysława Sikorskiego 6A, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"2048";"2184";"487";"1561";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1561";"0";"0";"1561";"64";"19";"45";"0";"1497";"697";"800"
"9c54-df62-3fb0-c1bf-bd00-e530-cae3-26a6";"101601";"29";"21";"miasto";"stały";"Obiekt sportowy Kręgielnia, ul. Strzelecka 24/26, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1895";"2029";"531";"1364";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1364";"0";"0";"1364";"48";"15";"33";"0";"1316";"523";"793"
"0960-680b-dc66-cb28-b729-7a57-7d28-ac31";"101601";"29";"22";"miasto";"stały";"Zespół Szkolno Przedszkolny nr 3 Szkoła Podstawowa nr 7, ul. Ludwikowska 113/115, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"2074";"2219";"753";"1321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1321";"0";"0";"1321";"43";"23";"20";"0";"1278";"761";"517"
"549c-7df1-0ed4-95ba-b151-7868-0945-20c2";"101601";"29";"23";"miasto";"stały";"Ośrodek Rehabilitacji Dzieci Niepełnosprawnych, ul. Jana Pawła II 64/66, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"2010";"2178";"522";"1514";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1514";"0";"5";"1509";"52";"20";"32";"0";"1457";"703";"754"
"37b4-797f-deed-38a5-3234-6cc0-176a-ce1b";"101601";"29";"24";"miasto";"zakład leczniczy";"Tomaszowskie Centrum Zdrowia Spółka z o. o., ul. Jana Pawła II 35, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"456";"238";"353";"103";"0";"1";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"103";"8";"1";"7";"0";"95";"55";"40"
"5a63-cc67-6e29-439b-f08c-7c5a-ce44-d22c";"101601";"29";"25";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Nr 1, ul. Polna 56, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"48";"47";"22";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"3";"1";"2";"0";"23";"20";"3"
"f4bf-129a-8ca7-1854-6ced-f202-fd8d-141e";"101601";"29";"26";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Nr 1 - filia, ul. Farbiarska 27/29, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"58";"67";"11";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"13";"0";"13";"0";"34";"23";"11"
"206c-daf8-d0ef-443b-9ac3-ec45-71b9-d168";"101601";"29";"27";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Nr 2, ul. Jana Pawła II 37, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"98";"112";"50";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"48";"2";"0";"2";"0";"46";"37";"9"
"be13-256f-f6ae-ccaf-6208-4c7f-6883-43ab";"101601";"29";"28";"miasto";"zakład leczniczy";"Nu-Med Centrum Diagnostyki i Terapii Onkologicznej Tomaszów Mazowiecki II Sp. z o. o., ul. Jana Pawła II 35, 97-200 Tomaszów Mazowiecki";"m. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"51";"28";"25";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"1";"0";"1";"0";"25";"13";"12"
"496d-f617-bd7a-6f50-0848-1d37-630e-0f84";"101602";"29";"1";"wieś";"stały";"Szkoła Podstawowa w Będkowie, Reymonta 11, 97-319 Będków";"gm. Będków";"tomaszowski";"łódzkie";"882";"958";"266";"616";"0";"3";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"15";"6";"9";"0";"601";"351";"250"
"6663-bc8b-5916-65e1-b4b5-5124-23ee-8aae";"101602";"29";"2";"wieś";"stały";"Szkoła Podstawowa w Będkowie, Reymonta 11, 97-319 Będków";"gm. Będków";"tomaszowski";"łódzkie";"970";"1055";"322";"647";"0";"0";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"17";"4";"13";"0";"631";"420";"211"
"6d06-7928-6f60-b0d8-cb9a-ecd5-eb8c-da78";"101602";"29";"3";"wieś";"stały";"Warsztaty Terapii Zajęciowej, Rudnik 10, 97-319 Będków";"gm. Będków";"tomaszowski";"łódzkie";"621";"671";"218";"403";"0";"0";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"16";"0";"16";"0";"387";"266";"121"
"7c61-eb25-56b5-7da3-3597-1716-9ba1-89ad";"101603";"29";"1";"wieś";"stały";"Sala posiedzeń przy Urzędzie Gminy w Budziszewicach, ul. Jana Chryzostoma Paska 66a, 97-212 Budziszewice";"gm. Budziszewice";"tomaszowski";"łódzkie";"702";"768";"214";"488";"0";"11";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"24";"8";"16";"0";"462";"246";"216"
"8b1e-d5d2-111e-d573-ad37-c7d0-0ee8-e3db";"101603";"29";"2";"wieś";"stały";"Punkt Przedszkolny, Rękawiec 13, 97-212 Budziszewice";"gm. Budziszewice";"tomaszowski";"łódzkie";"479";"519";"152";"327";"0";"1";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"16";"7";"9";"0";"311";"213";"98"
"0777-4432-6666-0a8b-c531-19ed-9a39-d5ed";"101603";"29";"3";"wieś";"stały";"Świetlica wiejska, Węgrzynowice 68, 97-212 Budziszewice";"gm. Budziszewice";"tomaszowski";"łódzkie";"385";"411";"146";"239";"0";"1";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"9";"2";"7";"0";"230";"160";"70"
"7ed2-75f2-2b3a-9b5f-8099-31a1-0fa5-af97";"101604";"29";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Czerniewicach, ul. Mazowiecka 88, 97-216 Czerniewice";"gm. Czerniewice";"tomaszowski";"łódzkie";"964";"1054";"308";"656";"0";"3";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"30";"1";"29";"0";"626";"364";"262"
"2fb7-eb3a-3bc3-bbb6-8a71-fc77-e210-5b62";"101604";"29";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Lipiu, Lipie 45, 97-216 Czerniewice";"gm. Czerniewice";"tomaszowski";"łódzkie";"991";"1081";"373";"618";"0";"0";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"33";"6";"27";"0";"584";"410";"174"
"6d89-3c6e-43c9-bb68-f615-a6bb-8b86-039a";"101604";"29";"3";"wieś";"stały";"Świetlica Środowiskowa w Podkonicach Dużych, Podkonice Duże 13A, 97-216 Czerniewice";"gm. Czerniewice";"tomaszowski";"łódzkie";"809";"887";"260";"549";"1";"0";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"20";"3";"17";"0";"529";"332";"197"
"835a-20fe-e834-9463-4bba-5d37-c6a1-48c3";"101604";"29";"4";"wieś";"stały";"Urząd Gminy w Czerniewicach, ul. Mazowiecka 42, 97-216 Czerniewice";"gm. Czerniewice";"tomaszowski";"łódzkie";"954";"1028";"349";"605";"1";"7";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"33";"9";"24";"0";"572";"342";"230"
"04b9-c37b-602b-3e26-898a-872c-08c6-ddb9";"101605";"29";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Juliana Tuwima w Inowłodzu, ul. Spalska 5, 97-215 Inowłódz";"gm. Inowłódz";"tomaszowski";"łódzkie";"1130";"1235";"385";"745";"2";"15";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"38";"5";"33";"0";"707";"356";"351"
"24cb-0e65-7962-4efd-18a4-d110-7172-7bb7";"101605";"29";"2";"wieś";"stały";"Szkoła Podstawowa im. Ignacego Mościckiego w Królowej Woli, Królowa Wola 77, 97-215 Inowłódz";"gm. Inowłódz";"tomaszowski";"łódzkie";"608";"651";"183";"425";"0";"0";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"15";"3";"12";"0";"410";"236";"174"
"811a-c10c-2e5a-9518-f94c-ee65-dbd0-060c";"101605";"29";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Pawła II w Brzustowie, Brzustów 1, 97-215 Inowłódz";"gm. Inowłódz";"tomaszowski";"łódzkie";"660";"702";"283";"377";"0";"0";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"17";"6";"11";"0";"360";"246";"114"
"9d43-35d2-dd24-7192-ff95-39d2-32d1-c9c9";"101605";"29";"4";"wieś";"stały";"Sala spotkań Parafii Rzymskokatolickiej pw. Matki Boskiej Królowej Korony Polskiej, Spała ul. Marszałka Józefa Piłsudskiego 2, 97-215 Inowłódz";"gm. Inowłódz";"tomaszowski";"łódzkie";"535";"588";"157";"378";"0";"9";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"17";"5";"12";"0";"361";"172";"189"
"a079-4cdd-0c94-0a68-3c86-05d5-d4cb-0a6c";"101606";"29";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Lubochni (wejście od ul. Łódzkiej), ul. Łódzka 19, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"960";"1044";"295";"665";"1";"5";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"20";"4";"16";"0";"645";"421";"224"
"ad6f-1c79-1136-3995-07e3-568c-d767-58f4";"101606";"29";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Lubochni (wejście od ul. Zapłotniej), ul. Łódzka 19, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"709";"769";"239";"470";"0";"3";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"10";"3";"7";"0";"460";"329";"131"
"d43a-c3cc-88c7-8185-d27a-2066-7b79-bd92";"101606";"29";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Glinniku, Glinnik 48A, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"758";"816";"259";"499";"0";"6";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"26";"10";"16";"0";"473";"291";"182"
"90ba-1e3f-eb09-2630-9a4d-29b3-764e-189b";"101606";"29";"4";"wieś";"stały";"Świetlica wiejska w Nowym Jasieniu, Nowy Jasień 9a, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"457";"490";"158";"299";"2";"1";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"9";"0";"9";"0";"290";"230";"60"
"5dce-bcd6-4479-ef03-3ecf-d90c-7136-7cf6";"101606";"29";"5";"wieś";"stały";"Świetlica środowiskowa w Tarnowskiej Woli, Tarnowska Wola 5, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"331";"355";"108";"223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"9";"3";"6";"0";"214";"132";"82"
"e2dd-cd8a-7038-1c21-65e2-9f7b-9ca0-c141";"101606";"29";"6";"wieś";"stały";"Świetlica Nowy Glinnik-Osiedle, Nowy Glinnik-Osiedle 3A, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"836";"925";"245";"591";"0";"2";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"14";"4";"10";"0";"577";"327";"250"
"ce54-e812-f676-5e43-9c06-f846-de4c-ace4";"101606";"29";"7";"wieś";"stały";"Urząd Gminy Lubochnia w Lubochni Dworskiej (Sala konferencyjna), Lubochnia Dworska ul. Tomaszowska 9, 97-217 Lubochnia";"gm. Lubochnia";"tomaszowski";"łódzkie";"1060";"1155";"368";"692";"0";"5";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"21";"4";"17";"0";"671";"436";"235"
"f5c3-1a5a-9c8e-e43f-0bec-7315-344e-222e";"101607";"29";"1";"wieś";"stały";"Urząd Gminy w Rokicinach, Rokiciny-Kolonia ul. Tomaszowska 9, 97-221 Rokiciny";"gm. Rokiciny";"tomaszowski";"łódzkie";"1984";"2151";"535";"1449";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1446";"0";"1";"1445";"58";"14";"44";"0";"1387";"818";"569"
"7072-0d7d-0555-51c9-1db7-d339-49ba-68ea";"101607";"29";"2";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Łaznowie, Łaznów 65, 97-221 Rokiciny";"gm. Rokiciny";"tomaszowski";"łódzkie";"1023";"1128";"308";"715";"1";"4";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"25";"5";"20";"0";"690";"417";"273"
"db6f-039a-27c5-c112-5ccd-71f7-47a3-3065";"101607";"29";"3";"wieś";"stały";"Gminne Przedszkole w Rokicinach Oddział Przedszkolny w Jankowie, Janków Trzeci 6, 97-221 Rokiciny";"gm. Rokiciny";"tomaszowski";"łódzkie";"655";"728";"297";"358";"0";"2";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"17";"2";"15";"0";"341";"191";"150"
"6282-3b84-331d-66db-4f64-3731-b589-21ae";"101607";"29";"4";"wieś";"stały";"Świetlica Wiejska w Nowych Chrustach, Nowe Chrusty ul. Główna 19, 97-221 Rokiciny";"gm. Rokiciny";"tomaszowski";"łódzkie";"817";"892";"261";"556";"0";"3";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"18";"3";"15";"0";"538";"315";"223"
"f9ee-70f4-f8c7-d7f5-ea13-4b7e-0522-e038";"101608";"29";"1";"wieś";"stały";"Szkoła Podstawowa w Rzeczycy Filia w Sadykierzu, Sadykierz 51, 97-220 Rzeczyca";"gm. Rzeczyca";"tomaszowski";"łódzkie";"1034";"1136";"389";"645";"0";"7";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"11";"3";"8";"0";"634";"395";"239"
"2c47-c578-e956-b61e-7000-40b9-5bcf-db5e";"101608";"29";"2";"wieś";"stały";"Szkoła Podstawowa w Rzeczycy Filia w Luboczy, Lubocz 3, 97-220 Rzeczyca";"gm. Rzeczyca";"tomaszowski";"łódzkie";"853";"937";"370";"483";"0";"0";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"16";"2";"14";"0";"467";"270";"197"
"51ec-e2b7-a382-2e3b-04d0-00b8-fda3-eb33";"101608";"29";"3";"wieś";"stały";"Szkoła Podstawowa w Rzeczycy, ul. J. Kitowicza 4, 97-220 Rzeczyca";"gm. Rzeczyca";"tomaszowski";"łódzkie";"930";"1003";"314";"616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"18";"4";"14";"0";"598";"287";"311"
"06b6-51f2-2287-d264-bc6c-aa71-ebfd-a789";"101608";"29";"4";"wieś";"stały";"Szkoła Podstawowa w Rzeczycy, ul. J. Kitowicza 4, 97-220 Rzeczyca";"gm. Rzeczyca";"tomaszowski";"łódzkie";"711";"779";"225";"486";"0";"5";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"5";"2";"3";"0";"481";"259";"222"
"1f94-b7b1-ea91-4dcd-5d08-885a-4c44-8401";"101609";"29";"1";"wieś";"stały";"Dom Ludowy w Komorowie, Komorów ul. Biblioteczna 1, 97-200 Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1143";"1237";"379";"764";"0";"4";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"34";"6";"28";"0";"730";"415";"315"
"f5fe-6549-21dd-cf9b-bc81-c8a7-7c20-efd4";"101609";"29";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Smardzewicach Filia w Wiadernie, Wiaderno 89, 97-200 Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1094";"1189";"362";"732";"1";"1";"0";"0";"0";"0";"0";"0";"0";"732";"0";"0";"732";"36";"9";"27";"0";"696";"385";"311"
"e846-1314-b4fa-5307-057a-dd7f-95c1-6715";"101609";"29";"3";"wieś";"stały";"Dom ludowy w Zawadzie, Zawada 257/259, 97-200 Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1083";"1184";"385";"698";"0";"3";"1";"1";"0";"0";"0";"0";"1";"699";"1";"0";"699";"35";"4";"31";"0";"664";"409";"255"
"3394-8a60-8c14-a039-1c92-00f7-c441-28b9";"101609";"29";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Smardzewicach (szkoła), ul. Główna 10, 97-213 Smardzewice";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"933";"1035";"244";"689";"0";"10";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"26";"14";"12";"0";"663";"351";"312"
"65f5-00e6-4621-f1b3-f463-b62b-8ced-b738";"101609";"29";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Smardzewicach (przedszkole), ul. Główna 10, 97-213 Smardzewice";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1107";"1245";"237";"870";"0";"7";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"25";"8";"17";"0";"845";"473";"372"
"7204-56af-987f-5c0b-1c09-52ed-0220-384c";"101609";"29";"6";"wieś";"stały";"Gminna Biblioteka Publiczna Filia w Twardej, Twarda ul. Główna 117, 97-213 Smardzewice";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"435";"478";"136";"299";"0";"2";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"8";"0";"8";"0";"291";"178";"113"
"fa82-a542-b4f7-7552-e5c7-c2ba-4755-b53e";"101609";"29";"7";"wieś";"stały";"Dom Ludowy w Ciebłowicach Dużych, Ciebłowice Duże 132a, 97-200 Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"518";"570";"163";"355";"0";"5";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"12";"4";"8";"0";"343";"222";"121"
"eb0c-6e85-b70d-69f5-abbb-c946-dc7b-2f6e";"101609";"29";"8";"wieś";"stały";"Dom ludowy w Wąwale, Wąwał ul. Wesoła 1/5, 97-200 Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"1033";"1127";"317";"716";"0";"2";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"19";"7";"12";"0";"697";"303";"394"
"8c52-0aa9-48d6-5855-5ff8-040d-0ee9-78d0";"101609";"29";"9";"wieś";"stały";"Szkoła Podstawowa w Chorzęcinie, Chorzęcin 75, 97-200 Tomaszów Mazowiecki";"gm. Tomaszów Mazowiecki";"tomaszowski";"łódzkie";"583";"644";"169";"414";"0";"7";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"10";"3";"7";"0";"404";"279";"125"
"3592-0e6f-fbaa-0545-70d1-b9f7-dcf7-0ce4";"101610";"29";"1";"wieś";"stały";"Gminna Hala Sportowa, ul. Rokicińska 6, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"909";"974";"249";"660";"0";"3";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"24";"5";"19";"0";"636";"299";"337"
"4513-a8e7-e9b4-3614-2414-6338-dc88-9d6d";"101610";"29";"2";"wieś";"stały";"Budynek po byłym Przedszkolu Samorządowym w Ujeździe, ul. Kościelna 24, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"654";"703";"234";"420";"0";"0";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"15";"12";"3";"0";"405";"253";"152"
"9b97-ab4b-89a6-decf-f097-420b-d249-fe3a";"101610";"29";"3";"wieś";"stały";"Świetlica Wiejska w Olszowej, Olszowa 11A, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"659";"723";"246";"413";"0";"2";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"19";"3";"16";"0";"394";"266";"128"
"33bb-f0b4-4e75-906b-5926-ac52-c647-5dbb";"101610";"29";"4";"wieś";"stały";"Świetlica Wiejska w Bukowie, Buków 6, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"831";"893";"344";"487";"0";"2";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"23";"4";"19";"0";"464";"270";"194"
"cff9-2f65-95ea-3794-5eab-12d8-c302-bd2b";"101610";"29";"5";"wieś";"stały";"Gminny Ośrodek Kultury w Ujeździe, Osiedle Niewiadów 43, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"750";"828";"275";"475";"0";"6";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"25";"7";"18";"0";"450";"252";"198"
"9eee-443d-8161-b178-ab40-0e53-a568-c152";"101610";"29";"6";"wieś";"stały";"Gminny Ośrodek Kultury w Ujeździe, Osiedle Niewiadów 43, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"756";"806";"211";"545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"15";"3";"12";"0";"530";"299";"231"
"4d86-7aa2-273b-e728-3bcb-e709-f2f2-6df8";"101610";"29";"7";"wieś";"stały";"Świetlica Wiejska w Skrzynkach, Skrzynki 69, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"701";"763";"234";"467";"0";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"23";"4";"19";"0";"444";"236";"208"
"136f-f61e-cacc-35be-2905-ca03-74df-17cb";"101610";"29";"8";"wieś";"stały";"Świetlica Wiejska w Zaosiu, Zaosie 34a, 97-225 Ujazd";"gm. Ujazd";"tomaszowski";"łódzkie";"383";"421";"103";"280";"0";"3";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"6";"2";"4";"0";"274";"155";"119"
"15f5-fdd9-24ca-a599-10a2-ba13-caf6-3269";"101611";"29";"1";"wieś";"stały";"Gminny Dom Kultury w Żelechlinku (parter), ul. Plac Tysiąclecia 2, 97-226 Żelechlinek";"gm. Żelechlinek";"tomaszowski";"łódzkie";"795";"858";"259";"536";"0";"4";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"16";"0";"16";"0";"520";"324";"196"
"3907-d2f5-c97a-8eb7-8b32-50a8-cb8e-40ae";"101611";"29";"2";"wieś";"stały";"Gminny Dom Kultury w Żelechlinku (I piętro), ul. Plac Tysiąclecia 2, 97-226 Żelechlinek";"gm. Żelechlinek";"tomaszowski";"łódzkie";"767";"828";"282";"485";"0";"0";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"14";"2";"12";"0";"471";"330";"141"
"b6e4-229a-1a4b-eba2-0471-fc43-7981-0a77";"101611";"29";"3";"wieś";"stały";"Świetlica Wiejska w Radwance, Radwanka 1, 97-226 Żelechlinek";"gm. Żelechlinek";"tomaszowski";"łódzkie";"487";"523";"161";"326";"1";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"8";"0";"8";"0";"318";"242";"76"
"ee4e-b1e3-5839-1925-65ad-5bd8-80cb-4018";"101611";"29";"4";"wieś";"stały";"Dom Ludowy w Naropnej, Naropna 1, 97-226 Żelechlinek";"gm. Żelechlinek";"tomaszowski";"łódzkie";"419";"456";"168";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"8";"1";"7";"0";"243";"157";"86"
"ed4a-b8a5-ee89-94d0-efe2-c4fd-53ac-7efa";"106301";"29";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Szarych Szeregów 6, 96-100 Skierniewice";"m. Skierniewice";"Skierniewice";"łódzkie";"1172";"1286";"303";"869";"0";"3";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"29";"8";"21";"0";"840";"328";"512"
