"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Rafał Michał AMBROZIK";"Artur Jan BAGIEŃSKI"
"72e1-8ec9-d22b-80c7-dabd-5ed3-0ffd-21dc";"100701";"29";"1";"wieś";"stały";"Świetlica Wiejska w Białaczowie, ul. Piotrkowska 6, 26-307 Białaczów";"gm. Białaczów";"opoczyński";"łódzkie";"886";"981";"314";"572";"3";"1";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"8";"4";"4";"0";"564";"170";"394"
"5f33-28f9-37d4-77e8-33a1-9539-91f1-9c8e";"100701";"29";"2";"wieś";"stały";"Szkoła Podstawowa w Białaczowie, ul. Szkolna 36, 26-307 Białaczów";"gm. Białaczów";"opoczyński";"łódzkie";"587";"645";"279";"308";"1";"1";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"3";"0";"3";"0";"305";"155";"150"
"04e1-1b11-7e4a-7b9c-b520-ac5d-10f6-b86b";"100701";"29";"3";"wieś";"stały";"Świetlica Wiejska w Żelazowicach, Żelazowice 127, 26-307 Białaczów";"gm. Białaczów";"opoczyński";"łódzkie";"400";"433";"104";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"3";"0";"3";"0";"293";"74";"219"
"d69f-ff70-e270-a98a-71b3-8be0-042f-ef5a";"100701";"29";"4";"wieś";"stały";"Szkoła Podstawowa w Miedznej Drewnianej, Miedzna Drewniana 259, 26-307 Białaczów";"gm. Białaczów";"opoczyński";"łódzkie";"726";"799";"230";"496";"0";"7";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"8";"4";"4";"0";"488";"206";"282"
"a480-a050-9541-066d-04ba-b438-9db0-b403";"100701";"29";"5";"wieś";"stały";"Szkoła Podstawowa w Petrykozach, Petrykozy 1, 26-307 Białaczów";"gm. Białaczów";"opoczyński";"łódzkie";"810";"889";"280";"530";"3";"5";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"10";"2";"8";"0";"517";"237";"280"
"21bd-9a75-e962-fe5a-311c-6df4-438b-1c08";"100701";"29";"6";"wieś";"stały";"Szkoła Podstawowa w Skroninie, Skronina 156, 26-307 Białaczów";"gm. Białaczów";"opoczyński";"łódzkie";"843";"930";"342";"501";"0";"0";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"17";"3";"14";"0";"484";"282";"202"
"9b89-15df-33ba-3703-57be-4178-7ffa-c36f";"100702";"29";"1";"miasto";"stały";"Regionalne Centrum Kultury w Drzewicy, ul. Stawowa 27A, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"1006";"1084";"359";"647";"0";"1";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"25";"9";"16";"0";"622";"320";"302"
"a479-96b1-d066-428e-1f4e-0660-8ca7-16d8";"100702";"29";"2";"miasto";"stały";"Przedszkole Samorządowe w Drzewicy, ul. Stawowa 58, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"657";"702";"220";"437";"0";"0";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"14";"2";"12";"0";"423";"200";"223"
"9aa3-cdb7-3d11-4d4e-594e-077d-f6c2-6842";"100702";"29";"3";"miasto";"stały";"Remiza OSP w Drzewicy, Plac Gabriela Narutowicza 17, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"1145";"1256";"355";"790";"0";"7";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"31";"8";"23";"0";"759";"442";"317"
"5cbe-c1cc-dc18-c753-0650-6d72-ba57-7271";"100702";"29";"4";"wieś";"stały";"Szkoła Podstawowa w Domasznie, Domaszno 31, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"372";"416";"87";"285";"0";"2";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"5";"1";"4";"0";"280";"211";"69"
"6393-5e39-1e31-3b5e-529b-1758-fc4b-b9e0";"100702";"29";"5";"wieś";"stały";"Świetlica Wiejska w Zakościelu, Zakościele 86a, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"623";"690";"165";"458";"0";"1";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"20";"9";"11";"0";"438";"313";"125"
"5fc5-10c7-767a-0df6-74ab-f767-f568-3f18";"100702";"29";"6";"wieś";"stały";"Szkoła Podstawowa w Brzustowcu, Brzustowiec 152, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"535";"584";"183";"352";"1";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"9";"3";"6";"0";"343";"215";"128"
"60bd-bee5-6c9a-346b-f334-c090-ec7f-15b0";"100702";"29";"7";"wieś";"stały";"Szkoła Podstawowa w Idzikowicach, Idzikowice 30b, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"463";"513";"131";"332";"0";"0";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"9";"0";"9";"0";"323";"197";"126"
"3ea4-7e4b-8d61-9334-d129-3d5e-b3ac-7e9b";"100702";"29";"8";"wieś";"stały";"Świetlica Wiejska w Strzyżowie, Strzyżów 61, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"495";"548";"118";"377";"0";"3";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"6";"3";"3";"0";"371";"234";"137"
"ac93-8ace-d05c-8592-16cc-892e-bc2f-0a95";"100702";"29";"9";"wieś";"stały";"Szkoła Podstawowa w Radzicach Dużych, Radzice Duże 169, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"909";"996";"308";"601";"0";"2";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"10";"2";"8";"0";"591";"360";"231"
"f727-e159-393f-1476-5e7b-c759-a5fc-a160";"100702";"29";"10";"wieś";"stały";"Świetlica Wiejska w Dąbrówce, Dąbrówka 68, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"593";"658";"188";"405";"0";"1";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"1";"0";"1";"0";"404";"255";"149"
"61ce-11ec-e350-c480-9386-c526-af48-7b1a";"100702";"29";"11";"wieś";"stały";"Świetlica Wiejska w Jelni Nr 98, Jelnia 98, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"468";"518";"152";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"7";"0";"7";"0";"309";"178";"131"
"54d7-6215-d905-342e-fb86-2644-f573-bb1d";"100702";"29";"12";"wieś";"stały";"Remiza OSP w Krzczonowie, Krzczonów 13a, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"385";"419";"89";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"15";"4";"11";"0";"281";"223";"58"
"0f50-8dd6-5b24-11ae-c9d9-1dac-eff1-7aba";"100702";"29";"13";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Drzewicy, ul. Stawowa 21/25, 26-340 Drzewica";"gm. Drzewica";"opoczyński";"łódzkie";"77";"72";"41";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"8";"0";"8";"0";"28";"23";"5"
"9482-db4a-ad45-81de-d61a-d391-5a2e-b9e0";"100703";"29";"1";"wieś";"stały";"Szkoła Podstawowa w Mniszkowie, ul. Piotrkowska 72, 26-341 Mniszków";"gm. Mniszków";"opoczyński";"łódzkie";"1369";"1504";"419";"950";"1";"7";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"15";"3";"12";"0";"935";"475";"460"
"669b-848f-38fc-a70e-b55c-8209-b579-75c8";"100703";"29";"2";"wieś";"stały";"Świetlica Wiejska w Strzelcach, Strzelce 42, 26-341 Mniszków";"gm. Mniszków";"opoczyński";"łódzkie";"435";"479";"135";"300";"0";"0";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"9";"2";"7";"0";"291";"163";"128"
"e3a7-bce3-4245-1af8-d81f-0356-70f9-7ab0";"100703";"29";"3";"wieś";"stały";"Szkoła Podstawowa w Błogiem Rządowym, Błogie Rządowe 39, 26-341 Mniszków";"gm. Mniszków";"opoczyński";"łódzkie";"968";"1079";"296";"672";"0";"5";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"19";"3";"16";"0";"653";"342";"311"
"70cf-1036-53da-7e4f-3a7d-c2ef-23eb-e7f7";"100703";"29";"4";"wieś";"stały";"Szkoła Podstawowa w Bukowcu nad Pilicą, Bukowiec nad Pilicą 34, 26-341 Mniszków";"gm. Mniszków";"opoczyński";"łódzkie";"659";"718";"224";"435";"0";"2";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"15";"2";"13";"0";"420";"257";"163"
"d3d3-d80e-f78d-871c-b80b-f3c7-f3da-9108";"100704";"29";"1";"wieś";"stały";"Szkoła Podstawowa w Kraśnicy, Kraśnica 58, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"874";"967";"322";"552";"1";"1";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"13";"5";"8";"0";"539";"296";"243"
"dca8-cc1b-635d-9819-af44-9d08-04ed-21bc";"100704";"29";"2";"wieś";"stały";"Świetlica Wiejska w Kruszewcu, Kruszewiec 7, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"418";"465";"101";"317";"0";"0";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"9";"3";"6";"0";"308";"195";"113"
"0e04-4153-05df-8ce5-ef50-4c29-0049-1271";"100704";"29";"3";"wieś";"stały";"Szkoła Podstawowa w Libiszowie, Libiszów 64, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"887";"971";"282";"605";"0";"1";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"7";"3";"4";"0";"597";"386";"211"
"f99b-2b92-86f1-7343-a21e-112f-3902-17a2";"100704";"29";"4";"wieś";"stały";"Szkoła Podstawowa w Januszewicach, Januszewice 67, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"535";"592";"123";"412";"0";"2";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"6";"1";"5";"0";"406";"223";"183"
"086f-9b6c-e6d8-b17c-72b1-e0ec-e0fb-b383";"100704";"29";"5";"wieś";"stały";"Szkoła Podstawowa w Bukowcu Opoczyńskim, Bukowiec Opoczyński 74, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"777";"861";"207";"570";"0";"2";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"8";"2";"6";"0";"562";"328";"234"
"6f07-396a-4d63-d7e5-cf5d-0894-2b7d-65d2";"100704";"29";"6";"wieś";"stały";"Szkoła Podstawowa w Woli Załężnej, Wola Załężna 75, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"735";"813";"151";"584";"0";"1";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"11";"3";"8";"0";"573";"289";"284"
"f428-9960-f4bb-120c-eb31-7d07-6d29-897b";"100704";"29";"7";"wieś";"stały";"Szkoła Podstawowa w Dzielnej, Dzielna 64a, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"717";"798";"156";"561";"1";"0";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"8";"1";"7";"0";"553";"323";"230"
"7a94-0254-5519-01bd-052a-694f-7f51-f6b2";"100704";"29";"8";"wieś";"stały";"Szkoła Podstawowa w Wygnanowie, Wygnanów 57, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"410";"458";"109";"301";"0";"0";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"5";"0";"5";"0";"296";"170";"126"
"ec78-5283-45d5-e230-0363-d331-78de-c23e";"100704";"29";"9";"wieś";"stały";"Szkoła Podstawowa w Bielowicach, Bielowice 56, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"896";"781";"374";"522";"0";"1";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"10";"4";"6";"0";"512";"291";"221"
"1ba6-8f29-3786-e204-bb20-59e6-2a16-41da";"100704";"29";"10";"wieś";"stały";"Szkoła Podstawowa w Mroczkowie Gościnnym, Mroczków Gościnny 50, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"878";"981";"237";"641";"2";"3";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"15";"7";"8";"0";"626";"315";"311"
"7d4e-bc5a-4a78-e068-42dd-f55d-8954-b760";"100704";"29";"11";"wieś";"stały";"Szkoła Podstawowa w Ogonowicach, Ogonowice 207A, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1367";"1519";"338";"1029";"6";"3";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"18";"5";"13";"0";"1011";"592";"419"
"de29-b122-2328-3d18-17b5-0716-3a71-8739";"100704";"29";"12";"wieś";"stały";"Szkoła Podstawowa w Sielcu, Sielec 40, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"819";"913";"242";"577";"0";"1";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"5";"1";"4";"0";"572";"316";"256"
"5ef9-3777-d739-3e57-170d-4964-4373-1d46";"100704";"29";"13";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Opocznie, ul. Armii Krajowej 1, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1119";"1214";"316";"803";"0";"0";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"10";"5";"5";"0";"793";"369";"424"
"9c3d-9095-825f-a608-fe31-82e9-45f8-39eb";"100704";"29";"14";"miasto";"stały";"Przedszkole Nr 2 w Opocznie, ul. Szkolna 11, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1231";"1352";"354";"876";"2";"6";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"11";"5";"6";"0";"865";"484";"381"
"b8c6-e3ea-9540-3538-c765-afac-d979-11ee";"100704";"29";"15";"miasto";"stały";"Zespół Szkół Powiatowych im. Stanisława Staszica w Opocznie, ul. Wojciecha Kossaka 1, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"978";"1059";"250";"728";"0";"8";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"19";"10";"9";"0";"709";"238";"471"
"0e62-5253-851c-3e56-7f03-653e-b456-ed87";"100704";"29";"16";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Opocznie, Armii Krajowej 1, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1099";"1194";"268";"831";"2";"5";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"12";"3";"9";"0";"819";"374";"445"
"5e98-20b2-63bf-d1a1-6a1d-11b9-571b-485e";"100704";"29";"17";"miasto";"stały";"Przedszkole Nr 8 w Opocznie, ul. Mikołaja Kopernika 10a, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1334";"1455";"358";"976";"3";"1";"2";"2";"0";"0";"0";"0";"2";"978";"2";"0";"978";"29";"7";"22";"0";"949";"405";"544"
"8fad-ada3-fa96-6c49-58ad-5868-d95e-c5ee";"100704";"29";"18";"miasto";"stały";"Przedszkole Nr 6 w Opocznie, ul. Mikołaja Kopernika 3, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"898";"982";"243";"655";"2";"2";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"21";"2";"19";"0";"634";"243";"391"
"27b9-bc67-cbcc-83fb-40c2-c988-2810-f173";"100704";"29";"19";"miasto";"stały";"Państwowa Straż Pożarna w Opocznie, ul. Rolna 1, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1067";"1150";"258";"809";"5";"5";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"21";"4";"17";"0";"788";"311";"477"
"ce7e-caea-b944-10e3-2768-5ac8-8de3-417e";"100704";"29";"20";"miasto";"stały";"Przedszkole Nr 5 w Opocznie, Partyzantów 36, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"987";"1061";"262";"725";"1";"2";"1";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"19";"10";"9";"0";"705";"279";"426"
"a1c8-aac7-3520-dfde-04ad-9adb-5c80-8cd9";"100704";"29";"21";"miasto";"stały";"Zespół Szkół Samorządowych Nr 1 w Opocznie, Marii Curie-Skłodowskiej 5, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1839";"1973";"550";"1289";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1288";"0";"0";"1288";"29";"13";"16";"0";"1259";"491";"768"
"e328-f338-abea-1c09-c764-854a-e811-95e9";"100704";"29";"22";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Opocznie, Inowłodzka 3, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1427";"1568";"437";"990";"4";"8";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"19";"3";"16";"0";"971";"357";"614"
"0545-f654-6da6-a0d0-b9c7-9090-d393-5f64";"100704";"29";"23";"miasto";"stały";"Przedszkole Nr 4 w Opocznie, Cypriana Kamila Norwida 2, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1270";"1376";"437";"833";"3";"0";"1";"1";"0";"0";"0";"0";"1";"834";"1";"0";"834";"18";"3";"15";"0";"816";"324";"492"
"4814-7218-af91-f53a-0037-379d-008c-fad5";"100704";"29";"24";"miasto";"stały";"Ochotnicza Straż Pożarna w Opocznie, Plac Strażacki 1, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1009";"1122";"431";"578";"0";"0";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"18";"6";"12";"0";"560";"246";"314"
"421f-688e-250d-ec12-c199-b85d-4e50-3c7c";"100704";"29";"25";"miasto";"stały";"OPTEX S. A., Kolberga 2, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"1093";"1172";"315";"778";"1";"2";"0";"0";"0";"0";"0";"0";"0";"778";"0";"1";"777";"9";"6";"3";"0";"768";"337";"431"
"a7e8-771b-fa95-962c-61de-c40f-0dfe-1ea5";"100704";"29";"26";"miasto";"zakład leczniczy";"Szpital Powiatowy im. Edmunda Biernackiego w Opocznie, ul. Partyzantów 30, 26-300 Opoczno";"gm. Opoczno";"opoczyński";"łódzkie";"80";"23";"57";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"0";"0";"0";"0";"23";"12";"11"
"bb2a-173c-be49-829b-9790-07d8-22fa-15b1";"100705";"29";"1";"wieś";"stały";"Szkoła Podstawowa w Wójcinie, Wójcin A 16, 26-333 Paradyż";"gm. Paradyż";"opoczyński";"łódzkie";"792";"872";"198";"594";"0";"2";"0";"0";"0";"0";"0";"0";"0";"594";"0";"1";"593";"10";"1";"9";"0";"583";"292";"291"
"3062-4cac-70bf-4509-aad8-7572-0500-259e";"100705";"29";"2";"wieś";"stały";"Szkoła Podstawowa w Paradyżu, Przedborska 29, 26-333 Paradyż";"gm. Paradyż";"opoczyński";"łódzkie";"1553";"1686";"371";"1182";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1182";"0";"0";"1182";"11";"4";"7";"0";"1171";"368";"803"
"b51d-36c8-4096-88af-cc7d-0f74-98cc-9b06";"100705";"29";"3";"wieś";"stały";"Szkoła Podstawowa w Przyłęku, Przyłęk 87, 26-333 Paradyż";"gm. Paradyż";"opoczyński";"łódzkie";"299";"328";"96";"203";"0";"1";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"8";"1";"7";"0";"195";"80";"115"
"ffce-f866-6406-5ef8-77b4-0e15-2784-d121";"100705";"29";"4";"wieś";"stały";"Budynek świetlicy wiejskiej w Stawowicach, Stawowice 39, 26-333 Paradyż";"gm. Paradyż";"opoczyński";"łódzkie";"517";"570";"150";"367";"0";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"6";"3";"3";"0";"361";"127";"234"
"cbea-0912-8ce6-8651-4757-1229-b49c-13a0";"100706";"29";"1";"wieś";"stały";"Szkoła Podstawowa im. Jana III Sobieskiego w Poświętnem, ul. Szkolna 2a, 26-315 Poświętne";"gm. Poświętne";"opoczyński";"łódzkie";"1003";"1102";"286";"717";"3";"13";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"18";"4";"14";"0";"698";"348";"350"
"255a-b10c-caea-fe3f-2226-b916-7460-6b5f";"100706";"29";"2";"wieś";"stały";"Szkoła Podstawowa w Dębie, Dęba 80, 26-315 Poświętne";"gm. Poświętne";"opoczyński";"łódzkie";"623";"687";"162";"461";"0";"4";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"5";"1";"4";"0";"455";"261";"194"
"9496-fe01-9594-1c2e-6745-8b0f-b3ef-5c59";"100706";"29";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Brudzewicach, Brudzewice-Kolonia 59, 26-315 Poświętne";"gm. Poświętne";"opoczyński";"łódzkie";"556";"600";"168";"388";"1";"0";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"10";"2";"8";"0";"378";"213";"165"
"5c4c-a846-8edc-a549-0c63-76a8-3483-945f";"100706";"29";"4";"wieś";"stały";"Remiza OSP Gapinin, Gapinin-Kolonia 24a, 26-315 Poświętne";"gm. Poświętne";"opoczyński";"łódzkie";"233";"254";"73";"160";"1";"2";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"3";"0";"3";"0";"157";"98";"59"
"ff8a-e83e-b8bc-62ac-b4c7-4975-cd85-7faf";"100707";"29";"1";"wieś";"stały";"Urząd Gminy w Sławnie, ul. Marszałka Józefa Piłsudskiego 31, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"826";"904";"306";"520";"0";"1";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"6";"0";"6";"0";"513";"197";"316"
"f79f-3919-32ac-7fb4-68d8-8019-3fd5-5d57";"100707";"29";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Celestynowie, Celestynów 24, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"305";"320";"133";"172";"0";"3";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"2";"0";"2";"0";"170";"113";"57"
"3b48-67e9-1893-0a7e-c174-e30b-3900-a009";"100707";"29";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. ks. Jana Twardowskiego w Kamieniu, Kamień 64, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"798";"874";"305";"493";"0";"2";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"8";"1";"7";"0";"485";"195";"290"
"b056-8523-39e6-3d95-8e3b-5771-a9a0-d89e";"100707";"29";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Kazimierza Wielkiego w Szadkowicach, Szadkowice 38A, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"712";"790";"195";"517";"0";"2";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"12";"2";"10";"0";"505";"203";"302"
"0eee-4550-16a9-b489-c2b9-e6d7-165e-0812";"100707";"29";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Wandy i Henryka Ossowskich w Kunicach, Kunice 62A, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"761";"826";"227";"534";"0";"1";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"11";"3";"8";"0";"523";"235";"288"
"6cb7-5516-d0a5-d9ab-a317-407c-a90b-7cbd";"100707";"29";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zachorzowie, Zachorzów 62, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"705";"777";"223";"482";"0";"0";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"6";"2";"4";"0";"476";"188";"288"
"0fa6-cdcf-e061-f5ff-19fb-83f5-434e-af15";"100707";"29";"7";"wieś";"stały";"Zespół Szkół Samorządowych w Prymusowej Woli, Prymusowa Wola 6, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"635";"692";"168";"467";"2";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"7";"2";"5";"0";"460";"215";"245"
"60b0-725b-daf4-4a02-b434-26b5-1ce7-8c35";"100707";"29";"8";"wieś";"stały";"Ochotnicza Straż Pożarna w Sławnie, Marszałka Józefa Piłsudskiego 1, 26-332 Sławno";"gm. Sławno";"opoczyński";"łódzkie";"700";"762";"245";"455";"0";"6";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"10";"2";"8";"0";"445";"234";"211"
"cd80-5fe0-e67e-9af0-f6ef-53e3-5961-5c18";"100708";"29";"1";"wieś";"stały";"Szkoła Podstawowa im. Juliana Bartoszewicza, ul. Przedborska 10, 26-330 Żarnów";"gm. Żarnów";"opoczyński";"łódzkie";"572";"616";"196";"375";"4";"9";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"6";"0";"6";"0";"369";"175";"194"
"77d2-c702-b490-c7f2-2dcf-5ef4-2b97-cfcd";"100708";"29";"2";"wieś";"stały";"Szkoła Podstawowa im. Juliana Bartoszewicza w Żarnowie, ul. Polna 1, 26-330 Żarnów";"gm. Żarnów";"opoczyński";"łódzkie";"591";"640";"180";"411";"0";"2";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"7";"7";"0";"0";"404";"140";"264"
"2155-2636-f4ce-f0a7-13f8-bccf-16e5-bbb7";"100708";"29";"3";"wieś";"stały";"Dom Kultury w Żarnowie, ul. Opoczyńska 5, 26-330 Żarnów";"gm. Żarnów";"opoczyński";"łódzkie";"610";"674";"178";"432";"1";"1";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"12";"4";"8";"0";"420";"223";"197"
