"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Halina Maria BIEDA";"Andrzej Kazimierz MISIOŁEK"
"2d9b-5c31-6cb1-2496-02ff-648d-20ed-5644";"246201";"71";"1";"miasto";"stały";"Szkoła Podstawowa Nr 33, ul. Matki Ewy 9, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1800";"1968";"680";"1120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"49";"18";"31";"0";"1071";"602";"469"
"eee8-24da-50d0-95a5-a951-7185-0bd2-7ad4";"246201";"71";"2";"miasto";"stały";"Szkoła Podstawowa Nr 33, ul. Matki Ewy 9, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1900";"2092";"755";"1145";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"52";"22";"30";"0";"1093";"539";"554"
"f206-9c9c-9e9c-6366-d17b-94ca-8518-b22d";"246201";"71";"3";"miasto";"stały";"Szkoła Podstawowa Nr 33, ul. Matki Ewy 9, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1600";"1760";"810";"790";"0";"2";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"38";"12";"26";"0";"752";"408";"344"
"dc57-d732-60f7-f791-583a-85d0-c547-4778";"246201";"71";"4";"miasto";"stały";"Szkoła Podstawowa Nr 54, ul. Reptowska 86, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1850";"2023";"499";"1351";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1351";"0";"0";"1351";"41";"11";"30";"0";"1310";"814";"496"
"d5b9-4e24-d88e-4bb4-9d1a-3788-adc3-5151";"246201";"71";"5";"miasto";"stały";"Szkoła Podstawowa Nr 54, ul. Reptowska 86, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1950";"2122";"592";"1358";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1358";"0";"0";"1358";"54";"21";"33";"0";"1304";"734";"570"
"9d12-8664-3dd1-e447-38e9-e0d1-2930-83fc";"246201";"71";"6";"miasto";"stały";"Dom Pomocy Społecznej ""Kombatant"", ul. Stolarzowicka 33, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1850";"2037";"440";"1410";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1409";"0";"0";"1409";"56";"14";"42";"0";"1353";"790";"563"
"f5ac-f3a6-1a0f-608f-40c0-894a-5c82-476c";"246201";"71";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, ul. Nickla 19, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1700";"1858";"549";"1151";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1151";"0";"0";"1151";"32";"5";"27";"0";"1119";"628";"491"
"415e-4ea4-630d-284c-b61a-b4c6-19a2-da93";"246201";"71";"8";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, ul. Nickla 19, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1750";"1939";"410";"1340";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1340";"0";"0";"1340";"59";"39";"20";"0";"1281";"736";"545"
"50e0-44c2-85a9-a934-bbeb-fdc2-88e9-ea33";"246201";"71";"9";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, ul. Nickla 19, 41-923 Bytom";"m. Bytom";"Bytom";"śląskie";"1450";"1580";"359";"1091";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1091";"0";"0";"1091";"36";"14";"22";"0";"1055";"617";"438"
"643b-ed65-64a7-0b1d-9530-1385-4883-ce6d";"246201";"71";"10";"miasto";"stały";"Szkoła Podstawowa Nr 21, ul. Racławicka 17, 41-906 Bytom";"m. Bytom";"Bytom";"śląskie";"1050";"1125";"685";"365";"0";"1";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"10";"4";"6";"0";"355";"134";"221"
"f296-ba8d-8fe6-31d3-648f-c576-8506-9b0e";"246201";"71";"11";"miasto";"stały";"Szkoła Podstawowa Nr 21, budynek przy ul. Worpie 14 - 16, 41-906 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1778";"623";"1027";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1027";"0";"0";"1027";"45";"16";"29";"0";"982";"383";"599"
"d3ac-8ef7-a027-8ebd-f801-07f0-2560-1006";"246201";"71";"12";"miasto";"stały";"Młodzieżowy Dom Kultury Nr 2, ul. Popiełuszki 9, 41-906 Bytom";"m. Bytom";"Bytom";"śląskie";"1401";"1535";"545";"856";"0";"0";"1";"1";"0";"0";"0";"0";"1";"857";"1";"0";"857";"32";"15";"17";"0";"825";"349";"476"
"8f77-cf5f-53c3-9f2a-f594-8a95-7e5f-c922";"246201";"71";"13";"miasto";"stały";"Szkoła Podstawowa Nr 16, ul. Rataja 3, 41-905 Bytom";"m. Bytom";"Bytom";"śląskie";"1250";"1357";"699";"551";"2";"1";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"27";"6";"21";"0";"522";"247";"275"
"8f4e-b261-445c-8bb9-d83f-0722-6ca5-a839";"246201";"71";"14";"miasto";"stały";"Zespół Szkół Specjalnych Nr 3, ul. Konstytucji 20 - 22, 41-905 Bytom";"m. Bytom";"Bytom";"śląskie";"1450";"1553";"1058";"392";"0";"2";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"13";"8";"5";"0";"379";"148";"231"
"5555-b9b0-c60e-fa30-d156-369b-5293-9166";"246201";"71";"15";"miasto";"stały";"Szkoła Podstawowa Nr 44, ul. Grota-Roweckiego 6, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1700";"1832";"762";"938";"0";"2";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"34";"20";"14";"0";"903";"498";"405"
"1545-f34c-9165-1f10-e492-b5fe-1b43-33af";"246201";"71";"16";"miasto";"stały";"Szkoła Podstawowa Nr 44, ul. Grota-Roweckiego 6, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1800";"1980";"605";"1195";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"0";"1194";"45";"14";"31";"0";"1149";"678";"471"
"493d-ff57-a7d0-3868-5247-d112-e40b-25f2";"246201";"71";"17";"miasto";"stały";"Szkoła Podstawowa Nr 44, ul. Grota-Roweckiego 6, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1651";"1819";"552";"1099";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"46";"20";"26";"0";"1053";"609";"444"
"84d6-7ee8-5a40-fb85-a5e2-d2e7-d888-1d38";"246201";"71";"18";"miasto";"stały";"Zespół Szkół Technicznych, ul. Frycza Modrzewskiego 5, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1600";"1729";"773";"827";"1";"3";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"35";"15";"20";"0";"791";"418";"373"
"db8c-9d4a-7c8f-fb2c-ea99-24de-5720-f4ce";"246201";"71";"19";"miasto";"stały";"Szkoła Podstawowa Nr 45, ul. Zakątek 20, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1850";"1985";"641";"1209";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1209";"0";"0";"1209";"43";"31";"12";"0";"1166";"670";"496"
"308b-9003-e0e2-0220-1ff0-7ea1-1d89-df96";"246201";"71";"20";"miasto";"stały";"Szkoła Podstawowa Nr 45, ul. Zakątek 20, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1550";"1683";"584";"966";"1";"1";"0";"0";"0";"0";"0";"0";"0";"966";"0";"0";"966";"69";"47";"22";"0";"897";"497";"400"
"d1d8-caf9-e629-73c9-3e38-f9ad-a104-8602";"246201";"71";"21";"miasto";"stały";"Szkoła Podstawowa Nr 45, budynek przy ul. Karpackiej 27, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1767";"524";"1126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"1126";"42";"14";"28";"0";"1084";"609";"475"
"b9a2-29cc-26f5-cd4d-2dd5-5094-66ec-8fab";"246201";"71";"22";"miasto";"stały";"Szkoła Podstawowa Nr 45, budynek przy ul. Karpackiej 27, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"1750";"1927";"505";"1245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"0";"1245";"44";"10";"34";"0";"1201";"655";"546"
"6fe9-2485-b2c2-184a-5fb8-6783-ff7d-0d19";"246201";"71";"23";"miasto";"stały";"Zespół Ogólnokształcących Szkół Społecznych, ul. Skrajna 14a, 41-907 Bytom";"m. Bytom";"Bytom";"śląskie";"2000";"2181";"653";"1347";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1346";"0";"0";"1346";"44";"32";"12";"0";"1302";"805";"497"
"15cb-bd8b-ce78-bf5c-f4c9-186a-d50c-f1c1";"246201";"71";"24";"miasto";"stały";"Szkoła Podstawowa Nr 27, ul. Świętochłowicka 12, 41-909 Bytom";"m. Bytom";"Bytom";"śląskie";"1850";"2027";"819";"1031";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"33";"12";"21";"0";"998";"547";"451"
"e658-65a6-76ee-3bc7-61db-1936-754b-991a";"246201";"71";"25";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Armii Krajowej 40, 41-909 Bytom";"m. Bytom";"Bytom";"śląskie";"1800";"1983";"838";"962";"4";"3";"0";"0";"0";"0";"0";"0";"0";"962";"0";"0";"962";"41";"19";"22";"0";"921";"511";"410"
"6cf3-9247-0df1-5cd2-4eaf-6968-4684-fe9b";"246201";"71";"26";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Armii Krajowej 40, 41-909 Bytom";"m. Bytom";"Bytom";"śląskie";"1850";"2054";"529";"1321";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1321";"0";"0";"1321";"41";"15";"26";"0";"1280";"755";"525"
"1e10-5072-c1ba-6638-22c1-e68b-6d72-471c";"246201";"71";"27";"miasto";"stały";"Ochotnicza Straż Pożarna w Górnikach, ul. Żołnierska 41, 41-936 Bytom";"m. Bytom";"Bytom";"śląskie";"720";"787";"317";"403";"0";"1";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"9";"4";"5";"0";"394";"248";"146"
"0ed3-6afe-791d-45ac-1714-0776-6a92-2fde";"246201";"71";"28";"miasto";"stały";"Szkoła Podstawowa Nr 43, ul. Suchogórska 98, 41-936 Bytom";"m. Bytom";"Bytom";"śląskie";"1150";"1274";"429";"721";"0";"2";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"26";"3";"23";"0";"695";"420";"275"
"d7ee-b0eb-c96e-b7df-1625-2927-ce3a-66fb";"246201";"71";"29";"miasto";"stały";"Szkoła Podstawowa Nr 47, ul. Kościuszki 4, 41-936 Bytom";"m. Bytom";"Bytom";"śląskie";"1350";"1493";"491";"859";"0";"0";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"27";"12";"15";"0";"832";"556";"276"
"c6ed-47ae-4f12-f4df-5999-45e3-612a-d8d8";"246201";"71";"30";"miasto";"stały";"Szkoła Podstawowa Nr 38, ul. Korczaka 1, 41-935 Bytom";"m. Bytom";"Bytom";"śląskie";"1250";"1345";"388";"862";"1";"2";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"15";"6";"9";"0";"846";"433";"413"
"0a12-86af-cba1-9961-f660-b30d-1eab-b174";"246201";"71";"31";"miasto";"stały";"Szkoła Podstawowa Nr 38, ul. Korczaka 1, 41-935 Bytom";"m. Bytom";"Bytom";"śląskie";"1150";"1232";"350";"800";"1";"8";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"18";"5";"13";"0";"782";"433";"349"
"3e74-ac2c-754f-2a6b-1dc9-2d4e-ffcb-3faf";"246201";"71";"32";"miasto";"stały";"Szkoła Podstawowa Nr 37, budynek przy ul. Tysiąclecia 7, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1700";"1865";"551";"1148";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1148";"0";"0";"1148";"56";"12";"44";"0";"1092";"594";"498"
"69e6-5f6b-685c-1f3e-f34c-ce65-71b4-65e4";"246201";"71";"33";"miasto";"stały";"Szkoła Podstawowa Nr 37, budynek przy ul. Tysiąclecia 7, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1700";"1832";"687";"1013";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"47";"14";"33";"0";"966";"458";"508"
"9faa-e848-39eb-45c8-f262-a2a4-6946-170f";"246201";"71";"34";"miasto";"stały";"Szkoła Podstawowa Nr 37, budynek przy ul. Tysiąclecia 7, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1814";"673";"977";"1";"0";"0";"0";"0";"0";"0";"0";"0";"977";"0";"0";"977";"36";"16";"20";"0";"941";"457";"484"
"02a0-529e-aaf5-a0c9-efe4-4d7d-5733-a717";"246201";"71";"35";"miasto";"stały";"Szkoła Podstawowa Nr 23, ul. Wojciechowskiego 6, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1648";"1793";"639";"1009";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"37";"21";"16";"0";"972";"450";"522"
"6ed2-c047-596e-7ac4-f275-bc12-7eb1-e575";"246201";"71";"36";"miasto";"stały";"Szkoła Podstawowa Nr 23, ul. Wojciechowskiego 6, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1750";"1907";"669";"1081";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1081";"0";"0";"1081";"43";"13";"30";"0";"1038";"578";"460"
"7089-1f7f-a81e-78ac-e19b-9fb1-3ad3-ff28";"246201";"71";"37";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Szymały 124, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1800";"1955";"503";"1297";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1297";"0";"0";"1297";"57";"20";"37";"0";"1240";"680";"560"
"5ca0-9e81-362f-1249-e86c-b0c6-69aa-c1ea";"246201";"71";"38";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Szymały 124, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1787";"430";"1220";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"58";"16";"42";"0";"1162";"666";"496"
"a99f-d31d-03a0-75ea-3cfd-6874-655a-0634";"246201";"71";"39";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Szymały 124, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1449";"1603";"428";"1021";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"38";"11";"27";"0";"983";"546";"437"
"dd3a-8c1c-43f3-91e2-68fb-802f-6150-d0b4";"246201";"71";"40";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Szymały 124, 41-933 Bytom";"m. Bytom";"Bytom";"śląskie";"1350";"1496";"607";"743";"0";"1";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"33";"7";"26";"0";"710";"357";"353"
"210c-9c02-14c3-3b92-95e3-8911-620f-d3ca";"246201";"71";"41";"miasto";"stały";"Państwowe Szkoły Budownictwa-Zespół Szkół, ul. Powstańców Śląskich 10, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1900";"2041";"771";"1129";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"43";"9";"34";"0";"1086";"682";"404"
"9eae-bd0e-73ab-ba87-9db0-ec1d-0235-2e78";"246201";"71";"42";"miasto";"stały";"V Liceum Ogólnokształcące Mistrzostwa Sportowego, ul. Powstańców Śląskich 2, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1850";"2032";"672";"1178";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1178";"0";"0";"1178";"40";"15";"25";"0";"1138";"731";"407"
"01c9-04b5-58cd-1919-46be-598a-f3fc-3118";"246201";"71";"43";"miasto";"stały";"Szkoła Podstawowa Specjalna Nr 40, ul. Orląt Lwowskich 12b, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1772";"659";"991";"0";"11";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"41";"15";"26";"0";"949";"604";"345"
"3cbe-6972-c805-9477-2d9c-02fe-d46f-2df7";"246201";"71";"44";"miasto";"stały";"Szkoła Podstawowa Nr 46, ul. Prusa 10, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1550";"1687";"648";"902";"0";"3";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"35";"10";"25";"0";"867";"522";"345"
"b49c-1ca3-f2ec-ca63-8c54-acbc-882e-aaf3";"246201";"71";"45";"miasto";"stały";"Szkoła Podstawowa Nr 46, ul. Prusa 10, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1600";"1727";"717";"883";"2";"3";"2";"2";"0";"0";"0";"0";"2";"885";"2";"0";"885";"42";"17";"25";"0";"843";"505";"338"
"4900-c87f-a9e8-9bb0-98bd-b781-df6e-6b06";"246201";"71";"46";"miasto";"stały";"Zespół Szkół Gastronomiczno-Hotelarskich, ul. Żeromskiego 26, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1100";"1220";"424";"676";"0";"5";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"43";"26";"17";"0";"633";"425";"208"
"a8fd-c47e-3b09-3e1b-b947-26a0-1a37-da39";"246201";"71";"47";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Matejki 15, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1500";"1648";"581";"919";"2";"3";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"31";"8";"23";"0";"888";"514";"374"
"313c-89b5-da83-c89a-349b-9354-8d6f-ed70";"246201";"71";"48";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Matejki 15, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1500";"1644";"753";"747";"1";"1";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"21";"6";"15";"0";"725";"365";"360"
"30c3-b6e7-7dbf-6ccd-b7f0-0a68-bbbc-cd31";"246201";"71";"49";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Królowej Jadwigi 2, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1350";"1453";"678";"672";"0";"4";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"40";"19";"21";"0";"632";"310";"322"
"16da-5974-5db5-9ee7-5038-f041-c6c0-6e9d";"246201";"71";"50";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Królowej Jadwigi 2, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1350";"1464";"730";"620";"0";"1";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"23";"7";"16";"0";"597";"336";"261"
"e277-e436-5e45-169f-891c-b8d6-a729-b7bd";"246201";"71";"51";"miasto";"stały";"Technikum Nr 4, ul. Katowicka 35 (wejście od Placu Klasztornego), 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1150";"1260";"604";"546";"0";"3";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"22";"4";"18";"0";"524";"281";"243"
"2883-4fdd-9cbd-1431-fade-c514-3b2c-435f";"246201";"71";"52";"miasto";"stały";"Technikum Nr 4, ul. Katowicka 35 (wejście od Placu Klasztornego), 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1200";"1322";"590";"610";"0";"3";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"20";"2";"18";"0";"590";"346";"244"
"7d49-f9a0-2597-b27c-e661-fa6d-7f0d-071b";"246201";"71";"53";"miasto";"stały";"Przedszkole Miejskie Nr 14, ul. Prokopa 3, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1500";"1632";"517";"983";"1";"3";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"28";"15";"13";"0";"955";"543";"412"
"1a03-9457-6d2e-a202-9837-2f73-c7e6-09b2";"246201";"71";"54";"miasto";"stały";"Szkoła Podstawowa Nr 42, ul. Chorzowska 28h, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1600";"1722";"643";"957";"1";"7";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"28";"7";"21";"0";"929";"563";"366"
"7ffa-9aef-8af8-0280-3781-9232-a425-452b";"246201";"71";"55";"miasto";"stały";"Szkoła Podstawowa Specjalna Nr 2, ul. Arki Bożka 21, 41-910 Bytom";"m. Bytom";"Bytom";"śląskie";"1500";"1649";"437";"1063";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"21";"7";"14";"0";"1042";"584";"458"
"8588-1145-8052-67f2-b358-5f3d-b836-1757";"246201";"71";"56";"miasto";"stały";"Szkoła Podstawowa Nr 51 z Oddziałami Integracyjnymi, ul. Łużycka 12a, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1800";"1987";"521";"1279";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"0";"1278";"52";"34";"18";"0";"1226";"702";"524"
"aab0-4dd2-3989-728f-fe30-4545-c4e5-0391";"246201";"71";"57";"miasto";"stały";"Szkoła Podstawowa Nr 51 z Oddziałami Integracyjnymi, ul. Łużycka 12a, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1848";"2003";"503";"1345";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1345";"0";"0";"1345";"39";"32";"7";"0";"1306";"740";"566"
"7d5d-d6c1-75ba-b8da-087b-beae-5d87-34eb";"246201";"71";"58";"miasto";"stały";"Zespół Policealnych Szkół Medyczno-Społecznych, ul. Wrocławska 120, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1899";"2065";"638";"1261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1261";"0";"0";"1261";"50";"12";"38";"0";"1211";"638";"573"
"a55d-2f3f-d149-72e4-d9ee-5fd1-6aec-7d77";"246201";"71";"59";"miasto";"stały";"Szkoła Podstawowa Nr 36, ul. Siemiradzkiego 9, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1779";"629";"1021";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"42";"27";"15";"0";"979";"586";"393"
"5ecd-2d0f-0c72-4c48-ab4c-2cbf-b716-00ea";"246201";"71";"60";"miasto";"stały";"Szkoła Podstawowa Nr 36, ul. Siemiradzkiego 9, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1550";"1668";"643";"907";"3";"3";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"29";"9";"20";"0";"878";"510";"368"
"2c09-d5e6-9013-a011-4231-6ae8-620b-5f4a";"246201";"71";"61";"miasto";"stały";"Szkoła Podstawowa Nr 36, ul. Siemiradzkiego 9, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1650";"1769";"556";"1094";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"45";"18";"27";"0";"1049";"668";"381"
"a723-f57f-eee2-ac23-7b5c-dac6-a54f-0ab1";"246201";"71";"62";"miasto";"stały";"Szkoła Podstawowa Nr 5, Aleja Legionów 6, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1500";"1594";"637";"863";"2";"10";"0";"0";"0";"0";"0";"0";"0";"863";"0";"0";"863";"37";"12";"25";"0";"826";"480";"346"
"aa8f-e843-e9c5-fdb9-b0c6-45ad-256b-f13f";"246201";"71";"63";"miasto";"stały";"Szkoła Podstawowa Nr 5, Aleja Legionów 6, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1600";"1731";"820";"780";"2";"5";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"29";"12";"17";"0";"751";"475";"276"
"6ac4-5fb3-8691-41da-69b2-4024-e926-b801";"246201";"71";"64";"miasto";"stały";"Szkoła Podstawowa Mistrzostwa Sportowego, ul. Tarnogórska 2, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1400";"1498";"551";"849";"3";"2";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"36";"12";"24";"0";"813";"481";"332"
"900d-1064-24f2-1680-47e8-7756-56ca-eb80";"246201";"71";"65";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Strzelców Bytomskich 11, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1400";"1524";"633";"767";"1";"5";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"43";"16";"27";"0";"724";"453";"271"
"e93c-56d0-9be7-2328-64d9-aeb4-c502-d80c";"246201";"71";"66";"miasto";"stały";"Zakład Budynków Miejskich Sp. z o. o., ul. Kolejowa 2a, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1550";"1689";"514";"1036";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1034";"0";"0";"1034";"54";"31";"23";"0";"980";"595";"385"
"7039-d026-30b7-72f0-bbc9-dec9-56b8-4697";"246201";"71";"67";"miasto";"stały";"IV Liceum Ogólnokształcące, Plac Sikorskiego 1, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1550";"1687";"664";"886";"2";"5";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"24";"11";"13";"0";"862";"479";"383"
"c47c-f3ab-aa5d-61a8-0f90-bdf2-0b63-6eb3";"246201";"71";"68";"miasto";"stały";"IV Liceum Ogólnokształcące, Plac Sikorskiego 1, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"820";"889";"344";"476";"0";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"18";"3";"15";"0";"458";"257";"201"
"cd22-4204-e321-7ac1-9c54-0abf-a809-4988";"246201";"71";"69";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Strażacka 2, 41-902 Bytom";"m. Bytom";"Bytom";"śląskie";"1200";"1344";"516";"684";"0";"2";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"36";"12";"24";"0";"648";"347";"301"
