"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Tomasz Witold ANIŚKO - nr na liście 1";"Waldemar Jan SŁUGOCKI - nr na liście 2";"Krystyna Mieczysława SIBIŃSKA - nr na liście 3";"Katarzyna OSOS - nr na liście 4";"Jerzy WIERCHOWICZ - nr na liście 5";"Tomasz Bogusław KUCHARSKI - nr na liście 6";"Marcin Artur JABŁOŃSKI - nr na liście 7";"Witold PAHL - nr na liście 8";"Grzegorz Michał POTĘGA - nr na liście 9";"Cecylia BRODZIŃSKA - nr na liście 10";"Olaf Krzysztof NAPIÓRKOWSKI - nr na liście 11";"Krystyna Maria MAGDZIAREK - nr na liście 12";"Radosław Zenon SUJAK - nr na liście 13";"Agata Małgorzata WDOWIAK - nr na liście 14";"Krzysztof Stanisław KOLA - nr na liście 15";"Alina Wanda JĄGOWSKA - nr na liście 16";"Piotr Stanisław KOWALSKI - nr na liście 17";"Danuta Teresa MALINOWSKA - nr na liście 18";"Miłosz Mateusz BRODZIKOWSKI - nr na liście 19";"Marcin Bogusław PABIEROWSKI - nr na liście 20";"Marek Mirosław KRAŚNY - nr na liście 21";"Elżbieta KOZAK - nr na liście 22";"Jolanta Teresa KANIEWSKA - nr na liście 23";"Bogusław Michał ZABOROWSKI - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krystian Patryk KAMIŃSKI - nr na liście 1";"Beata Zofia PACHNIK-ŁODZIŃSKA - nr na liście 2";"Marcin SYGUTOWSKI - nr na liście 3";"Piotr Jan SZYMAŃSKI - nr na liście 4";"Michał Marcin PALUCH - nr na liście 5";"Paweł KAMRAD - nr na liście 6";"Marek BANYŚ - nr na liście 7";"Marta Maria SREBNIAK-BUSZEWSKA - nr na liście 8";"Rafał Jan BORKOWSKI - nr na liście 9";"Karol Stanisław WASZCZUK - nr na liście 10";"Grzegorz Dariusz RUTKOWSKI - nr na liście 11";"Urszula Teresa CANTEMIR - nr na liście 12";"Piotr Kazimierz WASYLCIÓW - nr na liście 13";"Karolina Maria LADRA - nr na liście 14";"Agnieszka Janina MASTERNAK - nr na liście 15";"Krzysztof Dominik KIESZEWICZ - nr na liście 16";"Danuta Irena KAROWSKA - nr na liście 17";"Anna Agnieszka KOSICKA-DOMBEK - nr na liście 18";"Andrzej DOMARADZKI - nr na liście 19";"Emilia Małgorzata KOPACKA - nr na liście 20";"Maciej KOŚCIELNY - nr na liście 21";"Karolina PIĄTKOWSKA - nr na liście 22";"Henryk JABŁOŃSKI - nr na liście 23";"Krzysztof Michał ŁOPATOWSKI - nr na liście 24";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jolanta Beata FEDAK - nr na liście 1";"Jan ŚWIREPO - nr na liście 2";"Artur Dariusz GROC - nr na liście 3";"Roman Stanisław KRÓL - nr na liście 4";"Wioleta Elżbieta HARĘŹLAK - nr na liście 5";"Stanisław TOMCZYSZYN - nr na liście 6";"Zofia Teresa PLEWA - nr na liście 7";"Jarosław Józef KACZMAREK - nr na liście 8";"Zbigniew Jan KOŁODZIEJ - nr na liście 9";"Iwona Agnieszka CZEREPKO - nr na liście 10";"Anna CHINALSKA - nr na liście 11";"Anna Wiesława DĘBICKA - nr na liście 12";"Izabela Ewa KUMOR-PILARCZYK - nr na liście 13";"Marek HALASZ - nr na liście 14";"Sławomir KULCZYŃSKI - nr na liście 15";"Mirosław Wojciech OLEJNICZAK - nr na liście 16";"Dariusz Jerzy WRÓBLEWSKI - nr na liście 17";"Andrzej Janusz GEMBARA - nr na liście 18";"Antoni Józef SOŁTYS - nr na liście 19";"Waldemar Henryk STAROSTA - nr na liście 20";"Wanda Elżbieta SZUMNA - nr na liście 21";"Anna Sylwia KOMAR - nr na liście 22";"Krystyna BRYSZEWSKA - nr na liście 23";"Łukasz MEJZA - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marek AST - nr na liście 1";"Władysław DAJCZAK - nr na liście 2";"Jerzy Marian MATERNA - nr na liście 3";"Elżbieta Teresa PŁONKA - nr na liście 4";"Jacek Sławomir KURZĘPA - nr na liście 5";"Stanisław Antoni IWAN - nr na liście 6";"Andrzej Leszek WIECZOREK - nr na liście 7";"Ewa Danuta GANCARZ - nr na liście 8";"Piotr BARCZAK - nr na liście 9";"Małgorzata Barbara GOŚNIOWSKA-KOLA - nr na liście 10";"Joanna Magdalena WERSTLER-WOJTASZEK - nr na liście 11";"Anita Agnieszka MOLICKA - nr na liście 12";"Tomasz Rafał RAFALSKI - nr na liście 13";"Gabriela Marianna TRZPIS - nr na liście 14";"Jarosław PORWICH - nr na liście 15";"Grzegorz GRABAREK - nr na liście 16";"Alicja SZUŁCIK - nr na liście 17";"Mieczysław JASZCZ - nr na liście 18";"Bożena RONOWICZ - nr na liście 19";"Anna GÓRSKA - nr na liście 20";"Marzanna Nina KUJTKOWSKA - nr na liście 21";"Urszula Kazimiera SŁOMIŃSKA - nr na liście 22";"Krzysztof Władysław CZERNIAWSKI - nr na liście 23";"Sebastian PIEŃKOWSKI - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Anita Agnieszka KUCHARSKA-DZIEDZIC - nr na liście 1";"Bogusław Tadeusz WONTOR - nr na liście 2";"Adrianna RUSZKOWSKA - nr na liście 3";"Artur STOJANOWSKI - nr na liście 4";"Anna GARGUL - nr na liście 5";"Wojciech Kazimierz STARSZAK - nr na liście 6";"Ewa Maria OCH - nr na liście 7";"Bernard Krzysztof ŁYSIAK - nr na liście 8";"Irena BUZAREWICZ-KOWAL - nr na liście 9";"Damian Karol HAŁABURA - nr na liście 10";"Iwona Marzena RAKSA - nr na liście 11";"Waldemar Jacek WŁODEK - nr na liście 12";"Monika BĄK - nr na liście 13";"Eugeniusz ROŻEK - nr na liście 14";"Julita Monika SZKUDLAREK - nr na liście 15";"Tomasz WALCZAK - nr na liście 16";"Katarzyna Magdalena ŻEGILEWICZ - ZAWADZKA - nr na liście 17";"Paweł WITA - nr na liście 18";"Natalia Roksana KOMAJDA - nr na liście 19";"Leszek SOKOŁOWSKI - nr na liście 20";"Julieta GRANDE - nr na liście 21";"Wacław Andrzej WIŚNIEWSKI - nr na liście 22";"Monika DRUBKOWSKA - nr na liście 23";"Michał Paweł SZMYTKOWSKI - nr na liście 24";"Liczba obwodów"
"080101";"gmina miejska";"m. Kostrzyn nad Odrą";"gorzowski";"lubuskie";12118;13248;4081;8037;5;39;0;0;0;0;0;0;0;8037;0;1;8036;121;81;40;0;7915;2532;755;266;259;114;230;221;178;245;11;29;20;15;4;37;7;9;19;20;2;4;3;44;17;23;644;294;23;22;21;41;16;24;11;18;8;21;2;5;7;8;3;7;14;15;10;7;18;25;24;909;220;34;27;19;5;8;13;12;11;5;12;12;2;10;7;10;2;3;452;5;7;16;5;12;2359;275;428;83;237;34;11;21;12;11;7;1;10;52;6;54;7;11;985;6;39;5;7;3;54;1471;419;323;37;110;11;3;248;44;4;3;2;1;26;2;151;25;7;3;6;5;7;4;11;19;17
"080102";"gmina wiejska";"gm. Bogdaniec";"gorzowski";"lubuskie";4939;5428;1831;3108;4;8;1;1;0;0;0;0;1;3109;1;0;3109;38;29;9;0;3071;969;81;47;370;12;141;119;18;112;8;8;3;6;2;3;2;5;1;6;0;0;1;9;7;8;178;63;7;4;7;12;10;8;1;7;0;5;0;3;3;0;0;1;1;8;2;3;9;2;22;320;107;46;6;19;5;15;2;3;9;2;6;14;4;2;1;3;31;0;2;2;7;6;0;28;1208;105;385;29;237;24;8;12;9;7;0;0;6;156;1;83;2;8;6;1;10;2;6;5;106;396;166;66;14;34;5;1;12;2;1;3;7;5;13;1;13;1;4;3;1;11;3;6;8;16;5
"080103";"gmina wiejska";"gm. Deszczno";"gorzowski";"lubuskie";6760;7421;2570;4190;4;20;0;0;0;0;0;0;0;4188;0;0;4188;51;31;20;0;4137;1252;125;67;390;23;195;176;21;170;4;3;7;4;11;8;2;1;2;10;1;0;3;11;3;15;346;112;7;5;11;39;20;17;4;6;4;7;5;0;6;4;2;0;3;6;5;6;7;3;67;306;91;33;12;26;4;5;10;4;13;4;7;16;4;2;2;4;5;2;3;4;16;5;2;32;1657;184;522;36;321;41;14;11;7;14;4;2;11;122;2;121;10;1;3;2;8;0;20;1;200;576;265;123;18;25;13;0;8;7;4;4;1;0;12;8;13;3;5;5;3;17;6;2;16;18;5
"080104";"gmina wiejska";"gm. Kłodawa";"gorzowski";"lubuskie";6019;6529;1726;4293;3;49;0;0;0;0;0;0;0;4292;0;0;4292;63;42;21;0;4229;1726;131;56;917;12;178;166;19;173;9;6;2;2;14;9;2;2;3;5;0;3;0;7;8;2;322;106;4;7;9;15;16;5;5;6;4;6;2;0;4;4;1;0;0;7;4;0;6;6;105;462;50;48;7;268;1;6;5;0;5;2;2;16;1;4;1;3;1;0;6;3;7;4;1;21;1199;115;367;17;181;21;6;6;4;19;2;4;4;129;3;103;4;4;3;1;14;2;4;2;184;520;235;76;21;22;13;1;7;3;2;3;3;1;9;9;12;1;10;4;3;15;7;3;23;37;8
"080105";"gmina wiejska";"gm. Lubiszyn";"gorzowski";"lubuskie";4830;5366;2159;2671;2;7;0;0;0;0;0;0;0;2671;0;0;2671;55;37;18;0;2616;762;101;39;258;10;74;77;22;104;3;9;9;9;2;5;3;3;5;4;2;0;3;10;5;5;226;108;6;2;8;15;7;8;1;4;5;7;1;3;2;4;0;2;2;4;3;4;6;4;20;279;96;40;2;44;1;3;3;6;9;2;5;10;5;8;2;3;3;3;4;1;0;10;2;17;1009;117;261;26;146;24;13;15;20;24;10;3;13;100;2;64;12;7;1;1;35;1;3;4;107;340;146;58;9;32;9;2;17;4;0;0;4;2;15;4;10;1;3;3;0;3;0;3;7;8;7
"080106";"gmina wiejska";"gm. Santok";"gorzowski";"lubuskie";6100;6684;2402;3698;2;14;0;0;0;0;0;0;0;3698;0;0;3698;56;39;17;0;3642;1261;97;45;376;12;131;443;2;91;7;4;3;5;4;5;3;2;2;3;1;0;2;4;5;14;282;93;8;4;11;12;11;56;2;3;3;8;1;0;0;0;0;0;3;7;1;3;8;2;46;358;118;66;6;49;2;2;3;5;6;1;6;11;1;7;4;5;4;2;3;4;9;8;4;32;1300;126;461;23;175;38;8;18;7;9;12;2;5;96;2;116;5;8;4;1;11;2;13;3;155;441;203;75;15;11;6;2;6;2;5;4;4;3;7;12;9;11;11;4;2;12;6;4;12;15;8
"080107";"gmina miejsko-wiejska";"gm. Witnica";"gorzowski";"lubuskie";8963;9802;3982;4981;3;34;0;0;0;0;0;0;0;4980;0;0;4980;101;69;32;0;4879;1219;164;56;635;17;69;95;25;68;8;16;3;7;3;9;1;3;3;2;1;1;2;10;4;17;422;189;24;8;24;27;15;16;3;7;3;10;4;1;8;9;2;0;6;6;1;10;18;7;24;429;133;44;6;51;6;19;10;17;4;3;1;6;6;13;9;6;3;0;53;6;4;8;2;19;1856;254;587;36;236;48;6;26;16;19;12;7;11;131;5;68;10;16;180;3;57;0;1;4;123;953;193;49;9;602;6;2;18;1;3;5;6;2;12;0;18;3;1;3;3;9;2;0;2;4;11
"080201";"gmina miejska";"m. Gubin";"krośnieński";"lubuskie";11658;12640;4684;6974;8;57;1;1;0;0;0;0;1;6975;1;0;6975;101;64;37;0;6874;1942;451;510;118;103;30;55;39;14;25;31;30;18;415;12;2;8;4;9;8;6;5;17;14;18;411;202;23;7;14;30;2;8;14;15;8;11;2;2;5;8;3;5;5;3;6;21;4;2;11;1420;292;5;12;8;6;14;6;11;7;384;60;6;1;1;1;3;3;3;1;2;5;1;13;575;1770;526;166;213;62;323;89;47;55;125;8;6;22;35;2;13;8;10;5;7;24;2;1;2;19;1331;567;471;40;24;20;11;24;14;7;6;5;2;33;1;17;19;8;10;10;6;7;6;4;19;10
"080202";"gmina wiejska";"gm. Bobrowice";"krośnieński";"lubuskie";2340;2545;1048;1292;1;9;0;0;0;0;0;0;0;1292;0;0;1292;28;22;6;0;1264;303;45;72;5;35;1;7;3;3;2;8;1;2;112;0;0;1;2;1;0;1;0;1;0;1;74;39;6;0;1;2;2;2;1;0;10;0;0;0;2;0;0;2;1;0;0;1;0;0;5;259;51;6;3;2;5;4;1;0;1;0;37;1;2;0;0;3;0;1;0;0;0;0;14;128;482;91;53;50;14;188;2;8;8;6;2;1;13;10;2;1;1;3;1;1;8;1;6;3;9;146;74;45;1;1;1;2;4;3;0;0;0;1;4;1;3;1;0;0;0;0;0;1;2;2;3
"080203";"gmina wiejska";"gm. Bytnica";"krośnieński";"lubuskie";1800;1962;949;851;1;12;0;0;0;0;0;0;0;851;0;0;851;21;20;1;0;830;206;35;37;5;18;4;3;5;2;2;2;1;1;85;0;0;0;0;1;0;1;0;2;0;2;30;16;1;1;3;0;0;1;2;2;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;153;19;3;0;1;0;0;1;0;2;0;60;0;0;0;0;1;1;0;1;0;2;0;6;56;352;57;38;73;15;109;4;4;4;26;1;1;1;2;0;4;1;2;1;2;3;0;1;1;2;89;32;50;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2
"080204";"gmina wiejska";"gm. Dąbie";"krośnieński";"lubuskie";3539;3934;1487;2052;1;9;0;0;0;0;0;0;0;2052;0;0;2052;59;51;8;0;1993;333;51;86;4;55;0;2;2;0;2;1;0;0;116;0;1;1;1;0;0;3;2;2;0;4;105;58;12;0;2;8;0;2;0;3;5;1;0;2;1;0;0;0;0;0;3;0;2;4;2;716;47;2;0;2;2;2;2;1;1;3;25;1;0;1;0;0;0;1;0;2;0;1;61;562;699;189;67;163;23;143;19;11;15;16;5;4;4;2;0;3;5;3;0;4;9;0;2;4;8;140;77;34;5;2;3;0;1;3;0;1;0;1;2;0;2;0;0;3;0;0;1;0;1;4;7
"080205";"gmina wiejska";"gm. Gubin";"krośnieński";"lubuskie";5260;5726;2562;2698;4;16;0;0;0;0;0;0;0;2698;0;0;2698;76;60;16;0;2622;539;122;116;20;38;4;9;10;10;8;8;7;6;135;9;1;5;4;7;1;1;1;8;2;7;152;66;9;2;4;18;5;10;2;5;3;2;0;1;1;4;2;0;0;1;3;5;4;3;2;732;111;6;4;5;4;5;5;7;2;131;46;2;5;0;1;2;1;3;1;0;1;3;23;364;941;289;118;158;35;118;26;25;38;52;1;7;1;30;1;0;4;4;1;7;8;0;1;8;9;258;108;83;5;4;3;3;4;0;4;5;2;0;7;5;3;3;1;2;2;3;2;2;1;6;12
