"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Tomasz Witold ANIŚKO - nr na liście 1";"Waldemar Jan SŁUGOCKI - nr na liście 2";"Krystyna Mieczysława SIBIŃSKA - nr na liście 3";"Katarzyna OSOS - nr na liście 4";"Jerzy WIERCHOWICZ - nr na liście 5";"Tomasz Bogusław KUCHARSKI - nr na liście 6";"Marcin Artur JABŁOŃSKI - nr na liście 7";"Witold PAHL - nr na liście 8";"Grzegorz Michał POTĘGA - nr na liście 9";"Cecylia BRODZIŃSKA - nr na liście 10";"Olaf Krzysztof NAPIÓRKOWSKI - nr na liście 11";"Krystyna Maria MAGDZIAREK - nr na liście 12";"Radosław Zenon SUJAK - nr na liście 13";"Agata Małgorzata WDOWIAK - nr na liście 14";"Krzysztof Stanisław KOLA - nr na liście 15";"Alina Wanda JĄGOWSKA - nr na liście 16";"Piotr Stanisław KOWALSKI - nr na liście 17";"Danuta Teresa MALINOWSKA - nr na liście 18";"Miłosz Mateusz BRODZIKOWSKI - nr na liście 19";"Marcin Bogusław PABIEROWSKI - nr na liście 20";"Marek Mirosław KRAŚNY - nr na liście 21";"Elżbieta KOZAK - nr na liście 22";"Jolanta Teresa KANIEWSKA - nr na liście 23";"Bogusław Michał ZABOROWSKI - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krystian Patryk KAMIŃSKI - nr na liście 1";"Beata Zofia PACHNIK-ŁODZIŃSKA - nr na liście 2";"Marcin SYGUTOWSKI - nr na liście 3";"Piotr Jan SZYMAŃSKI - nr na liście 4";"Michał Marcin PALUCH - nr na liście 5";"Paweł KAMRAD - nr na liście 6";"Marek BANYŚ - nr na liście 7";"Marta Maria SREBNIAK-BUSZEWSKA - nr na liście 8";"Rafał Jan BORKOWSKI - nr na liście 9";"Karol Stanisław WASZCZUK - nr na liście 10";"Grzegorz Dariusz RUTKOWSKI - nr na liście 11";"Urszula Teresa CANTEMIR - nr na liście 12";"Piotr Kazimierz WASYLCIÓW - nr na liście 13";"Karolina Maria LADRA - nr na liście 14";"Agnieszka Janina MASTERNAK - nr na liście 15";"Krzysztof Dominik KIESZEWICZ - nr na liście 16";"Danuta Irena KAROWSKA - nr na liście 17";"Anna Agnieszka KOSICKA-DOMBEK - nr na liście 18";"Andrzej DOMARADZKI - nr na liście 19";"Emilia Małgorzata KOPACKA - nr na liście 20";"Maciej KOŚCIELNY - nr na liście 21";"Karolina PIĄTKOWSKA - nr na liście 22";"Henryk JABŁOŃSKI - nr na liście 23";"Krzysztof Michał ŁOPATOWSKI - nr na liście 24";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jolanta Beata FEDAK - nr na liście 1";"Jan ŚWIREPO - nr na liście 2";"Artur Dariusz GROC - nr na liście 3";"Roman Stanisław KRÓL - nr na liście 4";"Wioleta Elżbieta HARĘŹLAK - nr na liście 5";"Stanisław TOMCZYSZYN - nr na liście 6";"Zofia Teresa PLEWA - nr na liście 7";"Jarosław Józef KACZMAREK - nr na liście 8";"Zbigniew Jan KOŁODZIEJ - nr na liście 9";"Iwona Agnieszka CZEREPKO - nr na liście 10";"Anna CHINALSKA - nr na liście 11";"Anna Wiesława DĘBICKA - nr na liście 12";"Izabela Ewa KUMOR-PILARCZYK - nr na liście 13";"Marek HALASZ - nr na liście 14";"Sławomir KULCZYŃSKI - nr na liście 15";"Mirosław Wojciech OLEJNICZAK - nr na liście 16";"Dariusz Jerzy WRÓBLEWSKI - nr na liście 17";"Andrzej Janusz GEMBARA - nr na liście 18";"Antoni Józef SOŁTYS - nr na liście 19";"Waldemar Henryk STAROSTA - nr na liście 20";"Wanda Elżbieta SZUMNA - nr na liście 21";"Anna Sylwia KOMAR - nr na liście 22";"Krystyna BRYSZEWSKA - nr na liście 23";"Łukasz MEJZA - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marek AST - nr na liście 1";"Władysław DAJCZAK - nr na liście 2";"Jerzy Marian MATERNA - nr na liście 3";"Elżbieta Teresa PŁONKA - nr na liście 4";"Jacek Sławomir KURZĘPA - nr na liście 5";"Stanisław Antoni IWAN - nr na liście 6";"Andrzej Leszek WIECZOREK - nr na liście 7";"Ewa Danuta GANCARZ - nr na liście 8";"Piotr BARCZAK - nr na liście 9";"Małgorzata Barbara GOŚNIOWSKA-KOLA - nr na liście 10";"Joanna Magdalena WERSTLER-WOJTASZEK - nr na liście 11";"Anita Agnieszka MOLICKA - nr na liście 12";"Tomasz Rafał RAFALSKI - nr na liście 13";"Gabriela Marianna TRZPIS - nr na liście 14";"Jarosław PORWICH - nr na liście 15";"Grzegorz GRABAREK - nr na liście 16";"Alicja SZUŁCIK - nr na liście 17";"Mieczysław JASZCZ - nr na liście 18";"Bożena RONOWICZ - nr na liście 19";"Anna GÓRSKA - nr na liście 20";"Marzanna Nina KUJTKOWSKA - nr na liście 21";"Urszula Kazimiera SŁOMIŃSKA - nr na liście 22";"Krzysztof Władysław CZERNIAWSKI - nr na liście 23";"Sebastian PIEŃKOWSKI - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Anita Agnieszka KUCHARSKA-DZIEDZIC - nr na liście 1";"Bogusław Tadeusz WONTOR - nr na liście 2";"Adrianna RUSZKOWSKA - nr na liście 3";"Artur STOJANOWSKI - nr na liście 4";"Anna GARGUL - nr na liście 5";"Wojciech Kazimierz STARSZAK - nr na liście 6";"Ewa Maria OCH - nr na liście 7";"Bernard Krzysztof ŁYSIAK - nr na liście 8";"Irena BUZAREWICZ-KOWAL - nr na liście 9";"Damian Karol HAŁABURA - nr na liście 10";"Iwona Marzena RAKSA - nr na liście 11";"Waldemar Jacek WŁODEK - nr na liście 12";"Monika BĄK - nr na liście 13";"Eugeniusz ROŻEK - nr na liście 14";"Julita Monika SZKUDLAREK - nr na liście 15";"Tomasz WALCZAK - nr na liście 16";"Katarzyna Magdalena ŻEGILEWICZ - ZAWADZKA - nr na liście 17";"Paweł WITA - nr na liście 18";"Natalia Roksana KOMAJDA - nr na liście 19";"Leszek SOKOŁOWSKI - nr na liście 20";"Julieta GRANDE - nr na liście 21";"Wacław Andrzej WIŚNIEWSKI - nr na liście 22";"Monika DRUBKOWSKA - nr na liście 23";"Michał Paweł SZMYTKOWSKI - nr na liście 24";"Liczba obwodów"
"080206";"gmina miejsko-wiejska";"gm. Krosno Odrzańskie";"krośnieński";"lubuskie";12780;13878;4889;7891;5;46;0;0;0;0;0;0;0;7888;0;0;7888;126;93;33;0;7762;2597;165;377;18;136;4;23;13;3;8;14;1;21;1759;3;4;2;4;3;1;5;3;4;6;20;363;202;19;8;17;17;6;10;0;9;20;12;0;2;2;2;4;1;1;1;7;3;7;2;11;1454;217;8;11;5;9;15;7;6;0;11;478;6;0;1;3;3;0;3;1;1;4;2;68;595;2398;421;161;299;37;1248;25;21;18;31;7;5;8;15;3;23;7;2;2;6;21;6;7;2;23;950;396;419;22;9;4;1;21;7;2;0;5;9;15;1;10;9;2;1;3;2;0;0;3;9;14
"080207";"gmina wiejska";"gm. Maszewo";"krośnieński";"lubuskie";2050;2234;1001;1048;0;4;0;0;0;0;0;0;0;1048;0;0;1048;13;7;6;0;1035;191;28;21;7;11;1;1;3;0;0;3;0;2;103;1;0;1;1;0;0;0;0;4;1;3;35;23;0;0;2;2;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;2;0;277;37;1;0;5;0;0;0;1;0;0;100;1;1;0;4;1;0;0;1;0;1;1;7;116;445;103;43;98;11;122;7;3;6;8;2;3;2;7;0;2;5;1;1;1;7;2;5;0;6;87;25;50;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;2;1;0;2;1;2
"080301";"gmina wiejska";"gm. Bledzew";"międzyrzecki";"lubuskie";3150;3467;1389;1761;0;9;0;0;0;0;0;0;0;1761;0;0;1761;51;36;15;0;1710;400;89;49;42;31;25;28;9;11;3;6;1;2;3;0;0;2;2;4;1;0;0;0;3;89;110;49;7;2;2;10;0;7;0;7;2;5;0;3;3;0;0;1;0;1;2;1;2;1;5;243;95;14;2;5;5;7;75;2;2;1;1;0;0;4;2;3;0;0;1;0;1;3;1;19;738;88;134;83;44;6;5;4;9;9;5;0;3;20;1;14;280;2;2;1;4;1;1;2;20;219;68;86;6;2;3;4;2;1;10;3;2;2;6;2;0;14;0;1;1;1;3;0;0;2;6
"080302";"gmina miejsko-wiejska";"gm. Międzyrzecz";"międzyrzecki";"lubuskie";18298;19717;6862;11436;9;86;0;0;0;0;0;0;0;11435;0;0;11435;146;100;46;0;11289;3147;774;233;240;440;222;116;198;169;30;36;12;32;28;20;2;13;17;16;8;4;6;39;22;470;781;356;37;23;41;60;18;27;11;33;10;17;7;6;23;17;4;4;8;10;7;15;22;7;18;1643;297;31;14;18;12;15;838;44;27;7;11;36;6;11;6;5;4;6;6;2;8;14;1;224;3538;974;896;237;272;142;30;67;42;41;25;6;26;115;19;125;152;29;6;6;52;7;29;11;229;2180;729;535;56;31;28;5;45;13;539;11;10;11;31;13;13;13;11;10;5;16;9;4;17;25;19
"080303";"gmina wiejska";"gm. Przytoczna";"międzyrzecki";"lubuskie";3969;4392;1675;2294;2;15;0;0;0;0;0;0;0;2294;0;1;2293;66;52;14;0;2227;810;58;35;27;15;28;22;16;9;2;1;2;1;4;3;0;0;1;2;0;1;1;1;0;581;187;89;7;6;13;10;7;7;2;8;2;5;1;0;5;1;0;6;1;0;2;3;2;4;6;233;92;13;3;5;5;5;31;13;6;4;3;12;2;5;1;1;2;0;1;0;0;4;3;22;783;162;212;141;73;21;2;12;15;6;5;0;9;28;2;11;16;4;0;2;19;4;4;1;34;214;79;83;7;2;2;2;7;0;5;0;1;1;5;2;2;3;0;0;1;1;1;1;3;6;7
"080304";"gmina wiejska";"gm. Pszczew";"międzyrzecki";"lubuskie";3056;3452;1180;1876;1;49;0;0;0;0;0;0;0;1875;0;0;1875;62;42;20;0;1813;443;103;22;32;45;24;15;15;9;6;3;8;10;1;2;0;20;4;4;2;0;1;6;5;106;132;66;6;5;3;8;2;8;2;4;2;4;2;1;3;3;0;0;2;1;2;0;3;0;5;254;84;11;8;10;1;10;72;6;7;0;2;3;1;2;1;2;1;5;1;1;1;1;1;23;745;167;214;63;51;53;1;18;13;14;11;4;3;34;0;19;8;4;1;3;22;1;3;2;36;239;125;50;6;3;5;2;6;0;11;0;1;0;4;1;7;2;0;2;2;3;2;0;2;5;7
"080305";"gmina miejsko-wiejska";"gm. Skwierzyna";"międzyrzecki";"lubuskie";8720;9495;3381;5339;6;58;2;2;0;0;0;0;2;5340;2;0;5340;85;59;26;0;5255;1637;191;98;183;37;139;110;46;229;9;8;9;6;5;15;2;3;6;12;3;3;3;12;15;493;414;183;10;14;16;33;14;30;3;16;5;12;7;2;3;1;3;2;5;4;3;5;20;2;21;541;234;27;11;16;13;26;45;8;9;3;4;12;3;34;5;11;0;1;2;4;10;7;4;52;1807;393;404;213;180;62;17;35;29;28;12;4;15;110;4;65;34;5;6;2;11;4;6;5;163;856;416;207;30;13;12;3;30;10;14;9;7;1;19;7;11;4;6;5;3;10;9;4;10;16;12
"080306";"gmina miejsko-wiejska";"gm. Trzciel";"międzyrzecki";"lubuskie";4637;5137;1911;2726;9;28;0;0;0;0;0;0;0;2723;0;0;2723;58;49;9;0;2665;541;142;35;44;49;24;41;10;10;7;4;7;113;1;5;1;3;2;4;2;0;2;10;4;21;146;75;4;6;3;11;3;6;2;7;1;2;1;0;0;2;0;1;3;1;1;2;2;9;4;688;112;4;2;3;3;5;47;368;8;0;4;0;2;1;1;1;1;0;1;1;0;3;1;120;974;253;272;79;70;95;7;15;7;9;8;3;20;31;2;33;7;9;3;6;8;3;7;2;25;316;139;79;9;10;10;1;8;2;23;2;5;5;4;2;4;5;0;0;0;3;3;1;0;1;4
"080401";"gmina miejska";"m. Nowa Sól";"nowosolski";"lubuskie";27079;29203;9246;17833;22;90;5;5;1;0;0;0;4;17822;4;4;17818;274;138;136;0;17544;5793;741;2032;196;334;59;62;170;25;1582;53;39;79;26;49;24;14;31;51;13;31;3;81;48;50;1328;632;58;37;39;74;14;36;46;36;16;23;8;21;32;21;2;33;9;26;18;53;40;23;31;1716;567;20;31;33;56;103;24;31;25;13;31;21;18;3;16;430;10;19;9;19;6;83;17;131;6006;2437;604;980;294;211;89;589;54;134;81;13;53;94;15;37;20;26;7;60;91;12;20;13;72;2701;1153;867;109;35;40;5;55;30;12;79;13;9;62;7;42;48;8;15;14;17;16;16;20;29;18
"080402";"gmina miejsko-wiejska";"gm. Bytom Odrzański";"nowosolski";"lubuskie";3870;4189;1630;2240;4;11;1;1;0;0;0;0;1;2241;1;0;2241;37;15;22;0;2204;690;82;375;27;81;9;8;8;1;29;5;6;4;4;3;1;4;2;8;4;2;1;7;9;10;159;81;6;6;5;14;2;3;2;1;1;3;1;1;3;1;4;3;1;1;7;5;1;0;7;255;93;6;5;8;8;59;5;2;4;3;1;12;4;4;0;12;1;1;3;0;0;7;0;17;807;289;92;165;31;30;7;60;17;25;6;0;13;18;3;3;6;2;0;8;13;0;1;3;15;293;142;60;24;5;6;0;8;3;2;7;0;4;4;1;1;5;4;1;2;2;3;3;2;4;2
"080403";"gmina wiejska";"gm. Kolsko";"nowosolski";"lubuskie";2420;2693;1051;1369;1;50;0;0;0;0;0;0;0;1369;0;0;1369;44;29;15;0;1325;277;51;107;17;23;5;4;7;4;22;7;5;5;0;3;0;1;1;4;2;1;1;4;1;2;98;47;3;3;2;12;0;4;2;1;1;3;0;0;2;3;3;0;0;3;4;3;2;0;0;172;67;7;0;3;5;22;4;6;3;11;1;10;0;1;3;19;0;1;0;2;0;0;1;6;582;199;80;132;31;4;8;47;12;10;10;2;5;12;1;0;3;3;0;3;11;1;3;0;5;196;97;47;7;3;5;1;8;1;1;0;1;0;6;2;6;2;2;3;0;0;0;0;1;3;2
"080404";"gmina miejsko-wiejska";"gm. Kożuchów";"nowosolski";"lubuskie";11220;12268;4830;6390;7;25;0;0;0;0;0;0;0;6390;0;1;6389;114;84;30;0;6275;1842;184;499;27;252;10;19;43;2;383;9;8;15;12;7;8;10;4;14;2;8;5;21;287;13;480;210;15;27;9;39;5;19;9;15;5;10;3;63;7;3;1;3;4;4;4;4;9;6;6;646;223;8;14;7;12;159;15;12;6;2;14;4;9;3;3;44;2;5;6;5;3;20;3;67;2447;1013;243;417;95;87;20;134;46;55;99;3;17;60;9;11;11;13;1;20;42;7;9;6;29;860;341;280;24;10;13;3;15;9;8;19;5;4;23;3;16;40;1;9;4;5;6;3;5;14;11
"080405";"gmina wiejska";"gm. Nowa Sól";"nowosolski";"lubuskie";4961;5461;1904;3055;0;13;0;0;0;0;0;0;0;3055;0;2;3053;54;32;22;0;2999;698;116;229;22;68;9;11;18;3;154;2;3;7;5;6;3;1;4;7;2;5;0;11;6;6;200;98;6;5;10;11;5;5;1;7;2;9;2;1;2;1;3;1;0;3;2;6;6;4;10;518;142;7;5;9;10;109;5;10;4;2;4;4;5;2;4;78;0;1;5;6;3;70;2;31;1236;451;106;187;42;176;11;85;15;31;32;3;8;12;3;9;11;4;0;8;24;2;2;2;12;347;133;121;7;11;6;2;11;0;0;11;2;4;8;0;5;8;1;6;1;3;4;0;1;2;7
"080406";"gmina miejsko-wiejska";"gm. Nowe Miasteczko";"nowosolski";"lubuskie";3830;4167;1675;2155;5;3;0;0;0;0;0;0;0;2153;0;0;2153;36;25;11;0;2117;404;77;79;15;27;6;9;28;3;47;10;5;0;2;5;3;5;5;4;4;34;2;8;17;9;159;65;3;5;5;25;2;3;1;9;2;5;2;0;2;0;1;3;2;2;3;5;5;6;3;290;96;5;3;6;6;49;6;4;8;0;5;4;2;2;3;30;2;9;4;1;1;12;1;31;1000;282;108;280;45;25;8;76;22;24;11;4;13;31;2;3;6;9;2;5;20;4;2;1;17;264;116;79;11;13;2;0;4;3;1;4;4;2;8;1;2;2;1;0;1;2;0;2;5;1;7
"080407";"gmina miejsko-wiejska";"gm. Otyń";"nowosolski";"lubuskie";4879;5359;1800;3079;3;7;0;0;0;0;0;0;0;3079;0;0;3079;62;40;22;0;3017;1003;71;222;13;50;7;1;20;2;564;4;5;5;2;7;3;0;3;6;2;1;1;9;2;3;249;113;6;7;11;13;1;3;5;7;1;10;0;4;2;2;1;1;1;2;2;49;4;0;4;320;74;1;6;4;15;109;7;7;4;5;5;1;0;1;1;19;5;1;0;5;1;27;1;21;1096;347;122;235;54;48;5;124;23;25;7;4;11;15;3;8;4;7;3;12;23;2;3;0;11;349;183;83;18;4;7;0;3;2;0;11;5;3;6;0;3;8;0;1;0;0;3;6;1;2;4
"080408";"gmina wiejska";"gm. Siedlisko";"nowosolski";"lubuskie";2440;2742;1152;1288;5;0;0;0;0;0;0;0;0;1288;0;0;1288;28;17;11;0;1260;251;21;155;10;13;2;2;2;4;19;2;0;2;3;2;0;0;3;0;1;2;1;0;3;4;75;35;1;3;4;7;1;2;6;1;0;1;0;0;0;0;1;1;0;0;2;6;3;0;1;221;58;1;4;4;1;116;1;1;4;0;4;4;1;0;1;11;1;0;1;1;0;3;0;4;602;218;73;130;35;12;2;36;13;10;11;1;5;12;1;3;4;6;0;7;12;0;3;1;7;111;47;29;4;6;4;1;2;0;0;4;1;0;1;0;3;2;0;1;1;3;1;1;0;0;2
"080501";"gmina miejsko-wiejska";"gm. Cybinka";"słubicki";"lubuskie";4690;5124;2207;2482;5;8;0;0;0;0;0;0;0;2482;0;1;2481;69;61;8;0;2412;498;114;59;15;13;4;11;188;6;5;6;7;5;36;6;1;5;1;2;1;0;0;4;1;8;156;74;5;5;4;18;1;2;5;6;2;5;0;4;1;1;1;0;1;3;2;1;3;8;4;536;71;3;3;1;1;9;3;3;6;0;11;0;1;3;365;3;0;0;0;0;0;1;3;49;935;180;190;259;40;34;4;22;10;18;12;2;5;19;5;11;8;9;1;5;81;1;4;0;15;287;129;76;12;2;4;0;5;14;4;3;1;5;11;3;2;1;2;2;0;3;2;3;1;2;5
"080502";"gmina wiejska";"gm. Górzyca";"słubicki";"lubuskie";3000;3300;1369;1631;0;9;0;0;0;0;0;0;0;1631;0;0;1631;49;37;12;0;1582;408;115;13;23;16;6;20;169;6;4;7;0;1;2;7;1;1;1;3;0;1;1;5;0;6;148;58;11;4;12;10;4;6;1;3;7;1;2;3;1;2;1;2;1;1;3;2;0;10;3;148;47;12;8;3;5;6;3;5;10;3;2;3;0;0;12;2;0;0;18;1;1;3;0;4;684;109;178;34;66;10;11;23;8;6;3;2;8;24;1;20;2;4;60;2;72;1;2;4;34;194;54;81;1;7;4;0;8;3;0;2;3;1;5;1;9;3;2;1;1;0;0;0;1;7;4
"080503";"gmina miejsko-wiejska";"gm. Ośno Lubuskie";"słubicki";"lubuskie";4550;4957;2062;2488;4;9;0;0;0;0;0;0;0;2487;0;0;2487;52;30;22;0;2435;1104;886;18;43;7;13;6;101;4;0;3;0;2;4;2;2;0;3;3;0;0;1;4;0;2;160;72;4;2;11;8;1;9;0;5;5;2;1;0;1;2;1;0;2;5;0;4;5;12;8;156;64;4;7;6;6;3;7;8;4;0;2;0;1;2;5;2;2;1;2;1;2;0;1;26;777;143;146;59;88;23;7;12;6;12;3;3;4;36;11;18;22;2;4;2;120;1;2;1;52;238;90;70;10;6;17;0;5;7;1;2;1;0;8;1;2;3;1;1;0;1;1;1;4;6;4
"080504";"gmina miejsko-wiejska";"gm. Rzepin";"słubicki";"lubuskie";6860;7457;2913;3947;3;9;0;0;0;0;0;0;0;3947;0;0;3947;70;54;16;0;3877;1210;433;52;85;54;37;24;416;11;4;7;3;5;13;11;1;5;3;7;2;3;2;14;4;14;263;77;5;1;110;5;3;9;3;7;1;2;1;1;3;0;1;1;3;1;6;1;4;13;5;352;151;16;8;5;8;7;1;5;11;2;5;7;3;2;38;15;2;0;6;6;0;12;6;36;1431;250;311;70;102;38;11;16;17;26;3;3;7;66;5;31;11;3;14;6;391;6;4;3;37;621;190;293;14;17;11;1;15;11;1;4;3;4;10;4;4;5;4;2;2;6;6;2;4;8;5
"080505";"gmina miejsko-wiejska";"gm. Słubice";"słubicki";"lubuskie";13718;15159;4831;8887;1;183;0;0;0;0;0;0;0;8886;0;0;8886;112;81;31;0;8774;3342;925;155;117;52;97;53;1659;57;8;25;12;23;20;15;7;9;19;18;4;2;7;20;12;26;638;277;29;15;33;39;7;16;9;23;7;9;4;6;10;6;4;7;8;9;13;12;7;47;41;650;275;22;57;12;9;35;25;11;16;6;10;13;7;1;45;36;5;4;3;4;8;10;6;30;2333;429;418;164;185;39;12;34;31;21;7;4;19;126;22;22;15;18;5;12;637;4;8;2;99;1811;582;590;49;24;23;10;20;246;2;2;14;77;42;5;24;21;7;16;1;10;13;4;8;21;17
"080601";"gmina miejsko-wiejska";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";4796;5300;2256;2540;7;28;0;0;0;0;0;0;0;2540;0;0;2540;45;29;16;0;2495;587;107;54;106;19;70;25;13;133;5;5;1;0;3;4;0;1;6;3;1;1;2;7;3;18;155;66;9;5;3;13;9;7;2;5;1;1;0;0;1;2;0;2;0;3;4;2;8;2;10;326;74;83;6;10;4;3;9;5;21;3;3;4;2;63;2;5;7;0;3;2;5;7;1;4;1088;96;649;19;55;16;4;19;8;10;5;3;7;30;7;83;11;6;2;0;15;0;2;3;38;339;137;104;14;2;7;3;8;11;1;2;6;2;3;3;6;3;1;2;2;6;1;4;6;5;6
"080602";"gmina miejsko-wiejska";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";12200;13418;5137;7063;3;42;2;2;0;0;0;0;2;7065;2;0;7065;91;66;25;0;6974;2058;200;59;107;35;227;85;36;1161;10;9;6;15;3;9;3;4;6;11;3;2;2;13;4;48;446;217;19;16;16;35;7;11;7;19;4;3;3;2;5;3;1;2;4;18;6;8;21;9;10;655;155;198;11;17;9;12;11;23;9;7;7;12;5;82;3;11;7;6;2;12;35;13;2;6;2857;437;1332;79;321;46;11;43;35;43;17;7;33;78;25;168;3;15;1;9;61;3;14;12;64;958;425;155;40;10;14;6;16;8;3;4;34;5;22;7;11;151;3;4;6;4;9;5;6;10;15
"080603";"gmina wiejska";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";2908;3190;1427;1481;3;8;0;0;0;0;0;0;0;1481;0;0;1481;35;31;4;0;1446;361;46;19;32;7;60;35;9;107;2;4;4;3;1;2;1;1;0;0;0;1;1;6;0;20;82;37;4;6;2;8;4;2;1;1;2;1;0;2;0;0;0;3;2;1;1;0;3;0;2;227;17;109;2;10;2;0;1;0;2;4;2;2;1;63;1;0;0;1;0;1;1;4;1;3;611;58;297;20;133;6;5;6;7;4;0;2;5;29;0;11;4;1;1;3;7;0;0;0;12;165;71;33;8;3;4;1;2;2;2;3;4;1;5;2;3;8;1;1;2;1;1;3;1;3;4
"080604";"gmina miejsko-wiejska";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";12067;13196;5043;7024;7;40;0;0;0;0;0;0;0;7023;0;0;7023;112;90;22;0;6911;1893;251;135;294;33;223;128;52;639;14;11;11;6;3;20;3;10;4;9;3;3;6;13;9;13;357;143;24;9;19;25;5;21;7;16;0;9;4;4;6;3;2;3;0;14;5;6;7;2;23;1430;148;301;6;20;5;6;6;22;5;2;7;2;3;858;1;4;0;0;2;0;7;6;5;14;2376;210;1483;66;155;35;9;29;28;16;9;4;12;103;1;58;4;6;3;6;15;3;7;8;106;855;404;211;25;17;13;3;14;6;1;6;17;3;20;9;12;13;2;9;9;7;10;5;6;33;11
"080605";"gmina wiejska";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";3120;3418;1499;1621;0;4;0;0;0;0;0;0;0;1620;0;0;1620;54;40;14;0;1566;289;38;26;67;5;26;32;7;49;2;2;2;1;1;8;1;1;3;5;2;1;1;3;1;5;90;32;2;1;4;13;5;7;1;3;1;2;1;1;0;0;0;2;1;5;2;1;0;1;5;374;33;73;2;8;2;2;1;2;4;2;1;0;0;231;1;1;1;0;2;0;2;5;0;1;675;79;375;19;65;12;10;3;3;7;1;1;2;18;4;24;3;3;2;2;7;0;2;3;30;138;62;27;2;10;1;2;2;1;2;1;1;1;6;1;2;3;0;3;0;2;0;4;3;2;4
"080701";"gmina wiejska";"gm. Krzeszyce";"sulęciński";"lubuskie";3360;3660;1442;1918;4;8;0;0;0;0;0;0;0;1917;0;0;1917;32;18;14;0;1885;429;98;43;81;13;36;59;16;20;4;2;2;3;3;10;2;1;3;15;0;1;2;6;2;7;187;82;8;5;13;9;9;17;2;2;5;4;0;2;3;3;0;0;2;2;2;1;2;2;12;316;110;42;6;7;6;56;3;8;14;2;2;4;3;3;1;3;0;0;4;1;3;3;3;32;737;126;229;40;120;49;4;5;9;4;1;2;6;35;11;17;4;4;3;1;14;3;4;3;43;216;71;75;3;14;1;3;1;1;0;0;2;2;2;17;4;1;5;2;1;3;2;2;1;3;3
"080702";"gmina miejsko-wiejska";"gm. Lubniewice";"sulęciński";"lubuskie";2320;2564;1054;1266;2;17;0;0;0;0;0;0;0;1266;0;0;1266;26;19;7;0;1240;375;85;36;45;23;20;75;15;8;2;1;2;1;4;35;3;3;1;5;0;0;0;3;1;7;75;32;1;2;3;3;5;3;0;2;1;0;1;2;0;3;1;0;1;1;0;2;2;1;9;141;48;9;6;5;1;9;4;2;5;1;0;2;1;2;3;0;1;2;0;1;0;5;1;33;473;49;114;15;162;12;4;4;4;7;4;0;2;20;14;7;24;1;0;1;2;0;3;0;24;176;67;63;5;3;5;0;3;0;3;3;3;0;5;0;5;3;2;2;0;2;0;0;1;1;4
