"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Ewa Jolanta MATECKA";"Łukasz MIKOŁAJCZYK"
"8507-2f97-ce39-5915-0867-f47f-6a59-f80d";"301701";"95";"37";"miasto";"stały";"Szkoła Podstawowa Nr 2 Im. „Ewarysta Estkowskiego”, ul. Wrocławska 51, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1819";"1980";"561";"1258";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1258";"0";"0";"1258";"46";"11";"35";"0";"1212";"741";"471"
"4bd2-26ef-dbd4-69aa-93cb-d365-b9c6-03bb";"301701";"95";"38";"miasto";"stały";"Zespół Szkół Transportowo-Elektrycznych, ul. Kantaka 6, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1800";"1962";"495";"1305";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1301";"1";"0";"1301";"59";"8";"51";"0";"1242";"732";"510"
"e713-b540-4fc0-ebb0-f75d-2d73-25ca-4b39";"301701";"95";"39";"miasto";"stały";"Przedszkole Nr 7, ul. Piastowska 21, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1908";"2072";"661";"1247";"2";"6";"1";"1";"0";"0";"0";"0";"1";"1248";"1";"0";"1248";"37";"7";"30";"0";"1211";"740";"471"
"f2c7-ac26-d91c-8f51-46a4-bac2-3f25-7362";"301701";"95";"40";"miasto";"zakład leczniczy";"Zespół Zakładów Opieki Zdrowotnej w Ostrowie Wielkopolskim, ul. Bolesława Limanowskiego 20/22, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"340";"192";"231";"109";"0";"11";"0";"0";"0";"0";"0";"0";"0";"109";"0";"0";"109";"7";"0";"7";"0";"102";"56";"46"
"0452-ba69-63bf-af20-cd80-3e3b-c21e-3607";"301701";"95";"41";"miasto";"areszt śledczy";"Areszt Śledczy, ul. kardynała M. Ledóchowskiego 1, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"270";"227";"113";"157";"0";"0";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"3";"0";"3";"0";"154";"110";"44"
"0bf9-cad7-22a3-5c10-87ef-1f91-8362-19df";"301701";"95";"42";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. s. M. Benodyny Koterbianki w Ostrowie Wielkopolskim, ul. Partyzancka 8, 63-400 Ostrów Wielkopolski";"m. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"40";"38";"9";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"0";"1";"0";"30";"12";"18"
"4302-3697-a5e9-e03f-2375-4dc2-536f-dafa";"301702";"95";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Kaliska 52, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"1839";"2007";"623";"1216";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1216";"0";"0";"1216";"41";"9";"32";"0";"1175";"665";"510"
"e77e-6f98-da7a-614f-d387-b3d7-d3a9-5d07";"301702";"95";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Okólna 8, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"1600";"1759";"555";"1045";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1045";"0";"0";"1045";"50";"17";"33";"0";"995";"570";"425"
"c5ad-3115-0a97-787e-e512-c0c0-a687-c8f9";"301702";"95";"3";"wieś";"stały";"Szkoła Podstawowa, Skalmierzyce ul. Ostrowska 16, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"1591";"1726";"463";"1128";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1128";"0";"0";"1128";"47";"2";"45";"0";"1081";"573";"508"
"a7bb-27e6-5246-c91e-d3f5-1f41-d522-6e42";"301702";"95";"4";"wieś";"stały";"Szkoła Podstawowa, Skalmierzyce ul. Ostrowska 16, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"1390";"1525";"542";"848";"1";"2";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"30";"2";"28";"0";"818";"447";"371"
"b77b-9c88-01d4-aa64-610c-dc74-af33-07bd";"301702";"95";"5";"wieś";"stały";"Szkoła Podstawowa, Biskupice Ołoboczne ul. Szkolna 7, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"880";"956";"378";"502";"0";"1";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"23";"3";"20";"0";"479";"133";"346"
"0e9f-22ae-774d-ae42-eab3-512b-e2fe-50c3";"301702";"95";"6";"wieś";"stały";"Szkoła Podstawowa, Fabianów ul. Szkolna 56, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"930";"1018";"369";"561";"0";"0";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"17";"2";"15";"0";"544";"244";"300"
"d538-7b69-7944-800d-8620-213e-6a66-b911";"301702";"95";"7";"wieś";"stały";"Szkoła Podstawowa, Kotowiecko ul. Kaliska 4, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"490";"536";"242";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"7";"0";"7";"0";"241";"100";"141"
"30d0-32bd-eb52-dd7c-e15c-c6ab-c2e8-f08c";"301702";"95";"8";"wieś";"stały";"Szkoła Podstawowa, Droszew 21, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"1040";"1132";"388";"652";"1";"1";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"26";"6";"20";"0";"626";"217";"409"
"3112-430d-b696-8906-df77-7dc8-6ded-0a2c";"301702";"95";"9";"wieś";"stały";"Szkoła Podstawowa, Gostyczyna 48, 63-460 Nowe Skalmierzyce";"gm. Nowe Skalmierzyce";"ostrowski";"wielkopolskie";"1370";"1500";"551";"819";"1";"3";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"21";"8";"13";"0";"798";"203";"595"
"3dfc-edf9-e7bf-5bcb-9dc5-37c2-fd2e-f052";"301703";"95";"1";"miasto";"stały";"Odolanowski Dom Kultury, ul. Bartosza 7, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"820";"889";"280";"540";"2";"2";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"22";"6";"16";"0";"518";"188";"330"
"74bb-e5d0-3d53-bd04-e592-db45-44e2-7caf";"301703";"95";"2";"miasto";"stały";"Przedszkole im. Kubusia Puchatka, Pl. Kościuszki 4, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"470";"517";"122";"348";"0";"1";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"12";"4";"8";"0";"336";"184";"152"
"f936-9106-25ca-ef9d-ff12-dc07-4bdb-7993";"301703";"95";"3";"miasto";"stały";"Świetlica Osiedlowa, ul. Kaliska 58a, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"520";"558";"176";"344";"1";"3";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"18";"4";"14";"0";"326";"129";"197"
"c9e8-f8c3-2258-3365-2423-1e40-288e-b23f";"301703";"95";"4";"wieś";"stały";"Liceum Ogólnokształcące, ul. Krotoszyńska 121, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"740";"809";"209";"531";"2";"2";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"26";"5";"21";"0";"505";"255";"250"
"85ea-6c8e-2b12-2391-2314-3d23-d3f5-8913";"301703";"95";"5";"miasto";"stały";"Gminno-Miejskie Centrum Pomocy „Wiara-Nadzieja-Miłość”, ul. Raszkowska 36, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"689";"759";"216";"473";"1";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"15";"6";"9";"0";"458";"208";"250"
"3a84-9017-446f-4c06-78b7-6902-ef77-5552";"301703";"95";"6";"miasto";"stały";"Zespół Szkół w Odolanowie, Al. Jana Pawła II 1, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"490";"528";"160";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"23";"7";"16";"0";"307";"179";"128"
"d45c-896f-ba6e-10de-3361-3e80-22bf-c1aa";"301703";"95";"7";"wieś";"stały";"Szkoła Podstawowa, Huta 63a, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"580";"632";"214";"366";"1";"0";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"15";"2";"13";"0";"351";"77";"274"
"db55-0953-28d9-753a-6f7d-39c7-d9db-bd66";"301703";"95";"8";"wieś";"stały";"Szkoła Podstawowa, Świeca ul. Szkolna 5, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"690";"754";"277";"413";"1";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"10";"4";"6";"0";"402";"100";"302"
"2897-2928-52b2-280d-45e3-58aa-8d69-3456";"301703";"95";"9";"wieś";"stały";"Szkoła Podstawowa, Garki ul. Szkolna 2, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"1000";"1097";"429";"571";"0";"1";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"28";"2";"26";"0";"543";"146";"397"
"2632-5f7a-e1a1-c7cd-0795-b91d-31b2-6ff0";"301703";"95";"10";"wieś";"stały";"Szkoła Podstawowa, Tarchały Wielkie ul. Szkolna 69, 63-430  Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"990";"1070";"334";"656";"1";"0";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"25";"6";"19";"0";"630";"213";"417"
"917c-d61d-a049-c846-a5c7-8dc5-9ee4-21f8";"301703";"95";"11";"wieś";"stały";"Szkoła Podstawowa, Raczyce ul. Odolanowska 80, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"931";"1021";"357";"574";"0";"1";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"21";"2";"19";"0";"553";"177";"376"
"d79a-b6a7-25a4-38cf-cd6c-2451-cc46-34e2";"301703";"95";"12";"wieś";"stały";"Szkoła Podstawowa, Uciechów ul. Odolanowska 38, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"761";"827";"318";"443";"1";"0";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"14";"7";"7";"0";"429";"155";"274"
"1621-542d-bfc4-49b0-de5f-7eeb-50e5-5884";"301703";"95";"13";"wieś";"stały";"Szkoła Filialna, Gorzyce Małe 43, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"400";"437";"135";"265";"0";"1";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"12";"1";"11";"0";"253";"82";"171"
"5bfa-e322-59ed-f3c7-7875-673c-1bf0-6d21";"301703";"95";"14";"wieś";"stały";"Szkoła Podstawowa, Nabyszyce 12, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"480";"518";"199";"281";"1";"1";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"11";"6";"5";"0";"270";"66";"204"
"e739-41ef-1df8-2448-5f19-da77-5295-5e4b";"301703";"95";"15";"wieś";"stały";"Szkoła Filialna, Gliśnica ul. Odolanowska 25, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"410";"443";"128";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"14";"6";"8";"0";"268";"98";"170"
"3257-362d-9edd-db51-2fb5-08a9-d4bf-a374";"301703";"95";"16";"wieś";"stały";"Szkoła Podstawowa, Wierzbno ul. Szkolna 4, 63-430 Odolanów";"gm. Odolanów";"ostrowski";"wielkopolskie";"601";"658";"225";"376";"1";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"10";"0";"10";"0";"366";"110";"256"
"7df4-5bb0-fe07-abb8-684f-5549-e268-31e1";"301704";"95";"1";"wieś";"stały";"Szkoła Podstawowa, Daniszyn 35, 63-410 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1001";"1100";"451";"550";"0";"1";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"22";"5";"17";"0";"528";"146";"382"
"3106-6650-f30f-be2c-6227-c188-3ae5-1ee1";"301704";"95";"2";"wieś";"stały";"Szkoła Podstawowa w Lamkach, Lamki ul. Szkolna 47, 63-400 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1342";"1456";"412";"930";"1";"5";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"25";"8";"17";"0";"905";"436";"469"
"b2dd-034a-e492-7fb7-8b67-d8b3-0e61-eb40";"301704";"95";"3";"wieś";"stały";"Szkoła Podstawowa w Gorzycach Wielkich, Gorzyce Wielkie ul. Szkolna 31, 63-410 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1870";"2060";"620";"1250";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1250";"0";"0";"1250";"54";"36";"18";"0";"1196";"474";"722"
"a725-a1e6-2103-37fb-8898-9455-d846-19dd";"301704";"95";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Topoli Małej, Topola Mała ul. Szkolna 115, 63-400 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"830";"913";"247";"583";"3";"4";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"21";"5";"16";"0";"562";"278";"284"
"6b70-8d33-8b44-a383-5307-09b9-7fb3-9fb1";"301704";"95";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wysocku Wielkim, Wysocko Wielkie ul. Sadowska 2, 63-400 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1010";"1110";"295";"715";"1";"3";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"29";"2";"27";"0";"686";"336";"350"
"8581-6c48-4455-ed9b-abe8-4680-fd3c-0db0";"301704";"95";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny we Wtórku, Wtórek ul. Szkolna 12, 63-400 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1280";"1386";"451";"829";"0";"0";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"28";"5";"23";"0";"801";"329";"472"
"524f-e012-a433-6ac1-20de-fd18-cb69-e105";"301704";"95";"7";"wieś";"stały";"Szkoła Podstawowa, Franklinów 43a, 63-400 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"530";"580";"223";"307";"0";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"14";"4";"10";"0";"293";"137";"156"
"f59c-1585-a157-ae1d-c464-7a92-323c-b12b";"301704";"95";"8";"wieś";"stały";"Szkoła Podstawowa w Lewkowie, Lewków ul. Szkolna 6, 63-410 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1051";"1164";"371";"680";"1";"1";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"27";"5";"22";"0";"653";"336";"317"
"8d5f-77fb-b9e6-190c-4410-724d-e9bd-8cad";"301704";"95";"9";"wieś";"stały";"Szkoła Podstawowa, Szczury 38, 63-450 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"800";"875";"333";"467";"0";"1";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"9";"3";"6";"0";"458";"186";"272"
"1c27-4afe-e90f-22dc-8b09-37c8-d5e8-eae4";"301704";"95";"10";"wieś";"stały";"Przedszkole Publiczne, Biniew 25, 63-450 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"670";"727";"295";"375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"7";"2";"5";"0";"368";"147";"221"
"d0cb-4d90-5808-5184-1bed-03d8-ebd6-e778";"301704";"95";"11";"wieś";"stały";"Szkoła Podstawowa w Sobótce, Sobótka 72, 63-450 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1110";"1205";"518";"592";"0";"0";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"38";"6";"32";"0";"554";"230";"324"
"146d-b512-b8b2-646c-99ba-b3ba-3c5b-819b";"301704";"95";"12";"wieś";"stały";"Przedszkole Publiczne, Czekanów ul. Szkolna 6, 63-410 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"1500";"1635";"432";"1068";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"0";"1068";"34";"8";"26";"0";"1034";"492";"542"
"3098-836b-dcd0-b009-e18d-29eb-a07a-3c4e";"301704";"95";"13";"wieś";"stały";"Szkoła Podstawowa, Łąkociny ul. Szkolna 14, 63-410 Ostrów Wielkopolski";"gm. Ostrów Wielkopolski";"ostrowski";"wielkopolskie";"610";"657";"226";"384";"0";"1";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"16";"4";"12";"0";"368";"155";"213"
"a5d2-7e95-5d84-131a-6204-d5e2-0998-9700";"301705";"95";"1";"wieś";"stały";"Szkoła Podstawowa im. Kard. Karola Wojtyły w Chynowej, Chynowa 70A, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"1290";"1418";"542";"748";"0";"1";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"29";"5";"24";"0";"719";"164";"555"
"8c46-ca56-b5b4-1bb3-2052-193f-34d0-3f80";"301705";"95";"2";"wieś";"stały";"Szkoła Podstawowa w Czarnymlesie, Czarnylas 150, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"760";"828";"307";"453";"0";"2";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"10";"1";"9";"0";"443";"199";"244"
"03bd-44d0-6e62-955a-5d5a-900a-4f23-1f54";"301705";"95";"3";"wieś";"stały";"Zespół Szkół w Dębnicy, Dębnica ul. Ostrowska 140, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"960";"1045";"399";"561";"0";"1";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"21";"6";"15";"0";"540";"215";"325"
"0679-fdcf-e166-39d5-480b-3778-fd13-272d";"301705";"95";"4";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Wielkopolskich w Jankowie Przygodzkim, Janków Przygodzki ul. Szkolna 4, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"1670";"1840";"385";"1285";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"48";"14";"34";"0";"1236";"581";"655"
"9fe0-2b1d-79ab-4b74-2f06-c652-a330-d237";"301705";"95";"5";"wieś";"stały";"Szkoła Podstawowa w Przygodzicach, ul. Wysocka 2, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"1710";"1864";"503";"1207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"46";"32";"14";"0";"1161";"638";"523"
"6120-9151-2888-1240-a25c-743d-67b6-b981";"301705";"95";"6";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika w Wysocku Małym, Wysocko Małe ul. Kościelna 22, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"1130";"1242";"362";"768";"0";"3";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"35";"11";"24";"0";"731";"396";"335"
"c1cb-122b-bc1e-a9ef-bc15-50f9-f441-4280";"301705";"95";"7";"wieś";"stały";"Sala wiejska, Antonin ul. Krótka 4, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"470";"519";"164";"306";"0";"1";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"15";"3";"12";"0";"291";"169";"122"
"dd71-7079-09d4-e8a0-5c04-7ebd-3e5d-74e7";"301705";"95";"8";"wieś";"stały";"Dom Ludowy, Topola-Osiedle ul. Dworcowa 34, 63-421 Przygodzice";"gm. Przygodzice";"ostrowski";"wielkopolskie";"690";"747";"182";"508";"0";"1";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"11";"4";"7";"0";"497";"235";"262"
"faf3-bf22-ad70-ab5e-c308-b56b-fb61-d6fc";"301706";"95";"1";"wieś";"stały";"Świetlica Wiejska, Grudzielec Nowy 31, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"580";"637";"261";"319";"2";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"10";"0";"10";"0";"309";"125";"184"
"780a-7834-e3dc-e4ba-4274-93db-bfb6-3f72";"301706";"95";"2";"wieś";"stały";"Szkoła Podstawowa, Janków Zaleśny 77, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"510";"560";"196";"314";"0";"0";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"4";"1";"3";"0";"310";"69";"241"
"44c1-b836-7a13-0de7-5e27-fb6f-e4a7-6e9c";"301706";"95";"3";"wieś";"stały";"Świetlica Wiejska, Ligota ul. Krotoszyńska 2, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"1420";"1549";"671";"749";"0";"0";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"25";"3";"22";"0";"724";"200";"524"
"86b2-a106-d621-018d-384f-5431-be32-cebc";"301706";"95";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Koźmińska 8, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"1890";"2049";"636";"1254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1254";"0";"0";"1254";"45";"14";"31";"0";"1209";"590";"619"
"74b8-c7af-2fd4-df85-3dff-b708-71c2-5780";"301706";"95";"5";"wieś";"stały";"Świetlica Wiejska, Moszczanka 68, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"1170";"1270";"433";"737";"0";"0";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"24";"2";"22";"0";"713";"289";"424"
"a1dc-7d38-4cb7-848b-cf94-0776-dfa0-b2ad";"301706";"95";"6";"wieś";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej, Przybysławice 42, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"1040";"1144";"312";"728";"0";"7";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"23";"4";"19";"0";"705";"275";"430"
"6be8-a942-df99-0eaa-01b9-99ca-0f23-ea6d";"301706";"95";"7";"wieś";"stały";"Szkoła Podstawowa, Radłów ul. Wiejska 52, 63-440 Raszków";"gm. Raszków";"ostrowski";"wielkopolskie";"1770";"1935";"524";"1246";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1246";"0";"0";"1246";"43";"9";"34";"0";"1203";"552";"651"
"22eb-b6c5-f8a4-acec-0d9b-9f55-1628-6def";"301707";"95";"1";"wieś";"stały";"Szkoła Podstawowa, Zamość 14, 63-520 Grabów nad Prosną";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"440";"478";"195";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"10";"1";"9";"0";"232";"52";"180"
"dce9-adf1-f118-0676-ff69-9b55-8394-9452";"301707";"95";"2";"wieś";"stały";"Szkoła Podstawowa, Ołobok ul. Kościelna 16, 63-405 Sieroszewice";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"720";"787";"286";"434";"0";"1";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"24";"4";"20";"0";"410";"119";"291"
"cabc-132d-28bc-4270-24d7-93fc-8cf0-d3e6";"301707";"95";"3";"wieś";"stały";"Szkoła Podstawowa, Westrza 4, 63-405 Sieroszewice";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"790";"859";"315";"475";"1";"0";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"21";"2";"19";"0";"454";"196";"258"
"80b4-fb00-5536-773e-3624-9e82-ecd1-e8c1";"301707";"95";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 9, 63-405 Sieroszewice";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"1439";"1561";"513";"926";"1";"4";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"35";"7";"28";"0";"891";"421";"470"
"993c-f5be-51f2-e2f8-5331-bde8-26ef-bfe6";"301707";"95";"5";"wieś";"stały";"Szkoła Podstawowa, Strzyżew ul. Anny Wiesiołowskiej 1, 63-405 Sieroszewice";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"760";"832";"322";"438";"0";"0";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"15";"1";"14";"0";"423";"150";"273"
"94ff-febf-5d0b-8a29-cc18-ce76-f819-b951";"301707";"95";"6";"wieś";"stały";"Szkoła Podstawowa, Wielowieś ul. Grabowska 2, 63-405 Sieroszewice";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"1490";"1636";"594";"896";"0";"0";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"48";"9";"39";"0";"847";"256";"591"
"621e-436a-12b2-377d-197e-a875-f943-b824";"301707";"95";"7";"wieś";"stały";"Szkoła Podstawowa, Rososzyca ul. Kaliska 3, 63-405 Sieroszewice";"gm. Sieroszewice";"ostrowski";"wielkopolskie";"1240";"1352";"570";"670";"1";"3";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"27";"4";"23";"0";"643";"250";"393"
