"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Ewa Jolanta MATECKA";"Łukasz MIKOŁAJCZYK"
"362c-0e33-9e33-b6a5-016f-8105-529f-682d";"300801";"95";"1";"wieś";"stały";"Zespół Szkół im. Powstańców Wielkopolskich w Baranowie, Publiczne Przedszkole Samorządowe w Baranowie, Rynek 20, 63-604 Baranów";"gm. Baranów";"kępiński";"wielkopolskie";"1510";"1665";"363";"1147";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1147";"0";"0";"1147";"30";"5";"25";"0";"1117";"703";"414"
"ca3a-6e77-6ca7-e160-e200-e50c-cf39-c032";"300801";"95";"2";"wieś";"stały";"Zespół Szkół w Donaborowie, Szkoła Podstawowa w Donaborowie, Donaborów 91, 63-604 Baranów";"gm. Baranów";"kępiński";"wielkopolskie";"760";"843";"285";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"16";"0";"16";"0";"459";"223";"236"
"b3d3-c1f5-ae24-98c2-4fc2-214d-037e-c8ad";"300801";"95";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Mroczeniu, Szkoła Filialna w Grębaninie, Grębanin 87, 63-604 Baranów";"gm. Baranów";"kępiński";"wielkopolskie";"611";"691";"191";"420";"0";"6";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"13";"2";"11";"0";"407";"152";"255"
"014b-eae5-39c4-10ce-8a50-b3ed-f4cb-935f";"300801";"95";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Mroczeniu, Mroczeń 140, 63-604 Baranów";"gm. Baranów";"kępiński";"wielkopolskie";"1170";"1292";"356";"814";"0";"4";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"27";"1";"26";"0";"787";"369";"418"
"854e-fd1c-f0a4-15c8-4d44-bfcf-0c56-79d8";"300801";"95";"5";"wieś";"stały";"Zespół Szkół w Słupi pod Kępnem, Słupia pod Kępnem ul. Szkolna 5, 63-604 Baranów";"gm. Baranów";"kępiński";"wielkopolskie";"990";"1088";"368";"622";"1";"3";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"20";"2";"18";"0";"602";"277";"325"
"0028-7ad6-9d6c-3a2a-7455-d0e5-c204-dedf";"300801";"95";"6";"wieś";"stały";"Zespół Szkół w Łęce Mroczeńskiej, Szkoła Podstawowa w Łęce Mroczeńskiej, Łęka Mroczeńska 55a, 63-604 Baranów";"gm. Baranów";"kępiński";"wielkopolskie";"631";"695";"192";"439";"0";"3";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"12";"2";"10";"0";"427";"134";"293"
"c6b0-30ba-1171-00cc-46b2-dd82-e7df-b937";"300802";"95";"1";"wieś";"stały";"Przedszkole ""Kwiaty Polskie"", ul. Lipowa 30, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"1140";"1234";"273";"867";"0";"2";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"31";"0";"31";"0";"836";"453";"383"
"318b-793c-7125-6947-4fa9-31a5-7aea-cbca";"300802";"95";"2";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika, ul. Rynek 1, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"920";"996";"251";"669";"3";"6";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"13";"0";"13";"0";"656";"403";"253"
"a7e9-8821-c714-6d46-6123-115d-edc9-eec5";"300802";"95";"3";"wieś";"stały";"Zespół Szkół im. Ks. Michała Przywary i Rodziny Salomonów, Nowa Wieś Książęca 32, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"500";"540";"172";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"8";"0";"8";"0";"320";"132";"188"
"8ed9-18b3-93a5-0a5d-f1f7-3a4f-cd9c-1af7";"300802";"95";"4";"wieś";"stały";"Dom Ludowy, Chojęcin-Parcele 5, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"600";"657";"220";"380";"1";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"11";"1";"10";"0";"369";"162";"207"
"6e37-dc29-f42a-fcef-7ca7-d947-eedf-066c";"300802";"95";"5";"wieś";"stały";"Dom Ludowy, Tabor Wielki 4a, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"659";"714";"248";"411";"0";"2";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"17";"3";"14";"0";"394";"211";"183"
"d589-ee6a-9597-3d85-b325-762a-e806-fe73";"300802";"95";"6";"wieś";"stały";"Dom Ludowy, Weronikopole 11a, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"300";"325";"95";"205";"1";"1";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"7";"0";"7";"0";"198";"70";"128"
"5c4f-bc1c-0d90-8d2f-43d8-4db0-a6e9-ccd7";"300802";"95";"7";"wieś";"stały";"Dom Ludowy, Mnichowice 42, 63-640 Bralin";"gm. Bralin";"kępiński";"wielkopolskie";"210";"227";"56";"154";"0";"0";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"4";"0";"4";"0";"150";"66";"84"
"41b3-b2ba-9b07-2d19-25c0-9b75-b5bb-f4f6";"300803";"95";"1";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej, ul. Sienkiewicza 48, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"1965";"2125";"537";"1428";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1428";"0";"0";"1428";"58";"9";"49";"0";"1370";"806";"564"
"413c-8f10-a06e-b9d2-f1a6-2315-90d0-106a";"300803";"95";"2";"miasto";"stały";"Przedszkole Samorządowe nr 5, Osiedle 700 - lecia 9, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"2160";"2344";"456";"1704";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1704";"0";"0";"1704";"43";"14";"29";"0";"1661";"1044";"617"
"4438-ebee-b52d-62df-4dc7-0603-29ac-01d2";"300803";"95";"3";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Sienkiewicza 21, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"680";"728";"185";"495";"2";"0";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"21";"7";"14";"0";"474";"299";"175"
"b2d8-f3fa-5db1-95f5-d972-e9ef-2149-8cf3";"300803";"95";"4";"miasto";"stały";"Urząd Miasta i Gminy, ul. Ratuszowa 1, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"1720";"1872";"655";"1065";"3";"14";"0";"0";"0";"0";"0";"0";"0";"1065";"0";"0";"1065";"38";"3";"35";"0";"1027";"620";"407"
"6a93-e08b-ab33-2082-d40e-aebb-8663-b3e8";"300803";"95";"5";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Tysiąclecia 1, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"950";"1040";"214";"736";"2";"7";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"27";"16";"11";"0";"709";"470";"239"
"47da-a4c2-feab-82dd-fa29-93b8-d034-7e77";"300803";"95";"6";"miasto";"stały";"Przedszkole Samorządowe nr 4, ul. Cicha 13, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"1910";"2136";"620";"1290";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1291";"1";"0";"1291";"43";"6";"37";"0";"1248";"751";"497"
"0e72-e199-905b-280e-5b67-eea7-1ff2-9d76";"300803";"95";"7";"wieś";"stały";"Szkoła Podstawowa, Krążkowy 29 a, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"1770";"1941";"528";"1242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1242";"0";"0";"1242";"43";"6";"37";"0";"1199";"662";"537"
"0b81-74b2-6f38-d599-d673-bd1f-6aff-0eed";"300803";"95";"8";"wieś";"stały";"Szkoła Podstawowa, Hanulin ul. Powstańców Wlkp. 1a, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"1040";"1137";"343";"697";"0";"2";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"33";"4";"29";"0";"664";"354";"310"
"f041-833e-059d-f2cb-8820-4031-d356-3a2d";"300803";"95";"9";"wieś";"stały";"Dom Strażaka, Rzetnia 85, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"330";"363";"145";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"6";"2";"4";"0";"179";"71";"108"
"5344-fcf3-7f64-345c-3a0b-7808-b2ee-f178";"300803";"95";"10";"wieś";"stały";"Dom Ludowy, Szklarka Mielęcka 31, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"770";"844";"300";"470";"1";"1";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"8";"2";"6";"0";"462";"224";"238"
"8e8f-4c28-5363-ae44-bd82-9304-9870-c6c6";"300803";"95";"11";"wieś";"stały";"Szkoła Podstawowa, Olszowa ul. Granitowa 114, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"770";"851";"272";"498";"0";"2";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"21";"4";"17";"0";"477";"209";"268"
"4ed0-1f31-219a-a426-91e6-2ffc-a898-d691";"300803";"95";"12";"wieś";"stały";"Szkoła Podstawowa, Świba 146, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"730";"813";"279";"451";"0";"7";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"31";"6";"25";"0";"420";"232";"188"
"4db9-7a5c-9382-5887-21be-862a-f317-8e20";"300803";"95";"13";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej, Kierzno 19, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"570";"621";"250";"320";"1";"0";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"11";"0";"11";"0";"309";"140";"169"
"87c6-93d2-9872-9de5-93ad-0350-d36f-9b06";"300803";"95";"14";"wieś";"stały";"Szkoła Podstawowa, Myjomice 101, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"820";"892";"342";"478";"1";"1";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"8";"1";"7";"0";"470";"193";"277"
"aae8-0c3e-1647-71d4-979d-a63a-733d-7809";"300803";"95";"15";"wieś";"stały";"Szkoła Podstawowa, Mikorzyn 75, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"1160";"1262";"502";"658";"1";"4";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"26";"5";"21";"0";"632";"279";"353"
"d5e4-14a8-631e-cca5-73bd-c576-75d7-e84d";"300803";"95";"16";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Kępnie, Szpital w Kępnie, ul. Szpitalna 7, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"160";"68";"121";"39";"0";"3";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"0";"0";"0";"0";"39";"14";"25"
"457a-9577-60f8-24f7-cf23-2cab-adc7-b204";"300803";"95";"17";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Rzetnia 87, 63-600 Kępno";"gm. Kępno";"kępiński";"wielkopolskie";"50";"46";"33";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"2";"0";"2";"0";"15";"6";"9"
"ebd4-fbea-8d9c-7225-e315-34cd-3d3f-6c06";"300804";"95";"1";"wieś";"stały";"Urząd Gminy, ul. Akacjowa 4, 63-645 Łęka Opatowska";"gm. Łęka Opatowska";"kępiński";"wielkopolskie";"1409";"1527";"534";"875";"0";"1";"0";"0";"0";"0";"0";"0";"0";"875";"0";"0";"875";"41";"9";"32";"0";"834";"369";"465"
"7f84-d2b8-d7d2-6352-19a2-ebf4-2ac2-2418";"300804";"95";"2";"wieś";"stały";"Szkoła Podstawowa, Siemianice ul. Szkolna 2, 63-645 Łęka Opatowska";"gm. Łęka Opatowska";"kępiński";"wielkopolskie";"920";"1016";"265";"655";"3";"10";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"30";"5";"25";"0";"625";"317";"308"
"0c0d-2fc1-5cd0-8c70-8ccc-170d-cbda-b98c";"300804";"95";"3";"wieś";"stały";"Szkoła Podstawowa, Opatów ul. Poznańska 7, 63-645 Łęka Opatowska";"gm. Łęka Opatowska";"kępiński";"wielkopolskie";"1460";"1606";"502";"958";"0";"2";"0";"0";"0";"0";"0";"0";"0";"958";"0";"0";"958";"50";"8";"42";"0";"908";"409";"499"
"c274-f4e2-61da-9113-17f1-ddb7-13a7-031e";"300805";"95";"1";"wieś";"stały";"Zespół Szkół w Perzowie, Perzów 77A, 63-642 Perzów";"gm. Perzów";"kępiński";"wielkopolskie";"1220";"1332";"409";"811";"1";"0";"1";"1";"0";"0";"0";"0";"1";"812";"1";"0";"812";"28";"6";"22";"0";"784";"418";"366"
"c836-24e0-8e4c-81df-eb63-969f-83fa-fef1";"300805";"95";"2";"wieś";"stały";"Zespół Szkół w Trębaczowie, Trębaczów 142, 63-642 Perzów";"gm. Perzów";"kępiński";"wielkopolskie";"910";"992";"351";"559";"0";"1";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"22";"5";"17";"0";"537";"217";"320"
"333d-8172-17d3-f654-5d0c-de0d-84bb-d897";"300805";"95";"3";"wieś";"stały";"Zespół Szkół w Trębaczowie, Oddział Przedszkolny w Miechowie, Miechów 56, 63-642 Perzów";"gm. Perzów";"kępiński";"wielkopolskie";"620";"671";"300";"320";"0";"4";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"12";"0";"12";"0";"308";"146";"162"
"a8e1-967d-54b9-4c7b-39cd-a630-d011-2ba9";"300806";"95";"1";"wieś";"stały";"Świetlica Środowiskowa, ul. Ogrodowa 12, 63-630 Rychtal";"gm. Rychtal";"kępiński";"wielkopolskie";"1230";"1325";"476";"754";"1";"7";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"26";"2";"24";"0";"726";"367";"359"
"f6bf-6306-dbbd-56c4-5f57-6e5d-a72f-ea1f";"300806";"95";"2";"wieś";"stały";"Szkoła Podstawowa, Wielki Buczek 6B, 63-630 Rychtal";"gm. Rychtal";"kępiński";"wielkopolskie";"390";"418";"151";"239";"0";"1";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"6";"3";"3";"0";"233";"69";"164"
"53c6-0a4d-c8c7-7289-ce78-1e45-eb61-f59d";"300806";"95";"3";"wieś";"stały";"Dom Ludowy, Drożki 18A, 63-630 Rychtal";"gm. Rychtal";"kępiński";"wielkopolskie";"380";"415";"179";"201";"0";"4";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"7";"0";"7";"0";"194";"75";"119"
"4a26-3901-00f0-9f31-a56a-8ac8-e16c-2713";"300806";"95";"4";"wieś";"stały";"Dom Ludowy, Krzyżowniki 39, 63-630 Rychtal";"gm. Rychtal";"kępiński";"wielkopolskie";"820";"895";"364";"456";"1";"0";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"16";"1";"15";"0";"440";"189";"251"
"a80c-b53a-c74d-ae14-b37c-a257-0577-32f8";"300807";"95";"1";"wieś";"stały";"Dom Ludowy w Trzcinicy, ul. Jana Pawła II 49, 63-620 Trzcinica";"gm. Trzcinica";"kępiński";"wielkopolskie";"1630";"1682";"620";"1010";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"51";"7";"44";"0";"958";"395";"563"
"251d-5a24-6c4e-ba5b-41eb-534d-902f-6528";"300807";"95";"2";"wieś";"stały";"Dom Ludowy w Laskach, Laski ul. Kępińska 17, 63-620 Trzcinica";"gm. Trzcinica";"kępiński";"wielkopolskie";"1480";"1612";"501";"979";"0";"5";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"46";"4";"42";"0";"933";"411";"522"
"a7f0-3aa3-d217-5308-670a-59c7-0174-0792";"300807";"95";"3";"wieś";"stały";"Dom Ludowy w Wodzicznie, Wodziczna 87, 63-620 Trzcinica";"gm. Trzcinica";"kępiński";"wielkopolskie";"540";"594";"157";"383";"0";"0";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"13";"2";"11";"0";"370";"142";"228"
"6dfa-daa4-d034-b3ad-ca43-e738-03a7-8b57";"301201";"95";"1";"miasto";"stały";"Szkoła Podstawowa im. S. F. Klonowicza, ul. Szkolna 2, 63-750 Sulmierzyce";"m. Sulmierzyce";"krotoszyński";"wielkopolskie";"2240";"2175";"981";"1259";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"53";"12";"41";"0";"1206";"526";"680"
"649a-ff21-5185-eda6-0229-1b24-a1a5-cb6f";"301202";"95";"1";"miasto";"stały";"Sala szkolna, Plac Andrzeja Glabera 1, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"1210";"1310";"440";"770";"2";"3";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"27";"4";"23";"0";"743";"379";"364"
"ca2b-3ab1-acfc-1af7-b8ab-0f91-2c38-43df";"301202";"95";"2";"miasto";"stały";"Zespół Szkoła Podstawowa im. Juliana Tuwima i Przedszkole, ul. 3 Maja 9, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"1090";"1182";"443";"647";"0";"1";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"30";"5";"25";"0";"617";"321";"296"
"43fa-a6ba-728d-14b3-dd62-5110-6d6f-9c1d";"301202";"95";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, ul. Krobska 19, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"460";"502";"230";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"12";"1";"11";"0";"218";"78";"140"
"4958-d6a0-d996-83a6-cbf2-cf5f-eef3-a594";"301202";"95";"4";"wieś";"stały";"Dom Strażaka, Smolice 73a, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"1010";"1101";"382";"628";"1";"1";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"20";"1";"19";"0";"608";"224";"384"
"5084-5903-3413-5d3c-ec4a-4e36-5c5b-cd87";"301202";"95";"5";"wieś";"stały";"Szkoła Podstawowa, Kuklinów 40, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"530";"577";"253";"277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"14";"0";"14";"0";"263";"92";"171"
"a8b7-0cc8-0001-98e4-bcc9-aea6-1e0b-002e";"301202";"95";"6";"wieś";"stały";"Dom Strażaka, Zalesie Wielkie 20, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"550";"603";"209";"341";"0";"2";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"8";"3";"5";"0";"333";"136";"197"
"f2e3-b017-cff5-58bf-25f9-0188-0c8f-ff94";"301202";"95";"7";"wieś";"stały";"Dom Strażaka, Wyganów 38, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"600";"645";"292";"308";"0";"0";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"17";"3";"14";"0";"291";"91";"200"
"c94c-7532-d446-abde-57bd-26f6-8760-c3cf";"301202";"95";"8";"wieś";"stały";"Świetlica Wiejska, Łagiewniki 19A, 63-740 Kobylin";"gm. Kobylin";"krotoszyński";"wielkopolskie";"330";"361";"157";"173";"0";"2";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"8";"2";"6";"0";"165";"80";"85"
"e57c-5c45-9e63-d236-26c0-c1cd-c96b-9f6d";"301203";"95";"1";"miasto";"stały";"Biblioteka Publiczna Miasta i Gminy, ul. Zamkowa 2a, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"2000";"2179";"764";"1236";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1236";"0";"0";"1236";"64";"19";"45";"0";"1172";"675";"497"
"466d-e2f9-2b7b-928a-9033-8d22-63e9-b4fa";"301203";"95";"2";"miasto";"stały";"Budynek byłej Szkoły Podstawowej Nr 3, ul. Klasztorna 29, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"1909";"2060";"723";"1186";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"54";"6";"48";"0";"1132";"682";"450"
"6810-7800-c49c-4408-f493-4c86-329c-09fa";"301203";"95";"3";"miasto";"stały";"Liceum Ogólnokształcące, ul. Borecka 28, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"860";"935";"326";"534";"1";"2";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"23";"1";"22";"0";"511";"318";"193"
"a9e1-6810-6110-58a1-c084-c762-1df6-679c";"301203";"95";"4";"wieś";"stały";"Szkoła Podstawowa, Mokronos 3, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"1010";"1108";"387";"623";"0";"2";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"37";"10";"27";"0";"586";"183";"403"
"654e-2a23-6955-5a93-e2c0-dc81-d8a3-ee58";"301203";"95";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Glinki 11, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"1400";"1528";"678";"722";"0";"1";"1";"1";"0";"0";"0";"0";"1";"723";"1";"0";"723";"30";"5";"25";"0";"693";"238";"455"
"ea14-8d3c-9b1d-6c8b-6f43-6654-caab-8e7c";"301203";"95";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Borzęciczki 9, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"900";"977";"416";"484";"0";"3";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"17";"4";"13";"0";"467";"171";"296"
"904e-98c5-94e1-d3d4-3785-f97d-343b-d7cf";"301203";"95";"7";"wieś";"stały";"Dom Strażaka, Wałków 8, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"1500";"1642";"603";"897";"2";"5";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"34";"6";"28";"0";"863";"319";"544"
"e5c8-5e8a-7a69-9acf-5e7f-849e-7cde-586a";"301203";"95";"8";"miasto";"zakład leczniczy";"Szpital Powiatowy, ul. Czesława Stęszewskiego 9, 63-720 Koźmin Wielkopolski";"gm. Koźmin Wielkopolski";"krotoszyński";"wielkopolskie";"60";"45";"25";"35";"0";"1";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"6";"0";"6";"0";"29";"10";"19"
"b9a7-5c86-0cac-e568-4bad-3d87-ebbe-1bb7";"301204";"95";"1";"miasto";"stały";"Szkoła Podstawowa nr 7 z Oddziałami Integracyjnymi im. Henryka Jordana w Krotoszynie (świetlica), ul. Władysława Jagiełły 4, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1659";"1796";"489";"1170";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"0";"1170";"37";"4";"33";"0";"1133";"644";"489"
"3ffe-1bff-e7a7-c519-b4e0-3abc-a50f-42c6";"301204";"95";"2";"miasto";"stały";"Szkoła Podstawowa nr 7 z Oddziałami Integracyjnymi im. Henryka Jordana w Krotoszynie (sala nr 1), ul. Władysława Jagiełły 4, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1510";"1644";"440";"1070";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1070";"0";"0";"1070";"32";"3";"29";"0";"1038";"566";"472"
"7ea7-3265-3e12-cf96-c154-f2ec-07f9-0bbb";"301204";"95";"3";"miasto";"stały";"Przedszkole nr 7 z Oddziałami Integracyjnymi w Krotoszynie, Osiedle Korczaka 10, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1130";"1231";"393";"737";"0";"0";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"21";"0";"21";"0";"716";"415";"301"
"1e8d-3266-d8fb-4928-75c3-fed1-0d08-c77e";"301204";"95";"4";"miasto";"stały";"Szkoła Podstawowa nr 8 z Oddziałami Dwujęzycznymi im. Marii Skłodowskiej-Curie w Krotoszynie, ul. 23 Stycznia 20, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1130";"1225";"329";"801";"0";"2";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"34";"17";"17";"0";"767";"499";"268"
"2922-4650-60b9-5ff3-9941-0208-2342-1fb6";"301204";"95";"5";"miasto";"stały";"Szkoła Podstawowa nr 8 z Oddziałami Dwujęzycznymi im. Marii Skłodowskiej-Curie w Krotoszynie, ul. 23 Stycznia 20, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1170";"1252";"408";"762";"1";"8";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"23";"7";"16";"0";"739";"438";"301"
"acf2-3ee0-2727-5115-bc75-d41d-c835-2393";"301204";"95";"6";"miasto";"stały";"Hala Sportowo-Widowiskowa (parter, sala nr 0. 23), ul. Olimpijska 10, 63-700 Krotoszyn";"gm. Krotoszyn";"krotoszyński";"wielkopolskie";"1040";"1132";"287";"753";"1";"1";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"31";"11";"20";"0";"722";"428";"294"
