"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zdzisław Stanisław PUPA";"Tadeusz Bronisław URBAN"
"18e1-765e-1abc-095d-dba8-1fc9-e94a-1b0a";"181501";"55";"5";"wieś";"stały";"Szkoła Podstawowa w Nockowej, Szkoła Filialna w Będzienicy, Będzienica 44, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"320";"358";"99";"221";"0";"2";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"4";"0";"4";"0";"217";"190";"27"
"b872-b59e-a5e6-350b-57a9-141c-2e13-3cdd";"181501";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Bystrzycy, Szkoła Filialna w Wiśniowej, Wiśniowa 69, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"480";"524";"197";"283";"1";"1";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"4";"2";"2";"0";"279";"249";"30"
"fc98-929a-b691-79d8-da6e-fb9d-91fc-6c8e";"181501";"55";"7";"wieś";"stały";"Szkoła Podstawowa w Bystrzycy, Bystrzyca 52 A, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"640";"701";"194";"446";"1";"0";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"16";"5";"11";"0";"430";"354";"76"
"65ea-edf2-26ef-30d6-4d21-2aae-18ba-5f75";"181501";"55";"8";"wieś";"stały";"Dom Strażaka w Olimpowie, Olimpów 57, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"420";"457";"100";"320";"0";"2";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"14";"9";"5";"0";"306";"263";"43"
"8565-3310-84ec-0e77-eb5e-89e5-aa66-c038";"181501";"55";"9";"wieś";"stały";"Szkoła Podstawowa w Wiercanach, Wiercany 73, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"552";"605";"155";"397";"2";"1";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"13";"4";"9";"0";"384";"318";"66"
"38c7-e54b-ee91-4e6d-97bf-bf51-762b-91b1";"181502";"55";"1";"wieś";"stały";"Dom Strażaka w Ostrowie, Ostrów 224, 39-103 Ostrów";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"1242";"1355";"480";"762";"7";"0";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"18";"9";"9";"0";"744";"537";"207"
"6a6d-2f64-3243-f0d8-e4c3-2108-43b4-1608";"181502";"55";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Skrzyszowie, Skrzyszów 190, 39-103 Ostrów";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"800";"874";"328";"472";"0";"0";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"16";"2";"14";"0";"456";"324";"132"
"d66d-ab8c-ac84-2019-6c1f-3b7e-984a-aabf";"181502";"55";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Woli Ocieckiej, Wola Ociecka 114, 39-104 Ocieka";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"510";"553";"191";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"9";"2";"7";"0";"310";"270";"40"
"3854-c21b-23bd-3cf8-09a8-94d1-02e4-60b1";"181502";"55";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Ociece, Ocieka 352, 39-104 Ocieka";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"925";"1008";"302";"623";"1";"1";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"21";"7";"14";"0";"602";"513";"89"
"4341-e595-b5aa-0c94-c349-2da1-ca75-6d8a";"181502";"55";"5";"wieś";"stały";"Wiejski Ośrodek Kultury w Bliźnie, Blizna 68, 39-104 Ocieka";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"180";"190";"71";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"109";"0";"0";"109";"1";"0";"1";"0";"108";"84";"24"
"8fed-2fe9-1ae1-4b7a-7940-6cb7-d58b-7fe5";"181502";"55";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kamionce, Kamionka 206, 39-122 Kamionka";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"651";"719";"179";"472";"0";"0";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"9";"0";"9";"0";"463";"403";"60"
"210e-2816-252b-590e-5d05-3945-3442-0c16";"181502";"55";"7";"wieś";"stały";"Szkoła Filialna w Zdżarach, Zdżary 59, 39-104 Ocieka";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"190";"208";"75";"115";"1";"0";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"115";"5";"0";"5";"0";"110";"88";"22"
"af55-cb9e-fc20-d0fd-b93d-aea4-c03a-14eb";"181502";"55";"8";"wieś";"stały";"Dom Ludowy w Borku Małym, Borek Mały 41, 39-120 Sędziszów Małopolski";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"219";"241";"67";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"4";"0";"4";"0";"148";"127";"21"
"7b09-c683-10c3-32f6-c09d-08db-15c4-2bec";"181502";"55";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kozodrzy, Kozodrza 175, 39-103 Ostrów";"gm. Ostrów";"ropczycko-sędziszowski";"podkarpackie";"579";"629";"221";"358";"2";"0";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"15";"1";"14";"0";"343";"288";"55"
"2f61-d72e-5251-6a73-e5fc-3f48-353b-ccc4";"181503";"55";"1";"wieś";"stały";"Dom Kultury w Brzezówce, Brzezówka 160, 39-102 Lubzina";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"820";"896";"334";"486";"0";"0";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"14";"8";"6";"0";"472";"382";"90"
"5909-f9d0-5287-d445-9df2-12b7-da31-b4de";"181503";"55";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Brzechwy w Lubzinie, Lubzina 188, 39-102 Lubzina";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1509";"1655";"544";"965";"1";"3";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"19";"5";"14";"0";"946";"690";"256"
"6f04-57cf-3f7e-5a0f-adfc-be6d-7294-c362";"181503";"55";"3";"wieś";"stały";"Dom Strażaka w Łączkach Kucharskich, Łączki Kucharskie 160, 39-106 Łączki Kucharskie";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1120";"1120";"499";"621";"0";"4";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"10";"1";"9";"0";"610";"517";"93"
"7bbf-e2d5-345c-0b99-2dbc-1f94-d2b5-1800";"181503";"55";"4";"wieś";"stały";"Dom Strażaka w Okoninie, Okonin 29, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"321";"345";"128";"193";"2";"1";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"4";"1";"3";"0";"189";"151";"38"
"e0bc-df9d-9341-7346-0ddb-d683-da0e-3b62";"181503";"55";"5";"wieś";"stały";"Szkoła Podstawowa im. Baśni Polskiej w Niedźwiadzie Dolnej, Niedźwiada 40, 39-107 Niedźwiada";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"550";"600";"173";"377";"1";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"7";"0";"7";"0";"369";"320";"49"
"0656-0f4a-1219-77e3-4e32-a250-40ec-c102";"181503";"55";"6";"wieś";"stały";"Dom Kultury w Niedźwiadzie, Niedźwiada 113, 39-107 Niedźwiada";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"712";"772";"165";"547";"0";"2";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"25";"6";"19";"0";"522";"460";"62"
"7c3d-a726-7afb-8b7e-1c53-c7cb-8116-a59b";"181503";"55";"7";"wieś";"stały";"Szkoła Podstawowa im. Jana Twardowskiego w Niedźwiadzie Górnej, Niedźwiada 261, 39-107 Niedźwiada";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"630";"693";"175";"455";"0";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"24";"4";"20";"0";"431";"397";"34"
"bd86-cf5d-ac9d-26e9-463b-ee63-1677-c03a";"181503";"55";"8";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Sinki w Małej, Mała 35, 39-107 Niedźwiada";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"989";"1102";"370";"619";"0";"1";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"20";"4";"16";"0";"599";"472";"127"
"51bc-77b5-958c-2493-7118-2fc7-9deb-35c5";"181503";"55";"9";"wieś";"stały";"Zespół Szkół w Gnojnicy Dolnej, Gnojnica 268, 39-105 Gnojnica";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"902";"986";"251";"651";"0";"2";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"22";"5";"17";"0";"629";"530";"99"
"e76e-c1cb-b536-839b-e0fc-69db-f01e-39a0";"181503";"55";"10";"wieś";"stały";"Szkoła Podstawowa im. ppłk. Łukasza Cieplińskiego w Gnojnicy Woli, Gnojnica 504, 39-105 Gnojnica";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"780";"743";"308";"472";"0";"0";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"16";"5";"11";"0";"456";"407";"49"
"79ee-c154-6521-9da1-1c82-5089-4d20-d1ac";"181503";"55";"11";"miasto";"stały";"Dom Strażaka w Ropczycach, ul. Ogrodnicza 36f, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"480";"528";"150";"330";"0";"0";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"16";"5";"11";"0";"314";"225";"89"
"3c55-1c9f-9dd0-c310-e135-d5cf-e030-cffa";"181503";"55";"12";"miasto";"stały";"Dom Strażaka w Ropczycach, ul. Leśna 88, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"570";"628";"155";"415";"1";"1";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"17";"4";"13";"0";"398";"322";"76"
"731e-9d57-3f62-201d-a214-6cd0-3828-526d";"181503";"55";"13";"miasto";"stały";"Środowiskowy Dom Samopomocy w Ropczycach, ul. Konarskiego 4, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"620";"675";"155";"465";"0";"0";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"12";"3";"9";"0";"453";"303";"150"
"fa72-3d8b-ece9-faaf-2503-d69e-3462-c5af";"181503";"55";"14";"miasto";"stały";"Zespół Szkół Nr 3 w Ropczycach, ul. Robotnicza 48, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1010";"1108";"364";"646";"0";"2";"0";"0";"0";"0";"0";"0";"0";"646";"0";"0";"646";"23";"5";"18";"0";"623";"438";"185"
"0d89-c1b7-9313-47bc-b8f3-2b59-a4d1-ed5d";"181503";"55";"15";"miasto";"stały";"Szkoła Podstawowa im. Jana Pawła II w Ropczycach, ul. 3 Maja 424, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1352";"1480";"465";"887";"0";"7";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"33";"13";"20";"0";"854";"666";"188"
"b208-69ab-b95c-8e04-ffec-053e-5939-6cce";"181503";"55";"16";"miasto";"stały";"Publiczne Przedszkole nr 3 w Ropczycach, ul. Szkolna 33A, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"670";"741";"215";"455";"1";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"18";"7";"11";"0";"437";"321";"116"
"4bfe-ed2c-8da3-24f9-8e01-f494-ebd7-5b92";"181503";"55";"17";"miasto";"stały";"Dom Kultury w Ropczycach, ul. Sucharskiego 101, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1240";"1377";"353";"887";"1";"4";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"37";"10";"27";"0";"850";"613";"237"
"03ae-9ae3-11a1-b14c-a414-0984-9c0a-a254";"181503";"55";"18";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Seweryna Udzieli w Ropczycach, ul. Konarskiego 4, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1200";"1296";"431";"769";"1";"1";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"23";"14";"9";"0";"746";"446";"300"
"e684-852b-318a-bbad-9f5b-3fe5-c2b6-b40e";"181503";"55";"19";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Seweryna Udzieli w Ropczycach, ul. Konarskiego 4, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"490";"538";"160";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"9";"1";"8";"0";"321";"200";"121"
"4019-80e8-54b5-d8fc-7aab-cb1c-8853-c6fa";"181503";"55";"20";"miasto";"stały";"Publiczne Przedszkole nr 2 w Ropczycach, ul. Armii Krajowej 6, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1210";"1316";"379";"831";"0";"6";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"50";"20";"30";"0";"781";"499";"282"
"7646-dac5-2c9e-6a46-942f-6a3c-4188-55d1";"181503";"55";"21";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Mikołaja Kopernika w Ropczycach, ul. Wyspiańskiego 8, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"680";"735";"169";"511";"0";"5";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"11";"7";"4";"0";"500";"295";"205"
"855d-1e63-1096-40cb-e4cb-5f90-490b-0a74";"181503";"55";"22";"miasto";"stały";"Centrum Kultury im. Józefa Mehoffera w Ropczycach, ul. Bursztyna 1, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"520";"572";"170";"350";"0";"2";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"8";"4";"4";"0";"342";"239";"103"
"46af-3bfe-997d-c0ad-0f35-fc3d-88db-98a2";"181503";"55";"23";"miasto";"stały";"Miejska i Powiatowa Biblioteka Publiczna w Ropczycach, ul. Grunwaldzka 19, 39-100 Ropczyce";"gm. Ropczyce";"ropczycko-sędziszowski";"podkarpackie";"1300";"1404";"435";"865";"1";"11";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"39";"14";"25";"0";"826";"495";"331"
"ab84-08ce-f5af-1965-8b7c-5834-98df-9a19";"181504";"55";"1";"miasto";"stały";"Liceum Ogólnokształcące w Sędziszowie Młp., Fabryczna 5, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"669";"732";"178";"491";"2";"1";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"13";"3";"10";"0";"478";"327";"151"
"0cef-794a-64ba-b0d1-ca5e-9f2d-5be6-0a9e";"181504";"55";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Sędziszowie Młp., Osiedle Młodych 20, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"770";"849";"214";"556";"0";"3";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"23";"11";"12";"0";"533";"323";"210"
"39d1-c4a0-ed2d-047e-d56c-397f-f164-7d42";"181504";"55";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Sędziszowie Młp., Osiedle Młodych 20, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"641";"702";"165";"476";"1";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"12";"3";"9";"0";"464";"319";"145"
"5738-41b5-b7d9-7c0b-e448-437f-21f1-fdc3";"181504";"55";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Sędziszowie Młp., Rynek 9, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1250";"1363";"337";"913";"1";"5";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"50";"19";"31";"0";"863";"526";"337"
"b7ab-934f-26d6-4163-3c09-29c2-6339-70bd";"181504";"55";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Sędziszowie Młp., ks. Stanisława Maciąga 3, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"880";"977";"277";"603";"0";"0";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"35";"11";"24";"0";"568";"383";"185"
"41a8-c804-d490-9279-9813-45e1-6552-4383";"181504";"55";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Sędziszowie Młp., ks. Stanisława Maciąga 3, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1220";"1334";"374";"846";"1";"1";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"34";"8";"26";"0";"812";"553";"259"
"7c14-e078-83d9-8a7e-ca31-1155-303c-2da5";"181504";"55";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Sędziszowie Młp., Szkolna 13, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1168";"1289";"369";"799";"0";"1";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"22";"4";"18";"0";"777";"665";"112"
"3a8f-5063-4c0b-8515-9369-fa90-6b83-661b";"181504";"55";"8";"miasto";"stały";"Szkoła Podstawowa Nr 5 w Sędziszowie Młp., Kawęczyn 70, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"740";"808";"259";"481";"2";"0";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"12";"0";"12";"0";"469";"374";"95"
"5724-242a-fc56-9216-b831-c73a-af2e-ca74";"181504";"55";"9";"miasto";"stały";"Świetlica przy Przedszkolu w Sędziszowie Młp., Legionów Polskich 17, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"519";"578";"196";"323";"1";"1";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"6";"0";"6";"0";"317";"269";"48"
"5773-55d7-26a6-3507-bc27-0554-f489-1607";"181504";"55";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Sędziszowie Młp., Legionów Polskich 162, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"929";"1015";"316";"613";"0";"0";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"19";"10";"9";"0";"594";"463";"131"
"8075-4d4b-1c49-af62-8fdf-1511-d70a-c4b7";"181504";"55";"11";"wieś";"stały";"Dom Ludowy w Będziemyślu, Będziemyśl 35, 39-127 Będziemyśl";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"739";"812";"264";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"22";"4";"18";"0";"453";"374";"79"
"be60-dc68-fe72-aae4-0e09-50f7-eb34-14d3";"181504";"55";"12";"wieś";"stały";"Szkoła Podstawowa w Boreczku, Boreczek 46, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"271";"297";"73";"198";"1";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"8";"3";"5";"0";"190";"166";"24"
"04a6-9ce2-700c-69eb-80ed-21aa-da7b-b505";"181504";"55";"13";"wieś";"stały";"Dom Ludowy w Cierpiszu, Cierpisz 33, 39-123 Czarna Sędziszowska";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"140";"147";"48";"92";"0";"0";"0";"0";"0";"0";"0";"0";"0";"92";"0";"0";"92";"6";"3";"3";"0";"86";"73";"13"
"734c-e609-d0cc-4614-006f-f3bb-ce9e-dec0";"181504";"55";"14";"wieś";"stały";"Szkoła Podstawowa w Czarnej Sędziszowskiej, Czarna Sędziszowska 145, 39-123 Czarna Sędziszowska";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1100";"1225";"322";"778";"2";"3";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"29";"9";"20";"0";"749";"651";"98"
"3763-569f-d726-31fa-e505-edb5-2381-b42f";"181504";"55";"15";"wieś";"stały";"Szkoła Podstawowa w Górze Ropczyckiej, Góra Ropczycka 2, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"840";"913";"258";"582";"0";"4";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"20";"3";"17";"0";"561";"487";"74"
"d046-6a12-db69-6353-3df2-3af2-8bf1-e8ae";"181504";"55";"16";"wieś";"stały";"Dom Ludowy w Klęczanach, Klęczany 112, 39-127 Będziemyśl";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1110";"1210";"412";"698";"3";"1";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"14";"3";"11";"0";"684";"493";"191"
"029e-fb61-6a02-070c-904a-9995-200b-c63a";"181504";"55";"17";"wieś";"stały";"Szkoła Podstawowa w Krzywej, Krzywa 121, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"880";"966";"313";"567";"2";"0";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"15";"4";"11";"0";"552";"438";"114"
"e5b4-9672-778b-d0b7-f273-7c0e-83dc-7923";"181504";"55";"18";"wieś";"stały";"Dom Ludowy w Rudzie, Ruda 65, 39-122 Kamionka";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"210";"225";"58";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"5";"1";"4";"0";"147";"133";"14"
"4662-d2d9-b704-d48d-b093-96fa-8e95-f6bd";"181504";"55";"19";"wieś";"stały";"Szkoła Podstawowa w Szkodnej, Szkodna 121, 39-126 Zagorzyce";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"550";"594";"157";"393";"0";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"7";"4";"3";"0";"386";"360";"26"
"e017-d3ee-eba6-a74c-1bf5-6e5a-fcc9-f693";"181504";"55";"20";"wieś";"stały";"Szkoła Podstawowa w Zagorzycach Dolnych, Zagorzyce 78, 39-126 Zagorzyce";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1218";"1362";"303";"915";"2";"1";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"26";"16";"10";"0";"889";"790";"99"
"b8db-0fd0-487a-7f52-a8ce-c5a7-51c7-9a91";"181504";"55";"21";"wieś";"stały";"Szkoła Podstawowa w Zagorzycach Górnych, Zagorzyce 175, 39-126 Zagorzyce";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"1110";"1219";"311";"799";"1";"2";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"15";"1";"14";"0";"784";"723";"61"
"3d81-aadb-9b05-14a6-0802-118d-6826-ab26";"181504";"55";"22";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Rudzie, Ruda 102, 39-122 Kamionka";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"93";"94";"25";"68";"0";"1";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"4";"0";"4";"0";"64";"59";"5"
"7307-95f7-119c-5a00-74aa-bfef-40ca-2851";"181504";"55";"23";"miasto";"zakład leczniczy";"Szpital Powiatowy w Sędziszowie Małopolskim, Oddział Chorób Wewnętrznych, Wyspiańskiego 14, 39-120 Sędziszów Małopolski";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"podkarpackie";"60";"80";"41";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"1";"0";"1";"0";"18";"14";"4"
"9808-889a-0271-82f0-2ff6-7802-54a6-0164";"181505";"55";"1";"wieś";"stały";"Filia GOKiW w Broniszowie, Broniszów 79, 39-106 Łączki Kucharskie";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"621";"678";"229";"392";"1";"0";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"11";"0";"11";"0";"381";"356";"25"
"35d9-6960-06c4-8855-57d6-a304-a9de-3e2b";"181505";"55";"2";"wieś";"stały";"Budynek wielofunkcyjny w Gliniku, Glinik 133, 39-106 Łączki Kucharskie";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"1040";"1127";"286";"754";"1";"3";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"19";"8";"11";"0";"735";"662";"73"
"d62e-5ec3-071f-cc01-87a8-a741-612d-40a4";"181505";"55";"3";"wieś";"stały";"GOKiW w Wielopolu Skrzyńskim, Wielopole Skrzyńskie 202, 39-110 Wielopole Skrzyńskie";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"podkarpackie";"1500";"1614";"572";"928";"5";"7";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"34";"15";"19";"0";"894";"697";"197"
