"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Bronisław Jan KORFANTY";"Marek Mirosław PLURA"
"f9e1-09de-dc0f-2ad9-0c19-0e6f-5611-3378";"246901";"80";"1";"miasto";"stały";"Sala Miejskiego Przedszkola nr 80, ul. Panewnicka 367, 40-773 Katowice";"m. Katowice";"Katowice";"śląskie";"1990";"2196";"342";"1648";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1648";"0";"0";"1648";"50";"25";"25";"0";"1598";"490";"1108"
"ea7a-91f7-366a-5e98-0a54-023e-839d-32d3";"246901";"80";"2";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Panewnicka 172, 40-772 Katowice";"m. Katowice";"Katowice";"śląskie";"1800";"2011";"286";"1514";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1514";"0";"0";"1514";"39";"12";"27";"0";"1475";"403";"1072"
"b9f0-5add-452f-ca50-e333-9498-097f-a34a";"246901";"80";"3";"miasto";"stały";"Miejskie Przedszkole nr 99, ul. Płochy 6, 40-755 Katowice";"m. Katowice";"Katowice";"śląskie";"1700";"1847";"349";"1351";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"43";"5";"38";"0";"1305";"516";"789"
"7e46-d46d-e154-0934-fdba-9a1e-82e9-978d";"246901";"80";"4";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Zielona 5, 40-756 Katowice";"m. Katowice";"Katowice";"śląskie";"1700";"1946";"292";"1408";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1408";"0";"0";"1408";"47";"23";"24";"0";"1361";"495";"866"
"8d60-b83e-529a-097e-b0dc-3798-e049-f475";"246901";"80";"5";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Zielona 5, 40-756 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1254";"221";"979";"0";"18";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"32";"21";"11";"0";"947";"311";"636"
"67f5-1bbb-6831-c6e2-cf1b-fa92-f744-ddcc";"246901";"80";"6";"miasto";"stały";"Szkoła Podstawowa nr 64, ul. Medyków 27, 40-751 Katowice";"m. Katowice";"Katowice";"śląskie";"1600";"1835";"240";"1360";"0";"32";"0";"0";"0";"0";"0";"0";"0";"1360";"0";"0";"1360";"61";"61";"0";"0";"1299";"464";"835"
"ddd4-38cd-b1cd-5bbd-1772-b2be-5aaa-572c";"246901";"80";"7";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. Panewnicka 13, 40-709 Katowice";"m. Katowice";"Katowice";"śląskie";"1800";"1998";"541";"1259";"4";"29";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"56";"13";"43";"0";"1203";"462";"741"
"b0c8-9115-7338-920f-e531-7e9c-c7a8-db07";"246901";"80";"8";"miasto";"stały";"VII Liceum Ogólnokształcące, ul. Panewnicka 13, 40-709 Katowice";"m. Katowice";"Katowice";"śląskie";"1800";"1960";"546";"1254";"10";"9";"0";"0";"0";"0";"0";"0";"0";"1254";"0";"0";"1254";"34";"14";"20";"0";"1220";"520";"700"
"fa2f-62e3-2bcc-fec8-66fe-bb8a-64d2-9805";"246901";"80";"9";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Zielonogórska 3, 40-710 Katowice";"m. Katowice";"Katowice";"śląskie";"1750";"1898";"490";"1259";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"41";"14";"27";"0";"1218";"451";"767"
"0cb9-627e-a2ba-c7e3-b31d-5fee-7f83-b51c";"246901";"80";"10";"miasto";"stały";"Miejskie Przedszkole nr 15, ul. Zielonogórska 23, 40-710 Katowice";"m. Katowice";"Katowice";"śląskie";"1450";"1636";"448";"1002";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1002";"0";"0";"1002";"32";"5";"27";"0";"970";"346";"624"
"b636-f0c2-1f27-36e8-15f5-3664-b99a-69e0";"246901";"80";"11";"miasto";"stały";"Szkoła Podstawowa nr 61 Specjalna, ul. Kołobrzeska 8, 40-718 Katowice";"m. Katowice";"Katowice";"śląskie";"850";"937";"207";"643";"1";"10";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"22";"6";"16";"0";"621";"199";"422"
"8f1e-4370-cc2c-08f7-5225-5e20-21f2-2030";"246901";"80";"12";"miasto";"stały";"Miejskie Przedszkole nr 76, ul. Kołobrzeska 20a, 40-718 Katowice";"m. Katowice";"Katowice";"śląskie";"1250";"1378";"290";"960";"3";"6";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"34";"9";"25";"0";"925";"365";"560"
"d680-b19d-688d-ee8a-8c75-80a0-1f4b-97c7";"246901";"80";"13";"miasto";"stały";"Miejskie Przedszkole nr 89, ul. Zadole 26a, 40-719 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1355";"235";"965";"0";"13";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"51";"35";"16";"0";"914";"340";"574"
"ebb0-077f-d735-b4ae-c144-a7f1-bd41-dc79";"246901";"80";"14";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Nasypowa 16, 40-551 Katowice";"m. Katowice";"Katowice";"śląskie";"800";"891";"200";"600";"1";"3";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"18";"8";"10";"0";"582";"178";"404"
"b283-bdbd-eb3a-479e-7afd-415d-a495-0bde";"246901";"80";"15";"miasto";"stały";"Dom Pomocy Społecznej ""Zacisze"", ul. Traktorzystów 42, 40-695 Katowice";"m. Katowice";"Katowice";"śląskie";"1500";"1620";"361";"1139";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"42";"13";"29";"0";"1097";"363";"734"
"fb64-a8ea-ff93-571e-6a84-900d-f82d-ce64";"246901";"80";"16";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Sobańskiego 86, 40-685 Katowice";"m. Katowice";"Katowice";"śląskie";"1100";"1125";"269";"831";"1";"10";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"24";"5";"19";"0";"807";"344";"463"
"0f6f-7872-e5cb-1de1-9a87-7585-1bca-93f9";"246901";"80";"17";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Sobańskiego 86, 40-685 Katowice";"m. Katowice";"Katowice";"śląskie";"1950";"2166";"355";"1595";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1595";"0";"0";"1595";"42";"11";"31";"0";"1553";"404";"1149"
"0f73-cd97-f2aa-6534-f5e7-0734-cac9-cd3a";"246901";"80";"18";"miasto";"stały";"Zespół Szkół Poligraficzno-Mechanicznych, ul. Armii Krajowej 84, 40-671 Katowice";"m. Katowice";"Katowice";"śląskie";"1049";"1141";"264";"785";"1";"3";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"26";"6";"20";"0";"758";"298";"460"
"61ca-3c0c-3047-872d-5090-2535-a8e3-7e41";"246901";"80";"19";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Gen. W. Jankego 160, 40-613 Katowice";"m. Katowice";"Katowice";"śląskie";"1682";"1937";"245";"1437";"0";"14";"1";"1";"0";"0";"0";"0";"1";"1438";"1";"0";"1438";"45";"45";"0";"0";"1393";"431";"962"
"5c74-d0e6-d8b5-bd98-a4cb-5727-762a-e05f";"246901";"80";"20";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Gen. W. Jankego 160, 40-613 Katowice";"m. Katowice";"Katowice";"śląskie";"1649";"1805";"414";"1235";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"25";"9";"16";"0";"1210";"469";"741"
"481f-89b4-3faf-9871-771f-83c9-53ca-e794";"246901";"80";"21";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 2, ul. Gen. W. Jankego 65, 40-615 Katowice";"m. Katowice";"Katowice";"śląskie";"1649";"1823";"298";"1351";"2";"19";"0";"0";"0";"0";"0";"0";"0";"1351";"0";"0";"1351";"52";"10";"42";"0";"1299";"445";"854"
"1f35-0735-9fe3-2818-a1bc-f432-9ef5-0bb1";"246901";"80";"22";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 2, ul. Spółdzielczości 21, 40-642 Katowice";"m. Katowice";"Katowice";"śląskie";"1850";"2003";"475";"1375";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"49";"15";"34";"0";"1326";"526";"800"
"544a-d71c-3203-4f72-ce09-ac1c-b6f7-0efe";"246901";"80";"23";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Łętowskiego 18, 40-648 Katowice";"m. Katowice";"Katowice";"śląskie";"1800";"1951";"353";"1447";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1447";"0";"0";"1447";"60";"30";"30";"0";"1387";"517";"870"
"616c-e10f-69b4-fb11-6bea-e5f6-151f-bd67";"246901";"80";"24";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Łętowskiego 18, 40-648 Katowice";"m. Katowice";"Katowice";"śląskie";"1750";"1934";"344";"1406";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1402";"0";"0";"1402";"48";"20";"28";"0";"1354";"573";"781"
"970c-b22e-6960-91d6-b341-6808-7e63-d4c7";"246901";"80";"25";"miasto";"stały";"Miejskie Przedszkole nr 93, ul. Łętowskiego 24, 40-648 Katowice";"m. Katowice";"Katowice";"śląskie";"1600";"1750";"371";"1229";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1229";"0";"0";"1229";"39";"7";"32";"0";"1190";"522";"668"
"e6c8-4d05-8343-09e1-1200-299d-2c02-fdf4";"246901";"80";"26";"miasto";"stały";"Miejski Dom Kultury ""Południe"" Filia nr 3 w Zarzeczu, ul. Stellera 4, 40-748 Katowice";"m. Katowice";"Katowice";"śląskie";"1901";"2050";"299";"1602";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1601";"0";"0";"1601";"41";"14";"27";"0";"1560";"496";"1064"
"12c2-709a-71d7-4cf3-69d0-0a5a-04fa-1134";"246901";"80";"27";"miasto";"stały";"Dom Katechetyczny, Katowice ul. Boya Żeleńskiego 34, 40-750 Katowice (wejście od ul. Migdałowców)";"m. Katowice";"Katowice";"śląskie";"1550";"1572";"357";"1193";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1191";"0";"0";"1191";"40";"7";"33";"0";"1151";"307";"844"
"88f7-c300-85e3-1b06-5f84-4718-3d41-8f6a";"246901";"80";"28";"miasto";"stały";"Dom Katechetyczny, Katowice ul. Boya Żeleńskiego 34, 40-750 Katowice (wejście od ul. Migdałowców)";"m. Katowice";"Katowice";"śląskie";"1650";"1753";"313";"1337";"1";"25";"0";"0";"0";"0";"0";"0";"0";"1334";"0";"0";"1334";"40";"20";"20";"0";"1294";"410";"884"
"c5e3-16c2-306d-07d3-54ef-bf9c-a278-a486";"246901";"80";"29";"miasto";"stały";"Dom Katechetyczny, Katowice ul. Boya Żeleńskiego 34, 40-750 Katowice (wejście od ul. Migdałowców)";"m. Katowice";"Katowice";"śląskie";"1600";"1736";"321";"1279";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1279";"0";"0";"1279";"27";"1";"26";"0";"1252";"458";"794"
"fa5f-bcd7-0c5a-8bb0-700c-86c9-392b-f88b";"246901";"80";"30";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, ul. Lepszego 2, 40-750 Katowice";"m. Katowice";"Katowice";"śląskie";"849";"914";"301";"548";"1";"5";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"19";"3";"16";"0";"529";"307";"222"
"6032-3954-219f-8818-5b35-6eae-d2f3-72b8";"246901";"80";"31";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 10, ul. Lepszego 2, 40-750 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1340";"401";"799";"0";"1";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"26";"10";"16";"0";"773";"396";"377"
"b836-8922-987e-3beb-d155-214a-7765-26ef";"246901";"80";"32";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Malczewskiego 2, 40-748 Katowice";"m. Katowice";"Katowice";"śląskie";"2150";"2381";"391";"1759";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1759";"0";"0";"1759";"58";"20";"38";"0";"1701";"677";"1024"
"f64b-1a78-9470-53fc-5962-6ef2-3f81-7436";"246901";"80";"33";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Malczewskiego 2, 40-748 Katowice";"m. Katowice";"Katowice";"śląskie";"800";"883";"122";"678";"0";"9";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"17";"3";"14";"0";"661";"216";"445"
"e52c-5f00-a0cb-c4c4-974d-91f6-43ba-79fc";"246901";"80";"34";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Malczewskiego 2, 40-748 Katowice";"m. Katowice";"Katowice";"śląskie";"1550";"1673";"338";"1212";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1212";"0";"0";"1212";"49";"11";"38";"0";"1163";"497";"666"
"23f3-e89e-ab49-415c-ea35-7bfc-fb1d-8599";"246901";"80";"35";"miasto";"stały";"Zespół Szkół nr 2, ul. Goetla 2, 40-749 Katowice";"m. Katowice";"Katowice";"śląskie";"1400";"1538";"293";"1107";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1108";"0";"0";"1108";"30";"8";"22";"0";"1078";"512";"566"
"ab2b-51d0-e475-c86b-e385-ea5b-301e-727a";"246901";"80";"36";"miasto";"stały";"Zespół Szkół nr 2, ul. Goetla 2, 40-749 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1331";"340";"860";"0";"7";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"25";"5";"20";"0";"835";"429";"406"
"bddc-02b9-9534-697d-e1e9-42ea-54c1-abc8";"246901";"80";"37";"miasto";"stały";"Miejski Dom Kultury ""Południe"" Filia nr 2 w Murckach, ul. Kołodzieja 42, 40-749 Katowice";"m. Katowice";"Katowice";"śląskie";"1100";"1220";"337";"763";"0";"7";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"23";"3";"20";"0";"740";"422";"318"
"75e0-1e46-4fd6-11eb-848a-8a00-6e30-306b";"246901";"80";"38";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego Województwa Śląskiego w Katowicach, ul. Wiertnicza 3, 40-304 Katowice";"m. Katowice";"Katowice";"śląskie";"1850";"2042";"519";"1331";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1331";"0";"0";"1331";"47";"12";"35";"0";"1284";"563";"721"
"e76c-220b-a48b-d26d-fcf6-ab30-f5b5-42c6";"246901";"80";"39";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Grzegorzka 4, 40-309 Katowice";"m. Katowice";"Katowice";"śląskie";"851";"955";"306";"545";"0";"6";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"11";"3";"8";"0";"534";"224";"310"
"90c5-48aa-cf8b-6088-13a2-d064-2496-e26e";"246901";"80";"40";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Grzegorzka 4, 40-309 Katowice";"m. Katowice";"Katowice";"śląskie";"745";"819";"208";"537";"0";"2";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"19";"4";"15";"0";"518";"242";"276"
"b242-92a6-2005-2a92-6ff3-945a-3189-3038";"246901";"80";"41";"miasto";"stały";"Zespół Szkół Handlowych, ul. Gen. J. Hallera 60, 40-320 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1336";"458";"742";"0";"7";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"27";"11";"16";"0";"714";"328";"386"
"0533-3c7f-cce2-3840-4a6f-9a5f-3a96-7288";"246901";"80";"42";"miasto";"stały";"Szkoła Podstawowa dla Chłopców KUŹNICA, ul. Deszczowa 14, 40-318 Katowice";"m. Katowice";"Katowice";"śląskie";"1250";"1386";"397";"853";"0";"2";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"29";"12";"17";"0";"824";"310";"514"
"6d27-0d7c-bfd5-936b-2936-c830-2b0a-8a28";"246901";"80";"43";"miasto";"stały";"Szkoła Podstawowa nr 45, ul. Korczaka 11, 40-321 Katowice";"m. Katowice";"Katowice";"śląskie";"952";"1067";"360";"591";"0";"1";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"15";"2";"13";"0";"576";"244";"332"
"86fa-6ae1-73fb-4eaa-af39-99f6-2ed0-8f7c";"246901";"80";"44";"miasto";"stały";"Szkoła Podstawowa nr 44, ul. Morawa 86, 40-353 Katowice";"m. Katowice";"Katowice";"śląskie";"1350";"1482";"471";"879";"1";"5";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"28";"6";"22";"0";"851";"423";"428"
"509d-5754-eb07-8bde-7350-57e7-6eb3-4dce";"246901";"80";"45";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 12, ul. Wiosny Ludów 22, 40-374 Katowice";"m. Katowice";"Katowice";"śląskie";"1700";"1852";"745";"955";"0";"1";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"42";"8";"34";"0";"913";"442";"471"
"6530-ac3e-9d15-8f2d-1ec9-8954-5888-37ef";"246901";"80";"46";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 12, ul. Wiosny Ludów 22, 40-374 Katowice";"m. Katowice";"Katowice";"śląskie";"1100";"1220";"525";"575";"2";"5";"0";"0";"0";"0";"0";"0";"0";"575";"0";"1";"574";"31";"7";"24";"0";"543";"274";"269"
"a5f3-3c80-6b55-a003-f554-99ef-8025-14f4";"246901";"80";"47";"miasto";"stały";"Zespół Szkół Przemysłu Spożywczego, ul. Bednorza 15, 40-384 Katowice";"m. Katowice";"Katowice";"śląskie";"1050";"1194";"534";"516";"0";"5";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"5";"0";"5";"0";"509";"226";"283"
"20c3-0683-a279-133a-21f7-0e50-0fae-23e9";"246901";"80";"48";"miasto";"stały";"Zespół Szkół Przemysłu Spożywczego, ul. Bednorza 15, 40-384 Katowice";"m. Katowice";"Katowice";"śląskie";"1351";"1507";"633";"718";"1";"5";"0";"0";"0";"0";"0";"0";"0";"718";"0";"0";"718";"20";"6";"14";"0";"698";"324";"374"
"d9a9-a6d3-4e74-94e1-48ca-98e8-0d9b-425a";"246901";"80";"49";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Oswobodzenia 47, 40-404 Katowice";"m. Katowice";"Katowice";"śląskie";"1650";"1873";"685";"965";"3";"6";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"31";"11";"20";"0";"934";"416";"518"
"0e01-93f5-07b8-a9f7-8e74-5a9d-68a7-58a8";"246901";"80";"50";"miasto";"stały";"Miejskie Przedszkole nr 63, ul. Zamkowa 10, 40-413 Katowice";"m. Katowice";"Katowice";"śląskie";"1350";"1479";"460";"890";"1";"2";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"37";"8";"29";"0";"853";"377";"476"
"649d-2304-3cd5-a464-20c4-257b-daa7-b542";"246901";"80";"51";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Szopienicka 58a, 40-431 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1363";"356";"844";"0";"18";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"24";"3";"21";"0";"820";"370";"450"
"d814-eaca-3f22-44f9-e862-dd9e-0951-6116";"246901";"80";"52";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Szopienicka 58a, 40-431 Katowice";"m. Katowice";"Katowice";"śląskie";"1100";"1218";"412";"688";"0";"14";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"21";"15";"6";"0";"667";"317";"350"
"8859-82c4-3787-0d11-5cb8-3dac-a5a4-1604";"246901";"80";"53";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Szopienicka 58a, 40-431 Katowice";"m. Katowice";"Katowice";"śląskie";"1550";"1709";"450";"1100";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"34";"21";"13";"0";"1066";"474";"592"
"be07-7135-b9e3-3520-55cc-3380-f1dd-a449";"246901";"80";"54";"miasto";"stały";"Szkoła Podstawowa dla Dziewcząt PŁOMIEŃ, ul. Karliczka 15, 40-488 Katowice";"m. Katowice";"Katowice";"śląskie";"1560";"1680";"469";"1091";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1092";"1";"0";"1092";"40";"7";"33";"0";"1052";"534";"518"
"c80e-947b-2534-2c75-4c3e-3fc1-34ba-5c72";"246901";"80";"55";"miasto";"stały";"Szkoła Podstawowa dla Dziewcząt PŁOMIEŃ, ul. Karliczka 15, 40-488 Katowice";"m. Katowice";"Katowice";"śląskie";"1500";"1657";"435";"1065";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1064";"0";"0";"1064";"42";"9";"33";"0";"1022";"489";"533"
"2a7a-3f83-3d98-7fdf-0443-2313-bcf8-14b9";"246901";"80";"56";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 13, ul. Przyjazna 7a, 40-466 Katowice";"m. Katowice";"Katowice";"śląskie";"1500";"1646";"349";"1151";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1151";"0";"0";"1151";"27";"10";"17";"0";"1124";"539";"585"
"3c03-b420-5f28-799b-2a72-5a90-14a9-f53a";"246901";"80";"57";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 13, ul. Przyjazna 7a, 40-466 Katowice";"m. Katowice";"Katowice";"śląskie";"1700";"1831";"529";"1171";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"1171";"45";"13";"32";"0";"1126";"451";"675"
"ab43-7da0-ec2e-59f8-1a3f-a628-ccdd-b3e8";"246901";"80";"58";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 13, ul. Adama 33, 40-467 Katowice";"m. Katowice";"Katowice";"śląskie";"1600";"1751";"390";"1210";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1210";"0";"0";"1210";"39";"4";"35";"0";"1171";"569";"602"
"6f62-2ea9-eb96-c588-08c1-e432-237a-92cf";"246901";"80";"59";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Wojciecha 9, 40-474 Katowice";"m. Katowice";"Katowice";"śląskie";"1150";"1236";"267";"883";"0";"6";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"28";"14";"14";"0";"855";"338";"517"
"2e8c-4f60-0890-0a23-cf52-f6cf-2f0e-0e5a";"246901";"80";"60";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Wojciecha 9, 40-474 Katowice";"m. Katowice";"Katowice";"śląskie";"1200";"1325";"286";"914";"0";"4";"0";"0";"0";"0";"0";"0";"0";"914";"0";"1";"913";"30";"5";"25";"0";"883";"427";"456"
"a666-7db4-5751-1359-234d-a647-b9ac-605c";"246901";"80";"61";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Wojciecha 9, 40-474 Katowice";"m. Katowice";"Katowice";"śląskie";"1600";"1723";"461";"1139";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"41";"8";"33";"0";"1098";"519";"579"
"0ba3-fc51-587a-5831-07cb-2494-1c1f-9759";"246901";"80";"62";"miasto";"stały";"Katowicka Spółdzielnia Mieszkaniowa Osiedle Zgrzebnioka, ul. Łabędzia 19, 40-521 Katowice";"m. Katowice";"Katowice";"śląskie";"1750";"1796";"304";"1446";"2";"23";"1";"1";"0";"0";"0";"0";"1";"1447";"1";"0";"1447";"48";"8";"40";"0";"1399";"280";"1119"
"9751-4051-7acb-d765-b68f-1f56-df46-79ee";"246901";"80";"63";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących nr 2, ul. Mikołowska 131, 40-592 Katowice";"m. Katowice";"Katowice";"śląskie";"420";"463";"88";"332";"0";"1";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"8";"2";"6";"0";"324";"101";"223"
"baa4-643c-abcb-3ae0-3b38-0088-4a68-c1b6";"246901";"80";"64";"miasto";"stały";"Szkoła Podstawowa nr 65, ul. Kukułek 2a, 40-533 Katowice";"m. Katowice";"Katowice";"śląskie";"1350";"1464";"182";"1168";"3";"5";"1";"1";"0";"0";"0";"0";"1";"1169";"1";"0";"1169";"30";"7";"23";"0";"1139";"306";"833"
"96ad-2cbd-4cf3-a4f4-826f-af54-555e-77ea";"246901";"80";"65";"miasto";"stały";"Dom Dziecka ""Zakątek"", ul. Brynowska 70a, 40-584 Katowice";"m. Katowice";"Katowice";"śląskie";"1399";"1559";"243";"1156";"7";"9";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"38";"6";"32";"0";"1117";"337";"780"
"73ca-b3bd-1f34-e676-bd57-02a2-7ed0-6c0f";"246901";"80";"66";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Mickiewicza 11, 40-092 Katowice";"m. Katowice";"Katowice";"śląskie";"850";"1026";"199";"651";"1";"69";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"16";"5";"11";"0";"635";"187";"448"
"ff07-4397-bf8d-dc3d-e502-9be6-996a-0826";"246901";"80";"67";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Sokolska 23, 40-086 Katowice";"m. Katowice";"Katowice";"śląskie";"950";"1148";"135";"815";"0";"30";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"57";"16";"41";"0";"758";"253";"505"
"7139-996e-3c7a-7764-483a-65f2-7501-8533";"246901";"80";"68";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Mickiewicza 11, 40-092 Katowice";"m. Katowice";"Katowice";"śląskie";"450";"531";"147";"303";"0";"11";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"9";"2";"7";"0";"294";"91";"203"
"bbe1-38b4-1ae7-ab1c-2e54-88f2-c91f-669f";"246901";"80";"69";"miasto";"stały";"Szkoła Podstawowa nr 7 Specjalna, ul. Szkolna 5, 40-009 Katowice";"m. Katowice";"Katowice";"śląskie";"570";"656";"227";"343";"1";"21";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"16";"7";"9";"0";"327";"103";"224"
