"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Arkadiusz Jakub GRABOWSKI";"Marcin Teodor LAZAR";"Beata Maria MAŁECKA-LIBERA";"Katarzyna Stanisława ZAGAJSKA"
"8433-c551-85d4-633d-16e9-26a8-ce52-ab7e";"241610";"76";"7";"wieś";"stały";"Budynek po byłej Szkole Podstawowej, Koryczany 106, 42-439 Żarnowiec";"gm. Żarnowiec";"zawierciański";"śląskie";"300";"324";"90";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"4";"1";"3";"0";"206";"162";"14";"25";"5"
"bc88-7601-3afd-48fc-6e6f-6523-52b5-37df";"246501";"76";"1";"miasto";"stały";"V LO z Oddziałami Dwujęzycznymi, ul. Czapińskiego 8, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1300";"1423";"311";"989";"1";"4";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"13";"5";"8";"0";"976";"251";"108";"546";"71"
"9e0c-f67d-f0c6-0d58-3fe2-e299-a3f8-5023";"246501";"76";"2";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Mireckiego 1, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"530";"579";"175";"355";"1";"2";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"5";"2";"3";"0";"350";"118";"47";"158";"27"
"8631-8476-eb71-f9c0-667a-db01-721f-fc79";"246501";"76";"3";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Jaworowa 6, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1349";"1493";"325";"1024";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"9";"1";"8";"0";"1015";"367";"111";"463";"74"
"206e-19d9-fc7e-127d-f5a8-d2d2-927c-ab37";"246501";"76";"4";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Jaworowa 6, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1500";"1624";"419";"1081";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1081";"0";"0";"1081";"15";"4";"11";"0";"1066";"397";"96";"510";"63"
"a992-f49a-377d-8932-f879-2c61-57b6-50e0";"246501";"76";"5";"miasto";"stały";"AOM Nr 1 SM ""Lokator"", ul. Jaworowa 2, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1650";"1804";"414";"1236";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1236";"0";"0";"1236";"12";"0";"12";"0";"1224";"381";"137";"608";"98"
"00f3-02e0-a70e-1ab8-966b-3163-6887-d51b";"246501";"76";"6";"miasto";"stały";"Klub ""Krąg"", ul. Ludowa 19A, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1700";"1867";"486";"1214";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1214";"0";"0";"1214";"12";"5";"7";"0";"1202";"470";"125";"523";"84"
"230d-40b1-67bd-56b6-122d-55f5-a54b-df36";"246501";"76";"7";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Mireckiego 1, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1200";"1332";"289";"911";"1";"9";"0";"0";"0";"0";"0";"0";"0";"910";"0";"0";"910";"12";"2";"10";"0";"898";"308";"91";"417";"82"
"c001-ccc5-cb5d-5e9f-a9e7-47f4-2740-b1dd";"246501";"76";"8";"miasto";"stały";"Zespół Szkół Sportowych, ul. Chopina 34, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1050";"1145";"300";"750";"0";"2";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"3";"1";"2";"0";"747";"257";"92";"336";"62"
"5272-0b94-9dab-81ec-44aa-70b3-210d-34bf";"246501";"76";"9";"miasto";"stały";"Zespół Szkół Sportowych, ul. Chopina 34, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1600";"1747";"394";"1206";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1205";"0";"0";"1205";"16";"3";"13";"0";"1189";"462";"129";"489";"109"
"895f-a1a3-5a24-e8db-8100-c831-f094-59f4";"246501";"76";"10";"miasto";"stały";"Zespół Szkół Sportowych, ul. Chopina 34, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1600";"1759";"461";"1139";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"12";"3";"9";"0";"1127";"415";"101";"499";"112"
"806f-941b-7271-24f7-25e8-b2d9-6dc7-98a0";"246501";"76";"11";"miasto";"stały";"Młodzieżowy Ośrodek Pracy Twórczej, ul. 3 Maja 30, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1100";"1188";"327";"773";"0";"3";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"6";"1";"5";"0";"767";"256";"79";"363";"69"
"b164-a597-d04d-049c-e236-a3bb-83f6-1197";"246501";"76";"12";"miasto";"stały";"II LO, ul. Górnicza 17, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1300";"1433";"479";"821";"0";"4";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"15";"6";"9";"0";"805";"282";"108";"349";"66"
"1405-441d-b75a-97d4-afa3-559c-cdcc-dd79";"246501";"76";"13";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Górników Redenu 4, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"950";"1038";"331";"619";"0";"5";"1";"1";"0";"0";"0";"0";"1";"620";"1";"0";"620";"6";"1";"5";"0";"614";"195";"66";"299";"54"
"bd48-550d-fb07-2566-3dc5-f9c5-5eae-f598";"246501";"76";"14";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Górników Redenu 4, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1450";"1605";"402";"1048";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"20";"10";"10";"0";"1028";"285";"114";"531";"98"
"f3de-f55c-d664-8036-a8aa-1754-75e5-c428";"246501";"76";"15";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Królowej Jadwigi 11, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1649";"1801";"505";"1144";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1144";"0";"0";"1144";"25";"7";"18";"0";"1119";"356";"101";"539";"123"
"36b2-b4af-e2ce-abaf-ce5e-b037-063f-d5cd";"246501";"76";"16";"miasto";"stały";"Szkoła Podstawowa nr 20 z Oddziałami Integracyjnymi, ul. Karola Adamieckiego 12, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1200";"1295";"368";"832";"0";"4";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"16";"3";"13";"0";"816";"249";"88";"420";"59"
"58aa-c0f1-4496-776b-41f8-2cdf-d51a-39ec";"246501";"76";"17";"miasto";"stały";"Szkoła Podstawowa nr 20 z Oddziałami Integracyjnymi, ul. Karola Adamieckiego 12, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"900";"993";"242";"658";"3";"0";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"12";"1";"11";"0";"646";"183";"62";"355";"46"
"e532-e1b2-d362-538d-171e-d491-c8c5-7e9e";"246501";"76";"18";"miasto";"stały";"Klub ""Helikon"", ul. Wojska Polskiego 45, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1500";"1666";"412";"1088";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"14";"6";"8";"0";"1074";"359";"112";"520";"83"
"7877-3ecc-ff83-3f64-8be0-851c-8075-8ffc";"246501";"76";"19";"miasto";"stały";"I LO, ul. Kopernika 40, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1700";"1888";"424";"1276";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1275";"0";"0";"1275";"16";"4";"12";"0";"1259";"364";"128";"662";"105"
"8b9f-39c9-1bc4-fe17-fcd7-3e41-a995-6bb0";"246501";"76";"20";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Krasińskiego 34, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"800";"848";"226";"574";"1";"0";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"6";"1";"5";"0";"568";"170";"55";"280";"63"
"c895-2394-a231-4b27-2886-c7e4-23f2-d741";"246501";"76";"21";"miasto";"stały";"Przedszkole nr 6, ul. Robotnicza 33, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1350";"1471";"476";"874";"0";"2";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"17";"5";"12";"0";"857";"266";"79";"433";"79"
"d5d4-424b-a9af-e1cd-2606-5e9c-fe08-f979";"246501";"76";"22";"miasto";"stały";"Zespół Szkół nr 4, ul. Łęknice 35, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1650";"1825";"426";"1224";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"13";"5";"8";"0";"1207";"464";"85";"546";"112"
"0cc0-e3ca-79a2-6ab4-5169-4c18-4304-0755";"246501";"76";"23";"miasto";"stały";"Zespół Szkół nr 4, ul. Łęknice 35, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1350";"1497";"344";"1006";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"16";"3";"13";"0";"990";"260";"96";"542";"92"
"6b59-6754-46bb-639a-a58d-ff0c-3107-4fa7";"246501";"76";"24";"miasto";"stały";"Szkoła Podstawowa nr 16 z Oddziałami Przedszkolnymi, ul. Konopnickiej 56, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1400";"1532";"384";"1016";"2";"3";"2";"2";"0";"0";"0";"0";"2";"1018";"2";"0";"1018";"16";"5";"11";"0";"1002";"257";"99";"551";"95"
"6f4e-f127-8aad-84f9-3672-21bb-2523-1f48";"246501";"76";"25";"miasto";"stały";"Centrum Obsługi Placówek Opiekuńczo-Wychowawczych, ul. Jasna 29/3, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"500";"554";"140";"360";"0";"1";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"16";"16";"0";"0";"344";"93";"28";"187";"36"
"2ff2-d894-bf9f-edca-1903-a5ba-f282-2890";"246501";"76";"26";"miasto";"stały";"Klub ""Helikon"", ul. Wojska Polskiego 45, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1349";"1473";"307";"1042";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1042";"0";"0";"1042";"21";"1";"20";"0";"1021";"335";"120";"491";"75"
"5818-225d-74b0-3169-9d6e-406a-dae5-69f3";"246501";"76";"27";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Aleja Józefa Piłsudskiego 5, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1250";"1342";"427";"823";"0";"2";"1";"1";"0";"0";"0";"0";"1";"824";"1";"0";"824";"5";"0";"5";"0";"819";"287";"62";"406";"64"
"0f74-c6b2-6a2e-526d-87e6-cb80-3449-6380";"246501";"76";"28";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Aleja Józefa Piłsudskiego 5, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"2000";"2156";"613";"1387";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1387";"0";"0";"1387";"23";"8";"15";"0";"1364";"440";"142";"643";"139"
"eb2e-87e2-dea5-84fe-85b7-4f52-65bf-edb6";"246501";"76";"29";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Wyspiańskiego 1, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1602";"1760";"499";"1103";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1103";"1";"0";"1103";"12";"6";"6";"0";"1091";"385";"135";"498";"73"
"2d3a-273c-879d-2bf6-8f2d-7381-76d9-ab87";"246501";"76";"30";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Krasińskiego 34, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1450";"1600";"415";"1035";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"14";"2";"12";"0";"1021";"330";"116";"499";"76"
"ef4e-5dfd-6d0e-547f-f15c-6744-83fc-c46b";"246501";"76";"31";"miasto";"stały";"Przedszkole nr 11, ul. Krasińskiego 35, 41-300 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1051";"1133";"267";"784";"1";"4";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"14";"6";"8";"0";"770";"245";"78";"382";"65"
"f3c8-2e5d-719d-c8c1-8470-145a-ef9d-bea9";"246501";"76";"32";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Aleja Józefa Piłsudskiego 24, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1600";"1768";"373";"1227";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1227";"0";"0";"1227";"10";"8";"2";"0";"1217";"412";"105";"603";"97"
"26e3-b42d-519e-9780-4e53-aa94-611e-978a";"246501";"76";"33";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Aleja Józefa Piłsudskiego 24, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"950";"1047";"217";"733";"0";"3";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"8";"2";"6";"0";"725";"285";"70";"315";"55"
"3bdf-c06d-866c-bceb-fab6-30b5-deea-3ea3";"246501";"76";"34";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Aleja Józefa Piłsudskiego 24, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"949";"1009";"268";"681";"0";"0";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"10";"3";"7";"0";"671";"226";"79";"313";"53"
"5186-0a77-f800-6383-2350-38cd-0659-6033";"246501";"76";"35";"miasto";"stały";"Szkoła Podstawowa nr 29 z Oddziałami Sportowymi, ul. Gustawa Morcinka 4, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1450";"1611";"331";"1119";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1119";"0";"0";"1119";"14";"5";"9";"0";"1105";"345";"113";"540";"107"
"7475-d953-321f-f270-da96-23b1-5a14-4d7f";"246501";"76";"36";"miasto";"stały";"Szkoła Podstawowa nr 29 z Oddziałami Sportowymi, ul. Gustawa Morcinka 4, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1538";"1707";"383";"1155";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"15";"7";"8";"0";"1140";"359";"95";"577";"109"
"fa91-2d66-89fe-76e2-f7f1-a5bc-5ade-531f";"246501";"76";"37";"miasto";"stały";"Przedszkole nr 14, ul. Tysiąclecia 25a, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1575";"1770";"382";"1193";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1192";"0";"0";"1192";"14";"7";"7";"0";"1178";"426";"135";"497";"120"
"2155-b4cc-3693-8565-e376-d7a0-24f5-3a11";"246501";"76";"38";"miasto";"stały";"Klub ""Unikat"", ul. Kasprzaka 46, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1676";"1869";"410";"1266";"2";"5";"1";"1";"0";"0";"0";"0";"1";"1267";"1";"0";"1267";"22";"16";"6";"0";"1245";"425";"134";"569";"117"
"1bc7-d42e-2f17-61be-8d53-34da-4eab-f676";"246501";"76";"39";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Tysiąclecia 25, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"850";"925";"222";"628";"0";"5";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"5";"5";"0";"0";"623";"252";"60";"256";"55"
"e186-5ee4-200d-b75c-3fa5-d288-2a90-d883";"246501";"76";"40";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Tysiąclecia 25, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1487";"1648";"386";"1101";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"19";"9";"10";"0";"1082";"375";"112";"502";"93"
"a306-53b5-cbb0-6b33-a812-2484-ce0c-6ebb";"246501";"76";"41";"miasto";"stały";"Przedszkole nr 12, ul. Ignacego Krasickiego 1, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1050";"1128";"390";"660";"0";"0";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"15";"5";"10";"0";"645";"211";"75";"306";"53"
"fee6-9645-4ad1-7d73-29bd-b5a6-7b39-c21a";"246501";"76";"42";"miasto";"stały";"III LO, ul. Prusa 3, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1238";"1368";"484";"754";"2";"3";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"18";"6";"12";"0";"736";"243";"75";"333";"85"
"fd02-dfd0-be5a-38c9-571e-c1ef-059d-7faf";"246501";"76";"43";"miasto";"stały";"III LO, ul. Prusa 3, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"688";"787";"244";"444";"0";"2";"1";"1";"0";"0";"0";"0";"1";"445";"1";"0";"445";"9";"6";"3";"0";"436";"131";"52";"209";"44"
"bb5b-b4c7-d5a3-d6c6-5895-9735-9783-1725";"246501";"76";"44";"miasto";"stały";"Szkoła Podstawowa nr 18, ul. Aleja Józefa Piłsudskiego 73, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1500";"1640";"375";"1125";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1124";"0";"0";"1124";"11";"3";"8";"0";"1113";"430";"88";"458";"137"
"f894-1cc3-048b-b8dc-48a2-1875-8f5e-1210";"246501";"76";"45";"miasto";"stały";"Szkoła Podstawowa nr 18, Aleja Józefa Piłsudskiego 73, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1800";"1975";"689";"1111";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"24";"3";"21";"0";"1086";"346";"119";"509";"112"
"e472-7e8c-2f7f-deef-0bc6-02c5-ac4e-a84e";"246501";"76";"46";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy dla Dzieci i Młodzieży Niepełnosprawnej, ul. Swobodna 59, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"2150";"2344";"839";"1311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1311";"0";"0";"1311";"7";"4";"3";"0";"1304";"414";"114";"639";"137"
"0db7-56e6-828d-146a-28d8-a2a8-3339-0c65";"246501";"76";"47";"miasto";"stały";"Zespół Szkół Plastycznych, ul. Kosmonautów 8, 41-303 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1150";"1264";"357";"792";"1";"1";"0";"0";"0";"0";"0";"0";"0";"792";"0";"0";"792";"18";"11";"7";"0";"774";"234";"101";"375";"64"
"776f-40e5-934a-fe12-224b-17e2-ad21-9e0a";"246501";"76";"48";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, Ujejsce ul. Mieszka I 20, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1650";"1825";"495";"1155";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"14";"8";"6";"0";"1141";"356";"80";"468";"237"
"8338-27c9-2c78-9bf2-7ced-6083-0405-200a";"246501";"76";"49";"miasto";"stały";"Szkoła Podstawowa nr 35 z Oddziałami Przedszkolnymi, Trzebiesławice ul. Uczniowska 24, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"769";"858";"203";"566";"0";"5";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"6";"2";"4";"0";"560";"229";"55";"238";"38"
"e249-f182-c190-f123-3b86-7536-cd7f-679e";"246501";"76";"50";"miasto";"stały";"Szkoła Podstawowa nr 21, Ząbkowice ul. Gospodarcza 1, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1250";"1347";"522";"728";"0";"2";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"6";"2";"4";"0";"722";"263";"71";"272";"116"
"c65f-09b0-64b5-aa83-20d1-45ce-8fdc-9bc9";"246501";"76";"51";"miasto";"stały";"Dom Kultury, Ząbkowice ul. Chemiczna 2, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1450";"1601";"472";"978";"0";"2";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"10";"3";"7";"0";"968";"279";"104";"433";"152"
"beff-c5eb-89be-c162-2296-f702-e1fc-081e";"246501";"76";"52";"miasto";"stały";"Dom Kultury, Ząbkowice ul. Chemiczna 2, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"620";"676";"192";"428";"0";"0";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"8";"2";"6";"0";"420";"140";"42";"177";"61"
"b473-32fd-8a72-7dd1-d468-367f-a7ba-c198";"246501";"76";"53";"miasto";"stały";"Szkoła Podstawowa nr 22, Ząbkowice ul. Aleja Zwycięstwa 44, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"2150";"2343";"604";"1546";"4";"5";"1";"1";"0";"0";"0";"0";"1";"1545";"1";"0";"1545";"22";"4";"18";"0";"1523";"462";"110";"669";"282"
"9ff7-4687-3a61-044f-c12d-4a2b-b3a9-23e6";"246501";"76";"54";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 7, Ząbkowice ul. Aleja Zwycięstwa 77, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"900";"999";"360";"540";"0";"2";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"5";"3";"2";"0";"535";"201";"48";"143";"143"
"4db7-89a9-41a9-3db9-e3d4-a112-6dc4-f32f";"246501";"76";"55";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 7, Ząbkowice ul. Aleja Zwycięstwa 77, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1250";"1390";"511";"739";"0";"1";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"13";"2";"11";"0";"726";"303";"54";"198";"171"
"aeb0-f3c6-647a-9b6b-0241-1138-1bdc-5216";"246501";"76";"56";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 6, Tucznawa ul. Idzikowskiego 139, 42-520 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1749";"1934";"450";"1299";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1299";"0";"0";"1299";"28";"4";"24";"0";"1271";"426";"128";"567";"150"
"52d2-8a5a-70fb-d11f-4a65-db18-8b3c-cd1e";"246501";"76";"57";"miasto";"stały";"Świetlica Klub, Łęka ul. Przelotowa 185a, 42-523 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"530";"582";"170";"360";"0";"1";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"6";"0";"6";"0";"354";"188";"20";"85";"61"
"7aac-d0a2-17d3-5e11-ea35-000a-f68c-177a";"246501";"76";"58";"miasto";"stały";"Szkoła Podstawowa nr 28 z Oddziałami Przedszkolnymi, Okradzionów ul. Górna 1, 42-524 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"900";"1003";"251";"649";"1";"2";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"8";"5";"3";"0";"641";"234";"41";"305";"61"
"a673-4dfb-bd4a-7930-95a6-b8ea-803b-2cec";"246501";"76";"59";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, Błędów ul. Żołnierska 188, 42-525 Dąbrowa Górnicza";"m. Dąbrowa Górnicza";"Dąbrowa Górnicza";"śląskie";"1350";"1483";"442";"908";"2";"0";"1";"1";"0";"0";"0";"0";"1";"909";"1";"0";"909";"14";"6";"8";"0";"895";"404";"71";"319";"101"
