"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Arkadiusz Jakub GRABOWSKI";"Marcin Teodor LAZAR";"Beata Maria MAŁECKA-LIBERA";"Katarzyna Stanisława ZAGAJSKA"
"966d-732f-7f87-f73d-bb75-d814-6ee2-d2b5";"240101";"76";"1";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Władysława Broniewskiego 12, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1050";"1170";"328";"722";"0";"4";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"10";"0";"10";"0";"712";"232";"135";"312";"33"
"f87f-166f-2de9-f6de-8e35-c991-1f8c-7284";"240101";"76";"2";"miasto";"stały";"Przedszkole Miejskie nr 5, ul. Zwycięstwa 21, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1600";"1745";"560";"1040";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"25";"8";"17";"0";"1015";"359";"237";"371";"48"
"3c59-4371-1a1f-51da-2434-bb0f-7ffd-0d3f";"240101";"76";"3";"miasto";"stały";"Powiatowy Młodzieżowy Dom Kultury, ul. Powstańców Śląskich 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1450";"1600";"426";"1024";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"23";"2";"21";"0";"1001";"348";"163";"436";"54"
"1655-1cb6-d537-1ead-de8c-38c2-4665-e0e3";"240101";"76";"4";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Rewolucjonistów 18, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1400";"1515";"349";"1051";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"22";"3";"19";"0";"1029";"364";"149";"480";"36"
"0897-9024-bd41-5cb8-a36e-6ca4-9870-0fcf";"240101";"76";"5";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Rewolucjonistów 18, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1450";"1570";"329";"1121";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"27";"7";"20";"0";"1094";"357";"164";"511";"62"
"3ee2-f3b7-b85a-9692-275a-2c3a-3040-d231";"240101";"76";"6";"miasto";"stały";"Przedszkole Miejskie nr 13, ul. Stanisława Skalskiego 4, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1450";"1598";"387";"1063";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"22";"2";"20";"0";"1041";"348";"190";"462";"41"
"c5e0-dc1e-b4a4-916e-5f20-9c2b-747d-9975";"240101";"76";"7";"miasto";"stały";"Przedszkole Miejskie nr 13, ul. Stanisława Skalskiego 4, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1350";"1465";"377";"973";"0";"2";"0";"0";"0";"0";"0";"0";"0";"973";"0";"0";"973";"12";"1";"11";"0";"961";"383";"127";"397";"54"
"8cff-f0bf-8964-14b5-9544-1d7e-62a9-04cc";"240101";"76";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Szkolna 3, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1550";"1713";"309";"1241";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1241";"0";"0";"1241";"18";"3";"15";"0";"1223";"290";"230";"641";"62"
"8a23-85ad-d7d6-ab60-cf6b-676d-a0f8-14c5";"240101";"76";"9";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Szkolna 3, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1300";"1431";"292";"1008";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"12";"6";"6";"0";"996";"292";"166";"497";"41"
"bcb8-69bd-64ef-f818-288c-b0c8-c01c-3dd5";"240101";"76";"10";"miasto";"stały";"Akademia WSB (dawne Gimnazjum Nr 3), ul. Krakowska 14, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1550";"1705";"602";"948";"1";"4";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"21";"4";"17";"0";"926";"301";"192";"382";"51"
"d04c-5436-6f70-7b32-efd7-25d3-85fe-8206";"240101";"76";"11";"miasto";"stały";"Ośrodek Kultury, ul. Stanisława Małachowskiego 43, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1400";"1510";"656";"744";"1";"5";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"8";"0";"8";"0";"735";"249";"154";"308";"24"
"cc9f-0f3a-a025-08da-e8e6-7572-d7f3-15b6";"240101";"76";"12";"miasto";"stały";"Zespół Szkół Techniczno-Usługowych, ul. 11 Listopada 3, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1000";"1117";"315";"685";"1";"6";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"5";"1";"4";"0";"680";"231";"120";"294";"35"
"25c8-3c41-1e7d-72f7-d19f-441f-9d58-01be";"240101";"76";"13";"miasto";"stały";"Przedszkole Miejskie nr 1 (dawne Gimnazjum Nr 1), ul. Sportowa 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"950";"1091";"395";"555";"2";"8";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"11";"7";"4";"0";"543";"246";"91";"190";"16"
"5300-eaa5-abc3-6b88-1618-13dd-e564-9616";"240101";"76";"14";"miasto";"stały";"II Liceum Ogólnokształcące im. Stanisława Wyspiańskiego, ul. Teatralna 5, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"600";"643";"240";"360";"0";"2";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"11";"3";"8";"0";"349";"111";"67";"155";"16"
"480a-fd7e-742f-a1ca-0cd5-5855-2f5e-4c70";"240101";"76";"15";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Orla 4, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"800";"863";"267";"533";"0";"1";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"4";"0";"4";"0";"529";"168";"99";"230";"32"
"24d9-1b26-e0c9-a47f-8a13-8a66-7fdd-a823";"240101";"76";"16";"miasto";"stały";"Przedszkole Miejskie nr 10, ul. Kielecka 11, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1940";"2137";"470";"1470";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1470";"0";"0";"1470";"18";"7";"11";"0";"1452";"573";"235";"574";"70"
"bffa-04a7-ce3f-3063-3d46-3b8d-3757-430b";"240101";"76";"17";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Marii Konopnickiej 13, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"1999";"2193";"783";"1216";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1216";"0";"0";"1216";"35";"18";"17";"0";"1181";"389";"256";"492";"44"
"46a3-5da8-1195-1db7-35b1-ea93-6377-c3a3";"240101";"76";"18";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Hugona Kołłątaja 63, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"1600";"1748";"469";"1131";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"6";"3";"3";"0";"1125";"323";"243";"523";"36"
"d849-78fb-d00e-0f87-7d3f-b8ad-3950-6710";"240101";"76";"19";"miasto";"stały";"Filia Ośrodka Kultury, plac Skarbińskich 1, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"2200";"2407";"763";"1437";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1435";"0";"0";"1435";"21";"12";"9";"0";"1414";"438";"307";"586";"83"
"e89e-2bf9-3f4d-0339-86c3-fc7a-37a8-1f44";"240101";"76";"20";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wolności 51, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"600";"675";"79";"521";"0";"9";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"3";"1";"2";"0";"518";"107";"168";"224";"19"
"f0d5-e6b6-bc31-361b-5e89-e710-985e-8d62";"240101";"76";"21";"miasto";"stały";"Szkoła Podstawowa nr 9 Hala Sportowa, ul. Jedności 38, 42-504 Będzin";"m. Będzin";"będziński";"śląskie";"2300";"2551";"712";"1588";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1588";"0";"0";"1588";"24";"5";"19";"0";"1564";"499";"347";"647";"71"
"3975-fa4e-69f2-81c3-7504-0a7f-22ee-814d";"240101";"76";"22";"miasto";"stały";"Przedszkole Miejskie nr 11, ul. Podłosie 10, 42-504 Będzin";"m. Będzin";"będziński";"śląskie";"750";"825";"216";"534";"2";"1";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"2";"1";"1";"0";"532";"157";"102";"238";"35"
"8542-90b2-35d9-3575-ca9c-ac1c-816e-695c";"240101";"76";"23";"miasto";"stały";"Przedszkole Miejskie nr 2, ul. Turniejowa 5, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"2150";"2308";"423";"1727";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1727";"0";"0";"1727";"20";"5";"15";"0";"1707";"467";"446";"732";"62"
"4150-cabd-fbd8-b562-7659-be7c-12e9-1c56";"240101";"76";"24";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wolności 51, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"2100";"2252";"521";"1579";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1579";"0";"0";"1579";"18";"3";"15";"0";"1561";"476";"412";"634";"39"
"1f77-0412-bb38-2397-a8c1-497a-6bf5-168f";"240101";"76";"25";"miasto";"stały";"Szkoła Podstawowa nr 4 Hala Sportowa, ul. Wiesławy Szymborskiej 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"1950";"2159";"686";"1264";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1264";"0";"0";"1264";"23";"23";"0";"0";"1241";"370";"196";"596";"79"
"6a69-137c-4c0b-7dda-6630-e586-110d-90ea";"240101";"76";"26";"miasto";"stały";"GPW S. A. Stacja Uzdatniania Wody Będzin, ul. Siemońska 45, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"690";"753";"146";"544";"0";"0";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"5";"2";"3";"0";"539";"143";"142";"238";"16"
"36e6-6a6f-3114-4253-29d7-6232-34c7-33b5";"240101";"76";"27";"miasto";"stały";"Szkoła Podstawowa nr 4 Hala Sportowa, ul. Wiesławy Szymborskiej 1, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"2100";"2301";"683";"1417";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1417";"0";"0";"1417";"29";"8";"21";"0";"1388";"511";"203";"612";"62"
"dab1-d5bb-2be6-5d9f-ca85-c0dd-46a2-6447";"240101";"76";"28";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Fryderyka Chopina 1, 42-506 Będzin";"m. Będzin";"będziński";"śląskie";"49";"56";"28";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"3";"1";"2";"0";"18";"8";"4";"4";"2"
"0754-5a02-f713-eb5e-3119-43f4-35eb-4889";"240101";"76";"29";"miasto";"zakład leczniczy";"PZZOZ Szpital w Będzinie, ul. Stanisława Małachowskiego 12, 42-500 Będzin";"m. Będzin";"będziński";"śląskie";"67";"74";"39";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"10";"3";"14";"1"
"71be-6536-f171-b91b-87f8-4535-bc15-3f6f";"240102";"76";"1";"miasto";"stały";"Dom Pomocy Społecznej ""Senior"", ul. Szpitalna 5A, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1050";"1178";"321";"729";"0";"5";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"12";"2";"10";"0";"716";"216";"84";"383";"33"
"8d74-d23c-ce61-7e6a-07ba-13ee-2f08-6682";"240102";"76";"2";"miasto";"stały";"Przedszkole nr 11, ul. Kombatantów 2, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1150";"1268";"341";"809";"1";"2";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"13";"9";"4";"0";"796";"269";"108";"393";"26"
"3a3a-f714-8ee7-36a2-7b68-3f3b-c325-e339";"240102";"76";"3";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, ul. 17 Lipca 27, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1150";"1265";"382";"768";"2";"2";"1";"1";"0";"0";"0";"0";"1";"769";"1";"0";"769";"11";"11";"0";"0";"758";"267";"97";"373";"21"
"392f-5caa-f93e-d2e8-3360-3bbd-1acb-8692";"240102";"76";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 6, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1200";"1323";"525";"675";"1";"1";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"11";"7";"4";"0";"664";"234";"77";"317";"36"
"0c66-e7ae-b5d4-e4ac-fc54-9890-3423-f001";"240102";"76";"5";"miasto";"stały";"Przedszkole Nr 7, ul. Waryńskiego 19, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"950";"1054";"372";"578";"0";"1";"1";"1";"0";"0";"0";"0";"1";"579";"1";"0";"579";"10";"4";"6";"0";"569";"182";"75";"283";"29"
"56bd-e501-1a46-87c1-6ec7-6ac0-594f-ad9d";"240102";"76";"6";"miasto";"stały";"Przedszkole nr 4, ul. Miasta Auby 14, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1300";"1447";"394";"906";"0";"0";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"16";"8";"8";"0";"890";"305";"106";"430";"49"
"ceec-25ed-a17e-96ec-d721-5f9b-0e04-5957";"240102";"76";"7";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. 1 Maja 27, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1300";"1346";"304";"996";"0";"5";"0";"0";"0";"0";"0";"0";"0";"997";"0";"1";"996";"13";"6";"7";"0";"983";"250";"109";"585";"39"
"705d-36a2-8cf4-c5d2-3c0b-afee-abba-8c16";"240102";"76";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Reymonta 80, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1400";"1577";"434";"966";"2";"5";"0";"0";"0";"0";"0";"0";"0";"966";"0";"0";"966";"9";"3";"6";"0";"957";"261";"126";"535";"35"
"8b47-00bc-56ad-ce86-6875-03da-e136-665e";"240102";"76";"9";"miasto";"stały";"Przedszkole Nr 9, ul. Niepodległości 8, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1000";"1121";"232";"768";"1";"0";"1";"1";"0";"0";"0";"0";"1";"769";"1";"0";"769";"16";"6";"10";"0";"753";"244";"98";"370";"41"
"dbf9-8aa2-b13e-5123-c987-edcb-62f0-dc0a";"240102";"76";"10";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Staszica 47, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1000";"1116";"217";"783";"0";"2";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"11";"3";"8";"0";"772";"275";"100";"373";"24"
"8a7b-426d-aeb0-b55d-dc6a-eb5d-4a7e-af62";"240102";"76";"11";"miasto";"stały";"Żłobek Miejski, ul. Niepodległości 6, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"910";"1024";"315";"595";"4";"1";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"13";"3";"10";"0";"582";"210";"85";"267";"20"
"83ac-52a0-f4b1-3489-e5f0-c760-857f-089b";"240102";"76";"12";"miasto";"stały";"Muzeum Saturn, ul. Dehnelów 10, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"1000";"1094";"323";"677";"1";"2";"1";"1";"0";"0";"0";"0";"1";"677";"1";"0";"677";"20";"7";"13";"0";"657";"233";"66";"331";"27"
"790d-a87f-96a0-89e5-1cb5-9984-9748-dea9";"240102";"76";"13";"miasto";"stały";"Galeria Sztuki Współczesnej Elektrownia, ul. Dehnelów 45, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"900";"1018";"193";"707";"0";"1";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"17";"4";"13";"0";"690";"231";"86";"343";"30"
"fc30-7b12-2639-8b40-91cf-96c7-b5f9-22ae";"240102";"76";"14";"miasto";"stały";"Galeria Sztuki Współczesnej Elektrownia, ul. Dehnelów 45, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"950";"1053";"252";"698";"0";"0";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"12";"5";"7";"0";"686";"201";"97";"359";"29"
"045e-460a-8d5d-d708-4bf7-080e-b473-c238";"240102";"76";"15";"miasto";"stały";"Przedszkole nr 10, ul. Żeromskiego 19, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"1099";"1240";"329";"770";"0";"2";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"7";"1";"6";"0";"763";"250";"100";"381";"32"
"a9f7-99e7-3d48-b5e1-014e-0ffe-8b99-289d";"240102";"76";"16";"miasto";"stały";"Kopalnia Kultury w Czeladzi, ul. Trznadla 1, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"1150";"1265";"393";"757";"1";"2";"0";"0";"0";"0";"0";"0";"0";"757";"0";"1";"756";"22";"6";"16";"0";"734";"255";"88";"365";"26"
"f436-8167-3c17-5642-51ea-a601-8305-12b7";"240102";"76";"17";"miasto";"stały";"Przedszkole nr 10, ul. Żeromskiego 19, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"1050";"1177";"383";"667";"2";"2";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"19";"2";"17";"0";"648";"204";"90";"312";"42"
"a330-70c2-42ed-c67e-8da1-5183-738f-9036";"240102";"76";"18";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Lwowska 2, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"1300";"1437";"324";"976";"2";"6";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"16";"8";"8";"0";"960";"281";"130";"509";"40"
"c409-dec2-19e9-1a21-e6ad-35d4-69a4-c337";"240102";"76";"19";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Spacerowa 2, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"1000";"1117";"281";"719";"0";"1";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"9";"5";"4";"0";"710";"197";"115";"367";"31"
"99d3-141e-13a0-35c1-fa6d-6974-cc23-b83d";"240102";"76";"20";"miasto";"stały";"Przedszkole nr 5, ul. Krótka 1, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"950";"1069";"202";"748";"0";"1";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"5";"2";"3";"0";"743";"245";"94";"374";"30"
"8467-980e-50d9-4bed-2371-8983-6673-b416";"240102";"76";"21";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Spacerowa 2, 41-253 Czeladź, Piaski";"m. Czeladź";"będziński";"śląskie";"1050";"1141";"307";"743";"1";"1";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"4";"3";"1";"0";"739";"239";"89";"388";"23"
"fe33-5450-fcd3-4962-b72e-a5c2-605f-1171";"240102";"76";"22";"miasto";"zakład leczniczy";"Szpital w Czeladzi, ul. Szpitalna 40, 41-250 Czeladź";"m. Czeladź";"będziński";"śląskie";"300";"227";"248";"52";"0";"1";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"52";"0";"0";"0";"0";"52";"20";"12";"18";"2"
"7e6e-6caa-328e-3a36-7df9-002a-0a21-5564";"240103";"76";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Jana III Sobieskiego 29, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"1250";"1379";"370";"880";"2";"4";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"10";"1";"9";"0";"870";"222";"166";"442";"40"
"8c80-0a47-616a-5238-9f40-d550-993f-4f39";"240103";"76";"2";"miasto";"stały";"Placówka Wsparcia Dziennego „Tlen Wojkowice”, ul. Jana III Sobieskiego 125, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"950";"1035";"438";"512";"2";"1";"1";"1";"0";"0";"0";"0";"1";"513";"1";"0";"513";"13";"4";"9";"0";"500";"168";"83";"227";"22"
"073b-63e3-72aa-9b20-b970-6a5c-1e94-5b91";"240103";"76";"3";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Jana III Sobieskiego 211b, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"1600";"1750";"530";"1070";"4";"4";"1";"1";"0";"0";"0";"0";"1";"1071";"1";"0";"1071";"14";"5";"9";"0";"1057";"348";"149";"527";"33"
"7e01-423e-03cb-b1f3-4f75-d655-20c3-5c2d";"240103";"76";"4";"miasto";"stały";"Urząd Miasta, ul. Jana III Sobieskiego 290a, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"999";"1114";"299";"700";"1";"2";"0";"0";"0";"0";"0";"0";"0";"700";"0";"0";"700";"11";"5";"6";"0";"689";"221";"83";"360";"25"
"9465-7f10-6dc2-ef07-2f54-f6bc-18da-2494";"240103";"76";"5";"miasto";"stały";"Miejski Ośrodek Kultury, ul. Jaworznik 6, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"1700";"1856";"448";"1252";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1252";"0";"0";"1252";"18";"7";"11";"0";"1234";"402";"176";"612";"44"
"4668-9195-c258-6289-d595-05f4-19ec-3988";"240103";"76";"6";"miasto";"zakład karny";"Zakład Karny, ul. Jana III Sobieskiego 298, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"630";"570";"309";"321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"8";"2";"6";"0";"313";"67";"55";"165";"26"
"0dce-fbc3-9bdf-5171-c7fa-9e11-4eaf-4a93";"240103";"76";"7";"miasto";"areszt śledczy";"Zakład Karny Oddział Aresztu Śledczego, ul. Jana III Sobieskiego 298, 42-580 Wojkowice";"m. Wojkowice";"będziński";"śląskie";"400";"396";"186";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"8";"1";"7";"0";"206";"30";"35";"129";"12"
"2783-5670-4a03-002c-6177-a323-aa68-a92b";"240104";"76";"1";"wieś";"stały";"Gminne Centrum Kultury i Sportu, ul. Sienkiewicza 121A, 42-583 Bobrowniki";"gm. Bobrowniki";"będziński";"śląskie";"1250";"1387";"351";"899";"0";"2";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"9";"4";"5";"0";"890";"259";"134";"441";"56"
"0db8-6095-98c6-9cec-88a2-14bd-b96c-5722";"240104";"76";"2";"wieś";"stały";"Przedszkole Publiczne, ul. 1 Maja 73a, 42-583 Bobrowniki";"gm. Bobrowniki";"będziński";"śląskie";"1050";"1159";"392";"658";"1";"0";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"17";"5";"12";"0";"641";"261";"99";"254";"27"
"2673-fd29-d57f-cb82-b987-d804-b59d-933a";"240104";"76";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Kościuszki 32, 42-584 Dobieszowice";"gm. Bobrowniki";"będziński";"śląskie";"1400";"1558";"443";"957";"5";"5";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"5";"0";"5";"0";"952";"357";"156";"398";"41"
"84a7-77d7-9162-9749-0233-61a0-787b-f4d9";"240104";"76";"4";"wieś";"stały";"Remiza OSP, Myszkowice ul. Strażacka 1, 42-595 Sączów";"gm. Bobrowniki";"będziński";"śląskie";"350";"384";"97";"253";"0";"1";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"8";"1";"7";"0";"245";"120";"44";"75";"6"
"786e-a5e7-1536-620a-0ca0-e3cf-3888-1eea";"240104";"76";"5";"wieś";"stały";"Remiza OSP, ul. Kościuszki 69, 42-582 Rogoźnik";"gm. Bobrowniki";"będziński";"śląskie";"1149";"1280";"293";"856";"0";"8";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"15";"3";"12";"0";"841";"269";"125";"420";"27"
"dcce-7981-1dc5-fe25-d344-3328-1faf-5825";"240104";"76";"6";"wieś";"stały";"Przedszkole Publiczne, ul. Zacisze 1, 42-582 Rogoźnik";"gm. Bobrowniki";"będziński";"śląskie";"1100";"1187";"298";"802";"0";"1";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"15";"3";"12";"0";"786";"259";"106";"385";"36"
"cfae-05ad-a5c5-1b25-595e-5eba-134e-bb30";"240104";"76";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 5, 42-595 Sączów";"gm. Bobrowniki";"będziński";"śląskie";"1050";"1120";"349";"701";"2";"1";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"11";"2";"9";"0";"690";"287";"130";"249";"24"
"df87-65e0-0904-34f3-c3e9-ee77-1cc8-e397";"240104";"76";"8";"wieś";"stały";"Szkoła Podstawowa w Siemoni, Siemonia ul. Kościuszki 71, 42-595 Sączów";"gm. Bobrowniki";"będziński";"śląskie";"720";"795";"198";"522";"0";"0";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"8";"2";"6";"0";"514";"198";"73";"218";"25"
"f759-6094-32f5-7f90-cbc7-9386-47b5-5324";"240104";"76";"9";"wieś";"stały";"Remiza OSP, Twardowice ul. Wolności 30, 42-595 Sączów";"gm. Bobrowniki";"będziński";"śląskie";"320";"353";"103";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"4";"0";"4";"0";"213";"88";"41";"72";"12"
