"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Antoni MĘŻYDŁO";"Zbigniew RASIELEWSKI"
"43d5-4a48-21c9-9d87-7867-fb45-72dd-d49f";"046301";"11";"80";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Łąkowa 13, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"830";"921";"167";"663";"0";"4";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"21";"7";"14";"0";"642";"403";"239"
"1033-589c-e42a-aa74-2b8c-c025-f63b-6a69";"046301";"11";"81";"miasto";"stały";"Przedszkole Miejskie Nr 7, ul. Łąkowa 44, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1418";"1570";"341";"1077";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"33";"5";"28";"0";"1044";"637";"407"
"f5f9-76ff-5853-0703-0d60-c445-b7a6-479f";"046301";"11";"82";"miasto";"stały";"Przedszkole Miejskie nr 15, ul. Bażyńskich 22, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"661";"747";"261";"400";"1";"2";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"10";"1";"9";"0";"389";"222";"167"
"b3f5-3b71-3fe4-8d6f-9d70-6c83-e2d2-e912";"046301";"11";"83";"miasto";"stały";"VI Liceum Ogólnokształcące (były Zespół Szkół Nr 1), ul. Wojska Polskiego 47a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"952";"1078";"241";"711";"3";"13";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"20";"8";"12";"0";"684";"400";"284"
"65af-69c0-1924-c7fc-0e66-2306-5b60-f8a2";"046301";"11";"84";"miasto";"stały";"VI Liceum Ogólnokształcące (były Zespół Szkół Nr 1), ul. Wojska Polskiego 47a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1220";"1320";"300";"920";"1";"3";"1";"1";"0";"0";"0";"0";"1";"919";"1";"0";"919";"31";"5";"26";"0";"888";"573";"315"
"932a-b3bd-435f-baee-7567-48ba-354a-1b93";"046301";"11";"85";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Bażyńskich 30/36, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1119";"1226";"316";"803";"2";"15";"2";"2";"0";"0";"0";"0";"2";"804";"2";"0";"804";"28";"10";"18";"0";"776";"478";"298"
"0854-6177-b666-55ac-b3e6-2379-2386-ff63";"046301";"11";"86";"miasto";"stały";"Przedszkole Miejskie Nr 15, ul. Bażyńskich 22, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"801";"867";"259";"542";"2";"4";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"15";"5";"10";"0";"527";"322";"205"
"e4ce-17ee-0ef4-1038-bae8-6d1d-835c-bfec";"046301";"11";"87";"miasto";"stały";"Przedszkole Miejskie Nr 16, ul. Mjr. Sucharskiego 2, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"690";"759";"169";"521";"0";"6";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"23";"5";"18";"0";"498";"311";"187"
"1f02-8609-25d7-45fb-f200-5db3-eef5-896b";"046301";"11";"88";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Targowa 17, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1631";"1846";"333";"1298";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1283";"0";"5";"1278";"39";"15";"24";"0";"1239";"898";"341"
"06a4-9446-c360-09a2-d863-f74a-5888-fef8";"046301";"11";"89";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Targowa 17, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1429";"1635";"419";"1010";"1";"38";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"8";"1008";"33";"17";"16";"0";"975";"715";"260"
"cd11-888c-9c4c-a658-2a14-d0c3-fe7b-46d7";"046301";"11";"90";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Technicznych nr 13, ul. Targowa 36/38, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1089";"1219";"206";"883";"0";"8";"1";"1";"0";"0";"0";"0";"1";"884";"1";"0";"884";"26";"7";"19";"0";"858";"602";"256"
"1463-f3b5-42f8-5801-53ba-27cb-ae6c-301d";"046301";"11";"91";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Technicznych nr 13, ul. Targowa 36/38, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1288";"1393";"504";"784";"0";"3";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"22";"11";"11";"0";"762";"455";"307"
"a17d-f7ff-7609-bf0c-fe2b-4578-0f0c-4040";"046301";"11";"92";"miasto";"stały";"Przedszkole Miejskie nr 3, ul. Skłodowskiej-Curie 43/45, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"352";"386";"176";"176";"0";"1";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"8";"1";"7";"0";"168";"98";"70"
"cf6d-8aaa-8874-ae98-4e59-a031-58b2-1d06";"046301";"11";"93";"miasto";"stały";"Szkoła Podstawowa Nr 23, ul. Osikowa 11, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1730";"1946";"324";"1406";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1406";"0";"0";"1406";"47";"33";"14";"0";"1359";"965";"394"
"9cf8-f43b-7c5d-0300-e42a-6447-7105-e71a";"046301";"11";"94";"miasto";"stały";"Warsztaty Terapii Zajęciowej ""Bratanki"", ul. Rydygiera 23, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1301";"1444";"303";"998";"0";"2";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"33";"4";"29";"0";"965";"580";"385"
"0cad-e9f9-df22-580b-ce84-2058-2b83-2e42";"046301";"11";"95";"miasto";"stały";"IX Liceum Ogólnokształcące, ul. Rydygiera 12a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1149";"1295";"309";"840";"0";"4";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"23";"4";"19";"0";"817";"534";"283"
"9114-99ff-1307-ec03-31df-7dd6-b499-634a";"046301";"11";"96";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Łyskowskiego 28, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1420";"1582";"371";"1049";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"46";"12";"34";"0";"1003";"603";"400"
"ae98-1d5b-7cdd-57a5-d05f-fa4d-f309-7226";"046301";"11";"97";"miasto";"stały";"Przedszkole ""Jaś i Małgosia"", ul. Donimirskiego 4, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"798";"716";"268";"530";"1";"3";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"16";"4";"12";"0";"514";"312";"202"
"e002-f6a2-f794-58e7-2d7f-5055-7116-af7a";"046301";"11";"98";"miasto";"stały";"Ośrodek Rehabilitacji Dziennej, ul. Łyskowskiego 15, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1287";"1429";"289";"998";"1";"3";"1";"1";"0";"0";"0";"0";"1";"999";"1";"0";"999";"28";"5";"23";"0";"971";"580";"391"
"66b2-dbec-d8b6-6f6b-7859-a632-f4b5-1094";"046301";"11";"99";"miasto";"stały";"IX Liceum Ogólnokształcące, ul. Rydygiera 12a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"959";"1055";"217";"742";"1";"4";"0";"0";"0";"0";"0";"0";"0";"742";"0";"0";"742";"21";"1";"20";"0";"721";"422";"299"
"7f24-a54f-2e11-2836-699e-dbce-0267-4010";"046301";"11";"100";"miasto";"stały";"IX Liceum Ogólnokształcące, ul. Rydygiera 12a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1139";"1237";"315";"824";"0";"1";"1";"1";"0";"0";"0";"0";"1";"825";"1";"0";"825";"19";"7";"12";"0";"806";"510";"296"
"c26f-c9d1-bf89-7ba4-8c54-c51c-c8ed-9e72";"046301";"11";"101";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Łyskowskiego 28, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"641";"696";"132";"509";"0";"2";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"9";"3";"6";"0";"500";"348";"152"
"770f-a191-1248-1087-25c1-b5b9-2c1c-166d";"046301";"11";"102";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Łyskowskiego 28, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1181";"1309";"275";"906";"1";"5";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"23";"7";"16";"0";"883";"524";"359"
"54de-c17f-a700-45dc-0124-142c-1756-2988";"046301";"11";"103";"miasto";"stały";"Szkoła Podstawowa Nr 16, ul. Dziewulskiego 2, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1071";"1164";"307";"764";"2";"2";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"21";"7";"14";"0";"743";"391";"352"
"5af4-dd33-e53b-dc15-8323-9379-0a20-203e";"046301";"11";"104";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Dziewulskiego 2, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1099";"1207";"264";"835";"1";"2";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"23";"2";"21";"0";"812";"506";"306"
"9e37-832b-7b73-2c83-53ff-6658-21ae-a844";"046301";"11";"105";"miasto";"stały";"Szkoła Podstawowa Nr 16, ul. Dziewulskiego 2, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1689";"1838";"427";"1262";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1260";"0";"0";"1260";"38";"10";"28";"0";"1222";"754";"468"
"be23-72b7-b0f9-84b8-8911-9ec0-2463-1c8c";"046301";"11";"106";"miasto";"stały";"Klub ""Jantar"", ul. Dziewulskiego 12, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1160";"1282";"440";"720";"0";"7";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"28";"5";"23";"0";"692";"368";"324"
"7b0b-b1bf-3642-b699-1b07-dcc6-672d-c101";"046301";"11";"107";"miasto";"stały";"Przedszkole Miejskie Nr 11, ul. Niesiołowskiego 4, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1120";"1241";"312";"808";"0";"2";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"24";"4";"20";"0";"784";"452";"332"
"4b4f-13d3-953d-1e26-cc1b-e866-4496-b8dc";"046301";"11";"108";"miasto";"stały";"Społeczna Szkoła Podstawowa im. J. Słowackiego, ul. Dziewulskiego 24a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1040";"1130";"284";"756";"0";"5";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"29";"4";"25";"0";"727";"419";"308"
"9894-9ed5-0c3d-1755-3c1e-bcfa-67f2-e870";"046301";"11";"109";"miasto";"stały";"PGE S. A., ul. Ceramiczna 6, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1140";"1260";"418";"722";"2";"2";"1";"1";"0";"0";"0";"0";"1";"723";"1";"5";"718";"35";"15";"20";"0";"683";"364";"319"
"a998-ec7f-d99b-af92-27b6-af06-b406-2d87";"046301";"11";"110";"miasto";"stały";"CEG-TOR, ul. Olsztyńska 117, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1842";"2059";"647";"1195";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1195";"0";"0";"1195";"41";"13";"28";"0";"1154";"713";"441"
"6ece-8c9b-cb52-c8e9-f0a1-4204-e9e2-ba79";"046301";"11";"111";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Krynicka 8, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"990";"1114";"214";"776";"0";"4";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"30";"16";"14";"0";"746";"486";"260"
"721c-a6fe-8671-c770-f944-5693-b07e-6306";"046301";"11";"112";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Krynicka 8, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1270";"1413";"305";"965";"1";"2";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"23";"2";"21";"0";"930";"562";"368"
"91c7-4e02-d0a8-01a4-20e1-2d9e-f93e-d4f7";"046301";"11";"113";"miasto";"areszt śledczy";"Zakład Karny w Inowrocławiu Oddział Zewnętrzny w Toruniu, ul. Piekary 53, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"151";"142";"73";"78";"0";"1";"0";"0";"0";"0";"0";"0";"0";"78";"0";"0";"78";"4";"0";"4";"0";"74";"59";"15"
"40e4-ba6d-0638-91a1-2491-4705-9c86-dc17";"046301";"11";"114";"miasto";"zakład leczniczy";"Specjalistyczny Szpital Miejski im. M. Kopernika, ul. Batorego 17/19, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"232";"191";"146";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86";"0";"0";"86";"3";"1";"2";"0";"83";"51";"32"
"5b71-fdf2-40ca-f335-383f-5921-21ca-3aec";"046301";"11";"115";"miasto";"zakład leczniczy";"Wojewódzki Szpital Zespolony-Szpital Wielospecjalistyczny, ul. Św. Józefa 53 - 59, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"406";"270";"266";"140";"0";"2";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"10";"3";"7";"0";"130";"73";"57"
"f147-4f75-bc58-c920-f448-3a21-f181-2b28";"046301";"11";"116";"miasto";"zakład leczniczy";"Wojewódzki Szpital Zespolony-Szpital Obserwacyjno-Zakaźny, ul. Krasińskiego 4/4a, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"101";"43";"58";"43";"0";"1";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"1";"0";"1";"0";"42";"20";"22"
"8601-1326-5ff0-2ce0-ad1d-d5f5-0d7c-51cf";"046301";"11";"117";"miasto";"zakład leczniczy";"Wojewódzki Szpital Zespolony-Szpital Psychiatryczny, ul. Mickiewicza 24/26, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"75";"50";"57";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"1";"0";"1";"0";"17";"7";"10"
"8d4d-28e5-f007-8daa-94fd-afe3-6781-f1af";"046301";"11";"118";"miasto";"zakład leczniczy";"Wojewódzki Szpital Zespolony-Szpital Psychiatryczny, ul. Skłodowskiej-Curie 27/29, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"79";"63";"66";"13";"0";"1";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"4";"9"
"f1b7-354f-6219-60ce-93a6-544a-1d0b-e6d9";"046301";"11";"119";"miasto";"zakład leczniczy";"Wojewódzki Szpital Zespolony-Szpital Specjalistyczny dla Dzieci i Dorosłych, ul. Konstytucji 3 Maja 42, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"52";"29";"28";"24";"0";"2";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"0";"0";"0";"0";"24";"16";"8"
"6afb-422a-eab9-c05e-50ee-0b14-548e-e40b";"046301";"11";"120";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Szosa Chełmińska 220, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"174";"148";"100";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"6";"0";"6";"0";"68";"28";"40"
"d54c-1a38-bb91-9a16-2da4-ec1e-183a-f47e";"046301";"11";"121";"miasto";"dom pomocy społecznej";"Zakład Pielęgnacyjno-Opiekuńczy, ul. Ligi Polskiej 8, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"112";"35";"100";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"2";"0";"2";"0";"10";"6";"4"
"073e-871c-1608-ecd3-ecf9-b41e-f7c0-fca8";"046301";"11";"122";"miasto";"zakład leczniczy";"Wojewódzki Ośrodek Terapii Uzależnień i Współuzależnienia – Oddział Odwykowy Całodobowy, ul. Włocławska 233, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"53";"52";"11";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"1";"0";"1";"0";"41";"22";"19"
"b051-960b-0391-76bb-4be4-f555-eedb-68e3";"046301";"11";"123";"miasto";"zakład leczniczy";"Wojewódzki Ośrodek Terapii Uzależnień i Współuzależnienia-Ośrodek Terapii Odwykowej Uzależnień, ul. Tramwajowa 2/4, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"50";"42";"14";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"5";"1";"4";"0";"31";"18";"13"
"9f6f-d516-18f5-13a4-a634-992e-e0c6-8bac";"046301";"11";"124";"miasto";"dom studencki";"Dom Studencki nr 2 UMK, ul. Mickiewicza 6/8, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"800";"154";"664";"136";"0";"20";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"6";"1";"5";"0";"130";"106";"24"
"7f12-d951-5b30-caca-d8da-587d-1a00-b4f3";"046301";"11";"125";"miasto";"dom studencki";"Dom Studencki nr 9 UMK, ul. Gagarina 21, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1479";"177";"1316";"163";"0";"17";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"11";"5";"6";"0";"152";"119";"33"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
