"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Beniamin Wincenty GODYLA";"Roman Jacek KOLEK";"Bogdan Stanisław TOMASZEK"
"5217-6c61-8b50-b2e7-36da-2493-ae97-1734";"161105";"53";"1";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Powstańców Śląskich 3, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1061";"1142";"439";"622";"0";"0";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"15";"2";"13";"0";"607";"293";"130";"184"
"e74d-4adc-ac89-2732-4798-9d65-744d-779f";"161105";"53";"2";"miasto";"stały";"Strzelecki Ośrodek Kultury, Plac Stefana Żeromskiego 7, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"840";"908";"367";"473";"0";"2";"1";"1";"0";"0";"0";"0";"1";"474";"1";"0";"474";"16";"7";"9";"0";"458";"215";"99";"144"
"3a82-d288-e4c6-bbdc-ddec-dcc2-91ce-dabd";"161105";"53";"3";"miasto";"stały";"Gminny Zarząd Mienia Komunalnego w Strzelcach Opolskich, ul. Zamkowa 4, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"419";"452";"195";"224";"1";"2";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"9";"2";"7";"0";"214";"74";"53";"87"
"5b6e-285d-7b37-f2f2-8914-08f9-8593-4e33";"161105";"53";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Kozielska 34, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"610";"683";"261";"349";"0";"4";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"5";"1";"4";"0";"344";"117";"133";"94"
"0bbc-31a4-8953-51a4-cae0-71ad-49b7-5c2a";"161105";"53";"5";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Krakowska 38, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1021";"1100";"366";"655";"0";"5";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"11";"1";"10";"0";"644";"314";"133";"197"
"87c3-3792-9b93-c173-c6e4-e48e-fd6e-666a";"161105";"53";"6";"miasto";"stały";"Państwowa Szkoła Muzyczna I-go stopnia, ul. Jana Matejki 1, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"389";"422";"236";"153";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"4";"1";"3";"0";"149";"51";"44";"54"
"7561-f9fd-6ace-5916-391c-061c-c7cb-476d";"161105";"53";"7";"wieś";"stały";"Świetlica Wiejska, Szczepanek ul. Strzelecka 101, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"539";"596";"195";"344";"1";"2";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"3";"0";"3";"0";"341";"122";"161";"58"
"14f6-33cd-73fe-b54e-efac-36e9-709c-6185";"161105";"53";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Wawrzyńca Świerzego 3, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"802";"871";"380";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"11";"0";"11";"0";"411";"161";"149";"101"
"96a4-344c-f03c-9f82-ac42-c311-95ba-4e6a";"161105";"53";"9";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Marka Prawego 21, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"991";"1075";"360";"631";"1";"2";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"19";"4";"15";"0";"612";"312";"134";"166"
"ab3c-6a3d-6e6e-b445-664c-e697-8e13-2999";"161105";"53";"10";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4, sala lekcyjna nr 2, ul. Sosnowa 3, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1139";"1225";"453";"686";"0";"5";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"15";"6";"9";"0";"671";"310";"175";"186"
"a3e2-993f-9a65-faa7-1054-244c-8d0a-6920";"161105";"53";"11";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4, sala lekcyjna nr 3, ul. Sosnowa 3, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"980";"1063";"485";"495";"0";"6";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"9";"1";"8";"0";"486";"232";"115";"139"
"5ff5-4b23-b0ec-20a6-7653-eb41-9b77-dd68";"161105";"53";"12";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 7, ul. Kardynała Stefana Wyszyńskiego 2, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1110";"1180";"355";"755";"0";"8";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"9";"4";"5";"0";"746";"378";"158";"210"
"620c-cecf-bf1f-9b07-f24b-38cc-d5fa-7e80";"161105";"53";"13";"miasto";"stały";"Przedszkole Publiczne Nr 8, ul. Kardynała Stefana Wyszyńskiego 6, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1098";"1187";"521";"577";"1";"1";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"14";"2";"12";"0";"563";"272";"77";"214"
"d64c-4f90-a877-dd14-0078-7f80-1201-ba3b";"161105";"53";"14";"miasto";"stały";"Żłobek, ul. Kardynała Stefana Wyszyńskiego 14, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1038";"1116";"353";"685";"1";"6";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"14";"1";"13";"0";"671";"354";"117";"200"
"303e-0d27-d311-5a6b-111e-74e4-f741-c7f0";"161105";"53";"15";"miasto";"stały";"Przedszkole Publiczne Nr 9, ul. Kardynała Stefana Wyszyńskiego 12, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"997";"1076";"352";"645";"0";"0";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"18";"2";"16";"0";"627";"276";"138";"213"
"b0c3-94bf-5960-03d6-2a49-8e52-4be6-cb26";"161105";"53";"16";"wieś";"stały";"Zespół Placówek Oświatowych w Dziewkowicach, Przedszkole Publiczne, Dziewkowice ul. Strzelecka 1, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1041";"1140";"472";"569";"0";"2";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"8";"1";"7";"0";"561";"113";"280";"168"
"ed5f-de75-6911-53d8-0b09-d7de-16d9-3c41";"161105";"53";"17";"wieś";"stały";"Zespół Placówek Oświatowych w Błotnicy Strzeleckiej, Przedszkole Publiczne, Warmątowice ul. Błotnicka 6, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"509";"560";"266";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"2";"1";"1";"0";"241";"62";"127";"52"
"9e01-cf31-f00a-5412-ca76-c439-1376-b074";"161105";"53";"18";"wieś";"stały";"Zespół Placówek Oświatowych w Błotnicy Strzeleckiej, Publiczna Szkoła Podstawowa, Błotnica Strzelecka ul. Toszecka 19, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"832";"961";"420";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"7";"1";"6";"0";"405";"83";"177";"145"
"19e3-678b-218c-75ed-678f-6642-f6fe-83f0";"161105";"53";"19";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Grodzisko ul. Główna 35, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"510";"555";"275";"235";"0";"1";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"6";"0";"6";"0";"229";"24";"141";"64"
"c9e6-7337-eac2-8c05-7f03-ec09-ca58-9120";"161105";"53";"20";"wieś";"stały";"Zespół Placówek Oświatowych w Kadłubie, Przedszkole Publiczne, Osiek ul. Strzelecka 1, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"300";"331";"160";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"2";"1";"1";"0";"138";"9";"95";"34"
"7584-d143-6667-1e5f-c81f-0080-1ee8-b97e";"161105";"53";"21";"wieś";"stały";"Zespół Placówek Oświatowych Publiczna Szkoła Podstawowa, Kalinowice ul. Szkolna 1, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"701";"766";"373";"328";"0";"1";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"11";"3";"8";"0";"317";"98";"118";"101"
"7e06-39d3-5e44-6c95-6b7e-3a60-bc4a-85b6";"161105";"53";"22";"wieś";"stały";"Publiczna Szkoła Podstawowa, Szymiszów ul. Wolności 1, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"550";"596";"287";"263";"0";"0";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"2";"1";"1";"0";"260";"99";"94";"67"
"907d-324b-e039-85f0-cdda-9124-4615-1aba";"161105";"53";"23";"wieś";"stały";"Świetlica Wiejska, Rożniątów ul. Wolności 28, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"651";"713";"355";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"8";"0";"8";"0";"288";"87";"110";"91"
"7fdd-0321-32d3-86ad-32ac-4041-842d-b166";"161105";"53";"24";"wieś";"stały";"Zespół Placówek Oświatowych w Suchej, Publiczna Szkoła Podstawowa, Sucha ul. Kościelna 40, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"500";"551";"240";"260";"1";"0";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"7";"0";"7";"0";"253";"48";"147";"58"
"61b9-bfbb-0122-ac57-645a-ddcd-4998-5037";"161105";"53";"25";"wieś";"stały";"Publiczna Szkoła Podstawowa, Szymiszów ul. Szkolna 2, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"720";"786";"372";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"6";"0";"6";"0";"342";"110";"134";"98"
"57d9-4091-8be0-90c6-bee4-22c3-60b5-c6c4";"161105";"53";"26";"wieś";"stały";"Zespół Placówek Oświatowych w Rozmierce, Publiczna Szkoła Podstawowa, Rozmierka ul. Szkolna 3, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"800";"871";"457";"343";"0";"1";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"8";"0";"8";"0";"335";"49";"179";"107"
"3371-335c-5bf5-0fbd-50a8-8443-797b-4ae3";"161105";"53";"27";"wieś";"stały";"Świetlica Wiejska, Rozmierz ul. Wyzwolenia 10, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"339";"367";"172";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"4";"0";"4";"0";"163";"31";"101";"31"
"417e-1d0d-360b-416d-b346-76c7-854e-b2a0";"161105";"53";"28";"wieś";"stały";"Zespół Placówek Oświatowych, Publiczna Szkoła Podstawowa, Kadłub ul. Powstańców Śląskich 26, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"1088";"1203";"640";"448";"0";"2";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"12";"1";"11";"0";"436";"65";"247";"124"
"b320-090b-6103-f803-2e14-a644-2c23-a53e";"161105";"53";"29";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Strzelcach Opolskich, ul. Strażacka 8, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"51";"51";"14";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"37";"3";"0";"3";"0";"34";"3";"19";"12"
"b269-18aa-12ba-16e8-1404-d9a1-daa0-2e0d";"161105";"53";"30";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Strzelcach Opolskich Filia w Szymiszowie, Szymiszów ul. Strzelecka 2, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"85";"110";"45";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"6";"1";"5";"0";"34";"11";"12";"11"
"4efa-e85d-c5da-eb88-57c1-5b8d-fe0d-f3fd";"161105";"53";"31";"miasto";"zakład leczniczy";"Szpital Powiatowy w Strzelcach Opolskich, ul. Opolska 36 A, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"80";"93";"64";"16";"0";"5";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"6";"7";"3"
"8ffa-2546-2cac-8698-dd3b-1122-9d9d-83cc";"161105";"53";"32";"miasto";"zakład karny";"Zakład Karny Nr 1 w Strzelcach Opolskich, ul. Karola Miarki 1, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"699";"658";"379";"320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"14";"2";"12";"0";"306";"202";"39";"65"
"a563-5f55-4c7d-9f7e-a4df-199c-8ac4-dcb6";"161105";"53";"33";"miasto";"zakład karny";"Zakład Karny Nr 2 w Strzelcach Opolskich, ul. Klonowa 3, 47-100 Strzelce Opolskie";"gm. Strzelce Opolskie";"strzelecki";"opolskie";"580";"572";"340";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"20";"0";"20";"0";"220";"148";"25";"47"
"1195-18fa-6ce1-1dd8-4bdf-c834-a019-34fc";"161106";"53";"1";"miasto";"stały";"Sala Posiedzeń Urzędu Miejskiego, ul. Sławięcicka 19, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"1248";"1371";"517";"731";"1";"1";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"15";"6";"9";"0";"716";"213";"230";"273"
"c6c6-7e7a-f136-7f7c-0daa-5743-91e6-7577";"161106";"53";"2";"wieś";"stały";"Szkoła Podstawowa, Olszowa ul. Szkolna 7, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"350";"376";"199";"151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"2";"0";"2";"0";"149";"36";"67";"46"
"1ae6-13e5-d3dd-77cd-66fa-be2e-bcbf-3dba";"161106";"53";"3";"wieś";"stały";"Szkoła Podstawowa, Jaryszów ul. Stawowa 1, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"780";"858";"369";"411";"1";"0";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"11";"1";"10";"0";"399";"62";"231";"106"
"56f3-7408-64a1-75c0-db36-80cd-c21c-7cdb";"161106";"53";"4";"wieś";"stały";"Świetlica Wiejska, Zimna Wódka ul. Ujazdowska 6, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"661";"716";"386";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"1";"1";"0";"0";"274";"33";"142";"99"
"07d6-fed0-e354-b3d6-71f8-2d03-191c-5ed7";"161106";"53";"5";"wieś";"stały";"Świetlica Wiejska, Sieroniowice ul. Strzelecka 29, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"670";"733";"368";"302";"0";"0";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"4";"1";"3";"0";"298";"59";"145";"94"
"a275-6f80-74ec-593d-3b30-473a-39a6-9c15";"161106";"53";"6";"wieś";"stały";"Budynek po Szkole Podstawowej, Stary Ujazd ul. Szkolna 3, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"460";"504";"232";"228";"0";"2";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"9";"8";"1";"0";"219";"43";"104";"72"
"47c1-e8cd-3f8e-0cb6-b058-767a-52b1-09a6";"161106";"53";"7";"wieś";"stały";"Budynek Kulturalno-Oświatowy, Niezdrowice ul. Wiejska 34, 47-143 Ujazd";"gm. Ujazd";"strzelecki";"opolskie";"439";"483";"212";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"9";"1";"8";"0";"218";"60";"73";"85"
"716a-b1e3-edf4-f500-7464-4759-26b4-e1cb";"161107";"53";"1";"miasto";"stały";"Kinoteatr, Plac Hutnika 1, 47-120 Zawadzkie";"gm. Zawadzkie";"strzelecki";"opolskie";"1536";"1702";"884";"652";"0";"3";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"4";"0";"4";"0";"648";"178";"188";"282"
"2c0b-0d49-06ab-25e4-01d1-4ff7-1a21-b7e3";"161107";"53";"2";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Dębowa 11, 47-120 Zawadzkie";"gm. Zawadzkie";"strzelecki";"opolskie";"1656";"1825";"842";"814";"3";"3";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"12";"9";"3";"0";"802";"177";"362";"263"
"3927-3b63-1332-447b-30a2-83ab-0b74-00af";"161107";"53";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa w Zawadzkiem, ul. Opolska 47, 47-120 Zawadzkie";"gm. Zawadzkie";"strzelecki";"opolskie";"2097";"2268";"1001";"1096";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1096";"0";"0";"1096";"26";"10";"16";"0";"1070";"341";"347";"382"
"6581-69cf-8e1a-e620-7d94-0b29-396d-8118";"161107";"53";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Żędowice ul. Strzelecka 35A, 47-120 Zawadzkie";"gm. Zawadzkie";"strzelecki";"opolskie";"1763";"1929";"927";"836";"0";"2";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"12";"1";"11";"0";"824";"120";"370";"334"
"57eb-62a1-55db-9c69-13e8-e63b-0da9-ae19";"161107";"53";"5";"wieś";"stały";"Zabytkowa Chata, ul. Dobrego Pasterza 35, 47-126 Kielcza";"gm. Zawadzkie";"strzelecki";"opolskie";"1374";"1530";"667";"707";"0";"2";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"24";"5";"19";"0";"683";"124";"227";"332"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
