"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marcin BEŁBOT";"Sławomir Piotr RYBICKI";"Józef Franciszek WÓJCIK"
"c5f1-23b1-a58f-b5db-2787-52cc-741b-788d";"226201";"64";"1";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Chylońska 227, 81-007 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1404";"1532";"311";"1093";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1093";"0";"0";"1093";"9";"1";"8";"0";"1084";"393";"580";"111"
"068a-7006-1c92-f4e1-08bb-dd08-f198-0a52";"226201";"64";"2";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Chylońska 227, 81-007 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1397";"1546";"262";"1135";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"0";"1135";"14";"4";"10";"0";"1121";"349";"647";"125"
"73ed-19eb-a0a0-c690-43c6-c8b7-10d4-5a51";"226201";"64";"3";"miasto";"stały";"Szkoła Podstawowa nr 31, Chylońska 227, 81-007 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1395";"1526";"286";"1109";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"0";"1106";"16";"5";"11";"0";"1090";"355";"628";"107"
"42c2-0035-9622-a427-8bc7-b3b9-d93a-9295";"226201";"64";"4";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Chylońska 227, 81-007 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1249";"1365";"355";"894";"1";"7";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"16";"7";"9";"0";"878";"329";"468";"81"
"92e6-bffa-550a-8002-d9c3-2334-223f-0d87";"226201";"64";"5";"miasto";"stały";"Szkoła Podstawowa nr 40 (d. Gimnazjum nr 3), ul. Gospodarska 1, 81-068 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1654";"1774";"428";"1226";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"20";"0";"20";"0";"1206";"390";"684";"132"
"c64e-4250-b5b2-b7d0-f6c1-d3e6-3b12-9d3b";"226201";"64";"6";"miasto";"stały";"Przedszkole nr 32, ul. Kcyńska 6, 81-005 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1754";"1879";"372";"1382";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1382";"0";"0";"1382";"28";"9";"19";"0";"1354";"369";"835";"150"
"8f8f-48c2-4f69-b766-5f46-e06a-df28-357e";"226201";"64";"7";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Chabrowa 43, 81-079 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2057";"2209";"443";"1614";"2";"18";"0";"0";"0";"0";"0";"0";"0";"1614";"0";"0";"1614";"17";"5";"12";"0";"1597";"509";"928";"160"
"2b40-9f45-98f7-6fa3-bd2e-d3fc-cb4d-dd68";"226201";"64";"8";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Chabrowa 43, 81-079 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1357";"1433";"296";"1061";"1";"4";"1";"1";"0";"1";"0";"0";"0";"1061";"0";"0";"1061";"18";"7";"11";"0";"1043";"308";"641";"94"
"610b-c0e9-aea9-afdd-6d99-47d4-8e9c-00e5";"226201";"64";"9";"miasto";"stały";"Przedszkole nr 46, ul. Pusta 9, 81-078 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1601";"1739";"300";"1301";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1302";"1";"0";"1302";"23";"8";"15";"0";"1279";"411";"707";"161"
"e112-838a-5d44-a187-67b5-a353-24ca-80dc";"226201";"64";"10";"miasto";"stały";"Przedszkole nr 21, ul. Demptowska 42, 81-094 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1152";"1202";"290";"862";"1";"5";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"11";"2";"9";"0";"851";"263";"512";"76"
"b62b-16a9-203f-892a-e6d2-934d-0c01-1f98";"226201";"64";"11";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego nr 3, ul. Raduńska 21, 81-057 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1556";"1661";"412";"1144";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1144";"0";"0";"1144";"14";"4";"10";"0";"1130";"366";"644";"120"
"a408-011f-76f3-66d8-cf1d-b776-ae02-16af";"226201";"64";"12";"miasto";"stały";"Szkoła Podstawowa nr 40, ul. Rozewska 33, 81-055 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1707";"1894";"379";"1328";"1";"10";"1";"1";"0";"0";"0";"0";"1";"1329";"1";"0";"1329";"15";"1";"14";"0";"1314";"436";"741";"137"
"34ad-b103-26cd-f8bc-2753-3332-9f02-dbe9";"226201";"64";"13";"miasto";"stały";"Szkoła Podstawowa nr 40, ul. Rozewska 33, 81-055 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1594";"1758";"328";"1266";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1266";"0";"0";"1266";"31";"4";"27";"0";"1235";"397";"703";"135"
"3bed-d572-ae8a-254a-3606-9477-3933-d3a2";"226201";"64";"14";"miasto";"stały";"XIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Wejherowska 55, 81-049 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1296";"1415";"326";"970";"0";"13";"1";"1";"0";"0";"0";"0";"1";"971";"1";"0";"971";"16";"4";"12";"0";"955";"309";"544";"102"
"5640-f408-0b55-eebc-0190-a203-2fe9-4dcf";"226201";"64";"15";"miasto";"stały";"Szkoła Podstawowa nr 40, ul. Gospodarska 1, 81-068 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1594";"1714";"535";"1059";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1059";"0";"0";"1059";"31";"15";"16";"0";"1028";"360";"549";"119"
"81d7-9b0d-fbf5-858e-9a59-1bca-3e47-acc5";"226201";"64";"16";"miasto";"stały";"Zespół Placówek Specjalistycznych, ul. Wejherowska 65, 81-049 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1594";"1771";"375";"1219";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1210";"0";"0";"1210";"25";"8";"17";"0";"1185";"384";"660";"141"
"1e1a-3058-e061-c3f5-c686-cc2c-e3c6-03be";"226201";"64";"17";"miasto";"stały";"Przedszkole nr 27, ul. Wiejska 30, 81-058 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1795";"1976";"447";"1348";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"29";"4";"25";"0";"1319";"461";"731";"127"
"623f-4fd2-f051-e7e7-cef8-5502-6abb-1eec";"226201";"64";"18";"miasto";"stały";"XIV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Wejherowska 55, 81-049 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1150";"1280";"318";"832";"4";"3";"1";"1";"0";"0";"0";"0";"1";"832";"1";"0";"832";"11";"4";"7";"0";"821";"280";"446";"95"
"f953-7f04-1748-a8d1-dd03-ae66-ee20-3ccc";"226201";"64";"19";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Morska 192, 81-222 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1447";"1584";"400";"1047";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"17";"3";"14";"0";"1030";"369";"546";"115"
"1932-182d-63a5-cba6-e273-aeac-ad4e-61a8";"226201";"64";"20";"miasto";"stały";"Zespół Szkół Ekologiczno-Transportowych (d. IV LO), ul. Morska 186, 81-225 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1699";"1837";"619";"1080";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"25";"7";"18";"0";"1055";"360";"579";"116"
"bfba-fd44-1f8e-ccc1-4f65-7a47-eb15-4a97";"226201";"64";"21";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Morska 192, 81-222 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1556";"1672";"608";"948";"0";"4";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"25";"9";"16";"0";"923";"330";"481";"112"
"61c0-df6b-d87c-cbfa-56e6-a0c2-f0bb-24a0";"226201";"64";"22";"miasto";"stały";"Zespół Szkół Ekologiczno-Transportowych (d. IV LO), ul. Morska 186, 81-225 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1303";"1406";"346";"957";"0";"5";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"9";"4";"5";"0";"948";"284";"527";"137"
"a373-1570-070a-5a22-578d-9aa4-15f2-5adb";"226201";"64";"23";"miasto";"stały";"Zespół Szkół Ekologiczno-Transportowych (d. IV LO), ul. Morska 186, 81-225 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"954";"1026";"278";"676";"1";"3";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"8";"4";"4";"0";"668";"208";"388";"72"
"cea5-b244-e509-1eb2-4b9d-8255-ed3b-00ae";"226201";"64";"24";"miasto";"stały";"Szkoła Podstawowa nr 29, ul. Ściegiennego 8, 81-257 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1751";"1899";"488";"1263";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1263";"0";"0";"1263";"10";"1";"9";"0";"1253";"357";"756";"140"
"776e-0e57-f8b7-a348-880c-2fb3-6b64-6bda";"226201";"64";"25";"miasto";"stały";"Zespół Szkół Chłodniczych i Elektronicznych, ul. Sambora 48, 81-201 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1808";"1972";"404";"1404";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1404";"0";"0";"1404";"23";"8";"15";"0";"1381";"357";"864";"160"
"b561-8439-34b9-73c0-85fc-631d-289f-0e8d";"226201";"64";"26";"miasto";"stały";"Szkoła Podstawowa nr 52 (d. Gimnazjum nr 4), ul. Okrzei 6, 81-228 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1805";"2017";"538";"1267";"4";"18";"1";"1";"0";"0";"0";"0";"1";"1268";"1";"0";"1268";"26";"4";"22";"0";"1242";"366";"731";"145"
"d6ab-d9e5-be56-b7bf-5990-f214-882a-a590";"226201";"64";"27";"miasto";"stały";"Zespół Szkół Chłodniczych i Elektronicznych, ul. Sambora 48, 81-201 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"846";"923";"156";"690";"1";"1";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"7";"3";"4";"0";"683";"133";"470";"80"
"7ab1-ea6e-7a78-832a-b129-f4cc-14ea-f0c2";"226201";"64";"28";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Grabowo 12, 81-265 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1801";"2053";"334";"1467";"1";"27";"0";"0";"0";"0";"0";"0";"0";"1467";"0";"0";"1467";"22";"0";"22";"0";"1445";"316";"966";"163"
"5690-85a8-05c2-617a-17b5-ac8d-f1cd-95aa";"226201";"64";"29";"miasto";"stały";"Zespół Szkół Hotelarsko-Gastronomicznych, ul. Morska 77, 81-222 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1951";"2220";"343";"1608";"1";"39";"0";"0";"0";"0";"0";"0";"0";"1606";"0";"1";"1605";"33";"14";"19";"0";"1572";"387";"1053";"132"
"3494-3a0f-09b8-ac4c-bde2-7a47-bc6e-8794";"226201";"64";"30";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Wolności 22B, 81-327 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1302";"1433";"224";"1078";"0";"23";"2";"2";"0";"0";"0";"0";"2";"1079";"2";"0";"1079";"12";"2";"10";"0";"1067";"282";"685";"100"
"7e94-aa8a-5d78-4d2f-4487-91f0-23bb-1fd7";"226201";"64";"31";"miasto";"stały";"Szkoła Podstawowa nr 26 (d. Gimnazjum nr 2), ul. Wolności 25, 81-327 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"852";"958";"184";"668";"0";"17";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"12";"3";"9";"0";"656";"166";"425";"65"
"8ef9-9ce7-1412-6dcb-49f6-1e44-e2f7-ed29";"226201";"64";"32";"miasto";"stały";"Zarząd Budynków i Lokali Komunalnych w Gdyni, ul. Warszawska 67A, 81-309 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1550";"1723";"301";"1247";"1";"26";"0";"0";"0";"0";"0";"0";"0";"1247";"0";"0";"1247";"23";"12";"11";"0";"1224";"302";"783";"139"
"b724-3bc5-e1b1-4a20-b6fd-9ec3-8e7a-b770";"226201";"64";"33";"miasto";"stały";"Szkoła Podstawowa nr 26, ul. Tatrzańska 40, 81-313 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"850";"946";"123";"727";"1";"13";"1";"1";"0";"0";"0";"0";"1";"727";"1";"0";"727";"14";"7";"7";"0";"713";"172";"477";"64"
"003f-8512-5321-5568-a35b-a960-c2ba-4d27";"226201";"64";"34";"miasto";"stały";"Zespół Szkół Specjalnych nr 17, ul. Witomińska 25/27, 81-311 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1255";"1388";"200";"1055";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"21";"5";"16";"0";"1034";"261";"665";"108"
"9af3-9f1d-7408-0bbe-ae1d-0c73-94e0-c21e";"226201";"64";"35";"miasto";"stały";"I Akademickie LO, ul. Narcyzowa 6, 81-653 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1851";"2025";"328";"1523";"4";"16";"0";"0";"0";"0";"0";"0";"0";"1523";"0";"1";"1522";"26";"13";"13";"0";"1496";"409";"959";"128"
"d09e-0a77-3744-f9e6-01f4-ddd3-b56c-ea70";"226201";"64";"36";"miasto";"stały";"I Akademickie LO, ul. Narcyzowa 6, 81-653 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1451";"1588";"341";"1110";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"17";"4";"13";"0";"1093";"276";"722";"95"
"b6fd-894b-378e-bde9-e59d-1f3e-aa30-4a47";"226201";"64";"37";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Uczniowska 1, 81-647 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1450";"1591";"562";"888";"3";"5";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"13";"3";"10";"0";"874";"306";"470";"98"
"48ec-cba4-a964-d847-306d-6800-a3ba-7b9f";"226201";"64";"38";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Uczniowska 1, 81-647 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1452";"1585";"451";"1001";"2";"10";"1";"1";"0";"0";"0";"0";"1";"1002";"1";"0";"1002";"27";"5";"22";"0";"975";"315";"556";"104"
"cbf3-5a82-31cb-474c-f657-1ad5-08cf-7421";"226201";"64";"39";"miasto";"stały";"Spółdzielnia Mieszkaniowa Senior, ul. Chwarznieńska 136/138, 81-602 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"954";"1054";"219";"735";"0";"5";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"13";"2";"11";"0";"722";"257";"398";"67"
"3612-09f9-66d0-3cfd-6b81-2559-e6a4-db4d";"226201";"64";"40";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Stawna 4/6, 81-629 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1956";"2157";"322";"1634";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1634";"0";"0";"1634";"18";"5";"13";"0";"1616";"460";"990";"166"
"bfea-045d-db35-73e8-0c8a-4af7-0e35-8e9b";"226201";"64";"41";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Stawna 4/6, 81-629 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1757";"1894";"390";"1367";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1365";"0";"0";"1365";"17";"9";"8";"0";"1348";"358";"864";"126"
"da19-d026-f0b5-19ec-5176-367e-3e29-2bfa";"226201";"64";"42";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Stawna 4/6, 81-629 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1502";"1608";"258";"1244";"1";"19";"1";"1";"0";"0";"0";"0";"1";"1245";"1";"0";"1245";"20";"5";"15";"0";"1225";"289";"818";"118"
"2064-0cd8-56d0-f4e9-6f34-2785-4a59-80b5";"226201";"64";"43";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Uczniowska 1, 81-647 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"954";"980";"221";"735";"1";"8";"0";"0";"0";"0";"0";"0";"0";"733";"0";"1";"732";"4";"2";"2";"0";"728";"184";"471";"73"
"f10e-1005-b623-35af-c814-8a1b-a333-8b91";"226201";"64";"44";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Jowisza 60, 81-601 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1203";"1324";"240";"963";"1";"11";"0";"0";"0";"0";"0";"0";"0";"961";"0";"7";"954";"6";"2";"4";"0";"948";"211";"642";"95"
"f9dc-181f-da13-bac1-32ef-ccc0-d1b6-5485";"226201";"64";"45";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Jowisza 60, 81-601 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2053";"2220";"265";"1788";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1790";"0";"0";"1790";"26";"9";"17";"0";"1764";"370";"1268";"126"
"d8c5-66a1-70db-eb75-d1da-0921-ec93-e289";"226201";"64";"46";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 8, ul. Wiczlińska 93, 81-578 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1153";"1252";"258";"896";"0";"9";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"16";"6";"10";"0";"879";"209";"560";"110"
"b0ae-0a55-8f63-c089-08f8-1319-4f37-4801";"226201";"64";"47";"miasto";"stały";"Przedszkole nr 58, ul. Kwiatkowskiej 23, 81-577 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2197";"2551";"141";"2056";"3";"27";"0";"0";"0";"0";"0";"0";"0";"2056";"0";"0";"2056";"24";"11";"13";"0";"2032";"308";"1531";"193"
"3190-c027-c6e3-f7fe-2480-49a5-13c8-5463";"226201";"64";"48";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 8, ul. Wiczlińska 93, 81-578 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1507";"1657";"187";"1318";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1318";"0";"0";"1318";"15";"8";"7";"0";"1303";"240";"921";"142"
"aca6-713c-267e-91eb-0e5c-6deb-885d-a562";"226201";"64";"49";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Nagietkowa 73, 81-589 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1554";"1690";"265";"1289";"0";"17";"1";"1";"0";"0";"0";"0";"1";"1290";"1";"0";"1290";"17";"8";"9";"0";"1273";"262";"889";"122"
"52f0-608a-ac7b-caf2-5d77-80ea-5d6e-9e11";"226201";"64";"50";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Nagietkowa 73, 81-589 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1850";"1965";"266";"1584";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1584";"0";"0";"1584";"21";"11";"10";"0";"1563";"336";"1124";"103"
"721c-e272-d969-04ea-1b8b-0847-ed69-8622";"226201";"64";"51";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Nagietkowa 73, 81-589 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1901";"2054";"284";"1617";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1618";"1";"0";"1618";"21";"13";"8";"0";"1597";"328";"1149";"120"
"7ff3-587c-f89d-6be5-8cf6-fa05-f9de-9f14";"226201";"64";"52";"miasto";"stały";"Zespół Wczesnej Edukacji nr 1, ul. Wiczlińska 33, 81-578 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1505";"1596";"220";"1286";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1286";"0";"0";"1286";"14";"5";"9";"0";"1272";"255";"931";"86"
"e3eb-054a-e747-6f46-a633-e480-0c30-d00f";"226201";"64";"53";"miasto";"stały";"Zespół Wczesnej Edukacji nr 1, ul. Wiczlińska 33, 81-578 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1849";"1978";"361";"1488";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1489";"0";"0";"1489";"24";"5";"19";"0";"1465";"324";"985";"156"
"a034-cba5-11ae-d567-be47-5b88-a893-6e45";"226201";"64";"54";"miasto";"stały";"Zespół Wczesnej Edukacji nr 1, ul. Wiczlińska 33, 81-578 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1608";"1743";"326";"1282";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1282";"0";"0";"1282";"13";"2";"11";"0";"1269";"291";"834";"144"
"ef75-8011-ac0e-ab70-5669-d306-41d1-5721";"226201";"64";"55";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4, ul. Chwaszczyńska 26, 81-571 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2215";"2441";"277";"1924";"0";"28";"2";"2";"0";"0";"0";"0";"2";"1940";"2";"0";"1940";"28";"12";"16";"0";"1912";"320";"1435";"157"
"dc0a-f182-930c-dd0d-9e1c-bf68-6360-c275";"226201";"64";"56";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4, ul. Chwaszczyńska 26, 81-571 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2060";"2270";"209";"1851";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1851";"0";"1";"1850";"24";"11";"13";"0";"1826";"286";"1377";"163"
"872d-09f9-a702-bbbd-d6ac-471c-b167-ba89";"226201";"64";"57";"miasto";"stały";"Szkoła Podstawowa nr 20, ul. Starodworcowa 36, 81-575 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2060";"2220";"370";"1690";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1690";"0";"0";"1690";"27";"10";"17";"0";"1663";"380";"1112";"171"
"b491-bd48-a195-e586-26e0-a9d4-1b7a-b460";"226201";"64";"58";"miasto";"stały";"Szkoła Podstawowa nr 20, ul. Starodworcowa 36, 81-575 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1508";"1619";"222";"1286";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1286";"0";"0";"1286";"22";"8";"14";"0";"1264";"236";"930";"98"
"4da1-fcf2-09bf-0998-89bf-d345-78fe-5b51";"226201";"64";"59";"miasto";"stały";"Przedszkole nr 44, ul. Tatarczana 4, 81-591 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2249";"2462";"377";"1872";"4";"14";"1";"1";"0";"0";"0";"0";"1";"1873";"1";"1";"1872";"29";"6";"23";"0";"1843";"542";"1149";"152"
"ee32-0165-e3b1-bc22-4971-2399-92bd-6303";"226201";"64";"60";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Staffa 10, 81-597 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2114";"2292";"383";"1730";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1730";"1";"0";"1730";"22";"6";"16";"0";"1708";"447";"1096";"165"
"4667-498e-6cb0-6aea-9885-aa0d-563f-115d";"226201";"64";"61";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Staffa 10, 81-597 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1708";"1839";"326";"1382";"1";"15";"1";"1";"0";"0";"0";"0";"1";"1383";"1";"0";"1383";"15";"3";"12";"0";"1368";"311";"947";"110"
"30a5-0f81-7f9c-b007-f0f3-6378-bc01-b6d7";"226201";"64";"62";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4, ul. Chwaszczyńska 26, 81-571 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"1749";"1910";"339";"1410";"1";"4";"2";"2";"0";"0";"0";"0";"2";"1412";"2";"0";"1412";"20";"7";"13";"0";"1392";"398";"880";"114"
"e8b6-26bb-4b1d-520a-f465-8c1b-2953-a12e";"226201";"64";"63";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Karwiny"", ul. Korzenna 15, 81-587 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2202";"2424";"240";"1960";"1";"27";"0";"0";"0";"0";"0";"0";"0";"1960";"0";"0";"1960";"16";"5";"11";"0";"1944";"271";"1541";"132"
"07c8-a958-d48c-6104-7ad8-d6fd-689f-c3bd";"226201";"64";"64";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Wrocławska 52, 81-553 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2450";"2768";"326";"2129";"1";"52";"0";"0";"0";"0";"0";"0";"0";"2126";"0";"0";"2126";"38";"11";"27";"0";"2088";"418";"1487";"183"
"8eee-2511-07b9-ab52-076a-16d7-0b13-0f13";"226201";"64";"65";"miasto";"stały";"Szkoła Podstawowa nr 13, ul. Halicka 8, 81-506 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"2050";"2240";"531";"1519";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1519";"0";"0";"1519";"23";"6";"17";"0";"1496";"464";"885";"147"
"d62c-85a9-6e49-0700-674f-8366-d4d0-31f0";"226201";"64";"66";"miasto";"stały";"Szkoła Podstawowa nr 11, ul. Wrocławska 52, 81-553 Gdynia";"m. Gdynia";"Gdynia";"pomorskie";"955";"1046";"168";"787";"1";"18";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"11";"0";"11";"0";"776";"219";"497";"60"
