"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy Mieczysław CHRÓŚCIKOWSKI";"Marcin DYBOWSKI";"Józef Jan KUROPATWA"
"0717-8c4d-36a4-4195-a1cf-a73b-b497-fc0c";"062004";"19";"10";"wieś";"stały";"Szkoła Podstawowa w Majdanie Wielkim, Majdan Wielki 143, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"786";"795";"328";"458";"0";"0";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"10";"3";"7";"0";"448";"386";"22";"40"
"005c-933f-44cc-096b-f10f-dd59-5a15-db68";"062004";"19";"11";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Krasnobrodzie, ul. Sanatoryjna 34, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"117";"119";"45";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"72";"1";"1";"0";"0";"71";"33";"34";"4"
"6632-e1a9-025b-75ff-fc54-186c-1d62-be04";"062004";"19";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Majdanie Wielkim, Majdan Wielki 392, 22-440 Krasnobród";"gm. Krasnobród";"zamojski";"lubelskie";"44";"43";"6";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"38";"0";"0";"0";"0";"38";"34";"1";"3"
"ee54-9aaa-e691-9146-f7fe-4af1-5260-96c0";"062005";"19";"1";"wieś";"stały";"Świetlica Wiejska, Barchaczów 31, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"560";"602";"239";"321";"3";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"6";"3";"3";"0";"315";"254";"18";"43"
"7a77-91e3-ab87-feb0-1ac8-e78a-1a3e-0f2d";"062005";"19";"2";"wieś";"stały";"Szkoła Podstawowa, Łabuńki Pierwsze 178, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"1201";"1298";"400";"801";"3";"4";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"10";"1";"9";"0";"791";"596";"63";"132"
"399e-293a-85e8-e89f-9d10-672c-4027-2866";"062005";"19";"3";"wieś";"stały";"Dom Kultury, ul. Parkowa 9, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"1270";"1371";"485";"785";"5";"3";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"3";"3";"0";"0";"782";"560";"78";"144"
"7173-77ce-5271-ea33-c0ed-3610-4cdd-857e";"062005";"19";"4";"wieś";"stały";"Świetlica Wiejska, Wólka Łabuńska 118, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"640";"711";"248";"392";"1";"5";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"6";"0";"6";"0";"386";"289";"30";"67"
"1f18-71c9-ce56-49af-18e7-f6d3-bf29-483e";"062005";"19";"5";"wieś";"stały";"Świetlica Wiejska, Ruszów 45, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"480";"523";"209";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"8";"0";"8";"0";"263";"212";"18";"33"
"36db-181e-cd7d-858b-35ad-3778-c589-1f32";"062005";"19";"6";"wieś";"stały";"Remiza Strażacka, Majdan Ruszowski 44, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"213";"231";"74";"139";"2";"2";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"3";"0";"3";"0";"136";"117";"8";"11"
"31d2-e4fc-0125-8394-74f1-1604-a81b-a636";"062005";"19";"7";"wieś";"stały";"Świetlica Wiejska, Wierzbie 35, 22-437 Łabunie";"gm. Łabunie";"zamojski";"lubelskie";"257";"288";"95";"162";"1";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"3";"0";"3";"0";"159";"127";"16";"16"
"8a64-778d-9714-61b8-3bc6-2523-3e31-4c11";"062006";"19";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Świdnikach, Świdniki 72, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"579";"637";"304";"275";"3";"4";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"5";"2";"3";"0";"270";"212";"23";"35"
"7d4c-e4a8-21ec-27db-b251-e221-1a79-d2e6";"062006";"19";"2";"wieś";"stały";"Szkoła Podstawowa w Miączynie, Miączyn 50A, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"1100";"1198";"464";"636";"3";"5";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"24";"6";"18";"0";"612";"349";"76";"187"
"a63b-04ed-ad8e-f01c-9331-584b-065e-711e";"062006";"19";"3";"wieś";"stały";"Szkoła Podstawowa w Niewirkowie, Niewirków 157, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"480";"516";"216";"264";"2";"1";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"9";"3";"6";"0";"255";"203";"14";"38"
"875f-276e-0660-591a-d160-ba3c-c88b-3ad2";"062006";"19";"4";"wieś";"stały";"Szkoła Podstawowa w Kotlicach, Kotlice 190, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"497";"552";"275";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"2";"0";"2";"0";"220";"152";"19";"49"
"204c-e6ab-7639-2802-b9d5-07a4-53be-ac47";"062006";"19";"5";"wieś";"stały";"Szkoła Podstawowa w Zawalowie, Zawalów 144, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"580";"634";"264";"316";"0";"3";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"4";"0";"4";"0";"312";"233";"17";"62"
"a696-a20c-47d5-549d-3936-8611-f36b-0c0e";"062006";"19";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Koniuchach, Koniuchy 39, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"360";"401";"138";"222";"0";"2";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"4";"0";"4";"0";"218";"175";"10";"33"
"39dd-286b-a2e8-5bd5-aa69-1897-71bd-07e6";"062006";"19";"7";"wieś";"stały";"Szkoła Podstawowa im. Bohaterów Wojska Polskiego w Horyszowie, Horyszów 6, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"400";"436";"198";"202";"2";"3";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"6";"1";"5";"0";"196";"98";"12";"86"
"d55d-7e4e-d55d-1d2f-b78a-7e98-23aa-45d5";"062006";"19";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Bł. ks. Zygmunta Pisarskiego w Gdeszynie-Kolonii, Gdeszyn-Kolonia 139, 22-455 Miączyn";"gm. Miączyn";"zamojski";"lubelskie";"310";"337";"173";"137";"0";"2";"0";"0";"0";"0";"0";"0";"0";"137";"0";"0";"137";"5";"1";"4";"0";"132";"97";"11";"24"
"88ec-7984-9e85-63ed-d636-9b80-9f5d-4e02";"062007";"19";"1";"wieś";"stały";"Szkoła Podstawowa w Nieliszu, Nielisz 278, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"940";"1045";"366";"574";"2";"10";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"6";"0";"6";"0";"568";"388";"44";"136"
"c223-3cc5-3935-d979-b560-1b10-b533-ef65";"062007";"19";"2";"wieś";"stały";"Remiza OSP w Krzaku, Krzak 97, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"510";"553";"214";"296";"0";"2";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"2";"1";"1";"0";"294";"197";"32";"65"
"6ead-c699-0bef-b555-6637-f497-5175-3212";"062007";"19";"3";"wieś";"stały";"Klub Kultury w Stawie Noakowskim, Staw Noakowski 101, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"900";"1000";"418";"482";"2";"0";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"12";"0";"12";"0";"470";"336";"35";"99"
"ebda-f335-087f-6b80-bb25-b852-6eb8-6298";"062007";"19";"4";"wieś";"stały";"Dom Ludowy w Złojcu, Złojec 138, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"970";"1059";"429";"541";"1";"2";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"7";"5";"2";"0";"534";"387";"39";"108"
"05f1-d2d0-75af-d0a5-d780-3c3f-e23b-38f9";"062007";"19";"5";"wieś";"stały";"Remiza OSP w Gruszce Dużej, Gruszka Duża 2, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"330";"358";"171";"159";"0";"1";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"159";"1";"0";"1";"0";"158";"107";"10";"41"
"d03c-4abe-fdf7-e3b1-66a7-2eab-546b-4c5d";"062007";"19";"6";"wieś";"stały";"Świetlica Wiejska w Ruskich Piaskach, Ruskie Piaski 25, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"360";"394";"184";"176";"2";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"3";"0";"3";"0";"173";"131";"11";"31"
"6646-148e-209f-3820-303a-a16f-190b-c0f0";"062007";"19";"7";"wieś";"stały";"Remiza OSP w Ujazdowie, Ujazdów 105, 22-413 Nielisz";"gm. Nielisz";"zamojski";"lubelskie";"240";"267";"140";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"0";"0";"100";"1";"0";"1";"0";"99";"74";"8";"17"
"ab32-0b68-d2c3-1d9a-ed1f-df30-20da-8eea";"062008";"19";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Gwarna 4, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"470";"529";"206";"264";"0";"0";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"4";"0";"4";"0";"260";"188";"25";"47"
"7aee-9455-a307-aa35-6641-0960-9a3e-f19a";"062008";"19";"2";"wieś";"stały";"Szkoła Podstawowa, Zaburze 98A, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"641";"693";"260";"381";"3";"2";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"10";"3";"7";"0";"371";"280";"26";"65"
"8b05-a438-82ec-0b2c-c106-151e-edc1-9864";"062008";"19";"3";"wieś";"stały";"Urząd Gminy, ul. B. Prusa 21, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"940";"1001";"448";"492";"1";"2";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"11";"5";"6";"0";"481";"314";"55";"112"
"aa15-d6d2-04b6-c31d-460e-8461-cf52-2294";"062008";"19";"4";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, ul. B. Prusa 65a, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"459";"493";"233";"226";"0";"1";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"2";"2";"0";"0";"224";"176";"15";"33"
"b968-8647-433e-ffa8-69bf-aaa3-6653-2b17";"062008";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Gorajec-Stara Wieś 114, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"1090";"1198";"415";"675";"1";"3";"1";"1";"0";"0";"0";"0";"1";"675";"1";"0";"675";"9";"3";"6";"0";"666";"517";"50";"99"
"54c5-721b-264d-fdfd-dbef-5ee3-93e0-44f4";"062008";"19";"6";"wieś";"stały";"Szkoła Podstawowa, Czarnystok 129a, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"641";"699";"239";"402";"1";"2";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"6";"0";"6";"0";"396";"310";"34";"52"
"7468-df59-4a6a-95fd-e606-4f9c-9b39-d59b";"062008";"19";"7";"wieś";"zakład leczniczy";"Samodzielny Publiczny Wojewódzki Szpital Psychiatryczny, Klasztorna 4, 22-463 Radecznica";"gm. Radecznica";"zamojski";"lubelskie";"290";"239";"241";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"49";"4";"0";"4";"0";"45";"35";"6";"4"
"b2a7-6373-3996-d221-fe53-6282-2202-1e6f";"062009";"19";"1";"wieś";"stały";"Centrum Kultury z Biblioteką w Sitnie, Sitno 72, 22-424 Sitno";"gm. Sitno";"zamojski";"lubelskie";"1250";"1352";"491";"759";"1";"2";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"11";"2";"9";"0";"748";"565";"72";"111"
"cb6b-31a6-85ce-e655-3e07-b046-9263-b5e0";"062009";"19";"2";"wieś";"stały";"Świetlica środowiskowa w Stanisławce, Stanisławka 75, 22-424 Sitno";"gm. Sitno";"zamojski";"lubelskie";"320";"340";"173";"147";"0";"0";"0";"0";"0";"0";"0";"0";"0";"147";"0";"0";"147";"2";"0";"2";"0";"145";"114";"8";"23"
"729e-a925-cb63-d567-c740-3042-3aae-190b";"062009";"19";"3";"wieś";"stały";"Szkoła Podstawowa w Kolonii Sitno, Kolonia Sitno 51, 22-424 Sitno";"gm. Sitno";"zamojski";"lubelskie";"749";"807";"350";"399";"0";"2";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"11";"3";"8";"0";"388";"280";"53";"55"
"7154-4db9-1aa0-3078-b215-3289-0dde-b22f";"062009";"19";"4";"wieś";"stały";"Szkoła Podstawowa w Horyszowie Polskim, Horyszów Polski 85, 22-424 Sitno";"gm. Sitno";"zamojski";"lubelskie";"748";"802";"275";"473";"1";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"11";"2";"9";"0";"462";"374";"37";"51"
"dd0c-ad5b-9514-246c-8bd6-50cb-8a0b-5973";"062009";"19";"5";"wieś";"stały";"Szkoła Podstawowa w Jarosławcu, Jarosławiec 190, 22-424 Sitno";"gm. Sitno";"zamojski";"lubelskie";"1130";"1221";"444";"686";"2";"8";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"16";"2";"14";"0";"670";"448";"77";"145"
"d88e-54bc-4aab-f585-a07e-72a0-1271-2d36";"062009";"19";"6";"wieś";"stały";"Szkoła Podstawowa w Cześnikach, Cześniki 125, 22-424 Sitno";"gm. Sitno";"zamojski";"lubelskie";"758";"807";"356";"402";"0";"0";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"9";"0";"9";"0";"393";"289";"44";"60"
"1906-44b1-37fa-abf8-68f1-05f4-528e-fc8d";"062010";"19";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Zielona 3, 22-420 Skierbieszów";"gm. Skierbieszów";"zamojski";"lubelskie";"1878";"2039";"757";"1121";"8";"8";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"17";"4";"13";"0";"1104";"789";"117";"198"
"4896-b2bb-2634-4b19-ea70-93a0-3346-1b9b";"062010";"19";"2";"wieś";"stały";"Warsztat Terapii Zajęciowej, Lipina Stara 48, 22-420 Skierbieszów";"gm. Skierbieszów";"zamojski";"lubelskie";"288";"313";"106";"182";"4";"1";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"5";"1";"4";"0";"177";"142";"11";"24"
"2d58-fa6f-f659-f532-8e6e-25fa-5424-9d85";"062010";"19";"3";"wieś";"stały";"Dom Strażaka, Majdan Skierbieszowski, 22-420 Skierbieszów";"gm. Skierbieszów";"zamojski";"lubelskie";"250";"280";"114";"136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"4";"0";"4";"0";"132";"111";"11";"10"
"d42d-0b22-7e0d-73b0-5d26-5820-7eb3-49cf";"062010";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Sulmice 12, 22-420 Skierbieszów";"gm. Skierbieszów";"zamojski";"lubelskie";"507";"561";"207";"300";"2";"1";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"12";"3";"9";"0";"288";"226";"23";"39"
"da50-77e8-4a7e-29f5-4c30-dc79-967c-73e6";"062010";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Dębowiec 178, 22-420 Skierbieszów";"gm. Skierbieszów";"zamojski";"lubelskie";"670";"739";"324";"346";"0";"7";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"5";"0";"5";"0";"341";"267";"26";"48"
"9f03-96ab-5915-ae9d-4881-b686-afab-0afb";"062010";"19";"6";"wieś";"stały";"Dom Strażaka, Łaziska, 22-420 Skierbieszów";"gm. Skierbieszów";"zamojski";"lubelskie";"260";"281";"135";"125";"1";"1";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"125";"5";"2";"3";"0";"120";"105";"5";"10"
"f04b-9529-c3f3-1351-feb9-ded4-f131-9237";"062011";"19";"1";"wieś";"stały";"Świetlico-remiza w Krasnem, Krasne 145E, 22-417 Stary Zamość";"gm. Stary Zamość";"zamojski";"lubelskie";"409";"439";"145";"264";"1";"0";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"8";"2";"6";"0";"256";"193";"24";"39"
"e342-971a-20ec-2431-483d-ee31-022a-24c7";"062011";"19";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Starym Zamościu, Stary Zamość 5a, 22-417 Stary Zamość";"gm. Stary Zamość";"zamojski";"lubelskie";"971";"1049";"374";"597";"9";"3";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"20";"6";"14";"0";"577";"413";"46";"118"
"a25f-edcd-1dea-5ef2-7518-fec6-a2f8-93c1";"062011";"19";"3";"wieś";"stały";"Garaż OSP Wierzba, Wierzba 115, 22-417 Stary Zamość";"gm. Stary Zamość";"zamojski";"lubelskie";"950";"1011";"401";"549";"4";"8";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"15";"5";"10";"0";"534";"358";"36";"140"
"2a67-9ed2-a782-0fc6-32ae-fd8c-21cc-963e";"062011";"19";"4";"wieś";"stały";"Remiza OSP Chomęciska Małe, Chomęciska Małe 20A, 22-417 Stary Zamość";"gm. Stary Zamość";"zamojski";"lubelskie";"370";"413";"110";"260";"1";"6";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"7";"0";"7";"0";"253";"194";"19";"40"
"e856-e010-7674-0b99-ac64-5e42-2e50-101f";"062011";"19";"5";"wieś";"stały";"Wiejski Dom Kultury Udrycze-Wola, Udrycze-Wola 1, 22-417 Stary Zamość";"gm. Stary Zamość";"zamojski";"lubelskie";"770";"836";"339";"431";"1";"2";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"10";"0";"10";"0";"421";"285";"54";"82"
"7e07-cf5c-ac2e-eba4-1480-8b6e-b846-bb43";"062011";"19";"6";"wieś";"stały";"Dom Ludowy Chomęciska Duże Drugie, Chomęciska Duże 140, 22-417 Stary Zamość";"gm. Stary Zamość";"zamojski";"lubelskie";"460";"513";"175";"285";"1";"1";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"5";"0";"5";"0";"280";"218";"21";"41"
"e924-d028-800b-a575-ba2f-b91a-4180-f0cd";"062012";"19";"1";"wieś";"stały";"Szkoła Podstawowa w Sułowie, Sułów 64, 22-448 Sułów";"gm. Sułów";"zamojski";"lubelskie";"540";"584";"253";"287";"0";"4";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"0";"0";"0";"0";"287";"203";"27";"57"
"255e-9f27-eeea-c459-6c17-7e5c-fd34-b210";"062012";"19";"2";"wieś";"stały";"Remizo-świetlica w Deszkowicach Pierwszych, Michalów ul. Chmielna 78, 22-448 Sułów";"gm. Sułów";"zamojski";"lubelskie";"700";"768";"312";"388";"1";"4";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"8";"2";"6";"0";"380";"284";"28";"68"
"873a-7fda-f1c9-43c0-8920-79a3-ec47-7deb";"062012";"19";"3";"wieś";"stały";"Remizo-świetlica w Sąsiadce, Sąsiadka 148, 22-448 Sułów";"gm. Sułów";"zamojski";"lubelskie";"460";"500";"202";"258";"0";"1";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"4";"0";"4";"0";"254";"191";"22";"41"
"6b37-b6b5-f492-4576-8930-221d-a399-ae4e";"062012";"19";"4";"wieś";"stały";"Remizo-świetlica w Tworyczowie, Tworyczów 19a, 22-448 Sułów";"gm. Sułów";"zamojski";"lubelskie";"840";"919";"380";"460";"2";"3";"0";"0";"0";"0";"0";"0";"0";"460";"0";"0";"460";"6";"1";"5";"0";"454";"327";"22";"105"
"bef6-c3a0-715e-d504-d7b7-b0dd-4135-5020";"062012";"19";"5";"wieś";"stały";"Szkoła Podstawowa w Michalowie, Michalów ul. Osiedlowa 11, 22-448 Sułów";"gm. Sułów";"zamojski";"lubelskie";"900";"976";"424";"476";"0";"6";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"9";"2";"7";"0";"467";"320";"41";"106"
"57d0-80b9-f28b-14dc-3448-653c-0d33-4c83";"062013";"19";"1";"miasto";"stały";"Urząd Miejski, Plac Tadeusza Kościuszki 1, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"1110";"1183";"471";"639";"1";"14";"0";"0";"0";"0";"0";"0";"0";"639";"0";"0";"639";"7";"2";"5";"0";"632";"347";"86";"199"
"3853-3ad9-cd4b-f84a-4d8b-b2df-6fdc-72bd";"062013";"19";"2";"miasto";"stały";"Miejski Dom Kultury, ul. Sądowa 3, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"880";"996";"403";"477";"0";"48";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"7";"1";"6";"0";"470";"293";"39";"138"
"a7c0-2736-cea2-3d98-352b-e01b-a1b5-889f";"062013";"19";"3";"miasto";"stały";"Zespół Szkół Nr 2 im. dr Z. Klukowskiego, ul. Zamojska 70, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"600";"661";"260";"340";"1";"2";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"11";"0";"11";"0";"329";"208";"43";"78"
"2c3f-af13-a570-24c7-0f46-9ff9-c195-d2af";"062013";"19";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Zamojska 189, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"800";"854";"382";"418";"0";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"15";"7";"8";"0";"403";"284";"51";"68"
"44ef-cf2f-d0b4-bef8-8a0e-cd43-ded4-fb3d";"062013";"19";"5";"miasto";"stały";"Wiejski Klub Kultury, Kawęczyn 42, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"720";"729";"319";"401";"0";"17";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"4";"1";"3";"0";"397";"294";"28";"75"
"44fd-0138-7747-cf8f-a6da-30a2-525c-53e8";"062013";"19";"6";"wieś";"stały";"Szkoła Podstawowa, Bodaczów 501, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"1490";"1619";"704";"786";"1";"3";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"19";"15";"4";"0";"766";"533";"78";"155"
"d5d7-f64a-6a53-83bc-d858-4fd4-8977-d0ec";"062013";"19";"7";"wieś";"stały";"Remiza OSP, Brody Małe 25, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"420";"462";"175";"245";"0";"2";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"8";"2";"6";"0";"237";"134";"33";"70"
"316e-170e-4a83-00fa-f846-32b3-1988-cadf";"062013";"19";"8";"wieś";"stały";"Remiza OSP, Brody Duże 56, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"422";"458";"195";"227";"0";"5";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"5";"2";"3";"0";"222";"140";"31";"51"
"4312-d227-c48a-7f28-bfdf-54bc-3ea0-0ed2";"062013";"19";"9";"wieś";"stały";"Szkoła Podstawowa, Niedzieliska 111, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"930";"1018";"440";"490";"0";"0";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"15";"2";"13";"0";"475";"360";"39";"76"
"fa4c-1935-15d2-f2c9-4db5-f0a3-f8c4-45a3";"062013";"19";"10";"wieś";"stały";"Szkoła Podstawowa, Wielącza Poduchowna 53, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"1050";"1148";"442";"608";"1";"6";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"8";"1";"7";"0";"600";"469";"32";"99"
"51d6-20ab-f048-70a1-4b1a-8d17-5760-d794";"062013";"19";"11";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej, ul. Doktora Klukowskiego 3, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"18";"22";"11";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"7";"6";"1";"0"
"616d-1b15-c556-587d-a6d5-08c8-8fb4-bbe7";"062013";"19";"12";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Pod Modrzewiami"", ul. Błonie 117, 22-460 Szczebrzeszyn";"gm. Szczebrzeszyn";"zamojski";"lubelskie";"47";"47";"31";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"1";"0";"1";"0";"15";"15";"0";"0"
"f51f-3cc8-9751-a1de-deb6-ce39-9cb4-f669";"062014";"19";"1";"wieś";"stały";"Szkoła Podstawowa, Mokre 303, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"900";"960";"342";"558";"0";"1";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"19";"8";"11";"0";"539";"294";"78";"167"
