"Kod TERYT";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Sławomir Witold NITRAS - nr na liście 1";"Arkadiusz MARCHEWKA - nr na liście 2";"Norbert Piotr OBRYCKI - nr na liście 3";"Artur Jarosław ŁĄCKI - nr na liście 4";"Magdalena FILIKS - nr na liście 5";"Grzegorz Bernard NAPIERALSKI - nr na liście 6";"Elżbieta JABŁOŃSKA - nr na liście 7";"Teresa KALINA - nr na liście 8";"Robert SUCHARZEWSKI - nr na liście 9";"Wojciech Jan ŁEBIŃSKI - nr na liście 10";"Marek Zdzisław STANKIEWICZ - nr na liście 11";"Zbigniew Jacek CHOJECKI - nr na liście 12";"Zygmunt SIARKIEWICZ - nr na liście 13";"Lidia LALAK - SZAWIEL - nr na liście 14";"Hubert ANDRYCH - nr na liście 15";"Joanna NAPIWODZKA - nr na liście 16";"Wiktor TOŁOCZKO - nr na liście 17";"Piotr RĘBACZ - nr na liście 18";"Wioletta DRZEWIŃSKA - nr na liście 19";"Damian WALCZAK - nr na liście 20";"Dorota SCHRAMMEK - nr na liście 21";"Elżbieta Barbara ZIELINKIEWICZ - nr na liście 22";"Maria Renata SCHNEIDER - nr na liście 23";"Piotr Paweł MISIŁO - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Marcin Grzegorz BEDKA - nr na liście 1";"Ewa RZEUSKA - nr na liście 2";"Magdalena SOSNOWSKA - nr na liście 3";"Klaudia SZENDEROWICZ - nr na liście 4";"Grzegorz Jacek PIĄTKOWSKI - nr na liście 5";"Iwona Elżbieta WAWRUSZCZAK - nr na liście 6";"Beata KOZŁOWSKA - nr na liście 7";"Dariusz Andrzej GAPYS - nr na liście 8";"Piotr MATUSIAK - nr na liście 9";"Krzysztof Mariusz OLSZEWSKI - nr na liście 10";"Przemysław KORUS - nr na liście 11";"Piotr Jan MYŚLIWIEC - nr na liście 12";"Dariusz OLECH - nr na liście 13";"Konrad Waldemar SŁODOWICZ - nr na liście 14";"Jakub Andrzej BĘTKOWSKI - nr na liście 15";"Beata Katarzyna RAWDANOWICZ - nr na liście 16";"Tomasz POSTÓŁ - nr na liście 17";"Anna Kazimiera GAWROŃSKA - nr na liście 18";"Józef Romuald LEWANDOWSKI - nr na liście 19";"Małgorzata Zofia FIGAS - nr na liście 20";"Mieczysław PAROBIEC - nr na liście 21";"Natalia PLUTA - nr na liście 22";"Jan GŁADKOW - nr na liście 23";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jarosław Michał RZEPA - nr na liście 1";"Piotr SŁOMSKI - nr na liście 2";"Anna Katarzyna KUSY-KŁOS - nr na liście 3";"Tomasz Teodor KULINICZ - nr na liście 4";"Stanisława BODNAR - nr na liście 5";"Paweł MAREK - nr na liście 6";"Damiana NOWAK - nr na liście 7";"Waldemar Marek WAWRZYNIAK - nr na liście 8";"Anna GIBAS - nr na liście 9";"Arkadiusz Zygmunt JANOWICZ - nr na liście 10";"Magdalena Joanna DEMKOWSKA - nr na liście 11";"Jarosław Tomasz ŻUK - nr na liście 12";"Joanna CHUDZIK - nr na liście 13";"Andrzej Zdzisław DURKA - nr na liście 14";"Dorota Urszula KALINOWSKA - nr na liście 15";"Remigiusz PAJOR-KUBICKI - nr na liście 16";"Anna Katarzyna GLIŃSKA - nr na liście 17";"Jacek LIWAK - nr na liście 18";"Justyna JAKUBOWICZ-DZIDUCH - nr na liście 19";"Eugeniusz JASIEWICZ - nr na liście 20";"Renata Teresa KOREK - nr na liście 21";"Bartłomiej Henryk TOSZEK - nr na liście 22";"Adam Wacław CHRAŁOWICZ - nr na liście 23";"Olgierd KUSTOSZ - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marek Józef GRÓBARCZYK - nr na liście 1";"Leszek DOBRZYŃSKI - nr na liście 2";"Artur Lesław SZAŁABAWKA - nr na liście 3";"Michał JACH - nr na liście 4";"Stefania Elżbieta BIERNAT - nr na liście 5";"Krzysztof Piotr ZAREMBA - nr na liście 6";"Rafał Marek MUCHA - nr na liście 7";"Kazimierz DRZAZGA - nr na liście 8";"Arkadiusz LITWIŃSKI - nr na liście 9";"Marek POSOBKIEWICZ - nr na liście 10";"Andrzej SZELĄŻEK - nr na liście 11";"Monika KUŹMIŃSKA - nr na liście 12";"Justyna ŁYJAK - nr na liście 13";"Magdalena ZARĘBSKA-KULESZA - nr na liście 14";"Dariusz Piotr MATECKI - nr na liście 15";"Zbigniew BOGUCKI - nr na liście 16";"Maria Romualda BRZOZOWSKA - nr na liście 17";"Anna PAWLAK - nr na liście 18";"Jolanta Barbara TOBOŁA - nr na liście 19";"Michał KAMIŃSKI - nr na liście 20";"Katarzyna Karolina DYCZYŃSKA - nr na liście 21";"Agnieszka Janina STÓJ - nr na liście 22";"Agnieszka KURZAWA - nr na liście 23";"Maciej Stanisław KOPEĆ - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Krzysztof WIECZOREK - nr na liście 1";"Arkadiusz Paweł CZARNECKI - nr na liście 2";"Sebastian Waldemar BEDNARSKI - nr na liście 3";"Katarzyna Agata KOTULA - nr na liście 4";"Dawid Wojciech KRYSTEK - nr na liście 5";"Czesława CHRISTOWA - nr na liście 6";"Wojciech DŁUGOBORSKI - nr na liście 7";"Katarzyna KOSNO - nr na liście 8";"Cezary Piotr PAKULSKI - nr na liście 9";"Jagoda Maria GMACHOWSKA - nr na liście 10";"Amadou SY - nr na liście 11";"Danuta LESZCZYŃSKA - nr na liście 12";"Wiktoria Maria ARBAROS - nr na liście 13";"Małgorzata PIOTROWSKA - nr na liście 14";"Teresa Elżbieta SZYMAŃSKA - nr na liście 15";"Jerzy Daniel MAĆKOWIAK - nr na liście 16";"Zofia Anna MALISZ - nr na liście 17";"Dorota MAŚLANA - nr na liście 18";"Maria Magdalena SERAFINOWICZ - nr na liście 19";"Tymoteusz Jakub KOCHAN - nr na liście 20";"Sasza Radosław KORDZIELEWSKI - nr na liście 21";"Natalia Agata KOSTUŚ - nr na liście 22";"Piotr SOBOLEWSKI - nr na liście 23";"Joanna Monika AGATOWSKA - nr na liście 24";"Liczba obwodów"
"320400";"goleniowski";"zachodniopomorskie";58467;64455;23546;34921;26;207;1;1;0;0;0;0;1;34916;1;7;34909;603;403;200;0;34306;10160;5541;1148;199;267;545;900;209;116;37;754;34;22;22;41;13;31;31;21;22;41;17;18;56;75;2208;812;216;131;93;109;20;105;25;130;54;26;39;113;34;17;10;35;26;44;34;6;85;44;4304;932;582;104;1956;65;60;60;39;98;30;27;29;54;24;56;6;34;17;24;12;16;7;5;67;12558;4861;1201;1275;468;376;629;246;176;111;79;93;155;121;748;570;102;173;348;71;112;39;86;222;296;5076;2046;480;199;325;316;47;65;39;90;32;137;117;26;67;84;31;20;546;27;96;66;28;68;124;51
"320500";"gryficki";"zachodniopomorskie";43440;47704;18958;24481;44;755;0;0;0;0;0;0;0;24480;0;2;24478;441;317;124;0;24037;7670;3225;288;49;3120;87;436;107;45;14;16;13;13;5;27;6;13;9;7;9;24;98;11;17;31;1321;452;83;66;61;186;20;67;11;84;33;23;25;53;17;6;13;12;11;15;11;6;43;23;3243;1786;91;65;32;53;44;29;616;37;14;36;15;29;14;26;5;14;5;6;5;300;2;2;17;9041;3409;598;425;901;227;373;193;91;93;41;52;162;66;98;294;91;46;170;45;153;1095;64;88;266;2762;1347;333;114;183;157;27;16;28;40;17;55;84;20;42;30;22;21;31;16;45;8;20;25;81;45
"320600";"gryfiński";"zachodniopomorskie";58347;63395;25374;32973;27;154;1;1;0;0;0;0;1;32968;1;0;32968;570;387;183;0;32398;8805;4632;667;190;77;315;1159;170;48;22;12;28;88;28;39;651;14;35;26;50;54;15;416;26;43;2094;560;129;88;58;81;74;66;14;112;34;19;20;67;15;21;20;20;17;69;27;7;67;509;2798;779;145;815;36;65;55;69;40;67;42;22;35;33;35;46;14;379;9;18;9;18;7;8;52;13782;3205;826;1138;216;208;334;5222;68;71;35;1173;105;136;81;225;83;102;147;36;80;24;47;97;123;4919;1089;257;91;1381;148;34;1208;38;41;16;66;106;26;46;39;22;16;45;11;48;5;24;91;71;62
"320700";"kamieński";"zachodniopomorskie";34673;38175;14214;20459;13;1147;2;2;0;0;0;0;2;20461;2;6;20455;332;231;101;0;20123;6684;4158;335;73;850;157;548;204;60;25;11;17;18;12;29;9;23;12;10;19;21;36;7;23;27;1028;400;82;61;41;67;19;46;8;65;25;17;16;36;12;21;5;9;12;20;12;5;37;12;2411;1319;98;104;30;43;32;32;22;34;12;133;23;24;20;24;8;15;8;14;338;19;3;7;49;7280;3034;600;174;200;179;584;116;58;65;58;45;85;48;85;226;51;58;109;28;944;25;324;71;113;2720;1105;180;96;185;262;21;41;39;41;19;41;37;24;29;45;9;10;24;17;44;2;10;32;407;43
"321000";"myśliborski";"zachodniopomorskie";46417;50617;20436;25981;46;104;0;0;0;0;0;0;0;25979;0;1;25978;407;290;117;0;25571;9172;3105;224;109;56;717;896;106;44;10;9;42;714;2016;24;11;8;27;37;922;20;15;13;13;34;1719;622;124;84;168;113;45;72;21;113;34;20;40;56;21;19;9;22;11;35;21;5;50;14;1955;642;98;96;38;63;39;41;45;61;409;26;31;86;30;57;9;64;13;16;5;20;5;3;58;9829;3028;2411;594;234;330;278;488;100;74;63;328;151;89;109;272;116;531;161;41;91;27;37;126;150;2896;1467;260;136;181;104;17;25;31;30;12;38;58;23;38;31;18;16;35;15;53;9;17;219;63;53
"321100";"policki";"zachodniopomorskie";52800;58118;14783;38028;29;263;1;1;0;0;0;0;1;38023;1;0;38023;369;219;150;0;37654;15680;7032;3437;990;126;1784;804;171;148;53;10;19;27;26;54;20;262;29;18;30;360;43;20;48;169;2761;1082;271;153;106;106;32;108;30;271;48;32;59;131;25;21;12;22;23;36;33;13;96;51;1899;737;165;206;31;39;64;44;26;77;22;26;31;100;62;59;13;34;7;27;9;30;17;6;67;11259;4193;690;635;194;224;740;225;1549;150;38;54;136;55;116;508;267;32;122;694;79;18;49;190;301;6055;2177;640;310;674;377;156;107;58;273;107;147;201;158;79;124;36;39;54;35;43;11;24;71;154;43
"321200";"pyrzycki";"zachodniopomorskie";28146;30631;12342;15804;26;40;3;2;0;0;0;0;2;15804;2;11;15793;352;260;92;0;15441;3278;1418;324;45;33;238;321;40;23;15;6;14;113;64;14;8;3;488;65;8;5;2;6;8;17;879;316;57;78;44;33;14;33;14;53;20;4;11;59;9;8;10;4;14;15;6;4;56;17;1890;583;52;106;10;22;19;20;9;17;10;12;11;31;52;19;195;7;2;6;4;5;3;1;694;7483;2058;428;348;529;125;182;462;36;55;17;39;98;2208;58;143;59;30;271;60;47;12;28;79;111;1911;588;110;48;101;82;8;18;111;16;12;30;26;5;590;20;25;6;16;16;22;3;6;12;40;27
"321400";"stargardzki";"zachodniopomorskie";84090;91920;31516;52574;64;284;4;4;0;0;0;0;4;52571;4;71;52500;789;546;243;0;51711;16834;8710;2030;184;195;1122;1561;220;159;191;22;1895;44;41;77;29;35;38;29;31;49;34;37;38;63;3645;1316;283;187;147;158;222;165;48;166;61;48;70;184;51;32;55;87;31;62;35;28;145;64;4411;1301;399;190;41;498;91;68;53;355;26;24;48;128;50;82;192;44;169;29;23;28;18;436;118;19570;4191;731;354;7781;378;486;421;112;106;52;113;260;135;119;369;167;70;2709;45;131;33;77;171;559;7251;2697;563;285;446;291;71;74;84;152;51;1652;126;54;62;67;59;26;57;49;99;8;41;68;169;75
"321800";"łobeski";"zachodniopomorskie";26048;28283;12406;13642;29;89;2;2;0;0;0;0;2;13644;2;0;13644;314;236;78;0;13330;3734;1783;161;31;114;72;284;62;35;14;11;5;10;10;1065;6;9;4;10;8;6;10;5;6;13;708;249;77;51;26;44;11;31;7;55;14;15;9;31;12;4;7;1;5;16;4;5;25;9;1937;704;70;39;37;24;692;50;22;23;9;11;121;15;11;8;6;14;40;5;3;2;0;2;29;5408;1596;393;494;231;123;243;119;43;52;21;59;1096;36;66;96;78;32;325;20;71;24;24;52;114;1543;713;140;65;100;96;17;15;22;33;14;32;51;9;20;56;9;12;38;12;24;2;9;17;37;29
"326200";"Szczecin";"zachodniopomorskie";270490;296850;72792;197677;207;1947;36;36;5;0;0;1;30;197596;30;23;197573;1471;748;723;0;196102;79366;35277;21176;3740;718;9027;4375;879;1234;250;121;107;114;110;270;108;252;106;85;113;202;136;104;326;536;13324;5359;1474;723;644;524;149;406;130;757;193;266;276;937;124;78;59;96;101;170;157;56;389;256;9093;3518;892;781;166;241;228;255;132;351;82;105;145;338;431;239;88;176;43;158;48;140;129;33;374;62998;26724;5971;5832;1052;2403;5113;1098;505;1228;145;242;575;356;442;4312;2610;170;612;153;276;126;260;902;1891;31321;11003;4136;1651;3854;2382;733;728;253;1388;215;781;867;293;290;228;132;175;192;287;337;42;228;389;737;206
"326300";"Świnoujście";"zachodniopomorskie";29697;32269;9693;20004;22;1390;1;1;0;1;0;0;1;20002;1;6;19996;140;61;79;0;19856;6639;3632;257;30;112;160;482;1737;43;13;4;17;16;6;22;3;7;9;3;11;22;1;6;10;36;1057;399;76;58;37;29;12;59;3;18;16;9;36;30;7;153;17;12;13;10;11;4;35;13;866;321;87;60;16;32;26;21;13;26;17;8;13;53;26;32;7;11;4;10;23;9;5;9;37;5992;2613;256;77;75;73;227;82;44;30;776;19;49;40;41;106;35;26;44;8;45;23;1153;57;93;5302;692;217;79;127;111;33;17;21;29;9;39;24;17;25;27;10;3;14;13;37;2;14;22;3720;27
