"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Krzysztof KWIATKOWSKI";"Marek Sławomir MARKIEWICZ";"Małgorzata Krystyna NIEWIADOMSKA-CUDAK"
"8eff-31e7-bd53-1968-5954-6de2-8096-2f2f";"106101";"24";"92";"miasto";"stały";"Szkoła Podstawowa nr 190 im. Jarosława Iwaszkiewicza, ul. Malczewskiego 37/47, 93-154 Łódź";"m. Łódź";"Łódź";"łódzkie";"2250";"2489";"512";"1738";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1737";"0";"0";"1737";"31";"4";"27";"0";"1706";"659";"490";"557"
"7e9f-54c0-4489-1b5d-1c2f-37d3-8b2b-b9e7";"106101";"24";"93";"miasto";"stały";"Szkoła Podstawowa nr 174 im. Jana Machulskiego, ul. Gałczyńskiego 6, 93-259 Łódź";"m. Łódź";"Łódź";"łódzkie";"1650";"1795";"427";"1223";"3";"6";"1";"1";"0";"0";"0";"0";"1";"1224";"1";"0";"1224";"20";"2";"18";"0";"1204";"428";"422";"354"
"860b-07d9-efd9-6807-9acb-80fd-2e2d-71e2";"106101";"24";"94";"miasto";"stały";"XXXI Liceum Ogólnokształcące im. Ludwika Zamenhofa, ul. Konspiracyjnego Wojska Polskiego 5B, 93-236 Łódź";"m. Łódź";"Łódź";"łódzkie";"1703";"1848";"552";"1151";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1151";"0";"0";"1151";"25";"3";"22";"0";"1126";"402";"414";"310"
"d9b0-0c48-11b1-bed8-8ea2-74f1-580a-06c2";"106101";"24";"95";"miasto";"stały";"XXXI Liceum Ogólnokształcące im. Ludwika Zamenhofa, ul. Konspiracyjnego Wojska Polskiego 5B, 93-236 Łódź";"m. Łódź";"Łódź";"łódzkie";"1450";"1580";"455";"995";"2";"4";"1";"1";"0";"0";"0";"0";"1";"996";"1";"1";"995";"20";"5";"15";"0";"975";"368";"288";"319"
"6fd6-eeef-b888-4892-9d5f-b650-b505-c3ba";"106101";"24";"96";"miasto";"stały";"VI Liceum Ogólnokształcące im. Joachima Lelewela, ul. Deotymy 1, 93-267 Łódź";"m. Łódź";"Łódź";"łódzkie";"1283";"1419";"368";"915";"1";"5";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"18";"6";"12";"0";"897";"325";"306";"266"
"d718-2fe6-3799-08c0-a190-5748-cca5-ed55";"106101";"24";"97";"miasto";"stały";"VI Liceum Ogólnokształcące im. Joachima Lelewela, ul. Deotymy 1, 93-267 Łódź";"m. Łódź";"Łódź";"łódzkie";"1833";"1993";"498";"1334";"1";"5";"1";"1";"1";"0";"0";"0";"0";"1334";"0";"0";"1334";"18";"8";"10";"0";"1316";"495";"446";"375"
"c0cd-40fc-b352-bfef-dc9c-7c08-4373-386f";"106101";"24";"98";"miasto";"stały";"Przedszkole Miejskie nr 119, ul. Rydla 17, 93-203 Łódź";"m. Łódź";"Łódź";"łódzkie";"1599";"1785";"306";"1293";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1293";"0";"0";"1293";"20";"14";"6";"0";"1273";"470";"394";"409"
"1e29-1938-b3d4-199e-d384-7942-766d-fee9";"106101";"24";"99";"miasto";"stały";"Szkoła Podstawowa nr 64 im. Hansa Christiana Andersena, ul. Anczyca 6, 93-262 Łódź";"m. Łódź";"Łódź";"łódzkie";"1817";"1995";"523";"1294";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1294";"0";"0";"1294";"18";"5";"13";"0";"1276";"454";"444";"378"
"8c26-73c5-3fce-93cc-e9a8-e0b1-bc4d-c6a9";"106101";"24";"100";"miasto";"stały";"Szkoła Podstawowa nr 64 im. Hansa Christiana Andersena, ul. Anczyca 6, 93-262 Łódź";"m. Łódź";"Łódź";"łódzkie";"1890";"2090";"581";"1309";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1307";"0";"0";"1307";"24";"6";"18";"0";"1283";"431";"454";"398"
"dafa-239e-5c14-b00a-4f5d-9452-ea89-17e2";"106101";"24";"101";"miasto";"stały";"Biblioteka Miejska w Łodzi Filia Nr 72, ul. Kadłubka 40, 93-248 Łódź";"m. Łódź";"Łódź";"łódzkie";"1206";"1339";"287";"919";"1";"10";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"16";"4";"12";"0";"903";"362";"280";"261"
"5a60-eefe-412a-e617-9462-05e2-add3-e7f4";"106101";"24";"102";"miasto";"stały";"Biblioteka Miejska w Łodzi Filia Nr 72, ul. Kadłubka 40, 93-248 Łódź";"m. Łódź";"Łódź";"łódzkie";"1680";"1836";"473";"1207";"4";"5";"2";"2";"0";"0";"0";"0";"2";"1209";"2";"0";"1209";"22";"6";"16";"0";"1187";"452";"395";"340"
"c636-dddd-1987-070c-fab4-8854-35e3-a006";"106101";"24";"103";"miasto";"stały";"Fundacja JiM, ul. Tatrzańska 105, 93-279 Łódź";"m. Łódź";"Łódź";"łódzkie";"2438";"2707";"568";"1870";"1";"15";"2";"2";"0";"0";"0";"0";"2";"1872";"2";"0";"1872";"27";"19";"8";"0";"1845";"638";"625";"582"
"6fd8-6e23-76c7-65e8-c163-0640-fa84-6320";"106101";"24";"104";"miasto";"stały";"Szkoła Podstawowa nr 189, ul. Kossaka 19, 93-213 Łódź";"m. Łódź";"Łódź";"łódzkie";"2110";"2317";"513";"1597";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1597";"0";"0";"1597";"26";"9";"17";"0";"1571";"564";"533";"474"
"1339-a697-92b3-38ec-c965-c348-1b4b-d2d7";"106101";"24";"105";"miasto";"stały";"XXV Liceum Ogólnokształcące im. Stefana Żeromskiego, ul. Podhalańska 2A, 93-224 Łódź";"m. Łódź";"Łódź";"łódzkie";"1770";"1959";"380";"1390";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1390";"1";"0";"1390";"29";"12";"17";"0";"1361";"460";"489";"412"
"53f2-f0a1-f1f8-fe89-859d-25da-2e8f-a8ac";"106101";"24";"106";"miasto";"stały";"XXV Liceum Ogólnokształcące im. Stefana Żeromskiego, ul. Podhalańska 2A, 93-224 Łódź";"m. Łódź";"Łódź";"łódzkie";"1310";"1450";"296";"1014";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1014";"0";"0";"1014";"25";"15";"10";"0";"989";"331";"321";"337"
"52f8-c741-e8fa-162d-6e03-1360-3406-afc4";"106101";"24";"107";"miasto";"stały";"Dom Ludowy ""Józefów"", ul. Józefów 43, 93-615 Łódź";"m. Łódź";"Łódź";"łódzkie";"811";"881";"131";"680";"0";"2";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"9";"2";"7";"0";"671";"265";"246";"160"
"90b7-d9a5-d319-c537-77e5-2a35-80a1-5617";"106101";"24";"108";"miasto";"stały";"Klub Osiedlowy Nr 1 Spółdzielni Mieszkaniowej ""Chojny"", ul. Skupiona 3, 93-323 Łódź";"m. Łódź";"Łódź";"łódzkie";"1863";"1805";"526";"1337";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1337";"0";"0";"1337";"22";"11";"11";"0";"1315";"489";"459";"367"
"ebef-700e-7f62-2485-efed-0e53-cdae-2047";"106101";"24";"109";"miasto";"stały";"Szkoła Podstawowa nr 162 im. Jana Nowaka Jeziorańskiego, ul. Powszechna 15, 93-321 Łódź";"m. Łódź";"Łódź";"łódzkie";"2119";"2400";"427";"1692";"2";"6";"1";"1";"0";"0";"0";"0";"1";"1691";"1";"0";"1691";"25";"9";"16";"0";"1666";"679";"514";"473"
"93d8-929c-8785-7eb9-9f13-9e88-acdb-519f";"106101";"24";"110";"miasto";"stały";"Szkoła Podstawowa nr 162 im. Jana Nowaka Jeziorańskiego, ul. Powszechna 15, 93-321 Łódź";"m. Łódź";"Łódź";"łódzkie";"2922";"3199";"657";"2265";"1";"8";"1";"1";"0";"0";"0";"0";"1";"2264";"1";"0";"2264";"25";"4";"21";"0";"2239";"853";"787";"599"
"aed8-267a-e8ed-9b89-a981-5fde-2be5-5b16";"106101";"24";"111";"miasto";"stały";"Szkoła Podstawowa nr 110 im. Partyzantów Ziemi Łódzkiej, ul. Zamknięta 3, 93-323 Łódź";"m. Łódź";"Łódź";"łódzkie";"2836";"3105";"540";"2296";"1";"12";"0";"0";"0";"0";"0";"0";"0";"2296";"0";"0";"2296";"38";"13";"25";"0";"2258";"843";"760";"655"
"4205-7aeb-b635-3b5b-0473-713e-7e38-3493";"106101";"24";"112";"miasto";"stały";"Lokal Rady Osiedla Chojny, ul. Rzgowska 151, 93-303 Łódź";"m. Łódź";"Łódź";"łódzkie";"2220";"2432";"592";"1628";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1624";"0";"0";"1624";"13";"8";"5";"0";"1611";"639";"527";"445"
"0206-c7d9-f28c-4c56-83e7-7dad-2154-ea2e";"106101";"24";"113";"miasto";"stały";"Szkoła Podstawowa nr 109 im. Ludwiki Wawrzyńskiej, ul. Pryncypalna 74, 93-379 Łódź";"m. Łódź";"Łódź";"łódzkie";"2519";"2748";"648";"1871";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1869";"0";"0";"1869";"16";"4";"12";"0";"1853";"679";"678";"496"
"e1b3-4a4c-0862-b5dd-bfe4-eecb-72c1-7889";"106101";"24";"114";"miasto";"stały";"Szkoła Podstawowa nr 109 im. Ludwiki Wawrzyńskiej, ul. Pryncypalna 74, 93-379 Łódź";"m. Łódź";"Łódź";"łódzkie";"2071";"2263";"409";"1661";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1660";"0";"0";"1660";"21";"11";"10";"0";"1639";"598";"536";"505"
"3236-3382-9d4d-4024-5e34-9d87-84d3-95d9";"106101";"24";"115";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 5 im. Juliana Tuwima, ul. Królewska 13/15, 93-319 Łódź";"m. Łódź";"Łódź";"łódzkie";"1512";"1657";"333";"1179";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1180";"1";"0";"1180";"9";"2";"7";"0";"1171";"485";"375";"311"
"2743-b048-3c2d-18ea-2903-bf1f-a4b4-61e4";"106101";"24";"116";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 5 im. Juliana Tuwima, ul. Królewska 13/15, 93-319 Łódź";"m. Łódź";"Łódź";"łódzkie";"2180";"2377";"365";"1815";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1815";"0";"0";"1815";"16";"12";"4";"0";"1799";"813";"525";"461"
"173c-8f6a-ee04-acd7-0564-7f18-dda8-aa3f";"106101";"24";"117";"miasto";"stały";"Klub Osiedlowy Nr 2 Spółdzielni Mieszkaniowej ""Chojny"", ul. Gościnna 8, 93-356 Łódź";"m. Łódź";"Łódź";"łódzkie";"1323";"1447";"222";"1101";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"20";"5";"15";"0";"1081";"407";"355";"319"
"20c2-12d6-697d-80b4-6dd5-824d-79a7-bdea";"106101";"24";"118";"miasto";"stały";"Zakład Hoteli i Budynków Mieszkalnych przy Instytucie Centrum Zdrowia Matki Polki w Łodzi, ul. Paradna 46, 93-345 Łódź";"m. Łódź";"Łódź";"łódzkie";"2319";"2594";"257";"2062";"1";"15";"0";"0";"0";"0";"0";"0";"0";"2061";"0";"0";"2061";"35";"16";"19";"0";"2026";"1075";"434";"517"
"518e-255b-2173-7420-45fc-7202-e158-d393";"106101";"24";"120";"miasto";"stały";"Centrum Zajęć Pozaszkolnych nr 2, ul. Sopocka 3/5, 93-490 Łódź";"m. Łódź";"Łódź";"łódzkie";"1048";"1125";"277";"770";"3";"7";"1";"1";"0";"0";"0";"0";"1";"771";"1";"0";"771";"9";"2";"7";"0";"762";"280";"237";"245"
"e9bf-f7d5-04c9-0ca0-5a38-7886-f87f-6dc7";"106101";"24";"121";"miasto";"stały";"Szkoła Podstawowa nr 138 im. Leopolda Staffa, ul. Dubois 7/9, 93-491 Łódź";"m. Łódź";"Łódź";"łódzkie";"1968";"2166";"485";"1483";"4";"10";"0";"0";"0";"0";"0";"0";"0";"1482";"0";"4";"1478";"18";"6";"12";"0";"1460";"593";"460";"407"
"71c9-5a4f-7edf-c13a-6b1b-8ad7-0dd8-c392";"106101";"24";"122";"miasto";"stały";"Szkoła Podstawowa nr 138 im. Leopolda Staffa, ul. Świętego Franciszka 53, 93-479 Łódź";"m. Łódź";"Łódź";"łódzkie";"1450";"1630";"226";"1224";"0";"6";"1";"1";"0";"0";"0";"0";"1";"1225";"1";"2";"1223";"20";"7";"13";"0";"1203";"522";"383";"298"
"a8f0-557f-9651-33c7-9e3d-b2d9-02bf-6ba3";"106101";"24";"123";"miasto";"stały";"Szkoła Podstawowa nr 138 im. Leopolda Staffa, ul. Świętego Franciszka 53, 93-479 Łódź";"m. Łódź";"Łódź";"łódzkie";"1370";"1521";"196";"1174";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"19";"4";"15";"0";"1155";"524";"374";"257"
"5ce2-681c-5281-c4b4-db50-4987-ca1e-9b2a";"106101";"24";"124";"miasto";"stały";"Zespół Szkół Techniczno-Informatycznych im. Jana Nowaka-Jeziorańskiego, al. Politechniki 37, 93-502 Łódź";"m. Łódź";"Łódź";"łódzkie";"1120";"1256";"224";"896";"3";"3";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"17";"13";"4";"0";"879";"348";"264";"267"
"bdb1-227e-1cb5-8a1a-35f3-ba04-f98c-90f2";"106101";"24";"125";"miasto";"stały";"Szkoła Podstawowa nr 42 im. Stanisława Staszica, ul. Przyszkole 42, 93-552 Łódź";"m. Łódź";"Łódź";"łódzkie";"2202";"2439";"553";"1649";"6";"9";"0";"0";"0";"0";"0";"0";"0";"1648";"0";"0";"1648";"25";"6";"19";"0";"1623";"652";"486";"485"
"26a3-d82c-4a9b-f3c2-bee1-5736-9e2f-2e3c";"106101";"24";"126";"miasto";"stały";"Fundacja z Aspi-racjami, ul. Obywatelska 57, 93-562 Łódź";"m. Łódź";"Łódź";"łódzkie";"2701";"2986";"640";"2061";"6";"23";"0";"0";"0";"0";"0";"0";"0";"2061";"0";"0";"2061";"40";"20";"20";"0";"2021";"779";"661";"581"
"9436-5a7e-13ab-805f-3cce-8aa6-6341-cc1a";"106101";"24";"127";"miasto";"stały";"Zespół Szkół Techniczno-Informatycznych im. Jana Nowaka-Jeziorańskiego, al. Politechniki 37, 93-502 Łódź";"m. Łódź";"Łódź";"łódzkie";"810";"903";"397";"413";"0";"12";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"10";"7";"3";"0";"403";"142";"143";"118"
"8f00-1472-35d4-c43a-84d8-048e-a93f-a04c";"106101";"24";"128";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Orląt Lwowskich, ul. Wiosenna 1, 93-535 Łódź";"m. Łódź";"Łódź";"łódzkie";"1649";"1819";"397";"1252";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1251";"0";"0";"1251";"20";"7";"13";"0";"1231";"465";"388";"378"
"aff9-684d-7438-3654-1106-b195-e741-5f00";"106101";"24";"129";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Orląt Lwowskich, ul. Wiosenna 1, 93-535 Łódź";"m. Łódź";"Łódź";"łódzkie";"1489";"1647";"421";"1068";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"0";"1068";"10";"1";"9";"0";"1058";"404";"347";"307"
"7780-adc2-0b5e-a531-be29-663f-eef7-f785";"106101";"24";"130";"miasto";"stały";"Zespół Szkół Ekonomii i Usług, ul. Astronautów 19, 93-533 Łódź";"m. Łódź";"Łódź";"łódzkie";"981";"1115";"201";"780";"4";"2";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"12";"4";"8";"0";"767";"289";"243";"235"
"e44b-5490-80a6-0e23-452a-285e-eaa3-9c4e";"106101";"24";"131";"miasto";"stały";"Zespół Szkół Ekonomii i Usług, ul. Astronautów 19, 93-533 Łódź";"m. Łódź";"Łódź";"łódzkie";"2267";"2270";"919";"1348";"0";"2";"2";"2";"0";"0";"0";"0";"2";"1348";"2";"0";"1348";"25";"25";"0";"0";"1323";"504";"433";"386"
"ed17-2ebb-dda5-14c2-1a43-45b3-88d9-67f2";"106101";"24";"132";"miasto";"stały";"Szkoła Podstawowa nr 51 im. Stefana Linkego, ul. Ciołkowskiego 11A, 93-510 Łódź";"m. Łódź";"Łódź";"łódzkie";"1400";"1551";"421";"979";"2";"2";"1";"1";"0";"0";"0";"0";"1";"980";"1";"0";"980";"18";"9";"9";"0";"962";"377";"332";"253"
"ce45-1498-6939-eac4-5934-95d5-3f36-cb5d";"106101";"24";"133";"miasto";"stały";"IX Liceum Ogólnokształcące im. Jarosława Dąbrowskiego, ul. Paderewskiego 24, 93-025 Łódź";"m. Łódź";"Łódź";"łódzkie";"1169";"1289";"245";"924";"0";"4";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"15";"4";"11";"0";"909";"358";"297";"254"
"2ea1-5989-560b-abf0-8401-1040-1f0c-581f";"106101";"24";"134";"miasto";"stały";"Szkoła Podstawowa nr 113 im. Adolfa Dygasińskiego, ul. Unicka 6, 93-009 Łódź";"m. Łódź";"Łódź";"łódzkie";"2380";"2619";"605";"1775";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1775";"0";"0";"1775";"26";"22";"4";"0";"1749";"662";"558";"529"
"3265-ae2c-0781-5abe-6ff2-3255-1c32-7961";"106101";"24";"135";"miasto";"stały";"Szkoła Podstawowa nr 113 im. Adolfa Dygasińskiego, ul. Unicka 6, 93-009 Łódź";"m. Łódź";"Łódź";"łódzkie";"1870";"2047";"692";"1178";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1178";"0";"0";"1178";"25";"7";"18";"0";"1153";"472";"350";"331"
"260f-5bb5-ca27-0781-a7bb-3528-4bda-b404";"106101";"24";"136";"miasto";"stały";"Lokal Rady Osiedla Piastów-Kurak, ul. Ciołkowskiego 11, 93-510 Łódź";"m. Łódź";"Łódź";"łódzkie";"1612";"1773";"323";"1289";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1291";"0";"0";"1291";"14";"2";"12";"0";"1277";"485";"395";"397"
"90aa-57b3-062a-34a7-7cb9-7e77-22b1-00e5";"106101";"24";"137";"miasto";"stały";"Dom Pomocy Społecznej w Łodzi, ul. Rudzka 56, 93-423 Łódź";"m. Łódź";"Łódź";"łódzkie";"1999";"2205";"381";"1618";"5";"21";"0";"0";"0";"0";"0";"0";"0";"1618";"0";"0";"1618";"18";"4";"14";"0";"1600";"655";"566";"379"
"029f-f08d-65b3-1d72-e7b0-7aac-a302-4ff6";"106101";"24";"138";"miasto";"stały";"Szkoła Podstawowa nr 125 im. Janusza Korczaka, ul. Dzwonowa 18/20, 93-429 Łódź";"m. Łódź";"Łódź";"łódzkie";"1570";"1710";"418";"1153";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1153";"0";"0";"1153";"20";"9";"11";"0";"1133";"427";"384";"322"
"24ae-9057-4370-1efa-2879-81b9-9f44-7cab";"106101";"24";"139";"miasto";"stały";"Centrum Zajęć Pozaszkolnych nr 2, ul. Zjednoczenia 1A, 93-402 Łódź";"m. Łódź";"Łódź";"łódzkie";"1298";"1438";"438";"860";"1";"3";"1";"1";"0";"0";"0";"0";"1";"860";"1";"0";"860";"15";"8";"7";"0";"845";"347";"279";"219"
"5f7f-3fd8-0de5-c222-e9a8-315a-51eb-47df";"106101";"24";"140";"miasto";"stały";"Szkoła Podstawowa nr 143, ul. Kuźnicka 12, 94-459 Łódź";"m. Łódź";"Łódź";"łódzkie";"1720";"1872";"396";"1324";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1325";"1";"0";"1325";"26";"9";"17";"0";"1299";"561";"374";"364"
"c8c4-bd90-dde7-88f6-a889-d0f1-33ee-6fdb";"106101";"24";"141";"miasto";"stały";"Szkoła Podstawowa nr 125 im. Janusza Korczaka, ul. Dzwonowa 18/20, 93-429 Łódź";"m. Łódź";"Łódź";"łódzkie";"1450";"1609";"398";"1052";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"14";"4";"10";"0";"1037";"499";"276";"262"
"4c13-28c1-ba1c-935a-f626-9ab3-7ba3-dbea";"106101";"24";"142";"miasto";"stały";"Ochotnicza Straż Pożarna Łódź-Jędrzejów, ul. Tomaszowska 85, 93-635 Łódź";"m. Łódź";"Łódź";"łódzkie";"710";"794";"128";"582";"0";"1";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"4";"0";"4";"0";"578";"234";"210";"134"
"426a-6b62-c4bf-0f22-2cc1-c368-a38f-d13d";"106101";"24";"143";"miasto";"stały";"Szkoła Podstawowa nr 130 im. Marszałka Józefa Piłsudskiego, ul. Gościniec 1, 93-645 Łódź";"m. Łódź";"Łódź";"łódzkie";"1820";"2049";"399";"1421";"1";"4";"1";"1";"0";"0";"0";"0";"1";"1422";"1";"0";"1422";"25";"10";"15";"0";"1397";"442";"651";"304"
"a91c-dac7-7056-04a1-f9c5-7233-ce78-1286";"106101";"24";"229";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 8 im. Stanisława Staszica, ul. Czernika 1/3, 92-538 Łódź";"m. Łódź";"Łódź";"łódzkie";"2030";"2274";"349";"1681";"2";"18";"0";"0";"0";"0";"0";"0";"0";"1681";"0";"0";"1681";"21";"13";"8";"0";"1660";"696";"467";"497"
"a611-b919-7177-0427-10f7-c332-4f7c-bda1";"106101";"24";"230";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 8 im. Stanisława Staszica, ul. Czernika 1/3, 92-538 Łódź";"m. Łódź";"Łódź";"łódzkie";"1729";"1901";"339";"1390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1390";"0";"0";"1390";"22";"8";"14";"0";"1368";"565";"434";"369"
"1cc7-e90f-e1fc-dfaf-ceeb-45bd-3e2d-cdce";"106101";"24";"231";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 8 im. Stanisława Staszica, ul. Czernika 1/3, 92-538 Łódź";"m. Łódź";"Łódź";"łódzkie";"2070";"2289";"467";"1603";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1603";"0";"0";"1603";"19";"10";"9";"0";"1584";"645";"534";"405"
"da70-ab4c-de01-491c-8471-566d-3baa-0437";"106101";"24";"232";"miasto";"stały";"Szkoła Podstawowa nr 199 im. Juliana Tuwima, ul. Elsnera 8, 92-504 Łódź";"m. Łódź";"Łódź";"łódzkie";"2518";"2282";"538";"1980";"4";"8";"1";"1";"0";"0";"0";"0";"1";"1981";"1";"0";"1981";"30";"17";"13";"0";"1951";"817";"596";"538"
"43d7-7b67-420c-9064-f40f-1bc0-4d72-459f";"106101";"24";"233";"miasto";"stały";"Szkoła Podstawowa nr 199 im. Juliana Tuwima, ul. Elsnera 8, 92-504 Łódź";"m. Łódź";"Łódź";"łódzkie";"2580";"2833";"439";"2141";"3";"12";"0";"0";"0";"0";"0";"0";"0";"2141";"0";"0";"2141";"31";"20";"11";"0";"2110";"941";"541";"628"
"c9a5-741a-dd4f-d4d3-b442-5c5b-36b8-4fd3";"106101";"24";"234";"miasto";"stały";"Szkoła Podstawowa nr 34 im. Wisławy Szymborskiej, ul. Ćwiklińskiej 9, 92-508 Łódź";"m. Łódź";"Łódź";"łódzkie";"2242";"2484";"351";"1891";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1891";"0";"0";"1891";"36";"13";"23";"0";"1855";"807";"525";"523"
"7dbe-641d-bc89-4899-cab6-e172-4bd9-7bf3";"106101";"24";"235";"miasto";"stały";"Szkoła Podstawowa nr 34 im. Wisławy Szymborskiej, ul. Ćwiklińskiej 9, 92-508 Łódź";"m. Łódź";"Łódź";"łódzkie";"1793";"1965";"286";"1507";"3";"6";"1";"1";"0";"0";"0";"0";"1";"1508";"1";"0";"1508";"27";"12";"15";"0";"1481";"581";"485";"415"
"3120-6473-67f8-80fe-a9f3-0b15-a183-8eff";"106101";"24";"236";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 1, ul. Czajkowskiego 14, 92-511 Łódź";"m. Łódź";"Łódź";"łódzkie";"1671";"1723";"386";"1285";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1285";"0";"0";"1285";"18";"6";"12";"0";"1267";"548";"374";"345"
"377c-807b-43d4-faca-1941-4f0c-3148-5232";"106101";"24";"237";"miasto";"stały";"Zespół Szkół Ogólnokształcących nr 1, ul. Czajkowskiego 14, 92-511 Łódź";"m. Łódź";"Łódź";"łódzkie";"1401";"1556";"214";"1187";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1187";"0";"0";"1187";"14";"4";"10";"0";"1173";"472";"350";"351"
"4f63-adfb-02c9-680a-4bd9-c107-cfac-2903";"106101";"24";"238";"miasto";"stały";"Szkoła Podstawowa nr 33 im. Stefana Kopcińskiego, ul. Lermontowa 7, 92-512 Łódź";"m. Łódź";"Łódź";"łódzkie";"2290";"2521";"355";"1935";"0";"7";"2";"2";"0";"0";"0";"0";"2";"1937";"2";"0";"1937";"29";"11";"18";"0";"1908";"793";"587";"528"
"754c-6fd8-4607-91cb-273e-708d-f8ae-b08b";"106101";"24";"239";"miasto";"stały";"Szkoła Podstawowa nr 33 im. Stefana Kopcińskiego, ul. Lermontowa 7, 92-512 Łódź";"m. Łódź";"Łódź";"łódzkie";"2059";"2265";"410";"1649";"3";"5";"1";"1";"0";"0";"0";"0";"1";"1649";"1";"0";"1649";"23";"11";"12";"0";"1626";"646";"545";"435"
"c687-7533-6603-15a4-9fda-696d-be80-e94f";"106101";"24";"240";"miasto";"stały";"Szkoła Podstawowa nr 12 im. Mariana Batki, ul. Jurczyńskiego 1/3, 92-306 Łódź";"m. Łódź";"Łódź";"łódzkie";"1630";"1794";"303";"1327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1328";"0";"1";"1327";"30";"6";"24";"0";"1297";"496";"411";"390"
"36c0-bc17-15a4-6a53-f4b0-1b0c-3564-ab43";"106101";"24";"241";"miasto";"stały";"Szkoła Podstawowa nr 12 im. Mariana Batki, ul. Jurczyńskiego 1/3, 92-306 Łódź";"m. Łódź";"Łódź";"łódzkie";"1910";"2084";"396";"1514";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1515";"1";"0";"1515";"24";"14";"10";"0";"1491";"585";"511";"395"
