"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Krzysztof KWIATKOWSKI";"Marek Sławomir MARKIEWICZ";"Małgorzata Krystyna NIEWIADOMSKA-CUDAK"
"bbe8-8b13-a1c1-96b2-3138-f76d-41fe-f7fe";"100602";"24";"1";"wieś";"stały";"Samorządowe Przedszkole w Andrespolu, ul. Ceramiczna 4, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"630";"707";"166";"464";"0";"2";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"6";"0";"6";"0";"458";"148";"200";"110"
"d6c5-63be-80a5-8df6-c904-f433-557e-441d";"100602";"24";"2";"wieś";"stały";"Samorządowe Przedszkole w Andrespolu, ul. Ceramiczna 4, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"630";"708";"92";"538";"0";"3";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"9";"3";"6";"0";"529";"182";"219";"128"
"5162-30b1-962e-e03a-b73e-6677-8a91-3738";"100602";"24";"3";"wieś";"stały";"Dzienny Dom Seniora, ul. Ceramiczna 2a, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"660";"709";"144";"516";"1";"8";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"8";"3";"5";"0";"508";"164";"238";"106"
"9205-ddd3-eb29-ae2b-d7dc-eecc-8c34-7596";"100602";"24";"4";"wieś";"stały";"Dzienny Dom Seniora, ul. Ceramiczna 2a, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"610";"690";"164";"446";"1";"3";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"5";"2";"3";"0";"441";"127";"192";"122"
"00f7-a0d9-8557-ae66-4056-0b99-4943-bd62";"100602";"24";"5";"wieś";"stały";"Dom Parafialny w Bedoniu Przykościelnym, Bedoń Przykościelny ul. Kościelna 25, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"1050";"1171";"254";"796";"2";"3";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"17";"5";"12";"0";"779";"235";"346";"198"
"5c78-da98-60e9-e2b1-10b4-49cf-2ff6-7049";"100602";"24";"6";"wieś";"stały";"Ochotnicza Straż Pożarna w Bedoniu Wsi, Bedoń Wieś ul. Słowiańska 11, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"669";"727";"170";"499";"0";"4";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"10";"4";"6";"0";"489";"152";"221";"116"
"778d-540b-0bee-15dc-cd9d-2cde-ac7b-29e4";"100602";"24";"7";"wieś";"stały";"Rada Sołecka w Janówce, Janówka ul. Główna 53, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"730";"839";"140";"590";"1";"2";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"14";"5";"9";"0";"576";"254";"164";"158"
"9440-90aa-5731-475e-11ca-803c-8fee-2f2c";"100602";"24";"8";"wieś";"stały";"Szkoła Podstawowa w Justynowie, Justynów ul. Łódzka 17, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"830";"943";"189";"641";"0";"9";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"11";"6";"5";"0";"630";"237";"214";"179"
"76dd-b2dc-d225-2f1e-40a4-55d3-b386-18f0";"100602";"24";"9";"wieś";"stały";"Szkoła Podstawowa w Justynowie, Justynów ul. Łódzka 17, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"609";"670";"135";"474";"0";"1";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"8";"5";"3";"0";"466";"176";"168";"122"
"14d3-bedb-6ddf-d874-8f9b-b5ac-33d5-0b90";"100602";"24";"10";"wieś";"stały";"Szkoła Podstawowa w Justynowie, Justynów ul. Łódzka 17, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"609";"686";"143";"466";"1";"4";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"10";"3";"7";"0";"456";"174";"157";"125"
"ce1f-9f95-da04-9493-28c7-6360-4c5e-2292";"100602";"24";"11";"wieś";"stały";"Świetlica Środowiskowa w Stróży, Stróża ul. Tuszyńska 148, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"810";"916";"137";"673";"1";"4";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"16";"9";"7";"0";"657";"260";"263";"134"
"4f26-a31c-a52b-9bbf-bc63-0596-ebca-7d18";"100602";"24";"12";"wieś";"stały";"Szkoła Podstawowa w Wiśniowej Górze, Wiśniowa Góra ul. Tuszyńska 32, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"852";"944";"223";"629";"0";"2";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"11";"0";"11";"0";"618";"189";"291";"138"
"52c9-2a75-1377-47fd-d3ea-d016-ee92-80cc";"100602";"24";"13";"wieś";"stały";"Gminny Ośrodek Kultury w Wiśniowej Górze, Wiśniowa Góra ul. Tuszyńska 64, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"590";"679";"171";"419";"0";"4";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"6";"0";"6";"0";"413";"140";"177";"96"
"d028-b799-9695-9430-0fef-1527-9c1d-effc";"100602";"24";"14";"wieś";"stały";"Hala Sportowa GOSiR, Wiśniowa Góra ul. Tuszyńska 113, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"610";"694";"126";"484";"0";"1";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"6";"3";"3";"0";"478";"159";"200";"119"
"de79-7fee-ca6e-c9a2-d1f1-82fb-ceb7-ac6a";"100602";"24";"15";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Wiśniowej Górze, Wiśniowa Góra ul. Tuszyńska 56, 95-020 Andrespol";"gm. Andrespol";"łódzki wschodni";"łódzkie";"78";"75";"21";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"1";"1";"0";"0";"56";"14";"26";"16"
"e4e6-c530-729e-81a3-595b-0b07-ee9a-44f5";"100603";"24";"1";"wieś";"stały";"Filia Szkoły Podstawowej w Kurowicach z/s w Woli Rakowej, Wola Rakowa ul. Szkolna 3, 95-006 Brójce";"gm. Brójce";"łódzki wschodni";"łódzkie";"1001";"1060";"248";"753";"2";"1";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"17";"5";"12";"0";"736";"200";"438";"98"
"0e57-043a-2d96-4e43-49d7-99a7-8225-f0d8";"100603";"24";"2";"wieś";"stały";"Filia Szkoły Podstawowej w Kurowicach z/s w Woli Rakowej, Wola Rakowa ul. Szkolna 3, 95-006 Brójce";"gm. Brójce";"łódzki wschodni";"łódzkie";"859";"941";"248";"611";"0";"0";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"13";"3";"10";"0";"598";"149";"361";"88"
"1e71-35af-9d9f-28fd-601c-04b6-4b36-5371";"100603";"24";"3";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego w Kurowicach, Kurowice ul. Szkolna 1, 95-006 Brójce";"gm. Brójce";"łódzki wschodni";"łódzkie";"1230";"1368";"305";"925";"1";"4";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"13";"7";"6";"0";"911";"234";"561";"116"
"4631-be3c-6555-04d0-3bc8-1c79-5139-f142";"100603";"24";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bukowcu, Bukowiec ul. Szkolna 3, 95-006 Brójce";"gm. Brójce";"łódzki wschodni";"łódzkie";"640";"712";"134";"506";"0";"3";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"11";"5";"6";"0";"495";"175";"217";"103"
"92a9-146a-15b3-6d48-548d-f115-e9f1-ffd9";"100603";"24";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bukowcu, Bukowiec ul. Szkolna 3, 95-006 Brójce";"gm. Brójce";"łódzki wschodni";"łódzkie";"1029";"1117";"152";"877";"0";"3";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"13";"6";"7";"0";"864";"377";"283";"204"
"41c3-fd1b-43b0-749b-20cd-94aa-8996-5ac9";"100603";"24";"6";"wieś";"zakład leczniczy";"Ośrodek Rehabilitacyjno-Leczniczy ""Sosnowa Aleja"" Sp. z o. o. w Wardzynie, Wardzyn 97, 95-006 Brójce";"gm. Brójce";"łódzki wschodni";"łódzkie";"90";"71";"73";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"1";"0";"1";"0";"16";"13";"1";"2"
"9502-849e-1e48-5f34-aee5-c4c0-1c2e-a287";"100607";"24";"1";"miasto";"stały";"Przedszkole Nr 1 w Koluszkach, ul. Budowlanych 10, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"1510";"1659";"488";"1022";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"19";"3";"16";"0";"1003";"348";"471";"184"
"5752-9bb6-0e70-9e1a-9733-bf60-3011-3b6f";"100607";"24";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Marii Konopnickiej w Koluszkach, ul. Kościuszki 16, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"1422";"1553";"350";"1072";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1072";"0";"0";"1072";"16";"4";"12";"0";"1056";"391";"449";"216"
"6226-df99-4fa0-d483-57c2-1577-60cf-554a";"100607";"24";"3";"miasto";"stały";"Miejska Biblioteka Publiczna im. W. Strzemińskiego w Koluszkach, ul. 11 Listopada 33, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"760";"837";"142";"618";"0";"2";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"6";"1";"5";"0";"611";"217";"265";"129"
"0b14-c1a5-209b-d777-bbe5-e5b3-992b-725d";"100607";"24";"4";"miasto";"stały";"Ochotnicza Straż Pożarna w Koluszkach, ul. 11 Listopada 39, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"932";"1006";"238";"694";"1";"1";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"13";"3";"10";"0";"681";"223";"285";"173"
"0402-d4dd-377d-4854-ded0-07f4-d39d-6cfa";"100607";"24";"5";"miasto";"stały";"Przedszkole Nr 2 w Koluszkach, ul. Reja 5, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"880";"945";"281";"599";"0";"1";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"10";"1";"9";"0";"589";"199";"268";"122"
"8b6b-7419-35fd-80e6-1a8b-b688-6bb5-f8c0";"100607";"24";"6";"miasto";"stały";"Budynek przy ul. Mickiewicza 8 w Koluszkach, ul. Mickiewicza 8, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"989";"1075";"255";"734";"0";"3";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"6";"2";"4";"0";"728";"223";"333";"172"
"869a-970a-088b-42a9-245b-53e6-a8c7-bb46";"100607";"24";"7";"miasto";"stały";"Żłobek Miejski w Koluszkach, ul. Staszica 36, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"1063";"1169";"344";"719";"0";"3";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"24";"9";"15";"0";"695";"260";"265";"170"
"4281-db3d-271c-6471-3323-f603-42f0-c6f6";"100607";"24";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Tadeusza Kościuszki w Koluszkach, ul. Zagajnikowa 12, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"769";"831";"223";"546";"0";"3";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"10";"5";"5";"0";"536";"185";"261";"90"
"0f9f-ba9b-4fa8-2be6-dd7d-4179-6af9-be60";"100607";"24";"9";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki w Koluszkach, ul. Zagajnikowa 12, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"900";"982";"308";"592";"0";"1";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"6";"0";"6";"0";"586";"214";"268";"104"
"bb0d-6f05-f065-8511-1f8b-da20-85fc-f7f2";"100607";"24";"10";"miasto";"stały";"Budynek przy ul. Mickiewicza 8 w Koluszkach, ul. Mickiewicza 8, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"270";"262";"64";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"4";"0";"4";"0";"202";"97";"59";"46"
"61a1-2632-a50c-8bb5-7c54-a594-0954-44c3";"100607";"24";"11";"wieś";"stały";"Szkoła Podstawowa im. Juliana Tuwima w Różycy, Różyca ul. Piotrkowska 11, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"720";"801";"171";"549";"1";"7";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"5";"1";"4";"0";"544";"198";"211";"135"
"c3eb-2f63-dc95-fdb1-f253-015e-f0b9-2778";"100607";"24";"12";"wieś";"stały";"Szkoła Podstawowa im. Juliana Tuwima w Różycy, Różyca ul. Piotrkowska 11, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"641";"703";"166";"475";"0";"2";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"6";"1";"5";"0";"469";"180";"179";"110"
"49ff-5328-14dd-1272-3398-78e0-ddd6-d666";"100607";"24";"13";"wieś";"stały";"Świetlica w Przanowicach, Przanowice 29A, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"262";"285";"60";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"4";"1";"3";"0";"198";"65";"111";"22"
"219c-6240-c113-17db-1813-f525-8665-ae90";"100607";"24";"14";"wieś";"stały";"Szkoła Podstawowa w Gałkowie Dużym, ul. Dzieci Polskich 14, 95-041 Gałków Duży";"gm. Koluszki";"łódzki wschodni";"łódzkie";"743";"813";"155";"588";"0";"7";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"14";"4";"10";"0";"574";"180";"240";"154"
"1f0a-378a-a073-dc2d-1369-03a7-ac9c-478a";"100607";"24";"15";"wieś";"stały";"Szkoła Podstawowa w Gałkowie Dużym, ul. Dzieci Polskich 14, 95-041 Gałków Duży";"gm. Koluszki";"łódzki wschodni";"łódzkie";"1388";"1529";"330";"1058";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1058";"0";"0";"1058";"23";"5";"18";"0";"1035";"367";"398";"270"
"6ab5-85de-aba4-909c-4bf8-ea0b-d947-50cb";"100607";"24";"16";"wieś";"stały";"Ochotnicza Straż Pożarna w Borowej, Borowa ul. Długa 166, 95-041 Gałków Duzy";"gm. Koluszki";"łódzki wschodni";"łódzkie";"659";"608";"260";"399";"0";"2";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"9";"6";"3";"0";"390";"121";"179";"90"
"e426-4437-552f-c1c3-ba21-4fa9-7cbc-564c";"100607";"24";"17";"wieś";"stały";"Szkoła Podstawowa im. Jana Brzechwy w Będzelinie, Będzelin ul. Szkolna 10, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"291";"326";"107";"184";"0";"1";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"4";"1";"3";"0";"180";"56";"89";"35"
"d864-b354-d878-1e7d-43ff-0d11-670a-8512";"100607";"24";"18";"wieś";"stały";"Szkoła Podstawowa im. Juliana Tuwima w Różycy, Różyca ul. Piotrkowska 11, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"410";"453";"122";"288";"0";"2";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"4";"4";"0";"0";"284";"109";"105";"70"
"0666-9f38-2c9c-7596-b65d-b435-e64f-b9eb";"100607";"24";"19";"wieś";"stały";"PKP Energetyka S. A. w Słotwinach, Słotwiny, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"281";"304";"95";"186";"0";"1";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"3";"2";"1";"0";"183";"43";"112";"28"
"74bb-f68d-85b9-a419-d3d9-3be0-c55a-ac57";"100607";"24";"20";"wieś";"stały";"Świetlica w Starym Redzeniu, Stary Redzeń 83A, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"441";"476";"149";"292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"6";"3";"3";"0";"286";"72";"176";"38"
"067e-fa33-3957-b717-5d30-7fe8-8014-c53c";"100607";"24";"21";"wieś";"stały";"Świetlica w Starym Redzeniu, Stary Redzeń 83A, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"290";"335";"88";"202";"0";"2";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"1";"0";"1";"0";"201";"48";"118";"35"
"ed56-1f06-29df-2738-a359-554a-7768-0c3e";"100607";"24";"22";"wieś";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego w Długiem, Długie 4, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"389";"424";"120";"269";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"12";"7";"5";"0";"257";"48";"174";"35"
"2a51-3d5d-99b8-74ac-d8cc-7c7c-7cc0-c47f";"100607";"24";"23";"wieś";"stały";"Ochotnicza Straż Pożarna w Wierzchach, Wierzchy 53, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"209";"234";"44";"165";"0";"0";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"4";"2";"2";"0";"161";"43";"102";"16"
"a57b-f224-5122-6be9-e388-da2d-05f1-b4ec";"100607";"24";"24";"wieś";"stały";"Świetlica w Felicjanowie, Felicjanów 1A, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"419";"464";"115";"304";"0";"1";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"6";"0";"6";"0";"298";"87";"167";"44"
"3564-7002-632a-30cc-70a5-308a-5ef9-a0c5";"100607";"24";"25";"wieś";"stały";"Świetlica w Katarzynowie, Katarzynów 7, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"320";"346";"87";"233";"0";"0";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"3";"0";"3";"0";"230";"64";"139";"27"
"369e-5aa1-f98f-d699-fe6a-79b0-3869-d6a9";"100607";"24";"26";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Lisowicach, Lisowice 13, 95-040 Koluszki";"gm. Koluszki";"łódzki wschodni";"łódzkie";"36";"36";"21";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"2";"2";"0";"0";"13";"6";"5";"2"
"597f-896c-4597-6e55-b6ac-9809-1266-247f";"100608";"24";"1";"wieś";"stały";"świetlica wiejska, Kalonka 47, 92-701 Łódź";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"810";"756";"197";"613";"0";"4";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"8";"0";"8";"0";"605";"297";"171";"137"
"8566-7069-e495-69ac-a697-1b51-b8d1-eb0d";"100608";"24";"2";"wieś";"stały";"świetlica środowiskowa, Kalonka 47, 92-701 Łódź";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"779";"770";"178";"601";"0";"12";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"9";"4";"5";"0";"592";"323";"140";"129"
"7749-74fd-3291-ebbc-5b4c-0ede-7c64-4d9a";"100608";"24";"3";"wieś";"stały";"Gminno-Parkowe Centrum Kultury i Ekologii, Plichtów 21, 92-701 Łódź";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"950";"1065";"213";"737";"0";"5";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"21";"7";"14";"0";"716";"344";"232";"140"
"ef9d-a063-aff0-ef8c-ae5a-f134-0bf0-4495";"100608";"24";"4";"wieś";"stały";"Szkoła Podstawowa, Lipiny 14, 92-701 Łódź";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"530";"597";"124";"406";"0";"6";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"8";"3";"5";"0";"398";"132";"190";"76"
"1329-c299-dd35-3d22-48d1-6df5-2f7f-4867";"100608";"24";"5";"wieś";"stały";"Szkoła Podstawowa, Stare Skoszewy 19, 92-701 Łódź";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"460";"467";"108";"352";"1";"7";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"7";"3";"4";"0";"345";"146";"109";"90"
"1fa5-0836-5543-5bf6-aa38-fa42-900d-dca7";"100608";"24";"6";"wieś";"stały";"Szkoła Podstawowa, Wiączyń Dolny 18A, 92-701 Łódź";"gm. Nowosolna";"łódzki wschodni";"łódzkie";"299";"336";"58";"241";"0";"3";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"6";"4";"2";"0";"235";"91";"85";"59"
"d22a-c437-df44-052b-a2f4-44b9-1035-c3a7";"100610";"24";"1";"miasto";"stały";"Szkoła Podstawowa im. Jana Długosza w Rzgowie, ul. Szkolna 3, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"1600";"1761";"322";"1278";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1277";"0";"0";"1277";"35";"12";"23";"0";"1242";"457";"569";"216"
"16da-0934-0ef2-bb0e-634b-4987-9e56-5870";"100610";"24";"2";"miasto";"stały";"Szkoła Podstawowa im. Jana Długosza w Rzgowie, ul. Szkolna 3, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"859";"963";"144";"715";"0";"10";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"15";"4";"11";"0";"700";"269";"283";"148"
"4173-81b4-a121-1440-52e6-340b-1990-bc32";"100610";"24";"3";"wieś";"stały";"Ochotnicza Straż Pożarna w Starej Gadce, Stara Gadka ul. Lucerniana 41a, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"530";"592";"67";"463";"0";"0";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"6";"1";"5";"0";"457";"120";"238";"99"
"993f-8d5c-0558-d577-f7c9-0b5a-79d8-f674";"100610";"24";"4";"wieś";"stały";"Ochotnicza Straż Pożarna w Starowej Górze, Starowa Góra ul. Kuchenna 2, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"1731";"1933";"268";"1463";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1463";"0";"0";"1463";"37";"11";"26";"0";"1426";"554";"511";"361"
"4e2b-6952-2605-ee7f-85d4-7cde-8c91-d2be";"100610";"24";"5";"wieś";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego w Guzewie, Guzew ul. Edukacyjna 6, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"962";"1060";"205";"757";"2";"6";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"10";"3";"7";"0";"747";"229";"356";"162"
"cfb3-121c-0bfd-d360-7a69-25cb-324a-392c";"100610";"24";"6";"wieś";"stały";"Szkoła Podstawowa im. Św. Królowej Jadwigi w Kalinie, Tadzin 24, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"1028";"1177";"220";"808";"0";"7";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"19";"5";"14";"0";"789";"204";"446";"139"
"ab1d-7bb4-3971-f099-52b4-7cb6-8934-0044";"100610";"24";"7";"wieś";"stały";"Ochotnicza Straż Pożarna w Grodzisku, Grodzisko 47a, 95-030 Rzgów";"gm. Rzgów";"łódzki wschodni";"łódzkie";"451";"501";"95";"356";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"10";"1";"9";"0";"346";"115";"162";"69"
"59d5-fee9-bc4b-f367-017b-e223-aa42-3bb2";"100611";"24";"1";"miasto";"stały";"Budynek byłego Gimnazjum Nr 1 w Tuszynie, ul. Piotrkowska 13, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"629";"675";"196";"433";"0";"2";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"11";"4";"7";"0";"422";"125";"187";"110"
"6d2f-a281-66c7-9531-0dda-6b5a-0164-dd09";"100611";"24";"2";"miasto";"stały";"Miejskie Centrum Kultury w Tuszynie, ul. Noworzgowska 20A, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"689";"756";"190";"499";"0";"1";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"5";"3";"2";"0";"494";"147";"234";"113"
"6919-8d7c-6ea9-28d8-5e70-9a75-c7d5-2e2a";"100611";"24";"3";"miasto";"stały";"Miejskie Centrum Kultury w Tuszynie, ul. Noworzgowska 20A, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"640";"700";"206";"434";"2";"2";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"12";"6";"6";"0";"422";"121";"216";"85"
"b347-1352-82ed-4818-9b0d-5317-3ec2-82fa";"100611";"24";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Tuszynie, ul. Piotrkowska 15, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"403";"470";"98";"305";"0";"6";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"4";"2";"2";"0";"301";"118";"118";"65"
"c313-b2b0-54b5-723e-fe95-61d3-feb6-093f";"100611";"24";"5";"miasto";"stały";"Przedszkole Miejskie Nr 2 w Tuszynie, ul. Sienkiewicza 8, 95-080 Tuszyn";"gm. Tuszyn";"łódzki wschodni";"łódzkie";"697";"746";"267";"430";"0";"0";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"11";"1";"10";"0";"419";"126";"168";"125"
