"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Waldemar Jerzy KRASKA";"Janina Ewa ORZEŁOWSKA"
"4bc8-f688-e37e-37c8-f8db-a885-d868-5a16";"142605";"48";"5";"wieś";"stały";"Szkoła Podstawowa w Radzikowie Wielkim, Radzików Wielki Szkolna 5, 08-140 Mordy";"gm. Mordy";"siedlecki";"mazowieckie";"517";"557";"129";"388";"0";"1";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"9";"1";"8";"0";"379";"252";"127"
"5577-9c1c-69b2-c516-00ab-833e-7af8-39cb";"142605";"48";"6";"wieś";"stały";"Świetlica Wiejska w Wojnowie, Wojnów 7, 08-140 Mordy";"gm. Mordy";"siedlecki";"mazowieckie";"646";"686";"283";"363";"1";"1";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"7";"0";"7";"0";"356";"259";"97"
"b73b-2174-3ccf-3f65-b040-8748-56e9-9840";"142606";"48";"1";"wieś";"stały";"Szkoła Podstawowa w Paprotni, Jana Pawła II 5, 08-107 Paprotnia";"gm. Paprotnia";"siedlecki";"mazowieckie";"950";"1172";"183";"767";"3";"2";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"12";"7";"5";"0";"755";"594";"161"
"a0dc-b1af-7a3a-1c33-1316-aefe-2761-cd68";"142606";"48";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Hołubli, Hołubla Unitów Podlaskich 35, 08-107 Paprotnia";"gm. Paprotnia";"siedlecki";"mazowieckie";"975";"915";"403";"572";"1";"6";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"9";"7";"2";"0";"563";"355";"208"
"e220-cff3-6a02-1945-8b87-2382-231f-d063";"142607";"48";"1";"wieś";"stały";"Budynek Wiejski Dąbrowa, Dąbrowa 103, 08-109 Przesmyki";"gm. Przesmyki";"siedlecki";"mazowieckie";"389";"423";"178";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"3";"1";"2";"0";"208";"156";"52"
"b866-739a-2591-0444-84a4-48c8-8d93-6e69";"142607";"48";"2";"wieś";"stały";"Świetlica Wiejska Kamianki Lackie, Kamianki Lackie 67, 08-109 Przesmyki";"gm. Przesmyki";"siedlecki";"mazowieckie";"340";"370";"150";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"12";"1";"11";"0";"178";"106";"72"
"15eb-989c-7027-7805-1b6e-c5d3-fccc-fffe";"142607";"48";"3";"wieś";"stały";"Świetlica Wiejska Łysów, Łysów 27, 08-109 Przesmyki";"gm. Przesmyki";"siedlecki";"mazowieckie";"458";"516";"193";"265";"0";"2";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"6";"2";"4";"0";"259";"136";"123"
"10ef-960d-2c09-2716-543b-518c-7d69-ba61";"142607";"48";"4";"wieś";"stały";"Gminny Ośrodek Kultury Przesmyki, ul. 1 Maja 1, 08-109 Przesmyki";"gm. Przesmyki";"siedlecki";"mazowieckie";"870";"938";"275";"595";"0";"3";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"11";"2";"9";"0";"584";"432";"152"
"b27a-ed43-5f16-00a8-1dc0-139e-8578-558f";"142607";"48";"5";"wieś";"stały";"Świetlica Wiejska Kukawki, Kukawki 24, 08-109 Przesmyki";"gm. Przesmyki";"siedlecki";"mazowieckie";"360";"396";"93";"267";"0";"1";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"8";"0";"8";"0";"259";"200";"59"
"50dd-a309-30d6-47d1-0827-5887-79e2-792b";"142608";"48";"1";"wieś";"stały";"Szkoła Podstawowa w Pruszynie, Pruszyn Dolina Liwca 46, 08-110 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"1039";"1135";"359";"680";"0";"4";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"15";"7";"8";"0";"665";"341";"324"
"5f29-bee3-e318-8a27-20b3-6f9b-725d-9e6e";"142608";"48";"2";"wieś";"stały";"Zespół Oświatowy w Stoku Lackim, Stok Lacki ul. Siedlecka 135, 08-110 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"2020";"2228";"625";"1395";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1395";"0";"0";"1395";"26";"5";"21";"0";"1369";"737";"632"
"be2a-ca8e-e44e-d19d-7822-46f3-d28e-8300";"142608";"48";"3";"wieś";"stały";"Zespół Oświatowo-Wychowawczy w Białkach, Białki Diamentowa 1, 08-110 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"1810";"1986";"608";"1202";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1202";"0";"0";"1202";"22";"5";"17";"0";"1180";"771";"409"
"5a43-f25d-fbde-01a7-0791-678b-0d22-9c80";"142608";"48";"4";"wieś";"stały";"Zespół Oświatowy w Żelkowie-Kolonii, Żelków-Kolonia ul. Siedlecka 202, 08-110 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"1951";"2142";"585";"1366";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1366";"0";"0";"1366";"33";"5";"28";"0";"1333";"899";"434"
"59bb-7e29-dc5b-d0d1-a7af-ff44-17eb-a808";"142608";"48";"5";"wieś";"stały";"Zespół Oświatowy w Nowych Iganiach, Nowe Iganie ul. Siedlecka 113, 08-103 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"1950";"2124";"626";"1324";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1324";"0";"0";"1324";"31";"4";"27";"0";"1293";"769";"524"
"f322-e7c8-2dee-ea1f-4f6f-1683-8670-82e0";"142608";"48";"6";"wieś";"stały";"Filia Biblioteczna w Nowym Opolu, Nowe Opole ul. Spacerowa 1, 08-103 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"750";"831";"214";"536";"0";"13";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"12";"7";"5";"0";"524";"307";"217"
"ecf5-191b-00fb-32b6-f9a0-5f60-fae9-e901";"142608";"48";"7";"wieś";"stały";"Zespół Oświatowo-Wychowawczy w Strzale, Chodów ul. Sokołowska 1, 08-119 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"1900";"2084";"502";"1398";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1398";"0";"0";"1398";"23";"5";"18";"0";"1375";"832";"543"
"bb86-2727-acc6-f80a-06a9-6177-9b3b-6783";"142608";"48";"8";"wieś";"stały";"Świetlica w Żaboklikach, Żabokliki ul. Korczewska 46, 08-110 Siedlce";"gm. Siedlce";"siedlecki";"mazowieckie";"1358";"1491";"399";"959";"0";"2";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"13";"6";"7";"0";"946";"627";"319"
"6b95-f928-a81d-0844-e31a-7cde-9106-c898";"142609";"48";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Skórcu, Siedlecka 9, 08-114 Skórzec";"gm. Skórzec";"siedlecki";"mazowieckie";"1080";"1197";"367";"713";"0";"4";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"7";"3";"4";"0";"706";"451";"255"
"dcf0-44cf-eb95-459b-3191-7278-36ff-f164";"142609";"48";"2";"wieś";"stały";"Szkoła Podstawowa w Grali-Dąbrowiźnie, Grala-Dąbrowizna 65, 08-114 Skórzec";"gm. Skórzec";"siedlecki";"mazowieckie";"1049";"1152";"395";"654";"0";"0";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"17";"4";"13";"0";"637";"480";"157"
"8798-a4a8-bac2-2517-e9a5-3759-b7bc-c715";"142609";"48";"3";"wieś";"stały";"Zespół Oświatowy w Żelkowie-Kolonii, Żelków Siedlecka 202, 08-110 Siedlce";"gm. Skórzec";"siedlecki";"mazowieckie";"990";"1091";"340";"650";"0";"0";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"16";"5";"11";"0";"634";"410";"224"
"ca40-e95c-b7ed-b894-1614-41c0-cc50-3dcc";"142609";"48";"4";"wieś";"stały";"Szkoła Podstawowa w Dąbrówce-Stanach, Dąbrówka-Stany 152, 08-114 Skórzec";"gm. Skórzec";"siedlecki";"mazowieckie";"1188";"1323";"383";"805";"1";"3";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"15";"8";"7";"0";"790";"556";"234"
"0494-3a26-5777-1705-0599-c573-4b45-df51";"142609";"48";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Skórcu, Siedlecka 1, 08-114 Skórzec";"gm. Skórzec";"siedlecki";"mazowieckie";"810";"891";"271";"539";"0";"0";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"15";"3";"12";"0";"524";"332";"192"
"6c53-fcfd-267d-6596-dea0-3be3-d067-2c0d";"142609";"48";"6";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Gołąbku, Gołąbek Szkolna 26, 08-114 Skórzec";"gm. Skórzec";"siedlecki";"mazowieckie";"410";"453";"126";"284";"0";"2";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"13";"2";"11";"0";"271";"194";"77"
"6ec3-a374-78d1-8ab3-5692-3833-bcb2-e7e7";"142610";"48";"1";"wieś";"stały";"Urząd Gminy w Suchożebrach, Aleksandry Ogińskiej 11, 08-125 Suchożebry";"gm. Suchożebry";"siedlecki";"mazowieckie";"1675";"1894";"490";"1185";"2";"32";"0";"0";"0";"0";"0";"0";"0";"1185";"0";"0";"1185";"25";"7";"18";"0";"1160";"797";"363"
"cef5-52b9-dc8f-1e10-8eac-3f20-184c-79a8";"142610";"48";"2";"wieś";"stały";"Szkoła Podstawowa w Krynicy, Krynica 33, 08-125 Suchożebry";"gm. Suchożebry";"siedlecki";"mazowieckie";"522";"575";"156";"366";"0";"1";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"7";"0";"7";"0";"359";"256";"103"
"c038-2b60-f189-daa6-50fc-f87f-e61b-5c8d";"142610";"48";"3";"wieś";"stały";"Szkoła Podstawowa w Krześlinie, Krześlin 67, 08-125 Suchożebry";"gm. Suchożebry";"siedlecki";"mazowieckie";"531";"589";"188";"343";"0";"0";"2";"2";"0";"0";"0";"0";"2";"345";"2";"0";"345";"14";"2";"12";"0";"331";"214";"117"
"38cf-37d9-6614-5fb7-1259-6e6d-14b9-3a95";"142610";"48";"4";"wieś";"stały";"Zespół Szkół Publicznych w Suchożebrach, Siedlecka 6, 08-125 Suchożebry";"gm. Suchożebry";"siedlecki";"mazowieckie";"652";"723";"268";"382";"0";"0";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"7";"0";"7";"0";"375";"252";"123"
"1378-43c3-f280-8220-4112-4dd5-63db-11eb";"142611";"48";"1";"wieś";"stały";"Gminny Ośrodek Pielęgnacji Tradycji Kulinarnych w Wólce Wiśniewskiej, Wólka Wiśniewska 60, 08-112 Wiśniew";"gm. Wiśniew";"siedlecki";"mazowieckie";"812";"905";"274";"538";"1";"1";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"8";"2";"6";"0";"530";"381";"149"
"86d4-c0ba-4d2c-cb0f-b861-a603-7cef-b7b3";"142611";"48";"2";"wieś";"stały";"Wiejski Dom Integracji w Borkach-Paduchach, Borki-Paduchy 92, 08-112 Wiśniew";"gm. Wiśniew";"siedlecki";"mazowieckie";"600";"650";"133";"467";"0";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"12";"3";"9";"0";"455";"325";"130"
"8fd6-1073-3526-d98b-606b-ddad-42c8-1360";"142611";"48";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Wiśniewie, Bat. Chłopskich 2, 08-112 Wiśniew";"gm. Wiśniew";"siedlecki";"mazowieckie";"1311";"1448";"367";"944";"0";"8";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"24";"7";"17";"0";"920";"628";"292"
"7901-d4d1-1909-c84e-3dd1-7d8d-fbb0-9c1f";"142611";"48";"4";"wieś";"stały";"Szkoła Podstawowa w Radomyśli, Radomyśl 46, 08-112 Wiśniew";"gm. Wiśniew";"siedlecki";"mazowieckie";"783";"852";"247";"536";"5";"1";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"19";"3";"16";"0";"516";"415";"101"
"218d-8ef1-a708-441e-f4f6-f42e-3781-6e6a";"142611";"48";"5";"wieś";"stały";"Szkoła Podstawowa w Śmiarach, Śmiary 68, 08-112 Wiśniew";"gm. Wiśniew";"siedlecki";"mazowieckie";"660";"726";"130";"530";"0";"6";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"5";"0";"5";"0";"525";"440";"85"
"0292-7237-5b4e-93d3-d37c-0552-6cd5-f1ca";"142612";"48";"1";"wieś";"stały";"Zespół Szkół w Wodyniach, ul. Siedlecka 7, 08-117 Wodynie";"gm. Wodynie";"siedlecki";"mazowieckie";"640";"711";"220";"420";"1";"4";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"16";"1";"15";"0";"404";"265";"139"
"ad14-8240-f9de-9344-9ca6-c809-a94f-e75e";"142612";"48";"2";"wieś";"stały";"Zespół Szkół w Wodyniach, ul. Siedlecka 7, 08-117 Wodynie";"gm. Wodynie";"siedlecki";"mazowieckie";"630";"695";"274";"356";"0";"2";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"10";"0";"10";"0";"346";"212";"134"
"03a7-0e07-deef-ce68-6624-cb20-2723-779e";"142612";"48";"3";"wieś";"stały";"Zespół Szkół w Seroczynie, Siedlecka 11, 08-116 Seroczyn";"gm. Wodynie";"siedlecki";"mazowieckie";"743";"793";"225";"518";"0";"6";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"12";"0";"12";"0";"506";"360";"146"
"65c6-ef36-cd7c-6db4-e8ed-d935-064a-5ac5";"142612";"48";"4";"wieś";"stały";"Zespół Szkół w Seroczynie, Siedlecka 11, 08-116 Seroczyn";"gm. Wodynie";"siedlecki";"mazowieckie";"408";"451";"169";"239";"0";"2";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"4";"1";"3";"0";"235";"197";"38"
"fc78-25ea-f261-ae06-923e-4d04-a4b5-7894";"142612";"48";"5";"wieś";"stały";"Szkoła Podstawowa w Rudzie Wolińskiej, Ruda Wolińska 47, 08-117 Wodynie";"gm. Wodynie";"siedlecki";"mazowieckie";"460";"508";"146";"314";"0";"2";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"10";"3";"7";"0";"304";"206";"98"
"2e16-b268-121a-f84c-53ff-36c8-aa51-a1b9";"142612";"48";"6";"wieś";"stały";"Pawilon turystyczny w Woli Wodyńskiej, Wola Wodyńska 109A, 08-117 Wodynie";"gm. Wodynie";"siedlecki";"mazowieckie";"359";"392";"112";"247";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"3";"0";"3";"0";"244";"172";"72"
"5bd9-bc05-1d96-05ec-382d-1e02-3186-e8cf";"142613";"48";"1";"wieś";"stały";"Szkoła Podstawowa w Zbuczynie, Jana Pawła II 3, 08-106 Zbuczyn";"gm. Zbuczyn";"siedlecki";"mazowieckie";"1646";"1795";"399";"1247";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1247";"0";"0";"1247";"37";"4";"33";"0";"1210";"812";"398"
"a17b-cc19-cb60-3235-195a-6f17-be21-5c04";"142613";"48";"2";"wieś";"stały";"Szkoła Podstawowa w Zbuczynie, Jana Pawła II 3, 08-106 Zbuczyn";"gm. Zbuczyn";"siedlecki";"mazowieckie";"840";"908";"252";"588";"0";"3";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"13";"3";"10";"0";"575";"458";"117"
"7bc4-adff-b1f7-a963-f1e2-504a-b108-35ad";"142613";"48";"3";"wieś";"stały";"Szkoła Podstawowa w Czuryłach, Cielemęc 44, 08-106 Zbuczyn";"gm. Zbuczyn";"siedlecki";"mazowieckie";"820";"899";"236";"584";"0";"3";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"20";"1";"19";"0";"564";"421";"143"
"1fae-2ce0-d7b5-31e0-a17c-7789-73a1-0f43";"142613";"48";"4";"wieś";"stały";"Szkoła Podstawowa w Dziewulach, Dziewule Kościelna 10, 08-106 Zbuczyn";"gm. Zbuczyn";"siedlecki";"mazowieckie";"890";"985";"240";"650";"0";"3";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"18";"1";"17";"0";"632";"517";"115"
"bab6-5cff-ff4d-2666-7a90-08b4-0b0f-4c19";"142613";"48";"5";"wieś";"stały";"Szkoła Podstawowa w Izdebkach-Kosnach, Izdebki-Kosny 38, 08-111 Krzesk-Królowa Niwa";"gm. Zbuczyn";"siedlecki";"mazowieckie";"478";"517";"133";"345";"1";"0";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"9";"2";"7";"0";"336";"242";"94"
"8913-369e-a552-c79e-08fc-e39d-0a57-0529";"142613";"48";"6";"wieś";"stały";"Szkoła Podstawowa w Krzesku-Królowa Niwa, Krzesk-Królowa Niwa 23, 08-111 Krzesk-Królowa Niwa";"gm. Zbuczyn";"siedlecki";"mazowieckie";"908";"1003";"303";"605";"0";"1";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"9";"1";"8";"0";"596";"468";"128"
"c856-9f09-e37e-564b-7445-49a1-0fa8-37e1";"142613";"48";"7";"wieś";"stały";"Szkoła Podstawowa w Krzesku-Królowa Niwa, Krzesk-Królowa Niwa 23, 08-111 Krzesk-Królowa Niwa";"gm. Zbuczyn";"siedlecki";"mazowieckie";"508";"580";"118";"390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"15";"4";"11";"0";"375";"290";"85"
"6005-97a4-1eb9-8e78-01ba-f719-4812-c2da";"142613";"48";"8";"wieś";"stały";"Szkoła Podstawowa, Ługi Wielkie 39, 08-106 Zbuczyn";"gm. Zbuczyn";"siedlecki";"mazowieckie";"550";"600";"176";"374";"0";"0";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"10";"1";"9";"0";"364";"285";"79"
"0498-5a6e-1646-ce47-f7ae-acc5-a556-78e6";"142613";"48";"9";"wieś";"stały";"Szkoła Podstawowa, Borki-Kosy 24, 08-106 Zbuczyn";"gm. Zbuczyn";"siedlecki";"mazowieckie";"491";"544";"78";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"8";"1";"7";"0";"405";"323";"82"
"cf3a-ab32-f488-a4a3-c16f-d11b-764f-5274";"142901";"48";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3, Repkowska 3, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"1750";"1884";"604";"1145";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"23";"9";"14";"0";"1122";"725";"397"
"e3ff-bee5-d92b-3257-e3db-33ae-1eae-ce2a";"142901";"48";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4, Kupientyńska 15, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"2002";"2170";"536";"1466";"1";"5";"1";"1";"0";"0";"0";"0";"1";"1465";"1";"0";"1465";"26";"14";"12";"0";"1439";"865";"574"
"a54f-f43b-ff2f-8d75-fcfb-8de7-2e1d-9a1a";"142901";"48";"3";"miasto";"stały";"Spółdzielnia Inwalidów ""Chegos"", Lipowa 52, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"2019";"2199";"538";"1481";"3";"19";"1";"1";"0";"0";"0";"0";"1";"1482";"1";"0";"1482";"35";"5";"30";"0";"1447";"836";"611"
"279c-02e2-5f3f-5059-c20e-878d-2cbb-d539";"142901";"48";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6, Skłodowskiej-Curie 16, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"1590";"1708";"530";"1060";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1060";"0";"0";"1060";"36";"17";"19";"0";"1024";"582";"442"
"ea91-766d-e57a-7e42-7111-6aec-877b-8e7c";"142901";"48";"5";"miasto";"stały";"Sokołowski Ośrodek Kultury, Wolności 27, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"2050";"2205";"578";"1472";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1472";"0";"1";"1471";"31";"17";"14";"0";"1440";"707";"733"
"51a5-663a-7e28-8350-e069-240a-c934-3877";"142901";"48";"6";"miasto";"stały";"Liceum Ogólnokształcące, Sadowa 11, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"1628";"1756";"487";"1141";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"35";"15";"20";"0";"1106";"609";"497"
"616a-fc8b-f00f-483f-321d-e13f-6a87-078f";"142901";"48";"7";"miasto";"stały";"Zespół Szkół Salezjańskich, Ks. Bosko 1, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"994";"1073";"300";"694";"1";"3";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"16";"7";"9";"0";"678";"402";"276"
"7e43-2f50-2b0d-6444-373d-4752-a31e-3247";"142901";"48";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Węgrowska 22, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"1737";"1889";"514";"1223";"5";"15";"0";"0";"0";"0";"0";"0";"0";"1222";"0";"0";"1222";"19";"6";"13";"0";"1203";"705";"498"
"ec35-0f58-2518-deaa-c662-a76b-4aba-dcda";"142901";"48";"9";"miasto";"zakład leczniczy";"Szpital Powiatowy w Sokołowie Podlaskim, Księdza Bosco 5, 08-300 Sokołów Podlaski";"m. Sokołów Podlaski";"sokołowski";"mazowieckie";"198";"119";"162";"36";"0";"2";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"0";"0";"0";"0";"36";"25";"11"
"c0a0-3ab5-adf3-5748-17f7-99dd-04a8-d215";"142902";"48";"1";"wieś";"stały";"Sala konferencyjna Urzędu Gminy Bielany, Słoneczna 5, 08-311 Bielany-Żyłaki";"gm. Bielany";"sokołowski";"mazowieckie";"1203";"1308";"309";"894";"1";"1";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"13";"4";"9";"0";"881";"738";"143"
"4b34-cd4d-d868-42b1-5b5e-a185-b3d1-7503";"142902";"48";"2";"wieś";"stały";"Świetlica wiejska w Kożuchówku, Kożuchówek 18, 08-311 Bielany-Żyłaki";"gm. Bielany";"sokołowski";"mazowieckie";"610";"661";"212";"398";"0";"0";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"12";"0";"12";"0";"386";"315";"71"
"74ee-4c9b-f16f-9f2f-fedf-f7c5-4dc5-b972";"142902";"48";"3";"wieś";"stały";"Zespół Oświatowy im. Sybiraków w Rozbitym Kamieniu, Rozbity Kamień Wiktora Szajkowskiego 7, 08-311 Bielany-Żyłaki";"gm. Bielany";"sokołowski";"mazowieckie";"927";"1004";"317";"610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"6";"0";"6";"0";"604";"492";"112"
"c504-6d4f-7f7a-fd68-85d0-651a-a484-d613";"142903";"48";"1";"wieś";"stały";"Zespół Szkół w Ceranowie, Ceranów 206, 08-322 Ceranów";"gm. Ceranów";"sokołowski";"mazowieckie";"781";"841";"304";"477";"0";"1";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"14";"6";"8";"0";"463";"337";"126"
"8875-dfe4-9e28-71db-35ee-4950-dce8-d642";"142903";"48";"2";"wieś";"stały";"Remiza OSP w Rytelach-Olechny, Rytele-Olechny 32, 08-322 Ceranów";"gm. Ceranów";"sokołowski";"mazowieckie";"490";"533";"179";"311";"1";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"5";"1";"4";"0";"306";"264";"42"
"2fcb-6978-955a-0b4e-14ef-02d9-03b0-a5d2";"142903";"48";"3";"wieś";"stały";"Remiza OSP w Długich Grzymkach, Długie Grzymki 36, 08-322 Ceranów";"gm. Ceranów";"sokołowski";"mazowieckie";"443";"469";"167";"276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"4";"0";"4";"0";"272";"216";"56"
"de4e-b4c8-92ba-3d07-c4f3-d10b-6d35-d217";"142904";"48";"1";"wieś";"stały";"Szkoła Podstawowa w Bujałach-Mikoszach, Bujały-Mikosze 9, 08-304 Jabłonna Lacka";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";"401";"432";"86";"315";"1";"1";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"4";"0";"4";"0";"311";"245";"66"
"fd9c-5f03-30bc-f8f0-c18d-9b52-0a18-873a";"142904";"48";"2";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Czekanowie, Czekanów 20, 08-304 Jabłonna Lacka";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";"430";"467";"171";"259";"0";"2";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"7";"1";"6";"0";"252";"181";"71"
"788b-df74-3ba8-aad3-7c9b-015c-b555-9813";"142904";"48";"3";"wieś";"stały";"Zespół Szkół w Dzierzbach Włościańskich, Dzierzby-Włościańskie 39, 08-304 Jabłonna Lacka";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";"640";"680";"269";"371";"1";"1";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"8";"3";"5";"0";"363";"272";"91"
"17f0-5f21-5dc4-6ebc-3457-7baa-32f8-f9cb";"142904";"48";"4";"wieś";"stały";"Remiza OSP Mołożew-Wieś, Mołożew-Wieś 19, 08-304 Jabłonna Lacka";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";"651";"708";"233";"418";"0";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"16";"4";"12";"0";"402";"276";"126"
