"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Waldemar Jerzy KRASKA";"Janina Ewa ORZEŁOWSKA"
"f626-8823-bc0b-2929-4fd4-6e94-1bdb-b214";"142904";"48";"5";"wieś";"stały";"Samorządowe Przedszkole w Jabłonnie Lackiej, ul. Kubusia Puchatka 1, 08-304 Jabłonna Lacka";"gm. Jabłonna Lacka";"sokołowski";"mazowieckie";"1320";"1445";"405";"915";"7";"5";"1";"1";"0";"0";"0";"0";"1";"916";"1";"0";"916";"26";"5";"21";"0";"890";"567";"323"
"6953-da99-03d7-9c39-6d89-49aa-b54a-c4a9";"142905";"48";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury Kosów Lacki, ul. Słoneczna 4, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"1131";"1226";"390";"741";"4";"3";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"18";"6";"12";"0";"723";"442";"281"
"b32f-0bd0-51cd-5224-c593-abe4-b580-a787";"142905";"48";"2";"miasto";"stały";"Szkoła Podstawowa Kosów Lacki, ul. Polna 1, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"950";"1025";"318";"632";"1";"10";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"13";"5";"8";"0";"619";"364";"255"
"249b-11a9-7323-3de2-cd4d-19ce-7e84-e891";"142905";"48";"3";"wieś";"stały";"Szkoła Podstawowa Kosów Lacki, Armii Krajowej 6, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"729";"786";"310";"419";"1";"4";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"6";"1";"5";"0";"413";"314";"99"
"0908-c8f4-d185-ab78-50e6-908e-bad4-d6c4";"142905";"48";"4";"wieś";"stały";"Remiza OSP Telaki, Telaki 113, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"409";"443";"172";"237";"1";"1";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"2";"0";"2";"0";"235";"193";"42"
"23e4-a755-ced9-e1dd-5c37-707c-4c1c-9fa7";"142905";"48";"5";"wieś";"stały";"Świetlica Wiejska Dybów, Dybów 36, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"580";"637";"162";"418";"0";"4";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"8";"1";"7";"0";"410";"341";"69"
"be5d-a878-b13c-a451-5e7a-4856-8ef9-75a8";"142905";"48";"6";"wieś";"stały";"Świetlica Wiejska Trzciniec Duży, Trzciniec Duży 31B, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"490";"542";"183";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"2";"0";"2";"0";"305";"232";"73"
"058b-e037-d5dd-47ff-d38d-4d0e-3d04-8271";"142905";"48";"7";"wieś";"stały";"Świetlica Wiejska Rytele Święckie, Rytele Święckie 26, 08-330 Kosów Lacki";"gm. Kosów Lacki";"sokołowski";"mazowieckie";"270";"292";"82";"188";"0";"2";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"3";"1";"2";"0";"185";"156";"29"
"5789-8230-712d-5e08-e7b1-3669-f655-2475";"142906";"48";"1";"wieś";"stały";"Urząd Gminy Repki w Repkach, Parkowa 7, 08-307 Repki";"gm. Repki";"sokołowski";"mazowieckie";"1263";"1341";"444";"819";"3";"4";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"18";"7";"11";"0";"801";"562";"239"
"9ef8-4e1c-b45c-44ba-3a6c-f8f8-fc87-1dd3";"142906";"48";"2";"wieś";"stały";"Remiza OSP Rogów, Rogów 21, 08-307 Repki";"gm. Repki";"sokołowski";"mazowieckie";"458";"495";"171";"287";"0";"1";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"3";"0";"3";"0";"284";"189";"95"
"8d24-a18a-7ac4-0d0e-cec0-dc10-a94e-a72b";"142906";"48";"3";"wieś";"stały";"Zespół Szkół w Skrzeszewie, Skrzeszew 98, 08-307 Repki";"gm. Repki";"sokołowski";"mazowieckie";"1070";"1172";"403";"667";"1";"8";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"10";"1";"9";"0";"657";"439";"218"
"7363-2d3c-948b-a71e-67f3-6865-4fe4-90f7";"142906";"48";"4";"wieś";"stały";"Świetlica wiejska w Wyrozębach-Podawcach, Wyrozęby-Podawce 15, 08-307 Repki";"gm. Repki";"sokołowski";"mazowieckie";"649";"713";"145";"504";"3";"0";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"11";"7";"4";"0";"493";"397";"96"
"4bb4-4cf2-7294-2d3e-d720-20e7-4af0-049a";"142906";"48";"5";"wieś";"stały";"Remiza OSP Sawice-Wieś, Sawice-Wieś 6, 08-307 Repki";"gm. Repki";"sokołowski";"mazowieckie";"479";"518";"119";"360";"0";"2";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"6";"2";"4";"0";"354";"257";"97"
"226e-f29e-fb38-e149-3c08-198f-80fa-ef18";"142906";"48";"6";"wieś";"zakład leczniczy";"SAWIMED Sp. z o. o., Sawice-Wieś 19, 08-307 Repki";"gm. Repki";"sokołowski";"mazowieckie";"40";"39";"19";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"0";"0";"0";"0";"21";"13";"8"
"d169-cdaa-c0cf-7443-0825-3788-9a65-9b14";"142907";"48";"1";"wieś";"stały";"Wiejski Dom Kultury w Kupientynie, Kupientyn 98, 08-331 Sabnie";"gm. Sabnie";"sokołowski";"mazowieckie";"371";"412";"99";"272";"1";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"12";"0";"12";"0";"260";"180";"80"
"3e05-d148-9970-32ec-e3aa-5b3d-8a81-7f5d";"142907";"48";"2";"wieś";"stały";"Szkoła Podstawowa w Sabniach, Słoneczna 1, 08-331 Sabnie";"gm. Sabnie";"sokołowski";"mazowieckie";"1028";"1101";"371";"657";"1";"1";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"19";"3";"16";"0";"638";"407";"231"
"03bc-e741-d550-dee6-d2b3-b2a1-96c8-4d6f";"142907";"48";"3";"wieś";"stały";"Szkoła Podstawowa w Zembrowie, Zembrów 23, 08-331 Sabnie";"gm. Sabnie";"sokołowski";"mazowieckie";"992";"1075";"379";"613";"0";"0";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"12";"8";"4";"0";"601";"366";"235"
"ef85-9d68-f270-a76d-ab18-8e21-f755-0e62";"142907";"48";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Niecieczy Włościańskiej, Nieciecz Włościańska 30, 08-331 Sabnie";"gm. Sabnie";"sokołowski";"mazowieckie";"409";"438";"131";"278";"1";"1";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"6";"2";"4";"0";"272";"196";"76"
"a411-4fab-635e-2951-73d4-1f2f-5f76-9179";"142908";"48";"1";"wieś";"stały";"Budynek Urzędu Gminy w Sokołowie Podlaskim, Wolności 44, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"967";"1062";"332";"635";"2";"5";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"13";"7";"6";"0";"622";"436";"186"
"a6a4-d8f0-34f6-1a2f-ff3f-3d6f-7758-8ab8";"142908";"48";"2";"wieś";"stały";"Świetlica wiejska w Ząbkowie-Kolonii, Ząbków-Kolonia 6, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"362";"383";"143";"219";"0";"2";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"3";"2";"1";"0";"216";"160";"56"
"1d41-03e4-4938-8a72-f9ee-4889-9f2f-b34f";"142908";"48";"3";"wieś";"stały";"Zespół Oświatowy w Nowej Wsi, Nowa Wieś Szkolna 2, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"672";"726";"235";"437";"0";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"8";"3";"5";"0";"429";"269";"160"
"f989-3491-b89a-174c-701f-1ce9-c130-3e3f";"142908";"48";"4";"wieś";"stały";"Zespół Oświatowy w Skibniewie, Skibniew-Podawce Szkolna 8, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"668";"720";"234";"434";"0";"1";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"7";"2";"5";"0";"427";"356";"71"
"19fa-155f-c4a2-f9f7-58d4-adf0-ac64-4301";"142908";"48";"5";"wieś";"stały";"Zespół Oświatowy w Grochowie, Grochów Włościański Władysława Rawicza 1, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"722";"788";"223";"499";"0";"1";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"5";"1";"4";"0";"494";"313";"181"
"39ed-6d91-0a5c-379f-9639-eb24-9648-5df3";"142908";"48";"6";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Przywózkach, Przywózki Szkolna 3, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"522";"555";"173";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"6";"1";"5";"0";"343";"262";"81"
"abee-20f5-83b0-84f3-b484-445e-11c0-d398";"142908";"48";"7";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Czerwonce, Czerwonka 39, 08-300 Sokołów Podlaski";"gm. Sokołów Podlaski";"sokołowski";"mazowieckie";"582";"630";"169";"414";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"7";"1";"6";"0";"406";"297";"109"
"6ee3-fa2c-6529-fbc3-30e6-7a1a-4e82-aa4b";"142909";"48";"1";"wieś";"stały";"Zespół Szkół w Sterdyni, ul. Wojska Polskiego 17, 08-320 Sterdyń";"gm. Sterdyń";"sokołowski";"mazowieckie";"781";"846";"305";"476";"2";"10";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"4";"1";"3";"0";"472";"291";"181"
"d168-794a-0a9c-6f0f-e953-5f5a-f366-94ef";"142909";"48";"2";"wieś";"stały";"Zespół Szkół w Sterdyni, ul. Wojska Polskiego 17, 08-320 Sterdyń";"gm. Sterdyń";"sokołowski";"mazowieckie";"532";"591";"228";"304";"0";"7";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"9";"1";"8";"0";"294";"192";"102"
"2f8b-03a4-56b0-eb05-f077-1b00-8fa7-f99b";"142909";"48";"3";"wieś";"stały";"Szkoła Podstawowa w Łazowie, Łazów 7, 08-320 Sterdyń";"gm. Sterdyń";"sokołowski";"mazowieckie";"671";"722";"231";"440";"0";"5";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"5";"0";"5";"0";"435";"335";"100"
"2a50-e069-bdaa-4638-7d68-ad29-69c1-e523";"142909";"48";"4";"wieś";"stały";"Remiza OSP w Kiełpińcu, Kiełpiniec 47, 08-320 Sterdyń";"gm. Sterdyń";"sokołowski";"mazowieckie";"506";"551";"189";"317";"0";"1";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"4";"0";"4";"0";"313";"193";"120"
"b9e8-742a-cac1-9220-caa4-165d-e506-5be5";"142909";"48";"5";"wieś";"stały";"Remizo-Świetlica w Starych Mursach, Stare Mursy 20, 08-320 Sterdyń";"gm. Sterdyń";"sokołowski";"mazowieckie";"550";"600";"165";"385";"0";"3";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"4";"2";"2";"0";"381";"270";"111"
"621e-b6f4-205c-e3e3-684c-75f3-d5de-5e5d";"146401";"48";"1";"miasto";"stały";"Miejskie Przedszkole Nr 3, ul. Stefana Batorego 4, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1528";"1660";"474";"1054";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"17";"4";"13";"0";"1037";"528";"509"
"9ba2-b153-966a-26a4-a37f-6e29-b2a7-a7ce";"146401";"48";"2";"miasto";"stały";"Miejskie Przedszkole nr 20, ul. Osiedlowa 3, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1373";"1497";"416";"957";"3";"2";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"35";"12";"23";"0";"922";"449";"473"
"dc5f-1335-1c00-c97d-b0db-53ee-30cc-8cd1";"146401";"48";"3";"miasto";"stały";"Osiedlowy Klub Kultury ""Lech"", ul. Bolesława Chrobrego 4, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1471";"1603";"405";"1066";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"29";"9";"20";"0";"1037";"474";"563"
"05ed-9f16-6d3f-2ad2-b8f6-3435-da25-1f21";"146401";"48";"4";"miasto";"stały";"Uniwersytet Przyrodniczo-Humanistyczny, ul. Żytnia 39, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1369";"1542";"296";"1073";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1073";"0";"0";"1073";"28";"3";"25";"0";"1045";"497";"548"
"8b49-0f3a-3144-ef01-ef12-f365-693a-4d4a";"146401";"48";"5";"miasto";"stały";"Miejskie Przedszkole Nr 14, ul. Mieszka I 12, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1010";"1102";"318";"692";"0";"3";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"22";"8";"14";"0";"670";"356";"314"
"5303-8e83-d44e-9099-a999-af88-0032-c642";"146401";"48";"6";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Mazurska 10, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1071";"1161";"224";"847";"1";"1";"1";"1";"0";"0";"0";"0";"1";"848";"1";"0";"848";"19";"9";"10";"0";"829";"436";"393"
"3971-0d1c-9c3a-2674-ea99-6fef-4130-8e9f";"146401";"48";"7";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Graniczna 1, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1699";"1850";"523";"1176";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"19";"7";"12";"0";"1157";"712";"445"
"0082-67d5-4b85-ce19-20da-a803-010f-cb7c";"146401";"48";"8";"miasto";"stały";"Społeczna Szkoła Podstawowa, ul. Józefa Mireckiego 28, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1621";"1772";"397";"1224";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1224";"0";"0";"1224";"35";"14";"21";"0";"1189";"630";"559"
"473a-d987-b068-30ae-cc45-f7d6-c255-c552";"146401";"48";"9";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Św. Królowej Jadwigi, ul. Bolesława Prusa 12, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1663";"1814";"442";"1221";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1221";"0";"0";"1221";"33";"14";"19";"0";"1188";"626";"562"
"c778-f86b-571e-aecb-9236-046c-1614-e1c8";"146401";"48";"10";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Starowiejska 23, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1514";"1649";"524";"990";"0";"14";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"21";"15";"6";"0";"969";"586";"383"
"8f99-1c4a-81c0-f649-7690-fefc-df5d-6da9";"146401";"48";"11";"miasto";"stały";"Miejskie Przedszkole Nr 1, ul. Wiązowa 7, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1314";"1447";"315";"999";"0";"12";"0";"0";"0";"0";"0";"0";"0";"999";"0";"0";"999";"17";"2";"15";"0";"982";"569";"413"
"081c-4651-5b57-2ce1-428b-8bbe-3090-15a8";"146401";"48";"12";"miasto";"stały";"I Katolickie Liceum Ogólnokształcące im. Świętej Rodziny, ul. Biskupa Ignacego Świrskiego 54, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1517";"1659";"425";"1092";"2";"10";"1";"1";"0";"0";"0";"0";"1";"1093";"1";"0";"1093";"18";"10";"8";"0";"1075";"549";"526"
"ab7e-a910-e7ac-18dc-fdde-b7ff-034a-3c37";"146401";"48";"13";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych Nr 6, ul. Fryderyka Chopina 10, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1405";"1522";"364";"1041";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"27";"13";"14";"0";"1014";"481";"533"
"3bda-2354-b142-f0cf-614c-e7c2-0417-8746";"146401";"48";"14";"miasto";"stały";"Powiatowy Urząd Pracy, ul. Kazimierza Pułaskiego 19/21, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1133";"1246";"437";"696";"0";"7";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"20";"10";"10";"0";"676";"346";"330"
"3d66-9346-81da-4840-9cb6-002f-6142-7b66";"146401";"48";"15";"miasto";"stały";"Siedlecka Spółdzielnia Mieszkaniowa, ul. 3 Maja 28, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1494";"1626";"469";"1025";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1020";"0";"0";"1020";"24";"9";"15";"0";"996";"515";"481"
"a8b6-7426-14d5-0ea6-6306-b3b2-58ce-a1f2";"146401";"48";"16";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Henryka Sienkiewicza 49, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1533";"1670";"450";"1083";"0";"18";"2";"2";"0";"0";"0";"0";"2";"1085";"2";"0";"1085";"40";"17";"23";"0";"1045";"534";"511"
"b2c1-f2e3-fc8c-3d19-c6a8-2057-48b0-def5";"146401";"48";"17";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 2, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1438";"1601";"588";"850";"0";"6";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"23";"3";"20";"0";"827";"426";"401"
"9b96-e082-438d-7b3e-c9cd-7c2e-ccc3-9541";"146401";"48";"18";"miasto";"stały";"I Liceum Ogólnokształcące im. B. Prusa, ul. Floriańska 10, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1162";"1273";"319";"843";"1";"6";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"21";"9";"12";"0";"822";"463";"359"
"b312-20db-f370-5e29-74d5-67dc-5a8e-3741";"146401";"48";"19";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Sekulska 10, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1351";"1480";"450";"901";"2";"2";"0";"0";"0";"0";"0";"0";"0";"900";"0";"0";"900";"22";"8";"14";"0";"878";"473";"405"
"f9a3-ac39-3d3a-de88-8e39-fc2d-1885-813f";"146401";"48";"20";"miasto";"stały";"Miejskie Przedszkole Nr 17, ul. Prymasa Stefana Wyszyńskiego 6, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1284";"1402";"348";"936";"3";"4";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"23";"9";"14";"0";"913";"473";"440"
"9b9c-b294-e553-7ae8-acf9-41f4-2978-1dd0";"146401";"48";"21";"miasto";"stały";"Miejskie Przedszkole Nr 17, ul. Prymasa Stefana Wyszyńskiego 6, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1335";"1448";"412";"923";"1";"0";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"21";"6";"15";"0";"902";"501";"401"
"91b6-22d7-d0ac-84b3-5b05-3f02-00a6-98de";"146401";"48";"22";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Młynarska 17, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1232";"1355";"365";"867";"2";"3";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"22";"0";"22";"0";"845";"448";"397"
"b2f4-b587-6517-122f-7b19-cbe8-3dea-67b0";"146401";"48";"23";"miasto";"stały";"Przedsiębiorstwo Energetyczne Sp. z o. o., ul. Stefana Starzyńskiego 7, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1022";"1119";"219";"803";"0";"3";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"16";"3";"13";"0";"785";"405";"380"
"d16c-a0e9-9954-082e-c865-2e36-3e2f-5607";"146401";"48";"24";"miasto";"stały";"Urząd Stanu Cywilnego, ul. Biskupa Ignacego Świrskiego 6, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1480";"1611";"402";"1078";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1078";"0";"0";"1078";"22";"7";"15";"0";"1056";"479";"577"
"c96d-dbfc-8115-f34d-3bb4-0e15-7ee1-b922";"146401";"48";"25";"miasto";"stały";"Miejskie Przedszkole Nr 21, ul. Żwirowa 20, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1494";"1623";"395";"1099";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"19";"3";"16";"0";"1080";"600";"480"
"44a1-0dd8-375e-cf7e-6b43-ed60-5eea-f7d2";"146401";"48";"26";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Generała Gustawa Orlicz-Dreszera 3, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1553";"1701";"395";"1158";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"35";"12";"23";"0";"1123";"544";"579"
"9337-b0b2-32b0-ab61-99ee-1c22-b5ea-1522";"146401";"48";"27";"miasto";"stały";"Przedsiębiorstwo Wodociągów i Kanalizacji Sp. z o. o., ul. Leśna 8, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1570";"1714";"418";"1152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1148";"0";"0";"1148";"43";"14";"29";"0";"1105";"596";"509"
"418f-5c6f-1bfa-0b15-d8e7-a0b4-99df-4c8f";"146401";"48";"28";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Unitów Podlaskich 16, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1440";"1592";"344";"1096";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1096";"0";"0";"1096";"29";"11";"18";"0";"1067";"518";"549"
"a0c3-0ac4-5783-5d91-2c9e-2832-998e-ee36";"146401";"48";"29";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Unitów Podlaskich 16, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1651";"1796";"456";"1195";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1195";"0";"0";"1195";"24";"12";"12";"0";"1171";"655";"516"
"7242-7591-b05d-1b4c-853a-f1ad-d577-34bf";"146401";"48";"30";"miasto";"stały";"Miejskie Przedszkole Nr 27, ul. Karpacka 2, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1153";"1277";"305";"848";"1";"0";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"19";"8";"11";"0";"829";"474";"355"
"8c73-4eab-6ac4-239c-c491-8e3b-8a73-1f33";"146401";"48";"31";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Pescantina 2, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1431";"1556";"387";"1044";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"21";"6";"15";"0";"1023";"559";"464"
"fb84-e81c-ad71-1476-278a-d80d-aad2-dc63";"146401";"48";"32";"miasto";"stały";"Centrum Kształcenia Plejada Szkoła Policealna ""NOVUM"", ul. Czesława Dylewicza 10, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1340";"1486";"389";"951";"1";"3";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"20";"12";"8";"0";"931";"494";"437"
"cdef-f00b-a632-e2cc-3843-84a2-a2f0-2aea";"146401";"48";"33";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Mazurska 10, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1311";"1440";"279";"1032";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"16";"12";"4";"0";"1016";"526";"490"
"8c20-b159-afa4-3bda-6a2a-a572-c033-c2fd";"146401";"48";"34";"miasto";"stały";"Hotel ""Hetman"", ul. Warszawska 133, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1446";"1567";"363";"1083";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1082";"0";"0";"1082";"21";"11";"10";"0";"1061";"486";"575"
"68d5-3859-212f-3bc4-3a16-4f77-8bdb-3a6e";"146401";"48";"35";"miasto";"stały";"Miejskie Przedszkole Nr 22, ul. Podlaska 8, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1420";"1558";"336";"1084";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1084";"0";"0";"1084";"24";"15";"9";"0";"1060";"558";"502"
"a952-cd98-76de-09db-b0e1-ed13-f91e-3878";"146401";"48";"36";"miasto";"stały";"Miejskie Przedszkole Nr 26, ul. Mazurska 6, 08-110 Siedlce";"m. Siedlce";"Siedlce";"mazowieckie";"1321";"1442";"325";"996";"0";"6";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"26";"13";"13";"0";"970";"509";"461"
