"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Władysław KOMARNICKI";"Janusz MAKSYMOWICZ";"Marek Tomasz SURMACZ";"Anna SYNOWIEC"
"9356-e78f-b098-f718-e505-c798-c570-0ae0";"080604";"21";"2";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy w Strzelcach Krajeńskich, ul. Tadeusza Kościuszki 28, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"1779";"1937";"609";"1170";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"0";"1170";"28";"20";"8";"0";"1142";"491";"70";"315";"266"
"104c-4541-9474-c830-e086-bbd8-f98b-e311";"080604";"21";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Strzelcach Krajeńskich, ul. Ks. Jerzego Popiełuszki 31, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"1650";"1805";"674";"976";"1";"5";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"14";"2";"12";"0";"962";"443";"49";"251";"219"
"df42-74ce-f548-7b34-c110-e076-9812-c9f7";"080604";"21";"4";"miasto";"stały";"Strzelecki Ośrodek Kultury w Strzelcach Krajeńskich, ul. Wojska Polskiego 7, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"1570";"1725";"667";"903";"0";"12";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"13";"5";"8";"0";"890";"376";"50";"216";"248"
"c64c-0a1c-47bc-5a83-c987-380a-7b35-035b";"080604";"21";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Strzelcach Krajeńskich, ul. Juliusza Słowackiego 14, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"1620";"1764";"588";"1032";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"15";"1";"14";"0";"1017";"477";"49";"279";"212"
"bc15-d3a3-e361-6637-395e-ce4b-7ef1-4ec8";"080604";"21";"6";"wieś";"stały";"Świetlica Wiejska w Brzozie, Brzoza 35a/2, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"740";"815";"341";"399";"1";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"5";"2";"3";"0";"394";"144";"26";"129";"95"
"0339-e751-6455-eef2-2e64-ba99-d9c0-e890";"080604";"21";"7";"wieś";"stały";"Szkoła Podstawowa w Wielisławicach, Wielisławice 1, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"860";"943";"445";"415";"0";"1";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"5";"1";"4";"0";"410";"149";"27";"128";"106"
"1373-7b8f-13fc-3783-14ee-5df3-9034-8fa9";"080604";"21";"8";"wieś";"stały";"Świetlica wiejska w Tucznie, Tuczno ul. Parkowa 1, 66-510 Bobrówko";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"660";"719";"326";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"6";"0";"6";"0";"328";"124";"13";"119";"72"
"bc97-cc24-2363-897a-8874-c820-bef2-c3f6";"080604";"21";"9";"wieś";"stały";"Szkoła Podstawowa w Bobrówku im. Kazimierza Kremera, ul. Choszczańska 7, 66-510 Bobrówko";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"860";"943";"427";"433";"0";"0";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"13";"3";"10";"0";"420";"162";"19";"140";"99"
"51af-a851-8467-50b9-f9ee-0294-c76e-4de7";"080604";"21";"10";"wieś";"stały";"Świetlica Wiejska w Lipich Górach, Lipie Góry ul. Strzelecka 13, 66-510 Bobrówko";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"380";"417";"152";"228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"5";"0";"5";"0";"223";"70";"18";"84";"51"
"fce8-7de4-c323-fbdd-7678-739b-f4d2-faa1";"080604";"21";"11";"wieś";"stały";"Szkoła Podstawowa w Ogardach, Ogardy 26, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"430";"470";"255";"175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"4";"0";"4";"0";"171";"56";"11";"59";"45"
"28ee-1f7a-aba0-9e11-7f2d-36a0-00fd-6c72";"080605";"21";"1";"wieś";"stały";"Sala wiejska w Gościmcu, Gościmiec 94, 66-542 Zwierzyn";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";"680";"748";"371";"309";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"12";"4";"8";"0";"297";"93";"19";"97";"88"
"58bd-2e7b-d730-1bde-7fae-fb88-bf0f-703e";"080605";"21";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Górecku, Górecko 19A, 66-542 Zwierzyn";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";"270";"296";"146";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"4";"1";"3";"0";"120";"26";"6";"51";"37"
"edec-5ec8-1b98-1f12-2bba-c070-eaec-1bd0";"080605";"21";"3";"wieś";"stały";"Gminna Biblioteka Publiczna w Zwierzynie-Filia w Górkach Noteckich, Górki Noteckie Cmentarna 2, 66-542 Zwierzyn";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";"930";"1018";"450";"480";"0";"1";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"6";"4";"2";"0";"474";"151";"22";"137";"164"
"4adf-bab5-dbb4-66c7-72ee-134d-4a15-6f31";"080605";"21";"4";"wieś";"stały";"Gminny Ośrodek Kultury w Zwierzynie, ul. Wojska Polskiego 6, 66-542 Zwierzyn";"gm. Zwierzyn";"strzelecko-drezdenecki";"lubuskie";"1240";"1356";"532";"708";"0";"3";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"15";"3";"12";"0";"693";"234";"23";"249";"187"
"4772-aac6-3cdd-1b08-1367-5c55-a013-3c28";"080701";"21";"1";"wieś";"stały";"Szkoła Podstawowa w Krzeszycach, ul. Skwierzyńska 4, 66-435 Krzeszyce";"gm. Krzeszyce";"sulęciński";"lubuskie";"1670";"1837";"636";"1034";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"8";"2";"6";"0";"1023";"424";"67";"310";"222"
"2a44-259c-13df-74b0-dff8-f84d-5728-753a";"080701";"21";"2";"wieś";"stały";"Świetlica Wiejska w Malcie, Malta 30, 66-435 Krzeszyce";"gm. Krzeszyce";"sulęciński";"lubuskie";"670";"735";"325";"345";"2";"0";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"9";"3";"6";"0";"336";"133";"12";"109";"82"
"44b0-8e61-9e82-f149-4242-e8b2-4aff-ef32";"080701";"21";"3";"wieś";"stały";"Szkoła Podstawowa w Kołczynie, Kołczyn ul. Sulęcińska 29, 66-435 Krzeszyce";"gm. Krzeszyce";"sulęciński";"lubuskie";"1020";"1088";"480";"540";"0";"1";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"3";"0";"3";"0";"537";"210";"28";"190";"109"
"975d-8ede-22b6-bdc9-f344-7f8b-31ff-a164";"080702";"21";"1";"miasto";"stały";"Urząd Miejski Lubniewice, ul. Jana Pawła II 51, 69-210 Lubniewice";"gm. Lubniewice";"sulęciński";"lubuskie";"1410";"1552";"591";"819";"1";"16";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"20";"3";"17";"0";"799";"352";"35";"237";"175"
"66bd-4442-7ef4-36fb-435c-add8-9bc2-34fa";"080702";"21";"2";"miasto";"stały";"Świetlica-Lubniewice, Osiedle Świerczów 3B, 69-210 Lubniewice";"gm. Lubniewice";"sulęciński";"lubuskie";"130";"146";"74";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"56";"1";"0";"1";"0";"55";"27";"4";"15";"9"
"b26e-b8ed-4abc-b1a9-06bf-10d5-db65-c944";"080702";"21";"3";"wieś";"stały";"Świetlica Wiejska Jarnatów, Jarnatów 39A, 69-210 Lubniewice";"gm. Lubniewice";"sulęciński";"lubuskie";"220";"237";"132";"88";"0";"0";"0";"0";"0";"0";"0";"0";"0";"88";"0";"0";"88";"1";"0";"1";"0";"87";"34";"9";"24";"20"
"0002-ec1e-e447-2b2a-fd1a-ccd6-eff0-aedc";"080702";"21";"4";"wieś";"stały";"Świetlica-Glisno, Glisno 23, 69-210 Lubniewice";"gm. Lubniewice";"sulęciński";"lubuskie";"560";"629";"257";"303";"1";"1";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"4";"1";"3";"0";"299";"122";"15";"109";"53"
"f83b-5d63-5b55-dd0f-52c9-7d77-c14e-5000";"080703";"21";"1";"wieś";"stały";"Sala wiejska w Słońsku, ul. Parkowa 2, 66-436 Słońsk";"gm. Słońsk";"sulęciński";"lubuskie";"1180";"1301";"495";"685";"2";"2";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"3";"0";"3";"0";"682";"257";"22";"251";"152"
"0b9c-f413-4c9b-e79c-b8b4-c26d-c690-6d84";"080703";"21";"2";"wieś";"stały";"Zespół Szkół w Słońsku, ul. Lipowa 9, 66-436 Słońsk";"gm. Słońsk";"sulęciński";"lubuskie";"1100";"1216";"501";"599";"2";"10";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"15";"1";"14";"0";"584";"247";"26";"202";"109"
"8f61-6c33-697d-40c7-d98b-7a74-a5fd-6327";"080703";"21";"3";"wieś";"stały";"Sala wiejska w Lemierzycach, Lemierzyce ul. Kościuszki 27, 66-436 Słońsk";"gm. Słońsk";"sulęciński";"lubuskie";"640";"712";"284";"356";"0";"2";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"11";"4";"7";"0";"345";"112";"18";"111";"104"
"c071-2cde-125d-5d6e-07ec-2b41-c503-5b26";"080703";"21";"4";"wieś";"stały";"Budynek byłej szkoły w Głuchowie, Głuchowo ul. Słoneczna 10, 66-436 Słońsk";"gm. Słońsk";"sulęciński";"lubuskie";"430";"471";"254";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"5";"1";"4";"0";"171";"53";"13";"58";"47"
"d8af-f58e-4c2e-b922-e675-d8e2-013e-838e";"080703";"21";"5";"wieś";"zakład karny";"Zakład Karny Gorzów Wielkopolski-Oddział Zewnętrzny w Słońsku, Winna 2, 66-436 Słońsk";"gm. Słońsk";"sulęciński";"lubuskie";"226";"175";"131";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"2";"1";"1";"0";"93";"28";"8";"19";"38"
"929b-5d1a-d425-1946-e335-309e-684a-f48f";"080704";"21";"1";"miasto";"stały";"Zespół Szkół Licealnych i Zawodowych im. Unii Europejskiej, ul. Witosa 49, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"820";"879";"259";"561";"2";"1";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"9";"3";"6";"0";"552";"269";"17";"200";"66"
"0d6f-521f-3e63-4754-2888-ab54-7bca-d112";"080704";"21";"2";"miasto";"stały";"Przedszkole im. Małego Przyrodnika, ul. Dudka 15a, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"740";"791";"262";"478";"0";"2";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"12";"5";"7";"0";"466";"228";"17";"166";"55"
"751c-97bf-6b7f-084f-b948-ee15-87d9-9a5f";"080704";"21";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Jana Pawła II, Park Bankowy 7, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"740";"782";"277";"463";"2";"2";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"9";"0";"9";"0";"454";"240";"15";"139";"60"
"5794-0277-ea33-c475-e891-d815-6bdd-b065";"080704";"21";"4";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Polskich Olimpijczyków, Osiedle Kopernika 7, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"750";"824";"222";"527";"0";"0";"0";"0";"0";"0";"0";"0";"0";"528";"0";"2";"526";"7";"2";"5";"0";"519";"248";"25";"174";"72"
"2e7a-2c85-2e96-50ab-95f9-6822-9f72-d5bc";"080704";"21";"5";"miasto";"stały";"Przedszkole Nr 2 im. Małych Odkrywców, Os. Kopernika 7, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"930";"998";"281";"649";"1";"1";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"12";"4";"8";"0";"637";"339";"24";"193";"81"
"6bd5-9785-24b8-4b51-ff1a-d61f-6774-e005";"080704";"21";"6";"miasto";"stały";"Spółdzielnia Mieszkaniowa, Park Bankowy 1, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"720";"791";"272";"448";"0";"11";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"10";"5";"5";"0";"438";"186";"23";"183";"46"
"f9a4-9a8a-393e-1f40-ab3a-8748-0f82-406a";"080704";"21";"7";"miasto";"stały";"Ośrodek Pomocy Społecznej w Sulęcinie, ul. Żeromskiego 71, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"750";"813";"379";"372";"1";"4";"1";"1";"0";"0";"0";"0";"1";"372";"1";"0";"372";"5";"0";"5";"0";"367";"178";"12";"124";"53"
"b342-9cef-e6b4-bb5e-a6e9-c2b3-d6a6-106c";"080704";"21";"8";"miasto";"stały";"Sulęciński Ośrodek Kultury, ul. Moniuszki 1, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"770";"837";"394";"376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"9";"1";"8";"0";"367";"169";"9";"145";"44"
"5f42-f245-32dd-0e8d-0ceb-0108-08a6-d8f6";"080704";"21";"9";"miasto";"stały";"Centrum Współpracy Polsko-Niemieckiej Dom Joannitów, ul. Młynarska 1, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"860";"939";"299";"561";"0";"1";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"8";"7";"1";"0";"553";"258";"15";"187";"93"
"6d1e-d425-b46a-a1e4-fcd0-6f77-f15f-a778";"080704";"21";"10";"wieś";"stały";"Klub Wiejski w Ostrowie, Ostrów 33, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"470";"513";"180";"290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"12";"2";"10";"0";"278";"122";"9";"108";"39"
"45bc-47f2-45a8-7551-1422-0a47-a5aa-20cf";"080704";"21";"11";"wieś";"stały";"Wiejskie Centrum Społeczno-Kulturalne w Długoszynie, Długoszyn 11 b, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"969";"1052";"523";"446";"1";"0";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"12";"0";"12";"0";"434";"176";"12";"183";"63"
"3944-5d5f-196b-3271-34c2-a6a3-8b10-0d5c";"080704";"21";"12";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Żubrowie, Żubrów 16 a, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"580";"629";"280";"300";"1";"1";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"7";"1";"6";"0";"292";"112";"17";"105";"58"
"88bf-6161-951c-1479-f1cc-431e-3038-59f7";"080704";"21";"13";"wieś";"stały";"Szkoła Podstawowa im. Żołnierza Polskiego w Wędrzynie, Wędrzyn 1, 69-211 Wędrzyn";"gm. Sulęcin";"sulęciński";"lubuskie";"510";"569";"167";"343";"0";"8";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"6";"3";"3";"0";"337";"130";"17";"130";"60"
"e8e0-330e-280b-260e-e854-5fa0-edcd-2ad4";"080704";"21";"14";"wieś";"stały";"Szkoła Podstawowa im. Polskich Strażaków w Trzemesznie Lubuskim, Trzemeszno Lubuskie ul. Poznańska 63, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"740";"805";"311";"429";"0";"2";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"7";"1";"6";"0";"422";"139";"20";"199";"64"
"7f69-2ada-fbbd-d25b-f390-cdf3-8bf1-afec";"080704";"21";"15";"wieś";"stały";"Świetlica Wiejska w Wielowsi, Wielowieś 12, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"401";"435";"206";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"5";"1";"4";"0";"190";"85";"12";"76";"17"
"a952-4199-10f7-3561-6110-b8ab-f436-b2e1";"080704";"21";"16";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Sulęcinie (Szpital), Witosa 7, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"100";"55";"57";"43";"0";"5";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"0";"0";"0";"0";"43";"13";"0";"22";"8"
"bede-8763-20d2-3dd1-c9e9-b9fe-620f-f470";"080704";"21";"17";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Tursku, Tursk 28, 69-200 Sulęcin";"gm. Sulęcin";"sulęciński";"lubuskie";"200";"193";"142";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"58";"4";"1";"3";"0";"54";"4";"7";"32";"11"
"67f1-a1e3-7051-7141-75a3-5f25-2ed6-805b";"080705";"21";"1";"miasto";"stały";"Szkoła Podstawowa w Torzymiu, ul. Mickiewicza 11, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"1170";"1271";"457";"713";"2";"12";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"18";"5";"13";"0";"695";"329";"40";"238";"88"
"5133-7090-a352-4ef4-da66-a1c0-b228-5be5";"080705";"21";"2";"miasto";"stały";"Przedszkole w Torzymiu, ul. Saperska 10, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"830";"903";"359";"471";"1";"6";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"15";"3";"12";"0";"456";"230";"33";"135";"58"
"4b24-9f5c-b6bf-c909-dff8-7fa3-c373-43ea";"080705";"21";"3";"wieś";"stały";"Szkoła Podstawowa w Walewicach, Walewice 25, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"610";"679";"351";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"4";"0";"4";"0";"255";"91";"15";"111";"38"
"661e-7ff2-e87a-6f8c-b347-eb98-8901-81cb";"080705";"21";"4";"wieś";"stały";"Szkoła Podstawowa w Boczowie, Boczów ul. Generała Sikorskiego 4, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"1090";"1196";"643";"446";"0";"12";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"9";"1";"8";"0";"438";"223";"36";"129";"50"
"48f8-aace-9d0f-bf55-ff3c-f538-d104-9d15";"080705";"21";"5";"wieś";"stały";"Świetlica wiejska w Bielicach, Bielice 15, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"360";"401";"214";"146";"0";"3";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"146";"13";"2";"11";"0";"133";"66";"10";"45";"12"
"998d-cb33-ba49-0b00-1066-8c52-fb29-2df3";"080705";"21";"6";"wieś";"stały";"Szkoła Podstawowa w Gądkowie Wielkim, Gądków Wielki ul. Kościuszki 47, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"670";"733";"342";"328";"0";"1";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"8";"1";"7";"0";"320";"133";"23";"116";"48"
"a62d-9bad-abb7-16b7-89f2-833a-6b64-d06a";"080705";"21";"7";"miasto";"zakład leczniczy";"Lubuski Szpital Specjalistyczny Pulmonologiczno-Kardiologiczny w Torzymiu, Poddasze Segmentu Nr 1 Sala Konferencyjna, Wojska Polskiego 52, 66-235 Torzym";"gm. Torzym";"sulęciński";"lubuskie";"200";"90";"110";"90";"0";"4";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"7";"0";"7";"0";"83";"37";"8";"30";"8"
"c435-35b8-0ada-9b25-95ee-5709-e201-c165";"086101";"21";"1";"miasto";"stały";"Dom Strażaka, ul. Strażacka 36, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1119";"1257";"328";"791";"3";"5";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"12";"2";"10";"0";"779";"303";"33";"237";"206"
"83c7-212d-3413-bdf5-9083-9a77-7534-e836";"086101";"21";"2";"miasto";"stały";"Zespół Szkół Ogrodniczych, ul. Poznańska 23, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1340";"1450";"372";"968";"0";"1";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"16";"2";"14";"0";"952";"385";"49";"264";"254"
"e511-3b87-2db3-45e0-1b0d-4f14-9101-9b67";"086101";"21";"3";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Kobylogórska 110, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1070";"1157";"360";"710";"1";"6";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"12";"7";"5";"0";"698";"252";"34";"232";"180"
"a8d9-3621-2cda-9ecb-6a8d-3cc4-d23e-3f3c";"086101";"21";"4";"miasto";"stały";"Przedszkole Miejskie nr 4, ul. Kobylogórska 107, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1240";"1355";"474";"766";"0";"6";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"9";"7";"2";"0";"757";"288";"49";"244";"176"
"a576-da29-e349-256d-589c-4d74-e3be-f46a";"086101";"21";"5";"miasto";"stały";"Miejskie Centrum Kultury ""Zawarcie"", ul. Wawrzyniaka 66A, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1107";"1203";"446";"661";"0";"0";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"27";"11";"16";"0";"634";"277";"32";"192";"133"
"ff9d-3d8c-1a70-4846-e41b-492b-566f-2c33";"086101";"21";"6";"miasto";"stały";"Zespół Szkół Elektrycznych, ul. Grobla 68a, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"820";"885";"423";"397";"1";"2";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"10";"1";"9";"0";"387";"163";"17";"123";"84"
"e74d-3446-ce54-6d19-770f-c959-26cd-06ba";"086101";"21";"7";"miasto";"stały";"Zespół Szkół nr 12, ul. Śląska 20, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1890";"2053";"787";"1103";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1102";"0";"0";"1102";"25";"6";"19";"0";"1077";"467";"74";"275";"261"
"29f5-3150-80bc-17d2-8156-6a4d-64a7-53c9";"086101";"21";"8";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Towarowa 21, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1678";"1838";"728";"950";"1";"1";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"12";"2";"10";"0";"938";"351";"58";"280";"249"
"9aef-e70d-8b87-5e65-a67b-da20-d293-15db";"086101";"21";"9";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Dobra 16, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1390";"1491";"341";"1049";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"2";"1046";"13";"1";"12";"0";"1033";"402";"58";"288";"285"
"a6ea-06f3-7f2a-1d01-910d-f295-6e91-25b7";"086101";"21";"10";"miasto";"stały";"Stowarzyszenie na Rzecz Osób z Autyzmem, ul. Małyszyńska 8, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"790";"866";"371";"419";"0";"1";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"6";"0";"6";"0";"413";"147";"8";"141";"117"
"a8be-8521-57c4-b9b5-9c07-3f4e-bd17-8619";"086101";"21";"11";"miasto";"stały";"Przedszkole Miejskie nr 12, ul. Sportowa 2, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"930";"1011";"300";"631";"0";"5";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"11";"3";"8";"0";"619";"255";"28";"199";"137"
"5094-5664-e4d9-e744-6953-808d-03c2-50de";"086101";"21";"12";"miasto";"stały";"Miejskie Centrum Kultury, Klub ""Zodiak"", ul. Słoneczna 63, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1280";"1393";"550";"730";"1";"3";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"10";"1";"9";"0";"720";"291";"32";"225";"172"
"b28b-cf19-f74c-e02b-57d5-22e5-7e09-5a0b";"086101";"21";"13";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Gwiaździsta 14, 66-400 Gorzów Wielkopolski";"m. Gorzów Wielkopolski";"Gorzów Wielkopolski";"lubuskie";"1710";"1858";"616";"1094";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1092";"0";"0";"1092";"27";"12";"15";"0";"1065";"439";"56";"285";"285"
