"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Borys Piotr BUDKA - nr na liście 1";"Ewa Edyta KOŁODZIEJ - nr na liście 2";"Marek Krzysztof WÓJCIK - nr na liście 3";"Monika Anna ROSA - nr na liście 4";"Wojciech Piotr KRÓL - nr na liście 5";"Urszula Magdalena KOSZUTSKA - nr na liście 6";"Michał Sebastian GRAMATYKA - nr na liście 7";"Marek Stanisław KOPEL - nr na liście 8";"Marta Magdalena BAINKA - nr na liście 9";"Łukasz Andrzej ŚCIEBIOROWSKI - nr na liście 10";"Elżbieta Apolonia PIERZCHAŁA - nr na liście 11";"Przemysław SOBIESZCZUK - nr na liście 12";"Anna ZASADA-CHORAB - nr na liście 13";"Bartosz Artur KARCZ - nr na liście 14";"Michał Antoni PALKA - nr na liście 15";"Alina Irena BEDNARZ - nr na liście 16";"Karina Bernardyna SIWIEC-MAGIELNICKA - nr na liście 17";"Łukasz Wojciech WODARSKI - nr na liście 18";"Danuta Maria KONTNY - nr na liście 19";"Małgorzata Ewa GOŚCINIAK - nr na liście 20";"Grażyna Danuta KULIK - nr na liście 21";"Katarzyna Barbara BŁASZCZYK-DOMAŃSKA - nr na liście 22";"Lesława Anna NOWOCIŃSKA - nr na liście 23";"Krzysztof Adam SZULC - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Dobromir Andrzej SOŚNIERZ - nr na liście 1";"Tomasz Edward DOROSZ - nr na liście 2";"Bożena Krystyna MODZELEWSKA - nr na liście 3";"Paweł Maciej TRYTKO - nr na liście 4";"Piotr Marek SACZYWKO - nr na liście 5";"Michał Rafał MARKIEWKA - nr na liście 6";"Jowita KOWSZYN-SUMARA - nr na liście 7";"Kamil JABLOŃSKI - nr na liście 8";"Małgorzata Joanna MAJOR - nr na liście 9";"Dawid Stanisław SZÓSTAK - nr na liście 10";"Agata Judyta SIKORA-WÓJCIK - nr na liście 11";"Mateusz Zbigniew OŻÓG - nr na liście 12";"Mateusz FIEDOROWICZ - nr na liście 13";"Tomasz Marian BOMBA - nr na liście 14";"Grzegorz Jacek BUDNIK - nr na liście 15";"Paweł Piotr KAŁUŻA - nr na liście 16";"Piotr Stefan SYGIET - nr na liście 17";"Ewa Aleksandra ZANIEWSKA - nr na liście 18";"Urszula Monika KUFEL - nr na liście 19";"Anna Maria JANKOWIAK - nr na liście 20";"Krzysztof Stanisław KRAJEWSKI - nr na liście 21";"Magdalena Ilona SZAJKO VEL MASTERCZUK - nr na liście 22";"Anita Sara ZAWISZ - nr na liście 23";"Tomasz Bogdan BRZEZINA - nr na liście 24";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Aleksandra Elżbieta JELONEK - nr na liście 1";"Jolanta Elżbieta MILAS - nr na liście 2";"Bernard Rudolf PASTUSZKA - nr na liście 3";"Andrzej KROWIAK - nr na liście 4";"Kamil Krzysztof KRZYSIŃSKI - nr na liście 5";"Piotr Walenty SUCHANEK - nr na liście 6";"Andrzej Antoni SOJKA - nr na liście 7";"Jerzy Alojzy MERCIK - nr na liście 8";"Henryk Ryszard NYCZ - nr na liście 9";"Mateusz Grzegorz JAMKA - nr na liście 10";"Małgorzata Anna HANDERMANDER-LEWICKA - nr na liście 11";"Gabriela Alina RYCHTER-BOGACKA - nr na liście 12";"Dionizy Piotr KOLANKO - nr na liście 13";"Jadwiga Sabina STALMACH - nr na liście 14";"Ewelina Maria TRAJGIEL - nr na liście 15";"Justyna Julia PŁONKA - nr na liście 16";"Krystyna Anna PALEJ - nr na liście 17";"Janusz REDEŁKIEWICZ - nr na liście 18";"Dariusz Józef MACIĄG - nr na liście 19";"Aneta ŁAKOTA - nr na liście 20";"Jacek Bogdan MATUSIEWICZ - nr na liście 21";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Mateusz Jakub MORAWIECKI - nr na liście 1";"Michał Marek WÓJCIK - nr na liście 2";"Jerzy Jan POLACZEK - nr na liście 3";"Andrzej Stanisław SOŚNIERZ - nr na liście 4";"Maria Teresa NOWAK - nr na liście 5";"Leszek Marian PIECHOTA - nr na liście 6";"Marek Jacek WESOŁY - nr na liście 7";"Anita Maria SKAPCZYK - nr na liście 8";"Mariusz Piotr SKIBA - nr na liście 9";"Paweł JABŁOŃSKI - nr na liście 10";"Janusz Paweł FREITAG - nr na liście 11";"Zbigniew AUGUSTYN - nr na liście 12";"Wioletta Maria KOPER-STASZOWSKA - nr na liście 13";"Bernadeta Cecylia BISKUP - nr na liście 14";"Krystyna Zofia PANEK - nr na liście 15";"Beata GROBEL - nr na liście 16";"Łukasz Krzysztof ROSICKI - nr na liście 17";"Maria Stefania DURSKA - nr na liście 18";"Janina Maria ZIĘBA - nr na liście 19";"Marek Jan URBAŃCZYK - nr na liście 20";"Agnieszka STĘPIEŃ - nr na liście 21";"Agnieszka Katarzyna SKOTAREK - nr na liście 22";"Mirosław Stanisław KICZMAL - nr na liście 23";"Wojciech Tadeusz AHNERT - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Maciej KONIECZNY - nr na liście 1";"Andrzej Jan LEKSTON - nr na liście 2";"Katarzyna Beata MAJCHRZAK - nr na liście 3";"Gabriela Barbara TOMALA-BOGACKA - nr na liście 4";"Edward Józef DULIŃSKI - nr na liście 5";"Jakub Leszek NOWAK - nr na liście 6";"Małgorzata Krystyna GRONIEWSKA - nr na liście 7";"Emilia Maja MAKÓWKA - nr na liście 8";"Adrian Łukasz SZYMURA - nr na liście 9";"Piotr Krystian ZEMELKA - nr na liście 10";"Katarzyna Jolanta ZELWOR - nr na liście 11";"Anna ŁADOWSKA - nr na liście 12";"Krzysztof Jacek MAKIEŁA - nr na liście 13";"Jarosław Marek BOGOCZ - nr na liście 14";"Bogdan Sylwester BUBAŁA - nr na liście 15";"Marek Stanisław WIŚNIEWSKI - nr na liście 16";"Bartłomiej BRZOZOWIEC - nr na liście 17";"Włodzimierz Tomasz KRZEMIŃSKI - nr na liście 18";"Sara Aleksandra WÓJCIK - nr na liście 19";"Natalia Regina NOWAK-TROJNAR - nr na liście 20";"Ahsan BARAKEH - nr na liście 21";"Michał Grzegorz BUCHTA - nr na liście 22";"Ewa MACHURA - nr na liście 23";"Liczba obwodów"
"241401";"gmina miejska";"m. Bieruń";"bieruńsko-lędziński";"śląskie";13700;15067;4166;9534;7;31;0;0;0;0;0;0;0;9533;0;0;9533;108;66;42;0;9425;2160;1222;79;133;141;37;8;182;15;254;3;6;2;4;0;24;8;3;2;3;3;16;6;0;9;779;426;16;21;26;9;7;6;13;26;7;12;81;13;23;2;15;3;5;20;5;6;5;15;17;466;164;32;74;15;9;7;13;14;44;4;4;5;5;10;4;27;5;2;5;13;10;5206;3949;250;139;107;80;20;27;104;19;125;170;10;28;11;42;12;2;5;6;13;26;9;34;18;814;346;85;79;69;14;17;16;20;14;11;6;17;4;12;9;4;6;10;13;4;10;13;35;15
"241402";"gmina miejska";"m. Imielin";"bieruńsko-lędziński";"śląskie";6381;7019;1701;4680;8;21;0;0;0;0;0;0;0;4679;0;0;4679;45;25;20;0;4634;1386;727;73;152;94;172;9;57;6;32;3;4;2;12;5;14;2;3;1;3;2;3;1;1;8;323;205;15;10;9;3;4;3;3;6;8;3;4;7;5;4;3;3;1;3;4;0;1;8;11;245;77;23;69;2;4;4;7;4;10;4;5;3;2;3;3;7;0;2;1;7;8;2304;1801;155;55;68;18;7;4;11;7;5;125;4;4;2;4;6;1;0;2;6;6;0;3;10;376;145;36;69;20;8;7;8;8;8;5;4;11;2;5;3;2;3;1;9;1;4;9;8;5
"241403";"gmina miejska";"m. Lędziny";"bieruńsko-lędziński";"śląskie";11470;12697;3688;7782;5;11;0;0;0;0;0;0;0;7779;0;0;7779;95;62;33;0;7684;1521;892;65;35;108;105;7;184;10;33;2;11;2;11;1;16;6;4;3;3;2;3;9;3;6;515;306;7;17;8;6;6;9;12;2;7;8;14;6;26;4;1;4;3;16;6;7;4;8;28;366;126;33;53;4;5;4;14;6;32;4;0;3;3;10;3;20;9;0;5;19;13;4698;3214;260;64;60;42;9;24;31;17;70;761;3;39;8;9;8;1;3;11;21;17;12;5;9;584;234;34;82;40;15;13;13;21;21;7;3;15;4;5;3;1;3;7;22;6;4;14;17;11
"241404";"gmina wiejska";"gm. Bojszowy";"bieruńsko-lędziński";"śląskie";5540;6073;1241;4299;4;24;0;0;0;0;0;0;0;4299;0;0;4299;49;27;22;0;4250;894;488;36;46;87;16;1;163;6;20;1;3;1;3;2;2;4;2;1;2;0;1;4;1;4;308;197;9;10;3;1;6;5;5;5;5;5;18;3;13;1;5;0;3;4;0;0;1;4;5;187;70;15;20;4;3;1;7;0;27;4;5;0;4;10;0;5;2;0;2;4;4;2624;2064;114;42;48;22;4;9;102;5;7;81;4;11;4;9;3;0;1;4;5;4;3;75;3;237;113;14;25;10;3;2;9;3;5;4;4;6;3;4;3;0;1;1;6;3;1;5;12;8
"241405";"gmina wiejska";"gm. Chełm Śląski";"bieruńsko-lędziński";"śląskie";4399;4870;1198;3201;5;13;0;0;0;0;0;0;0;3201;0;0;3201;23;12;11;0;3178;804;432;25;21;40;145;1;20;3;8;0;2;3;3;1;89;3;2;0;1;0;2;0;1;2;221;140;7;6;5;2;5;3;3;2;1;4;11;4;5;4;4;0;0;2;1;3;1;3;5;146;58;12;26;1;4;3;2;1;15;1;3;1;2;3;1;1;1;0;0;2;9;1765;1360;144;57;33;8;7;7;6;9;8;79;2;9;1;4;4;1;2;2;12;7;0;1;2;242;98;18;34;10;3;3;7;11;3;6;0;2;0;4;3;1;0;2;7;1;1;11;17;3
"246301";"gmina miejska";"m. Chorzów";"Chorzów";"śląskie";73440;79689;25293;48147;54;222;8;8;0;0;0;1;7;48143;7;5;48138;537;286;251;0;47601;19977;11685;943;1270;1358;187;135;170;2973;73;162;50;36;74;114;68;55;46;52;53;43;77;85;21;247;3694;2272;125;127;88;42;102;61;87;78;50;35;30;55;119;22;50;23;28;101;21;21;18;33;106;2137;801;223;112;43;115;59;74;180;57;36;19;69;31;44;28;80;18;7;30;56;55;15843;10879;601;504;561;1584;219;100;73;90;91;34;23;91;259;55;53;18;23;50;27;214;34;12;248;5950;2471;714;838;243;92;125;113;140;134;45;115;100;74;51;51;33;45;37;82;37;74;88;248;63
"246901";"gmina miejska";"m. Katowice";"Katowice";"śląskie";207388;227769;53486;153903;174;1690;22;22;1;0;0;0;21;153869;21;4;153865;1254;686;568;0;152611;62465;41541;6235;3905;5398;898;494;1180;392;249;124;248;126;207;165;112;143;62;85;79;83;209;191;70;269;11083;7778;309;324;234;136;131;150;210;115;130;95;51;95;211;91;116;41;79;188;49;47;37;73;393;6033;2431;1021;400;148;137;182;192;174;139;59;88;82;107;131;33;217;76;19;56;139;202;51632;40322;2474;1200;2432;573;414;235;196;1853;317;74;100;303;105;178;89;44;59;116;80;258;80;26;104;21398;8136;4611;3122;871;224;285;337;451;597;206;104;264;118;154;76;92;93;72;218;157;234;201;775;167
"247001";"gmina miejska";"m. Mysłowice";"Mysłowice";"śląskie";52061;55999;16294;35765;33;146;5;5;0;1;0;0;4;35763;4;6;35757;297;186;111;0;35460;11972;4735;785;115;526;5321;41;130;27;38;22;20;12;22;10;24;13;7;9;18;7;21;19;4;46;2404;1565;72;78;43;36;44;45;49;40;40;31;23;33;72;14;36;4;18;35;16;13;10;23;64;1784;438;136;846;17;16;22;50;15;33;16;12;20;14;30;7;33;11;2;6;26;34;15386;11866;798;386;425;169;67;96;69;94;218;101;727;43;24;33;18;13;15;38;36;92;17;10;31;3914;1493;412;546;214;289;71;96;91;48;33;16;64;26;134;17;14;12;15;59;26;41;31;166;40
"247101";"gmina miejska";"m. Piekary Śląskie";"Piekary Śląskie";"śląskie";39008;42370;12879;26129;33;97;3;3;0;0;0;0;3;26131;3;0;26131;287;182;105;0;25844;10326;3155;191;168;324;48;63;55;30;24;6014;11;27;29;19;3;14;15;9;15;10;38;18;5;41;1429;930;37;45;33;13;37;16;27;21;16;22;9;91;45;3;18;7;7;13;8;6;3;6;16;829;280;113;71;22;28;17;22;71;23;15;8;12;14;11;5;49;8;4;5;23;28;11370;5906;746;3522;209;246;55;40;29;81;30;13;12;28;13;37;25;6;27;26;22;61;203;5;28;1890;770;167;313;84;41;28;54;50;39;27;12;46;50;11;12;9;8;17;33;20;21;20;58;32
"247201";"gmina miejska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";95669;104865;32563;63106;46;225;2;2;0;0;0;0;2;63085;2;0;63085;645;332;313;0;62440;20522;11946;1316;324;1885;185;2118;143;202;68;107;80;35;51;66;47;42;26;1438;23;30;96;58;103;133;4749;2760;150;269;133;49;107;60;123;81;55;99;33;73;245;30;83;23;35;95;25;26;24;49;122;3016;1041;277;114;53;85;56;75;564;48;171;24;21;27;66;21;96;25;37;57;50;108;27634;17989;857;656;845;447;158;5211;144;91;158;44;40;317;50;76;55;19;35;95;41;149;49;15;93;6519;2550;1116;738;190;78;104;118;166;95;58;44;118;69;43;401;27;38;26;86;31;58;91;274;78
"247401";"gmina miejska";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";46231;50692;14203;32028;30;111;3;3;0;0;0;0;3;32028;3;1;32027;338;194;144;0;31689;12396;7099;621;367;1126;164;48;103;119;47;102;26;20;1869;35;22;27;237;27;13;157;44;23;11;89;2401;1512;65;81;63;30;68;32;47;52;28;39;18;33;49;24;27;22;18;44;10;9;9;18;103;1290;460;139;91;35;30;35;43;104;49;18;12;17;22;18;10;51;61;7;13;29;46;11232;8569;618;300;325;292;149;93;46;72;47;27;23;45;31;33;35;172;14;35;161;83;20;8;34;4370;1201;1513;399;99;25;297;194;90;50;28;21;51;21;16;25;17;10;10;42;26;62;49;124;40
