"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Agnieszka Maria KOŁACZ-LESZCZYŃSKA";"Mirosław Aleksander LUBIŃSKI";"Kamil Krzysztof ZIELIŃSKI"
"2262-15c1-8cce-32ea-b0e2-83a1-bbbe-838b";"026501";"4";"30";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 23, ul. Andrzeja Struga 3, 58-301 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1300";"1416";"647";"653";"0";"3";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"8";"1";"7";"0";"644";"282";"153";"209"
"437b-3bd3-32cf-3a95-2ff7-0c1d-5677-e32d";"026501";"4";"31";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 23, ul. Andrzeja Struga 3, 58-301 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1050";"1146";"396";"654";"0";"2";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"5";"0";"5";"0";"649";"275";"161";"213"
"ebcd-cd88-cb9e-6696-fdad-2c72-50ab-69c5";"026501";"4";"32";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 23, ul. Andrzeja Struga 3, 58-301 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1410";"1525";"829";"581";"1";"1";"2";"2";"0";"0";"0";"0";"2";"583";"2";"0";"583";"18";"4";"14";"0";"565";"250";"106";"209"
"4ed0-1d73-c105-21f3-87f0-9d62-4165-43eb";"026501";"4";"33";"miasto";"stały";"Zespół Szkół Nr 7, ul. Kłodzka 29, 58-308 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"980";"1076";"333";"647";"1";"9";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"6";"1";"5";"0";"641";"333";"109";"199"
"7b80-8291-1da3-efb6-cceb-e217-01d5-1713";"026501";"4";"34";"miasto";"stały";"Rada Wspólnoty Samorządowej „Rusinowa, Kozice”, Osiedle Górnicze 48, 58-308 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1020";"1106";"454";"566";"0";"0";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"7";"2";"5";"0";"559";"265";"100";"194"
"8888-7857-0a03-4c93-caf9-abf8-d501-e7ab";"026501";"4";"35";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, ul. Poznańska 8, 58-303 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1560";"1692";"808";"752";"2";"4";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"28";"6";"22";"0";"724";"327";"123";"274"
"598b-cbbf-3608-867f-b298-88d8-90f0-2ca4";"026501";"4";"36";"miasto";"stały";"Rada Wspólnoty Samorządowej „Podgórze, Nowy i Stary Glinik” Filia, ul. Glinicka 1, 58-303 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"430";"475";"229";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"5";"1";"4";"0";"195";"94";"45";"56"
"3f16-7129-d9cb-7b53-d497-9b4b-4c93-00ac";"026501";"4";"37";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, ul. Poznańska 8, 58-303 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1800";"1971";"871";"929";"0";"3";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"13";"3";"10";"0";"916";"386";"159";"371"
"0eeb-35a9-03a6-f4df-396f-5081-f6c5-8e11";"026501";"4";"38";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, ul. Królewiecka 7, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"750";"814";"338";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"2";"7";"0";"403";"203";"75";"125"
"7e39-fa3e-1e5f-dcbd-4d23-d893-be64-622c";"026501";"4";"39";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5, ul. Poznańska 8, 58-303 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"800";"862";"397";"403";"0";"2";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"2";"0";"2";"0";"401";"194";"68";"139"
"80e6-f884-0561-09c2-557f-ced9-652b-8640";"026501";"4";"40";"miasto";"stały";"Rada Wspólnoty Samorządowej ""Podgórze, Nowy i Stary Glinnik"", ul. Niepodległości 24, 58-303 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"2850";"3116";"1172";"1678";"0";"15";"1";"1";"1";"0";"0";"0";"0";"1678";"0";"0";"1678";"20";"5";"15";"0";"1658";"798";"298";"562"
"93f9-fe55-6208-0d77-ce9e-8732-288a-3068";"026501";"4";"41";"miasto";"stały";"Zespół Szkół Politechnicznych „Energetyk”, Aleja Wyzwolenia 5, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1220";"1332";"496";"724";"2";"20";"1";"1";"1";"0";"0";"0";"0";"724";"0";"0";"724";"11";"6";"5";"0";"713";"371";"135";"207"
"753b-93fb-bc00-c386-7cf2-d909-57de-7335";"026501";"4";"42";"miasto";"stały";"Zespół Szkół Politechnicznych „Energetyk”, Aleja Wyzwolenia 5, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1620";"1746";"735";"885";"5";"5";"0";"0";"0";"0";"0";"0";"0";"885";"0";"0";"885";"21";"12";"9";"0";"864";"427";"156";"281"
"ee06-3d34-eb8a-1865-b7aa-446a-2971-f828";"026501";"4";"43";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 28, Aleja Wyzwolenia 43, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1480";"1608";"754";"726";"0";"17";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"25";"13";"12";"0";"701";"345";"146";"210"
"f658-4bdc-fd21-db92-3f1f-b7c5-2f7e-665b";"026501";"4";"44";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, ul. Bolesława Limanowskiego 12, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"790";"846";"370";"420";"0";"3";"1";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"4";"1";"3";"0";"416";"200";"71";"145"
"1206-27fd-934b-6c6a-4a99-9c2b-5489-ff04";"026501";"4";"45";"miasto";"stały";"Centrum Aktywności Lokalnej, ul. Adama Mickiewicza 26, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"970";"1040";"510";"460";"1";"1";"0";"0";"0";"0";"0";"0";"0";"461";"0";"1";"460";"12";"2";"10";"0";"448";"216";"93";"139"
"c0f3-1e07-cac8-c1ad-a40c-9e92-43d9-acdd";"026501";"4";"46";"miasto";"stały";"Centrum Aktywności Lokalnej, ul. Adama Mickiewicza 26, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1000";"1095";"509";"491";"2";"3";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"13";"2";"11";"0";"477";"210";"95";"172"
"e1ac-c9a4-c0e8-bb42-c603-86c6-c844-d600";"026501";"4";"47";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1, ul. 1 Maja 105, 58-305 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1250";"1363";"721";"529";"1";"6";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"13";"4";"9";"0";"516";"231";"90";"195"
"df66-1d10-9cff-5932-6023-5dd3-ebc8-d577";"026501";"4";"48";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Henryka Jordana 4, 58-305 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1159";"1275";"644";"515";"2";"4";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"11";"4";"7";"0";"504";"229";"87";"188"
"e73d-764d-d54f-a743-6aef-75ac-6a99-2937";"026501";"4";"49";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Henryka Jordana 4, 58-305 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1550";"1685";"610";"940";"1";"4";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"18";"5";"13";"0";"922";"474";"160";"288"
"e9f8-f13a-5cbf-4807-50df-d305-a63e-f799";"026501";"4";"50";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6, ul. Gen. Władysława Andersa 50, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1250";"1347";"474";"776";"0";"1";"1";"1";"0";"1";"0";"0";"0";"776";"0";"0";"776";"17";"10";"7";"0";"759";"423";"116";"220"
"73f7-8084-29f7-f768-00d9-e5f2-2685-3056";"026501";"4";"51";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6, ul. Gen. Władysława Andersa 50, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1239";"1352";"548";"691";"0";"5";"0";"0";"0";"0";"0";"0";"0";"692";"0";"1";"691";"15";"4";"11";"0";"676";"330";"124";"222"
"6dec-1d8e-2a98-8470-3b76-c9a4-0497-f004";"026501";"4";"52";"miasto";"stały";"Powiatowa i Miejska Biblioteka Publiczna „Biblioteka Pod Atlantami” Filia Nr 6, ul. Gen. Władysława Andersa 137, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1300";"1405";"537";"763";"0";"10";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"16";"5";"11";"0";"747";"388";"123";"236"
"a9f8-ca1f-de42-f62a-1ffb-2278-ee68-4df0";"026501";"4";"53";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Melchiora Wańkowicza 13, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1020";"1113";"340";"680";"2";"3";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"9";"5";"4";"0";"671";"375";"115";"181"
"b82d-804f-fbb2-6604-505e-1ab7-471e-9246";"026501";"4";"54";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Melchiora Wańkowicza 13, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1538";"1675";"537";"1001";"1";"7";"2";"2";"0";"0";"0";"0";"2";"1003";"2";"0";"1003";"18";"5";"13";"0";"985";"495";"192";"298"
"7528-f850-fda3-637c-21d6-5683-9cd9-c6c4";"026501";"4";"55";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Melchiora Wańkowicza 13, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1230";"1338";"564";"666";"1";"1";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"14";"2";"12";"0";"652";"314";"105";"233"
"7865-139a-aafb-334b-9d04-2870-99dd-ae12";"026501";"4";"56";"miasto";"stały";"Muzeum Gross-Rosen, ul. Szarych Szeregów 9, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"751";"815";"300";"451";"0";"2";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"5";"0";"5";"0";"446";"220";"82";"144"
"01be-c724-e121-b905-85bb-2975-d892-b3a3";"026501";"4";"57";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Melchiora Wańkowicza 13, 58-304 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"1570";"1710";"783";"787";"2";"2";"3";"3";"0";"0";"0";"0";"3";"790";"3";"0";"790";"15";"4";"11";"0";"775";"394";"114";"267"
"efed-b0a2-c7d5-ad1c-b8e0-8e12-f477-5db9";"026501";"4";"58";"miasto";"zakład leczniczy";"Specjalistyczny Szpital Ginekologiczno-Położniczy, ul. Ignacego Paderewskiego 10, 58-301 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"80";"83";"49";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"0";"0";"0";"0";"31";"14";"5";"12"
"4954-fe23-8eba-c161-ff99-a491-cda2-ae98";"026501";"4";"59";"miasto";"zakład leczniczy";"Specjalistyczny Szpital im. Alfreda Sokołowskiego Oddziały przy ul. Batorego 4, ul. Stefana Batorego 4, 58-300 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"200";"93";"146";"54";"0";"2";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"6";"0";"6";"0";"48";"28";"7";"13"
"3379-5571-aa0e-9503-5315-f5d1-05a3-2ff3";"026501";"4";"60";"miasto";"zakład leczniczy";"Specjalistyczny Szpital im. Alfreda Sokołowskiego Oddziały przy ul. A. Sokołowskiego 4, ul. Alfreda Sokołowskiego 4, 58-309 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"400";"335";"359";"41";"0";"4";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"1";"0";"1";"0";"40";"19";"4";"17"
"fb92-75f6-e5bf-df2b-b00f-b66f-254a-bf1d";"026501";"4";"61";"miasto";"dom pomocy społecznej";"Dom Seniora-Rusinowa, ul. Osiedle Górnicze 19A, 58-308 Wałbrzych";"m. Wałbrzych";"Wałbrzych";"dolnośląskie";"39";"48";"10";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"5";"0";"5";"0";"24";"13";"5";"6"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
