"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Marek BIERNACKI - nr na liście 1";"Marek Jerzy TOCZEK - nr na liście 2";"Radosław Jan SZATKOWSKI - nr na liście 3";"Czesław Andrzej ELZANOWSKI - nr na liście 4";"Jerzy Andrzej TKACZYK - nr na liście 5";"Łukasz Jan LESNER - nr na liście 6";"Mirosław Józef MASZLUCH - nr na liście 7";"Michał Rajmund GRUCHAŁA - nr na liście 8";"Elżbieta GNIAZDOWSKA - nr na liście 9";"Krzysztof Robert BUJANOWICZ - nr na liście 10";"Krzysztof Ludwik PRUSZAK - nr na liście 11";"Aldona Maria SZOSTAKIEWICZ - nr na liście 12";"Leszek Andrzej ZAWADZKI - nr na liście 13";"Anna MIKOŁAJCZYK - nr na liście 14";"Tadeusz KELIŃSKI - nr na liście 15";"Irena Maria MARKOWSKA - nr na liście 16";"Krzysztof Józef ZARZECKI - nr na liście 17";"Danuta ZIELIŃSKA - nr na liście 18";"Anita Monika LUBCZYŃSKA-KIEŁPIŃSKA - nr na liście 19";"Marta Karolina KAMROWSKA - nr na liście 20";"Bogusława KONCZANIN - nr na liście 21";"Jarosław Andrzej KRZEKOTOWSKI - nr na liście 22";"Bożena Barbara PIANKOWSKA - nr na liście 23";"Jacek Piotr KACZMAREK - nr na liście 24";"Wojciech Wiesław PRZYBYLSKI - nr na liście 25";"Krystyna Stefania DORNIAK - nr na liście 26";"Janusz Bogdan KUPCEWICZ - nr na liście 27";"Dariusz Franciszek MĘCZYKOWSKI - nr na liście 28";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marcin Michał HORAŁA - nr na liście 1";"Aleksander Mikołaj MRÓWCZYŃSKI - nr na liście 2";"Piotr Józef MÜLLER - nr na liście 3";"Janusz ŚNIADEK - nr na liście 4";"Małgorzata Grażyna ZWIERCAN - nr na liście 5";"Ryszard Janusz ZARUDZKI - nr na liście 6";"Magdalena Joanna SROKA - nr na liście 7";"Mariusz Wojciech ŁUCZYK - nr na liście 8";"Piotr Mariusz KARCZEWSKI - nr na liście 9";"Roman Witold DAMBEK - nr na liście 10";"Adam TREDER - nr na liście 11";"Marcin Paweł DREWA - nr na liście 12";"Krzysztof Adam WETTA - nr na liście 13";"Violetta Lilianna MACKIEWICZ-SASIAK - nr na liście 14";"Paweł STOLARCZYK - nr na liście 15";"Andrzej LEYK - nr na liście 16";"Wiesława Barbara BUNIOWSKA - nr na liście 17";"Anna LIS - nr na liście 18";"Danuta Jadwiga BIAŁOOKA-KOSTENECKA - nr na liście 19";"Jan KUŻOWNIK - nr na liście 20";"Mariusz Krzysztof BIROSZ - nr na liście 21";"Monika TOBOLSKA - nr na liście 22";"Anna Marta WAŃTUCHOWICZ - nr na liście 23";"Andrzej Grzegorz BYSTRON - nr na liście 24";"Urszula Grażyna KRYGIER-NOWAK - nr na liście 25";"Arleta KURZELEWSKA - nr na liście 26";"Michał Bartosz KOWALSKI - nr na liście 27";"Kazimierz KLAWITER - nr na liście 28";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Joanna SENYSZYN - nr na liście 1";"Marek Andrzej RUTKA - nr na liście 2";"Karolina HASKA - nr na liście 3";"Anna Beata ŁUKASZEWICZ - nr na liście 4";"Adam Marek LUBIEWSKI - nr na liście 5";"Bożena Leokadia SZUBIŃSKA - nr na liście 6";"Jan Stanisław PONULAK - nr na liście 7";"Marzena KUTWA - nr na liście 8";"Katarzyna Gabriela WIRKUS - nr na liście 9";"Jacek Heliodor LAMPART - nr na liście 10";"Beata Krystyna GAJEWSKA - nr na liście 11";"Ryszard Zygmunt KWIATKOWSKI - nr na liście 12";"Jakub Mikołaj ŻYNIS - nr na liście 13";"Krzysztof Kazimierz KOZIOŁ - nr na liście 14";"Maciej JAROSZ - nr na liście 15";"Beata Krystyna STENCEL - nr na liście 16";"Michał Stanisław KOWALEWSKI - nr na liście 17";"Rafał Marcin MARCIAK - nr na liście 18";"Anna ZAJĄCZKOWSKA - nr na liście 19";"Grażyna Teresa CZUBALA - nr na liście 20";"Wojciech LAMENTOWICZ - nr na liście 21";"Andrzej SZCZOTKOWSKI - nr na liście 22";"Magdalena Karolina DRYWA - nr na liście 23";"Paweł Władysław WEKWERT - nr na liście 24";"Magdalena Jadwiga STRZELECKA - nr na liście 25";"Jacek Ignacy SŁUPECKI - nr na liście 26";"Dominika Wirginia NOWAK - nr na liście 27";"Marcin Tomasz STRZELCZYK - nr na liście 28";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Artur Erwin DZIAMBOR - nr na liście 1";"Andrzej Mirosław KOZIEŁ - nr na liście 2";"Marcin Piotr WAŁDOCH - nr na liście 3";"Tomasz Jan KŁECZEK - nr na liście 4";"Adam LOTKOWSKI - nr na liście 5";"Michał Maciej TRUSZKOWSKI - nr na liście 6";"Wiesława Helena SZYMCZAK - nr na liście 7";"Jarosław GRYŃ - nr na liście 8";"Magdalena STUPKIEWICZ - nr na liście 9";"Piotr Sławomir BRUC - nr na liście 10";"Arkadiusz Krzysztof ŚWIECZKOWSKI - nr na liście 11";"Łukasz Dariusz WIECZOREK - nr na liście 12";"Agnieszka SYPNIEWSKA-MARCZYK - nr na liście 13";"Bartłomiej Wojciech GŁOWACKI - nr na liście 14";"Michał DYSZER - nr na liście 15";"Krzysztof Wiktor KOZŁOWSKI - nr na liście 16";"Damian Piotr JARZĘBIŃSKI - nr na liście 17";"Edyta KUBIAK - nr na liście 18";"Paulina Anna SZYNAKA - nr na liście 19";"Katarzyna Anna WARCIKOWSKA - nr na liście 20";"Paweł Przemysław POKRYFKA - nr na liście 21";"Agnieszka Wiktoria SZCZEPANIAK - nr na liście 22";"Małgorzata PAPROCKA - nr na liście 23";"Gabriela Teresa DUDA - nr na liście 24";"Zuzanna Dominika TRELA - nr na liście 25";"Sylwia Katarzyna SUGIER - nr na liście 26";"Maria Joanna ZBLEWSKA - nr na liście 27";"Przemysław Emil LIPSKI - nr na liście 28";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Barbara Anna NOWACKA - nr na liście 1";"Kazimierz Florian PLOCKE - nr na liście 2";"Zbigniew Marek KONWIŃSKI - nr na liście 3";"Henryka Krystyna KRZYWONOS-STRYCHARSKA - nr na liście 4";"Leszek Jacek BONNA - nr na liście 5";"Tadeusz AZIEWICZ - nr na liście 6";"Grzegorz Witold FURGO - nr na liście 7";"Radomir SZUMEŁDA - nr na liście 8";"Janina KWIECIEŃ - nr na liście 9";"Danuta Krystyna WAWROWSKA - nr na liście 10";"Rafał Bogusław SZLAS - nr na liście 11";"Arkadiusz Wacław DZIERŻYŃSKI - nr na liście 12";"Krystyna ŁUCZYCKA - nr na liście 13";"Marika DOMOZYCH - nr na liście 14";"Andrzej Franciszek STRUK - nr na liście 15";"Karolina Justyna SZCZYGIEŁ - nr na liście 16";"Iwona Teresa MIELEWCZYK - nr na liście 17";"Jaromir Jacek SZROEDER - nr na liście 18";"Jolanta Maria KALINOWSKA - nr na liście 19";"Anna Monika WOJTUNIK - nr na liście 20";"Elżbieta SINGER - nr na liście 21";"Iwona Maria RYCKIEWICZ - nr na liście 22";"Adam BONDARENKO - nr na liście 23";"Hubert Konrad NAMYŚLAK - nr na liście 24";"Tomasz Szczepan SOPYŁŁO - nr na liście 25";"Igor SKÓRZYBÓT - nr na liście 26";"Piotr Witold WITTBRODT - nr na liście 27";"Marek Artur DĄBKOWSKI - nr na liście 28"
"bf5a-0eef-8701-e1db-f738-8c4f-631d-68d4";"220101";"26";"1";"wieś";"stały";"Gminna Biblioteka i Ośrodek Kultury w Borzytuchomiu, ul. Danuty Siedzikówny ""Inki"" 2, 77-141 Borzytuchom";"gm. Borzytuchom";"bytowski";"pomorskie";"1438";"1581";"590";"848";"0";"2";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"14";"4";"10";"0";"832";"118";"39";"5";"0";"0";"3";"2";"41";"5";"2";"1";"0";"2";"3";"2";"0";"0";"2";"5";"1";"0";"0";"0";"0";"0";"1";"0";"2";"2";"345";"98";"13";"102";"14";"5";"3";"9";"36";"4";"2";"18";"1";"0";"0";"2";"4";"1";"12";"1";"2";"0";"1";"1";"0";"0";"0";"1";"15";"122";"32";"5";"1";"1";"0";"1";"0";"3";"73";"0";"0";"1";"0";"2";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"61";"25";"4";"10";"1";"1";"0";"2";"0";"1";"0";"1";"0";"1";"2";"1";"1";"1";"2";"1";"0";"0";"1";"0";"1";"1";"0";"3";"1";"186";"70";"3";"7";"13";"6";"2";"1";"1";"6";"1";"1";"1";"3";"0";"0";"2";"7";"57";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0"
"db2f-02e9-4dae-d746-8aec-d378-d422-817e";"220101";"26";"2";"wieś";"stały";"Sala wiejska, Dąbrówka 22, 77-100 Bytów";"gm. Borzytuchom";"bytowski";"pomorskie";"450";"468";"223";"227";"0";"1";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"3";"0";"3";"0";"224";"29";"6";"1";"2";"2";"1";"1";"13";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"88";"13";"6";"21";"1";"4";"0";"7";"13";"2";"0";"6";"2";"0";"3";"1";"2";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"4";"31";"5";"2";"0";"0";"0";"0";"0";"0";"18";"0";"2";"0";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"5";"1";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"59";"11";"4";"4";"3";"2";"1";"1";"0";"3";"1";"1";"0";"0";"0";"0";"0";"0";"26";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1"
"8ba6-9c86-a027-6786-8e71-3687-c373-20f0";"220101";"26";"3";"wieś";"stały";"Szkoła Podstawowa, Niedarzyno 21b, 77-141 Borzytuchom";"gm. Borzytuchom";"bytowski";"pomorskie";"400";"424";"165";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"8";"7";"1";"0";"227";"45";"6";"1";"1";"0";"1";"24";"7";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"88";"17";"3";"23";"5";"0";"0";"5";"11";"0";"0";"8";"2";"1";"0";"1";"2";"1";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"5";"26";"4";"1";"0";"0";"1";"1";"0";"0";"16";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"19";"8";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"1";"0";"0";"2";"0";"0";"1";"1";"0";"1";"0";"49";"28";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"16";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0"
"e210-a8e5-9094-aeda-51b2-4fa9-c07c-6354";"220102";"26";"1";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Gdańska 57, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"1400";"1519";"420";"980";"1";"3";"0";"0";"0";"0";"0";"0";"0";"980";"0";"0";"980";"7";"5";"2";"0";"973";"86";"23";"2";"0";"1";"3";"1";"48";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"462";"118";"12";"147";"38";"5";"1";"33";"11";"8";"1";"32";"3";"0";"0";"1";"6";"2";"10";"0";"0";"0";"1";"1";"0";"0";"1";"18";"13";"127";"43";"4";"2";"0";"2";"1";"4";"2";"62";"2";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"43";"20";"2";"4";"0";"1";"0";"0";"0";"1";"3";"0";"3";"1";"3";"1";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"255";"88";"3";"8";"8";"11";"1";"0";"3";"4";"0";"0";"1";"2";"2";"4";"0";"1";"109";"2";"0";"1";"3";"0";"0";"0";"0";"1";"3"
"e65a-cb6c-944b-5a3c-a6fc-8699-1f9d-ee8f";"220102";"26";"2";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych, ul. Gen. Władysława Sikorskiego 35, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"1297";"1375";"520";"777";"0";"1";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"8";"5";"3";"0";"769";"67";"15";"4";"0";"0";"1";"1";"37";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0";"1";"1";"278";"75";"4";"97";"20";"5";"0";"11";"12";"8";"0";"30";"2";"1";"0";"0";"4";"0";"2";"0";"0";"0";"1";"1";"0";"0";"0";"1";"4";"99";"23";"5";"1";"1";"0";"1";"2";"2";"58";"1";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"58";"32";"1";"5";"3";"2";"2";"0";"0";"2";"1";"0";"2";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"1";"267";"124";"3";"13";"12";"9";"0";"0";"1";"4";"2";"1";"0";"0";"0";"1";"1";"2";"88";"0";"0";"1";"1";"1";"0";"0";"1";"0";"2"
"8b3b-cdac-fa44-47f6-b047-8aea-5c8f-fb1c";"220102";"26";"3";"miasto";"stały";"Przedszkole Nr 2, ul. Jana Bauera 9, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"900";"955";"393";"507";"0";"3";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"10";"4";"6";"0";"497";"34";"3";"1";"0";"0";"0";"0";"27";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"45";"2";"56";"18";"3";"1";"16";"7";"0";"0";"17";"0";"0";"0";"0";"4";"0";"1";"0";"0";"1";"2";"0";"0";"1";"0";"5";"6";"83";"23";"3";"1";"0";"2";"0";"0";"0";"49";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"37";"19";"4";"2";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"2";"1";"1";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"158";"64";"1";"9";"12";"5";"1";"1";"1";"3";"0";"2";"0";"2";"0";"0";"2";"4";"50";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"5a1a-45a9-9856-cd75-47ba-3ce7-b021-a48e";"220102";"26";"4";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Młyńska 11, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"1296";"1367";"533";"763";"1";"3";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"9";"3";"6";"0";"754";"67";"22";"2";"0";"0";"1";"1";"31";"0";"1";"0";"1";"1";"1";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"296";"70";"13";"104";"26";"11";"3";"17";"2";"4";"3";"13";"1";"4";"1";"1";"9";"0";"2";"0";"0";"0";"0";"0";"1";"0";"1";"3";"7";"95";"22";"1";"6";"0";"2";"0";"0";"3";"52";"1";"1";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"2";"50";"26";"2";"2";"0";"2";"0";"2";"1";"2";"1";"1";"2";"0";"0";"1";"0";"0";"2";"0";"0";"1";"1";"1";"0";"0";"0";"1";"2";"246";"86";"2";"2";"19";"12";"0";"0";"2";"3";"1";"1";"0";"1";"1";"2";"0";"1";"111";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"778b-3fe3-349c-d191-fd93-eaa7-4052-d706";"220102";"26";"5";"miasto";"stały";"Zespół Szkół Ekonomiczno-Usługowych, ul. Hieronima Derdowskiego 3, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"1198";"1291";"455";"743";"0";"4";"1";"1";"0";"1";"0";"0";"0";"743";"0";"0";"743";"8";"3";"5";"0";"735";"57";"14";"0";"2";"1";"0";"1";"30";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"299";"77";"9";"96";"27";"5";"2";"17";"7";"2";"0";"20";"1";"0";"0";"2";"13";"1";"4";"0";"0";"0";"0";"0";"0";"0";"0";"2";"14";"87";"28";"3";"2";"3";"1";"1";"1";"0";"39";"0";"0";"2";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"3";"58";"23";"6";"5";"2";"1";"1";"4";"0";"1";"0";"0";"0";"5";"0";"1";"1";"1";"0";"0";"0";"1";"1";"0";"2";"0";"1";"1";"1";"234";"68";"4";"5";"17";"7";"0";"1";"7";"1";"0";"0";"0";"0";"0";"1";"1";"6";"110";"0";"1";"1";"3";"0";"0";"0";"0";"0";"1"
"8c29-f3cd-06e3-5cc0-93c6-c7a1-5913-c1ed";"220102";"26";"6";"miasto";"stały";"Szkoła Specjalnego Ośrodka Szkolno-Wychowawczego, ul. Jana Styp-Rekowskiego 2A, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"1098";"1187";"340";"758";"0";"4";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"3";"2";"1";"0";"755";"82";"16";"0";"1";"0";"0";"0";"55";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"1";"0";"1";"0";"2";"208";"61";"4";"73";"5";"1";"2";"16";"5";"8";"0";"9";"3";"0";"1";"0";"2";"0";"2";"2";"0";"0";"0";"0";"0";"1";"0";"0";"13";"105";"29";"1";"2";"0";"1";"1";"1";"0";"67";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"61";"30";"3";"5";"3";"4";"2";"0";"3";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"2";"0";"299";"117";"3";"7";"9";"4";"0";"1";"1";"4";"0";"2";"0";"1";"2";"6";"0";"2";"132";"0";"0";"0";"0";"3";"0";"0";"0";"3";"2"
"35bb-c2bd-1be1-efbe-f1d9-b177-7d92-53a4";"220102";"26";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Gen. Ludwika Mierosławskiego 7, 77-100 Bytów";"gm. Bytów";"bytowski";"pomorskie";"948";"997";"251";"697";"0";"2";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"10";"7";"3";"0";"687";"68";"20";"1";"0";"0";"1";"2";"33";"1";"1";"0";"0";"0";"0";"1";"1";"1";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"216";"51";"9";"64";"16";"15";"0";"13";"11";"5";"0";"7";"0";"0";"0";"2";"8";"1";"2";"1";"0";"2";"0";"1";"1";"0";"0";"2";"5";"120";"21";"4";"2";"1";"3";"0";"2";"2";"77";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"3";"61";"28";"5";"9";"0";"5";"0";"0";"0";"1";"2";"0";"1";"1";"1";"0";"0";"0";"2";"0";"0";"1";"0";"1";"1";"0";"0";"1";"2";"222";"82";"3";"3";"12";"10";"2";"1";"1";"6";"0";"1";"1";"2";"0";"0";"0";"0";"90";"0";"0";"0";"6";"1";"0";"0";"0";"0";"1"
