"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Władysław Marcin KOSINIAK-KAMYSZ - nr na liście 1";"Joanna Ewa KORDULA - nr na liście 2";"Stanisław Andrzej SORYS - nr na liście 3";"Ryszard DROŻDŻAK - nr na liście 4";"Marcin Stanisław GAWEŁ - nr na liście 5";"Bogusław KAMIŃSKI - nr na liście 6";"Grzegorz DUDA - nr na liście 7";"Anna Teresa SKALAK - nr na liście 8";"Adam Roman BIEDROŃ - nr na liście 9";"Maria Stefania ŁAKOMA - nr na liście 10";"Marian Józef ZALEWSKI - nr na liście 11";"Stella Józefa DĄBROŚ - nr na liście 12";"Tadeusz Kazimierz ŻAK - nr na liście 13";"Magdalena Anna POWROŹNIK - nr na liście 14";"Artur Piotr CHMIELA - nr na liście 15";"Beata Maria MYŚKÓW-SKOCZEK - nr na liście 16";"Małgorzata Anna TOKARCZYK-KOZIOŁ - nr na liście 17";"Marcin Krzysztof MIKOS - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Anna Maria PIECZARKA - nr na liście 1";"Józefa SZCZUREK-ŻELAZKO - nr na liście 2";"Michał Jan WOJTKIEWICZ - nr na liście 3";"Urszula Beata RUSECKA - nr na liście 4";"Wiesław KRAJEWSKI - nr na liście 5";"Piotr Paweł SAK - nr na liście 6";"Anna Małgorzata CZECH - nr na liście 7";"Stanisław Marcin BUKOWIEC - nr na liście 8";"Mariusz Artur ZAJĄC - nr na liście 9";"Norbert Jakub KACZMARCZYK - nr na liście 10";"Jarosław Jan SORYS - nr na liście 11";"Piotr WAJDA - nr na liście 12";"Celina Joanna JACEWICZ - nr na liście 13";"Małgorzata Anna JAŚKO - nr na liście 14";"Magdalena Anna KOPCZYŃSKA - nr na liście 15";"Kazimierz Józef ŻUROWSKI - nr na liście 16";"Dariusz Piotr PIETRUSZKA - nr na liście 17";"Wojciech SKRUCH - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Jacek Andrzej JABŁOŃSKI - nr na liście 1";"Jerzy Andrzej WOŹNIAK - nr na liście 2";"Ewa SKOWROŃSKA - nr na liście 3";"Dorota KOCOŃ - nr na liście 4";"Stanisław Andrzej PIWOWARSKI - nr na liście 5";"Agnieszka Anna SIENICKA - nr na liście 6";"Antoni CZAPKIEWICZ - nr na liście 7";"Maria Bernadeta WILCZYŃSKA - nr na liście 8";"Przemysław Tomasz DAŃDA - nr na liście 9";"Przemysław WĘGRZYN - nr na liście 10";"Romana Anna JEWUŁA - nr na liście 11";"Renata Lucyna NIZIOŁEK - nr na liście 12";"Liliana Karolina KONOPKA - nr na liście 13";"Artur Łukasz BOROWICZ - nr na liście 14";"Justyna Magdalena MAŁEK - nr na liście 15";"Maciej Jan MROZOWSKI - nr na liście 16";"Alicja Łucja SERWIN - nr na liście 17";"Andrzej Stefan SZTORC - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Czesław Alfred KWAŚNIAK - nr na liście 1";"Radosław Michał MACOŃ - nr na liście 2";"Konrad Mariusz WÓJCIKIEWICZ - nr na liście 3";"Barbara Janina ŁACH - nr na liście 4";"Grzegorz Wojciech POCIĘGIEL - nr na liście 5";"Andrzej Piotr SZUBA - nr na liście 6";"Agata Magdalena SMOŁA - nr na liście 7";"Ewelina Anna JEZIOREK - nr na liście 8";"Marta Magdalena MUCHA - nr na liście 9";"Maria Barbara LECHOWICZ - nr na liście 10";"Kamil STACHOWICZ - nr na liście 11";"Alina Barbara BORYCZKA - nr na liście 12";"Karol Zygmunt SERAFIN - nr na liście 13";"Maciej Zbigniew SOSIN - nr na liście 14";"Jadwiga Maria NOWAK - nr na liście 15";"Bartłomiej Bogusław NIEDZIUŁKA - nr na liście 16";"Krzysztof Grzegorz GAGATEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Urszula Danuta AUGUSTYN - nr na liście 1";"Robert Marian WARDZAŁA - nr na liście 2";"Jacek Paweł PAJĄK - nr na liście 3";"Lech Jerzy PANKIEWICZ - nr na liście 4";"Barbara Maria KRUPA - nr na liście 5";"Grzegorz Maciej CYGONIK - nr na liście 6";"Jolanta Agata KRAMARCZYK - nr na liście 7";"Krzysztof Tadeusz JANAS - nr na liście 8";"Anna Beata POLAŃSKA - nr na liście 9";"Adam Marian KRAMARCZYK - nr na liście 10";"Rafał Leszek ROJEWSKI - nr na liście 11";"Łukasz SADKIEWICZ - nr na liście 12";"Piotr SZKLARSKI - nr na liście 13";"Magdalena Joanna ŁACNA - nr na liście 14";"Oliwia Julia BŁESZYŃSKA - nr na liście 15";"Tomasz Antoni KLUZA - nr na liście 16";"Dominika Kinga GONDEK-PODOSEK - nr na liście 17";"Bogusław SAMBOR - nr na liście 18"
"654b-6d4f-981a-ca3f-5147-3f83-26d7-1c96";"120204";"15";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Dębnie, Dębno 212, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"1260";"1375";"403";"857";"1";"5";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"7";"4";"3";"0";"850";"130";"85";"2";"6";"0";"0";"0";"1";"0";"3";"0";"4";"0";"2";"25";"0";"0";"0";"2";"536";"301";"134";"7";"8";"1";"14";"7";"8";"6";"5";"19";"3";"1";"1";"1";"0";"1";"19";"30";"14";"0";"4";"0";"1";"1";"0";"2";"1";"0";"2";"0";"2";"0";"1";"0";"1";"1";"79";"43";"11";"1";"1";"4";"3";"0";"1";"1";"0";"3";"0";"1";"1";"1";"1";"7";"75";"26";"25";"3";"2";"0";"0";"0";"0";"3";"0";"0";"0";"0";"3";"0";"0";"3";"10"
"4ba5-7670-4f99-d444-13e9-c98b-9759-c63b";"120204";"15";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Porąbce Uszewskiej, Porąbka Uszewska 306, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"1365";"1466";"477";"888";"3";"1";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"15";"5";"10";"0";"873";"105";"70";"3";"3";"1";"1";"1";"0";"0";"3";"1";"6";"0";"2";"9";"0";"0";"0";"5";"574";"161";"324";"11";"5";"1";"14";"9";"4";"7";"15";"14";"0";"0";"2";"0";"1";"1";"5";"54";"24";"10";"6";"1";"3";"1";"1";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"2";"63";"34";"11";"4";"1";"0";"0";"1";"2";"1";"3";"1";"0";"0";"0";"0";"2";"3";"77";"25";"15";"1";"4";"2";"0";"1";"0";"1";"0";"0";"1";"0";"0";"1";"1";"3";"22"
"8d64-8506-2944-59cb-985f-fc90-6fc6-0965";"120204";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Łoniowej, Łoniowa 210, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"680";"738";"204";"476";"4";"3";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"9";"6";"3";"0";"467";"63";"37";"0";"1";"0";"0";"6";"1";"2";"0";"0";"8";"0";"0";"7";"0";"0";"0";"1";"336";"94";"199";"4";"4";"3";"2";"1";"1";"7";"0";"14";"1";"1";"0";"0";"3";"0";"2";"5";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"13";"9";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"50";"2";"5";"3";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"37"
"14d5-add9-b7d0-b609-3996-0e4f-add9-c25d";"120204";"15";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łysej Górze, Łysa Góra 275, 32-853 Łysa Góra";"gm. Dębno";"brzeski";"małopolskie";"1079";"1167";"324";"755";"2";"3";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"5";"3";"2";"0";"750";"113";"83";"3";"6";"0";"2";"0";"0";"1";"2";"0";"10";"0";"0";"4";"1";"0";"0";"1";"450";"154";"218";"13";"3";"6";"10";"6";"16";"3";"2";"7";"1";"2";"1";"0";"0";"2";"6";"49";"27";"4";"4";"1";"4";"7";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"55";"34";"5";"2";"0";"1";"1";"2";"0";"0";"0";"2";"1";"2";"2";"1";"0";"2";"83";"36";"40";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"0870-d2ed-8f5c-b1ea-6958-dc37-b2ea-bdd6";"120204";"15";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sufczynie, Sufczyn 250, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"1432";"1524";"505";"927";"1";"1";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"11";"7";"4";"0";"916";"88";"65";"1";"1";"2";"1";"0";"5";"0";"2";"1";"1";"0";"3";"5";"0";"0";"0";"1";"608";"192";"315";"14";"4";"7";"19";"11";"1";"8";"7";"8";"1";"4";"1";"2";"3";"1";"10";"50";"25";"12";"5";"1";"0";"0";"0";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"0";"79";"47";"7";"2";"2";"1";"3";"3";"0";"2";"2";"1";"0";"0";"1";"1";"0";"7";"91";"38";"41";"1";"1";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"5"
"e773-7057-9616-b4d8-0e97-e708-4345-31a0";"120204";"15";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Maszkienicach, Maszkienice 51, 32-828 Biadoliny Szlacheckie";"gm. Dębno";"brzeski";"małopolskie";"1055";"1123";"405";"650";"1";"3";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"7";"6";"1";"0";"643";"102";"65";"0";"2";"0";"0";"1";"1";"0";"1";"0";"10";"1";"1";"19";"0";"1";"0";"0";"389";"93";"231";"4";"3";"7";"11";"1";"2";"4";"3";"17";"2";"0";"1";"3";"0";"2";"5";"35";"20";"3";"3";"2";"1";"1";"2";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"52";"27";"4";"3";"1";"1";"3";"1";"2";"4";"1";"2";"1";"0";"1";"0";"0";"1";"65";"21";"29";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"9"
"0539-cbbf-c9d1-a6b6-6656-36d1-c7c2-8c1b";"120204";"15";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Biadolinach Szlacheckich, Biadoliny Szlacheckie 44, 32-828 Biadoliny Szlacheckie";"gm. Dębno";"brzeski";"małopolskie";"1004";"1099";"377";"627";"0";"2";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"10";"5";"5";"0";"617";"72";"51";"2";"2";"0";"0";"0";"1";"0";"3";"0";"1";"0";"5";"5";"0";"0";"2";"0";"378";"117";"192";"2";"2";"2";"21";"6";"2";"4";"12";"9";"0";"2";"2";"1";"2";"1";"1";"26";"14";"3";"0";"3";"0";"0";"0";"0";"0";"2";"1";"1";"0";"1";"0";"0";"1";"0";"74";"39";"11";"4";"3";"0";"0";"2";"1";"3";"0";"3";"0";"1";"1";"1";"0";"5";"67";"22";"27";"7";"1";"0";"0";"0";"1";"0";"1";"0";"1";"0";"1";"2";"0";"0";"4"
"9539-87f0-bca5-aa11-f6a2-36f1-9764-8a67";"120204";"15";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jaworsku, Jaworsko 151, 32-853 Łysa Góra";"gm. Dębno";"brzeski";"małopolskie";"500";"540";"188";"312";"0";"2";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"3";"2";"0";"307";"36";"29";"2";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"205";"84";"92";"3";"5";"3";"3";"3";"1";"2";"1";"4";"1";"0";"0";"0";"0";"0";"3";"17";"5";"5";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"3";"26";"14";"6";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"2";"1";"0";"0";"23";"8";"8";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"5"
"bb37-bdf1-a037-7351-1fbc-b1ec-9b63-1a55";"120204";"15";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Niedźwiedzy, Niedźwiedza 130, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"425";"465";"141";"284";"1";"0";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"5";"1";"4";"0";"279";"30";"21";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"5";"0";"0";"0";"0";"213";"57";"130";"3";"0";"2";"0";"0";"2";"1";"3";"6";"1";"0";"0";"0";"0";"0";"8";"4";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"13";"3";"2";"0";"1";"0";"1";"3";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"19";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16"
"85f9-1b49-bf5d-26eb-ca3d-fee8-c7d8-f542";"120204";"15";"10";"wieś";"stały";"Urząd Gminy Dębno, Wola Dębińska 240, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"1331";"1456";"452";"879";"0";"8";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"4";"2";"2";"0";"875";"140";"59";"1";"4";"2";"0";"4";"3";"1";"6";"0";"3";"0";"0";"56";"0";"0";"1";"0";"539";"131";"321";"14";"0";"2";"17";"7";"5";"1";"10";"24";"1";"0";"0";"2";"0";"1";"3";"19";"12";"1";"2";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"99";"52";"13";"3";"1";"1";"0";"2";"0";"1";"0";"1";"2";"4";"0";"1";"0";"18";"78";"28";"34";"1";"2";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"8"
"2b66-baa0-be12-2dd4-8ac2-fec6-3fa9-8a15";"120204";"15";"11";"wieś";"stały";"Dębińskie Centrum Kultury, Jastew 13, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"365";"401";"130";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"5";"4";"1";"0";"230";"41";"24";"0";"1";"0";"0";"1";"3";"0";"3";"0";"0";"0";"1";"8";"0";"0";"0";"0";"133";"32";"81";"1";"0";"1";"1";"0";"3";"1";"0";"10";"0";"0";"0";"0";"1";"0";"2";"8";"3";"1";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"26";"16";"4";"2";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"22";"10";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2"
"8f4b-0820-6722-77f8-ac48-6b76-c542-d706";"120204";"15";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Porąbce Uszewskiej, Porąbka Uszewska 272, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"31";"29";"3";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"5";"14";"0";"4";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"6710-c813-95e1-5ac1-91cb-887f-c935-2f09";"120205";"15";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Gnojnik 336, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"1764";"1931";"533";"1231";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"15";"10";"5";"0";"1216";"119";"82";"2";"0";"0";"1";"13";"7";"0";"3";"0";"3";"1";"0";"0";"0";"0";"2";"5";"881";"184";"576";"5";"15";"3";"11";"3";"16";"15";"11";"26";"2";"0";"1";"0";"1";"1";"11";"36";"13";"3";"0";"2";"4";"0";"2";"3";"0";"1";"0";"0";"2";"0";"2";"3";"0";"1";"115";"68";"9";"6";"0";"1";"1";"1";"5";"5";"2";"1";"0";"6";"3";"0";"1";"6";"65";"28";"9";"2";"3";"1";"2";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"3";"13"
"2568-b486-dea7-b746-70a0-a104-ec84-e9e7";"120205";"15";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Uszew 205, 32-865 Uszew";"gm. Gnojnik";"brzeski";"małopolskie";"1156";"1265";"413";"743";"0";"6";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"11";"10";"1";"0";"732";"46";"31";"1";"2";"0";"0";"5";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"571";"98";"365";"5";"6";"3";"38";"0";"7";"1";"8";"27";"1";"0";"0";"0";"1";"2";"9";"17";"5";"2";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"3";"0";"0";"1";"0";"0";"57";"28";"7";"1";"1";"0";"1";"0";"5";"2";"1";"2";"0";"2";"1";"0";"0";"6";"41";"16";"6";"0";"1";"1";"0";"1";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"12"
"c99d-b2dd-fa8f-5a5e-ea44-993e-9bec-0a6f";"120205";"15";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Biesiadki 58, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"822";"892";"283";"539";"0";"1";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"11";"9";"2";"0";"528";"41";"31";"5";"1";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"416";"57";"236";"5";"5";"5";"9";"0";"12";"2";"9";"76";"0";"0";"0";"0";"0";"0";"0";"8";"3";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"36";"24";"4";"0";"2";"0";"0";"2";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"27";"8";"7";"1";"0";"0";"0";"2";"1";"0";"0";"1";"0";"0";"0";"0";"2";"0";"5"
"6576-f718-307e-0663-c0cf-4dac-6e7f-cfa4";"120205";"15";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Gosprzydowa 155, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"739";"821";"267";"472";"3";"9";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"4";"4";"0";"0";"468";"62";"46";"1";"0";"0";"0";"13";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"337";"94";"195";"1";"4";"5";"2";"7";"8";"2";"4";"10";"1";"0";"1";"2";"0";"0";"1";"13";"6";"2";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"24";"11";"3";"0";"1";"0";"4";"1";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"32";"12";"2";"5";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"6"
"a0f2-1fb2-bff6-26b4-cbd8-6257-cfe1-ed64";"120205";"15";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Lewniowa 275, 32-864 Gnojnik";"gm. Gnojnik";"brzeski";"małopolskie";"682";"751";"239";"443";"0";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"11";"7";"4";"0";"432";"35";"14";"1";"1";"0";"1";"10";"1";"0";"0";"0";"5";"0";"2";"0";"0";"0";"0";"0";"342";"77";"192";"3";"5";"4";"1";"3";"5";"1";"4";"33";"2";"1";"0";"4";"1";"1";"5";"5";"2";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"11";"1";"2";"2";"0";"0";"0";"1";"1";"1";"2";"0";"1";"1";"0";"0";"0";"27";"10";"5";"1";"1";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"5"
"f073-d657-b8c4-275c-8226-548d-8228-f768";"120205";"15";"6";"wieś";"stały";"Dom Ludowy, Zawada Uszewska 176, 32-865 Uszew";"gm. Gnojnik";"brzeski";"małopolskie";"390";"432";"156";"234";"0";"2";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"3";"3";"0";"0";"231";"14";"11";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"180";"27";"132";"0";"0";"1";"6";"0";"3";"1";"1";"5";"1";"1";"0";"0";"1";"1";"0";"7";"1";"1";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"17";"10";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"2";"13";"4";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"1"
"eac1-990e-8c44-89c0-bcd2-4bf8-359f-bf41";"120206";"15";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Bronisława Czecha w Iwkowej, Iwkowa 525, 32-861 Iwkowa";"gm. Iwkowa";"brzeski";"małopolskie";"1152";"1280";"358";"794";"1";"12";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"8";"3";"5";"0";"786";"159";"71";"0";"0";"0";"4";"80";"1";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"553";"199";"300";"11";"4";"6";"3";"4";"12";"4";"2";"0";"1";"0";"3";"1";"0";"0";"3";"17";"9";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"29";"15";"1";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"28";"16";"1";"2";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"3"
"f9b2-a02a-3d08-2d6b-b928-806c-5308-c891";"120206";"15";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Iwkowej, Iwkowa 468, 32-861 Iwkowa";"gm. Iwkowa";"brzeski";"małopolskie";"855";"950";"227";"628";"1";"6";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"7";"5";"2";"0";"621";"118";"48";"1";"1";"0";"4";"61";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"424";"133";"247";"1";"8";"2";"6";"1";"3";"3";"8";"7";"0";"0";"0";"2";"0";"1";"2";"23";"16";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"31";"16";"4";"1";"0";"0";"3";"1";"1";"1";"0";"0";"1";"0";"2";"0";"0";"1";"25";"13";"2";"0";"2";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"5"
"bf93-9eaa-51da-21fd-4b15-d6bb-4ebc-8818";"120206";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. gen. Marcina Kątskiego w Kątach, Kąty 21, 32-862 Porąbka Iwkowska";"gm. Iwkowa";"brzeski";"małopolskie";"1271";"1407";"383";"888";"3";"6";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"17";"11";"6";"0";"871";"122";"28";"0";"0";"1";"0";"92";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"650";"253";"320";"7";"18";"8";"4";"4";"4";"5";"9";"7";"2";"2";"0";"5";"0";"0";"2";"10";"5";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"57";"29";"9";"2";"1";"0";"2";"1";"2";"1";"1";"3";"0";"1";"0";"1";"0";"4";"32";"15";"8";"2";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"2"
"9065-5337-b3d3-325e-2ee8-968a-877f-388c";"120206";"15";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Kazimierza Brodzińskiego w Wojakowej, Wojakowa 49, 32-862 Porąbka Iwkowska";"gm. Iwkowa";"brzeski";"małopolskie";"1211";"1334";"360";"851";"0";"4";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"7";"5";"2";"0";"844";"101";"36";"0";"1";"0";"0";"57";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"3";"667";"252";"319";"8";"8";"6";"8";"7";"7";"13";"27";"1";"2";"0";"0";"1";"1";"4";"3";"11";"4";"1";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"50";"33";"4";"1";"2";"0";"0";"1";"2";"0";"0";"0";"2";"2";"0";"0";"0";"3";"15";"3";"4";"2";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1"
