"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zenon Henryk BIAŁOBRZESKI";"Marek Adam KOMOROWSKI";"Janusz WASILEWSKI"
"2283-7f2e-ad36-4b10-16cb-2b9f-daed-52e1";"200801";"59";"3";"wieś";"stały";"Świetlica Wiejska w Klewiance, Klewianka 30C, 19-110 Goniądz";"gm. Goniądz";"moniecki";"podlaskie";"553";"606";"311";"242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"3";"0";"3";"0";"239";"45";"179";"15"
"6cc6-968a-39df-f7ac-d780-051c-d822-e747";"200801";"59";"4";"wieś";"stały";"Remiza w Osowcu, Osowiec 59A, 19-110 Goniądz";"gm. Goniądz";"moniecki";"podlaskie";"361";"386";"176";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"4";"0";"4";"0";"181";"45";"127";"9"
"344c-1a47-bdd8-c64f-72d4-9b43-b36a-c7ce";"200801";"59";"5";"wieś";"stały";"Budynek po Szkole Podstawowej we Wroceniu, Wroceń 86, 19-110 Goniądz";"gm. Goniądz";"moniecki";"podlaskie";"401";"440";"184";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"1";"0";"1";"0";"216";"31";"168";"17"
"e30f-afed-ca7f-46ff-1b1f-7a4b-357d-44aa";"200802";"59";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jasionówce, ul. Knyszyńska 21B, 19-122 Jasionówka";"gm. Jasionówka";"moniecki";"podlaskie";"1041";"1127";"439";"602";"3";"2";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"9";"4";"5";"0";"593";"144";"386";"63"
"82ba-8d92-93ce-f737-2767-62ef-069d-a33b";"200802";"59";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Sportu i Turystyki w Jasionówce, ul. Rynek 19, 19-122 Jasionówka";"gm. Jasionówka";"moniecki";"podlaskie";"1072";"1150";"462";"610";"3";"1";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"18";"8";"10";"0";"592";"144";"381";"67"
"a4ac-2b96-a937-5fef-9039-7907-c59c-fd89";"200803";"59";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Jaświłach Filia w Dolistowie Starym, Dolistowo Stare 110, 19-124 Jaświły";"gm. Jaświły";"moniecki";"podlaskie";"1601";"1752";"827";"774";"1";"8";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"13";"1";"12";"0";"761";"131";"567";"63"
"7a04-77c3-be52-4f33-882e-b43a-ec55-9323";"200803";"59";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Jaświłach Filia w Brzozowej, Brzozowa 42, 19-124 Jaświły";"gm. Jaświły";"moniecki";"podlaskie";"791";"861";"383";"408";"0";"0";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"9";"1";"8";"0";"399";"54";"327";"18"
"d7cf-28b2-39be-4cea-af80-dc97-d801-7be9";"200803";"59";"3";"wieś";"stały";"Sala Konferencyjna Urzędu Gminy Jaświły, Jaświły 7, 19-124 Jaświły";"gm. Jaświły";"moniecki";"podlaskie";"1370";"1428";"678";"692";"1";"0";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"9";"6";"3";"0";"683";"166";"452";"65"
"efeb-7319-4955-ca45-ebd0-c65b-e57e-dc27";"200803";"59";"4";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Dom Kombatanta"" w Mocieszach, Mociesze 4A, 19-124 Jaświły";"gm. Jaświły";"moniecki";"podlaskie";"49";"34";"25";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"0";"0";"0";"0";"24";"1";"19";"4"
"b5fa-c39c-8666-a60e-2494-22e5-2e81-c61b";"200804";"59";"1";"miasto";"stały";"Knyszyński Ośrodek Kultury w Knyszynie, ul. Rynek 39, 19-120 Knyszyn";"gm. Knyszyn";"moniecki";"podlaskie";"1488";"1614";"636";"852";"3";"0";"0";"0";"0";"0";"0";"0";"0";"852";"0";"0";"852";"17";"6";"11";"0";"835";"219";"498";"118"
"0c1b-4853-2963-118a-2609-7c1a-daeb-a0a7";"200804";"59";"2";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Knyszynie, ul. Białostocka 36, 19-120 Knyszyn";"gm. Knyszyn";"moniecki";"podlaskie";"1449";"1596";"715";"734";"3";"3";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"17";"2";"15";"0";"717";"172";"460";"85"
"a4ac-1e72-e8b3-11c8-7668-0b02-527a-654c";"200804";"59";"3";"wieś";"stały";"Zespół Szkół w Kalinówce Kościelnej, Kalinówka Kościelna 36, 19-120 Knyszyn";"gm. Knyszyn";"moniecki";"podlaskie";"620";"679";"284";"336";"1";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"4";"2";"2";"0";"332";"48";"263";"21"
"820a-1a95-292c-1b6e-ecfc-0d1e-69dd-781b";"200805";"59";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Krypnie, Krypno Wielkie 9, 19-111 Krypno Kościelne";"gm. Krypno";"moniecki";"podlaskie";"1578";"1693";"732";"846";"0";"3";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"16";"10";"6";"0";"829";"251";"482";"96"
"d583-92f7-f455-dc88-7651-0648-20a2-213f";"200805";"59";"2";"wieś";"stały";"Świetlica ""Warszawa"" w Długołęce, Długołęka 49, 19-111 Krypno Kościelne";"gm. Krypno";"moniecki";"podlaskie";"880";"963";"414";"466";"0";"0";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"8";"0";"8";"0";"458";"100";"324";"34"
"2eb7-de29-b6c4-bcd4-9743-c899-d553-42ac";"200805";"59";"3";"wieś";"stały";"Świetlica wiejska w Zastoczu, Zastocze 29A, 19-111 Krypno Kościelne";"gm. Krypno";"moniecki";"podlaskie";"458";"501";"228";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"3";"0";"3";"0";"227";"45";"173";"9"
"b362-3eb3-6c82-c239-2dac-0202-f2ab-052d";"200806";"59";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Mońkach, ul. Tysiąclecia 17, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"1427";"1554";"608";"819";"2";"4";"2";"2";"0";"0";"0";"0";"2";"821";"2";"0";"821";"25";"10";"15";"0";"796";"248";"425";"123"
"b25d-1d00-c679-72b3-37a7-f13a-c2ae-afff";"200806";"59";"2";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Zawodowych w Mońkach, ul. Tysiąclecia 15, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"1506";"1636";"677";"829";"1";"4";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"26";"12";"14";"0";"803";"266";"394";"143"
"fda2-b76f-1327-8657-182b-7571-3027-63d0";"200806";"59";"3";"miasto";"stały";"Urząd Miejski w Mońkach, ul. Juliusza Słowackiego 5a, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"1338";"1462";"615";"723";"3";"6";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"14";"3";"11";"0";"709";"234";"386";"89"
"a6db-3be2-5520-a5e6-7474-470c-1062-2091";"200806";"59";"4";"miasto";"stały";"Moniecki Ośrodek Kultury w Mońkach, ul. Białostocka 25, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"1406";"1526";"688";"718";"2";"4";"0";"0";"0";"0";"0";"0";"0";"718";"0";"0";"718";"11";"4";"7";"0";"707";"261";"364";"82"
"476e-7371-a801-e579-16d5-3fad-2fe2-b0fa";"200806";"59";"5";"miasto";"stały";"Gimnazjum w Mońkach, ul. Leśna 3, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"858";"898";"374";"484";"0";"0";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"16";"5";"11";"0";"468";"160";"237";"71"
"9d67-b2c4-9a11-f89b-4040-3b80-ce97-88b6";"200806";"59";"6";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Zawodowych w Mońkach, ul. Szkolna 22, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"1631";"1780";"758";"873";"3";"6";"0";"0";"0";"0";"0";"0";"0";"873";"0";"0";"873";"16";"4";"12";"0";"857";"214";"515";"128"
"c716-a367-e07e-2b98-57d4-6207-f243-d468";"200806";"59";"7";"miasto";"stały";"Zespół Szkół w Mońkach, ul. Planetarna 13, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"640";"699";"279";"361";"0";"3";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"7";"2";"5";"0";"354";"108";"183";"63"
"c139-c8b6-6311-cd5c-3c83-5098-265a-bacd";"200806";"59";"8";"wieś";"stały";"Szkoła Podstawowa w Boguszewie, Boguszewo 67, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"570";"628";"299";"271";"0";"1";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"3";"1";"2";"0";"268";"60";"189";"19"
"4c3b-4f2e-e7e4-1974-1f09-ae66-f6e3-eda3";"200806";"59";"9";"wieś";"stały";"Szkoła Podstawowa w Kuleszach, Kulesze 144, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"709";"774";"420";"289";"1";"4";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"3";"1";"2";"0";"286";"64";"192";"30"
"6180-2fef-6346-579e-6a9a-7b86-545f-8c1b";"200806";"59";"10";"wieś";"stały";"Świetlica wiejska Przytulanka, Przytulanka 53, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"821";"887";"364";"457";"0";"0";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"5";"2";"3";"0";"452";"79";"341";"32"
"d160-bd1f-6c86-cc9c-49b5-b457-fa80-2473";"200806";"59";"11";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Mońkach, al. Niepodległości 9, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"100";"91";"60";"40";"0";"4";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"6";"0";"6";"0";"34";"3";"28";"3"
"28a6-786f-d0bb-f0ef-b412-d7f0-6a2e-5ce0";"200806";"59";"12";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Mońkach, PCK 15, 19-100 Mońki";"gm. Mońki";"moniecki";"podlaskie";"30";"29";"19";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"1";"1";"0";"0";"10";"4";"5";"1"
"bdaa-ec4d-0625-476c-0b64-6711-67e2-c0ca";"200807";"59";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Trzciannem, ul. Wojska Polskiego 10, 19-104 Trzcianne";"gm. Trzcianne";"moniecki";"podlaskie";"1131";"1233";"562";"569";"0";"13";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"11";"2";"9";"0";"558";"126";"390";"42"
"1193-dbe5-4914-e0aa-98cb-1f23-5fd4-d4cb";"200807";"59";"2";"wieś";"stały";"Szkoła Podstawowa im. Św. Franciszka w Trzciannem, ul. 3 Maja 9, 19-104 Trzcianne";"gm. Trzcianne";"moniecki";"podlaskie";"1140";"1241";"606";"534";"1";"5";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"3";"1";"2";"0";"531";"66";"428";"37"
"bf84-10c7-0010-e978-56df-e15c-1f48-4ecf";"200807";"59";"3";"wieś";"stały";"Świetlica w Wyszowatych, Wyszowate 14, 19-104 Trzcianne";"gm. Trzcianne";"moniecki";"podlaskie";"471";"508";"261";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"2";"0";"2";"0";"208";"19";"184";"5"
"bf1c-0edd-c541-552a-e915-9650-385e-a7c8";"200807";"59";"4";"wieś";"stały";"Świetlica w Brzezinach, Brzeziny 10A, 19-104 Trzcianne";"gm. Trzcianne";"moniecki";"podlaskie";"520";"569";"273";"247";"0";"1";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"9";"2";"7";"0";"238";"32";"197";"9"
"d314-e001-20c5-08eb-60fc-a38e-80e7-004b";"200901";"59";"1";"miasto";"stały";"Ośrodek Kultury w Sejnach, ul. 1 Maja 17, 16-500 Sejny";"m. Sejny";"sejneński";"podlaskie";"1263";"1370";"564";"699";"1";"20";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"12";"2";"10";"0";"687";"283";"296";"108"
"9773-38be-bcce-25a6-edff-80d0-67c8-2982";"200901";"59";"2";"miasto";"stały";"Szkoła Podstawowa im. mjr Henryka Dobrzańskiego ""Hubala"" w Sejnach, ul. Wojska Polskiego 64, 16-500 Sejny";"m. Sejny";"sejneński";"podlaskie";"1299";"1378";"562";"737";"1";"4";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"11";"1";"10";"0";"726";"300";"306";"120"
"1e75-96ca-920e-238d-f888-e52b-4559-973b";"200901";"59";"3";"miasto";"stały";"Komenda Powiatowa Państwowej Straży Pożarnej w Sejnach, ul. Strażacka 2, 16-500 Sejny";"m. Sejny";"sejneński";"podlaskie";"1360";"1455";"622";"738";"11";"3";"0";"0";"0";"0";"0";"0";"0";"738";"0";"0";"738";"15";"5";"10";"0";"723";"322";"301";"100"
"90f7-bafc-267b-2942-4f06-0e9f-935e-9368";"200901";"59";"4";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Sejnach, ul. Dr Edwarda Rittlera 1, 16-500 Sejny";"m. Sejny";"sejneński";"podlaskie";"50";"58";"31";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"2";"0";"2";"0";"17";"7";"10";"0"
"c11b-c635-0c43-36f1-61f5-6b03-25a2-67ae";"200902";"59";"1";"wieś";"stały";"Gimnazjum w Gibach, Giby 75, 16-506 Giby";"gm. Giby";"sejneński";"podlaskie";"811";"914";"318";"493";"4";"9";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"12";"4";"8";"0";"481";"181";"217";"83"
"74a3-5e2d-a9e6-842b-2f89-55d3-7bb0-68db";"200902";"59";"2";"wieś";"stały";"Świetlica Wiejska w Pogorzelcu, Pogorzelec 23, 16-506 Giby";"gm. Giby";"sejneński";"podlaskie";"330";"381";"126";"204";"3";"3";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"6";"1";"5";"0";"198";"49";"112";"37"
"18f7-e37f-87c6-b82b-d105-51bf-666b-9e54";"200902";"59";"3";"wieś";"stały";"budynek Ochotniczej Straży Pożarnej, Głęboki Bród 11, 16-506 Giby";"gm. Giby";"sejneński";"podlaskie";"430";"482";"191";"239";"0";"5";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"5";"1";"4";"0";"234";"88";"112";"34"
"8726-0860-509e-7273-bf29-c2f3-821c-c547";"200902";"59";"4";"wieś";"stały";"Budynek po Szkole Podstawowej w Zelwie, Zelwa 21, 16-506 Giby";"gm. Giby";"sejneński";"podlaskie";"200";"231";"84";"116";"1";"3";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"2";"0";"2";"0";"114";"39";"60";"15"
"fce6-47c3-32b5-4306-9f70-ed96-6c46-24dd";"200902";"59";"5";"wieś";"stały";"Gminny Ośrodek Kultury w Gibach, Giby 74A, 16-506 Giby";"gm. Giby";"sejneński";"podlaskie";"321";"362";"185";"136";"0";"2";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"3";"2";"1";"0";"133";"43";"73";"17"
"ddc8-1c57-0ee6-e587-bf13-fa9c-1665-3757";"200903";"59";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Wojska Polskiego 63, 16-503 Krasnopol";"gm. Krasnopol";"sejneński";"podlaskie";"1099";"1208";"504";"595";"1";"6";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"10";"1";"9";"0";"585";"147";"344";"94"
"3042-7b0c-3686-606c-b776-e22c-ecb6-a09f";"200903";"59";"2";"wieś";"stały";"Gminne Centrum Czytelnictwa i Kultury w Krasnopolu, ul. 1 Maja 1, 16-503 Krasnopol";"gm. Krasnopol";"sejneński";"podlaskie";"954";"970";"507";"447";"3";"6";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"16";"2";"14";"0";"431";"137";"230";"64"
"9bb5-83f8-67f8-7bed-9f45-2fec-5858-a7f9";"200903";"59";"3";"wieś";"stały";"Świetlica Wiejska, Maćkowa Ruda 22, 16-503 Krasnopol";"gm. Krasnopol";"sejneński";"podlaskie";"812";"872";"415";"397";"0";"6";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"11";"2";"9";"0";"386";"116";"220";"50"
"5258-6226-1510-4b9d-77f0-6352-d9a7-2b87";"200904";"59";"1";"wieś";"stały";"Urząd Gminy, ul. Mickiewicza 23, 16-515 Puńsk";"gm. Puńsk";"sejneński";"podlaskie";"1221";"1341";"710";"511";"0";"5";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"14";"2";"12";"0";"497";"263";"192";"42"
"2f99-52a0-eadd-2051-534e-5c5d-d363-1d0e";"200904";"59";"2";"wieś";"stały";"Świetlica, Smolany 9, 16-515 Puńsk";"gm. Puńsk";"sejneński";"podlaskie";"440";"490";"228";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"6";"2";"4";"0";"206";"72";"115";"19"
"52b8-bd75-f2f9-f525-8feb-971f-7304-16f4";"200904";"59";"3";"wieś";"stały";"Szkoła Podstawowa, Widugiery 19A, 16-515 Puńsk";"gm. Puńsk";"sejneński";"podlaskie";"569";"637";"315";"254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"1";"1";"0";"0";"253";"125";"95";"33"
"4847-6064-24f0-f577-e44d-c8b9-112a-d906";"200904";"59";"4";"wieś";"stały";"Szkoła Podstawowa, ul. 11 Marca 16, 16-515 Puńsk";"gm. Puńsk";"sejneński";"podlaskie";"913";"995";"363";"550";"1";"7";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"4";"3";"1";"0";"546";"378";"98";"70"
"8bff-8212-e6b9-c574-a9d1-452e-db09-82b4";"200905";"59";"1";"wieś";"stały";"Urząd Gminy Sejny, ul. Jerzego Grodzińskiego 1, 16-500 Sejny";"gm. Sejny";"sejneński";"podlaskie";"1391";"1491";"677";"714";"1";"12";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"13";"5";"8";"0";"701";"268";"348";"85"
"9b28-66b3-991f-daec-fca1-673a-8f8c-2803";"200905";"59";"2";"wieś";"stały";"Szkoła Podstawowa w Krasnowie, Krasnowo 17, 16-500 Sejny";"gm. Sejny";"sejneński";"podlaskie";"361";"390";"198";"163";"2";"3";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"5";"0";"5";"0";"158";"74";"69";"15"
"0891-4e8c-a336-0092-a8c7-bd83-1304-2015";"200905";"59";"3";"wieś";"stały";"Świetlica OSP w Żegarach, Żegary 40, 16-500 Sejny";"gm. Sejny";"sejneński";"podlaskie";"380";"409";"222";"158";"0";"6";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"1";"1";"0";"0";"157";"80";"64";"13"
"aee2-d30d-87c0-fcf9-e057-a70b-3e61-8130";"200905";"59";"4";"wieś";"stały";"Świetlica OSP w Ogrodnikach, Ogrodniki 14, 16-500 Sejny";"gm. Sejny";"sejneński";"podlaskie";"219";"254";"81";"138";"0";"9";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"10";"1";"9";"0";"128";"44";"70";"14"
"69ce-7913-fab1-f19b-c298-4f61-8d3e-c596";"200905";"59";"5";"wieś";"stały";"Remiza OSP w Berżnikach, Berżniki 85, 16-500 Sejny";"gm. Sejny";"sejneński";"podlaskie";"641";"706";"300";"341";"4";"5";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"8";"3";"5";"0";"333";"95";"206";"32"
"21cf-bb70-ff4c-525e-facb-d09d-1833-7212";"201201";"59";"1";"wieś";"stały";"Gminna Biblioteka Publiczna w Bakałarzewie, ul. Młyńska 11, 16-423 Bakałarzewo";"gm. Bakałarzewo";"suwalski";"podlaskie";"734";"789";"309";"425";"0";"7";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"8";"0";"8";"0";"417";"123";"199";"95"
"3921-c1c8-5bbf-d229-ec9f-16da-240c-a760";"201201";"59";"2";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Bakałarza w Bakałarzewie, ul. Króla Zygmunta Starego 1, 16-423 Bakałarzewo";"gm. Bakałarzewo";"suwalski";"podlaskie";"590";"639";"297";"293";"3";"3";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"4";"2";"2";"0";"289";"103";"143";"43"
"1b6b-89c4-8f25-1070-888f-ea7c-796b-e9b1";"201201";"59";"3";"wieś";"stały";"Urząd Gminy Bakałarzewo, ul. Rynek 3, 16-423 Bakałarzewo";"gm. Bakałarzewo";"suwalski";"podlaskie";"631";"682";"250";"381";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"10";"0";"10";"0";"371";"107";"212";"52"
"939c-21f5-842e-27ec-8a62-482e-9e6e-1631";"201201";"59";"4";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Zdrębach, Zdręby 34, 16-423 Bakałarzewo";"gm. Bakałarzewo";"suwalski";"podlaskie";"330";"367";"182";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"7";"0";"7";"0";"141";"27";"94";"20"
"8043-ebac-18bc-336b-178a-7ca8-e978-5a76";"201202";"59";"1";"wieś";"stały";"Urząd Gminy Filipów, ul. Garbaska 2, 16-424 Filipów";"gm. Filipów";"suwalski";"podlaskie";"1228";"1357";"566";"662";"3";"15";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"13";"2";"11";"0";"649";"181";"373";"95"
"8ef7-3aee-3e54-f645-dccf-41be-0fd2-2aa6";"201202";"59";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Filipowie, ul. M. Konopnickiej 6, 16-424 Filipów";"gm. Filipów";"suwalski";"podlaskie";"1532";"1662";"723";"809";"3";"7";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"19";"5";"14";"0";"790";"179";"516";"95"
"7c81-c8ac-6077-4d18-8e62-1a2d-f45b-c968";"201202";"59";"3";"wieś";"stały";"Klub Rolnika w Jemielistem, Jemieliste 41, 16-424 Filipów";"gm. Filipów";"suwalski";"podlaskie";"431";"480";"192";"239";"1";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"10";"2";"8";"0";"229";"50";"146";"33"
"82ff-04f6-aee4-33ff-a3fa-08a3-7025-6472";"201203";"59";"1";"wieś";"stały";"Ochotnicza Straż Pożarna w Bachanowie, Błaskowizna 13, 16-404 Jeleniewo";"gm. Jeleniewo";"suwalski";"podlaskie";"269";"301";"97";"172";"0";"2";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"3";"0";"3";"0";"169";"44";"114";"11"
"d37a-d03f-56aa-ac24-c9a0-e876-be7c-0bea";"201203";"59";"2";"wieś";"stały";"Gminna Biblioteka Publiczna, ul. Sportowa 1A, 16-404 Jeleniewo";"gm. Jeleniewo";"suwalski";"podlaskie";"1096";"1185";"420";"676";"1";"1";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"18";"4";"14";"0";"658";"164";"402";"92"
"4f19-1951-0648-b027-aba5-bf88-75cc-3e01";"201203";"59";"3";"wieś";"stały";"Szkoła Podstawowa im. Danuty Siedzikówny ""INKI"", ul. Suwalska 51, 16-404 Jeleniewo";"gm. Jeleniewo";"suwalski";"podlaskie";"926";"1003";"382";"544";"0";"0";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"8";"2";"6";"0";"536";"163";"311";"62"
"88cc-64e6-f94c-5356-1a48-32f1-6f5d-33ed";"201204";"59";"1";"wieś";"stały";"Szkoła Podstawowa, Nowa Pawłówka 1, 16-427 Przerośl";"gm. Przerośl";"suwalski";"podlaskie";"469";"531";"207";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"1";"1";"0";"0";"261";"48";"196";"17"
"7947-5ed0-2a05-82f3-2902-7062-0342-ade3";"201204";"59";"2";"wieś";"stały";"Urząd Gminy, ul. Rynek 2, 16-427 Przerośl";"gm. Przerośl";"suwalski";"podlaskie";"1091";"1208";"527";"564";"0";"0";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"12";"3";"9";"0";"552";"105";"392";"55"
"e91a-245a-11d5-2786-0046-9356-7211-3827";"201204";"59";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Rynek 11, 16-427 Przerośl";"gm. Przerośl";"suwalski";"podlaskie";"593";"654";"246";"347";"3";"9";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"12";"6";"6";"0";"335";"99";"184";"52"
"fce5-a206-d3ee-49dd-9452-99b5-b664-ed08";"201205";"59";"1";"wieś";"stały";"Zespół Szkół im. Ludwika Michała Paca, Dowspuda 10, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"482";"521";"198";"284";"0";"0";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"6";"2";"4";"0";"278";"59";"198";"21"
"8f7f-b4fc-0cee-e155-a7d2-7fe0-7463-5b60";"201205";"59";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Plac Kościuszki 15, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"941";"1035";"390";"551";"1";"6";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"12";"3";"9";"0";"539";"111";"354";"74"
"25ca-be78-c3e4-d39f-9610-f729-9472-2282";"201205";"59";"3";"wieś";"stały";"Gminny Ośrodek Kultury, Plac Kościuszki 15, 16-420 Raczki";"gm. Raczki";"suwalski";"podlaskie";"742";"786";"311";"431";"0";"0";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"12";"6";"6";"0";"419";"130";"235";"54"
