"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zenon Henryk BIAŁOBRZESKI";"Marek Adam KOMOROWSKI";"Janusz WASILEWSKI"
"ad3c-1f42-e1fd-bea3-6ea0-fe71-488a-d93f";"200604";"59";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Małym Płocku, ul. Ciborowskiego 38, 18-516 Mały Płock";"gm. Mały Płock";"kolneński";"podlaskie";"1249";"1377";"525";"724";"2";"2";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"10";"4";"6";"0";"714";"135";"539";"40"
"ec73-c5ab-465d-735d-dec8-0f53-9a38-dce5";"200604";"59";"4";"wieś";"stały";"Szkoła Podstawowa w Rogienicach Wielkich, Rogienice Wielkie ul. Długa 1, 18-516 Mały Płock";"gm. Mały Płock";"kolneński";"podlaskie";"350";"387";"152";"198";"0";"2";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"6";"2";"4";"0";"192";"48";"130";"14"
"3379-b450-2fcc-b0ea-1964-04e0-5a7b-1dd7";"200605";"59";"1";"miasto";"stały";"Urząd Miejski w Stawiskach, ul. Plac Wolności 13/15, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"918";"973";"466";"452";"0";"1";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"6";"3";"3";"0";"446";"152";"258";"36"
"ca65-ba9b-6416-8221-a95e-e7de-958c-0fe1";"200605";"59";"2";"miasto";"stały";"Gminny Ośrodek Kultury i Sportu w Stawiskach, ul. Krótka 4, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"730";"789";"374";"356";"0";"1";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"7";"1";"6";"0";"349";"114";"205";"30"
"ac30-ac5a-d82e-8564-da24-b602-25ea-af26";"200605";"59";"3";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Stawiskach, ul. Polowa 12, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"899";"971";"434";"465";"1";"1";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"21";"1";"20";"0";"444";"70";"346";"28"
"2c31-2bac-d24b-d7e3-732f-77d1-b0df-37fa";"200605";"59";"4";"wieś";"stały";"Szkoła Filialna w Jurcu Szlacheckim, Jurzec Szlachecki 53, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"269";"298";"106";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"2";"0";"2";"0";"161";"19";"137";"5"
"a2b8-ac95-9437-2d57-72a4-d47b-0dde-0cc1";"200605";"59";"5";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Stawiskach, ul. Polowa 26, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"740";"803";"347";"393";"1";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"4";"1";"3";"0";"389";"45";"329";"15"
"6472-78dd-d5d9-c517-64a2-c26f-a006-b590";"200605";"59";"6";"wieś";"stały";"Szkoła Podstawowa w Porytem, Poryte ul. Szkolna 23, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"628";"697";"275";"353";"0";"2";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"9";"1";"8";"0";"344";"81";"237";"26"
"f103-6e68-2453-1150-282c-a030-e7b1-0d04";"200605";"59";"7";"wieś";"stały";"Szkoła Filialna w Budach Stawiskich, Budy Stawiskie 1, 18-520 Stawiski";"gm. Stawiski";"kolneński";"podlaskie";"361";"395";"176";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"6";"0";"6";"0";"179";"41";"128";"10"
"bc31-b5f3-cc15-b3c6-a351-f9f8-8a3d-4bf4";"200606";"59";"1";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego, ul. Jana Pawła II 28, 18-525 Turośl";"gm. Turośl";"kolneński";"podlaskie";"928";"1027";"360";"568";"0";"6";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"8";"1";"7";"0";"560";"100";"430";"30"
"d467-a9ab-c187-ce6f-7546-1474-8650-def5";"200606";"59";"2";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego, ul. Jana Pawła II 28, 18-525 Turośl";"gm. Turośl";"kolneński";"podlaskie";"1008";"1114";"395";"613";"0";"2";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"13";"3";"10";"0";"600";"175";"359";"66"
"3fca-d471-13d7-2c87-1594-c40c-4d87-ed0c";"200606";"59";"3";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej, Ptaki 27, 18-525 Turośl";"gm. Turośl";"kolneński";"podlaskie";"569";"650";"262";"307";"0";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"12";"1";"11";"0";"295";"74";"189";"32"
"3a9a-4901-d227-525e-00be-691a-4658-90dd";"200606";"59";"4";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Krupki, Leman 48, 18-525 Turośl";"gm. Turośl";"kolneński";"podlaskie";"1062";"1193";"502";"560";"1";"4";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"9";"1";"8";"0";"551";"147";"378";"26"
"73da-d782-e265-b129-83c8-6f15-bb4c-70ff";"200701";"59";"1";"miasto";"stały";"Urząd Miejski w Jedwabnem, ul. Żwirki i Wigury 3, 18-420 Jedwabne";"gm. Jedwabne";"łomżyński";"podlaskie";"739";"804";"355";"384";"3";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"18";"5";"13";"0";"366";"90";"234";"42"
"3850-63b8-3734-4657-b35b-07fc-eac9-25f0";"200701";"59";"2";"miasto";"stały";"Szkoła Podstawowa w Jedwabnem, ul. Wojska Polskiego 17, 18-420 Jedwabne";"gm. Jedwabne";"łomżyński";"podlaskie";"768";"855";"298";"470";"1";"0";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"8";"1";"7";"0";"461";"42";"400";"19"
"da3a-6837-bba1-b530-d6ae-499c-2be7-4e71";"200701";"59";"3";"wieś";"stały";"Remiza OSP w Burzynie, Burzyn ul. Cmentarna 5, 18-420 Jedwabne";"gm. Jedwabne";"łomżyński";"podlaskie";"879";"978";"348";"531";"1";"4";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"5";"1";"4";"0";"526";"55";"449";"22"
"afa9-7044-9046-e2a4-632a-08fc-1537-5687";"200701";"59";"4";"miasto";"stały";"Miejsko Gminny Ośrodek Kultury w Jedwabnem, ul. Piękna 8, 18-420 Jedwabne";"gm. Jedwabne";"łomżyński";"podlaskie";"848";"930";"357";"491";"1";"2";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"7";"1";"6";"0";"484";"73";"394";"17"
"ac06-5cbb-d2a2-eedb-d9e7-3c51-f2ce-8380";"200701";"59";"5";"miasto";"stały";"Zespół Szkół Samorządowych w Jedwabnem, ul. Mickiewicza 2, 18-420 Jedwabne";"gm. Jedwabne";"łomżyński";"podlaskie";"700";"761";"277";"423";"4";"1";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"5";"0";"5";"0";"418";"73";"320";"25"
"9637-35ab-a248-5d66-3cc3-456a-774f-8f9c";"200702";"59";"1";"wieś";"stały";"Szkoła Podstawowa, Jarnuty 1, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"551";"613";"190";"361";"1";"0";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"6";"0";"6";"0";"355";"86";"238";"31"
"ba4d-4ef0-3025-ee4b-f7fd-b29c-282d-0f4d";"200702";"59";"2";"wieś";"stały";"Szkoła Podstawowa, Nowe Kupiski 137, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"410";"467";"145";"265";"1";"7";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"7";"1";"6";"0";"258";"41";"204";"13"
"c0a0-053f-ad0b-a511-8a0f-20eb-ce98-3ebb";"200702";"59";"3";"wieś";"stały";"Szkoła Podstawowa, Nowe Kupiski 137, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"1012";"1120";"343";"669";"1";"7";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"16";"7";"9";"0";"653";"225";"358";"70"
"5fd3-96d1-c4fd-c885-d585-da1b-a058-b8a8";"200702";"59";"4";"wieś";"stały";"Szkoła Podstawowa, Podgórze ul. Szkolna 1, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"794";"855";"399";"395";"0";"1";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"6";"1";"5";"0";"389";"116";"239";"34"
"4ab0-86dd-0a94-c8c8-0e4f-11e6-7c3a-e9ad";"200702";"59";"5";"wieś";"stały";"Szkoła Podstawowa, Puchały 31, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"540";"590";"209";"331";"0";"0";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"8";"2";"6";"0";"323";"40";"266";"17"
"db67-75b5-9103-8fc8-5754-389b-75b3-9aec";"200702";"59";"6";"wieś";"stały";"Szkoła Podstawowa, Wygoda ul. Łomżyńska 2, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"988";"1100";"350";"638";"0";"2";"0";"0";"0";"0";"0";"0";"0";"638";"0";"0";"638";"12";"0";"12";"0";"626";"143";"439";"44"
"d29c-c5d9-750c-86c3-5920-80b8-8993-1a66";"200702";"59";"7";"wieś";"stały";"Szkoła Podstawowa, Pniewo ul. Akacjowa 1, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"459";"508";"180";"279";"1";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"2";"0";"2";"0";"277";"94";"162";"21"
"805a-9a43-1b94-bb2f-7366-c4be-598f-3169";"200702";"59";"8";"wieś";"stały";"Świetlica Wiejska, Boguszyce 50, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"369";"407";"148";"221";"1";"0";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"3";"0";"3";"0";"218";"38";"170";"10"
"0036-9949-4db6-3167-bb4a-759e-eaab-cb38";"200702";"59";"9";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Chojny Młode 1A, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"429";"486";"152";"277";"0";"1";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"6";"1";"5";"0";"271";"40";"211";"20"
"3e51-1f02-1460-dd8b-e5b8-6374-7ac1-7b08";"200702";"59";"10";"wieś";"stały";"Świetlica Wiejska, Jednaczewo ul. Łomżyńska 77, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"398";"441";"122";"276";"0";"1";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"7";"2";"5";"0";"269";"72";"177";"20"
"8f0c-dbc6-7bc6-ba0b-eca0-1b3f-c7c0-26fa";"200702";"59";"11";"wieś";"stały";"Szkoła Podstawowa, Konarzyce ul. Szkolna 4, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"839";"934";"212";"627";"0";"0";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"5";"1";"4";"0";"622";"217";"332";"73"
"71f8-7ece-b46c-48bb-b6ce-a129-9880-49ea";"200702";"59";"12";"wieś";"stały";"Świetlica Wiejska, Stara Łomża przy Szosie ul. Wiejska 17, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"683";"747";"170";"513";"0";"4";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"9";"2";"7";"0";"504";"197";"243";"64"
"25fc-6c70-b851-c573-7611-aace-2d91-482a";"200702";"59";"13";"wieś";"stały";"Świetlica Wiejska, Giełczyn ul. Spokojna 12, 18-400 Łomża";"gm. Łomża";"łomżyński";"podlaskie";"563";"639";"169";"394";"1";"12";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"6";"1";"5";"0";"388";"149";"188";"51"
"8cb3-6ea7-b7d5-c761-f960-054f-0a5e-1353";"200703";"59";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Łomżyńska 10, 18-413 Miastkowo";"gm. Miastkowo";"łomżyński";"podlaskie";"600";"669";"248";"352";"1";"4";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"8";"0";"8";"0";"344";"52";"277";"15"
"d995-8ce5-b9fd-567f-0fb0-b6e0-b938-0ae3";"200703";"59";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Łomżyńska 10, 18-413 Miastkowo";"gm. Miastkowo";"łomżyński";"podlaskie";"772";"851";"311";"461";"1";"4";"0";"0";"0";"0";"0";"0";"0";"461";"0";"0";"461";"14";"2";"12";"0";"447";"121";"290";"36"
"e92b-c377-0542-9ceb-1124-c9a6-2c74-d44f";"200703";"59";"3";"wieś";"stały";"Świetlica Wiejska, ul. Łomżyńska 32A, 18-413 Miastkowo";"gm. Miastkowo";"łomżyński";"podlaskie";"716";"771";"344";"372";"0";"1";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"7";"2";"5";"0";"365";"72";"277";"16"
"47a6-746d-4acf-d0dd-513f-313a-31dc-188a";"200703";"59";"4";"wieś";"stały";"Szkoła Podstawowa, Rydzewo ul. Mazurska 22, 18-413 Miastkowo";"gm. Miastkowo";"łomżyński";"podlaskie";"920";"1019";"439";"481";"0";"1";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"10";"3";"7";"0";"471";"65";"384";"22"
"ed4f-6d45-ee1e-48d3-9172-77c7-f630-8ba3";"200704";"59";"1";"wieś";"stały";"Klub wiejski w Mątwicy, Mątwica 76, 18-414 Nowogród";"gm. Nowogród";"łomżyński";"podlaskie";"371";"408";"98";"273";"0";"0";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"6";"4";"2";"0";"267";"73";"167";"27"
"b5e2-a19a-9390-d931-a919-8ee9-9d73-1cc5";"200704";"59";"2";"wieś";"stały";"Miejsko-Gminny Ośrodek Kultury w Nowogrodzie, Łomżyńska 13, 18-414 Nowogród";"gm. Nowogród";"łomżyński";"podlaskie";"994";"1097";"404";"590";"4";"2";"1";"1";"0";"0";"0";"0";"1";"591";"1";"0";"591";"9";"2";"7";"0";"582";"160";"392";"30"
"24c4-198b-8325-011b-8ee7-fc76-13ac-1689";"200704";"59";"3";"miasto";"stały";"Zespół Szkół Samorządowych w Nowogrodzie, 11 Listopada 12, 18-414 Nowogród";"gm. Nowogród";"łomżyński";"podlaskie";"752";"826";"296";"456";"1";"2";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"8";"3";"5";"0";"448";"207";"204";"37"
"8ce2-4e61-7031-8ad9-c5d1-3c48-209d-533f";"200704";"59";"4";"miasto";"stały";"Zespół Szkół Samorządowych, 11 Listopada 12, 18-414 Nowogród";"gm. Nowogród";"łomżyński";"podlaskie";"800";"867";"342";"458";"1";"4";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"14";"4";"10";"0";"444";"185";"230";"29"
"ca50-304c-e3f5-b745-9094-c383-4592-1d9c";"200705";"59";"1";"wieś";"stały";"Szkoła Podstawowa im. mjr Wł. Raginisa w Piątnicy, ul. Szkolna 31, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"1611";"1754";"620";"991";"3";"4";"0";"0";"0";"0";"0";"0";"0";"991";"0";"0";"991";"21";"5";"16";"0";"970";"321";"543";"106"
"afc8-7a17-04af-25ce-baf8-71fb-3a11-5a92";"200705";"59";"2";"wieś";"stały";"Szkoła Podstawowa im. mjr Wł. Raginisa w Piątnicy, ul. Szkolna 31, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"1090";"1194";"478";"612";"1";"3";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"12";"6";"6";"0";"600";"156";"387";"57"
"519c-9b45-57c4-f025-875e-5759-b37e-a5a9";"200705";"59";"3";"wieś";"stały";"Szkoła Podstawowa, Drozdowo ul. Główna 15, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"1081";"1199";"495";"586";"1";"3";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"6";"1";"5";"0";"580";"117";"420";"43"
"d967-83c3-653a-9af9-b641-11e3-744b-af42";"200705";"59";"4";"wieś";"stały";"Szkoła Podstawowa im. Władysława Broniewskiego, Jeziorko ul. Długa 49, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"931";"1029";"382";"549";"0";"0";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"7";"3";"4";"0";"542";"123";"376";"43"
"c36c-a947-033e-894f-70a4-3f0d-72f6-3dc6";"200705";"59";"5";"wieś";"stały";"Szkoła Podstawowa, Dobrzyjałowo ul. Zdrojowa 1, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"880";"968";"388";"492";"1";"2";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"13";"2";"11";"0";"479";"62";"386";"31"
"fdbe-847b-1aa3-bc41-0eb5-4865-d5de-05ee";"200705";"59";"6";"wieś";"stały";"Szkoła Podstawowa, Olszyny ul. Wiśniowa 19, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"450";"500";"187";"263";"1";"1";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"5";"1";"4";"0";"258";"28";"208";"22"
"c1a6-d2e6-b029-40e4-084c-83b2-67ab-8680";"200705";"59";"7";"wieś";"stały";"Szkoła Podstawowa, Rakowo-Boginie 49, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"470";"514";"265";"205";"0";"1";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"3";"0";"3";"0";"202";"41";"150";"11"
"3d42-506a-0d68-9f43-a47c-64e4-8590-f729";"200705";"59";"8";"wieś";"stały";"Urząd Gminy, ul. Stawiskowska 53, 18-421 Piątnica Poduchowna";"gm. Piątnica";"łomżyński";"podlaskie";"1082";"1186";"480";"602";"2";"4";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"10";"1";"9";"0";"592";"136";"421";"35"
"8fda-1de9-ca8d-ed1c-76d3-105e-9a2e-2578";"200706";"59";"1";"wieś";"stały";"Świetlica Wiejska, Wilamowo 10, 18-423 Przytuły";"gm. Przytuły";"łomżyński";"podlaskie";"309";"350";"170";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"2";"0";"2";"0";"137";"14";"120";"3"
"5295-84a4-48d1-39fc-08c2-2586-6c1c-6f67";"200706";"59";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Lipowa 28, 18-423 Przytuły";"gm. Przytuły";"łomżyński";"podlaskie";"520";"577";"222";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"7";"3";"4";"0";"291";"29";"247";"15"
"a2f6-6674-ca79-aee7-0763-e67d-cca1-37df";"200706";"59";"3";"wieś";"stały";"Szkoła Podstawowa, Wagi 16, 18-423 Przytuły";"gm. Przytuły";"łomżyński";"podlaskie";"199";"223";"64";"135";"1";"0";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"135";"5";"0";"5";"0";"130";"2";"122";"6"
"4861-f8c1-7d8a-0c00-e0e8-becd-1e96-3953";"200706";"59";"4";"wieś";"stały";"Świetlica Wiejska, ul. Lipowa 1, 18-423 Przytuły";"gm. Przytuły";"łomżyński";"podlaskie";"520";"577";"220";"300";"1";"2";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"4";"1";"3";"0";"296";"49";"240";"7"
"bfb6-dbdc-161e-d41c-8c4e-cee5-92ec-7af8";"200707";"59";"1";"wieś";"stały";"Szkoła Podstawowa, Szczepankowo 20, 18-411 Śniadowo";"gm. Śniadowo";"łomżyński";"podlaskie";"450";"487";"204";"246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"7";"2";"5";"0";"239";"57";"172";"10"
"829e-2198-3593-b7c4-50e5-c089-e4b5-9f9a";"200707";"59";"2";"wieś";"stały";"Szkoła Podstawowa, Szczepankowo 20, 18-411 Śniadowo";"gm. Śniadowo";"łomżyński";"podlaskie";"702";"763";"265";"437";"2";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"9";"0";"9";"0";"428";"89";"313";"26"
"118f-f005-e690-c3c6-24ef-e471-8ca5-825d";"200707";"59";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Łomżyńska 29, 18-411 Śniadowo";"gm. Śniadowo";"łomżyński";"podlaskie";"849";"937";"318";"531";"1";"5";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"13";"7";"6";"0";"518";"139";"325";"54"
"2a46-6b5e-7f8e-1500-7bf7-d00e-44e7-88bd";"200707";"59";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Łomżyńska 29, 18-411 Śniadowo";"gm. Śniadowo";"łomżyński";"podlaskie";"863";"1052";"232";"631";"3";"0";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"10";"5";"5";"0";"621";"118";"460";"43"
"84c3-f9cd-5327-f7a6-e044-1f9b-21c7-9fba";"200707";"59";"5";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Ostrołęcka 13, 18-411 Śniadowo";"gm. Śniadowo";"łomżyński";"podlaskie";"940";"1040";"274";"666";"6";"3";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"6";"0";"6";"0";"660";"104";"526";"30"
"c496-bbb7-1165-1db1-3637-55bc-d609-f1c2";"200708";"59";"1";"wieś";"stały";"Budynek wielofunkcyjny (świetlica), Bronowo ul. Mostowa 5, 18-430 Wizna";"gm. Wizna";"łomżyński";"podlaskie";"390";"447";"143";"247";"0";"5";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"6";"1";"5";"0";"241";"35";"191";"15"
"4a04-abea-03ef-dfdc-4a93-2b70-d16c-569b";"200708";"59";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa (sala lekcyjna), Stare Bożejewo 37, 18-430 Wizna";"gm. Wizna";"łomżyński";"podlaskie";"351";"375";"156";"195";"2";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"2";"0";"2";"0";"193";"28";"155";"10"
"7332-a968-6396-3828-23d6-8112-eda5-86a8";"200708";"59";"3";"wieś";"stały";"Szkoła Podstawowa w Wiźnie (sala gimnastyczna mała), pl. kpt. Władysława Raginisa 12, 18-430 Wizna";"gm. Wizna";"łomżyński";"podlaskie";"1000";"1110";"389";"611";"0";"8";"1";"1";"0";"0";"0";"0";"1";"612";"1";"0";"612";"17";"2";"15";"0";"595";"125";"427";"43"
"2a3c-20d8-1d21-d4a1-680a-d7cc-e096-1c6d";"200708";"59";"4";"wieś";"stały";"Szkoła Podstawowa w Wiźnie (hala sportowa), pl. kpt. Władysława Raginisa 12, 18-430 Wizna";"gm. Wizna";"łomżyński";"podlaskie";"740";"821";"350";"390";"0";"4";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"4";"2";"2";"0";"385";"83";"287";"15"
"f2fd-096b-3592-dad3-ba58-e433-2fc9-9b73";"200708";"59";"5";"wieś";"stały";"Szkoła Podstawowa (sala lekcyjna), Rutki, 18-430 Wizna";"gm. Wizna";"łomżyński";"podlaskie";"490";"539";"204";"286";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"9";"1";"8";"0";"277";"54";"205";"18"
"e331-66c6-2602-ea71-eb18-3e4f-87a7-57f2";"200709";"59";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Łomżyńska 44, 18-416 Zbójna";"gm. Zbójna";"łomżyński";"podlaskie";"870";"979";"382";"488";"1";"4";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"4";"2";"2";"0";"484";"278";"181";"25"
"d344-bc81-a5c5-8335-c0e7-a837-9d9f-fcf2";"200709";"59";"2";"wieś";"stały";"Urząd Gminy, ul. Łomżyńska 64, 18-416 Zbójna";"gm. Zbójna";"łomżyński";"podlaskie";"370";"416";"152";"218";"0";"3";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"2";"1";"1";"0";"216";"103";"109";"4"
"fc6f-6ad9-f399-b17c-190c-86bb-4747-dfad";"200709";"59";"3";"wieś";"stały";"Szkoła Podstawowa, Dobry Las 65, 18-416 Zbójna";"gm. Zbójna";"łomżyński";"podlaskie";"590";"668";"234";"356";"0";"8";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"13";"2";"11";"0";"343";"126";"195";"22"
"6f82-c265-047a-53e6-f199-48a3-f3c4-a7c2";"200709";"59";"4";"wieś";"stały";"Świetlica Wiejska, Kuzie 92, 18-416 Zbójna";"gm. Zbójna";"łomżyński";"podlaskie";"892";"992";"459";"433";"0";"1";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"5";"0";"5";"0";"428";"128";"254";"46"
"c933-3bfc-a5f3-5046-0861-7a52-5f86-f3a2";"200709";"59";"5";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej, Osowiec 16, 18-416 Zbójna";"gm. Zbójna";"łomżyński";"podlaskie";"341";"383";"149";"192";"0";"1";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"3";"2";"1";"0";"189";"74";"107";"8"
"4db7-8102-ad7f-8e77-d5a7-2a84-ad0f-dd52";"200801";"59";"1";"miasto";"stały";"Gminny Ośrodek Kultury w Goniądzu, ul. Stary Rynek 23, 19-110 Goniądz";"gm. Goniądz";"moniecki";"podlaskie";"1739";"1854";"759";"980";"4";"6";"0";"0";"0";"0";"0";"0";"0";"980";"0";"0";"980";"16";"4";"12";"0";"964";"312";"536";"116"
"863a-7f45-1d66-d68e-3ac3-64b2-2042-f056";"200801";"59";"2";"wieś";"stały";"Szkoła Podstawowa w Downarach, Downary 52, 19-110 Goniądz";"gm. Goniądz";"moniecki";"podlaskie";"600";"655";"270";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"12";"4";"8";"0";"318";"96";"194";"28"
