Nr komisji;Siedziba;TERYT Gminy;Gmina;Powiat;Województwo;Nr okręgu;Liczba komisji;Liczba uwzględnionych komisji;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie);Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;W tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;KOMITET WYBORCZY NOWA LEWICA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;KOMITET WYBORCZY POLSKA JEST JEDNA;KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU;KOMITET WYBORCZY NORMALNY KRAJ;KOMITET WYBORCZY ANTYPARTIA;KOMITET WYBORCZY RUCH NAPRAWY POLSKI;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
8;Świetlica Wiejska w Piskorzówku, Piskorzówek 17A, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;250;269;54;196;0;196;0;1;0;0;0;0;0;0;196;0;0;196;5;4;1;0;191;6;29;15;80;13;40;8;;;;;
9;Świetlica Wiejska w Polwicy, Polwica 22H, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;250;293;48;202;0;202;1;4;0;0;0;0;0;0;202;0;0;202;5;3;2;0;197;5;25;9;87;26;40;5;;;;;
10;Świetlica Wiejska w Skrzypniku, Skrzypnik 65, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;300;317;59;241;0;241;0;3;0;0;0;0;0;0;241;0;0;241;4;0;4;0;237;14;28;22;89;9;74;1;;;;;
11;Świetlica Wiejska w Swojkowie, Swojków 11, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;300;324;104;196;0;196;0;1;0;0;0;0;0;0;196;0;0;196;5;1;4;0;191;6;32;13;84;17;35;4;;;;;
1;Publiczna Szkoła Podstawowa, Wójcice ul. Główna 87, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;602;662;121;481;0;481;1;1;0;0;0;0;0;0;481;0;1;480;16;6;10;0;464;34;38;25;237;31;95;4;;;;;
2;Świetlica wiejska, Miłocice ul. Główna 26, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;503;558;177;325;3;328;0;1;3;0;0;0;0;3;328;3;0;328;7;3;4;0;321;18;63;16;132;22;59;11;;;;;
3;Publiczna Szkoła Podstawowa, Minkowice Oławskie ul. Kościelna 20, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1102;1192;277;825;1;826;3;8;1;0;0;0;0;1;826;1;3;823;4;2;2;0;819;26;94;50;370;64;200;15;;;;;
4;Schronisko Młodzieżowe, Chwałowice ul. Szkolna 4, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1356;1533;141;1215;0;1215;1;11;0;0;0;0;0;0;1215;0;0;1215;11;4;7;0;1204;32;172;98;381;103;398;20;;;;;
5;Publiczna Szkoła Podstawowa, Miłoszyce ul. Główna 24, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;2036;2291;242;1794;2;1796;0;19;2;0;0;0;0;2;1796;2;0;1796;23;11;12;0;1773;56;288;158;472;152;625;22;;;;;
6;Zespół Szkół, ul. Techników 26, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;831;858;331;500;1;501;0;1;1;0;0;0;0;1;501;1;0;501;12;6;6;0;489;20;51;39;175;40;158;6;;;;;
7;Publiczna Szkoła Podstawowa nr 3, ul. Bolesława Prusa 2, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;714;761;119;595;0;595;0;10;0;0;0;0;0;0;595;0;0;595;6;4;2;0;589;9;90;30;190;53;200;17;;;;;
8;Publiczna Szkoła Podstawowa nr 2 (aula), ul. Aleja Młodych 1, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1908;2044;340;1563;0;1563;3;12;0;0;0;0;0;0;1567;0;0;1567;17;6;11;0;1550;25;197;112;571;99;516;30;;;;;
9;Publiczna Szkoła Podstawowa nr 2 (stołówka), ul. Aleja Młodych 1, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1957;2074;307;1650;1;1651;2;5;1;0;0;0;0;1;1651;1;3;1648;4;3;1;0;1644;37;259;113;495;128;582;30;;;;;
10;Urząd Miasta i Gminy, ul. Wincentego Witosa 24, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1342;1457;221;1124;0;1124;0;0;0;0;0;0;0;0;1124;0;1;1123;10;4;6;0;1113;25;162;68;400;80;353;25;;;;;
11;Hala Sportowa, ul. Partyzantów 10, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1533;1669;337;1202;0;1202;2;10;0;0;0;0;0;0;1194;0;0;1194;17;8;9;0;1177;40;140;79;429;104;369;16;;;;;
12;"Środowiskowy Klub ""Kuźnia"", ul. Aleja Wolności 34A, 55-220 Jelcz-Laskowice";21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;1525;1596;333;1190;0;1190;1;7;0;0;0;0;0;0;1190;0;0;1190;18;13;5;0;1172;32;128;86;491;82;339;14;;;;;
13;Filia Publicznej Szkoły Podstawowej nr 3, ul. Ludwika Hirszfelda 92, 55-220 Jelcz-Laskowice;21503;gm. Jelcz-Laskowice;oławski;dolnośląskie;3;1;1;749;806;169;582;0;582;2;9;0;0;0;0;0;0;582;0;0;582;10;4;6;0;572;18;51;44;240;42;163;14;;;;;
1;Świetlica Wiejska, Bystrzyca ul. Tadeusza Kościuszki 2, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;1746;1876;268;1478;1;1479;1;11;1;0;0;0;0;1;1479;1;0;1479;17;9;8;0;1462;187;153;80;470;88;458;26;;;;;
2;Szkoła Podstawowa, Marcinkowice ul. Szkolna 1, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;1450;1600;102;1348;0;1348;2;27;0;0;0;0;0;0;1348;0;0;1348;14;5;9;0;1334;45;195;105;356;110;510;13;;;;;
3;Świetlica Wiejska, Sobocisko 70, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;500;549;96;404;1;405;0;5;1;0;0;0;0;1;405;1;0;405;4;2;2;0;401;29;48;24;184;28;76;12;;;;;
4;Szkoła Podstawowa, Drzemlikowice 14, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;701;785;173;528;0;528;2;2;0;0;0;0;0;0;528;0;0;528;10;7;3;0;518;26;58;39;232;49;94;20;;;;;
5;Świetlica Wiejska, Osiek 124 A, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;1000;1073;280;720;0;720;2;5;0;0;0;0;0;0;720;0;0;720;14;4;10;0;706;27;84;60;297;63;172;3;;;;;
6;Szkoła Podstawowa, Ścinawa Polska 26, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;600;655;129;471;0;471;0;4;0;0;0;0;0;0;471;0;0;471;15;12;3;0;456;21;50;40;183;47;112;3;;;;;
7;Świetlica Wiejska, Godzikowice ul. Sportowa 18, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;600;625;114;486;0;486;0;3;0;0;0;0;0;0;486;0;0;486;5;4;1;0;481;17;61;39;158;28;173;5;;;;;
8;Świetlica Wiejska, Gaj Oławski 11B, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;800;842;122;678;0;678;5;5;0;0;0;0;0;0;677;0;0;677;5;3;2;0;672;29;83;56;235;43;212;14;;;;;
9;Świetlica Wiejska, Stanowice ul. Słonecznikowa 5, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;950;971;127;823;0;823;0;8;0;0;0;0;0;0;823;0;0;823;8;2;6;0;815;30;103;48;214;64;353;3;;;;;
10;Świetlica Wiejska, Janików ul. Stefana Batorego 22A, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;450;519;44;406;0;406;0;9;0;0;0;0;0;0;406;0;0;406;5;4;1;0;401;24;37;27;165;28;110;10;;;;;
11;Świetlica Wiejska, Gać 8A, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;550;574;151;399;0;399;0;4;0;0;0;0;0;0;399;0;0;399;14;9;5;0;385;17;58;25;134;37;100;14;;;;;
12;Świetlica Wiejska, Owczary 22A, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;653;718;144;509;0;509;0;26;0;0;0;0;0;0;509;0;0;509;10;8;2;0;499;14;86;25;213;54;95;12;;;;;
13;Budynek po byłym gimnazjum, Siedlce 12, 55-200 Oława;21504;gm. Oława;oławski;dolnośląskie;3;1;1;850;948;129;721;0;721;0;10;0;0;0;0;0;0;721;0;0;721;9;6;3;0;712;16;75;64;288;86;166;17;;;;;
1;Szkoła Podstawowa, ul. Wesoła 16, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;1319;1402;311;1005;0;1005;2;12;0;0;0;0;0;0;1007;0;1;1006;13;3;10;0;993;41;116;83;417;61;256;19;;;;;
2;Hala sportowo-widowiskowa, ul. Kasztanowa 5, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;582;612;122;460;2;462;0;6;1;0;0;0;0;1;461;1;0;461;7;7;0;0;454;14;56;31;197;41;106;9;;;;;
3;Regionalne Centrum Kultury, ul. Tadeusza Kościuszki 5, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;1110;1170;357;753;0;753;2;12;0;0;0;0;0;0;753;0;7;746;20;7;13;0;726;18;80;40;350;62;159;17;;;;;
4;Zespól Szkół, ul. Kolonialna 13, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;1129;1184;350;779;0;779;3;10;0;0;0;0;0;0;779;0;0;779;12;8;4;0;767;36;68;49;375;71;159;9;;;;;
5;Przedszkole z Oddziałami Integracyjnymi, ul. Środkowa 3A, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;1148;1193;249;899;1;900;0;12;1;0;0;0;0;1;900;1;0;900;17;10;7;0;883;28;106;62;362;84;219;22;;;;;
6;Świetlica Wiejska, Brunów 74, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;362;384;69;293;0;293;0;3;0;0;0;0;0;0;295;0;0;295;7;2;5;0;288;24;23;21;137;16;62;5;;;;;
7;Świetlica Wiejska, Żabice 21A, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;494;527;145;349;0;349;0;0;0;0;0;0;0;0;349;0;0;349;7;5;2;0;342;14;27;19;199;31;52;0;;;;;
8;Wiejski Ośrodek Kultury, Chocianowiec 101A, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;724;779;155;569;0;569;5;5;0;0;0;0;0;0;568;0;0;568;9;2;7;0;559;32;39;18;341;63;57;9;;;;;
9;Szkoła Podstawowa, Parchów 29, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;717;770;105;612;0;612;0;16;0;0;0;0;0;0;612;0;0;612;4;3;1;0;608;18;82;31;295;52;108;22;;;;;
10;Szkoła Podstawowa im J. Pawła II, Szklary Dolne 48, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;606;662;120;486;0;486;0;0;0;0;0;0;0;0;486;0;0;486;9;7;2;0;477;21;41;38;247;57;68;5;;;;;
11;Szkoła Podstawowa im. Wł. St. Reymonta, Trzebnice 113A, 59-140 Chocianów;21601;gm. Chocianów;polkowicki;dolnośląskie;1;1;1;667;718;149;518;0;518;2;4;0;0;0;0;0;0;517;0;0;517;20;11;9;0;497;10;43;33;281;37;84;9;;;;;
1;Pałac w Gaworzycach, ul. Dworcowa 95, 59-180 Gaworzyce;21602;gm. Gaworzyce;polkowicki;dolnośląskie;1;1;1;1333;1410;254;1079;0;1079;4;6;0;0;0;0;0;0;1079;0;0;1079;22;10;12;0;1057;37;87;64;515;71;249;34;;;;;
2;Punkt Biblioteczny, Kłobuczyn 42, 59-180 Gaworzyce;21602;gm. Gaworzyce;polkowicki;dolnośląskie;1;1;1;393;422;84;309;0;309;0;1;0;0;0;0;0;0;309;0;0;309;6;3;3;0;303;7;40;19;148;25;63;1;;;;;
3;Punkt Biblioteczny, Dalków 1c, 59-180 Gaworzyce;21602;gm. Gaworzyce;polkowicki;dolnośląskie;1;1;1;424;463;98;326;0;326;0;4;0;0;0;0;0;0;326;0;0;326;8;2;6;0;318;13;23;27;153;16;84;2;;;;;
4;Świetlica, Wierzchowice 41, 59-180 Gaworzyce;21602;gm. Gaworzyce;polkowicki;dolnośląskie;1;1;1;313;317;92;221;0;221;1;1;0;0;0;0;0;0;221;0;0;221;12;9;3;0;209;3;23;18;109;20;35;1;;;;;
5;Świetlica Wiejska, Koźlice 78, 59-180 Gaworzyce;21602;gm. Gaworzyce;polkowicki;dolnośląskie;1;1;1;232;246;49;183;0;183;0;0;0;0;0;0;0;0;183;0;0;183;9;6;3;0;174;8;18;8;90;20;25;5;;;;;
1;Centrum Aktywności Społecznej, ul. Kościelna 22, 59-150 Grębocice;21603;gm. Grębocice;polkowicki;dolnośląskie;1;1;1;1151;1230;228;923;0;923;3;6;0;0;0;0;0;0;923;0;2;921;19;12;7;0;902;27;119;77;382;75;210;12;;;;;
2;Wiejski Ośrodek Kultury, Rzeczyca 45 B, 59-150 Grębocice;21603;gm. Grębocice;polkowicki;dolnośląskie;1;1;1;858;913;274;584;0;584;0;0;0;0;0;0;0;0;584;0;0;584;25;20;5;0;559;57;31;40;258;46;124;3;;;;;
3;Wiejski Ośrodek Kultury, Krzydłowice 41, 59-150 Grębocice;21603;gm. Grębocice;polkowicki;dolnośląskie;1;1;1;766;830;213;553;0;553;0;4;0;0;0;0;0;0;553;0;0;553;27;19;8;0;526;23;55;42;250;45;105;6;;;;;
4;Wiejski Ośrodek Kultury, Kwielice 69, 59-150 Grębocice;21603;gm. Grębocice;polkowicki;dolnośląskie;1;1;1;575;610;147;428;0;428;0;3;0;0;0;0;0;0;428;0;0;428;13;8;5;0;415;7;49;26;178;34;113;8;;;;;
5;Świetlica Wiejska, Trzęsów 36 B, 59-150 Grębocice;21603;gm. Grębocice;polkowicki;dolnośląskie;1;1;1;212;222;66;146;0;146;0;1;0;0;0;0;0;0;146;0;0;146;9;6;3;0;137;21;7;16;67;5;21;0;;;;;
6;Świetlica Wiejska, Stara Rzeka 37, 59-150 Grębocice;21603;gm. Grębocice;polkowicki;dolnośląskie;1;1;1;304;322;74;230;0;230;0;0;0;0;0;0;0;0;230;0;0;230;12;9;3;0;218;7;10;8;144;20;28;1;;;;;
1;Szkoła Podstawowa Nr 4 (sala gimnastyczna), ul. Mjr Hubala 3, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;914;997;273;642;0;642;2;31;0;0;0;0;0;0;642;0;0;642;12;6;6;0;630;22;98;52;245;53;142;18;;;;;
2;Szkoła Podstawowa Nr 4 (hol), ul. Mjr Hubala 3, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1008;1056;251;757;0;757;1;14;0;0;0;0;0;0;757;0;0;757;18;17;1;0;739;10;89;78;269;42;230;21;;;;;
3;Szkoła Podstawowa Nr 2 (świetlica), ul. Dąbrowskiego 1A, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1715;1847;416;1299;0;1299;7;28;0;0;0;0;0;0;1299;0;0;1299;45;24;21;0;1254;20;146;107;536;95;330;20;;;;;
4;Ośrodek Pomocy Społecznej, ul. Lipowa 2, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1289;1382;377;912;0;912;5;24;0;0;0;0;0;0;912;0;1;911;9;3;6;0;902;20;98;69;414;54;239;8;;;;;
5;Polkowickie Przedsiębiorstwo Komunalne, ul. 3-go Maja 51, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1199;1303;314;885;0;885;3;26;0;0;0;0;0;0;884;0;1;883;22;16;6;0;861;27;102;79;361;57;225;10;;;;;
6;Szkoła Podstawowa Nr 1 (świetlica), ul. Kmicica 23, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1447;1525;400;1047;0;1047;0;32;0;0;0;0;0;0;1047;0;0;1047;33;11;22;0;1014;19;110;73;466;66;269;11;;;;;
7;"""Klub Relax"", ul. Chocianowska 78, 59-100 Polkowice";21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;2174;2363;327;1846;1;1847;5;40;1;0;0;0;0;1;1847;1;0;1847;15;10;5;0;1832;53;304;177;512;198;555;33;;;;;
8;Szkoła Podstawowa Nr 3, ul. Ociosowa 3, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;960;1017;140;820;0;820;0;19;0;0;0;0;0;0;820;0;0;820;12;8;4;0;808;14;97;70;361;46;205;15;;;;;
9;Szkoła Podstawowa Nr 3, ul. Kardynała Bolesława Kominka 1, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1152;1211;237;915;0;915;1;25;0;0;0;0;0;0;915;0;0;915;14;5;9;0;901;22;131;94;345;42;260;7;;;;;
10;Szkoła Podstawowa Nr 1 (sala gimnastyczna), ul. Kmicica 23, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1843;1938;432;1411;0;1411;4;32;0;0;0;0;0;0;1411;0;0;1411;13;8;5;0;1398;41;230;128;547;94;344;14;;;;;
11;Szkoła Podstawowa Nr 2 (sala gimnastyczna), ul. Dąbrowskiego 1A, 59-100 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1010;1056;154;856;0;856;1;22;0;0;0;0;0;0;856;0;0;856;14;7;7;0;842;14;143;84;263;46;262;30;;;;;
12;Świetlica Wiejska, Sucha Górna ul. Sportowa 7, 59-101 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;918;1000;193;725;0;725;1;14;0;0;0;0;0;0;725;0;0;725;17;16;1;0;708;15;105;53;259;56;211;9;;;;;
13;Świetlica Wiejska, Guzice 15b, 59-101 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;678;723;167;511;0;511;0;13;0;0;0;0;0;0;511;0;0;511;7;4;3;0;504;12;73;27;247;47;86;12;;;;;
14;Świetlica Wiejska, Tarnówek 9, 59-101 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;455;465;167;288;0;288;2;10;0;0;0;0;0;0;288;0;0;288;16;11;5;0;272;10;29;24;147;24;33;5;;;;;
15;Szkoła Podstawowa Integracyjna, Jędrzychów 24A, 59-101 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;647;703;111;536;0;536;0;11;0;0;0;0;0;0;535;0;0;535;8;5;3;0;527;30;76;40;290;26;57;8;;;;;
16;Świetlica Wiejska, Sobin ul. Polkowicka 69 C, 59-101 Polkowice;21604;gm. Polkowice;polkowicki;dolnośląskie;1;1;1;1019;1002;197;822;0;822;0;23;0;0;0;0;0;0;819;0;0;819;5;3;2;0;814;32;147;61;322;76;167;9;;;;;
1;Sala gimnastyczna Szkoły Podstawowej Nr 2, ul. Rybna 3a, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;800;840;235;565;0;565;1;3;0;0;0;0;0;0;565;0;2;563;13;9;4;0;550;12;56;41;222;72;141;6;;;;;
2;Świetlica Szkoły Podstawowej Nr 2, ul. Rybna 3a, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;1132;1188;374;758;0;758;2;11;0;0;0;0;0;0;758;0;0;758;14;11;3;0;744;10;74;52;375;78;148;7;;;;;
3;Świetlica wsi Ostaszów, Ostaszów 11a, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;273;282;72;201;0;201;1;4;0;0;0;0;0;0;201;0;0;201;11;8;3;0;190;0;26;28;76;22;37;1;;;;;
4;Świetlica wsi Piotrowice, Piotrowice 89, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;455;489;153;302;0;302;0;10;0;0;0;0;0;0;302;0;0;302;9;7;2;0;293;5;48;32;134;24;48;2;;;;;
5;Sala gimnastyczna Szkoły Podstawowej, Wysoka 16a, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;464;492;165;299;1;300;1;4;1;0;0;0;0;1;300;1;0;300;15;11;4;0;285;13;33;24;131;38;43;3;;;;;
6;Biblioteka, ul. Plac Targowy 1, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;1041;1072;367;674;0;674;2;9;0;0;0;0;0;0;674;0;1;673;27;14;13;0;646;19;60;46;282;82;150;7;;;;;
7;Przemkowski Ośrodek Kultury w Przemkowie, ul. Głogowska 17, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;1222;1283;335;887;2;889;2;7;2;0;0;0;0;2;889;2;0;889;15;10;5;0;874;19;96;73;360;111;209;6;;;;;
8;Świetlica Wiejska, Krępa 63 A, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;171;175;45;126;0;126;0;1;0;0;0;0;0;0;126;0;0;126;3;1;2;0;123;1;12;16;58;16;18;2;;;;;
9;Świetlica Wiejska, Jakubowo Lubińskie 37 A, 59-170 Przemków;21605;gm. Przemków;polkowicki;dolnośląskie;1;1;1;211;224;47;164;0;164;0;3;0;0;0;0;0;0;164;0;0;164;6;3;3;0;158;1;18;4;104;11;18;2;;;;;
1;Dom Kultury w Radwanicach, ul. Szkolna 5 A, 59-160 Radwanice;21606;gm. Radwanice;polkowicki;dolnośląskie;1;1;1;1666;1780;285;1381;0;1381;6;13;0;0;0;0;0;0;1381;0;0;1381;22;11;11;0;1359;38;212;116;581;98;295;19;;;;;
2;Sala Gimnastyczna, Buczyna 20, 59-160 Radwanice;21606;gm. Radwanice;polkowicki;dolnośląskie;1;1;1;586;619;179;407;0;407;0;3;0;0;0;0;0;0;407;0;0;407;7;3;4;0;400;24;56;24;181;33;81;1;;;;;
3;Świetlica Wiejska, Jakubów ul. Jeździecka 1, 59-160 Radwanice;21606;gm. Radwanice;polkowicki;dolnośląskie;1;1;1;294;312;64;230;0;230;1;1;0;0;0;0;0;0;230;0;0;230;8;3;5;0;222;8;30;16;112;13;41;2;;;;;
4;Świetlica Wiejska, Łagoszów Wielki 21 B, 59-160 Radwanice;21606;gm. Radwanice;polkowicki;dolnośląskie;1;1;1;567;599;152;415;0;415;0;0;0;0;0;0;0;0;415;0;0;415;9;8;1;0;406;9;64;36;197;25;69;6;;;;;
5;Świetlica Wiejska, Sieroszowice ul. Miedziana 7, 59-160 Radwanice;21606;gm. Radwanice;polkowicki;dolnośląskie;1;1;1;446;466;114;332;0;332;0;3;0;0;0;0;0;0;332;0;0;332;6;5;1;0;326;12;54;27;152;18;59;4;;;;;
1;Zespół Szkół Publicznych w Borowie, ul. Wrocławska 24, 57-160 Borów;21701;gm. Borów;strzeliński;dolnośląskie;3;1;1;1600;1750;303;1296;2;1298;2;14;2;0;0;0;0;2;1298;2;1;1297;26;14;12;0;1271;34;178;78;513;102;323;43;;;;;
2;Publiczna Szkoła Podstawowa w Borku Strzelińskim, Borek Strzeliński ul. Szkolna 3, 57-160 Borów;21701;gm. Borów;strzeliński;dolnośląskie;3;1;1;1057;1144;214;843;0;843;2;14;0;0;0;0;0;0;843;0;0;843;9;5;4;0;834;25;121;47;395;52;155;39;;;;;
3;Publiczna Szkoła Podstawowa w Zielenicach, Zielenice 26, 57-160 Borów;21701;gm. Borów;strzeliński;dolnośląskie;3;1;1;800;863;202;598;0;598;0;2;0;0;0;0;0;0;598;0;0;598;11;8;3;0;587;16;69;17;333;42;104;6;;;;;
4;Świetlica Wiejska, Ludów Śląski 35, 57-160 Ludów Śląski;21701;gm. Borów;strzeliński;dolnośląskie;3;1;1;300;336;42;258;0;258;0;1;0;0;0;0;0;0;258;0;0;258;12;10;2;0;246;8;32;13;96;22;59;16;;;;;
1;Świetlica Wiejska w Karczynie, Karczyn 19, 57-150 Prusy;21702;gm. Kondratowice;strzeliński;dolnośląskie;3;1;1;650;675;232;418;0;418;5;1;0;0;0;0;0;0;418;0;0;418;8;6;2;0;410;11;23;26;221;14;110;5;;;;;
2;Gminny Ośrodek Kultury w Kondratowicach, Kondratowice ul. Długa 23, 57-150 Prusy;21702;gm. Kondratowice;strzeliński;dolnośląskie;3;1;1;500;530;120;380;0;380;1;5;0;0;0;0;0;0;380;0;0;380;6;2;4;0;374;4;15;8;146;12;185;4;;;;;
3;Sala Gimnastyczna Szkoły w Księginicach Wielkich, Księginice Wielkie 32, 57-150 Prusy;21702;gm. Kondratowice;strzeliński;dolnośląskie;3;1;1;350;393;105;245;0;245;1;1;0;0;0;0;0;0;245;0;0;245;8;6;2;0;237;4;23;19;90;13;87;1;;;;;
4;Świetlica Wiejska w Górce Sobockiej, Górka Sobocka 10, 57-150 Prusy;21702;gm. Kondratowice;strzeliński;dolnośląskie;3;1;1;300;352;56;244;0;244;4;4;0;0;0;0;0;0;244;0;0;244;15;11;4;0;229;14;8;5;101;8;92;1;;;;;
5;Świetlica Wiejska w Kowalskich, Kowalskie 28, 57-150 Prusy;21702;gm. Kondratowice;strzeliński;dolnośląskie;3;1;1;500;522;156;344;0;344;2;1;0;0;0;0;0;0;344;0;0;344;9;7;2;0;335;12;19;23;152;18;108;3;;;;;
