"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"CHMIELEWSKI Łukasz - KW PRAWO I SPRAWIEDLIWOŚĆ";"FRANKIEWICZ Zygmunt Mieczysław - KWW ZYGMUNT FRANKIEWICZ - PAKT SENACKI"
3;"Szkola Podstawowa im. Królowej Jadwigi, Nowe Chechło ul. Lasowicka 103, 42-622 Świerklaniec";241307;"gm. Świerklaniec";"tarnogórski";"śląskie";1;1;348;770
4;"Zespół Szkolno-Przedszkolny w Orzechu, Orzech ul. Brzechwy 8, 42-622 Świerklaniec";241307;"gm. Świerklaniec";"tarnogórski";"śląskie";1;1;501;750
5;"Szkoła Podstawowa im. A. Mickiewicza w Świerklańcu, ul. Młyńska 7, 42-622 Świerklaniec";241307;"gm. Świerklaniec";"tarnogórski";"śląskie";1;1;572;1034
6;"Ochotnicza Straż Pożarna w Świerklańcu, ul. Oświęcimska 25, 42-622 Świerklaniec";241307;"gm. Świerklaniec";"tarnogórski";"śląskie";1;1;348;594
1;"Gminny Ośrodek Kultury, ul. Zamkowa 1, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;224;386
2;"Szkoła Podstawowa im. Powstańców Śląskich, ul. Szkolna 15, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;249;381
3;"Strażnica Ochotniczej Straży Pożarnej w Kotach, Koty ul. Topolowa 2, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;200;233
4;"Budynek Wielofunkcyjny, Nowa Wieś Tworoska ul. Jaśminowa 42, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;193;291
5;"Szkoła Podstawowa w Boruszowicach, Boruszowice ul. Szkolna 2, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;351;523
6;"Zespół Szkół Leśnych i Ekologicznych im. Stanisława Morawskiego, Brynek ul. Park 5, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;107;193
7;"Budynek Wielofunkcyjny, Połomia ul. Bytomska 42, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;116;196
8;"Szkoła Podstawowa w Wojsce, Wojska ul. Szkolna 12, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;184;181
9;"Dom Wielofunkcyjny, Świniowice ul. Wiejska 77, 42-690 Tworóg";241308;"gm. Tworóg";"tarnogórski";"śląskie";1;1;108;81
1;"Gminna Biblioteka Publiczna/Centrum Usług Publicznych w Zbrosławicach, ul. Oświęcimska 2A, 42-674 Zbrosławice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;413;1155
2;"Gminna Biblioteka Publiczna/Centrum Usług Publicznych w Zbrosławicach, ul. Oświęcimska 2A, 42-674 Zbrosławice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;102;197
3;"Zespół Szkolno Przedszkolny w Miedarach, ul. Główna 26, 42-676 Miedary";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;223;297
4;"Zespół Szkolno-Przedszkolny w Boniowicach, ul. Gliwicka 6, 42-674 Boniowice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;130;329
5;"Zespół Szkolno-Przedszkolny w Kopienicy, ul. 1 Maja 3, 42-674 Kopienica";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;161;243
6;"Świetlica Stacji Uzdatniania Wody ""Zawada"" w Karchowicach, ul. Bytomska 6, 42-674 Karchowice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;109;293
7;"Gminna Biblioteka Publiczna-Filia w Ziemięcicach, ul. Mikulczycka 14, 42-675 Ziemięcice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;127;355
8;"Szkoła Podstawowa w Czekanowie, ul. Szkolna 26, 42-677 Czekanów";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;160;272
9;"Świetlica Gminna w Wieszowie, ul. Bytomska 154, 42-672 Wieszowa";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;402;811
10;"OSP Świętoszowice, ul. Mikulczycka 93A, 42-675 Świętoszowice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;85;207
11;"Świetlica Gminna, ul. Boczna 2, 42-674 Laryszów";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;53;151
12;"Świetlica Gminna, ul. Główna 2, 42-674 Wilkowice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;58;150
13;"OSP Księży Las, ul. Wiejska 16, 42-674 Księży Las";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;62;131
14;"Świetlica o charakterze integracyjnym, ul. Pyskowicka 7, 42-674 Jasiona";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;44;65
15;"Świetlica Gminna, ul. 1 Maja 35, 42-674 Łubie";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;106;175
16;"Świetlica Gminna, ul. Dworcowa 57, 42-675 Przezchlebie";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;124;318
17;"OSP Szałsza, ul. Wiejska 13, 42-677 Szałsza";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;114;402
18;"Dom Pomocy Społecznej prowadzony przez Ojców Kamilianów, ul. Wolności 34, 42-674 Zbrosławice";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;13;4
19;"Dom Pomocy Społecznej w Miedarach, Miedary 7, 42-676 Miedary";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;2;18
20;"Dom Pomocy Społecznej w Łubiu, ul. Pyskowicka 34, 42-674 Łubie";241309;"gm. Zbrosławice";"tarnogórski";"śląskie";1;1;11;6
1;"Stowarzyszenie Rozwoju Czechowic, ul. Nad Łąkami 1, 44-109 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;148;391
2;"Szkoła Podstawowa Nr 29, ul. Staromiejska 24, 44-109 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;215;623
3;"Szkoła Podstawowa Nr 32 w Zespole Szkolno-Przedszkolnym Nr 9, ul. Wrzosowa 14, 44-109 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;284;656
4;"Szkoła Podstawowa Nr 32 w Zespole Szkolno-Przedszkolnym Nr 9, ul. Wrzosowa 14, 44-109 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;313;711
5;"Zespół Szkół Ogólnokształcących Nr 2, ul. Partyzantów 25, 44-113 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;339;629
6;"Zespół Szkół Ogólnokształcących Nr 2, ul. Partyzantów 25, 44-113 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;319;687
7;"Zespół Szkół Ogólnokształcących Nr 2, ul. Partyzantów 25, 44-113 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;308;799
8;"Przedszkole Miejskie Nr 38 w Zespole Szkół Ogólnokształcących Nr 2, ul. Literatów 41, 44-113 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;259;863
9;"Przedszkole Miejskie Nr 38 w Zespole Szkół Ogólnokształcących Nr 2, ul. Literatów 41, 44-113 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;249;928
10;"Zespół Szkół Ogólnokształcących Nr 8, ul. Syriusza 30, 44-117 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;297;807
11;"Zespół Szkół Ogólnokształcących Nr 8, ul. Syriusza 30, 44-117 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;343;822
12;"Zespół Szkół Ogólnokształcących Nr 8, ul. Syriusza 30, 44-117 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;296;788
13;"Szkoła Podstawowa Nr 12 w Zespole Szkolno-Przedszkolnym Nr 2, ul. Mikołaja Kopernika 63, 44-117 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;247;647
14;"Szkoła Podstawowa Nr 12 w Zespole Szkolno-Przedszkolnym Nr 2, ul. Mikołaja Kopernika 63, 44-117 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;305;596
15;"Szkoła Podstawowa Nr 12 w Zespole Szkolno-Przedszkolnym Nr 2, ul. Mikołaja Kopernika 63, 44-117 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;287;664
16;"Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 6 w Zespole Szkół i Placówek Oświatowych nr 1, ul. Jasnogórska 15 - 17, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;153;464
17;"Centrum Kształcenia Zawodowego i Ustawicznego Nr 1, ul. Kozielska 1, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;221;746
18;"IV Liceum Ogólnokształcące, ul. Kozielska 1A, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;271;814
19;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 w Zespole Szkolno-Przedszkolnym Nr 5, ul. Kozielska 39, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;278;975
20;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 w Zespole Szkolno-Przedszkolnym Nr 5, ul. Kozielska 39, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;297;684
21;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 w Zespole Szkolno-Przedszkolnym Nr 5, ul. Kozielska 39, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;215;999
22;"Przedszkole Miejskie z Oddziałami Integracyjnymi Nr 28 w Zespole Szkolno-Przedszkolnym Nr 4, ul. Ignacego Paderewskiego 70, 44-105 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;243;969
23;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 39 w Zespole Szkolno-Przedszkolnym Nr 4, ul. Obrońców Pokoju 4, 44-105 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;285;729
24;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 39 w Zespole Szkolno-Przedszkolnym Nr 4, ul. Obrońców Pokoju 4, 44-105 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;307;751
25;"Szkoła Podstawowa Nr 13, ul. Józefa Elsnera 25, 44-105 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;264;1002
26;"Szkoła Podstawowa Nr 13, ul. Józefa Elsnera 25, 44-105 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;262;974
27;"Zespół Szkół Ogólnokształcących Nr 4, ul. Orląt Śląskich 25, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;186;569
28;"Zespół Szkół Ogólnokształcących Nr 4, ul. Orląt Śląskich 25, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;201;506
29;"Przedszkole Miejskie Nr 3 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Artura Grottgera 23A, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;191;596
30;"Szkoła Podstawowa Nr 20 w Zespole Szkolno-Przedszkolnym Nr 10, ul. Jana Śliwki 8, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;194;517
31;"Szkoła Podstawowa Nr 20 w Zespole Szkolno-Przedszkolnym Nr 10, ul. Jana Śliwki 8, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;199;623
32;"Filia Nr 20 Miejskiej Biblioteki Publicznej, ul. Bernardyńska 2, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;215;572
33;"Zespół Szkół Łączności, ul. Warszawska 35, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;225;525
34;"Zespół Szkół Ogólnokształcących Specjalnych Nr 7, ul. Aleksandra Gierymskiego 7, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;172;492
35;"Szkoła Podstawowa Nr 7 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Tarnogórska 59, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;400;1081
36;"Szkoła Podstawowa nr 7 w Zespole Szkolno-Przedszkolnym Nr 11, ul. Tarnogórska 59, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;392;912
37;"Górnośląskie Centrum Edukacyjne, ul. Stefana Okrzei 20, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;284;702
38;"Przedszkole Miejskie Nr 18 w Zespole Szkolno-Przedszkolnym nr 8, ul. Brzozowa 50, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;295;766
39;"Zespół Szkół Techniczno-Informatycznych, ul. Chorzowska 5, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;243;731
40;"II Liceum Ogólnokształcące, ul. Walerego Wróblewskiego 9, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;247;818
41;"Szkoła Podstawowa Nr 15 w Zespole Szkolno-Przedszkolnym Nr 12, ul. Lipowa 29, 44-102 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;248;610
42;"Szkoła Podstawowa Nr 15 w Zespole Szkolno-Przedszkolnym Nr 12, ul. Lipowa 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;286;680
43;"Szkoła Podstawowa Nr 15 w Zespole Szkolno-Przedszkolnym Nr 12, ul. Lipowa 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;231;575
44;"Przedszkole Miejskie Nr 4 w Zespole Szkolno-Przedszkolnym nr 14, ul. Norberta Barlickiego 16, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;164;558
45;"Filia GODS Gliwicki Ośrodek Działań Społecznych-Centrum 3. 0, ul. Studzienna 6, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;224;826
46;"Szkoła Podstawowa Nr 28 w Zespole Szkolno-Przedszkolnym nr 14, ul. ks. Marcina Strzody 4, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;195;584
47;"Szkoła Podstawowa Nr 28 w Zespole Szkolno-Przedszkolnym nr 14, ul. ks. Marcina Strzody 4, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;167;575
48;"Szkoła Podstawowa Nr 28 w Zespole Szkolno-Przedszkolnym nr 14, ul. ks. Marcina Strzody 4, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;98;457
49;"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Górnych Wałów 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;190;672
50;"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Górnych Wałów 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;212;693
51;"V Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, ul. Górnych Wałów 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;210;721
52;"Szkoła Podstawowa Nr 9, ul. Jana III Sobieskiego 14, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;176;760
53;"Szkoła Podstawowa Nr 9, ul. Jana III Sobieskiego 14, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;93;500
54;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-103 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;385;583
55;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-103 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;379;617
56;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-103 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;397;681
57;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 21, ul. Władysława Stanisława Reymonta 18A, 44-103 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;318;499
58;"Przedszkole Miejskie Nr 22 w Zespole Szkół Ogólnokształcących nr 14, ul. Stefana Żeromskiego 26, 44-103 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;140;295
59;"Szkoła Podstawowa Nr 14 w Zespole Szkół Ogólnokształcących Nr 14, ul. Jedności 35, 44-119 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;268;433
60;"Szkoła Podstawowa Nr 14 w Zespole Szkół Ogólnokształcących Nr 14, ul. Jedności 35, 44-119 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;284;456
61;"Zespół Szkół Ogólnokształcących Nr 14, ul. Przedwiośnie 2, 44-119 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;335;667
62;"Zespół Szkół Ogólnokształcących Nr 14, ul. Przedwiośnie 2, 44-119 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;363;670
63;"Przedszkole Miejskie z Oddziałami Integracyjnymi Nr 33 w Zespole Przedszkoli Miejskich Nr 1, ul. Wiślana 12, 44-119 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;303;530
64;"Przedszkole Miejskie z Oddziałami Integracyjnymi Nr 42 w Zespole Przedszkoli Miejskich Nr 1, ul. Młodopolska 4, 44-119 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;234;393
65;"Szkoła Podstawowa Nr 11, ul. Pocztowa 31, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;298;823
66;"Przedszkole Miejskie Nr 16 w Zespole Szkolno-Przedszkolnym Nr 6, ul. Sportowa 17, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;260;504
67;"Szkoła Podstawowa Nr 36 w Zespole Szkolno-Przedszkolnym Nr 6, ul. Robotnicza 6, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;111;291
68;"Politechnika Śląska Centrum Badań nad Edukacją i Komunikacją, ul. Hutnicza 9 - 9A, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;205;473
69;"Politechnika Śląska Centrum Badań nad Edukacją i Komunikacją, ul. Hutnicza 9 - 9A, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;182;541
70;"Politechnika Śląska Wydział Automatyki, Elektroniki i Informatyki, ul. Akademicka 16, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;124;474
71;"I Liceum Ogólnokształcące Dwujęzyczne, ul. Zimnej Wody 8, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;113;388
72;"I Liceum Ogólnokształcące Dwujęzyczne, ul. Zimnej Wody 8, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;140;411
73;"Szkoła Podstawowa Nr 8, ul. Spacerowa 6, 44-141 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;257;536
74;"Szkoła Podstawowa Nr 8, ul. Spacerowa 6, 44-141 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;318;755
75;"Szkoła Podstawowa Nr 2, ul. Lewkonii 2, 44-152 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;165;456
76;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 3, ul. Ignacego Daszyńskiego 424, 44-151 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;260;618
77;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 3, ul. Ignacego Daszyńskiego 424, 44-151 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;267;582
78;"Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 17 w Zespole Szkolno-Przedszkolnym Nr 17, ul. Płocka 16, 44-164 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;185;602
79;"Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 17 w Zespole Szkolno-Przedszkolnym Nr 17, ul. Płocka 16, 44-164 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;201;562
80;"Szkoła Podstawowa Nr 27 w Zespole Szkolno-Przedszkolnym Nr 13, ul. Rubinowa 16A, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;266;914
81;"Szkoła Podstawowa Nr 27 w Zespole Szkolno-Przedszkolnym Nr 13, ul. Rubinowa 16A, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;340;1158
82;"Szkoła Podstawowa Nr 27 w Zespole Szkolno-Przedszkolnym Nr 13, ul. Rubinowa 16A, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;248;1228
83;"Zespół Szkół Specjalnych, ul. Dolnej Wsi 74, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;321;1157
84;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 10 w Zespole Szkolno-Przedszkolnym Nr 7, ul. Juliusza Ligonia 36, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;232;1019
85;"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 10 w Zespole Szkolno-Przedszkolnym Nr 7, ul. Juliusza Ligonia 36, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;236;701
86;"Przedszkole Miejskie z Oddziałami Integracyjnymi Nr 31 w Zespole Szkolno-Przedszkolnym Nr 7, ul. Adama Mickiewicza 65, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;107;467
87;"Przedszkole Miejskie Nr 20 w Zespole Szkolno-Przedszkolnym Nr 3, ul. Pszczyńska 18, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;216;608
88;"Przedszkole Miejskie Nr 20 w Zespole Szkolno-Przedszkolnym Nr 3, ul. Pszczyńska 18, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;213;710
89;"Zespół Szkół Budowlano-Ceramicznych, ul. Bojkowska 16, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;246;443
90;"Zespół Szkół Budowlano-Ceramicznych, ul. Bojkowska 16, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;255;627
91;"Szkoła Podstawowa Nr 5 w Zespole Szkolno-Przedszkolnym Nr 3, ul. Żwirki i Wigury 85, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;166;398
92;"Szkoła Podstawowa Nr 5 w Zespole Szkolno-Przedszkolnym Nr 3, ul. Żwirki i Wigury 85, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;270;608
93;"Zespół Szkolno-Przedszkolny Nr 1, ul. Jana Kilińskiego 1, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;232;740
94;"Zespół Szkół Samochodowych, ul. Jana Kilińskiego 24A, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;140;459
95;"Zespół Szkolno-Przedszkolny Nr 3, ul. Adama Asnyka 36, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;198;515
96;"Zespół Szkolno-Przedszkolny Nr 3, ul. Adama Asnyka 36, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;179;612
97;"Przedszkole Miejskie Nr 6 w Zespole Przedszkoli Miejskich Nr 2, ul. Młodych Patriotów 10, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;195;523
98;"Przedszkole Miejskie Nr 6 w Zespole Przedszkoli Miejskich Nr 2, ul. Młodych Patriotów 10, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;284;790
99;"Szkoła Podstawowa Nr 23 w Zespole Szkolno-Przedszkolnym Nr 16, ul. Sikornik 1, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;181;587
100;"Szkoła Podstawowa Nr 23 w Zespole Szkolno-Przedszkolnym Nr 16, ul. Sikornik 1, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;195;528
101;"Szkoła Podstawowa Nr 23 w Zespole Szkolno-Przedszkolnym Nr 16, ul. Sikornik 1, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;161;532
102;"Zespół Szkół Ogólnokształcących Nr 5, ul. Sikornik 34, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;237;626
103;"Zespół Szkół Ogólnokształcących Nr 5, ul. Sikornik 34, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;254;706
104;"Zespół Szkół Ogólnokształcących Nr 5, ul. Sikornik 34, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;312;806
105;"Szkoła Podstawowa Nr 41 w Zespole Szkolno-Przedszkolnym nr 15, ul. Kormoranów 23, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;338;1145
106;"Szkoła Podstawowa Nr 41 w Zespole Szkolno-Przedszkolnym nr 15, ul. Kormoranów 23, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;336;912
107;"Szpital Miejski Nr 4 w Gliwicach Sp. z o. o., ul. Zygmunta Starego 20, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;10;29
108;"Szpital Miejski nr 4 w Gliwicach Sp. z o. o., ul. Tadeusza Kościuszki 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;19;28
109;"Szpital Wielospecjalistyczny Sp. z o. o. w Gliwicach, ul. Tadeusza Kościuszki 1, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;10;19
110;"VITO-MED Sp. z o. o., ul. Radiowa 2, 44-121 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;8;23
111;"Zakład Opiekuńczo-Leczniczy Vito-Med Sp. z o. o., ul. Kozielska 8, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;4;7
112;"Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie. Państwowy Instytut Badawczy Oddział w Gliwicach, ul. Wybrzeże Armii Krajowej 15, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;58;82
113;"Dom Pomocy Społecznej ""OPOKA"", ul. Pszczyńska 100, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;10;12
114;"Dom Pomocy Społecznej ""NASZ DOM"", ul. Derkacza 10, 44-122 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;25;19
115;"Hospicjum Miłosierdzia Bożego w Gliwicach, ul. Ignacego Daszyńskiego 29, 44-100 Gliwice";246601;"m. Gliwice";"Gliwice";"śląskie";1;1;4;4
