"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"RADO Michał Marcin - KW BEZPARTYJNI SAMORZĄDOWCY";"UJAZDOWSKI Kazimierz Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OBREMSKI Jarosław Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ"
2;"Szkoła Podstawowa w Węgrach, Węgry ul. Szkolna 3, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;80;150;164
3;"Świetlica w Starym Śleszowie, Stary Śleszów ul. Oławska 16, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;94;249;238
4;"Świetlica w Turowie, Turów ul. Wrocławska 6, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;86;254;172
5;"Szkoła Podstawowa w Wilczkowie, Wilczków ul. Mikołaja Kopernika 29, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;49;136;85
6;"Szkoła Podstawowa w Rzeplinie, Rzeplin al. Lipowa 46, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;207;661;219
7;"Świetlica w Karwianach, Karwiany ul. Majowa 3a, 52-200 Wrocław";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;228;873;214
8;"Świetlica w Galowicach, Galowice ul. Dębowa 12, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;37;180;42
9;"Świetlica w Jaksonowie, Jaksonów ul. Słoneczna 12, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;66;195;202
10;"Świetlica w Krajkowie, Krajków ul. Nowa 19, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;54;131;147
11;"Świetlica w Wojkowicach, Wojkowice ul. Leśna 3, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;68;251;118
