"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"RADO Michał Marcin - KW BEZPARTYJNI SAMORZĄDOWCY";"UJAZDOWSKI Kazimierz Michał - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"OBREMSKI Jarosław Wojciech - KW PRAWO I SPRAWIEDLIWOŚĆ"
5;"Szkoła Podstawowa Nr 6, ul. Wilcza 4, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;114;442;240
6;"Świetlica w Godzięcinie, Godzięcin 46A, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;66;86;157
7;"Świetlica w Jodłowicach, Jodłowice 12, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;50;168;131
8;"Szkoła Podstawowa w Pogalewie Wielkim, Pogalewo Wielkie 12H, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;136;227;266
9;"Świetlica w Radeczu, Radecz 37, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;93;224;143
10;"Przedszkole Samorządowe Nr 3, ul. Przedszkolna 1, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;175;658;429
11;"Przedszkole Samorządowe Nr 1, ul. Zwycięstwa 3, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;70;286;122
12;"Powiatowe Centrum Medyczne Sp. z o. o.-Szpital w Brzegu Dolnym, ul. Aleje Jerozolimskie 26, 56-120 Brzeg Dolny";22201;"gm. Brzeg Dolny";"wołowski";"dolnośląskie";1;1;0;2;5
1;"Gminny Ośrodek Kultury, ul. marsz. Józefa Piłsudskiego 42, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;191;411;605
2;"Szkoła Podstawowa w Wińsku, ul. Na Piaski 12, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;124;251;503
3;"Szkoła Podstawowa im. Jana Adama de Garnier, Głębowice 10, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;68;151;219
4;"Szkoła Podstawowa im. Świętego Mikołaja z Miry, Krzelów 125, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;89;164;287
5;"Szkoła Podstawowa im. Jana Markiewicza, Orzeszków 9, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;43;85;129
6;"Świetlica wiejska w Przyborowie, Przyborów 16, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;49;89;275
7;"Świetlica wiejska w Małowicach, Małowice 52/5, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;36;53;87
8;"Świetlica wiejska w Piskorzynie, Piskorzyna 29, 56-160 Wińsko";22202;"gm. Wińsko";"wołowski";"dolnośląskie";1;1;25;37;94
1;"Szkoła Podstawowa Nr 1 w Wołowie, ul. Trzebnicka 14, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;334;803;551
2;"Urząd Miejski w Wołowie, rynek Rynek 34, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;123;344;329
3;"Wołowski Ośrodek Kultury, ul. Generała Władysława Sikorskiego 6, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;251;757;552
4;"Szkoła Podstawowa Nr 2 w Wołowie, ul. Komuny Paryskiej 18, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;171;515;392
5;"Centrum Kształcenia Zawodowego i Ustawicznego w Wołowie, ul. Tadeusza Kościuszki 27, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;172;523;364
6;"Ośrodek Sportu i Rekreacji w Wołowie, ul. Panieńska 4, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;145;425;283
7;"Szkoła Podstawowa w Krzydlinie Wielkiej, Krzydlina Wielka 27A, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;50;109;150
8;"Zespół Szkół Publicznych w Lubiążu, Lubiąż ul. Wojska Polskiego 3A, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;198;518;515
9;"Świetlica Wiejska w Mojęcicach, Mojęcice ul. Szkolna 1A, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;100;247;263
10;"Świetlica Wiejska w Gródku, Gródek 25A, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;76;119;228
11;"Szkoła Podstawowa w Warzęgowie, Warzęgowo 15, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;51;59;211
12;"Szkoła Podstawowa w Starym Wołowie, Stary Wołów 56, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;118;164;299
13;"Świetlica Wiejska w Dębnie, Dębno 1, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;54;122;181
14;"Świetlica Wiejska w Krzydlinie Małej, Krzydlina Mała 19, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;36;97;95
15;"Świetlica Wiejska w Pełczynie, Pełczyn 43A, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;48;89;175
16;"Zakład Karny w Wołowie, ul. Więzienna 6, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;120;506;73
17;"Powiatowe Centrum Medyczne w Wołowie Sp. z o. o., ul. Inwalidów Wojennych 26, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;0;5;16
18;"Wojewódzki Szpital dla Nerwowo i Psychicznie Chorych w Lubiążu, Lubiąż ul. Adama Mickiewicza 1, 56-100 Wołów";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;18;10;59
19;"Dom Pomocy Społecznej ""Nasz Dom"" w Mojęcicach, ul. Wołowska 4, 56-100 Mojęcice";22203;"gm. Wołów";"wołowski";"dolnośląskie";1;1;5;3;11
1;"Świetlica Zespołu Szkolno-Przedszkolnego w Czernicy, ul. św. Brata Alberta Adama Chmielowskiego 5, 55-003 Czernica";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;379;1183;602
2;"Szkoła Podstawowa im. Bolesława Krzywoustego w Kamieńcu Wrocławskim, ul. Kolejowa 8, 55-002 Kamieniec Wrocławski";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;356;1354;516
3;"Świetlica wiejska Nadolice Wielkie, Nadolice Wielkie ul. Wrocławska 56, 55-003 Czernica";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;259;1020;339
4;"Szkoła Podstawowa im. Piastów Śląskich w Chrząstawie Wielkiej, Chrząstawa Wielka ul. Wrocławska 19, 55-003 Czernica";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;356;1187;542
5;"Szkoła Podstawowa im. Janusza Korczaka w Ratowicach, Ratowice ul. Wrocławska 36, 55-003 Czernica";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;155;289;249
6;"Świetlica wiejska Gajków, Gajków ul. Przedszkolna 3, 55-002 Kamieniec Wrocławski";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;150;546;245
7;"Zespół Szkolno-Przedszkolny w Dobrzykowicach, Dobrzykowice ul. Sukcesu 2, 55-002 Kamieniec Wrocławski";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;295;1421;378
8;"Świetlica Wiejska w Nadolicach Małych, Nadolice Małe ul. Zielona 17, 55-003 Czernica";22301;"gm. Czernica";"wrocławski";"dolnośląskie";1;1;241;702;233
1;"Zespół Szkolno-Przedszkolny w Długołęce, Długołęka ul. Szkolna 40, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;410;1416;661
2;"Szkoła Podstawowa w Borowej, Borowa ul. Parkowa 2/4, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;95;262;187
3;"Szkoła Podstawowa w Brzeziej Łące, Brzezia Łąka ul. Szkolna 10, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;200;626;327
4;"Szkoła Podstawowa w Kiełczowie, ul. Szkolna 3, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;398;1250;341
5;"Świetlica Wiejska w Januszkowicach, Januszkowice ul. Klonowa 1, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;99;177;309
6;"Szkoła Podstawowa w Łozinie, Łozina ul. Milicka 15, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;124;333;281
7;"Świetlica Wiejska w Pasikurowicach, Pasikurowice ul. Wrocławska 30, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;136;418;300
8;"Szkoła Podstawowa w Szczodrem, Szczodre ul. Trzebnicka 42, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;291;1002;484
9;"Budynek byłej Szkoły Podstawowej, Węgrów 31, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;101;223;285
10;"Zespół Szkolno-Przedszkolny w Mirkowie, ul. Juliusza Słowackiego 17, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;326;1126;448
11;"Szkoła Podstawowa w Siedlcu, Siedlec ul. Wrocławska 22, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;135;389;338
12;"Szkoła Podstawowa w Wilczycach, Wilczyce ul. Wrocławska 15, 51-361 Wrocław";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;375;1534;481
13;"Świetlica Wiejska w Piecowicach, Piecowice ul. Stawowa 20, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;91;210;119
14;"Szkoła Podstawowa w Kiełczowie, ul. Szkolna 3, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;235;800;272
15;"Świetlica Wiejska w Bykowie, Byków ul. Ogrodowa 2, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;163;466;297
16;"Świetlica Wiejska w Kątnej, Kątna ul. Sportowa 1, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;41;96;95
17;"Świetlica Wiejska w Pruszowicach, Pruszowice ul. Parkowa 11, 51-217 Wrocław";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;76;263;113
18;"Gminny Żłobek w Kiełczowie, ul. Wrocławska 113, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;186;710;173
19;"Budynek Kompleksu Sportowego-Rekreacyjnego, ul. Leśna 3a, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;254;961;280
20;"Świetlica Wiejska w Bielawie, Bielawa ul. Główna 16, 55-093 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;70;121;131
21;"Świetlica Wiejska w Dobroszowie Oleśnickim, Dobroszów Oleśnicki ul. Portugalska 2, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;57;86;36
22;"Świetlica Wiejska w Godzieszowej, Godzieszowa 21, 55-095 Mirków";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;42;78;122
23;"Świetlica Wiejska w Oleśniczce, Oleśniczka 29G, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;50;102;62
24;"Świetlica Wiejska w Rakowie, Raków 25, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;19;99;67
25;"Świetlica Wiejska w Stępinie, Stępin 26a, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;51;105;109
26;"Świetlica Wiejska w Śliwicach, Śliwice ul. Topolowa 8, 55-093 Kiełczów";22302;"gm. Długołęka";"wrocławski";"dolnośląskie";1;1;57;212;103
1;"Świetlica Wiejska w Jordanowie Śląskim, ul. Wrocławska 55, 55-065 Jordanów Śląski";22303;"gm. Jordanów Śląski";"wrocławski";"dolnośląskie";1;1;229;536;564
2;"Świetlica Wiejska w Janówku, Janówek 3a, 55-065 Jordanów Śląski";22303;"gm. Jordanów Śląski";"wrocławski";"dolnośląskie";1;1;66;147;222
3;"Świetlica Wiejska w Wilczkowicach, Wilczkowice 32a, 55-065 Wilczkowice";22303;"gm. Jordanów Śląski";"wrocławski";"dolnośląskie";1;1;44;84;61
1;"Szkoła Podstawowa Nr 1 w Kątach Wrocławskich, ul. 1 Maja 59, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;210;743;421
2;"Szkoła Podstawowa nr 2 w Kątach Wrocławskich, ul. Brzozowa 6, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;287;797;429
3;"Gminny Ośrodek Kultury i Sportu w Kątach Wrocławskich, ul. Zwycięstwa 23, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;149;503;402
4;"Zespół Szkolno-Przedszkolny w Smolcu, Smolec ul. Kościelna 2, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;208;1172;212
5;"Świetlica Wiejska w Smolcu, Smolec ul. Główna 47, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;187;833;305
6;"Świetlica Wiejska w Mokronosie Dolnym, Mokronos Dolny ul. Stawowa 48, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;126;592;170
7;"Zespół Szkolno-Przedszkolny w Smolcu Szkoła Podstawowa w Jaszkotlu, Jaszkotle 27, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;55;160;114
8;"Zespół Szkolno-Przedszkolny w Sadkowie, Sadków ul. Szkolna 9, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;143;487;322
9;"Świetlica Wiejska w Skałce, Skałka ul. Szkolna 2A, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;203;593;235
10;"Szkoła Podstawowa nr 2 w Kątach Wrocławskich, ul. Brzozowa 6, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;118;306;341
11;"Szkoła Podstawowa w Gniechowicach, Gniechowice ul. Szkolna 4, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;142;392;445
12;"Świetlica Wiejska w Zachowicach, Zachowice ul. Słoneczna 17a, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;96;255;290
13;"Zespół Szkolno-Przedszkolny w Smolcu, Smolec ul. Kościelna 2, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;318;941;182
14;"Świetlica Wiejska w Bogdaszowicach, Bogdaszowice ul. Główna 13, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;65;213;152
15;"Świetlica Wiejska w Kilianowie, Kilianów 7C, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;29;63;78
16;"Szkoła Podstawowa w Małkowicach, Małkowice ul. Szkolna 3, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;43;124;109
17;"Świetlica Wiejska w Nowej Wsi Wrocławskiej, Nowa Wieś Wrocławska ul. Relaksowa 14, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;35;77;87
18;"Świetlica Wiejska w Pełcznicy, Pełcznica 1A, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;69;122;177
19;"Świetlica Wiejska w Pietrzykowicach, Pietrzykowice ul. Główna 7A, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;86;326;130
20;"Świetlica Wiejska w Zabrodziu, Zabrodzie 10, 52-327 Wrocław";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;30;73;49
21;"Dom Opieki Św. Józefa Caritas Archidiecezji Wrocławskiej w Małkowicach, Małkowice ul. Klasztorna 1, 55-080 Kąty Wrocławskie";22304;"gm. Kąty Wrocławskie";"wrocławski";"dolnośląskie";1;1;2;5;8
1;"Szkoła Podstawowa im. UNICEF, Bielany Wrocławskie ul. Akacjowa 1, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;234;1107;298
2;"Świetlica Wiejska, Tyniec Mały ul. Świdnicka 6, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;188;845;291
3;"Świetlica Wiejska w Krzyżowicach, Krzyżowice ul. Główna 18 a, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;69;202;94
4;"Szkoła Podstawowa im. Polskich Odkrywców i Podróżników, ul. Parkowa 7, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;236;786;466
5;"Zespół Szkolno-Przedszkolny, Pustków Żurawski ul. Kolejowa 46, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;96;227;228
6;"Świetlica Wiejska, Wierzbice ul. Tarnopolska 15, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;77;214;149
7;"Świetlica Wiejska, Rolantowice 4a, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;53;168;122
8;"Świetlica Wiejska, Tyniec nad Ślęzą ul. Sportowa 1, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;39;87;155
9;"Świetlica Wiejska, Domasław ul. Wrocławska 35, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;145;466;241
10;"Zespół Szkolno-Przedszkolny, Wysoka ul. Chabrowa 99, 52-200 Wrocław";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;214;829;218
11;"Zespół Szkolno-Przedszkolny, Wysoka ul. Chabrowa 99, 52-200 Wrocław";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;214;1003;155
12;"Szkoła Podstawowa im. UNICEF, Bielany Wrocławskie ul. Akacjowa 1, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;91;664;143
13;"Świetlica Wiejska w Ślęzie, Ślęza ul. Główna 23A, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;126;427;101
14;"Świetlica Wiejska w Królikowicach, Królikowice ul. Boczna 2a, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;57;178;93
15;"Świetlica Wiejska w Księginicach, Księginice ul. Oławska 2, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;38;113;41
16;"Świetlica Wiejska w Kuklicach, Kuklice ul. Kasztanowa 13, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;14;57;58
17;"Świetlica Wiejska w Magnicach, Magnice ul. Kwiatowa 14, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;35;81;65
18;"Świetlica Wiejska w Pełczycach, Pełczyce ul. Długa 3, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;31;163;68
19;"Świetlica Wiejska w Pustkowie Wilczkowskim, Pustków Wilczkowski ul. Domianowicka 2a, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;43;137;105
20;"Świetlica Wiejska w Solnej, Solna ul. Krucza 12B, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;25;56;77
21;"Świetlica Wiejska w Szczepankowicach, Szczepankowice ul. Wrocławska 7A, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;43;51;78
22;"Świetlica Wiejska w Żernikach Małych, Żerniki Małe ul. Sportowa 14, 55-040 Kobierzyce";22305;"gm. Kobierzyce";"wrocławski";"dolnośląskie";1;1;65;201;74
1;"Gminny Ośrodek Kultury, ul. Spółdzielcza 6, 55-081 Mietków";22306;"gm. Mietków";"wrocławski";"dolnośląskie";1;1;100;222;195
2;"Świetlica wiejska w Maniowie, Maniów ul. Główna 2C, 55-081 Mietków";22306;"gm. Mietków";"wrocławski";"dolnośląskie";1;1;97;203;220
3;"Świetlica wiejska w Domanicach, Domanice 12A, 55-081 Mietków";22306;"gm. Mietków";"wrocławski";"dolnośląskie";1;1;57;166;107
4;"Świetlica Wiejska w Milinie, Milin ul. Chłopska 9, 55-081 Mietków";22306;"gm. Mietków";"wrocławski";"dolnośląskie";1;1;70;158;105
5;"Świetlica Wiejska w Wawrzeńczycach, Wawrzeńczyce ul. Kątecka 32, 55-081 Mietków";22306;"gm. Mietków";"wrocławski";"dolnośląskie";1;1;57;193;169
6;"Dom Pomocy Społecznej ""Przystań Seniora"" w Borzygniewie, Borzygniew ul. Sportowa 2, 55-081 Mietków";22306;"gm. Mietków";"wrocławski";"dolnośląskie";1;1;9;10;12
1;"Zespół Szkolno-Przedszkolny im. Janusza Korczaka, ul. Świdnicka 20, 20A, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;270;809;560
2;"Zespół Szkolno-Przedszkolny im. Janusza Korczaka, ul. Świdnicka 20, 20A, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;168;565;337
3;"Szkoła Podstawowa Nr 2 w Sobótce, ul. Marii Skłodowskiej-Curie 19, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;202;670;429
4;"Zespół Szkolno-Przedszkolny w Świątnikach, Świątniki ul. Parkowa 6, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;129;303;370
5;"Zespół Szkolno-Przedszkolny im. Marii Konopnickiej w Rogowie Sobóckim, Rogów Sobócki ul. Szkolna 7, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;161;434;373
6;"Niepubliczna Szkoła Podstawowa w Rękowie, Ręków ul. Nasławicka 21, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;66;154;163
7;"Świetlica Wiejska, Mirosławice ul. Wrocławska 12, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;59;211;187
8;"Świetlica Wiejska, Sulistrowice ul. Bolesława Chrobrego 2A, 55-050 Sobótka";22307;"gm. Sobótka";"wrocławski";"dolnośląskie";1;1;104;263;241
1;"Centrum Kultury Klub Tęcza, ul. Główna 82, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;125;491;239
2;"Przedszkole Publiczne ""Układanka"", ul. Generała Dąbrowskiego 3, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;0;2;23
3;"Centrum Kultury Klub Tęcza, ul. Główna 82, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;186;537;300
4;"Świetlica w Sulimowie, Sulimów ul. Kochanowskiego 38, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;26;120;100
5;"Świetlica w Groblicach, Groblice ul. Kotowicka 5, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;134;421;153
6;"Szkoła Podstawowa w Kotowicach, Kotowice ul. Podwalna 1, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;83;254;171
7;"Przedszkole w Siechnicach, ul. Osiedlowa 23a, 55-011 Siechnice";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;323;856;292
8;"Przedszkole w Siechnicach, ul. Osiedlowa 23a, 55-011 Siechnice";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;161;460;223
9;"Szkoła Podstawowa Nr 2, ul. Księżnej Anny z Przemyślidów 6, 55-011 Siechnice";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;325;765;314
10;"Centrum Kultury Klub Relaks, ul. Fabryczna 15, 55-011 Siechnice";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;107;266;168
11;"Urząd Miejski w Siechnicach, ul. Jana Pawła II 12, 55-011 Siechnice";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;281;893;299
12;"Centrum Kultury Klub Słońce, Radwanice ul. Kolejowa 8, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;79;368;203
13;"Szkoła Podstawowa, Radwanice ul. Szkolna 14a, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;311;987;353
14;"Punkt Informacji Turystycznej, Mokry Dwór ul. Stefana Batorego 6a, 50-458 Wrocław";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;45;120;76
15;"Świetlica w Iwinach, Iwiny ul. Miodowa 12, 52-116 Wrocław";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;167;846;241
16;"Centrum Kultury Klub Kuźnia, Żerniki Wrocławskie ul. Parkowa 2, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;124;539;197
17;"Szkoła Podstawowa, Żerniki Wrocławskie ul. Kolejowa 7a, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;214;797;350
18;"Świetlica w Ozorzycach, Ozorzyce ul. Krasińskiego 1d, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;42;114;79
19;"Świetlica w Zacharzycach, Zacharzyce ul. Kościuszki 15d, 52-116 Wrocław";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;42;135;43
20;"Świetlica w Zębicach, Zębice ul. Prusa 13b, 55-010 Święta Katarzyna";22308;"gm. Siechnice";"wrocławski";"dolnośląskie";1;1;67;226;96
1;"Gminne Centrum Kultury w Żórawinie, al. Niepodległości 6, 55-020 Żórawina";22309;"gm. Żórawina";"wrocławski";"dolnośląskie";1;1;243;931;497
