"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"ŻEBROWSKA Alicja - KW PRAWO I SPRAWIEDLIWOŚĆ";"BODNAR Adam Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
332;"Szkoła Podstawowa nr 65, ul. Mścisławska 1, 01-647 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;508;1397
333;"Akademia Pożarnicza, ul. Henryka Siemiradzkiego 2, 01-630 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;421;1179
334;"Szkoła Podstawowa nr 65, ul. Mścisławska 1, 01-647 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;275;1267
335;"Przedszkole nr 212, ul. Czesława Ludwika Rybińskiego 2, 01-611 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;411;1146
336;"Zespół Szkół Samochodowych i Licealnych nr 3, ul. Włościańska 35, 01-710 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;331;935
337;"Szkoła Podstawowa nr 267, ul. Braci Załuskich 1, 01-773 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;600;1474
338;"Szkoła Podstawowa nr 391, ul. Filarecka 2, 01-582 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;440;1598
339;"XVI Liceum Ogólnokształcące, ul. ks. Jerzego Popiełuszki 5, 01-786 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;590;1455
340;"Szkoła Podstawowa Nr 92, sala gimnastyczna, ul. Przasnyska 18A, 01-756 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;639;1598
341;"LXIV Liceum Ogólnokształcące, aula, ul. Elbląska 51, 01-737 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;647;1573
342;"LXIV Liceum Ogólnokształcące, sala gimnastyczna, ul. Elbląska 51, 01-737 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;362;1676
343;"Szkoła Podstawowa nr 396, stołówka, ul. Anny German 5A, 01-794 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;289;1659
344;"Szkoła Podstawowa nr 396, biblioteka, ul. Anny German 5A, 01-794 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;247;1616
345;"Szkoła Podstawowa nr 396, aula, ul. Anny German 5A, 01-794 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;191;1526
346;"Żoliborskie Centrum Integracji i Aktywizacji Seniorów, ul. Stanisława Wyspiańskiego 6/8, 01-577 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;239;595
347;"Zespół Państwowych Szkół Muzycznych nr 4, ul. Zygmunta Krasińskiego 1, 01-530 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;198;608
348;"Szkoła Podstawowa nr 68, ul. Or-Ota 5, 01-507 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;563;1388
349;"I Liceum Ogólnokształcące, ul. Alojzego Felińskiego 15, 01-513 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;482;1490
350;"Szkoła Podstawowa nr 392, al. Aleja Wojska Polskiego 1A, 01-524 Warszawa";146519;"Żoliborz";"Warszawa";"mazowieckie";1;1;519;1142
1000;"Dar Młodzieży";;"statki";"statki";;1;1;8;105
1001;"Baltica";;"statki";"statki";;1;1;4;13
1002;"Fryderyk Chopin";;"statki";"statki";;1;1;1;23
1003;"Kontradmirał Xawery CZERNICKI";;"statki";"statki";;1;1;26;37
1004;"BALTIC BETA";;"statki";"statki";;1;1;15;28
1005;"LOTOS PETROBALTIC";;"statki";"statki";;1;1;8;22
1006;"PETROBALTIC";;"statki";"statki";;1;1;8;21
1007;"PETRO GIANT";;"statki";"statki";;1;1;13;36
1;"Tirana, Rruga E Bogdanëve 50, Tiranë 1001, Tirana, Republika Albanii";;"Albania";"zagranica";;1;1;98;698
2;"Algier, Rue Olof Palme, Nouveau-Paradou, 16035 Hydra-Alger, Algier, Algierska Republika Ludowo-Demokratyczna";;"Algieria";"zagranica";;1;1;10;44
3;"Luanda, Rua Damião de Góis 64 C. P. , 1340 Luanda, Luanda, Republika Angoli";;"Angola";"zagranica";;1;1;6;18
22;"Baku, Kichik Gala 2 Icheri Sheher, AZ-1000 Baku, Baku, Republika Azerbejdżanu";;"Azerbejdżan";"zagranica";;1;1;12;73
6;"Buenos Aires, Ambasada RP Alejandro María de Aguado 2870 C1425CEB Buenos Aires, Buenos Aires, Republika Argentyńska";;"Argentyna";"zagranica";;1;1;45;144
8;"Canberra, Ambasada RP 7 Turrana St. Yarralumla 2600 ACT, Canberra, Związek Australijski";;"Australia";"zagranica";;1;1;48;117
9;"Adelaide, 230 Angas Street, Adelaide 5000 SA, Adelaide, Związek Australijski";;"Australia";"zagranica";;1;1;75;181
10;"Brisbane, 10 Marie Street, Milton-Brisbane 4064 QLD, Brisbane, Związek Australijski";;"Australia";"zagranica";;1;1;88;463
11;"Melbourne, 1325 Stud Road Rowville, 3178 VIC, Melbourne, Związek Australijski";;"Australia";"zagranica";;1;1;289;678
12;"Perth, 180 Newcastle Street, Perth 6000 WA, Perth, Związek Australijski";;"Australia";"zagranica";;1;1;119;388
13;"Sydney, 10 Trelawney Street, Woollahra 2025 NSW, Sydney, Związek Australijski";;"Australia";"zagranica";;1;1;326;1342
14;"Wiedeń I, Hietzinger Hauptstraße 42 C, 1130 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;404;941
15;"Wiedeń II, Hietzinger Hauptstraße 42 C, 1130 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;430;971
16;"Wiedeń III, Hietzinger Hauptstraße 42 B, 1130 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;400;1000
17;"Wiedeń IV, Strohgasse 24, 1030 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;632;1372
18;"Wiedeń V, Sedlitzkygasse 25, 1110 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;292;844
19;"Wiedeń VI, Gentzgasse 22-24, 1180 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;379;1241
20;"Wiedeń VII, Anton-Steinböck-Gasse 6, 1110 Wien, Wiedeń, Republika Austrii";;"Austria";"zagranica";;1;1;243;692
21;"Linz, Lissagasse 4, 4020 Linz, Linz, Republika Austrii";;"Austria";"zagranica";;1;1;209;759
7;"Erywań, Ambasada RP Hanrapetutyan 44a 0010 Yerevan, Erywań, Republika Armenii";;"Armenia";"zagranica";;1;1;9;94
23;"Bruksela I, Rue des Francs 28, 1040 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;432;1267
24;"Bruksela II, Avenue des Gaulois 29, 1040 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;391;1118
25;"Bruksela III, Avenue de Cortenbergh 16, 1000 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;228;1224
26;"Bruksela IV, Avenue de l’Horizon 18, 1150 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;173;1157
27;"Bruksela V, Rue Jourdan 80, 1060 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;705;977
28;"Bruksela VI, Avenue de Tervueren 48, 1040 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;306;1140
29;"Bruksela VII, Rue de la Floraison 35, 1070 Bruxelles, Bruksela, Królestwo Belgii";;"Belgia";"zagranica";;1;1;305;1124
30;"Antwerpia I, Sint Jozefstraat 35, 2018 Antwerpen, Antwerrpia, Królestwo Belgii";;"Belgia";"zagranica";;1;1;519;1533
31;"Antwerpia II, Sint Jozefstraat 35, 2018 Antwerpen, Antwerpia, Królestwo Belgii";;"Belgia";"zagranica";;1;1;443;1573
32;"Gandawa, Kortrijksesteenweg 500, 9000 Gent, Gandawa, Królestwo Belgii";;"Belgia";"zagranica";;1;1;528;2059
33;"Leuven, Jules Vandenbemptlaan 12C, 3001 Leuven, Leuven, Królestwo Belgii";;"Belgia";"zagranica";;1;1;350;1429
35;"Sarajewo, Višnjik 20, 71000 Sarajevo, Sarajewo, Bośnia i Hercegowina";;"Bośnia i Hercegowina";"zagranica";;1;1;41;90
36;"Brasilia, Av. das Nações Qd. 809, Lote 33, CEP: 70423-900, Brasília – DF, Brasilia, Federacyjna Republika Brazylii";;"Brazylia";"zagranica";;1;1;18;23
37;"Kurytyba, Avenida Agostinho Leão Júnior 234, 80. 030-110 Curitiba, Kurtyba, Federacyjna Republika Brazylii";;"Brazylia";"zagranica";;1;1;15;37
38;"Sofia, Chan Krum 46, 1000 Sofia, Sofia, Republika Bułgarii";;"Bułgaria";"zagranica";;1;1;79;381
39;"Nesebyr, Mladost 62, 8230 Nesebyr, Nesebyr, Republika Bułgarii";;"Bułgaria";"zagranica";;1;1;79;383
34;"Mińsk, Z. Biaduli 11, 220034 Minsk, Mińsk, Republika Białorusi";;"Białoruś";"zagranica";;1;1;37;48
129;"Ottawa, 443 Daly Avenue, Ottawa, ON, K1N 6H3, Ottawa, Kanada";;"Kanada";"zagranica";;1;1;315;395
130;"Montreal, 3501, Avenue du Musée, Montreal, QC, H3G 2C8, Montreal, Kanada";;"Kanada";"zagranica";;1;1;324;583
131;"Toronto I, 2603 Lake Shore Boulevard West, Toronto, ON, M8V 1G5, Toronto, Kanada";;"Kanada";"zagranica";;1;1;510;356
132;"Toronto II, 2603 Lake Shore Boulevard West, Toronto, ON, M8V 1G5, Toronto, Kanada";;"Kanada";"zagranica";;1;1;406;444
133;"Toronto III, 3053 Lake Shore Boulevard West, Toronto ON M8V 1K6, Toronto, Kanada";;"Kanada";"zagranica";;1;1;438;366
134;"Mississauga I, (Café Kultura), 4300 Cawthra Road, Mississauga, ON L4Z 1V8, Mississauga, Kanada";;"Kanada";"zagranica";;1;1;1135;506
135;"Mississauga II, (Sala Lechowia), 4300 Cawthra Road, Mississauga, ON L4Z 1V8, Mississauga, Kanada";;"Kanada";"zagranica";;1;1;1170;468
136;"Kitchener, 601 Wellington Street North, Kitchener, ON N2H 5L6, Kitchener, Kanada";;"Kanada";"zagranica";;1;1;499;328
137;"Winnipeg, 342 Pritchard Avenue, Winnipeg, Manitoba R2W 2J9, Winnipeg, Kanada";;"Kanada";"zagranica";;1;1;110;120
138;"Vancouver, 1600-1177 West Hastings Street, Vancouver, BC V6E 2K3, Vancouver, Kanada";;"Kanada";"zagranica";;1;1;422;743
139;"Edmonton, 10960 104 St NW, Edmonton, AB T5H 2W6, Edmonton, Kanada";;"Kanada";"zagranica";;1;1;291;274
140;"Calgary, 3015 15th Street NE, Calgary, AB T2E 7L8, Calgary, Kanada";;"Kanada";"zagranica";;1;1;262;357
40;"Santiago, Mar del Plata 2055, 7510574 Providencia, Santiago de Chile, Santiago, Republika Chile";;"Chile";"zagranica";;1;1;26;109
41;"Pekin, 1 Ritan Lu, Jianguomenwai, 100600 Beijing, Pekin, Chińska Republika Ludowa";;"Chiny";"zagranica";;1;1;25;200
42;"Kanton, 63, Shamian Dajie, Liwan Qu, 510130, Guangzhou, Kanton, Chińska Republika Ludowa";;"Chiny";"zagranica";;1;1;27;223
43;"Szanghaj, Jianguo Xi Road No 618, Dystrykt Xuhui, 200031 Shanghai, Szanghaj, Chińska Republika Ludowa";;"Chiny";"zagranica";;1;1;38;287
44;"Hongkong, Hopewell Centre, lokal 2506, 183 Queen’s Road East, Wan Chai, Hongkong, Hongkong, Chińska Republika Ludowa";;"Chiny";"zagranica";;1;1;29;326
45;"Chengdu, 26/F, Square One, 18 Dongyu Jie, Jinjiang Qu 610016 Chengdu, Chengdu, Chińska Republika Ludowa";;"Chiny";"zagranica";;1;1;3;29
307;"Tajpej, TWTC/ITB Suite 1601-1602, No. 333, Sec. 1, Keelung Road, Taipei, 110, Tajpej, Miasto Tajpej";;"Miasto Tajpej";"zagranica";;1;1;33;238
145;"Bogota, Avenida Calle 116 #7-15, Edificio Torre Cusezar, piso 11, oficina 1103, 110111 Bogotá, Bogota, Republika Kolumbii";;"Kolumbia";"zagranica";;1;1;14;74
46;"Zagrzeb, Miramarska cesta 23, 10000 Zagreb, Zagrzeb, Republika Chorwacji";;"Chorwacja";"zagranica";;1;1;68;311
47;"Split, Kliška 29, 21000 Split, Split, Republika Chorwacji";;"Chorwacja";"zagranica";;1;1;224;1127
148;"Hawana, Calle G No. 452 esquina 19, Vedado, 10 400 La Habana, Hawana, Republika Kuby";;"Kuba";"zagranica";;1;1;24;90
48;"Nikozja, Kennedy Avenue 12-14, Office 601, 1087 Nicosia, Nikozja, Republika Cypryjska";;"Cypr";"zagranica";;1;1;210;1897
50;"Praga I Truhlářská 13-15 110 00 Praha 1, Praga, Republika Czeska";;"Czechy";"zagranica";;1;1;150;1209
51;"Praga II Valdštejnská 8 118 01 Praha 1, Praga, Republika Czeska";;"Czechy";"zagranica";;1;1;117;1038
52;"Ostrawa, Blahoslavova 4, 702 00 Ostrava, Ostrawa, Republika Czeska";;"Czechy";"zagranica";;1;1;101;235
53;"Brno, Jánská 12, 602 00 Brno, Brno, Republika Czeska";;"Czechy";"zagranica";;1;1;47;280
54;"Kopenhaga I, Dronning Elisabeths Allé 3, 2300 København S, Kopenhaga, Królestwo Danii";;"Dania";"zagranica";;1;1;316;2049
55;"Kopenhaga II, Stadionvej 80, 2600 Glostrup, Kopenhaga, Królestwo Danii";;"Dania";"zagranica";;1;1;277;1413
56;"Kopenhaga III, Stadionvej 80, 2600 Glostrup, Kopenhaga, Królestwo Danii";;"Dania";"zagranica";;1;1;265;1436
57;"Aarhus, Værkmestergade 17, 8000 Aarhus C, Aarhus, Królestwo Danii";;"Dania";"zagranica";;1;1;330;2010
58;"Odense, Demantsvej 30, 5260 Odense S, Odense, Królestwo Danii";;"Dania";"zagranica";;1;1;241;1195
62;"Addis Abeba, Dej. Belay Zeleke Road, Gulele Sub-City, Kebele 08, House No. 583, Addis Abeba, Addis Abeba, Federalna Demokratyczna Republika Etiopii";;"Etiopia";"zagranica";;1;1;7;14
61;"Tallinn, Suur-Karja 1, 10140 Tallinn, Talin, Republika Estońska";;"Estonia";"zagranica";;1;1;37;175
64;"Helsinki, Armas Lindgrenin tie 21, 00570 Helsinki, Helsinki, Republika Finlandii";;"Finlandia";"zagranica";;1;1;127;883
65;"Turku, Lemminkäisenkatu 12b, 20520 Turku, Turku, Republika Finlandii";;"Finlandia";"zagranica";;1;1;81;452
66;"Paryż I, 57, rue Saint Dominique, 75007 Paris, Paryż, Republika Francuska";;"Francja";"zagranica";;1;1;575;1664
67;"Paryż II, 57, rue Saint Dominique, 75007 Paris, Paryż, Republika Francuska";;"Francja";"zagranica";;1;1;498;1691
68;"Paryż III, 11-15, rue Lamandé, 75017 Paris, Paryż, Republika Francuska";;"Francja";"zagranica";;1;1;524;1389
69;"Paryż IV, 86, rue de la Faisanderie, 75116 Paris, Paryż, Republika Francuska";;"Francja";"zagranica";;1;1;436;1409
70;"Aulnay-sous-Bois, 43, Avenue Anatole France, 93600 Aulnay-sous-Bois, Aulnay-sous-Bois, Republika Francuska";;"Francja";"zagranica";;1;1;473;468
71;"Argenteuil, 82, boulevard du Général Leclerc, 95100 Argenteuil, Argenteuil, Republika Francuska";;"Francja";"zagranica";;1;1;310;505
72;"Betton, Place Charles de Gaulle, 35830 Betton, Betton, Republika Francuska";;"Francja";"zagranica";;1;1;78;407
73;"Champigny-sur-Marne, 149, avenue Roger Salengro, 94500 Champigny-sur-Marne, Champigny-sur-Marne, Republika Francuska";;"Francja";"zagranica";;1;1;287;559
74;"Orlean, 6, Rue Robert de Courtenay, 45000 Orléans, Orlean, Republika Francuska";;"Francja";"zagranica";;1;1;99;230
75;"Roubaix, 186, Grande Rue, 59100 Roubaix, Roubaix, Republika Francuska";;"Francja";"zagranica";;1;1;125;422
76;"Strasburg, 2, rue Geiler, 67000 Strasbourg, Strasburg, Republika Francuska";;"Francja";"zagranica";;1;1;282;988
77;"Troyes, 6, rue Vauluisant, 10000 Troyes, Troyes, Republika Francuska";;"Francja";"zagranica";;1;1;41;137
78;"Lyon, 79, rue Crillon, 69006 Lyon, Lyon, Republika Francuska";;"Francja";"zagranica";;1;1;323;1223
79;"Aix-en-Provence, 11, rue des Muletiers, 13100 Aix-en-Provence, Aix-en-Provence, Republika Francuska";;"Francja";"zagranica";;1;1;172;686
80;"Bastia, Rue Saint Angelo, Ancien Couvent Sant’Angelo, 20200 Bastia, Bastia, Republika Francuska";;"Francja";"zagranica";;1;1;48;122
81;"Bordeaux, 250, rue Malbec, 33800 Bordeaux, Bordeaux, Republika Francuska";;"Francja";"zagranica";;1;1;81;408
82;"Nicea, 4, rue Ribotti, 06300 Nice, Nicea, Republika Francuska";;"Francja";"zagranica";;1;1;180;1046
83;"Tuluza, 20, place Jean Diebold, 31300 Toulouse, Tuluza, Republika Francuska";;"Francja";"zagranica";;1;1;135;518
88;"Tbilisi, 24 Otar Oniashvili street, 0160 Tbilisi, Tbilisi, Gruzja";;"Gruzja";"zagranica";;1;1;179;710
174;"Berlin I, Lassenstraβe 19-21, 14193 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;380;1453
175;"Berlin II, Lassenstraβe 19-21, 14193 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;398;1445
176;"Berlin III, Richard-Strauss-Straβe 11, 14193 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;306;1560
177;"Berlin IV, Majakowskiring 47, 13156 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;256;1617
178;"Berlin V, Burgstraße 27, 10178 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;216;2052
179;"Berlin VI, Pariser Platz 4A, 10117 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;208;1690
180;"Berlin VII, Pariser Platz 4A, 10117 Berlin, Berlin, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;223;1772
181;"Lipsk, Markt 10, 04109 Leipzig, Lipsk, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;404;2034
182;"Hamburg I Gründgensstraße 20 22309 Hamburg, Hamburg, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;584;1759
183;"Hamburg II Gründgensstraße 20 22309 Hamburg, Hamburg, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;484;1848
184;"Hamburg III, An der Falkenbek 10, 21149 Hamburg, Hamburg, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;433;1610
185;"Brema, Birkenstraße 20, 28195 Bremen, Brema, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;480;1901
186;"Brunszwik, Westbahnhof 13, 38118 Braunschweig, Brunszwik, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;281;1306
187;"Hanower I Stilleweg 12 B 30655 Hannover, Hanower, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;603;1414
188;"Hanower II Mergenthalerstraße 3 30880 Laatzen, Laatzen, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;151;968
189;"Oldenburg, Karlstraße 19, 26123 Oldenburg, Oldenburg, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;370;1311
190;"Kolonia I, Im MediaPark 5C, 50670 Köln, Kolonia, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;516;1708
191;"Kolonia II, Im MediaPark 5C, 50670 Köln, Kolonia, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;476;1627
192;"Kolonia III, Im MediaPark 5C, 50670 Köln, Kolonia, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;481;1711
193;"Akwizgran, Jesuitenstraße 9, 52062 Aachen, Akwizgran, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;300;1280
194;"Bielefeld, Niederwall 23, 33602 Bielefeld, Bielefeld, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;701;2174
195;"Darmstadt, Schlossgraben 1, 64283 Darmstadt, Darmstadt, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;547;2082
196;"Dortmund I Rheinlanddamm 200 44139 Dortmund, Dortmund, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;409;1736
197;"Düsseldorf I, Brinckmannstraße 5, 40225 Düsseldorf, Düsseldorf, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;490;2034
198;"Düsseldorf II, Brinckmannstraße 5, 40225 Düsseldorf, Düsseldorf, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;504;2043
199;"Emmerich nad Renem, Hinter dem Mühlenberg 1, 46446 Emmerich am Rhein, Emmerich nad Renem, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;257;1218
200;"Essen, Mercatorstraße 1, 45143 Essen, Essen, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;609;1931
201;"Frankfurt nad Menem I, Solmsstraße 27-37, 60486 Frankfurt am Main, Frankfurt nad Menem, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;498;1676
202;"Frankfurt nad Menem II, Solmsstraße 27-37, 60486 Frankfurt am Main, Frankfurt nad Menem, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;496;1786
203;"Frankfurt nad Menem III, Solmsstraße 27-37, 60486 Frankfurt am Main, Frankfurt nad Menem, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;495;1811
204;"Kassel, Wilhelmshöher Allee 19−21, 34117 Kassel, Kassel, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;346;1321
205;"Kleve, Minoritenplatz 1, 47522 Kleve, Kleve, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;392;1729
206;"Moguncja, Wormser Straße 201, 55130 Mainz, Moguncja, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;602;1912
207;"Monastyr, Hohe Geist 8, 48163 Münster, Monastyr, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;405;1551
208;"Monachium I, Röntgenstraße 5, 81679 München, Monachium, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;721;1532
209;"Monachium II, Röntgenstraße 5, 81679 München, Monachium, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;658;1716
210;"Monachium III, Prinzregentenstraße 7, 80538 München, Monachium, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;471;1753
211;"Monachium IV, Adolf-Kolping-Straße 1, 80336 München, Monachium, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;422;1697
212;"Monachium V, Adolf-Kolping-Straße 1, 80336 München, Monachium, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;462;1775
213;"Karlsruhe I Albert-Schweitzer-Straße 1 76139 Karlsruhe, Karlsruhe, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;395;1460
214;"Norymberga I Sulzbacher Straße 32 90489 Nürnberg, Norymberga, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;423;1481
215;"Stuttgart I Friedrich-Strobel-Weg 4-6 70597 Stuttgart, Stuttgart, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;524;1906
405;"Hamburg IV Maria-Louisen-Straße 137 22301 Hamburg, Hamburg, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;403;1923
406;"Dortmund II Rheinlanddamm 200 44139 Dortmund, Dortmund, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;509;1594
407;"Stuttgart II Friedrich-Strobel-Weg 4-6 70597 Stuttgart, Stuttgart, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;594;1929
415;"Karlsruhe II Albert-Schweitzer-Straße 1 76139 Karlsruhe, Karlsruhe, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;378;1484
416;"Norymberga II Sulzbacher Straße 32 90489 Nürnberg, Norymberga, Republika Federalna Niemiec";;"Niemcy";"zagranica";;1;1;422;1465
84;"Ateny, Chryssanthemon 22, 154 52 Paleo Psychikο, Ateny, Republika Grecka";;"Grecja";"zagranica";;1;1;384;1825
85;"Heraklion, 1821 Street 39, 712 01 Iraklio, Heraklion, Republika Grecka";;"Grecja";"zagranica";;1;1;145;1126
86;"Rodos, I. Kazouli 16, 85 100 Rhodes, Rodos, Republika Grecka";;"Grecja";"zagranica";;1;1;117;788
87;"Saloniki, Tsimiski 78, 546 22 Thessaloniki, Saloniki, Republika Grecka";;"Grecja";"zagranica";;1;1;97;390
316;"Budapeszt, Városligeti fasor 16, 1068 Budapest, Budapeszt, Węgry";;"Węgry";"zagranica";;1;1;357;1337
120;"Reykjavík I Þórunnartún 2 105 Reykjavík, Reykjavík, Republika Islandii";;"Islandia";"zagranica";;1;1;418;2062
121;"Akureyri, Bugðusíða, 603 Akureyri, Akureyri, Republika Islandii";;"Islandia";"zagranica";;1;1;66;336
122;"Reykjavík II Strandgata 1 220 Hafnarfjörður, Hafnarfjörður, Republika Islandii";;"Islandia";"zagranica";;1;1;256;1015
123;"Reykjanesbær, Tjarnargata 12, 230 Reykjanesbær, Reykjanesbær, Republika Islandii";;"Islandia";"zagranica";;1;1;226;922
124;"Vík, Víkurbraut 8, 870 Vík, Vík, Republika Islandii";;"Islandia";"zagranica";;1;1;48;312
102;"Nowe Delhi, 50-M Shantipath, Chanakyapuri, 110 021 New Delhi, Nowe Delhi, Republika Indii";;"Indie";"zagranica";;1;1;11;197
103;"Mumbaj, Nirmal Building, 11A, 11th Floor, 241/242 Backbay Reclamation, , Nariman Point, Mumbai 400021, Mumbaj, Republika Indii";;"Indie";"zagranica";;1;1;7;88
104;"Dżakarta, H. R. JI. Rasuna Said Kav. X Blok IV/3, 12950 Jakarta, Dżakarta, Republika Indonezji";;"Indonezja";"zagranica";;1;1;8;75
105;"Bali, Jl. Raya Pengembungan-Bongkasa, Banjar Kutaraga, Bongkasa, Abiansemal, Badung, Bali 80532, Bali, Republika Indonezji";;"Indonezja";"zagranica";;1;1;28;701
108;"Teheran, No. 2, Pirouz Alley, Nelson Mandela Boulevard (Africa Boulevard/Jordan Street), Tehran, 1917663113, Teheran, Islamska Republika Iranu";;"Iran";"zagranica";;1;1;5;25
106;"Al Asad Air Base (AAAB), dystrykt Hit, al-Anbar, Al Asad, Republika Iraku";;"Irak";"zagranica";;1;1;;
107;"Irbil, Junction of Texas and Hawaii Street, House No. 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";;"Irak";"zagranica";;1;1;7;20
109;"Dublin I, 5 Ailesbury Road, D04 W221, Dublin, Dublin, Irlandia";;"Irlandia";"zagranica";;1;1;393;1557
110;"Dublin II, Saint Benildus College, Kilmacud Road Upper, Stillorgan, A94 X886, Dublin, Dublin, Irlandia";;"Irlandia";"zagranica";;1;1;419;1896
111;"Dublin III, O'Connell Secondary School, Richmond Street North, D01 Y4A9, Dublin, Dublin, Irlandia";;"Irlandia";"zagranica";;1;1;380;1737
112;"Dublin IV, New Cross College, Cappagh Road, Finglas, D11 NC56, Dublin, Dublin, Irlandia";;"Irlandia";"zagranica";;1;1;428;1882
113;"Dublin V, Saint Patrick's Senior National School, Blackcourt Road, Corduff, D15 W261, Dublin, Dublin, Irlandia";;"Irlandia";"zagranica";;1;1;471;1783
114;"Athlone, Monksland Community Centre, Monksland, N37 WK25, Athlone, Athlone, Irlandia";;"Irlandia";"zagranica";;1;1;337;1273
