"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SEWERYŃSKI Michał - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZYMCZAK Robert - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"RYL Dorota Helena - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
3;"Oddział Przedszkolny, Raducki Folwark 2, 98-320 Osjaków";101705;"gm. Osjaków";"wieluński";"łódzkie";1;1;168;43;91
4;"Oddział Przedszkolny, Drobnice 51, 98-320 Osjaków";101705;"gm. Osjaków";"wieluński";"łódzkie";1;1;270;59;82
5;"Oddział Przedszkolny, Chorzyna 27, 98-320 Osjaków";101705;"gm. Osjaków";"wieluński";"łódzkie";1;1;200;70;99
6;"Gminna Biblioteka Publiczna w Osjakowie, ul. Częstochowska 22, 98-320 Osjaków";101705;"gm. Osjaków";"wieluński";"łódzkie";1;1;344;123;327
1;"Gminny Ośrodek Upowszechniania Kultury i Sportu w Ostrówku, Ostrówek 94, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;268;93;225
2;"Szkoła Podstawowa w Janowie, Janów 40, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;235;67;95
3;"Szkoła Podstawowa w Okalewie, Okalew 19, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;159;33;53
4;"Szkoła Podstawowa w Skrzynnie, Skrzynno 96, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;213;68;193
5;"Filia Przedszkola Ostrówek w Wielgiem, Wielgie 27, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;180;70;135
6;"Ochotnicza Straż Pożarna w Nietuszynie, Nietuszyna 107, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;113;32;86
7;"Dom Pomocy Społecznej w Skrzynnie, Skrzynno 13, 98-311 Ostrówek";101706;"gm. Ostrówek";"wieluński";"łódzkie";1;1;23;5;9
1;"Remiza OSP w Bieńcu, Bieniec 9A, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;178;39;59
2;"Zespół Szkół Samorządowych im. Króla Wł. Jagiełły w Dzietrznikach, Dzietrzniki 105, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;360;88;161
3;"Publiczne Przedszkole w Grębieniu, Grębień 107, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;235;57;89
4;"Świetlica Wiejska w Kałużach, Kałuże 20A, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;113;30;82
5;"Remiza OSP w Kamionce, Kamionka 38A, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;145;57;128
6;"Zespół Szkół Samorządowych im. Wł. St. Reymonta w Pątnowie, Pątnów 105, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;424;105;306
7;"Publiczne Przedszkole w Popowicach, Popowice 57B, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;161;47;89
8;"Zespół Szkół Samorządowych im. Jana Pawła II Wielkiego w Załęczu Małym, Załęcze Małe 35, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;278;70;106
9;"Publiczne Przedszkole w Załęczu Wielkim, Załęcze Wielkie 76A, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;143;34;68
10;"Niepubliczny Dom Pomocy Społecznej Dom Seniora Załęcze, Załęcze Małe 111a, 98-335 Pątnów";101707;"gm. Pątnów";"wieluński";"łódzkie";1;1;27;4;9
1;"Szkoła Podstawowa w Skomlinie, ul. Parkowa 6, 98-346 Skomlin";101708;"gm. Skomlin";"wieluński";"łódzkie";1;1;382;118;348
2;"Budynek byłego przedszkola w Wicherniku, Wichernik 13, 98-346 Skomlin";101708;"gm. Skomlin";"wieluński";"łódzkie";1;1;186;57;105
3;"Remiza OSP we Wróblewie, Wróblew 44, 98-346 Skomlin";101708;"gm. Skomlin";"wieluński";"łódzkie";1;1;185;66;104
4;"Remiza OSP w Toplinie, Toplin 15, 98-346 Skomlin";101708;"gm. Skomlin";"wieluński";"łódzkie";1;1;70;23;59
1;"Zespół Szkół nr 1 w Wieluniu, ul. Wojska Polskiego 32, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;319;105;565
2;"Szkoła Podstawowa nr 5 w Wieluniu, ul. Romualda Traugutta 38, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;374;82;536
3;"Zespół Szkół nr 2 w Wieluniu, ul. Romualda Traugutta 12, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;224;66;417
4;"Miejska i Gminna Biblioteka Publiczna w Wieluniu, ul. Gabriela Narutowicza 4, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;250;112;486
5;"Liceum Ogólnokształcące SPSK w Wieluniu, ul. Śląska 23, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;300;85;437
6;"Powiatowy Młodzieżowy Dom Kultury i Sportu w Wieluniu, ul. 3 Maja 29, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;397;122;653
7;"Szkoła Podstawowa nr 4 w Wieluniu, ul. 18 Stycznia 24, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;214;84;473
8;"Wieluński Dom Kultury w Wieluniu, ul. Krakowskie Przedmieście 5, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;296;109;460
9;"Publiczne Przedszkole Nr 2 w Wieluniu, ul. Polskiej Organizacji Wojskowej 14, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;241;48;340
10;"Szkoła Podstawowa nr 2 w Wieluniu, os. Osiedle im. Kardynała Stefana Wyszyńskiego 30A, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;277;66;432
11;"Szkoła Podstawowa nr 2 w Wieluniu, os. Osiedle im. Kardynała Stefana Wyszyńskiego 30A, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;218;77;398
12;"I Liceum Ogólnokształcące w Wieluniu, ul. Nadodrzańska 4, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;269;96;461
13;"I Liceum Ogólnokształcące w Wieluniu, ul. Nadodrzańska 4, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;215;95;400
14;"Spółdzielczy Dom Kultury w Wieluniu, os. Osiedle im. Kardynała Stefana Wyszyńskiego 41, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;241;75;365
15;"I Liceum Ogólnokształcące w Wieluniu, ul. Nadodrzańska 4, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;265;59;360
16;"Filia Biblioteczna MGBP w Dąbrowie, Dąbrowa ul. św. Wawrzyńca 1, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;292;98;468
17;"Szkoła Podstawowa w Kurowie, Kurów ul. Wieluńska 11, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;284;90;117
18;"Filia Biblioteczna MGBP w Turowie, Turów 91, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;199;78;193
19;"Szkoła Podstawowa w Masłowicach, Masłowice 1, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;321;102;284
20;"Szkoła Podstawowa w Sieńcu, Sieniec 81b, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;187;55;90
21;"Szkoła Podstawowa w Rudzie, Ruda ul. Długa 31, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;404;140;437
22;"Szkoła Podstawowa w Gaszynie, Gaszyn ul. Harcerska 1, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;226;85;317
23;"Publiczna Szkoła Podstawowa SPSK w Kadłubie, Kadłub 91, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;163;35;123
24;"Szkoła Podstawowa w Bieniądzicach, Bieniądzice 50, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;57;23;46
25;"MGOPS-Warsztat Terapii Zajęciowej w Olewinie, Olewin 92 B, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;107;48;88
26;"SP ZOZ w Wieluniu, ul. Szpitalna 16, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;39;4;20
27;"DPS ""Dom Seniora-Wieluń"", ul. Felicji Rymarkiewicz 38, 98-300 Wieluń";101709;"gm. Wieluń";"wieluński";"łódzkie";1;1;9;1;8
1;"Urząd Gminy Wierzchlas, ul. Szkolna 7, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;450;141;388
2;"Zespół Szkolno-Przedszkolny w Kraszkowicach, Kraszkowice ul. Szkolna 5, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;255;97;210
3;"Remiza OSP w Krzeczowie, Krzeczów ul. Wczasowa 3, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;116;46;144
4;"Zespół Szkolno-Przedszkolny w Mierzycach, Mierzyce 149, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;293;88;197
5;"Szkoła Podstawowa w Mierzycach-Filia w Łaszewie, Łaszew ul. Szkolna 12, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;148;48;101
6;"Szkoła Podstawowa im. Świętego Jana Pawła II w Toporowie, Toporów ul. Szkolna 6, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;187;53;136
7;"Szkoła Podstawowa z Oddziałami Integracyjnymi Stowarzyszenia Przyjaciół Szkół Katolickich w Strugach, Jajczaki 10, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;143;39;78
8;"Remiza OSP w Przywozie, Przywóz 18b, 98-324 Wierzchlas";101710;"gm. Wierzchlas";"wieluński";"łódzkie";1;1;81;30;73
1;"Gminne Centrum Kultury w Bolesławcu, ul. Rynek 4, 98-430 Bolesławiec";101801;"gm. Bolesławiec";"wieruszowski";"łódzkie";1;1;334;153;360
2;"Szkoła Podstawowa w Mieleszynie, Mieleszyn 141, 98-430 Bolesławiec";101801;"gm. Bolesławiec";"wieruszowski";"łódzkie";1;1;164;61;147
3;"Szkoła Podstawowa w Chróścinie, Chróścin 49, 98-430 Bolesławiec";101801;"gm. Bolesławiec";"wieruszowski";"łódzkie";1;1;159;70;154
4;"Szkoła Podstawowa w Żdżarach, Żdżary 123, 98-430 Bolesławiec";101801;"gm. Bolesławiec";"wieruszowski";"łódzkie";1;1;254;84;127
1;"Sala OSP w Czastarach, ul. Wolności 36, 98-410 Czastary";101802;"gm. Czastary";"wieruszowski";"łódzkie";1;1;431;151;346
2;"Szkoła Podstawowa w Parcicach, Parcice ul. Dworska 60, 98-410 Czastary";101802;"gm. Czastary";"wieruszowski";"łódzkie";1;1;258;120;226
3;"Szkoła Podstawowa w Radostowie Pierwszym, Radostów Pierwszy 53, 98-410 Czastary";101802;"gm. Czastary";"wieruszowski";"łódzkie";1;1;152;41;75
4;"Sala OSP w Kątach Walichnowskich, Kąty Walichnowskie ul. Szkolna 1, 98-410 Czastary";101802;"gm. Czastary";"wieruszowski";"łódzkie";1;1;131;46;65
1;"Zespół Szkolno-Przedszkolny w Galewicach, ul. Marii Konopnickiej 20, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;380;208;332
2;"Wiejski Dom Kultury w Osieku, Osiek 105a, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;225;81;152
3;"Świetlica Wiejska w Węglewicach, Węglewice ul. Mikołaja Kopernika 8, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;226;74;114
4;"Szkoła Podstawowa w Ostrówku, Ostrówek 15, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;344;142;191
5;"Budynek po Szkole Podstawowej w Biadaszkach, Biadaszki 29, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;111;38;69
6;"Szkoła Podstawowa w Niwiskach, Niwiska 22, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;87;31;54
7;"Ochotnicza Straż Pożarna w Osowej, Osowa 19, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;79;37;88
8;"Budynek Sołectwa Kolonia Osiek, Kolonia Osiek 11F, 98-405 Galewice";101803;"gm. Galewice";"wieruszowski";"łódzkie";1;1;68;20;47
1;"Szkoła Podstawowa w Lututowie, ul. Wieruszowska 28A, 98-360 Lututów";101804;"gm. Lututów";"wieruszowski";"łódzkie";1;1;186;91;230
2;"Filialna Szkoła Podstawowa w Niemojewie, ul. Lipowa 19, 98-360 Lututów";101804;"gm. Lututów";"wieruszowski";"łódzkie";1;1;232;67;116
3;"Dzienny Dom Pomocy, Huta 46, 98-360 Lututów";101804;"gm. Lututów";"wieruszowski";"łódzkie";1;1;136;65;81
4;"Filialna Szkoła Podstawowa w Swobodzie, Swoboda 6, 98-360 Lututów";101804;"gm. Lututów";"wieruszowski";"łódzkie";1;1;129;46;93
5;"Przedszkole Publiczne w Lututowie, ul. Wieruszowska 18, 98-360 Lututów";101804;"gm. Lututów";"wieruszowski";"łódzkie";1;1;317;95;125
6;"Szkoła Podstawowa w Lututowie, ul. Jana Pawła Stalskiego 5, 98-360 Lututów";101804;"gm. Lututów";"wieruszowski";"łódzkie";1;1;157;58;117
1;"Centrum Kultury Wsi Wójcin-Andrzejów, Wójcin ul. Strażacka 4, 98-432 Łubnice";101805;"gm. Łubnice";"wieruszowski";"łódzkie";1;1;263;110;243
2;"Hala Sportowa przy Zespole Szkół w Dzietrzkowicach, Dzietrzkowice ul. Szkolna 1A, 98-432 Łubnice";101805;"gm. Łubnice";"wieruszowski";"łódzkie";1;1;241;105;210
3;"Centrum Kultury Wsi Łubnice, ul. gen. Sikorskiego 98, 98-432 Łubnice";101805;"gm. Łubnice";"wieruszowski";"łódzkie";1;1;265;121;180
4;"Centrum Kultury Wsi Kolonia Dzietrzkowice, Kolonia Dzietrzkowice ul. Wojska Polskiego 28, 98-432 Łubnice";101805;"gm. Łubnice";"wieruszowski";"łódzkie";1;1;120;41;99
5;"Centrum Kultury w Ludwinowie, Ludwinów 1, 98-432 Łubnice";101805;"gm. Łubnice";"wieruszowski";"łódzkie";1;1;72;29;64
1;"Szkoła Podstawowa im. Jana Pawła II w Sokolnikach, ul. Szkolna 1, 98-420 Sokolniki";101806;"gm. Sokolniki";"wieruszowski";"łódzkie";1;1;431;185;433
2;"Szkoła Podstawowa w Starym Ochędzynie, Stary Ochędzyn 55, 98-420 Sokolniki";101806;"gm. Sokolniki";"wieruszowski";"łódzkie";1;1;243;77;147
3;"Sala Ochotniczej Straży Pożarnej w Walichnowach, Walichnowy ul. Aleja Wyzwolenia 8A, 98-420 Sokolniki";101806;"gm. Sokolniki";"wieruszowski";"łódzkie";1;1;231;78;199
4;"Szkoła Podstawowa w Pichlicach, Pichlice 1, 98-420 Sokolniki";101806;"gm. Sokolniki";"wieruszowski";"łódzkie";1;1;266;83;134
5;"Szkoła Podstawowa Specjalna w Tyblach, Tyble 50A, 98-420 Sokolniki";101806;"gm. Sokolniki";"wieruszowski";"łódzkie";1;1;114;58;136
1;"Szkoła Podstawowa Nr 2 w Wieruszowie, ul. Teklinowska 27, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;265;126;430
2;"Wieruszowski Dom Kultury, rynek Rynek 8 - 9, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;378;181;598
3;"Szkoła Podstawowa Nr 1 w Wieruszowie, ul. Fabryczna 1, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;261;107;365
4;"Szkoła Podstawowa Nr 3 w Wieruszowie, ul. Warszawska 123a, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;300;96;432
5;"Szkoła Podstawowa Nr 3 w Wieruszowie, ul. Warszawska 123a, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;302;152;552
6;"Zespół Szkół Ponadpodstawowych im. Stanisława Staszica w Wieruszowie, ul. Szkolna 1 - 3, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;124;52;234
7;"Szkoła Podstawowa w Teklinowie, Teklinów 121, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;291;85;173
8;"Budynek szkolny w Kuźnicy Skakawskiej, Kuźnica Skakawska 2, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;252;118;261
9;"Szkoła Podstawowa w Pieczyskach, Pieczyska ul. Szkolna 1, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;259;114;302
10;"Budynek Ochotniczej Straży Pożarnej w Mirkowie, Mirków 121, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;153;74;105
11;"Budynek Ochotniczej Straży Pożarnej w Cieszęcinie, Cieszęcin 61, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;135;56;215
12;"Szkoła Podstawowa w Wyszanowie, Wyszanów ul. Szkolna 10, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;260;121;228
13;"Powiatowe Centrum Medyczne Sp. z o. o. NZOZ Szpital Powiatowy w Wieruszowie, ul. Warszawska 104, 98-400 Wieruszów";101807;"gm. Wieruszów";"wieruszowski";"łódzkie";1;1;3;5;4
1;"Miejska Biblioteka Publiczna im. Jerzego Szaniawskiego, ul. Łaska 12, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;281;109;379
2;"Zespół Szkół Zawodowych nr 1 im. Obrońców Westerplatte, ul. Stefana Żeromskiego 10, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;388;93;410
3;"Szkoła Podstawowa nr 10 im. Marii Skłodowskiej-Curie, ul. Zielona 46a, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;309;93;456
4;"Zespół Szkół Elektronicznych im. Stanisława Staszica, ul. Łaska 61, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;440;125;637
5;"Powiatowe Centrum Kultury, Sportu i Rekreacji, ul. Dolna 41, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;420;170;630
6;"Zespół Szkolno-Przedszkolny nr 1-Publiczne Przedszkole nr 9 ""Pod Planetami"", ul. Złota 67, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;457;131;514
7;"Hala Sportowa przy Zespole Szkolno-Przedszkolnym nr 1, ul. Złota 67, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;377;102;536
8;"Zespół Szkolno-Przedszkolny nr 1-Szkoła Podstawowa nr 6 im. Mikołaja Kopernika, ul. Złota 67, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;390;169;495
9;"II Liceum Ogólnokształcące im. Jana Pawła II, ul. Komisji Edukacji Narodowej 6, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;331;126;407
10;"Szkoła Podstawowa nr 12, ul. Wileńska 3, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;399;126;466
11;"Publiczne Przedszkole nr 2 „Tęczowe Przedszkole”, ul. Getta Żydowskiego 17a, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;428;116;548
12;"Szkoła Podstawowa nr 7 im. Władysława Broniewskiego, ul. Wodna 32, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;402;140;521
13;"Świetlica, ul. Szadkowska 24A, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;378;121;476
14;"Szkoła Podstawowa nr 9 z Oddziałami Integracyjnymi im. Jana Pawła II, ul. Jana Kilińskiego 27, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;345;90;521
15;"Publiczne Przedszkole nr 6 z Oddziałami Integracyjnymi, ul. Żytnia 19/23, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;424;109;544
16;"Zespół Szkół Specjalnych im. Marii Grzegorzewskiej, ul. Zielona 59a, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;477;94;606
17;"Szkoła Podstawowa nr 2, ul. Spacerowa 90, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;457;111;485
18;"Szkoła Podstawowa nr 5 im. św. Alojzego Orione, ul. Łaska 84, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;363;109;462
19;"Świetlica, ul. Świerkowa 65, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;481;176;759
20;"Szkoła Podstawowa nr 13 im. Kolejarzy Polskich, ul. 1 Maja 27, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;488;150;463
21;"Filia Miejskiego Domu Kultury, ul. 1 Maja 5-7, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;481;106;516
22;"Dom Pomocy Społecznej, ul. Łaska 42, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;29;5;6
23;"Zduńskowolski Szpital Powiatowy Sp. z o. o., ul. Królewska 29, 98-220 Zduńska Wola";101901;"m. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;14;2;9
1;"Szkoła Podstawowa im. Tadeusza Kościuszki w Szadku, Szadek ul. Prusinowska 4, 98-240 Szadku";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;448;174;445
2;"Gminny Żłobek w Hamentowie, Hamentów 15, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;277;98;195
3;"Szkoła Podstawowa w Prusinowicach, Prusinowice 49, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;251;95;180
4;"Szkoła Podstawowa w Krokocicach, Krokocice 2, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;219;62;114
5;"Świetlica Wiejska w Górnej Woli, Górna Wola 21A, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;206;48;112
6;"OSP w Przatowie, Przatów Dolny 23, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;122;29;73
7;"Miejsko-Gminny Ośrodek Kultury w Szadkowicach-Ogrodzimiu, Szadkowice-Ogrodzim ul. Widawska 16, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;395;125;369
8;"Dom Pomocy Społecznej w Przatówku, Przatówek 1, 98-240 Szadek";101902;"gm. Szadek";"zduńskowolski";"łódzkie";1;1;7;2;1
1;"Remiza OSP w Zapolicach, pl. Strażacki 4, 98-161 Zapolice";101903;"gm. Zapolice";"zduńskowolski";"łódzkie";1;1;445;217;470
2;"Remiza OSP w Paprotni, Paprotnia 16, 98-161 Zapolice";101903;"gm. Zapolice";"zduńskowolski";"łódzkie";1;1;225;94;254
3;"Szkoła Społeczna w Rembieszowie, Rembieszów 87, 98-161 Zapolice";101903;"gm. Zapolice";"zduńskowolski";"łódzkie";1;1;226;128;115
4;"Świetlica Wiejska w Swędzieniejewicach, Swędzieniejewice 22a, 98-161 Zapolice";101903;"gm. Zapolice";"zduńskowolski";"łódzkie";1;1;239;77;132
5;"Remiza OSP w Pstrokoniach, Pstrokonie 91, 98-161 Zapolice";101903;"gm. Zapolice";"zduńskowolski";"łódzkie";1;1;132;83;118
1;"Szkoła Podstawowa w Czechach, Czechy 142/budynek B, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;339;97;278
2;"Szkoła Podstawowa w Izabelowie, Izabelów 50, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;487;168;501
3;"Szkoła Podstawowa w Krobanowie, Krobanów 12C, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;434;128;408
4;"Szkoła Podstawowa w Annopolu Starym, Annopole Stare 5A, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;282;106;214
5;"Szkoła Podstawowa w Janiszewicach, Janiszewice 17, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;681;264;714
6;"Szkoła Podstawowa w Czechach, Czechy 142/budynek A, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;462;159;409
7;"Szkoła Podstawowa w Wojsławicach, Wojsławice 105, 98-220 Zduńska Wola";101904;"gm. Zduńska Wola";"zduńskowolski";"łódzkie";1;1;323;117;254
