"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"ZABŁOCKI Wojciech Jakub - KW PRAWO I SPRAWIEDLIWOŚĆ";"BOROWSKI Marek Stefan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
945;"Szkoła Podstawowa Nr 58 im. Tadeusza Gajcego, ul. Mieszka I 7, 03-886 Warszawa";146511;"Targówek";"Warszawa";"mazowieckie";1;1;333;1348
1152;"Mazowiecki Szpital Bródnowski w Warszawie Sp. z o. o., ul. Ludwika Kondratowicza 8, 03-242 Warszawa";146511;"Targówek";"Warszawa";"mazowieckie";1;1;60;110
1001;"Szkoła Podstawowa nr 174, pl. Plac Wojska Polskiego 28, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;274;800
1002;"Przedszkole nr 262, ul. Antoniego Pankracego Łaguny 3, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;563;1132
1003;"Szkoła Podstawowa nr 171, ul. Armii Krajowej 39, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;545;842
1004;"Ośrodek Kultury w Dzielnicy Wesoła m. st. Warszawy, ul. Stefana Starzyńskiego 21, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;428;736
1005;"Szkoła Podstawowa nr 172, ul. Brata Alberta 46, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;593;1068
1006;"Urząd Dzielnicy Wesoła m. st. Warszawy, ul. 1 Praskiego Pułku WP 33, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;339;629
1007;"Szkoła Podstawowa nr 173, inne Trakt Brzeski 18, 05-077 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;583;1408
1008;"Szkoła Podstawowa nr 353, ul. Cieplarniana 23, 05-077 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;501;1372
1009;"Szkoła Podstawowa nr 385, ul. Klimatyczna 1, 05-077 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;559;1406
1010;"Szkoła Podstawowa nr 385, ul. Klimatyczna 1, 05-077 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;567;1554
1153;"Dom Pomocy Społecznej, ul. Jana Kilińskiego 10/12, 05-075 Warszawa";146515;"Wesoła";"Warszawa";"mazowieckie";1;1;17;10
