"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"KRAWCZYK Urszula Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"LUBIAK Adam - KW PRAWO I SPRAWIEDLIWOŚĆ";"HIBNER Jolanta Emilia - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ROGUSKI Robert - KWW ROBERTA ROGUSKIEGO"
40;362;362;42140;119929;171541;22055
