"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"MICHALAK Jerzy Andrzej - KW BEZPARTYJNI SAMORZĄDOWCY";"CALIŃSKA-MAYER Małgorzata Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZDROJEWSKA Barbara Grażyna - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
8;171;171;30912;52224;136168
