"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"GAWĘDA Ewa Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"MAKAREWICZ Konrad Karol - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SIEDLACZEK Henryk Piotr - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PUSTELNIK Adam Ferdynand - KW ŚLONZOKI RAZEM"
72;248;248;77594;24640;80430;21981
