"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"MASŁOWSKI Piotr Paweł - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"PIECHA Wojciech Piotr - KW PRAWO I SPRAWIEDLIWOŚĆ";"FOJCIK Andrzej Ryszard - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAŁEK Mirosław Jan - KW POLSKA 2050"
73;185;185;69713;62189;22264;16463
