"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"ZABŁOCKI Wojciech Jakub - KW PRAWO I SPRAWIEDLIWOŚĆ";"BOROWSKI Marek Stefan - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
42;186;186;77370;178104
