"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"OBRĘBALSKI Marek Adam - KW BEZPARTYJNI SAMORZĄDOWCY";"MRÓZ Krzysztof Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZAWIŁA Marcin Edward - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"STRAUS Patryk Piotr - KW NOWA DEMOKRACJA - TAK";"PAWELCZYK Robert Sebastian - KW POLSKA 2050";"MISZTELA Damian - KWW NASZA LEWICA"
2;241;241;11464;44522;61199;7071;9170;12193
