"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"KUBIAK Janusz - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOŁOS Józef - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"SZEJNFELD Adam Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"PRZYBYŁ Justyna Agnieszka - KW NOWA DEMOKRACJA - TAK"
88;393;393;62985;23030;105030;19817
