"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"WIERZBICKA Renata Teresa - KW PRAWO I SPRAWIEDLIWOŚĆ";"LUDKOWSKI Piotr - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOŁACZ-LESZCZYŃSKA Agnieszka Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
4;249;249;51003;15652;94659
